@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
124,1.051852,2.518518,-3.888889,3
143,0.607407,4.185185,-5.888889,3
97,0.474074,2.62963,-3.555556,3
113,6.224503,27.88889,-16.666666,3
135,0.088889,0.740741,-1.888889,3
109,1.896296,1.962963,-3.555556,3
83,0.632455,3.703704,-0.444444,3
125,0.344265,1.148148,-2.444444,3
106,0.172133,0.555556,-1.666667,3
116,1.096297,2.814815,-1.777778,3
117,0.02963,1.074074,-2.888889,3
133,0,0,0,3
119,1.38243,4.37037,-0.444444,3
138,0.712326,1.148148,-1.777778,3
125,0.691215,1.777778,-2.333333,3
76,1.861899,2.444444,-2,3
100,68.87406,8.148149,-5.111111,3
81,0.296296,3.481482,-4.444445,3
124,6.433335,3,-4,3
66,5.289054,39.88889,-6.333334,3
82,66.65185,8.481482,-5.777778,3
77,0.774074,7.703704,-2.777778,3
112,0.272166,0.148148,-0.444444,3
120,9.618522,3.740741,-4.888889,3
135,0.118519,0.222222,-0.666667,3
118,0.136083,0.037037,-0.111111,3
83,121.24443,23.296297,-5.222222,3
137,0.018519,0.222222,-0.666667,3
102,0.474074,3.37037,-4.444445,3
129,0.02963,0.518518,-1.555556,3
104,21.61858,18.62963,-3.222222,3
120,0.879815,3.518518,-1.888889,3
113,0.488889,1.407407,-2.222222,3
99,4.651851,6.740741,-4.555555,3
113,0.327731,0.962963,-2.555556,3
90,2.018434,4.666666,3,3
141,0.151852,1.555556,-2,3
94,1.64204,5.888889,2.333333,3
91,1.955556,5.62963,-3.888889,3
118,0.062963,0.703704,-1.777778,3
126,0.574134,11.185185,-8.555555,3
128,1.68215,16.481482,-9.111111,3
133,0,0,0,3
132,0.02963,0.37037,-1.111111,3
105,14.400001,4.148148,-5.111111,3
134,1.06284,8.703704,-6.444445,3
130,0.544331,1.37037,-2.111111,3
107,23.185177,7.962963,-4.888889,3
107,0.421637,22.555555,-11.666667,3
136,0.107407,0.703704,-1.777778,3
90,63.76296,9,-7.333334,3
107,2.562963,1.777778,-3.666667,3
106,0.596296,2.185185,-2.555556,3
124,1.051852,2.518518,-3.888889,3
122,0,0.333333,-1,3
107,17.12963,8.703704,-6.111111,3
138,2.428991,16.518518,-4.888889,3
77,1.574075,5,-4.333334,3
89,0.474074,2.296296,-5.888889,3
86,105.54074,13.407408,-5.555555,3
123,0.044444,1.37037,-3.111111,3
101,59.496284,10.185185,-2.888889,3
103,0.962963,2.148148,-4.444445,3
145,2.062963,0.851852,-0.222222,3
87,1.746955,2.925926,-3.111111,3
103,3.421609,3.851852,-1.222222,3
134,0.278887,1.777778,-1.333333,3
115,0.32963,2.740741,-3.222222,3
137,0.250924,0.777778,-2,3
142,0.151852,0.555556,-1,3
85,3.050805,4.074074,-2.222222,3
110,1.902241,17.222221,-11.333333,3
83,28.785189,14.37037,-8.777778,3
69,36.400005,11.074074,-2.222222,3
102,90.91857,14.37037,-4.777778,3
123,0.207407,0.703704,-1.777778,3
72,1.44074,4.518518,-5.888889,3
79,0.533333,4.851852,-4.555555,3
88,1.98889,5.259259,-3.444444,3
91,377.9295,44.296295,-7.555555,3
127,0.788811,3.814815,-1.444444,3
123,0.166667,1.518519,-3.555556,3
117,0.774074,1.333333,-3.333333,3
129,0.151852,0.518518,-1.555556,3
137,0.809664,1.148148,-1.777778,3
71,16.536379,31.851852,-6.222222,3
123,0.211111,1.185185,-2.888889,3
141,0.82963,3.259259,-4.777778,3
136,2.112573,8,-4,3
134,1.544444,6.185185,-3.888889,3
122,42.255566,6.62963,-4.222222,3
110,0.211111,1.666667,-3.666667,3
95,1.218518,4.62963,-2.888889,3
136,1.333333,1.111111,-2.666667,3
139,1.668887,18.074074,-7.222222,3
120,0.062963,1,-3,3
69,1039.5408,23.814816,-2.777778,3
79,1.322222,5.407407,-4.555555,3
134,0.018519,0.037037,-0.111111,3
108,0.912871,1.851852,-0.555556,3
95,0.620633,2.259259,-0.111111,3
98,1.318518,4.666666,-3.333333,3
136,3.197221,15.518518,-9.888889,3
84,2.696297,4.555555,-4.333334,3
139,1.668887,18.074074,-7.222222,3
138,0.490653,5.185185,-2.888889,3
102,0.566667,2.888889,-3.666667,3
120,1.869838,19.074074,-16.555555,3
137,0.044444,0.666667,-2,3
140,1.047042,8.333333,-3.333333,3
123,0.844444,1.481481,-2.777778,3
108,15.930981,49.814816,-9.777778,3
93,1.796296,3,-5.333334,3
96,0.3,6.296296,-5.888889,3
144,0.166667,1.148148,-3.444444,3
136,3.166959,19.444445,-11.333333,3
98,0.918937,2.037037,-0.111111,3
111,0.240741,1.333333,-4,3
120,0.077778,1.148148,-2.777778,3
93,11.674076,6.777778,-4.666666,3
110,0.211111,1.666667,-3.666667,3
82,4.385186,5.592593,-2.444444,3
132,0.785185,0.740741,-1.888889,3
122,7.574073,2.259259,-3.777778,3
100,8.829631,4.592593,-5.111111,3
125,0.3,1.37037,-3.444444,3
123,0.418518,1.074074,-1.888889,3
81,28.50741,12.481482,-4.777778,3
124,1.678844,14.666667,-7,3
122,0.699206,16.148148,-12.111111,3
124,6.433335,3,-4,3
80,36.12222,10.037037,-4.777778,3
124,0.907407,2.814815,-2.777778,3
122,0.388889,1.592593,-3.777778,3
95,3.288889,5.185185,-3.888889,3
117,0,0,0,3
79,155.3222,32.77778,-13.666667,3
96,6.162962,3.777778,-4.333334,3
96,7.51111,5.222222,-4.333334,3
99,14.774076,4.148148,-5.444445,3
124,0.785185,1.148148,-1.777778,3
125,0.490654,16.407408,-9.888889,3
107,0.344444,2.222222,-3.666667,3
116,1.135293,18.74074,-11.555555,3
122,1.996293,20.148148,-15.111111,3
99,0.355556,2.037037,-4.777778,3
95,0.685186,4.444445,-4,3
127,0.02963,0.62963,-1.888889,3
127,0.688531,2.740741,-1.888889,3
122,0.403687,0.555556,-0.333333,3
90,0.222222,2.814815,-5.444445,3
80,1.1,7.074074,-3.555556,3
76,201.72226,13.518518,-2.555556,3
121,0.888194,3.407408,-0.888889,3
147,3.215702,7.703704,-2.777778,3
120,1.869838,19.074074,-16.555555,3
87,1.746955,2.925926,-3.111111,3
129,0.151852,0.518518,-1.555556,3
87,1386.3292,67.44444,-8.666667,3
127,0.490653,17.592592,-11.777778,3
91,0.255556,3.259259,-6.111111,3
114,0.255555,1.851852,-3.222222,3
91,0.996296,3.888889,-3.666667,3
137,37.500004,5,-4.666666,3
91,0.255556,3.259259,-6.111111,3
102,488.02975,44.037037,-6.111111,3
88,5.855556,7.777778,-4,3
115,1.414213,14.777778,-5.333334,3
136,0,0,0,3
120,0.596296,1.518519,-3.555556,3
144,0.088889,1,-3,3
126,1.797117,10.185185,-5.222222,3
133,0.02963,0.740741,-2.222222,3
94,0.196296,2.259259,-4.777778,3
112,1.718518,3.814815,-2.111111,3
145,4.385186,2.074074,-0.222222,3
143,0.136083,0.407407,-1.222222,3
64,17.629103,31,-2,3
111,1.041722,18.037037,-11.111111,3
97,0.207407,2.111111,-4.333334,3
120,1.055556,1.333333,-2.333333,3
90,2.118518,3.407408,-5.888889,3
142,1.408966,3.851852,-3.555556,3
73,7.680904,46.666668,-26.666666,3
144,0.074074,0.962963,-2.888889,3
32,1.971088,56.37037,-25.777779,4
156,5.18889,21,-12,4
78,2.874073,43.814816,-16.11111,4
80,0.711109,40.51852,-13.222222,4
119,0.772202,39.851852,-14.222222,4
80,0.933332,39.703705,-15.444445,4
65,25.537477,56.703705,-11.111111,4
123,108.74074,52.814816,-19.444445,4
107,20.196299,49.814816,-14.777778,4
122,103.762955,36.185184,-12.888889,4
70,2.754121,39.962963,-14.555555,4
102,0.207407,56.77778,-20,4
68,1.344399,38.592594,-10.444445,4
36,1.22323,66.37037,-25.777779,4
73,1.993508,40.185184,-15.222222,4
42,2.231094,44.555557,-13.666667,4
57,0.365148,65.703705,-22.444445,4
151,2.251854,30.481482,-14.777778,4
25,1.241264,44.814816,-14.777778,4
116,0.816497,33.185184,-13.222222,4
87,1.695309,43.333332,-18.333334,4
120,53.95558,39.333332,-13.666667,4
125,1.944448,69.333336,-23,4
89,0.490653,28.925926,-12.777778,4
73,1.003696,46.296295,-12.555555,4
129,0.886107,62.407406,-22.222221,4
87,0.623611,64.03704,-24.11111,4
121,1.925463,32.37037,-13.444445,4
137,1.555159,36.925926,-10.111111,4
97,0.182574,47.814816,-13.444445,4
111,1.597452,29.592592,-13.444445,4
44,0.998146,47.814816,-15.777778,4
132,1.011049,38.77778,-14.666667,4
109,0.490653,41.814816,-18.444445,4
76,0.327731,51.77778,-17,4
62,0.772202,61.037037,-22.777779,4
65,0.93492,57.74074,-22.88889,4
105,0.522222,58.62963,-19.222221,4
105,1.67778,45.74074,-18.222221,4
100,0.651851,55.37037,-19.444445,4
125,1.344399,58.22222,-22.666666,4
67,0.646929,64.74074,-24.222221,4
158,1.048807,39.333332,-13,4
35,0.646928,69.44444,-24.666666,4
122,3.016006,34.185184,-15.555555,4
100,0.403687,57.148148,-20.777779,4
62,0.365146,62.814816,-24.444445,4
66,1.893459,42.11111,-9.666667,4
50,0.869227,60.851852,-21.222221,4
143,0.544331,50.37037,-21.11111,4
147,2.818517,27.222221,-14.333333,4
115,0.646929,46.74074,-15.888889,4
101,1.555158,64.37037,-22.777779,4
138,1.638653,54.62963,-19.88889,4
150,1.499999,20.74074,-11.888889,4
105,0.151852,50.185184,-18.555555,4
85,9.188898,49.148148,-18.777779,4
120,9.262964,49.407406,-16.222221,4
117,0.742868,45.88889,-18.666666,4
125,103.751854,42.814816,-15.777778,4
136,0.61111,4.851852,-5.222222,4
62,0.389681,66.77778,-25.666666,4
32,0.836659,59.48148,-18.444445,4
117,0.742868,45.88889,-18.666666,4
68,0.962963,56.77778,-20,4
85,4.598309,48.88889,-18.666666,4
152,3.262964,26.555555,-14.666667,4
65,25.537477,56.703705,-11.111111,4
162,0.133333,8.37037,-5.777778,4
87,0.623611,64.03704,-24.11111,4
81,0.344443,42.925926,-15.444445,4
20,4.479171,35.48148,-11.444445,4
102,0.177779,63.48148,-20.777779,4
158,0.611111,7.962963,-6.888889,4
78,2.322991,69.74074,-25.88889,4
98,0.772202,28.777779,-13.333333,4
78,5.662962,30.185184,-15.222222,4
159,1.18165,20.518518,-4.888889,4
127,59.54075,40.74074,-14.222222,4
45,1.526313,53.074074,-17.222221,4
84,0.45542,8.888889,-4,4
108,16.83333,40,-12.666667,4
96,0.879816,55.148148,-14.444445,4
107,5.5889,54,-17.666666,4
25,0.64693,70.44444,-26.333334,4
98,0.596297,52.851852,-19.555555,4
126,44.374123,36.185184,-12.555555,4
123,0.518518,57.48148,-18.444445,4
33,0.250925,35.814816,-15.777778,4
135,0.958394,47.37037,-20.777779,4
159,1.455513,26.11111,-7.666666,4
90,2.770879,48.22222,-18.666666,4
118,0.691215,34.333332,-11.333333,4
15,1.0256,68.96296,-24.88889,4
19,0.886106,45.185184,-19.222221,4
125,1.318521,66.25926,-23.11111,4
76,3.065339,34.851852,-12.555555,4
96,1.218523,67.03704,-21.444445,4
133,1.218682,21.444445,-8.333333,4
104,1.011113,65.296295,-21.555555,4
140,0.722649,26.444445,-8.666667,4
44,1.128748,58.666668,-25,4
68,0.583729,56.296295,-22.88889,4
129,0.827758,32.037037,-13.777778,4
89,0.389682,31.703703,-14.777778,4
69,0.742867,40.666668,-12.333333,4
119,0.772202,39.851852,-14.222222,4
81,0.389682,59.444443,-22.333334,4
126,2.122222,20.555555,-11,4
57,0.365148,65.703705,-22.444445,4
68,0.962963,56.77778,-20,4
73,1.003696,46.296295,-12.555555,4
53,0.389682,40.444443,-14,4
132,0.75031,35.22222,-14.333333,4
81,0.740742,38.25926,-15.777778,4
17,1.108886,70.51852,-23.88889,4
18,1.289561,68.296295,-25.555555,4
38,0.760116,58,-25,4
34,0.583731,54.25926,-24.11111,4
83,0.680414,26.518518,-10.555555,4
159,1.455513,26.11111,-7.666666,4
80,0.711109,40.51852,-13.222222,4
121,2.678445,54.962963,-19.555555,4
48,4.305036,42.074074,-13.555555,4
127,4.144167,36.51852,-11.555555,4
103,0.433334,64.44444,-22.666666,4
24,1.047042,49.185184,-15.555555,4
87,62.018505,31.703703,-12.777778,4
89,0.389682,31.703703,-14.777778,4
103,1.496294,61.25926,-20.777779,4
66,7.073164,42.592594,-10.777778,4
43,1.223233,64.703705,-24.11111,4
124,1.186342,43.51852,-18.222221,4
126,0.162963,20.11111,-10.666667,4
82,0.488889,44.88889,-14.666667,4
99,1.340259,51.88889,-12.333333,4
126,2.274658,23.296297,-9.888889,4
117,0.860663,39.037037,-15.777778,4
124,70.1963,43.148148,-16.777779,4
120,0.443052,51.074074,-15.888889,4
100,0.651851,55.37037,-19.444445,4
13,0.54433,70.37037,-24.11111,4
20,1.062841,65.18519,-23.222221,4
121,3.208784,53.666668,-19.333334,4
148,0.507408,29.074074,-14.555555,4
133,1.069786,48.666668,-20.333334,4
104,0.740741,57.333332,-19,4
17,2.319004,44.592594,-15.444445,4
35,1.730981,37.592594,-13.777778,4
21,1.062841,65.888885,-20.333334,4
129,1.096297,37.88889,-14.333333,4
101,1.186342,45.037037,-18.11111,4
131,2.115206,35.703705,-15.111111,4
157,1.662962,21.444445,-12,4
130,0.474074,21.37037,-14.777778,4
34,0.779362,47.592594,-17.777779,4
128,1.054092,53.25926,-20.777779,4
83,0.785184,66.25926,-22.11111,4
104,0.516399,55.74074,-20.88889,4
120,1.833839,47.851852,-16.222221,4
78,3.517681,30.296297,-11.888889,4
146,4.655555,22.74074,-12.555555,4
50,0.389682,65.111115,-22.333334,4
115,1.306679,28.851852,-11.888889,4
122,90.829605,39.22222,-14.666667,4
146,0.740741,10.592592,-7.444445,4
79,0.755556,41.407406,-14.555555,4
125,0.574133,60.925926,-21.444445,4
90,0.879814,65.18519,-21.222221,4
112,0.712325,59.148148,-21.777779,4
139,0.596294,64.666664,-22,4
160,0.429629,22.851852,-12.222222,4
75,1.083547,41.11111,-11.333333,4
154,0.577778,33,-17,4
69,1.47196,59.555557,-22.666666,4
123,0.355555,19.296297,-10.222222,4
122,1.485737,60.74074,-24.88889,4
116,0.278888,61,-20.666666,4
28,0.658281,62.407406,-23.222221,4
121,0.904721,41.037037,-14.444445,4
83,0.566666,49.444443,-16.333334,4
104,0.711111,63.62963,-22.555555,4
64,0.699206,40,-16,4
28,0.658281,62.407406,-23.222221,4
125,1.878731,37.444443,-15,4
120,1.833839,47.851852,-16.222221,4
108,1.563473,58.074074,-18.222221,4
123,1.718096,59.333332,-21,4
125,5.725834,43.37037,-11.777778,4
97,0.574133,47.962963,-13.222222,4
71,0.45542,38.37037,-9.777778,4
15,0.54433,70.07407,-24.88889,4
17,0.807374,71.18519,-24.88889,4
103,0.93492,35.62963,-14.222222,4
147,1.277778,27.296297,-14.888889,4
49,0.544332,38.037037,-11.111111,4
145,0.699206,61.11111,-21,4
129,11.944499,51,-16.666666,4
70,3.461964,36.74074,-13.888889,4
111,0.272165,62.25926,-21.777779,4
76,0.344266,42.296295,-16.555555,4
117,0.860663,39.037037,-15.777778,4
158,0.477778,8.37037,-6.444445,4
129,3.155558,24.703703,-13.777778,4
107,3.011091,29.222221,-13,4
146,0.740741,10.592592,-7.444445,4
70,0.107408,55.037037,-19.11111,4
154,1.866666,28.148148,-14.444445,4
80,0.505525,58.333332,-20,4
70,0.655461,61.11111,-24.666666,4
96,0.752772,61.925926,-22.777779,4
158,1.762963,21.037037,-11.111111,4
154,3.200002,19.703703,-12.111111,4
128,0.844444,35.592594,-14.111111,4
77,0.533333,40.22222,-15,4
72,1.167461,59,-23.333334,4
111,0.443053,60.185184,-23.222221,4
32,0.836659,59.48148,-18.444445,4
160,0.429629,22.851852,-12.222222,4
102,0.860662,51.666668,-18.333334,4
42,0.699206,37.444443,-17,4
125,0.760117,43.22222,-17.333334,4
64,1.115547,56.592594,-22.444445,4
140,0.298143,27.666666,-9.333333,4
140,0.685185,23,-12.333333,4
93,1.730981,62.851852,-24.88889,4
134,0.544332,48.925926,-21.444445,4
123,2.077778,21.62963,-17.222221,4
48,0.250924,40.851852,-18.555555,4
159,1.574074,6.62963,-5.888889,4
148,0.507408,29.074074,-14.555555,4
110,0.596297,50.666668,-15.666667,4
66,4.959466,41.62963,-10.888889,4
82,0.474074,38.88889,-15.666667,4
128,1.123816,49.925926,-21.11111,4
73,0.651852,58.814816,-19.444445,4
65,0.91084,60.148148,-22.11111,4
133,0.750308,36.77778,-14.333333,4
135,1.025598,32.703705,-12.444445,4
158,0.418518,8.444445,-7,4
137,1.088663,40.851852,-10.555555,4
103,0.596285,58.88889,-21.333334,4
73,0.816495,42.25926,-10.111111,4
125,0.162963,18.222221,-9.666667,4
66,0.418519,51.592594,-17.444445,4
102,0.62361,58.37037,-22.11111,4
126,2.122222,20.555555,-11,4
162,0.888889,10.037037,-7.444445,4
105,1.67778,45.74074,-18.222221,4
149,1.585185,21.37037,-11.777778,4
106,53.244434,37.703705,-13.444445,4
73,0.781736,43.51852,-14.222222,4
139,0.8,16.37037,-10.111111,4
119,0.611616,45.62963,-16.222221,4
68,0.936897,37.962963,-9.888889,4
79,0.651853,45.814816,-15.444445,4
111,0.344265,34.11111,-13,4
103,1.396296,58.185184,-19.555555,4
101,1.186342,45.037037,-18.11111,4
146,4.712474,43.148148,-19.444445,4
102,1.229628,51.703705,-21.444445,4
75,4.802776,39.703705,-13.777778,4
42,0.534027,28.25926,-12.444445,4
124,184.5222,53.77778,-17.666666,4
134,0.730296,44.703705,-17.777779,4
34,0.836659,72.888885,-25,4
116,0.501848,46.814816,-15.777778,4
121,0.904721,41.037037,-14.444445,4
101,0.349603,31.185184,-12.888889,4
80,0.933332,39.703705,-15.444445,4
102,5.425934,42.77778,-17.666666,4
109,0.655462,49.407406,-19.88889,4
42,0.894428,58.88889,-22.333334,4
145,0.421638,26.777779,-12,4
139,1.048809,48.22222,-19.666666,4
78,2.874073,43.814816,-16.11111,4
38,1.068054,64.62963,-22.222221,4
124,1.351851,38.592594,-14.777778,4
17,2.319004,44.592594,-15.444445,4
22,0.975629,49.666668,-19,4
110,1.809441,34.11111,-16,4
88,0.720081,67.25926,-25.11111,4
147,0.844445,6.259259,-5.111111,4
105,0.651852,65.55556,-23,4
64,1.020167,62,-23.333334,4
153,6.888892,28,-12.333333,4
130,21.762964,13.037037,-8.111111,4
67,1.187902,60.74074,-22.222221,4
157,1.718518,23.148148,-11.777778,4
83,3.111112,49.851852,-17.555555,4
102,0.296295,58.22222,-20,4
78,6.355548,36.11111,-15.333333,4
124,0.490655,40.925926,-16.11111,4
118,1.055555,55.074074,-18.88889,4
117,1.29386,31.25926,-11.777778,4
111,1.471961,57.77778,-22.333334,4
73,0.389682,43.851852,-12.222222,4
114,0.389682,27.185184,-9.222222,5
154,0.136083,0.074074,-0.222222,5
89,3.83792,14.222222,-11.666667,5
154,0.596296,6.481482,-6.444445,5
109,0.389682,29.407408,-9.222222,5
152,3.574075,1.37037,-1.777778,5
137,0.018519,0.925926,-2.777778,5
113,0.544331,21.592592,-8.444445,5
152,0.166667,3.592592,-3.777778,5
33,2.973961,8.740741,-6.222222,5
141,0.136083,0.037037,-0.111111,5
89,0,0,0,5
154,3.174073,4.296296,-4.888889,5
90,8.507409,20.148148,-13.111111,5
144,0,0,0,5
84,0.344265,17.185184,-10.555555,5
64,0.136083,5.703704,-7.777778,5
91,0.107408,24.074074,-13.555555,5
92,0.177777,15.407408,-10.555555,5
111,0.951851,19.333334,-9.333333,5
111,0.78881,16.11111,-11.333333,5
135,0.385185,2.185185,-3.888889,5
63,0.389682,8.962963,-7.222222,5
82,2.167948,15.222222,-9.333333,5
108,0.298143,16.925926,-9.444445,5
135,0.02963,0.777778,-2.333333,5
36,0,0,0,5
105,0.742867,15.185185,-6.222222,5
139,0.02963,1.296296,-3.888889,5
137,0.151852,3.703704,-5.444445,5
94,0.033333,21.444445,-13.333333,5
141,0.162963,9.851851,-8.555555,5
149,0.172133,0.037037,-0.111111,5
134,0.240741,2.962963,-4.888889,5
116,0.077778,16.851852,-9.222222,5
153,0.136083,3.37037,-0.444444,5
80,0.720082,15.851851,-10.222222,5
135,0.172133,1.259259,-3.777778,5
34,0.501848,14.444445,-8.666667,5
104,2.041242,19.777779,-8.666667,5
117,0.490653,17.11111,-10,5
89,4.703426,17,-10.666667,5
137,0.712325,0.740741,-1.888889,5
133,0.136083,0.37037,-1.111111,5
135,0.151852,31.185184,-14.222222,5
86,0.044444,12,-12,5
131,0.172133,0.222222,-0.666667,5
129,3.804481,2.296296,-1.222222,5
142,2.108185,1.814815,-2.777778,5
93,0.172132,17.925926,-13.444445,5
153,3.896296,8.333333,-6.333334,5
88,0.459468,22.333334,-8.666667,5
145,0,0,0,5
113,0.421636,29.333334,-9.666667,5
83,0.403687,17.074074,-10.888889,5
145,0.272166,0.555556,-1.333333,5
89,0.551852,1.814815,-3.777778,5
144,0,0,0,5
152,1.090362,0.777778,-1.333333,5
89,2.453266,16.814816,-11.111111,5
131,0.551852,0.814815,-1.777778,5
62,0.501848,6.444445,-8,5
138,0.272166,1.222222,-3.666667,5
131,0,0,0,5
130,0,0,0,5
134,0.272166,1.851852,-3.555556,5
61,0.459468,7.074074,-8.222222,5
150,0,0,0,5
153,0,0,0,5
30,2.796824,7.037037,-7.111111,5
133,3.158176,2.703704,-2.444444,5
63,0.272166,6.074074,-7.222222,5
107,2.818519,16.74074,-12.222222,5
135,0.162963,2.407408,-4.888889,5
135,0.062963,2.888889,-5.666666,5
140,0.421637,3.222222,-3.666667,5
114,0.408248,30.481482,-12.777778,5
130,0.272166,1.185185,-3.555556,5
134,0.018519,0.518518,-1.555556,5
113,0.933333,31.777779,-14,5
90,0.471405,10.037037,-7.444445,5
94,0.490653,9.111111,-8.666667,5
41,0.172133,0.703704,-1.111111,5
152,4.340741,1.407407,-1.888889,5
112,0.344265,28.851852,-9.222222,5
64,1.963557,8,-8,5
114,0.088889,25.814816,-12.111111,5
13,0.250924,9.296296,-10.222222,5
142,0,0,0,5
130,6.240745,1.740741,-2.222222,5
154,0.403687,0.62963,-1.222222,5
41,0.172133,0.703704,-1.111111,5
154,0,0,0,5
116,0.02963,1.962963,-4.888889,5
134,0.240741,2.962963,-4.888889,5
104,2.255034,18.518518,-6.888889,5
68,0.534027,6.888889,-6.666666,5
140,0.742867,0.407407,-0.555556,5
133,0.344444,5.37037,-5.777778,5
99,1.128749,15.481482,-12.111111,5
111,0.344265,28.74074,-8.888889,5
144,0,0,0,5
137,0.712325,0.740741,-1.888889,5
94,0.02963,1.185185,-3.222222,5
95,1.264911,7.62963,-6.888889,5
155,151.68887,14.333333,-9,5
93,0,0,0,5
110,0.272165,31.62963,-9.888889,5
149,0,0,0,5
115,0.033333,1.222222,-2.666667,5
148,0,0,0,5
98,1.29386,21.518518,-12.888889,5
144,0,0,0,5
141,0.172133,0.074074,-0.222222,5
88,0.074074,12.259259,-12.444445,5
141,0.136083,0.037037,-0.111111,5
131,0,0,0,5
154,1.218518,6.37037,-4.777778,5
89,0.278887,3.111111,-1.333333,5
152,0,0,0,5
38,2.294114,14.444445,-9.666667,5
111,0.344265,28.74074,-8.888889,5
138,0.136083,1.37037,-4.111111,5
92,0.344265,9.962963,-8.222222,5
119,0.829629,29.481482,-13.777778,5
79,3.487544,14.185185,-8.222222,5
88,0.298142,7.333334,-8,5
65,0.421637,8.925926,-7.777778,5
61,0.443054,7,-8.333333,5
154,5.751853,1.851852,-2.555556,5
113,0.68853,28.333334,-7.666666,5
94,0.951854,20.037037,-13.111111,5
135,0.033333,1.925926,-4.777778,5
82,2.53348,15.518518,-9.222222,5
58,0.327731,8.851851,-8.555555,5
90,0.062963,5.148148,-7.444445,5
141,0.118518,4.962963,-5.888889,5
106,0.136082,17.481482,-9.444445,5
89,0.285185,22.666666,-14,5
135,0.403687,1.407407,-3.888889,5
112,0.799999,31.62963,-13.888889,5
142,0.172133,0.111111,-0.333333,5
12,1.966384,6.259259,-8.111111,5
105,1.825741,26.74074,-9.222222,5
152,0.82963,1.518519,-2.555556,5
145,0,0,0,5
133,0.02963,0.592593,-1.777778,5
12,1.966384,6.259259,-8.111111,5
104,2.041242,19.777779,-8.666667,5
93,0.033333,2.444444,-4.666666,5
140,0.666667,2.888889,-0.666667,5
107,0.72265,27.777779,-9,5
147,0,0,0,5
83,0.250924,18.222221,-11.333333,5
40,0.136083,1.259259,-0.777778,5
134,0.385185,26.703703,-13.111111,5
155,60.240738,8.740741,-6.222222,5
138,0.285185,3.555556,-5.666666,5
145,0.272166,0.555556,-1.333333,5
91,0.172133,6,-7,5
131,0,0,0,5
93,0.928959,19.88889,-12.666667,5
114,0.062963,16.185184,-12.222222,5
139,0.285185,4.185185,-6.222222,5
155,131.80739,7.296296,-5.222222,5
39,0.879815,9.518518,-7.888889,5
84,0.459468,23.25926,-10.444445,5
113,0.389682,20.851852,-10.888889,5
91,0.547722,14.444445,-9.333333,5
134,0.018518,6.962963,-5.888889,5
67,0.344265,0.740741,-1.222222,5
135,0.136083,0.481482,-1.444444,5
144,0.534027,0.666667,-0.666667,5
141,0,0,0,5
148,0.136083,0.037037,-0.111111,5
89,1.725624,18.037037,-10.444445,5
116,0.45542,21.962963,-10.555555,5
148,0.981307,1.777778,-2.333333,5
61,0.459468,7.074074,-8.222222,5
154,0.02963,0.074074,-0.222222,5
131,0,0,0,5
91,0.196296,12.148149,-11.777778,5
97,0.45542,19.592592,-11.777778,5
141,-0,0.185185,-0.555556,5
135,0.477778,26.444445,-13,5
145,0,0,0,5
143,0,0,0,5
138,0.133333,2.666667,-5,5
116,0.344266,23.407408,-11.888889,5
144,0.365148,0.444444,-1,5
108,0.827759,23.703703,-9.111111,5
135,0.266667,6.222222,-6,5
114,0.211111,16.11111,-11,5
154,0.062963,0.259259,-0.777778,5
104,2.104669,19.62963,-9.222222,5
145,0.934919,3.407408,-3.888889,5
87,0.374074,11.148149,-11.777778,5
58,0.344265,8.333333,-9,5
120,1.708367,21.555555,-9.333333,5
89,4.703426,17,-10.666667,5
89,1.068055,8.444445,-7.333334,5
90,0.250924,7.185185,-8.555555,5
118,0.874073,19.407408,-9.888889,5
144,0,0,0,5
34,0.501848,14.444445,-8.666667,5
108,1.951258,14.518518,-8.555555,5
58,0.344265,8.333333,-9,5
138,49.633343,12.185185,-9.222222,5
141,0.074074,0.703704,-2.111111,5
90,2.464563,16.851852,-10.888889,5
86,0.062963,12.333333,-12.666667,5
139,0.062963,5.222222,-7,5
112,0.278887,23.703703,-13.111111,5
144,0,0,0,5
94,0.42963,20.222221,-13,5
95,0.403687,2.148148,-1.111111,5
62,0.557773,6.407407,-8.222222,5
36,0.327731,7.925926,-8.444445,5
139,0.272166,1.37037,-4.111111,5
144,0.490653,0.703704,-1.777778,5
80,1.083548,14.481482,-8.111111,5
110,0.02963,9.444445,-9.333333,5
131,1.851852,1.407407,-2.222222,5
115,0.033333,1.222222,-2.666667,5
141,0.182574,0.777778,-2.333333,5
61,0.490653,8.777778,-8,5
141,0,0,0,5
151,0.172133,0.111111,-0.333333,5
155,71.574066,8.259259,-6.111111,5
143,0.172133,0.666667,-2,5
152,0,0,0,5
136,0.211111,2.074074,-4.222222,5
34,0.403687,13.740741,-9.555555,5
153,0.02963,0.37037,-1.111111,5
90,0.45542,6.592593,-8.111111,5
85,0.172133,18.925926,-10.777778,5
137,1.751852,1.666667,-3.333333,5
93,0.389682,14.814815,-12.777778,5
83,20.922216,9.888889,-9.666667,5
94,0.962962,15.62963,-12.555555,5
115,0.074074,14.740741,-10.222222,5
62,0.557773,6.407407,-8.222222,5
112,0.162963,16.185184,-10.888889,5
133,0.02963,9.851851,-9.555555,5
62,0.501848,6.444445,-8,5
