@relation segment

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
44,0.500001,0.122222,1,0.755557,-42,121.44444,2
11,1,0.311116,2.888891,5.051852,-19.666666,150.88889,2
50,0.444443,0.272166,0.777779,0.344264,-35.88889,138.88889,2
18,0.666665,0.088889,0.555553,0.385184,-35.11111,132.33334,2
16,0.444444,0.162962,1.666667,1.155554,-44.88889,125,2
19,1.055553,0.551851,1.888888,1.985178,-37.88889,130.22223,2
75,0.944445,0.774077,1.055559,0.596296,-30.555555,141.22223,2
64,0.666667,0.699205,1.333331,0.918936,-37.333332,126.22222,2
68,1,0.57778,0.888889,0.829629,-32,124.888885,2
54,0.833333,0.408248,0.833335,0.658283,-36.333332,127.111115,2
71,1.666667,0.888891,1.499999,0.299998,-31.222221,140.88889,2
13,1.277776,0.574135,1,1.054091,-36.333332,135.77779,2
20,1.055555,0.490655,0.833333,0.752773,-33,140.55556,2
26,0.777777,0.272165,0.444444,0.403686,-41.666668,130.88889,2
16,0.5,0.344443,0.888891,0.385184,-38.11111,131.11111,2
57,1.166665,0.722651,1.388891,0.800464,-34,139,2
38,0.777777,0.58373,0.888888,1.068055,-34.555557,141.66667,2
58,1.055556,0.534027,1.055559,0.680414,-38.22222,126.44444,2
12,0.777777,0.518519,1.777779,0.785183,-35.666668,143.11111,2
87,1.222224,0.474069,0.777779,0.207406,-22.555555,146.44444,2
32,0.499999,0.586892,1.33333,0.557772,-38.666668,133.33334,2
46,0.666664,0.399996,1.05556,0.862948,-18.222221,145.55556,2
58,0.833331,0.459469,1.000001,0.421638,-35.666668,138.77779,2
66,1.055556,0.462965,1.111113,0.607405,-43,117.333336,2
32,0.944444,1.062842,1.777779,1.310922,-33.333332,142.22223,2
56,0.444443,0.029629,0.833333,0.566668,-30.333334,140.66667,2
78,1.222225,1.025599,2.666665,2.290076,-40.88889,125.666664,2
25,0.77778,0.501848,0.388889,0.327731,-43.333332,131.33334,2
72,1,0.399998,1.166667,1.144441,-42.666668,117.111115,2
32,0.777774,0.162964,2.611109,1.040738,-19.555555,146.33334,2
16,0.333335,0.298143,1.499999,1.206462,-40.22222,131,2
39,1.388891,1.129629,1.833333,0.699999,-32.444443,132,2
31,0.555555,0.344266,0.777777,0.344266,-39.22222,132.55556,2
15,0.888891,1.051846,1.888888,2.162973,-31.444445,145.33334,2
20,0.611112,0.327729,0.611112,0.327729,-39.77778,129.55556,2
28,1.166667,1.278022,1.111112,1.186343,-46.22222,131.22223,2
18,1,1.022222,1.166669,0.211111,-19.333334,147.88889,2
21,0.666665,0.760117,1,0.516396,-33.22222,143.11111,2
48,1.222224,0.207406,1.277781,1.26297,-21.88889,146.11111,2
85,0.833333,0.166668,0.888888,0.429629,-43,118,2
98,0.722221,0.15185,1.666667,0.755554,-45,116.888885,2
25,0.999999,1.46667,1.111111,0.118518,-30.666666,142.33334,2
18,1.277779,0.729626,0.944445,0.374079,-15.888889,147.55556,2
57,0.944444,0.712326,1.611112,1.103866,-33.77778,140.33334,2
86,0.833335,0.691214,1.166669,0.691214,-38.666668,124.111115,2
54,0.777776,0.720081,0.666667,0.557772,-37.22222,127.44444,2
44,1.277779,0.240742,1.333333,0.31111,-39,126.77778,2
63,0.999997,0.516398,6.222223,5.675157,-38.77778,123.22222,2
50,0.777777,0.655462,0.77778,0.50185,-33,140.88889,2
49,0.555556,0.385186,0.666669,0.266668,-37.77778,139.33334,2
38,0.555556,0.403687,2.111111,0.68853,-39.11111,131.44444,2
35,0.666667,0.133333,0.944447,0.107407,-46.22222,122.55556,2
35,0.277779,0.285183,0.722221,0.285183,-15.777778,146.22223,2
36,0.555556,0.172137,1.055556,0.64693,-41.11111,130.33334,2
74,0.333335,0.088889,0.500001,0.077778,-38.22222,123.22222,2
44,2.444444,2.094083,2.333333,2.139576,-31.777779,136.88889,2
18,1.222221,1.29386,1.277777,1.25462,-34.88889,142,2
51,0.722223,0.443054,0.833335,0.722649,-36.88889,140.77779,2
13,0.833331,0.47778,0.555557,0.207406,-29,144.77777,2
81,0.722224,0.646932,0.722224,0.389683,-42.11111,124.888885,2
48,0.555555,0.251852,0.555555,0.074074,-30.444445,138.11111,2
29,0.777779,0.60741,0.777779,0.429629,-43.444443,126.333336,2
20,0.611111,0.062963,1.444443,0.562963,-33.555557,132.33334,2
73,0.388889,0.062964,1.611111,1.218518,-30.222221,140.55556,2
91,1.055556,0.827758,0.722221,0.772203,-37,123.44444,2
35,1.388887,1.041723,1.166665,0.809664,-38,125.44444,2
22,0.833333,0.255559,0.722221,0.107409,-14.888889,147,2
76,0.833332,0.211114,1.333333,0.71111,-46.555557,116.55556,2
51,1.166665,1.099995,1.499998,1.944436,-28,140.22223,2
31,1.444444,0.385183,1.222223,1.185185,-29.11111,141.22223,2
40,1.222221,0.207408,1.333332,0.488891,-30.555555,140.55556,2
54,0.611112,0.443054,1.722223,0.928958,-36.22222,126.111115,2
67,2.666665,1.135293,3.833332,1.94079,-41.88889,125.55556,2
82,0.555556,0.344266,0.611111,0.443054,-40.88889,125.888885,2
58,1.055555,0.774072,1.000001,0.711108,-47.444443,118.55556,2
90,0.666668,0.044444,0.777779,0.562963,-22.777779,128.55556,2
34,0.555557,0.340741,1.888891,1.140745,-16.777779,146.66667,2
15,0.833336,0.211111,1.444443,1.229631,-19.222221,149.55556,2
83,0.888889,0.518519,1.055552,0.507406,-48.22222,116.888885,2
30,0.777777,0.501847,0.833332,0.547723,-31.666666,139.66667,2
21,0.444445,0.607407,1.222221,0.118518,-28.11111,143.22223,2
35,0.833333,0.781735,0.888888,0.544333,-34.22222,141.33334,2
109,0.833332,0.809666,1.000001,0.843276,-39.11111,122.22222,2
23,1.055555,0.611616,1.166665,0.547723,-37.666668,141.66667,2
43,1.166665,1.1,1.111111,0.740737,-28.777779,140.22223,2
29,1.222224,1.229636,1.388891,1.574082,-28.444445,142.77777,2
39,0.499997,0.299997,1.111111,0.429627,-32.88889,142.88889,2
55,1.500001,2.877772,1.444447,1.185184,-39.22222,124.111115,2
46,2.111112,1.629631,1.777779,1.807408,-30.11111,141,2
62,1.111112,0.562964,1.666669,1.333336,-28.666666,139.44444,2
67,0.833332,0.459472,0.888889,0.58373,-31.666666,138.44444,2
53,1.000001,0.444444,1.111109,0.429629,-26.444445,130.22223,2
24,1.277777,0.907406,0.888888,1.140749,-29.88889,141.66667,2
28,0.388889,0.136081,0.888887,0.455421,-40.555557,131.11111,2
71,0.722221,0.490655,0.888888,0.720081,-32.22222,138.33334,2
33,1.166665,0.611111,0.611109,0.196295,-39.333332,130.55556,2
40,0.611111,0.574132,0.722223,0.772203,-43.444443,129,2
47,0.72222,0.32963,1.499999,0.477777,-41.666668,128.77779,2
11,1,0.311116,2.888891,5.051852,-19.666666,150.88889,2
25,1.333332,0.730297,0.999996,0.760117,-35.11111,142.22223,2
32,0.944445,0.418519,0.833332,0.655558,-38.444443,132.55556,2
56,0.444443,0.029629,0.833333,0.566668,-30.333334,140.66667,2
56,0.888887,0.162963,0.722221,0.107408,-30.666666,141.66667,2
64,1.000001,0.800003,0.777777,0.207406,-46.77778,118.666664,2
32,0.777774,0.162964,2.611109,1.040738,-19.555555,146.33334,2
81,0.611113,0.329631,1.055557,0.551853,-44.22222,116.44444,2
47,0.444445,0.385188,1.111109,0.38519,-20.222221,146.33334,2
28,0.444444,0.403686,1.777779,0.860662,-45.444443,130.66667,2
72,1.111112,1.00741,1.055559,0.729631,-30.666666,140.55556,2
41,0.388889,0.327731,0.833333,0.586896,-39.333332,129.33334,2
101,0.444448,0.385187,0.611109,0.329633,-25.444445,147.22223,2
19,1.611109,0.418515,1.499998,1.277773,-26.777779,142.66667,2
41,1,0.577774,1.499999,0.655553,-28.555555,131.22223,2
107,1,1.288892,1.055555,0.418522,-23.666666,145.22223,2
21,0.999997,0.799994,1.333333,0.488889,-27.555555,142.55556,2
66,1.166665,0.255557,1.833335,2.122228,-22,128.77779,2
35,1.111111,1.229632,1.444444,0.829631,-30.333334,142.55556,2
47,0.833331,0.122223,0.999997,0.488888,-22,145.77777,2
61,0.611111,0.490653,0.555556,0.272164,-41.88889,128.33334,2
58,1.166668,0.388888,1.000001,0.533334,-47.444443,118.77778,2
53,0.555555,0.455419,0.722223,0.490652,-33.333332,138.22223,2
20,1.111116,0.75031,1.27778,0.928959,-31.666666,142.66667,2
62,0.555556,0.385184,0.888887,0.607405,-28.555555,127.111115,2
62,0.888889,0.207406,1.000001,0.355555,-42,121.44444,2
45,1.055556,0.596299,1,0.222219,-41.444443,124.55556,2
21,0.666662,0.516398,1.166667,0.408248,-33,141.88889,2
96,0.611111,0.418521,0.611112,0.240741,-24.444445,128.11111,2
99,0.888891,0.474074,0.777779,0.474074,-43.22222,118,2
104,1.722223,1.436302,1.833335,1.378405,-39.88889,119.888885,2
101,0.444448,0.385187,0.611109,0.329633,-25.444445,147.22223,2
30,0.222221,0.272165,0.611109,0.611616,-40.666668,129,2
29,1.222224,1.229636,1.388891,1.574082,-28.444445,142.77777,2
96,0.388889,0.196297,0.944445,0.418519,-44.444443,115.666664,2
25,0.611111,0.329628,0.833333,0.477775,-43.444443,125.666664,2
43,0.833335,0.433333,0.833335,0.611111,-27.444445,140.55556,2
51,1.055555,0.712324,2.055553,0.742867,-33.555557,141.11111,2
45,0.666667,0.666666,0.777779,0.54433,-39.22222,126.888885,2
52,0.722223,0.596301,0.777777,0.740744,-31.88889,129.22223,2
39,1.055555,0.574136,0.777776,0.583728,-30.88889,140.33334,2
81,0.611111,0.240743,0.888891,0.429629,-21.777779,128.88889,2
62,0.666667,0.399999,1.611109,0.862963,-27.777779,126.333336,2
66,1.388891,1.440741,0.888888,0.607411,-43.333332,118.77778,2
83,0.888889,0.518519,1.055552,0.507406,-48.22222,116.888885,2
94,0.611111,0.551852,1.000001,0.666664,-18.88889,127.55556,2
55,0.722224,0.490652,1,0.557774,-38,132.22223,2
51,0.722224,0.389683,0.944443,0.772203,-40.555557,127,2
13,1.166667,1.011116,0.944445,0.685187,-14.111111,148.88889,2
90,0.611112,0.374076,1.27778,0.285185,-22.333334,128.33334,2
46,1.166665,0.62361,1.333332,0.596282,-41.22222,132.88889,2
20,0.999997,1.192568,1.166665,1.149877,-32.666668,142.33334,2
27,1.055557,0.240737,1.444445,0.25185,-14.888889,146.55556,2
24,1.277777,0.907406,0.888888,1.140749,-29.88889,141.66667,2
18,0.777777,0.455422,0.555557,0.272164,-44.666668,130.44444,2
41,0.611112,0.327731,0.388892,0.327733,-43.77778,128.88889,2
71,0.722221,0.329628,1.333333,0.71111,-49.11111,115.55556,2
43,1.055555,0.32963,0.888889,0.34074,-39.11111,128.22223,2
20,1.055555,0.490655,0.833333,0.752773,-33,140.55556,2
36,0.944443,0.800462,1.055556,0.854182,-39.77778,132.44444,2
34,1.333332,0.966091,1.000001,0.632455,-35.333332,140,2
40,0.888889,0.62063,0.555556,0.172131,-32.77778,141.66667,2
30,0.944447,0.879816,0.611111,0.772202,-30.88889,141,2
44,0.722223,0.574135,1.166665,1.048809,-31.11111,138.11111,2
33,0.611111,0.329628,0.722221,0.062963,-40.666668,132,2
80,0.999999,0.177779,1.444445,0.696294,-41.666668,119.333336,2
21,0.944444,0.611615,1.333332,0.869227,-35.444443,142.88889,2
39,0.722223,0.062963,1.222218,0.474075,-32.22222,142.44444,2
13,0.611115,0.196294,1.166667,1.011112,-28.444445,145.44444,2
54,0.611112,0.646931,1.222221,1.003697,-35.11111,141.33334,2
30,0.666667,0.666666,0.944444,0.772201,-40.88889,131.11111,2
57,0.94444,0.77407,1.388891,1.040744,-19,146.66667,2
71,1.666667,0.888891,1.499999,0.299998,-31.222221,140.88889,2
50,1.000001,0.760115,0.944445,0.952579,-38.333332,125.77778,2
71,1.055553,1.085182,2.222221,3.762964,-27,122.44444,2
58,0.833335,0.62361,1.444444,1.003697,-35.444443,138.77779,2
92,0.833335,0.211111,0.77778,0.296297,-46.333332,115.44444,2
17,1.388887,0.551851,1.888889,1.140735,-32.333332,143.55556,2
47,0.5,0.211113,0.666667,0.488889,-43.666668,121.44444,2
14,0.944445,0.53403,0.611113,0.712327,-41.22222,130.66667,2
89,0.555555,0.272169,1.277779,0.772203,-38.88889,125.44444,2
19,0.944445,0.389681,0.944443,0.680416,-32.88889,143.11111,2
18,0.833333,0.691216,0.5,0.278888,-34.333332,130.11111,2
67,1,0.622222,1.055556,0.685185,-28.222221,125.55556,2
11,0.833333,0.255559,2.166667,3.855552,-19.333334,150.11111,2
25,0.999999,1.46667,1.111111,0.118518,-30.666666,142.33334,2
125,0.333333,0.298142,0.888889,0.344265,-3.444444,3.111111,3
126,1.055556,0.712325,0.944444,0.490653,-6.666666,5.222222,3
123,0.5,0.077778,0.5,0.166667,-4.555555,4.222222,3
80,21.055555,530.5518,34.61111,409.39636,-25.333334,79.55556,3
73,1.5,1.277778,2.333333,1.066666,-10.444445,10.666667,3
89,0.777778,0.340741,0.777778,0.474074,-6.555555,6.444445,3
80,4.888889,14.829629,3.833333,36.12222,-10.444445,15.111111,3
111,0.611111,0.240741,0.388889,0.240741,-4,4,3
106,0.222222,0.172133,0.111111,0.172133,-1.666667,1.666667,3
124,1.5,0.433334,1.388889,0.907407,-5.444445,5.555555,3
75,15.388889,19.136257,26.611113,31.71359,-22.666666,65.44444,3
142,0.111111,0.02963,0.111111,0.02963,-0.111111,0.111111,3
93,2.666667,6.444444,3.444444,11.674076,-10.666667,11.888889,3
81,4.111111,8.740745,5.722223,28.50741,-14.444445,18.88889,3
136,0,0,0,0,0,0,3
114,0.833333,0.433333,1.166667,0.255555,-5.222222,4.666667,3
138,0.333333,0.088889,0.333333,0.177778,-2.333333,2.333334,3
91,3.388889,6.462962,3.277778,9.040739,-11.444445,12.111111,3
91,27.277779,752.24066,25.277779,377.9295,-17.555555,52.666668,3
128,0.222222,0.074074,0.388889,0.151852,-2.222222,2.222222,3
127,1.111111,0.834443,1,0.788811,-7.444445,6.777778,3
88,0.888889,0.607407,2.166666,1.98889,-11.111111,10.111111,3
73,8.222222,6.273991,10.722222,7.680904,-43.666668,70.111115,3
146,0,0,0,0,0,0,3
110,0.833333,0.211111,0.5,0.566667,-5.111111,4.888889,3
138,1.277778,1.143419,0.722222,0.490653,-9.555555,9.333334,3
119,2.277778,2.274659,1.333333,1.38243,-6.777778,6.777778,3
87,24.388891,572.9964,44.722225,1386.3292,-26,79,3
130,0.277778,0.250924,0.333333,0.365148,-2.666667,2.555556,3
138,0.888889,0.518518,0.888889,0.385185,-4.222222,3.777778,3
109,2.222222,1.229631,2,5.911112,-9.333333,9.666667,3
124,1.166667,0.611111,1.444444,0.785185,-2.777778,2.666667,3
96,2.222222,2.962964,1.555556,2.251852,-8,7.777778,3
83,24.555555,688.0741,8.333333,121.24443,-10.555555,28.555555,3
72,1.277778,0.818518,1.388889,1.44074,-8.888889,9.444445,3
110,0.333333,0.088889,0.5,0.211111,-4.666666,4.444445,3
137,4.277778,18.685184,3.833333,37.500004,-7.333334,9,3
109,0.888889,0.251852,2.833333,1.677777,-8.555555,8.444445,3
143,1.5,0.122222,0.888889,0.607407,-9.888889,9.444445,3
107,1.111111,0.720082,0.666667,0.421637,-28.666666,36,3
90,1.388889,1.885185,1.111111,2.118518,-7.555555,7.888889,3
120,0.388889,0.062963,0.388889,0.062963,-3,3,3
115,0.777778,0.162963,0.722222,0.32963,-7.222222,6.222222,3
101,3.388889,27.97407,6.444445,59.496284,-13.222222,15.555555,3
123,0.166667,0.077778,0.444444,0.207407,-2.111111,2,3
107,10.222221,14.967619,9.833333,17.54708,-6.555555,12.222222,3
90,1.055556,0.374074,0.666667,0.222222,-6.777778,6.888889,3
120,3.944444,14.774076,3.722222,9.618522,-6.888889,7.666666,3
133,0,0,0,0,0,0,3
120,0.333333,0.133333,0.444444,0.296296,-4.777778,3.888889,3
108,6.388889,22.507414,3.388889,10.107411,-10.666667,14.111111,3
75,15.388889,19.136257,26.611113,31.71359,-22.666666,65.44444,3
120,0.833333,0.344444,1.055556,0.462963,-5.111111,4.444445,3
107,1.166667,0.211111,0.833333,0.344444,-5.666666,5.333334,3
103,1.777778,2.12568,2.944445,3.421609,-5.888889,6.222222,3
120,2.166667,1.986063,1.444444,1.869838,-25.555555,33.11111,3
87,24.388891,572.9964,44.722225,1386.3292,-26,79,3
132,1.055556,0.998147,1.722222,0.998146,-3.888889,4.222222,3
133,0.555555,0.172133,0.388889,0.327731,-2.888889,2.777778,3
91,18.944445,188.50739,33.444447,889.3629,-20.777779,52.666668,3
147,3.055555,3.586498,3.555555,3.215702,-3.777778,9.888889,3
122,1.222222,1.241266,1.333333,0.699206,-24.444445,28.333334,3
118,0.277778,0.151852,0.388889,0.062963,-2.111111,2,3
109,0.888889,0.251852,2.833333,1.677777,-8.555555,8.444445,3
132,0.111111,0.02963,0.222222,0.02963,-1.111111,1.111111,3
84,3.055556,3.974073,1.777778,2.696297,-9,9,3
134,0.5,0.182574,0.833333,0.278887,-5,3.888889,3
115,2.444444,1.572919,5,2.936362,-12,12.888889,3
137,1.666667,1.777778,1,0.177777,-13.555555,13.888889,3
102,0.722222,0.507407,0.833333,0.566667,-6.666666,6.333334,3
82,4.333334,41.288895,6.222223,66.65185,-12.444445,14.555555,3
143,1.5,0.122222,0.888889,0.607407,-9.888889,9.444445,3
116,0.777778,0.696296,0.833333,0.922222,-5.222222,5,3
125,0.944445,0.827759,0.833333,0.691215,-4,3.888889,3
120,1.388889,0.928958,0.611111,0.772202,-16.88889,25.777779,3
117,0,0,0,0,0,0,3
121,0.666667,0.843274,1.5,0.888194,-6.888889,6,3
76,1.277778,1.420746,1.666667,1.861899,-4.666666,4.666667,3
79,16.277779,40.862957,14.166667,155.3222,-25.333334,45.77778,3
134,0.055556,0.018519,0.055556,0.018519,-0.111111,0.111111,3
141,0.722222,0.240741,0.722222,0.151852,-4.333334,3.666667,3
85,2.833333,2.942033,2.388889,3.050805,-5.888889,6.777778,3
92,1.888889,4.02963,2.277778,3.529629,-12.666667,12.666667,3
119,2.277777,2.026673,1.777778,1.721326,-25.11111,33.666668,3
112,1.333333,1.377778,1.555556,1.718518,-8.111111,7.222222,3
126,0.722222,0.534027,0.944444,0.574134,-17.88889,20,3
122,1.666667,1.398412,1.166667,0.691215,-17.88889,25.333334,3
95,1.222222,0.474074,1.055556,0.72963,-7.888889,7.222222,3
125,2.166667,1.110556,1.055556,0.90472,-22.333334,30.666666,3
126,1.944444,1.12963,1.055556,0.285185,-7.222222,6.555555,3
85,3.277778,4.418521,2.277778,6.818519,-13.888889,14.888889,3
131,0.222222,0.02963,0.333333,0.044444,-1.555556,1.555556,3
97,0.888889,0.651852,0.777778,0.474074,-6.222222,5.888889,3
104,7.833333,9.713106,22.111109,21.61858,-11.222222,23.444445,3
94,0.444445,0.118519,0.722222,0.196296,-6.444445,6,3
144,0.222222,0.02963,0.333333,0.088889,-3,3,3
121,1.055556,0.418519,1.166667,0.833334,-8.777778,7.777778,3
93,0.833333,0.3,1.388889,1.796296,-7.333334,7.222222,3
118,0.222222,0.074074,0.333333,0.088889,-2.777778,2.555556,3
64,16.277779,12.948471,20.222223,17.629103,-19,38,3
145,4.555555,4.534641,7.5,6.112829,-10.666667,20.11111,3
83,0.833333,0.547722,0.666667,0.632455,-6.444445,6,3
106,1.833333,3.544443,2.222222,3.718517,-8,7.888889,3
139,0.333333,0.516398,0.333333,0.516398,-2,1.777778,3
122,0.444444,0.403687,0.444444,0.403687,-1.666667,1.222222,3
95,2.111111,3.62963,2.666666,3.555556,-14.222222,15.444445,3
103,0.666667,0.577778,1.111111,0.962963,-6.111111,5.666666,3
118,0.055556,0.136083,0.055556,0.136083,-0.111111,0.111111,3
99,1.611111,8.018518,3.055555,14.774076,-9.111111,9,3
124,1.111111,1.140741,0.555556,0.474074,-3.111111,2.777778,3
83,6.166666,9.988892,12.888889,28.785189,-16.11111,22.666666,3
124,5.333334,4.774935,6.5,4.544838,-10.444445,12.888889,3
120,0.777778,1.274074,0.833333,1.055556,-3.666667,3.333333,3
95,1.277778,1.574074,1.611111,1.218518,-10.888889,9.222222,3
99,0.777778,0.82963,1,0.355556,-5.777778,5.555555,3
91,2.222222,5.051852,1,1.955556,-11.222222,10.666667,3
120,0.944445,0.250924,0.722222,0.879815,-7.222222,6.555555,3
133,0.055556,0.018519,0.222222,0.02963,-1.444444,1.444444,3
68,27.944443,203.35188,18.277777,338.64075,-25.88889,60.11111,3
136,3.888889,4.193469,2.111111,2.391343,-16.555555,20.88889,3
124,1,0.444445,1.111111,1.051852,-6.888889,6.111111,3
115,2,0.966091,3.333333,1.414213,-19,22.88889,3
106,0.611111,0.418518,1.277778,0.596296,-5.555555,4.888889,3
81,12.166667,267.45554,9.222222,205.36296,-22,30.555555,3
122,0,0,0,0,-1,1,3
141,1.388889,1.351853,0.888889,0.82963,-8.444445,7.666666,3
123,0.333333,0.133333,0.666667,0.044444,-4.111111,3.777778,3
135,0.388889,0.240741,0.333333,0.177778,-2.888889,2.777778,3
100,2.388889,1.440741,2.444444,6.02963,-9.888889,11.555555,3
102,0.555555,0.207407,1.555556,0.474074,-8.444445,7.666666,3
121,0.277778,0.062963,0.111111,0.074074,-3.444444,3.333333,3
98,0.611111,0.611616,1.333333,0.918937,-4.444445,3.555556,3
93,1.777778,2.562963,1.5,0.922222,-9,9.333334,3
115,3.333333,3.10555,2.722222,2.792185,-22.777779,39,3
135,0.555555,0.207407,0.333333,0.088889,-2.222222,2.111111,3
96,0.944445,0.507407,1.111111,0.34074,-8.111111,8.555555,3
81,4.111111,8.740745,5.722223,28.50741,-14.444445,18.88889,3
89,4,9.555554,5.833334,11.85555,-14.111111,17.11111,3
136,6.722223,3.708349,2.666667,3.197221,-19.555555,25.333334,3
77,1.833333,1.811111,2.388889,0.774074,-13.444445,13.111111,3
108,25.5,12.795401,27.277779,15.930981,-24.11111,61.11111,3
129,0.222222,0.02963,0.111111,0.02963,-1.555556,1.555556,3
124,0.222222,0.074074,0.222222,0.074074,-3.222222,3.222222,3
144,0.388889,0.151852,0.222222,0.074074,-2.888889,2.888889,3
129,0.5,0.077778,0.388889,0.151852,-1.555556,1.555556,3
109,3.555555,2.655532,3.999999,3.084009,-18.88889,22.333334,3
125,0.666667,0.222222,2.666667,3.777778,-7.111111,7.777778,3
70,11.499999,8.767999,7.944445,6.916698,-14.777778,23.88889,3
128,2.944444,7.885187,3.166667,12.433335,-8.555555,9.555555,3
91,0.722222,0.196296,1.111111,0.385185,-6.555555,6.222222,3
107,4.666666,3.733333,3.944445,17.12963,-11.444445,14.555555,3
124,0.277778,0.107407,0.277778,0.151852,-2,2,3
120,0.333333,0.088889,0.5,0.077778,-2.777778,3,3
136,1.833333,1.149879,2.055555,2.112573,-11.666667,13.222222,3
121,0.666667,0.843274,1.5,0.888194,-6.888889,6,3
105,10.722224,16.507421,31.222223,650.42957,-21.222221,52.666668,3
91,1.444444,1.540741,0.833333,0.255556,-8.111111,8,3
88,1.5,1.366667,1.555556,1.274074,-7.888889,7.666666,3
96,2.333333,3.6,2.777778,6.162962,-8.333333,8,3
113,0.388889,0.389682,0.277778,0.327731,-2.888889,2.777778,3
134,2.666667,3.155556,1.5,1.544444,-11.888889,11.444445,3
76,7.777778,192.20744,7.833334,201.72226,-15.222222,19.444445,3
138,0.722222,0.64693,0.944444,0.712326,-3.111111,2.777778,3
117,0.277778,0.018519,0.111111,0.02963,-3.222222,3.111111,3
123,0.388889,0.018519,0.166667,0.077778,-3.444444,3.444444,3
135,0.222222,0.118519,0.222222,0.118519,-0.666667,0.666667,3
69,19.111113,991.7184,20.444445,1039.5408,-13.777778,29.333334,3
129,0.222222,0.02963,0.111111,0.02963,-1.555556,1.555556,3
106,0.944444,0.151852,0.833333,0.477778,-5.888889,6.111111,3
139,2.833333,1.773259,2.111111,1.668887,-6.222222,23.88889,3
102,1.111111,1.22963,1.166667,0.877778,-9.111111,8.444445,3
139,0.166667,0.077778,0.333333,0.088889,-1.333333,1.333333,3
136,6.722223,3.708349,2.666667,3.197221,-19.555555,25.333334,3
98,1.222222,1.718519,1.777778,1.318518,-10.333333,9.222222,3
145,0.888889,1.674074,2.111111,4.385186,-4.222222,3.555556,3
125,0.666667,0.471405,0.722222,0.490654,-11.888889,25.333334,3
139,2.833333,1.773259,2.111111,1.668887,-6.222222,23.88889,3
122,3.666667,4.033196,4.111111,3.781044,-6,26.444445,3
119,0.833333,0.833333,1.055556,0.951852,-3.333333,3.222222,3
116,1.277778,0.854184,1.333334,1.135293,-20.88889,29.555555,3
114,5.166667,6.320163,8.833333,8.66859,-34.444443,47.22222,3
91,1.444444,1.540741,0.833333,0.255556,-8.111111,8,3
122,0.722222,0.240741,0.833333,0.388889,-4.777778,4.444445,3
70,9.444444,5.897896,9.944444,6.948753,-14.444445,26.666666,3
124,1,0.444445,1.111111,1.051852,-6.888889,6.111111,3
95,2.166667,1.633332,1.944444,0.685186,-9.666667,9,3
131,0,0,0,0,0,0,3
127,0.777778,0.501849,0.777778,0.688531,-6.555555,5.555555,3
80,2.944444,13.751853,16.666666,71.5111,-18.88889,31.666666,3
121,1.444444,1.82168,2.055556,2.059306,-16.222221,23.444445,3
128,2.944445,1.75647,2.444444,1.68215,-19.11111,25.88889,3
137,0.444444,0.501848,0.833333,0.809664,-2.777778,2.666667,3
76,1.777778,0.918519,1.833333,1.811111,-13.444445,13.333333,3
120,5.666667,46.933327,5.944445,60.06297,-10.888889,12.777778,3
123,1.055556,0.996296,1,0.844444,-3.777778,3.666667,3
95,1.277778,1.040741,2.222222,3.096295,-7.111111,7.444445,3
102,0.722222,0.507407,0.833333,0.566667,-6.666666,6.333334,3
88,0.611111,0.240741,0.944445,0.32963,-7,6.444445,3
142,0.777778,0.651852,0.277778,0.151852,-1.333333,1.333333,3
133,0.222222,0.02963,0.222222,0.02963,-2.222222,2.222222,3
92,4.111111,4.63641,7,5.688196,-11.666667,18.666668,3
141,2.388889,1.540803,2.166667,1.278019,-14.333333,18.555555,3
122,7.388889,64.95186,4.833334,42.255566,-9.888889,11.333333,3
86,9.5,222.70003,8.777779,105.54074,-13.888889,19.88889,3
96,3.833333,13.277781,2.333333,7.51111,-9.333333,9.777778,3
138,0.444445,1.185186,0.444444,1.185185,-0.555556,0.666667,3
105,3.722222,15.662961,3.666666,14.400001,-7.444445,8.333334,3
113,0.611111,0.285185,0.666667,0.488889,-3.888889,3.444444,3
125,0.944445,0.827759,0.833333,0.691215,-4,3.888889,3
126,2.388889,11.885187,1.222222,6.296297,-3.222222,3.555556,3
138,0.222222,0.296296,0.388889,0.418519,-0.777778,0.666667,3
100,7.277777,83.351845,5.777778,68.87406,-10.444445,13.333333,3
90,5.666666,23.377783,6.777779,63.76296,-12.666667,15.666667,3
89,0.777778,0.340741,0.777778,0.474074,-6.555555,6.444445,3
120,2.166667,1.986063,1.444444,1.869838,-25.555555,33.11111,3
127,0.222222,0.074074,0.222222,0.02963,-1.888889,1.888889,3
119,0.333333,0.088889,0.555555,0.207407,-4.333334,4.222222,3
100,0.722222,0.534027,0.666667,0.365148,-3.333333,2.777778,3
98,3.944444,45.84074,4.666666,39.288876,-9.555555,10.444445,3
140,5.444444,4.768726,3.055556,2.678447,-11.777778,15.111111,3
81,22.388887,189.44075,15.166667,110.8778,-26.444445,55.555557,3
146,0.055556,0.136083,0.055556,0.136083,-0.111111,0.111111,3
108,1.277778,0.64693,1.166667,0.912871,-3.888889,3.333333,3
73,6.666666,7.865538,9.444445,12.33003,-42.444443,57.333332,3
97,0.388889,0.196296,0.555555,0.207407,-6,5.555555,3
