@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Hedge-sd numeric
@attribute Rawred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
31,0,0.344266,0.344266,101.888885,-2.384877,2
12,0,0.518519,0.785183,115.55556,-2.402917,2
79,0,0.344265,0.403686,93.888885,-2.377965,2
15,0,1.051846,2.162973,119.666664,-2.32497,2
38,0,0.403687,0.68853,100.44444,-2.370002,2
58,0,0.534027,0.680414,96.333336,-2.375207,2
56,0,0.029629,0.566668,115.888885,-2.326783,2
54,0,0.720081,0.557772,97.55556,-2.351182,2
44,0,0.240742,0.31111,93,-2.255577,2
74,0,0.088889,0.077778,89.111115,-2.220553,2
57,0,0.196297,0.340743,111.333336,-2.297173,2
55,0,0.818524,0.700002,113.888885,-2.308179,2
56,0,0.162963,0.107408,116.22222,-2.307657,2
81,0,0.240743,0.429629,105.666664,-2.033487,2
40,0,0.596295,1.544443,113.333336,-2.292201,2
45,0,0.207408,0.829628,111.111115,-2.292668,2
42,0,0.685184,0.774073,117,-2.31442,2
35,0,0.285183,0.285183,131.22223,-2.146845,2
21,0,0.443054,1.218685,113.44444,-2.362526,2
27,0,0.462964,0.255555,132.55556,-2.264532,2
45,0,0.455421,0.455419,110.55556,-2.35936,2
46,0,0.611616,0.781735,112.77778,-2.357688,2
46,0,0.399996,0.862948,129.44444,-2.232616,2
29,0,0.60741,0.429629,88.77778,-2.257217,2
50,0,0.655462,0.50185,113.111115,-2.28828,2
44,0,0.122222,0.755557,85,-2.254541,2
92,0,0.211111,0.296297,74.888885,-2.242802,2
77,0,0.311108,1.351844,128.55556,-2.277146,2
20,0,1.192568,1.149877,115.666664,-2.328034,2
17,0,0.5164,1.020167,115,-2.348415,2
26,0,1.0074,0.207411,131,-2.230725,2
64,0,0.800003,0.207406,77.22222,-2.228939,2
71,0,1.085182,3.762964,96.666664,-2.143159,2
36,0,0.800462,0.854182,100.77778,-2.362237,2
31,0,1.496296,0.711108,129.88889,-2.255012,2
42,0,0.54433,1.264908,95.666664,-2.410388,2
30,0,0.879816,0.772202,115.111115,-2.295989,2
40,0,0.207408,0.488891,114.44444,-2.270219,2
57,0,0.712326,1.103866,113,-2.341163,2
40,0,0.574132,0.772203,96.22222,-2.434692,2
99,0,0.474074,0.474074,79,-2.207756,2
48,0,0.207406,1.26297,127.55556,-2.278428,2
25,0,0.329628,0.477775,88,-2.253408,2
93,0,0.151851,1.396291,103.888885,-2.141419,2
101,0,0.385187,0.329633,126.44444,-2.328735,2
81,0,0.329631,0.551853,75.66667,-2.18233,2
19,0,0.389681,0.680416,116.55556,-2.344188,2
30,0,0.501847,0.547723,112.77778,-2.27951,2
75,0,0.266666,0.385187,72,-2.232,2
57,0,0.418515,0.38889,129.88889,-2.215046,2
54,0,0.646931,1.003697,112.666664,-2.328661,2
33,0,0.272163,0.620634,113.22222,-2.333537,2
51,0,1.099995,1.944436,117,-2.306687,2
41,0,0.774073,0.874068,130.66667,-2.268529,2
30,0,0.666666,0.772201,99.333336,-2.395064,2
16,0,0.298143,1.206462,99.55556,-2.385001,2
18,0,1.29386,1.25462,114,-2.352184,2
47,0,0.122223,0.488888,127.44444,-2.30244,2
29,0,0.403687,0.403686,98.55556,-2.373206,2
90,0,0.044444,0.562963,105.888885,-2.097815,2
42,0,0.607408,0.744442,130.44444,-2.26361,2
16,0,0.344443,0.385184,99.111115,-2.293933,2
40,0,0.574132,0.772203,96.22222,-2.434692,2
70,0,0.177776,0.562963,104,-2.17166,2
25,0,1.46667,0.118518,117.77778,-2.354552,2
41,0,0.577774,0.655553,103.888885,-2.139822,2
77,0,0.574135,0.809667,93.888885,-2.42468,2
59,0,0.166667,0.285185,116.55556,-2.308637,2
27,0,0.240737,0.25185,132.55556,-2.146716,2
30,0,0.272165,0.611616,97.666664,-2.405295,2
66,0,0.255557,2.122228,106.888885,-2.09899,2
71,0,0.329628,0.71111,72.77778,-2.249475,2
57,0,0.740742,0.488889,115.77778,-2.362514,2
30,0,0.272164,0.720082,100.77778,-2.385308,2
50,0,0.544332,0.688533,109.888885,-2.325679,2
24,0,0.966665,0.418519,110.77778,-2.307914,2
25,0,0.250923,0.827759,103.666664,-2.360195,2
68,0,0.574135,0.574134,94.22222,-2.333212,2
136,0,0,0,0,0,3
80,0,14.829629,36.12222,6.555555,-2.326257,3
78,0.111111,356.16672,662.35547,70.77778,-2.411645,3
120,0,14.774076,9.618522,1.444444,-2.180291,3
132,0,0.344265,0.534027,0,-2.204847,3
106,0,0.151852,0.477778,0.444444,-2.133095,3
116,0,1.262963,1.440741,0.333333,-2.24908,3
138,0,0.64693,0.712326,0.111111,-2.219242,3
124,0,14.962965,6.433335,1.444444,-2.118937,3
113,0.111111,4.122656,6.224503,17.11111,-2.29665,3
120,0,0.088889,0.077778,0.222222,-2.057287,3
107,0,0.211111,0.344444,0.333333,-2.226355,3
96,0,2.962964,2.251852,0.888889,-2.244482,3
91,0,1.540741,0.255556,0.555556,-2.186723,3
90,0,0.374074,0.222222,0.555556,-2.164323,3
126,0,0.534027,0.574134,5.222222,-2.313534,3
124,0.111111,4.774935,4.544838,4.111111,-2.265747,3
109,0,0.251852,1.677777,1.444444,-2.283787,3
113,0,0.389682,0.327731,0,-2.123254,3
111,0,0.240741,0.240741,0,-2.094395,3
73,0,6.273991,7.680904,32.11111,-2.251254,3
122,0,0.403687,0.403687,0,-2.444563,3
111,0,0.3,1.396296,0,-2.139494,3
126,0,3.870114,1.797117,4.888889,-2.449839,3
79,0,40.862957,155.3222,24.333334,-2.286295,3
115,0.111111,1.572919,2.936362,3.555556,-2.390992,3
125,0,1.110556,0.90472,11.111111,-2.241956,3
95,0,0.818519,0.251852,2.333334,-2.322295,3
127,0,0.074074,0.02963,0,-2.094395,3
136,0,0.177778,0.107407,0.111111,-2.094395,3
120,0,1.986063,1.869838,10.555555,-2.231261,3
75,0.111111,19.136257,31.71359,47.444443,-2.356754,3
123,0,0.996296,0.844444,0.222222,-2.16176,3
112,0,1.377778,1.718518,1.111111,-2.435718,3
85,0,0.720082,0.720082,0.444444,-2.377624,3
127,0,0.975629,0.827759,10.888889,-2.035808,3
90,0,0.854184,2.018434,2.555556,-3.044175,3
129,0,0.02963,0.02963,0,-2.094395,3
116,0,0.696296,0.922222,0.222222,-2.163434,3
102,0,73.7963,90.91857,10.111111,-2.378944,3
122,0,1.241266,0.699206,8,-2.305989,3
133,0,0,0,0,0,3
137,0.111111,18.685184,37.500004,2.555556,-2.193967,3
114,0,6.320163,8.66859,18.333334,-2.295381,3
140,0,0.443053,1.047042,3.777778,-2.442323,3
91,0,1.540741,0.255556,0.555556,-2.186723,3
81,0.111111,8.740745,28.50741,7.666666,-2.388561,3
77,0,1.811111,0.774074,3.222222,-2.467493,3
142,0,0.651852,0.151852,0.111111,-2.159563,3
119,0,0.833333,0.951852,0.111111,-2.133095,3
127,0,0.834443,0.788811,1.333333,-2.474562,3
101,0.111111,27.97407,59.496284,5.777778,-2.44804,3
116,0,0.311111,1.318519,0.888889,-2.313013,3
102,0,0.207407,0.474074,0.555556,-2.275159,3
80,0,530.5518,409.39636,60.333332,-2.434193,3
137,0,0.107407,0.044444,0,-2.094395,3
144,0,0.02963,0.088889,0,-2.094395,3
130,0,0.45542,0.544331,0.111111,-2.239029,3
126,0,0.712325,0.490653,0.555556,-2.536514,3
87,0.111111,572.9964,1386.3292,58.77778,-2.422127,3
79,0,1.851852,1.322222,1.777778,-2.339798,3
107,0,3.733333,17.12963,4.888889,-2.280146,3
80,0,13.751853,71.5111,17.333334,-2.431513,3
120,0,0.340741,0.3,0,-2.156366,3
112,0,0.421637,0.182574,0,-2.151914,3
91,0.111111,752.24066,377.9295,38.444443,-2.320272,3
73,0,7.865538,12.33003,20.555555,-2.255561,3
140,0,4.768726,2.678447,6,-2.417818,3
87,0.111111,84.87777,70.02964,12.222222,-2.418074,3
129,0,0.077778,0.151852,0,-2.094395,3
134,0,0.981307,1.06284,3.666667,-2.343004,3
109,0,1.229631,5.911112,2.555556,-2.413992,3
121,0,0.418519,0.833334,0.777778,-2.351514,3
125,0,0.471405,0.490654,12.444445,-1.793403,3
80,0,13.751853,71.5111,17.333334,-2.431513,3
121,0,0.843274,0.888194,1.111111,-2.519165,3
110,0,2.905932,1.902241,9.222222,-2.321226,3
124,0,0.02963,0.074074,0,-2.16176,3
132,0,0.385185,0.785185,0.111111,-2.094395,3
85,0,13.451853,6.862964,1.333333,-2.271544,3
139,0,0.077778,0.088889,0,-2.094395,3
88,0,7.218519,5.855556,3.555556,-2.394493,3
87,0.111111,572.9964,1386.3292,58.77778,-2.422127,3
82,0,0.474074,4.385186,1.777778,-2.451983,3
141,0,0.240741,0.151852,0.111111,-2.285991,3
107,0,3.14074,2.562963,0.222222,-2.146531,3
144,0,0.074074,0.151852,0.111111,-2.212162,3
88,0,0.240741,0.32963,0.444444,-2.269545,3
118,0,0.136083,0.136083,0,-2.094395,3
139,0,1.773259,1.668887,16,-1.702833,3
95,0,1.040741,3.096295,0.777778,-2.151958,3
90,0,2.435083,3.211092,2.555556,-2.639389,3
109,0,0.251852,1.677777,1.444444,-2.283787,3
141,0,1.351853,0.82963,0.444444,-2.257122,3
81,0,267.45554,205.36296,14,-2.438409,3
127,0,0.960324,0.490653,9,-2.326275,3
122,0,0.240741,0.388889,0,-2.153599,3
128,0,1.75647,1.68215,10.111111,-2.3163,3
102,0.111111,374.5964,488.02975,37.444443,-2.416817,3
93,0,2.562963,0.922222,2,-2.329423,3
122,0.111111,64.95186,42.255566,3.333333,-2.349017,3
115,0,0.162963,0.32963,0.333333,-2.321865,3
81,0.111111,8.740745,28.50741,7.666666,-2.388561,3
97,0,0.196296,0.207407,0.111111,-2.191382,3
103,0,0.577778,0.962963,0.111111,-2.185466,3
104,0,9.713106,21.61858,14.888889,-2.42507,3
135,0,0.240741,0.177778,0,-2.117548,3
77,0,0.651851,1.574075,1.222222,-2.354881,3
122,0,1.398412,0.691215,10.222222,-2.247266,3
89,0,0.340741,0.474074,0.111111,-2.123905,3
90,0,0.374074,0.222222,0.555556,-2.164323,3
136,0,1.096296,1.333333,0.111111,-2.110974,3
100,0,0.534027,0.365148,0.111111,-2.337096,3
122,0,7.84074,7.574073,0.555556,-2.173204,3
100,0,83.351845,68.87406,4.666667,-2.289874,3
129,0,0.02963,0.02963,0,-2.094395,3
93,0,0.3,1.796296,0.555556,-2.18361,3
73,0,1.277778,1.066666,2.333334,-2.355641,3
136,0,4.193469,2.391343,6.666666,-2.268991,3
119,0,2.026673,1.721326,12.222222,-2.268148,3
116,0,0.240741,1.096297,0.555556,-2.420258,3
125,0,0.827759,0.691215,0.444444,-2.237562,3
99,0,0.82963,0.355556,0.111111,-2.149743,3
136,0,3.708349,3.197221,9,-2.307511,3
120,0,0.133333,0.296296,0,-2.315721,3
115,0,3.10555,2.792185,18.444445,-2.090649,3
137,0,0.389682,0.250924,0,-2.123254,3
70,0.111111,5.897896,6.948753,16.222223,-2.514204,3
123,0,0.077778,0.166667,0,-2.164094,3
129,0,0.077778,0.151852,0,-2.094395,3
84,0,3.974073,2.696297,1.555556,-2.305729,3
138,0,1.143419,0.490653,2,-2.406809,3
118,0,0.074074,0.088889,0,-2.17128,3
144,0,0.118518,0.166667,0,-2.094395,3
125,0,0.374074,0.3,0,-2.130339,3
107,0.111111,13.407408,23.185177,4.555555,-2.291762,3
91,0.111111,188.50739,889.3629,35.88889,-2.346057,3
124,0,1.140741,0.474074,0.111111,-2.18129,3
70,0,8.767999,6.916698,13.666667,-2.589111,3
103,0,0.577778,0.962963,0.111111,-2.185466,3
118,0,0.151852,0.062963,0,-2.132635,3
120,0,0.250924,0.879815,1.111111,-2.433795,3
127,0,0.501849,0.688531,0.555556,-2.408939,3
120,0,0.344444,0.462963,0.222222,-2.298085,3
75,0,749.76294,99.0963,29.777779,-2.284187,3
106,0,0.172133,0.172133,0,-2.094395,3
91,0,0.196296,0.385185,0.444444,-2.225735,3
143,0,0.389682,0.136083,0,-2.094395,3
122,0,0,0,0,-2.094395,3
137,0,0.501848,0.809664,0.222222,-2.200588,3
115,0,0.344445,0.385185,0.222222,-2.216604,3
145,0,1.674074,4.385186,0.666667,-2.569768,3
85,0,4.418521,6.818519,3.555556,-2.329093,3
91,0.111111,5.051852,1.955556,1.888889,-2.383949,3
126,0.111111,11.885187,6.296297,0.444444,-2.107303,3
124,0,0.107407,0.151852,0,-2.094395,3
133,0,0.018519,0.02963,0,-2.094395,3
120,0,0.062963,0.062963,0,-2.094395,3
135,0,0.118519,0.118519,0,-2.094395,3
92,0.111111,4.63641,5.688196,8.777778,-2.280561,3
125,0,0.298142,0.344265,0,-2.175647,3
114,0,0.122222,0.062963,0.777778,-2.02703,3
120,0,1.986063,1.869838,10.555555,-2.231261,3
145,0.111111,4.534641,6.112829,9.888889,-2.06232,3
119,0,2.274659,1.38243,2.111111,-2.587228,3
95,0,3.62963,3.555556,4.777778,-2.445012,3
137,0,1.777778,0.177777,3.111111,-2.360782,3
138,0.222222,3.879672,2.428991,9.888889,-2.439538,3
89,0,9.555554,11.85555,5.777778,-2.356793,3
76,0,1.420746,1.861899,0.888889,-2.340801,3
108,0.111111,12.795401,15.930981,41.77778,-2.360491,3
134,0,0.018519,0.018519,0,-2.094395,3
131,0,0,0,0,0,3
81,0,267.45554,205.36296,14,-2.438409,3
83,0.111111,9.988892,28.785189,9,-2.274205,3
117,0,0.962964,0.774074,0.222222,-2.094395,3
128,0,0.074074,0.151852,0,-2.094395,3
102,0,0.507407,0.566667,0.666667,-2.261719,3
120,0,46.933327,60.06297,3.333333,-2.240133,3
123,0,0.018519,0.077778,0,-2.094395,3
96,0,0.507407,0.34074,1.111111,-2.186234,3
69,0,45.929623,36.400005,6.888889,-2.481874,3
145,0,0.196296,2.062963,0.333333,-2.53095,3
142,0,1.377061,1.408966,1.666667,-2.280603,3
92,0,4.02963,3.529629,3.222222,-2.452176,3
106,0,0.418518,0.596296,0.333333,-2.274071,3
114,0,0.433333,0.255555,0.111111,-2.222661,3
123,0,0.077778,0.207407,0,-2.123254,3
123,0,0.374074,0.211111,0,-2.142674,3
98,0,0.151852,0.062963,0,-2.11372,3
117,0,0,0,0,0,3
93,0,6.444444,11.674076,3.222222,-2.332766,3
68,0,203.35188,338.64075,38.555557,-2.308656,3
122,0,2.029414,1.996293,14.222222,-2.06017,3
90,0,1.885185,2.118518,0.888889,-2.16608,3
115,0,0.966091,1.414213,8.444445,-2.45904,3
130,0,0.250924,0.365148,0,-2.123254,3
109,0,3.233333,1.896296,0.333333,-2.146531,3
123,0,0.862963,0.418518,0.111111,-2.16921,3
105,0.111111,16.507421,650.42957,35.77778,-2.380238,3
107,0,0.720082,0.421637,13,-2.354617,3
130,0,0.45542,0.655461,0.444444,-2.366216,3
95,0,1.633332,0.685186,1.222222,-2.333804,3
110,0,0.211111,0.566667,0.111111,-2.152507,3
98,0,0.712325,0.730297,0.333333,-2.4238,3
108,0,0.64693,0.912871,0.555556,-2.463852,3
126,0,0.311111,0.166667,0,-2.229939,3
83,0,688.0741,121.24443,19.777779,-2.321343,3
124,0,14.962965,6.433335,1.444444,-2.118937,3
139,0,0.516398,0.516398,0,-2.15073,3
95,0,5.911111,3.288889,2.222222,-2.326455,3
99,0,8.018518,14.774076,1.111111,-2.255673,3
100,0,8.296297,8.829631,1.444444,-2.28054,3
145,0,0.196296,2.062963,0.333333,-2.53095,3
81,0,189.44075,110.8778,33.11111,-2.274461,3
75,0.111111,19.136257,31.71359,47.444443,-2.356754,3
133,0,0.172133,0.327731,0,-2.123254,3
133,0,0,0,0,0,3
73,0,0.785185,0.862962,1.777778,-2.268176,3
76,0,0.918519,1.811111,3.777778,-2.520215,3
131,0,0.02963,0.044444,0,-2.094395,3
81,0,442.17786,263.09634,34.88889,-2.476481,3
83,0,4.018517,1.688889,2.222222,-2.345005,3
91,0,6.462962,9.040739,2.444444,-2.282744,3
117,0,0.018519,0.02963,0,-2.132635,3
121,0,1.82168,2.059306,9.555555,-2.235355,3
126,0.111111,1.12963,0.285185,0.555556,-2.289097,3
124,0,0.934919,1.678844,7.555555,-2.396682,3
99,0,8.018518,14.774076,1.111111,-2.255673,3
89,0,0.340741,0.474074,0.111111,-2.123905,3
124,0,0.107407,0.151852,0,-2.094395,3
137,0,0.02963,0.018519,0,-2.094395,3
124,0,0.444445,1.051852,0.222222,-2.267462,3
95,0.111111,1.574074,1.218518,1,-2.429449,3
91,0,0.355556,0.311111,1.111111,-2.217735,3
95,0,0.699206,0.620633,0.666667,-2.552724,3
99,0,0.82963,0.355556,0.111111,-2.149743,3
132,0,0.02963,0.02963,0,-2.094395,3
122,0,0.403687,0.403687,0,-2.444563,3
113,0,0.285185,0.488889,0.111111,-2.237562,3
112,0,0.344265,0.272166,0,-2.094395,3
130,0,0,0.389682,0,-2.094395,3
94,0,0.210818,1.64204,3.222222,-2.869948,3
136,0,2.810035,3.166959,16.88889,-1.61572,3
87,0,1.962613,1.746955,1.222222,-2.229493,3
107,0,14.967619,17.54708,7.333334,-2.492965,3
88,0,0.607407,1.98889,1.555556,-2.396657,3
90,0.111111,23.377783,63.76296,4.777778,-2.266389,3
106,0,3.544443,3.718517,1,-2.255541,3
133,0,0.02963,0.02963,0,-2.094395,3
111,0,20.951847,19.496296,2.222222,-2.216473,3
80,0,4.3,1.1,2.888889,-2.417517,3
79,0,0.862963,0.533333,2,-2.288981,3
95,0,0.474074,0.72963,0.888889,-2.348987,3
110,0,0.088889,0.211111,0.111111,-2.155984,3
97,0,0.651852,0.474074,0.555556,-2.269023,3
66,0,9.089677,5.289054,32.333336,-2.43063,3
124,0,0.074074,0.074074,0,-2.094395,3
110,0,1.262963,2.996295,1.444444,-2.618651,3
142,0,0.02963,0.02963,0,-2.094395,3
132,0,0.998147,0.998146,0.666667,-2.152432,3
115,0,0.488889,0.685185,0.555556,-2.358386,3
146,0,0,0,0,0,3
96,0,3.6,6.162962,1,-2.268209,3
88,0,1.366667,1.274074,0.666667,-2.216544,3
141,0,1.540803,1.278019,7.888889,-2.451571,3
121,0,1.062841,0.712325,8.888889,-2.335871,3
105,0,15.662961,14.400001,1.666667,-2.205437,3
98,0,0.611616,0.918937,0.555556,-2.548898,3
102,0,0.507407,0.566667,0.666667,-2.261719,3
85,0,2.942033,3.050805,2.111111,-2.369864,3
87,0,1.962613,1.746955,1.222222,-2.229493,3
124,0,0.444445,1.051852,0.222222,-2.267462,3
76,0.111111,192.20744,201.72226,8.444445,-2.523325,3
120,0,1.274074,1.055556,0.111111,-2.178769,3
147,0,3.586498,3.215702,6.444445,-2.064514,3
137,0,0.018519,0.02963,0,-2.094395,3
144,0,0.118518,0.166667,0,-2.094395,3
120,0,0.477778,0.596296,0.111111,-2.133095,3
125,0,0.827759,0.691215,0.444444,-2.237562,3
119,0,0.088889,0.207407,0,-2.11372,3
143,0,0.122222,0.607407,0.888889,-2.257412,3
72,0,0.818518,1.44074,1.555556,-2.216721,3
103,0,2.12568,3.421609,1.888889,-2.497929,3
71,0,10.382501,16.536379,25.555555,-2.401825,3
125,0,0.222222,3.777778,1.555556,-2.234241,3
111,0,0.403687,1.041722,9.666667,-2.333318,3
109,0.111111,2.655532,3.084009,7,-2.344093,3
99,0,4.462964,4.651851,3.444444,-2.318885,3
102,0,1.22963,0.877778,1,-2.316112,3
136,0,3.708349,3.197221,9,-2.307511,3
116,0,0.854184,1.135293,11.777778,-2.259967,3
138,0,1.185186,1.185185,0.111111,-2.094395,3
138,0,0.088889,0.177778,0,-2.094395,3
143,0,0.122222,0.607407,0.888889,-2.257412,3
64,0,12.948471,17.629103,24.666666,-2.593825,3
121,0,0.843274,0.888194,1.111111,-2.519165,3
153,0,12.266663,6.888892,21.333334,-2.242741,4
100,0,0.774075,0.651851,50.333332,-2.00619,4
42,0,0.869226,0.699206,32.77778,-2.029552,4
68,0,2.21111,0.962963,52,-1.984308,4
95,0,2.524692,5.724864,42.88889,-1.970802,4
98,0,1.181651,3.079803,31,-1.96031,4
138,0,0.501848,1.638653,49.11111,-2.029656,4
143,0,1.103866,0.544331,43,-2.108995,4
112,0,0.250924,0.712325,52.22222,-2.078463,4
136,0,1.529629,0.61111,2.888889,-2.123905,4
162,0,2.062962,0.133333,6.666666,-2.044946,4
68,0,2.21111,0.962963,52,-1.984308,4
78,0,0.177777,2.874073,41.11111,-1.886072,4
78,0,1.007408,5.662962,25.11111,-2.066695,4
120,0,3.911109,9.262964,44.88889,-2.035243,4
79,0,2.329629,0.755556,38,-1.984583,4
127,0,3.649962,1.24722,39.444443,-2.061036,4
146,0,0.474074,0.740741,8,-2.108911,4
105,0,2.296298,1.67778,41.22222,-1.996082,4
17,0.222222,4.449303,2.319004,40.333336,-2.030048,4
102,0,0.355555,0.296295,53.444443,-1.985584,4
89,0,1.264911,0.958392,51,-2.108757,4
154,0,11.618519,0.577778,25.11111,-2.20265,4
125,0,1.34026,5.725834,41.666668,-1.840579,4
149,0,3.322223,0.266666,13.444445,-2.069251,4
160,0,4.044447,0.429629,18.222221,-2.138726,4
107,0,1.526312,3.011091,26.88889,-1.877159,4
124,0,0.951853,1.351851,35.88889,-1.907502,4
137,0,1.360828,1.088663,39.88889,-1.75799,4
134,0,1.12875,0.730296,37.11111,-2.175349,4
107,0,0.207407,20.196299,46.22222,-1.991445,4
140,0,1.007407,0.685185,17.88889,-2.167262,4
99,0,0.455422,1.340259,51.88889,-1.567463,4
146,0,1.007408,1.318517,16.777779,-2.164971,4
24,0,1.108888,1.047042,42.333336,-2.186797,4
124,0,1.29386,1.186342,36.77778,-2.127801,4
126,0,2.697049,2.274658,21,-1.96874,4
128,0,4.368658,1.054092,46.333332,-2.091927,4
134,0,1.440164,0.544332,41.88889,-2.086914,4
115,0,0.958392,0.646929,42.444443,-2.021125,4
122,0,2.215267,3.016006,29.222221,-2.074838,4
32,0,1.047041,0.836659,54.22222,-2.042422,4
105,0,2.296298,1.67778,41.22222,-1.996082,4
83,0,0.785184,3.111112,46,-1.958524,4
71,0,0.574134,0.45542,37.88889,-1.675919,4
158,0,3.674074,0.477778,7.111111,-1.904651,4
124,0,112.57778,184.5222,49,-2.017379,4
70,0.111111,1.82168,3.461964,33.666668,-1.960582,4
13,0,0.172131,0.54433,60.666668,-2.154989,4
147,0.111111,14.062966,1.277778,20.88889,-2.174468,4
109,0,0.62361,0.490653,36.11111,-2.068644,4
83,0,1.327766,0.680414,23.333334,-2.063242,4
140,0,7.032464,0.298143,24.88889,-2.05389,4
108,0,4.596297,16.83333,36,-2.080474,4
102,0,1.854923,0.860662,47.11111,-1.99488,4
64,0,0.712325,1.020167,53.666668,-2.118087,4
124,0,1.500617,0.490655,35.77778,-2.076967,4
45,0,1.544406,1.526313,48.11111,-2.045905,4
82,0,0.41852,0.474074,34.555557,-2.028043,4
104,0,1.420747,0.516399,48.88889,-2.08549,4
125,0,2.550962,1.878731,32.333336,-2.100687,4
130,0,0.740741,21.762964,9.888889,-2.137371,4
109,0,1.21106,0.655462,42.555557,-2.105478,4
48,0,0.250925,0.250924,35.444447,-2.048732,4
100,0,0.774075,0.651851,50.333332,-2.00619,4
69,0,0.490654,0.742867,40.88889,-1.518761,4
20,0,1.020168,1.062841,56.444443,-2.133031,4
48,0,0.389682,4.305036,38.77778,-2.003259,4
76,0,1.356739,11.481388,28.666666,-1.903624,4
43,0,1.772214,1.223233,54.88889,-2.160551,4
133,0,2.139573,1.069786,41.555557,-2.111789,4
93,0,0.772203,1.730981,54.77778,-2.083715,4
50,0,1.062841,0.869227,53,-2.129479,4
108,0,3.498677,1.563473,52.666668,-2.053869,4
146,0,7.055555,4.655555,18.11111,-2.124871,4
44,0,0.403687,0.998146,42.88889,-2.070466,4
126,0,0.062963,44.374123,33.555557,-1.942179,4
103,0,3.096298,1.496294,56,-2.00292,4
65,0,1.23678,25.537477,52.666668,-1.970812,4
89,0,4.577317,0.389682,27.333334,-2.046542,4
159,0,0.960324,1.455513,25.222221,-1.802554,4
38,0,0.272166,0.760116,50,-2.078504,4
130,0,2.533333,0.474074,15.777778,-2.134924,4
111,0,1.047041,0.272165,56.444443,-2.014126,4
96,0,1.574078,1.218523,61,-2.036336,4
133,0,1.705111,1.218682,19.88889,-1.90381,4
101,0,0.928957,1.555158,56.88889,-2.08957,4
69,0,0.807372,0.854184,36.666668,-1.640134,4
146,0,0.611616,4.712474,36.88889,-2.081842,4
125,0,1.806367,1.344399,50.22222,-2.112723,4
123,0,0.951854,1.555556,41.11111,-1.978328,4
123,0,2.107406,0.518518,52.555557,-2.021502,4
160,0,4.044447,0.429629,18.222221,-2.138726,4
103,0,0.574134,0.93492,30.777779,-2.102607,4
17,0,1.088662,0.807374,63.333332,-2.075161,4
123,0,0.385186,0.355555,15.666667,-2.115734,4
102,0,0.720082,5.425934,37,-2.088579,4
161,0,0.251852,0.162963,5.555555,-1.996307,4
128,0,5.955534,0.844444,32.11111,-1.981846,4
154,0.111111,3.832126,2.178176,44.555557,-2.033077,4
145,0,2.977073,0.421638,24.222221,-1.934686,4
77,0,1.274075,1.585185,54.22222,-2.030875,4
101,0,0.779363,1.186342,39,-2.094303,4
70,0,0.712326,2.754121,36.444443,-1.990412,4
69,0,1.531158,1.47196,53.444443,-2.022861,4
152,0,7.644442,3.262964,20.333334,-2.165731,4
64,0,1.206465,1.115547,49.666668,-2.067168,4
158,0,2.123066,1.048807,35.555557,-2.049172,4
103,0,0.534027,0.596285,52.22222,-2.071134,4
104,0,0.374074,1.011113,59.77778,-2.007832,4
126,0,0.744446,0.596297,52.333332,-2.006029,4
158,0,1.144445,1.762963,16.777779,-2.142701,4
145,0,1.312335,0.699206,52.444443,-2.166151,4
108,0,0.74074,104.91862,41.22222,-2.015554,4
125,0,0.211111,0.162963,14.888889,-2.104083,4
116,0,1.611303,0.816497,29.11111,-2.068113,4
118,0,182.29631,1.055555,50.11111,-2.007117,4
104,0,0.729627,0.740741,52.77778,-1.985221,4
81,0,0.344265,0.389682,51.88889,-2.09885,4
19,0,1.18634,0.886106,38,-2.133676,4
73,0,0.966091,0.816495,40.555557,-1.893495,4
57,0,0.975628,0.365148,59.444443,-2.030703,4
117,0,0.928958,0.860663,33.555557,-2.106235,4
96,0,0.574134,0.752772,54.444443,-2.089105,4
53,0,0.490654,0.389682,36.88889,-2.00456,4
119,0,1.293861,0.772202,36.22222,-2.006,4
80,0,0.32963,0.933332,36.333336,-1.962646,4
89,0,2.721655,0.490653,25.222221,-2.048461,4
146,0,0.474074,0.740741,8,-2.108911,4
42,0,1.555158,2.231094,39.555557,-2.120131,4
73,0,0.32963,0.651852,54,-1.996907,4
33,0,13.024195,0.250925,31.333334,-2.030428,4
140,0,1.293859,0.722649,23.444445,-2.100487,4
102,0,0.062963,1.229628,46.22222,-2.009854,4
35,0,2.03306,1.730981,32.333336,-2.138762,4
117,0,0.403687,0.742868,39.555557,-2.09948,4
73,0,0.82776,1.003696,45.666668,-1.681589,4
36,0,0.327731,1.22323,56.555557,-2.138581,4
28,0,3.761896,0.658281,53.444443,-2.144507,4
65,0,1.110556,0.93492,50.444443,-2.077647,4
158,0,1.633334,0.418518,7,-1.943449,4
125,0,2.829629,1.318521,61.11111,-1.9632,4
104,0,0.107409,0.711111,58.22222,-1.986567,4
67,0,1.38911,1.187902,53,-2.109804,4
159,0,1.420746,1.18165,20.333334,-1.596679,4
87,0,1.259042,0.623611,55.77778,-2.105073,4
98,0,3.887301,0.772202,24.88889,-2.04294,4
139,0,6.962952,0.8,12.444445,-2.118223,4
111,0,1.655518,1.597452,25.444445,-2.064723,4
100,0,0.490655,0.403687,51.555557,-2.024061,4
