@relation segment

@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
87,127.888885,33.11111,-10.555555,146.44444,2
79,93.888885,56.444443,-14.888889,126.55556,2
65,111.666664,51,-17,140,2
71,72.77778,79.22222,-30.11111,115.55556,2
28,99.44444,54.444443,-13.888889,131.11111,2
94,80.888885,71.77778,-28.555555,119.22222,2
67,92.111115,58.444443,-16.555555,125.55556,2
33,96.77778,54.22222,-12.777778,128.66667,2
30,115.111115,46.77778,-15.888889,141,2
50,93.888885,63.22222,-17.11111,130.33334,2
112,0,0.888889,-0.444444,0.444444,3
116,0.888889,9,-2.666667,6,3
141,0.444444,13.222222,-4.777778,7.666666,3
89,5.777778,19.88889,-5.777778,17.11111,3
136,16.88889,19,-11.333333,26.666666,3
119,0,8.333333,-4,4.222222,3
95,2.333334,18.222221,-5.777778,12.555555,3
124,0,4,-2,2,3
73,20.555555,67.888885,-25.444445,57.333332,3
110,0.111111,8.333333,-3.666667,4.444445,3
90,4.777778,20,-7.333334,15.666667,3
118,0,0.222222,-0.111111,0.111111,3
81,14,27.666666,-5.666666,30.555555,3
109,1.444444,12.444445,-3.888889,8.444445,3
105,35.77778,29.444445,-8.222222,52.666668,3
112,0,2.333333,-1,1.222222,3
90,0.555556,12.222222,-5.444445,6.888889,3
110,0.111111,9.222222,-4.111111,4.888889,3
130,0.111111,5.888889,-2.111111,3.333333,3
121,1.111111,7.777778,-0.888889,6,3
96,0.888889,12.666667,-4.666666,7.777778,3
100,2.777778,16.444445,-6.555555,11.555555,3
141,0.111111,6.333334,-2,3.666667,3
86,8.777778,19.444445,-5.555555,19.88889,3
129,0,3.111111,-1.555556,1.555556,3
142,0.111111,2.333333,-1,1.333333,3
145,0.333333,1.777778,-0.222222,1.444444,3
110,1.444444,7.444445,0.111111,6.444445,3
120,10.555555,42.11111,-16.555555,33.11111,3
97,0.555556,9.777778,-3.555556,5.888889,3
99,1.111111,14.555555,-5.444445,9,3
127,0.555556,8.444445,-1.888889,5.555555,3
77,3.222222,16.222221,-2.777778,13.111111,3
100,4.666667,15.555555,-5.111111,13.333333,3
85,0.444444,5,-1,3.444444,3
81,34.88889,27.666666,-4.666666,51.77778,3
83,1.555556,6.888889,-0.444444,6,3
121,0,6.555555,-3.111111,3.333333,3
136,0.111111,5.666666,-2.666667,3,3
99,1.111111,14.555555,-5.444445,9,3
114,0.777778,6.444445,-3.555556,3.888889,3
127,0,3.777778,-1.888889,1.888889,3
88,0.666667,13.111111,-5.222222,7.666666,3
135,0,4.111111,-1.888889,2.111111,3
117,0.222222,6.666666,-3.333333,3.555556,3
75,47.444443,31.333334,-8.666667,65.44444,3
125,0,7.555555,-3.444444,3.888889,3
110,9.222222,35.333332,-11.333333,29,3
126,0.444444,6.111111,-2.888889,3.555556,3
123,0,8.111111,-3.555556,4.222222,3
100,1.444444,14.555555,-5.111111,9.444445,3
143,0,2.444444,-1.222222,1.222222,3
122,17.88889,15.666667,-9.666667,26.444445,3
82,4.333334,18.222221,-5.777778,14.555555,3
140,3.777778,17,-3.333333,14,3
91,0.444444,10.777778,-4.222222,6.222222,3
127,10.888889,30.222221,-13.777778,26.444445,3
73,2.333334,14.555555,-4.111111,10.666667,3
115,0.555556,8.888889,-2.444444,5.666666,3
99,3.444444,14.444445,-4.555555,11.555555,3
139,0,2.666667,-1.333333,1.333333,3
106,0,3.333333,-1.666667,1.666667,3
123,0.222222,6.555555,-2.777778,3.666667,3
71,25.555555,25.11111,-6.222222,40.22222,3
79,24.333334,39,-13.666667,45.77778,3
124,0,6.444445,-3.222222,3.222222,3
137,0.222222,4.555555,-1.777778,2.666667,3
137,0,4,-2,2,3
73,32.11111,70.333336,-26.666666,70.111115,3
81,7.666666,19.222221,-4.777778,18.88889,3
134,3.666667,21.555555,-6.444445,15.888889,3
83,2.222222,16.88889,-4.777778,11.888889,3
134,2.222222,15.777778,-3.888889,11.444445,3
93,2,13,-4,9.333334,3
69,19.222221,16.555555,-2.777778,29.333334,3
144,0,5.777778,-2.888889,2.888889,3
87,12.222222,19,-4.333334,23.444445,3
94,0.111111,11.222222,-4.777778,6,3
91,2.444444,17.555555,-6.111111,12.111111,3
102,10.111111,17.555555,-4.777778,20.222221,3
92,3.222222,15.666667,-3,12.666667,3
132,0.666667,6.777778,-2.888889,4.222222,3
112,1.111111,10.222222,-2.111111,7.222222,3
139,16,13.444445,-7.222222,23.88889,3
73,1.777778,14.444445,-5.222222,9.666667,3
121,9.555555,25.444445,-9.222222,23.444445,3
116,0.333333,8.777778,-3.222222,5.111111,3
115,0.222222,8.333333,-3.333333,4.666667,3
83,9,24.88889,-8.777778,22.666666,3
75,29.777779,37.88889,-13.111111,50.666668,3
79,1.777778,15.444445,-4.555555,10.555555,3
137,0,4.333334,-2,2.222222,3
94,3.222222,5.666666,2.333333,7.777778,3
66,32.333336,29,-6.333334,49.555557,3
122,10.222222,27.444445,-9.555555,25.333334,3
119,0.111111,6,-2.666667,3.222222,3
108,41.77778,33.88889,-9.777778,61.11111,3
138,0,1.222222,-0.444444,0.666667,3
142,1.666667,10.111111,-3.555556,7.222222,3
96,2.666667,16.777779,-5.888889,11.888889,3
124,0.111111,4.888889,-1.777778,2.777778,3
124,0,4,-2,2,3
111,0,6.777778,-2.888889,3.555556,3
108,41.77778,33.88889,-9.777778,61.11111,3
120,0.222222,7.555555,-2.444444,4.444445,3
96,2.111111,13.666667,-4.333334,9.777778,3
125,0.444444,6.333334,-2.333333,3.888889,3
79,2,13.111111,-4.555555,9.222222,3
131,0,0,0,0,3
143,0.888889,15.777778,-5.888889,9.444445,3
98,1.222222,13.666667,-3.333333,9.222222,3
98,0.333333,4.111111,-0.555556,2.888889,3
102,37.444443,25.88889,-6.111111,52.666668,3
95,1.222222,13.666667,-4,9,3
125,0,5.888889,-2.444444,3.111111,3
113,0.111111,6.111111,-2.222222,3.444444,3
130,0.444444,7.777778,-1.888889,5,3
102,0.666667,10.333333,-3.666667,6.333334,3
116,0.222222,9.111111,-3.888889,5,3
85,2.111111,8.111111,-2.222222,6.777778,3
126,5.222222,26.444445,-8.555555,20,3
120,1.444444,11.777778,-4.888889,7.666666,3
115,8.444445,24.333334,-5.333334,22.88889,3
111,9.666667,36.22222,-11.111111,30.11111,3
143,0.888889,15.777778,-5.888889,9.444445,3
70,16.222223,16.88889,-2.444444,26.666666,3
136,6.666666,26.11111,-9.555555,20.88889,3
103,0.111111,10.555555,-4.444445,5.666666,3
144,0,6,-3,3,3
145,0.333333,1.777778,-0.222222,1.444444,3
122,0,2,-0.333333,1.222222,3
72,1.555556,14.777778,-5.888889,9.444445,3
76,8.444445,17.777779,-2.555556,19.444445,3
118,0,4.888889,-2.111111,2.555556,3
69,6.888889,14.777778,-2.222222,16,3
117,0,6.111111,-2.888889,3.111111,3
136,0.111111,3.555556,-1.777778,1.888889,3
91,35.88889,29.555555,-8.777778,52.666668,3
90,2.555556,7,0.333333,7.333334,3
137,0,1.555556,-0.777778,0.777778,3
118,0,3.888889,-1.777778,2,3
107,13,40.333332,-11.666667,36,3
80,60.333332,32.333332,-7,79.55556,3
122,0.555556,8.888889,-3.777778,5.222222,3
80,17.333334,24.11111,-5.222222,31.666666,3
136,9,29.444445,-9.888889,25.333334,3
111,2.222222,12.666667,-4.666666,9.111111,3
142,0,0.222222,-0.111111,0.111111,3
135,0,1.333333,-0.666667,0.666667,3
80,2.888889,16.11111,-3.555556,12.444445,3
80,6.555555,15.222222,-4.777778,15.111111,3
120,0.111111,7.777778,-3.555556,4.111111,3
122,3.333333,14.111111,-4.222222,11.333333,3
122,0,2,-0.333333,1.222222,3
88,0.444444,11,-4,6.444445,3
102,1,13.222222,-4.111111,8.444445,3
109,7,27.11111,-8.222222,22.333334,3
98,0,8.111111,-3.888889,4.111111,3
107,4.888889,17.555555,-6.111111,14.555555,3
115,18.444445,38.88889,-16.11111,39,3
64,24.666666,21,-2,38,3
90,2.555556,3.333333,3,6.222222,3
85,3.555556,20.11111,-6.222222,14.888889,3
125,11.111111,36.333332,-14,30.666666,3
147,6.444445,6.555555,-2.777778,9.888889,3
87,58.77778,34.666668,-8.666667,79,3
88,1.555556,14.555555,-3.444444,10.111111,3
120,0.222222,5.555555,-2.777778,3,3
137,2.555556,12,-4.666666,9,3
121,0.777778,12.222222,-3.444444,7.777778,3
120,0,6,-3,3,3
130,0,4.666666,-2.333333,2.333334,3
120,0.111111,6,-2.333333,3.333333,3
91,0.555556,14.222222,-6.111111,8,3
131,0.222222,3.111111,-1.555556,1.777778,3
104,14.888889,14.444445,-3.222222,23.444445,3
124,0.222222,4.555555,-1.777778,2.666667,3
119,2.111111,7.222222,-0.444444,6.777778,3
137,0,1.333333,-0.666667,0.666667,3
95,1,13.777778,-2.888889,9.222222,3
136,9,29.444445,-9.888889,25.333334,3
138,0,7.111111,-2.888889,3.777778,3
91,1.888889,15.111111,-3.888889,10.666667,3
127,9,37.555557,-11.777778,30.11111,3
124,1,8.222222,-2.777778,5.555555,3
96,1,12.666667,-4.333334,8,3
123,0,6.444445,-2.888889,3.333333,3
102,0.666667,10.333333,-3.666667,6.333334,3
124,1.444444,8.666667,-4,5.888889,3
109,2.555556,12,-2.666667,9.666667,3
133,0,2.888889,-1.444444,1.444444,3
124,1.444444,8.666667,-4,5.888889,3
124,0,4.666666,-2,2.444444,3
117,0,0,0,0,3
145,9.888889,20,-9.333333,20.11111,3
95,4.777778,17.777779,-3.555556,15.444445,3
95,0.888889,11.111111,-3.222222,7.222222,3
126,4.888889,21.11111,-5.222222,17.222223,3
107,7.333334,8.111111,-1.555556,12.222222,3
122,14.222222,32.88889,-15.111111,31.11111,3
144,0,6.888889,-3.444444,3.444444,3
144,0,6.888889,-3.444444,3.444444,3
97,0.111111,10.333333,-4.333334,5.555555,3
136,0,0,0,0,3
125,0.444444,6.333334,-2.333333,3.888889,3
109,1.444444,12.444445,-3.888889,8.444445,3
83,19.777779,15.777778,-5.222222,28.555555,3
87,58.77778,34.666668,-8.666667,79,3
128,0,4.444445,-2.222222,2.222222,3
93,0.555556,12.666667,-5.333334,7.222222,3
124,0.222222,10.777778,-3.888889,6.111111,3
125,1.555556,11.555555,-4.444445,7.777778,3
91,0.888889,12.666667,-3.666667,8.111112,3
120,1.111111,9.111111,-1.888889,6.555555,3
68,38.555557,38.77778,-12.888889,60.11111,3
120,10.555555,42.11111,-16.555555,33.11111,3
114,18.333334,52.22222,-17.777779,47.22222,3
81,7.666666,19.222221,-4.777778,18.88889,3
146,0,0.222222,-0.111111,0.111111,3
87,1.222222,8.222222,-3.111111,5.666666,3
129,0,3.111111,-1.555556,1.555556,3
103,0.111111,10.555555,-4.444445,5.666666,3
78,70.77778,35.333332,-8.666667,91.44444,3
85,1.333333,13.777778,-4.888889,8.888889,3
128,2.444444,12.777778,-4.222222,9.555555,3
135,0,5.444445,-2.555556,2.777778,3
124,0.222222,10.777778,-3.888889,6.111111,3
91,1.111111,13,-5.333334,8,3
121,8.888889,36,-11,29.222221,3
130,0,5,-2.333333,2.555556,3
138,0.111111,1.111111,-0.555556,0.666667,3
76,0.888889,6.666666,-2,4.666667,3
129,0,3.111111,-1.555556,1.555556,3
124,7.555555,28.333334,-7,24.11111,3
115,0.333333,10.444445,-3.222222,6.222222,3
144,0.111111,12.111111,-4.888889,6.555555,3
116,11.777778,32.444443,-11.555555,29.555555,3
120,0,6.888889,-2.111111,3.888889,3
88,3.555556,16.666666,-4,13.333333,3
137,3.111111,18.777779,-5.222222,13.888889,3
126,0,6.777778,-2.555556,3.666667,3
139,16,13.444445,-7.222222,23.88889,3
101,5.777778,16.11111,-2.888889,15.555555,3
126,0.555556,7.333334,-0.666667,5.222222,3
103,1.888889,7.111111,-1.222222,6.222222,3
145,0.666667,4.444445,-0.222222,3.555556,3
136,4.111111,15.666667,-4,13.222222,3
133,0,0,0,0,3
125,12.444445,21.777779,-9.888889,25.333334,3
77,1.222222,15.666667,-4.333334,10.222222,3
81,1,11.888889,-4.444445,7.444445,3
139,0,3.333333,-1.333333,1.777778,3
126,0.555556,10.777778,-3.555556,6.555555,3
132,0,6.444445,-2.555556,3.444444,3
127,1.333333,8.888889,-1.444444,6.777778,3
84,1.555556,13.333333,-4.333334,9,3
102,0.555556,12.888889,-4.444445,7.666666,3
132,0.111111,3.777778,-1.888889,2,3
128,10.111111,28.222221,-9.111111,25.88889,3
100,0.111111,4.666666,-1.333333,2.777778,3
132,0,2.222222,-1.111111,1.111111,3
95,0.666667,4.888889,-0.111111,3.888889,3
108,5.111111,16.333334,-5.666666,14.111111,3
93,3.222222,15.333333,-4.666666,11.888889,3
76,3.777778,15.222222,-1.777778,13.333333,3
120,11.222222,26.777779,-9.888889,25.777779,3
141,7.888889,17.666666,-3.333333,18.555555,3
134,0,0.222222,-0.111111,0.111111,3
140,6,15.555555,-3.777778,15.111111,3
75,47.444443,31.333334,-8.666667,65.44444,3
129,0,3.111111,-1.555556,1.555556,3
80,17.333334,24.11111,-5.222222,31.666666,3
119,12.222222,39.22222,-14.111111,33.666668,3
124,4.111111,15.888889,-5.444445,12.888889,3
70,13.666667,15.888889,-1.111111,23.88889,3
122,0,2,-1,1,3
99,0.111111,10.555555,-4.777778,5.555555,3
95,2.222222,12.777778,-3.888889,9.444445,3
111,0,8,-4,4,3
134,0.111111,6.333334,-1.333333,3.888889,3
91,38.444443,25.11111,-7.555555,52.666668,3
90,0.555556,12.222222,-5.444445,6.888889,3
120,0,7.666666,-3.333333,4,3
123,0.111111,4.777778,-1.888889,2.666667,3
109,0.333333,8.444445,-3.555556,4.777778,3
91,0.555556,14.222222,-6.111111,8,3
81,33.11111,40.88889,-14.444445,55.555557,3
107,4.555555,15.111111,-4.888889,13,3
116,0.555556,8.555555,-1.777778,5.666666,3
98,2.333334,14.777778,-5.222222,10.444445,3
123,0,6.888889,-3.444444,3.444444,3
123,0,3.888889,-1.777778,2,3
81,14,27.666666,-5.666666,30.555555,3
114,0.111111,8.444445,-3.222222,4.666667,3
115,3.555556,16,-4,12.888889,3
123,0,7.222222,-3.111111,3.777778,3
125,1.555556,11.555555,-4.444445,7.777778,3
125,32.333336,30.333334,-15,47.555557,4
162,6.666666,10.888889,-5.777778,12,4
121,46.88889,39.666668,-19.333334,66.88889,4
153,21.333334,32.333332,-12.333333,38.77778,4
146,8,15.222222,-7.444445,15.666667,4
158,7,11.333333,-7,12.222222,4
25,39.555557,30.555555,-14.777778,55,4
78,27.11111,21.444445,-11.888889,37.444443,4
67,53,45.444443,-22.222221,75.888885,4
126,52.333332,37.88889,-21.444445,70.44444,4
139,12.444445,21.88889,-10.111111,23.666666,4
146,18.11111,26.444445,-12.555555,31.555555,4
105,41.22222,31.777779,-18.222221,56.333332,4
44,42.88889,30.555555,-15.777778,58,4
83,23.333334,20.11111,-10.555555,33.22222,4
99,51.88889,12.333333,-12.333333,56,4
157,18.222221,26.555555,-11.777778,32,4
105,41.22222,31.777779,-18.222221,56.333332,4
80,51.22222,41.333332,-20,72.111115,4
120,44.88889,29.777779,-16.222221,59.333332,4
128,42.666668,42.88889,-21.11111,64.22222,4
147,20.555555,34.333332,-14.333333,38.666668,4
42,39.555557,28.666666,-13.666667,54.11111,4
81,34.555557,26.88889,-15.777778,47.22222,4
145,24.222221,19.666666,-12,33.333336,4
146,16.777779,24.88889,-11.111111,29.666666,4
70,51.555557,29.555555,-19.11111,64.88889,4
87,28.222221,23.222221,-12.777778,39.444443,4
147,5.777778,6.555555,-5.111111,8.666667,4
45,48.11111,32.11111,-17.222221,63.77778,4
137,34.88889,16.222221,-10.111111,42.333336,4
122,32.666668,23.444445,-12.888889,44,4
94,61.11111,43.666668,-22.666666,82.66667,4
101,27.222221,24.777779,-12.888889,39.444443,4
64,35.22222,30.333334,-16,50.11111,4
76,47.666668,29.333334,-17,61.555557,4
83,60.22222,40.22222,-22.11111,79.66667,4
68,38.333336,11.222222,-10.444445,42.333336,4
158,7,11.333333,-7,12.222222,4
111,56.444443,39.22222,-21.777779,75.333336,4
121,37.444443,25.222221,-14.444445,49.444443,4
89,27.333334,27.88889,-14.777778,41,4
135,28.555555,24.88889,-12.444445,41,4
126,21,16.777779,-9.888889,28.88889,4
120,44.77778,25.444445,-16.222221,56.333332,4
143,43,43.22222,-21.11111,64.77778,4
21,37.11111,25.777779,-14.888889,49.333332,4
124,49,32,-17.666666,64.44444,4
77,30.222221,14.666667,-7,37.666668,4
117,27.444445,23.222221,-11.777778,39,4
68,49.22222,44.11111,-22.88889,71,4
19,38,40.77778,-19.222221,58.77778,4
104,58.22222,38.77778,-22.555555,76.55556,4
42,24.444445,23.88889,-12.444445,36.22222,4
139,57.88889,42.333332,-22,78.77778,4
137,39.88889,13.444445,-10.555555,45.333332,4
79,38,24.777779,-14.555555,49.666668,4
45,48.11111,32.11111,-17.222221,63.77778,4
150,16.222223,25.444445,-11.888889,29.222221,4
117,33.555557,32.22222,-15.777778,49.77778,4
147,43.77778,38,-20,62.444443,4
107,49.444443,31.333334,-17.666666,64.44444,4
80,36.333336,25.555555,-15.444445,48.22222,4
121,47.77778,41.11111,-19.555555,68.66667,4
126,16.444445,21.666666,-10.666667,27.333334,4
111,30.333334,24.333334,-13,42.22222,4
100,50.333332,34.555557,-19.444445,66.88889,4
134,41.88889,42.555557,-21.444445,63.11111,4
71,37.88889,11.222222,-9.777778,42.11111,4
159,5.111111,10.444445,-5.888889,10.111111,4
103,53.333332,34.11111,-19.555555,69.55556,4
78,41.11111,24.222221,-16.11111,51.88889,4
38,58.22222,41.444443,-22.222221,78.44444,4
36,56.555557,55.22222,-25.777779,84.77778,4
64,49.666668,43.22222,-22.444445,71,4
125,63.22222,41.333332,-23,83.111115,4
127,38,22.444445,-14.222222,48.22222,4
78,59.666668,56.11111,-25.88889,88.44444,4
15,59.333332,53.77778,-24.88889,86.888885,4
124,49.444443,32.666668,-18,65.22222,4
96,61,39.555557,-21.444445,80.22222,4
79,42.88889,24.222221,-15.444445,53.88889,4
160,18.222221,26.11111,-12.222222,31.555555,4
73,43,14.777778,-12.222222,48.77778,4
109,36.11111,35.555557,-18.444445,53.666668,4
152,20.333334,33.333332,-14.666667,37.666668,4
65,52.666668,23.222221,-11.111111,64.44444,4
124,36.77778,38.444443,-18.222221,56.333332,4
102,50.666668,45.22222,-22.11111,73.44444,4
158,7.111111,10.222222,-6.444445,11.777778,4
123,52.555557,33.22222,-18.444445,68.55556,4
69,40.88889,11.666667,-12.333333,44.555557,4
82,41.555557,24.666666,-14.666667,53.11111,4
28,53.444443,50.11111,-23.222221,79.111115,4
123,41.11111,26.88889,-15.777778,53.77778,4
50,57.333332,45.666668,-22.333334,80.333336,4
105,45.666668,32.11111,-18.555555,60.88889,4
124,35.77778,31.555555,-16.11111,51.444443,4
57,59.444443,41.22222,-22.444445,79.44444,4
32,54.22222,34.22222,-18.444445,70.88889,4
133,32,28.666666,-14.333333,46.333332,4
118,30.777779,22,-11.333333,41.666668,4
66,41.555557,11.333333,-9.666667,45.88889,4
129,19.11111,30.555555,-13.777778,34.88889,4
84,7.333334,8.666667,-4,11.777778,4
48,38.77778,23.444445,-13.555555,49.88889,4
133,19.88889,13,-8.333333,25.777779,4
107,46.22222,25.555555,-14.777778,58.333332,4
57,59.444443,41.22222,-22.444445,79.44444,4
69,36.666668,9.777778,-8.888889,40.22222,4
21,59.333332,40,-20.333334,79.22222,4
32,54.22222,34.22222,-18.444445,70.88889,4
22,42.77778,39.666668,-19,62.88889,4
102,53.444443,34.333332,-20,69.66667,4
35,61.77778,47.666668,-24.666666,85.333336,4
117,33.555557,32.22222,-15.777778,49.77778,4
65,53.77778,41.22222,-22.11111,73.888885,4
103,30.777779,28.777779,-14.222222,45.22222,4
73,40.555557,15.222222,-10.111111,47.333332,4
109,42.555557,40.444443,-19.88889,62.88889,4
122,51.555557,52.444443,-24.88889,78.22222,4
102,46.22222,37.88889,-21.444445,64.333336,4
87,55.77778,48.88889,-24.11111,80.333336,4
34,41.11111,37.22222,-17.777779,60,4
90,57.666668,43.77778,-21.222221,79.77778,4
100,50.333332,34.555557,-19.444445,66.88889,4
89,27.333334,27.88889,-14.777778,41,4
15,61,52.11111,-24.88889,87.44444,4
115,42.444443,28.777779,-15.888889,56.333332,4
68,52,34.333332,-20,68.22222,4
76,28.666666,10.888889,-7.444445,33.444447,4
78,41.11111,24.222221,-16.11111,51.88889,4
133,41.555557,41.666668,-20.333334,62.555557,4
123,48,33.88889,-19.444445,64.111115,4
120,48.22222,24.444445,-15.888889,59.22222,4
77,51.11111,44.666668,-20.666666,74,4
112,52.22222,42.555557,-21.777779,73.333336,4
73,45.666668,14.444445,-12.555555,51.11111,4
70,33.666668,23.11111,-13.888889,44.444443,4
75,40.333336,13.666667,-11.333333,45.666668,4
138,49.11111,36.444443,-19.88889,66.77778,4
106,34.11111,24.222221,-13.444445,45.77778,4
127,39.444443,36.22222,-18.777779,57.333332,4
124,35.88889,22.88889,-14.777778,46.22222,4
118,50.11111,33.77778,-18.88889,66.333336,4
76,31.88889,21.444445,-12.555555,42,4
46,53.22222,50.333332,-23,79.111115,4
95,47.444443,48.11111,-23.555555,71.66667,4
102,56.77778,40.88889,-20.777779,77.111115,4
140,17.88889,27.666666,-12.333333,32.22222,4
135,41,39.88889,-20.777779,60.666668,4
158,16.777779,23.88889,-11.111111,29,4
107,26.88889,20,-13,35.88889,4
35,32.333336,29.555555,-13.777778,47.444443,4
130,9.888889,17.555555,-8.111111,18.88889,4
68,52,34.333332,-20,68.22222,4
78,31.333334,29.666666,-15.333333,46,4
111,25.444445,25.88889,-13.444445,38.22222,4
126,16.11111,24.333334,-11,28.666666,4
62,53.77778,51.555557,-24.444445,80,4
102,51.11111,37,-20,69.111115,4
102,37,35,-17.666666,54.444443,4
125,50.22222,46.666668,-22.666666,73.77778,4
42,50.666668,47,-22.333334,74.55556,4
95,42.88889,28.444445,-16.555555,56.333332,4
62,57.444443,53.666668,-25.666666,84.66667,4
122,35.77778,25,-14.666667,47.555557,4
125,39.11111,26.88889,-15.777778,51.77778,4
102,53.444443,34.333332,-20,69.66667,4
80,37.77778,21.444445,-13.222222,47.666668,4
130,15.777778,31.555555,-14.777778,31.88889,4
13,60.666668,53.22222,-24.11111,88.111115,4
98,47.555557,35.444443,-19.555555,64.66667,4
100,51.555557,37.555557,-20.777779,69.66667,4
127,35.88889,13.444445,-11.555555,41,4
146,8,15.222222,-7.444445,15.666667,4
149,13.444445,20.88889,-10.777778,23.777779,4
108,36,24.666666,-12.666667,48.22222,4
17,40.333336,28.222221,-15.444445,54,4
73,38.77778,28.444445,-14.222222,53,4
17,40.333336,28.222221,-15.444445,54,4
67,57.11111,47.11111,-24.222221,80.44444,4
160,18.222221,26.11111,-12.222222,31.555555,4
50,53,44.77778,-21.222221,75.77778,4
129,27.555555,27.222221,-13.777778,41.11111,4
148,21.444445,37.444443,-14.555555,41.555557,4
125,61.11111,38.555557,-23.11111,79.111115,4
73,35.666668,28.777779,-15.222222,49.77778,4
154,21.555555,34.22222,-14.444445,39.555557,4
103,58.333332,41,-22.666666,78.111115,4
65,53.666668,41.77778,-20.88889,74.55556,4
156,16.777779,24.666666,-12,29.222221,4
129,46.88889,29,-16.666666,60.666668,4
64,53.666668,48.333332,-23.333334,78.111115,4
125,37.22222,35.333332,-17.333334,55,4
25,60.666668,55.666668,-26.333334,89,4
42,32.77778,31,-17,47.77778,4
34,46.22222,48.22222,-24.11111,70.333336,4
108,52.666668,34.444443,-18.222221,69.55556,4
132,33.22222,31.333334,-14.666667,49.22222,4
138,63.88889,39.22222,-22.444445,82.55556,4
145,52.444443,47,-21,76.77778,4
96,54.11111,17.555555,-14.444445,61,4
135,63.666668,41.88889,-23.11111,83.888885,4
111,51.333332,41.666668,-22.333334,71.66667,4
116,42.333336,29.222221,-15.777778,56.555557,4
18,59,53.444443,-25.555555,86.111115,4
85,42.444443,38,-18.666666,61.555557,4
105,60,39.666668,-23,78.77778,4
44,50.11111,50.666668,-25,75.55556,4
139,42.555557,36.666668,-19.666666,60.444443,4
105,53.333332,35.11111,-19.222221,70.333336,4
66,47.77778,28.88889,-17.444445,61.22222,4
32,48.555557,49.22222,-25.777779,72.77778,4
162,8,13.555555,-7.444445,14.555555,4
158,35.555557,24.333334,-13,47.444443,4
24,42.333336,36.11111,-15.555555,61.22222,4
110,29.11111,31,-16,44.444443,4
66,40.555557,14.111111,-10.888889,46.333332,4
119,36.22222,25.11111,-14.222222,48.22222,4
70,36.444443,25.11111,-14.555555,48.333332,4
70,53.444443,47.666668,-24.666666,77,4
90,41.22222,39.666668,-18.666666,61.444443,4
161,5.555555,11.222222,-6.444445,10.888889,4
98,31,21.11111,-12.222222,41,4
131,30.666666,30.222221,-15.111111,45.77778,4
125,41.666668,16.88889,-11.777778,49,4
122,29.222221,30.444445,-15.555555,44.333332,4
154,25.11111,40.666668,-17,46.555557,4
149,16.666668,25.88889,-11.777778,30,4
76,36,35.444443,-16.555555,54.11111,4
77,54.22222,35.333332,-19.333334,71.333336,4
124,39.22222,28.555555,-16.777779,52.666668,4
117,39.555557,37.666668,-18.666666,58.444443,4
108,41.22222,29.555555,-16.444445,55.444443,4
68,37.555557,11.111111,-9.888889,41.666668,4
136,2.888889,11.111111,-5.222222,8.555555,4
147,20.88889,34.11111,-14.888889,38.666668,4
57,60,59.22222,-28.11111,90.111115,4
154,14.888889,26.555555,-12.111111,28.555555,4
97,46,19.11111,-13.222222,54.333332,4
126,33.555557,20.444445,-12.555555,43,4
62,53.444443,45.555557,-22.777779,76.22222,4
89,51,46.555557,-22.777779,74.44444,4
48,35.444447,34.77778,-18.555555,52.444443,4
80,37.77778,21.444445,-13.222222,47.666668,4
75,35.77778,25.555555,-13.777778,48.22222,4
129,33.11111,28.666666,-14.333333,47.444443,4
89,25.222221,23.88889,-12.777778,36.88889,4
83,45.666668,27.666666,-16.333334,58.666668,4
140,24.88889,17.666666,-9.333333,33.555557,4
121,28.666666,24.555555,-13.444445,40.555557,4
158,6.333334,11.777778,-6.888889,11.888889,4
96,54.444443,45.22222,-22.777779,77,4
73,45.666668,14.444445,-12.555555,51.11111,4
97,46,18.88889,-13.444445,54.11111,4
111,53.22222,44.11111,-23.222221,74.888885,4
120,56.88889,27.88889,-18.444445,69.333336,4
53,36.88889,24.666666,-14,48.666668,4
103,56,36.555557,-20.777779,73.44444,4
90,57.666668,43.77778,-21.222221,79.77778,4
38,50,49,-25,74.333336,4
154,44.555557,39.88889,-21.444445,64,4
110,46.11111,29.333334,-15.666667,60.444443,4
17,62.444443,48.11111,-23.88889,86.55556,4
125,52.555557,46.555557,-21.444445,76.44444,4
87,55.77778,48.88889,-24.11111,80.333336,4
20,56.444443,49.444443,-23.222221,81.66667,4
101,39,36.22222,-18.11111,57.11111,4
117,39.555557,37.666668,-18.666666,58.444443,4
83,46,29.11111,-17.555555,59.555557,4
159,20.333334,5.444445,-4.888889,22.333334,4
159,25.222221,10.333333,-7.666666,29.555555,4
127,38,22.444445,-14.222222,48.22222,4
34,65,48.666668,-25,89.111115,4
116,25,26.666666,-13.333333,38.333336,4
20,32,21.88889,-11.444445,42.77778,4
43,54.88889,53.555557,-24.11111,82.55556,4
85,45,31.222221,-18.777779,59.555557,4
77,37.22222,24,-15,48.22222,4
73,54,33.88889,-19.444445,70.111115,4
115,24.88889,23.777779,-11.888889,36.77778,4
80,36.333336,25.555555,-15.444445,48.22222,4
116,52.444443,46.333332,-20.666666,76.44444,4
132,29.555555,31.333334,-14.333333,45.666668,4
87,37.88889,34.666668,-18.333334,54.88889,4
78,25.11111,30.444445,-15.222222,40.333336,4
