@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
83,53,0.455419,123.44444,112.333336,138.22223,-11,2
252,36,0.1963,135.2963,128.55556,146.11111,-12.222222,2
73,19,0.389681,127.51852,116.55556,143.11111,-13.888889,2
68,80,0.166666,111.07407,102.888885,127.333336,-24.222221,2
104,41,0.327731,112.111115,99,129.33334,-12.333333,2
140,25,1.46667,128,117.77778,142.33334,-12.333333,2
117,44,0.240742,106,93,126.77778,-23.333334,2
64,49,0.240742,108.888885,97.111115,128.88889,-24.666666,2
91,19,0.760118,126.666664,115.44444,142.44444,-13.666667,2
160,30,0.272165,111.22222,97.666664,129,-12.666667,2
225,22,0.255559,137.96297,133,147,-12.222222,2
206,30,0.501847,123.333336,112.77778,139.66667,-17.333334,2
143,34,0.928956,125.48148,113.666664,142,-14.111111,2
183,78,0.329632,135.55556,128.66667,147,-13.666667,2
140,19,0.551851,110.296295,97.666664,130.22223,-21.88889,2
66,41,0.327731,109.703705,95.111115,128.88889,-13.777778,2
57,89,0.272169,106.07407,93.111115,125.44444,-19.222221,2
112,77,0.574135,107.62963,93.888885,125.22222,-11.555555,2
140,25,1.46667,128,117.77778,142.33334,-12.333333,2
11,50,1.003694,109.25926,93.888885,130.33334,-17.11111,2
245,47,0.122223,134.77777,127.44444,145.77777,-11,2
238,59,0.459466,121.703705,109.22222,139,-14.444445,2
44,20,0.062963,113.85185,102.666664,132.33334,-21.88889,2
86,67,0.622222,108.85185,99.44444,125.55556,-21.88889,2
25,18,0.088889,114.14815,102.44444,132.33334,-19.444445,2
194,72,0.399998,93.44444,79.22222,117.111115,-28.333334,2
181,115,0.02963,132.77777,123.22222,145.33334,-9,2
64,19,0.151853,137.77777,131.55556,146.44444,-7.333334,2
172,60,0.388886,123.666664,114,138.33334,-15,2
27,62,0.562964,125.333336,115.77778,139.44444,-13.666667,2
58,25,0.501848,112.22222,97.77778,131.33334,-14,2
251,24,0.966665,121.62963,110.77778,137.77779,-15.888889,2
204,12,0.518519,127.44444,115.55556,143.11111,-11.333333,2
53,28,0.403686,111.59259,96.44444,130.66667,-11.777778,2
172,31,0.418517,136.40741,130.77779,145.44444,-10.222222,2
189,39,0.574136,124.18519,113.888885,140.33334,-17.555555,2
183,29,0.60741,103.25926,88.77778,126.333336,-25.777779,2
66,109,0.809666,102.48148,89.44444,122.22222,-20.11111,2
168,13,0.444445,130.40741,119.666664,145.44444,-12.888889,2
73,31,0.45542,126.85185,115.55556,143.11111,-14.888889,2
143,24,0.907406,127.62963,117.666664,141.66667,-12.222222,2
83,28,0.136081,112.96296,99.44444,131.11111,-13.888889,2
152,18,0.455422,112.111115,97.22222,130.44444,-10.333333,2
254,57,0.77407,135.77777,129.44444,146.66667,-13.666667,2
248,13,0.207408,104.111115,88.22222,128.44444,-25.333334,2
37,25,0.730297,126.03704,114.333336,142.22223,-13.444445,2
102,73,0.062964,125.51852,115.44444,140.55556,-14.888889,2
201,40,0.596295,123.77778,113.333336,139.66667,-16.333334,2
58,19,0.418515,129.92592,121,142.66667,-11.444445,2
41,93,0.151851,112.296295,103.888885,128,-21.88889,2
120,51,0.712324,124.40741,113.22222,141.11111,-16.555555,2
250,37,0.240739,95.92593,80.111115,121.111115,-28.11111,2
156,32,0.162964,136.2963,129.77779,146.33334,-10.555555,2
65,70,0.177776,112.51852,104,127.77778,-20.222221,2
121,82,0.344266,106.51852,92.888885,125.888885,-17.222221,2
230,41,0.68853,121.48148,110.22222,138.88889,-18.444445,2
134,54,0.646931,124.37037,112.666664,141.33334,-15.777778,2
123,68,0.574135,107.37037,94.22222,126.333336,-17.444445,2
92,44,0.574135,123.81481,113.44444,138.11111,-11.777778,2
235,22,0.388882,137.62962,132.11111,147.88889,-14.222222,2
8,39,1.129629,113.37037,102.55556,132,-23.444445,2
116,35,0.781735,125.18519,113.77778,141.33334,-14.222222,2
235,46,0.62361,114.62963,100.888885,132.88889,-13.555555,2
107,21,0.516398,126.77778,115.77778,141.88889,-12.333333,2
165,99,0.474074,93.40741,79,118,-30.555555,2
175,14,0.807371,113.81481,100.111115,132.11111,-13.777778,2
179,101,0.385187,134.92592,126.44444,147.22223,-11.444445,2
78,30,0.666666,112.96296,99.333336,131.11111,-13.555555,2
51,56,0.162963,126.44444,116.22222,141.66667,-15,2
104,68,0.57778,105.77778,95.111115,124.888885,-25.333334,2
69,17,0.107405,130.2963,120.77778,143.88889,-12.222222,2
220,36,0.800462,114.03704,100.77778,132.44444,-15.444445,2
162,14,0.53403,112.74074,99,130.66667,-12.555555,2
112,30,0.272164,113.25926,100.77778,130.11111,-13.111111,2
7,48,0.107407,115.77778,107.44444,132.44444,-25,2
224,63,0.296294,120.22222,108.44444,137.55556,-16.666666,2
92,104,1.436302,100.51852,87.22222,119.888885,-18.222221,2
103,64,0.699205,108.77778,96.333336,126.22222,-15,2
157,57,0.474073,124.703705,114.22222,139.66667,-13.444445,2
147,51,1.099995,126.333336,117,140.22223,-13.666667,2
192,40,0.207408,124.62963,114.44444,140.55556,-17.222221,2
79,48,0.9963,107.888885,94.77778,129.11111,-24.333334,2
206,57,0.196297,122.333336,111.333336,139,-17,2
93,46,1.629631,126.03704,116,141,-14.777778,2
67,32,1.062842,126.22222,115.111115,142.22223,-14.666667,2
108,75,0.471403,116.703705,105.888885,133,-16.444445,2
252,27,0.596293,136.2963,130.33334,145.55556,-9.888889,2
193,66,1.440741,95.111115,80.66667,118.77778,-27.666666,2
8,21,0.443054,125.59259,113.44444,142.44444,-14.111111,2
241,76,0.211114,90.07407,74.55556,116.55556,-32.88889,2
122,11,0.311116,143.44444,136.88889,150.88889,-2.666667,2
205,47,0.607409,123.85185,114.111115,139.77779,-18.555555,2
16,51,0.443054,122.96296,110.666664,140.77779,-16.555555,2
116,54,0.443054,108.85185,96.77778,126.111115,-15.555555,2
82,51,0.443051,123.18519,111.77778,138.88889,-12.888889,2
213,14,0.574134,117,104.22222,134.11111,-13,2
86,33,0.611111,109.888885,96.77778,130.55556,-22.666666,2
151,57,0.774071,100.44444,86.22222,122.22222,-22.666666,2
174,50,0.760115,107.44444,94.666664,125.77778,-16.666666,2
67,71,0.888891,125.96296,115.55556,140.88889,-13.555555,2
53,78,1.025599,106.85185,93.22222,125.666664,-15.555555,2
138,21,0.760117,127.296295,116.22222,143.11111,-14.222222,2
52,66,0.255557,114.22222,106.888885,128.77779,-21.666666,2
44,79,0.344265,107.74074,93.888885,126.55556,-14.888889,2
228,20,0.490655,125,114,140.55556,-13.666667,2
59,96,0.418521,111.59259,103.44444,128.11111,-25.11111,2
222,54,0.166667,134.33333,127.55556,145.55556,-13.333333,2
178,16,0.298143,112.96296,99.55556,131,-13.888889,2
92,68,0.151852,125.77778,115.666664,141,-15.333333,2
188,35,1.05185,124.55556,114.44444,140.11111,-16.333334,2
156,32,0.162964,136.2963,129.77779,146.33334,-10.555555,2
192,51,0.389683,108.74074,95.22222,127,-14.222222,2
80,40,0.574132,110.703705,96.22222,129,-11.444445,2
89,43,0.32963,107.14815,94.111115,128.22223,-24.11111,2
240,16,0.162962,102.51852,87.55556,125,-22.555555,2
190,45,0.666666,108.96296,95.888885,126.888885,-14.555555,2
202,41,0.772202,123.03704,111.888885,139.77779,-16.777779,2
188,42,0.54433,108.92593,95.666664,126.22222,-12.111111,2
115,75,0.774077,126.07407,115.888885,141.22223,-14.888889,2
226,83,0.518519,90.62963,74.55556,116.888885,-30.555555,2
221,35,0.133333,98.74074,83.333336,122.55556,-25.222221,2
78,62,0.399999,110.03704,100.77778,126.333336,-21.11111,2
18,13,0.207407,140.25926,134.33334,149.11111,-8.777778,2
209,11,0.255559,141.55556,135.11111,150.11111,-6.333334,2
120,17,0.551851,129.55556,118.77778,143.55556,-9.666667,2
167,57,0.374073,98.59259,84,121.55556,-25.11111,2
167,45,0.729629,101.22222,87.111115,124,-26,2
125,46,0.611616,124.55556,112.77778,141,-14,2
177,85,0.166668,93.55556,79.22222,118,-30.333334,2
239,32,0.207408,121.44444,110.22222,138.11111,-16.333334,2
231,13,0.574135,118.666664,106.55556,135.77779,-15,2
189,107,1.288892,133.66667,125.77778,145.22223,-11,2
19,28,1.278022,111.51852,96.111115,131.22223,-12.888889,2
142,33,0.623609,110.59259,96.77778,128.66667,-12.777778,2
8,39,1.129629,113.37037,102.55556,132,-23.444445,2
78,60,0.207408,109.77778,99.55556,128.22223,-24.666666,2
80,40,0.574132,110.703705,96.22222,129,-11.444445,2
236,42,0.462963,135.2963,128.11111,146.44444,-11.888889,2
248,53,0.285188,134.77777,128.22223,145.77777,-13.333333,2
199,25,0.84444,103.62963,89.111115,126.888885,-26.222221,2
171,15,0.557772,113.74074,100.111115,132,-13.888889,2
181,87,0.474069,135.40741,127.888885,146.44444,-10.555555,2
50,50,0.655462,124.111115,113.111115,140.88889,-17.333334,2
79,62,0.385184,110.18519,100.666664,127.111115,-22.222221,2
253,75,0.266666,88.55556,72,115.888885,-32.333332,2
207,58,0.459469,122,110.111115,138.77779,-14.666667,2
238,25,0.250923,116.25926,103.666664,133.77779,-14.777778,2
181,27,0.462964,138.07408,132.55556,146.55556,-8.888889,2
194,57,0.418515,135.96297,129.88889,146.22223,-12.555555,2
235,35,0.296297,97.92593,83,122,-27.444445,2
207,97,0.651852,2.62963,0.555556,5.888889,-3.555556,3
69,136,2.810035,19.444445,16.88889,25.777779,-11.333333,3
117,110,2.905932,17.222221,9.222222,29,-11.333333,3
74,122,1.241266,16.148148,8,28.333334,-12.111111,3
75,131,0.02963,0.518518,0,1.555556,-1.555556,3
90,122,1.398412,16.185184,10.222222,25.333334,-9.555555,3
96,96,1.511111,6.296296,2.666667,11.888889,-5.888889,3
18,83,9.988892,14.37037,9,22.666666,-8.777778,3
13,83,0.547722,3.703704,1.555556,6,-0.444444,3
100,115,0.162963,2.740741,0.333333,6.222222,-3.222222,3
206,80,14.829629,10.037037,6.555555,15.111111,-4.777778,3
52,102,0.507407,2.888889,0.666667,6.333334,-3.666667,3
16,82,41.288895,8.481482,4.333334,14.555555,-5.777778,3
22,133,0,0,0,0,0,3
195,99,4.462964,6.740741,3.444444,11.555555,-4.555555,3
132,134,3.155556,6.185185,2.222222,11.444445,-3.888889,3
35,76,192.20744,13.518518,8.444445,19.444445,-2.555556,3
2,114,0.122222,1.740741,0.777778,3.888889,-3.555556,3
59,120,1.986063,19.074074,10.555555,33.11111,-16.555555,3
133,102,374.5964,44.037037,37.444443,52.666668,-6.111111,3
61,119,0.833333,1.222222,0.111111,3.222222,-2.666667,3
226,69,991.7184,23.814816,19.222221,29.333334,-2.777778,3
49,139,0.077778,0.444444,0,1.333333,-1.333333,3
104,139,0.516398,0.666667,0,1.777778,-1.333333,3
106,136,0.177778,0.703704,0.111111,1.888889,-1.777778,3
21,64,12.948471,31,24.666666,38,-2,3
9,76,1.420746,2.444444,0.888889,4.666667,-2,3
139,121,0.418519,3.703704,0.777778,7.777778,-3.444444,3
39,77,1.811111,7.703704,3.222222,13.111111,-2.777778,3
6,81,8.740745,12.481482,7.666666,18.88889,-4.777778,3
127,81,442.17786,42.555557,34.88889,51.77778,-4.666666,3
26,82,0.474074,5.592593,1.777778,10.222222,-2.444444,3
73,117,0.962964,1.333333,0.222222,3.555556,-3.333333,3
78,100,8.296297,4.592593,1.444444,9.444445,-5.111111,3
14,95,0.699206,2.259259,0.666667,3.888889,-0.111111,3
33,94,0.210818,5.888889,3.222222,7.777778,2.333333,3
74,129,0.02963,0.518518,0,1.555556,-1.555556,3
68,122,2.029414,20.148148,14.222222,31.11111,-15.111111,3
17,110,1.262963,3.962963,1.444444,6.444445,0.111111,3
9,80,13.751853,23.62963,17.333334,31.666666,-5.222222,3
14,120,0.133333,1.592593,0,3.888889,-2.111111,3
93,147,3.586498,7.703704,6.444445,9.888889,-2.777778,3
85,121,1.062841,17.222221,8.888889,29.222221,-11,3
82,138,0.518518,1.407407,0,3.777778,-2.888889,3
95,127,0.074074,0.62963,0,1.888889,-1.888889,3
1,81,267.45554,21.333334,14,30.555555,-5.666666,3
54,91,1.540741,3.259259,0.555556,8,-6.111111,3
68,115,3.10555,26.037037,18.444445,39,-16.11111,3
240,75,749.76294,38.037037,29.777779,50.666668,-13.111111,3
138,137,1.777778,7.62963,3.111111,13.888889,-5.222222,3
63,122,0,0.333333,0,1,-1,3
83,126,0.534027,11.185185,5.222222,20,-8.555555,3
118,125,0.298142,1.148148,0,3.111111,-2.444444,3
38,116,0.240741,2.814815,0.555556,5.666666,-1.777778,3
49,112,1.377778,3.814815,1.111111,7.222222,-2.111111,3
113,130,0.250924,0.888889,0,2.555556,-2.333333,3
118,109,2.655532,13.296296,7,22.333334,-8.222222,3
47,119,2.274659,4.37037,2.111111,6.777778,-0.444444,3
131,125,0.374074,1.37037,0,3.888889,-3.444444,3
29,85,2.942033,4.074074,2.111111,6.777778,-2.222222,3
215,123,0.133333,1.37037,0,3.777778,-3.111111,3
103,130,0,0.777778,0,2.333334,-2.333333,3
48,85,13.451853,4.296296,1.333333,8.888889,-4.888889,3
96,138,0.64693,1.148148,0.111111,2.777778,-1.777778,3
19,90,1.885185,3.407408,0.888889,7.888889,-5.888889,3
85,124,0.934919,14.666667,7.555555,24.11111,-7,3
108,144,0.151852,0.962963,0,2.888889,-2.888889,3
37,103,2.12568,3.851852,1.888889,6.222222,-1.222222,3
45,89,0.340741,2.296296,0.111111,6.444445,-5.888889,3
80,87,572.9964,67.44444,58.77778,79,-8.666667,3
237,137,0.107407,0.666667,0,2,-2,3
35,135,0.118519,0.222222,0,0.666667,-0.666667,3
56,107,13.407408,7.962963,4.555555,13,-4.888889,3
124,113,0.389682,0.962963,0,2.777778,-2.555556,3
86,136,4.193469,12.185185,6.666666,20.88889,-9.555555,3
91,120,0.928958,16.851852,11.222222,25.777779,-9.888889,3
5,118,0.074074,0.925926,0,2.555556,-2.111111,3
36,145,0.196296,0.851852,0.333333,1.444444,-0.222222,3
121,120,0.250924,3.518518,1.111111,6.555555,-1.888889,3
23,129,0.077778,0.518518,0,1.555556,-1.555556,3
49,116,0.311111,3,0.888889,6,-2.666667,3
48,83,4.018517,6.259259,2.222222,11.888889,-4.777778,3
101,121,0.843274,3.407408,1.111111,6,-0.888889,3
217,73,0.785185,4.851852,1.777778,9.666667,-5.222222,3
50,109,1.229631,5.666666,2.555556,9.666667,-2.666667,3
113,132,0.344265,1.296296,0,3.444444,-2.555556,3
72,111,0.3,1.296296,0,3.555556,-2.888889,3
25,91,4.374074,3.888889,0.888889,8.111112,-3.666667,3
225,91,0.355556,3.666667,1.111111,8,-5.333334,3
70,98,1.718519,4.666666,1.222222,9.222222,-3.333333,3
137,105,16.507421,42.851852,35.77778,52.666668,-8.222222,3
18,70,5.897896,21.037037,16.222223,26.666666,-2.444444,3
220,120,0.062963,1,0,3,-3,3
139,128,7.885187,5.296296,2.444444,9.555555,-4.222222,3
99,132,0.385185,0.740741,0.111111,2,-1.888889,3
196,93,2.562963,5,2,9.333334,-4,3
60,132,0.02963,0.37037,0,1.111111,-1.111111,3
55,93,0.3,3,0.555556,7.222222,-5.333334,3
81,122,64.95186,6.62963,3.333333,11.333333,-4.222222,3
132,91,188.50739,42.814816,35.88889,52.666668,-8.777778,3
25,138,1.143419,5.185185,2,9.333334,-2.888889,3
69,139,1.773259,18.074074,16,22.555555,-7.222222,3
120,89,9.555554,10.481482,5.777778,17.11111,-5.777778,3
69,139,1.773259,18.074074,16,22.555555,-7.222222,3
33,142,0.02963,0.037037,0,0.111111,-0.111111,3
7,90,0.854184,4.666666,2.555556,5.777778,3,3
37,76,0.918519,8.259259,3.777778,13.333333,-1.777778,3
103,125,0.827759,1.777778,0.444444,3.888889,-2.333333,3
254,73,7.865538,34.703705,20.555555,57.333332,-25.444445,3
23,113,0.285185,1.407407,0.111111,3.444444,-2.222222,3
17,124,0.611111,1.148148,0.222222,2.666667,-1.777778,3
90,116,0.854184,18.74074,11.777778,29.555555,-11.555555,3
96,130,0.45542,2.407408,0.444444,5,-1.888889,3
14,136,0,0,0,0,0,3
7,134,0.018519,0.037037,0,0.111111,-0.111111,3
150,144,0.074074,2.518518,0.111111,6.555555,-4.888889,3
78,99,8.018518,4.148148,1.111111,9,-5.444445,3
94,144,0.118518,1.148148,0,3.444444,-3.444444,3
140,124,0.444445,2.518518,0.222222,6.111111,-3.888889,3
99,130,0.45542,1.37037,0.111111,3.333333,-2.111111,3
96,115,0.966091,14.777778,8.444445,22.88889,-5.333334,3
64,114,6.320163,29.814816,18.333334,47.22222,-17.777779,3
41,77,0.651851,5,1.222222,10.222222,-4.333334,3
86,140,4.768726,9.925926,6,15.111111,-3.777778,3
1,81,267.45554,21.333334,14,30.555555,-5.666666,3
220,124,0.02963,0.888889,0,2.444444,-2,3
96,119,0.088889,1.444444,0,4.222222,-4,3
52,102,0.507407,2.888889,0.666667,6.333334,-3.666667,3
117,137,0.389682,0.777778,0,2.222222,-2,3
39,124,4.774935,7.592593,4.111111,12.888889,-5.444445,3
68,109,3.233333,1.962963,0.333333,4.777778,-3.555556,3
194,124,0.433334,2.814815,1,5.555555,-2.777778,3
17,85,0.720082,1.777778,0.444444,3.444444,-1,3
58,95,1.633332,4.444445,1.222222,9,-4,3
95,95,0.818519,6.481482,2.333334,12.555555,-5.777778,3
54,126,0.311111,1.407407,0,3.666667,-2.555556,3
59,99,0.82963,2.037037,0.111111,5.555555,-4.777778,3
45,89,0.340741,2.296296,0.111111,6.444445,-5.888889,3
78,99,8.018518,4.148148,1.111111,9,-5.444445,3
9,80,13.751853,23.62963,17.333334,31.666666,-5.222222,3
245,73,6.273991,46.666668,32.11111,70.111115,-26.666666,3
27,106,0.418518,2.185185,0.333333,4.888889,-2.555556,3
10,112,0.421637,0.444444,0,1.222222,-1,3
54,91,1.540741,3.259259,0.555556,8,-6.111111,3
33,117,0.018519,1.074074,0,3.111111,-2.888889,3
21,122,0.403687,0.555556,0,1.222222,-0.333333,3
98,133,0.172133,0.962963,0,2.777778,-2.555556,3
122,123,0.374074,1.185185,0,3.333333,-2.888889,3
33,98,0.611616,2.037037,0.555556,3.555556,-0.111111,3
101,121,0.843274,3.407408,1.111111,6,-0.888889,3
41,75,19.136257,55,47.444443,65.44444,-8.666667,3
235,81,0.418518,3.481482,1,7.444445,-4.444445,3
23,129,0.077778,0.518518,0,1.555556,-1.555556,3
196,100,83.351845,8.148149,4.666667,13.333333,-5.111111,3
234,122,7.84074,2.259259,0.555556,5.222222,-3.777778,3
17,98,0.712325,1.518519,0.333333,2.888889,-0.555556,3
37,120,0.344444,1.925926,0.222222,4.444445,-2.444444,3
201,86,222.70003,13.407408,8.777778,19.88889,-5.555555,3
118,133,0.02963,0.740741,0,2.222222,-2.222222,3
53,135,0.207407,0.740741,0,2.111111,-1.888889,3
14,71,10.382501,31.851852,25.555555,40.22222,-6.222222,3
115,138,0.088889,0.777778,0,2.333334,-2.333333,3
129,91,752.24066,44.296295,38.444443,52.666668,-7.555555,3
58,109,0.251852,4.296296,1.444444,8.444445,-3.888889,3
6,120,0.088889,1.148148,0.222222,3,-2.777778,3
203,93,6.444444,6.777778,3.222222,11.888889,-4.666666,3
33,100,0.534027,1.222222,0.111111,2.777778,-1.333333,3
31,68,203.35188,47.185184,38.555557,60.11111,-12.888889,3
98,107,3.733333,8.703704,4.888889,14.555555,-6.111111,3
93,127,0.834443,3.814815,1.333333,6.777778,-1.444444,3
110,92,4.02963,7.444445,3.222222,12.666667,-3,3
214,79,0.862963,4.851852,2,9.222222,-4.555555,3
113,96,0.507407,3.814815,1.111111,8.555555,-6.111111,3
75,98,45.84074,5.518518,2.333334,10.444445,-5.222222,3
228,91,0.196296,2.62963,0.444444,6.222222,-4.222222,3
234,110,0.211111,1.814815,0.111111,4.888889,-4.111111,3
109,146,0.136083,0.037037,0,0.111111,-0.111111,3
57,119,2.026673,20.592592,12.222222,33.666668,-14.111111,3
204,116,1.262963,2.185185,0.333333,5.111111,-3.222222,3
36,145,0.196296,0.851852,0.333333,1.444444,-0.222222,3
67,136,3.708349,15.518518,9,25.333334,-9.888889,3
228,123,0.077778,0.703704,0,2,-1.777778,3
27,112,0.344265,0.148148,0,0.444444,-0.444444,3
23,92,4.63641,12.666667,8.777778,18.666668,-6.333334,3
230,98,0.151852,1.407407,0,4.111111,-3.888889,3
67,136,3.708349,15.518518,9,25.333334,-9.888889,3
20,137,0.02963,0.222222,0,0.666667,-0.666667,3
221,107,0.211111,2.222222,0.333333,5.333334,-3.666667,3
33,132,0.998147,1.962963,0.666667,4.222222,-2.888889,3
104,134,0.182574,1.777778,0.111111,3.888889,-1.333333,3
58,128,1.75647,16.481482,10.111111,25.88889,-9.111111,3
18,87,1.962613,2.925926,1.222222,5.666666,-3.111111,3
54,140,0.443053,8.333333,3.777778,14,-3.333333,3
58,125,1.110556,18.555555,11.111111,30.666666,-14,3
92,121,1.82168,14.962963,9.555555,23.444445,-9.222222,3
68,103,0.577778,2.148148,0.111111,5.666666,-4.444445,3
18,66,9.089677,39.88889,32.333336,49.555557,-6.333334,3
42,138,1.185186,0.296296,0.111111,0.666667,-0.555556,3
94,127,0.501849,2.740741,0.555556,5.555555,-1.888889,3
81,145,4.534641,13.444445,9.888889,20.11111,-9.333333,3
81,126,1.12963,2.962963,0.555556,6.555555,-3.555556,3
233,97,0.196296,2.111111,0.111111,5.555555,-4.333334,3
9,131,0,0,0,0,0,3
31,88,0.607407,5.259259,1.555556,10.111111,-3.444444,3
126,141,1.351853,3.259259,0.444444,7.666666,-4.777778,3
47,127,0.960324,17.592592,9,30.11111,-11.777778,3
127,143,0.122222,4.185185,0.888889,9.444445,-5.888889,3
70,122,4.033196,19.88889,17.88889,25.11111,-9.666667,3
80,87,572.9964,67.44444,58.77778,79,-8.666667,3
87,135,0.240741,0.962963,0,2.777778,-2.555556,3
20,70,8.767999,18.592592,13.666667,23.88889,-1.111111,3
49,95,5.911111,5.185185,2.222222,9.444445,-3.888889,3
232,126,11.885187,1.518519,0.444444,3.555556,-2.888889,3
18,87,1.962613,2.925926,1.222222,5.666666,-3.111111,3
59,120,1.986063,19.074074,10.555555,33.11111,-16.555555,3
119,115,1.572919,7.555555,3.555556,12.888889,-4,3
231,124,14.962965,3,1.444444,5.888889,-4,3
48,79,1.851852,5.407407,1.777778,10.555555,-4.555555,3
128,116,0.696296,1.962963,0.222222,5,-3.888889,3
26,120,1.274074,1.333333,0.111111,3.333333,-2.333333,3
126,80,530.5518,68.77778,60.333332,79.55556,-7,3
100,111,20.951847,4.888889,2.222222,9.111111,-4.666666,3
54,138,0.296296,0.259259,0,0.666667,-0.444444,3
18,90,0.374074,2.814815,0.555556,6.888889,-5.444445,3
75,122,0.240741,1.592593,0,4.444445,-3.777778,3
18,90,0.374074,2.814815,0.555556,6.888889,-5.444445,3
59,99,0.82963,2.037037,0.111111,5.555555,-4.777778,3
41,75,19.136257,55,47.444443,65.44444,-8.666667,3
17,108,0.64693,1.851852,0.555556,3.333333,-0.555556,3
4,96,2.962964,3.555556,0.888889,7.777778,-4.666666,3
242,81,189.44075,41.925926,33.11111,55.555557,-14.444445,3
226,72,0.818518,4.518518,1.555556,9.444445,-5.888889,3
27,134,0.981307,8.703704,3.666667,15.888889,-6.444445,3
59,87,84.87777,17.11111,12.222222,23.444445,-4.333334,3
10,94,0.118519,2.259259,0.111111,6,-4.777778,3
71,95,3.62963,9.518518,4.777778,15.444445,-3.555556,3
197,105,15.662961,4.148148,1.666667,8.333334,-5.111111,3
19,133,0,0,0,0,0,3
68,127,0.975629,16.37037,10.888889,26.444445,-13.777778,3
97,123,0.018519,1.148148,0,3.444444,-3.444444,3
2,96,13.277781,5.222222,2.111111,9.777778,-4.333334,3
217,115,0.344445,1.888889,0.222222,4.666667,-3.333333,3
221,111,0.240741,1.333333,0,4,-4,3
31,96,3.6,3.777778,1,8,-4.333334,3
226,110,0.088889,1.666667,0.111111,4.444445,-3.666667,3
82,120,46.933327,6.962963,3.333333,12.777778,-6.555555,3
201,120,14.774076,3.740741,1.444444,7.666666,-4.888889,3
33,131,0.807373,0.740741,0.222222,1.777778,-1.555556,3
51,115,0.488889,2.703704,0.555556,5.666666,-2.444444,3
130,102,73.7963,14.37037,10.111111,20.222221,-4.777778,3
224,95,0.474074,3.518518,0.888889,7.222222,-3.222222,3
115,111,0.403687,18.037037,9.666667,30.11111,-11.111111,3
55,108,22.507414,8.666667,5.111111,14.111111,-5.666666,3
35,107,14.967619,9.518518,7.333334,12.222222,-1.555556,3
226,84,3.974073,4.555555,1.555556,9,-4.333334,3
235,88,0.240741,2.777778,0.444444,6.444445,-4,3
227,69,45.929623,11.074074,6.888889,16,-2.222222,3
88,136,1.149879,8,4.111111,13.222222,-4,3
224,73,1.277778,5.814815,2.333334,10.666667,-4.111111,3
140,125,0.222222,3.925926,1.555556,7.777778,-4.444445,3
123,143,0.389682,0.407407,0,1.222222,-1.222222,3
98,126,0.712325,2.777778,0.555556,5.222222,-0.666667,3
11,118,0.151852,0.703704,0,2,-1.777778,3
32,95,1.040741,3.148148,0.777778,7.444445,-5.777778,3
68,107,3.14074,1.777778,0.222222,4.555555,-3.666667,3
44,123,0.996296,1.481481,0.222222,3.666667,-2.777778,3
108,146,0,0,0,0,0,3
3,106,0.172133,0.555556,0,1.666667,-1.666667,3
214,121,0.062963,1.148148,0,3.333333,-3.111111,3
235,120,0.340741,1.444444,0,4,-3.333333,3
3,91,5.051852,5.62963,1.888889,10.666667,-3.888889,3
55,80,4.3,7.074074,2.888889,12.444445,-3.555556,3
96,133,0.018519,0.481482,0,1.444444,-1.444444,3
75,113,4.122656,27.88889,17.11111,44.22222,-16.666666,3
40,95,1.574074,4.62963,1,9.222222,-2.888889,3
101,137,0.501848,1.148148,0.222222,2.666667,-1.777778,3
6,118,0.136083,0.037037,0,0.111111,-0.111111,3
240,79,40.862957,32.77778,24.333334,45.77778,-13.666667,3
21,122,0.403687,0.555556,0,1.222222,-0.333333,3
76,138,3.879672,16.518518,9.888889,24.777779,-4.888889,3
230,124,0.107407,0.666667,0,2,-2,3
106,107,0.720082,22.555555,13,36,-11.666667,3
118,85,4.418521,8.185185,3.555556,14.888889,-6.222222,3
199,100,1.440741,6.074074,2.777778,11.555555,-6.555555,3
76,106,3.544443,3.666667,1,7.888889,-4.666666,3
226,110,0.088889,1.666667,0.111111,4.444445,-3.666667,3
6,81,8.740745,12.481482,7.666666,18.88889,-4.777778,3
45,108,12.795401,49.814816,41.77778,61.11111,-9.777778,3
71,125,0.471405,16.407408,12.444445,23.666666,-9.888889,3
37,104,9.713106,18.62963,14.888889,23.444445,-3.222222,3
74,129,0.02963,0.518518,0,1.555556,-1.555556,3
98,144,0.02963,1,0,3,-3,3
132,124,0.074074,1.074074,0,3.222222,-3.222222,3
237,106,0.151852,2.407408,0.444444,6.111111,-5.222222,3
241,137,18.685184,5,2.555556,9,-4.666666,3
19,145,1.674074,2.074074,0.666667,3.555556,-0.222222,3
58,124,1.140741,1.148148,0.111111,2.777778,-1.777778,3
83,83,0.785184,49.851852,46,59.555557,-17.555555,4
198,127,4.385187,40.74074,38,48.22222,-14.222222,4
79,28,3.761896,62.407406,53.444443,79.111115,-23.222221,4
144,139,3.944446,64.666664,57.88889,78.77778,-22,4
47,96,0.574134,61.925926,54.444443,77,-22.777779,4
155,138,0.666661,69.48148,63.88889,82.55556,-22.444445,4
118,126,0.4,20.555555,16.11111,28.666666,-11,4
227,132,1.38243,38.77778,33.22222,49.22222,-14.666667,4
248,103,0.574134,35.62963,30.777779,45.22222,-14.222222,4
