@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
179,101,134.92592,131.11111,-25.444445,-11.444445,2
242,57,92.92593,83,-49.444443,-29.777779,2
17,18,125.62963,120.888885,-34.88889,-14.222222,2
181,87,135.40741,131.88889,-22.555555,-10.555555,2
56,32,112.03704,104.333336,-38.444443,-23.11111,2
231,49,120.703705,114.666664,-37.77778,-18.11111,2
152,18,112.111115,108.666664,-44.666668,-10.333333,2
252,27,136.2963,133,-17.88889,-9.888889,2
226,83,90.62963,80.44444,-48.22222,-30.555555,2
120,51,124.40741,118.888885,-33.555557,-16.555555,2
53,78,106.85185,101.666664,-40.88889,-15.555555,2
143,34,125.48148,120.77778,-35.444443,-14.111111,2
122,11,143.44444,142.55556,-19.666666,-2.666667,2
224,34,123.22222,118.22222,-35.333332,-15,2
67,71,125.96296,121.44444,-31.222221,-13.555555,2
83,54,109.96296,104.888885,-37.22222,-15.222222,2
121,55,103.07407,95.111115,-39.22222,-23.88889,2
3,21,130.14815,126.44444,-28.11111,-11.111111,2
201,92,90.333336,80.66667,-46.333332,-29,2
222,54,134.33333,129.88889,-20.333334,-13.333333,2
174,50,107.44444,101.888885,-38.333332,-16.666666,2
216,15,106.51852,97.55556,-46.88889,-26.88889,2
6,54,116.77778,108.77778,-23,-24,2
59,96,111.59259,103.22222,-24.444445,-25.11111,2
245,23,123,118.22222,-36,-14.333333,2
58,19,129.92592,126.111115,-26.777779,-11.444445,2
105,65,123,117.333336,-34,-17,2
248,13,104.111115,95.666664,-47.666668,-25.333334,2
231,13,118.666664,113.666664,-36.333332,-15,2
27,62,125.333336,120.77778,-28.666666,-13.666667,2
248,53,134.77777,130.33334,-19.666666,-13.333333,2
143,20,127.333336,122.55556,-31.666666,-14.333333,2
244,79,89.44444,79.44444,-47.666668,-30,2
102,30,125.40741,120.111115,-30.88889,-15.888889,2
91,19,126.666664,122.111115,-33.666668,-13.666667,2
126,20,126.55556,121.666664,-32.666668,-14.666667,2
93,29,128.48148,123.666664,-28.444445,-14.444445,2
171,15,113.74074,109.111115,-40.88889,-13.888889,2
65,70,112.51852,105.77778,-25.555555,-20.222221,2
68,80,111.07407,103,-24.555555,-24.222221,2
117,44,106,98.22222,-39,-23.333334,2
122,11,143.44444,142.55556,-19.666666,-2.666667,2
164,45,101.92593,93.111115,-41.444443,-26.444445,2
91,54,110,105,-36.333332,-15,2
163,43,126.48148,121.55556,-27.444445,-14.777778,2
79,62,110.18519,102.77778,-28.555555,-22.222221,2
156,32,136.2963,132.77779,-19.555555,-10.555555,2
251,24,121.62963,116.333336,-32.555557,-15.888889,2
169,98,92.333336,82.77778,-45,-28.666666,2
173,113,133.11111,129,-25.333334,-12.333333,2
31,42,127.03704,122.333336,-30.11111,-14.111111,2
245,47,134.77777,131.11111,-22,-11,2
63,33,111.333336,104.22222,-40.666668,-21.333334,2
141,31,126.81481,122.111115,-29.11111,-14.111111,2
11,50,109.25926,103.55556,-46.11111,-17.11111,2
252,71,89.14815,79.111115,-49.11111,-30.11111,2
235,46,114.62963,110.111115,-41.22222,-13.555555,2
112,35,127.55556,122.666664,-30.333334,-14.666667,2
206,57,122.333336,116.666664,-33,-17,2
63,13,141.81482,139.44444,-14.111111,-7.111111,2
18,13,140.25926,137.33334,-17.777779,-8.777778,2
7,18,138.62962,135,-15.888889,-10.888889,2
86,67,108.85185,101.55556,-28.222221,-21.88889,2
53,53,113.14815,104.888885,-26.444445,-24.777779,2
197,58,122.25926,117.55556,-35.444443,-14.111111,2
104,68,105.77778,97.333336,-32,-25.333334,2
92,56,126,121.44444,-30.333334,-13.666667,2
140,25,128,123.888885,-30.666666,-12.333333,2
48,81,112.92593,104.22222,-21.777779,-26.11111,2
206,30,123.333336,117.55556,-31.666666,-17.333334,2
26,90,113.111115,105.333336,-22.333334,-23.333334,2
116,35,125.18519,120.44444,-34.22222,-14.222222,2
143,24,127.62963,123.55556,-29.88889,-12.222222,2
1,45,122.85185,118,-36.88889,-14.555555,2
25,18,114.14815,107.666664,-35.11111,-19.444445,2
252,36,135.2963,131.22223,-20.222221,-12.222222,2
74,88,110.59259,102.666664,-27.11111,-23.777779,2
192,51,108.74074,104,-40.555557,-14.222222,2
105,62,126.48148,121.55556,-26.777779,-14.777778,2
92,121,14.962963,11.888889,-16.222221,-9.222222,3
75,131,0.518518,0,-1.555556,-1.555556,3
55,93,3,1.222222,-7.333334,-5.333334,3
49,139,0.444444,0,-1.333333,-1.333333,3
9,80,23.62963,21.88889,-18.88889,-5.222222,3
240,75,38.037037,33.666668,-24.777779,-13.111111,3
234,122,2.259259,1,-5.111111,-3.777778,3
113,132,1.296296,0.444444,-3.888889,-2.555556,3
58,128,16.481482,13.444445,-19.11111,-9.111111,3
33,131,0.740741,0.222222,-1.555556,-1.555556,3
45,89,2.296296,0.333333,-6.555555,-5.888889,3
95,141,1.555556,0.888889,-4.333334,-2,3
220,120,1,0,-3,-3,3
45,126,10.185185,8.444445,-15.888889,-5.222222,3
231,124,3,1.666667,-4.666666,-4,3
14,90,5,5.111111,-7.333334,0.333333,3
140,124,2.518518,1.222222,-6.888889,-3.888889,3
234,110,1.814815,0.444444,-5.111111,-4.111111,3
10,94,2.259259,0.666667,-6.444445,-4.777778,3
17,108,1.851852,1.666667,-3.888889,-0.555556,3
100,115,2.740741,1.666667,-7.222222,-3.222222,3
123,143,0.407407,0,-1.222222,-1.222222,3
54,91,3.259259,1.222222,-8.111111,-6.111111,3
40,95,4.62963,3.666667,-10.888889,-2.888889,3
76,106,3.666667,2.111111,-8,-4.666666,3
3,78,79.666664,76.77778,-26.666666,-8.666667,3
44,123,1.481481,0.555556,-3.777778,-2.777778,3
76,138,16.518518,14.888889,-19.88889,-4.888889,3
1,81,21.333334,19.444445,-22,-5.666666,3
103,125,1.777778,1,-4,-2.333333,3
9,80,23.62963,21.88889,-18.88889,-5.222222,3
67,136,15.518518,12.222222,-19.555555,-9.888889,3
36,145,0.851852,0.777778,-1.555556,-0.222222,3
82,120,6.962963,4.777778,-10.888889,-6.555555,3
232,126,1.518519,0.555556,-3.222222,-2.888889,3
22,133,0,0,0,0,3
54,140,8.333333,7.222222,-13.666667,-3.333333,3
106,107,22.555555,18.666668,-28.666666,-11.666667,3
75,122,1.592593,0.333333,-4.777778,-3.777778,3
118,125,1.148148,0.333333,-3.444444,-2.444444,3
54,138,0.259259,0.111111,-0.777778,-0.444444,3
31,96,3.777778,2.333334,-8.333333,-4.333334,3
31,88,5.259259,4.111111,-11.111111,-3.444444,3
61,119,1.222222,0.333333,-3.333333,-2.666667,3
7,134,0.037037,0,-0.111111,-0.111111,3
3,106,0.555556,0,-1.666667,-1.666667,3
33,100,1.222222,0.777778,-3.333333,-1.333333,3
26,120,1.333333,0.555556,-3.666667,-2.333333,3
35,107,9.518518,9,-6.555555,-1.555556,3
18,70,21.037037,20.222221,-14.444445,-2.444444,3
82,138,1.407407,0.444444,-4.222222,-2.888889,3
18,90,2.814815,1,-6.777778,-5.444445,3
6,81,12.481482,10.888889,-14.444445,-4.777778,3
21,64,31,30.333334,-19,-2,3
129,91,44.296295,41.77778,-17.555555,-7.555555,3
98,133,0.962963,0.111111,-2.888889,-2.555556,3
96,133,0.481482,0,-1.444444,-1.444444,3
21,122,0.555556,0.444444,-1.666667,-0.333333,3
33,142,0.037037,0,-0.111111,-0.111111,3
118,133,0.740741,0,-2.222222,-2.222222,3
59,87,17.11111,15.666667,-14.666667,-4.333334,3
237,137,0.666667,0,-2,-2,3
113,130,0.888889,0.111111,-2.666667,-2.333333,3
94,127,2.740741,2.111111,-6.555555,-1.888889,3
100,111,4.888889,3.333333,-8,-4.666666,3
101,121,3.407408,3.111111,-6.888889,-0.888889,3
45,108,49.814816,46.555557,-24.11111,-9.777778,3
137,105,42.851852,40.11111,-21.222221,-8.222222,3
48,83,6.259259,4.666667,-12.111111,-4.777778,3
101,137,1.148148,0.555556,-2.777778,-1.777778,3
78,99,4.148148,2.333334,-9.111111,-5.444445,3
103,125,1.777778,1,-4,-2.333333,3
132,91,42.814816,39.88889,-20.777779,-8.777778,3
99,130,1.37037,0.666667,-3.777778,-2.111111,3
110,92,7.444445,6.444445,-12.666667,-3,3
56,107,7.962963,6.333334,-10.222222,-4.888889,3
4,96,3.555556,2,-8,-4.666666,3
58,95,4.444445,3.111111,-9.666667,-4,3
48,79,5.407407,3.888889,-10.888889,-4.555555,3
240,79,32.77778,28.222221,-25.333334,-13.666667,3
52,102,2.888889,1.666667,-6.666666,-3.666667,3
127,143,4.185185,2.222222,-9.888889,-5.888889,3
196,93,5,3.666667,-9,-4,3
11,118,0.703704,0.111111,-2.111111,-1.777778,3
1,81,21.333334,19.444445,-22,-5.666666,3
33,117,1.074074,0.111111,-3.222222,-2.888889,3
126,80,68.77778,66.44444,-25.333334,-7,3
207,97,2.62963,1.444444,-6.222222,-3.555556,3
226,69,23.814816,22.88889,-13.777778,-2.777778,3
109,146,0.037037,0,-0.111111,-0.111111,3
45,89,2.296296,0.333333,-6.555555,-5.888889,3
27,112,0.148148,0,-0.444444,-0.444444,3
230,124,0.666667,0,-2,-2,3
6,81,12.481482,10.888889,-14.444445,-4.777778,3
68,115,26.037037,20.666668,-22.777779,-16.11111,3
224,73,5.814815,4.444445,-10.444445,-4.111111,3
113,128,0.740741,0,-2.222222,-2.222222,3
64,114,29.814816,23.88889,-34.444443,-17.777779,3
90,116,18.74074,14.888889,-20.88889,-11.555555,3
18,123,1.074074,0.444444,-2.888889,-1.888889,3
96,119,1.444444,0.111111,-4.333334,-4,3
41,75,55,52.11111,-22.666666,-8.666667,3
88,136,8,6.666666,-11.666667,-4,3
98,126,2.777778,2.555556,-6.666666,-0.666667,3
96,96,6.296296,4.333334,-10.888889,-5.888889,3
16,82,8.481482,6.555555,-12.444445,-5.777778,3
2,96,5.222222,3.777778,-9.333333,-4.333334,3
14,71,31.851852,29.777779,-18.88889,-6.222222,3
224,95,3.518518,2.444444,-7.888889,-3.222222,3
97,123,1.148148,0,-3.444444,-3.444444,3
214,121,1.148148,0.111111,-3.444444,-3.111111,3
29,85,4.074074,3.333333,-5.888889,-2.222222,3
27,106,2.185185,1.333333,-5.555555,-2.555556,3
93,127,3.814815,3.333333,-7.444445,-1.444444,3
67,136,15.518518,12.222222,-19.555555,-9.888889,3
23,92,12.666667,10.555555,-11.666667,-6.333334,3
27,134,8.703704,6.555555,-15.111111,-6.444445,3
69,139,18.074074,15.666667,-6.222222,-7.222222,3
123,136,1.111111,0.222222,-3,-2.666667,3
226,84,4.555555,3.111111,-9,-4.333334,3
98,144,1,0,-3,-3,3
57,119,20.592592,15.888889,-25.11111,-14.111111,3
13,83,3.703704,3.555556,-6.444445,-0.444444,3
68,122,20.148148,15.111111,-17.777779,-15.111111,3
81,122,6.62963,5.222222,-9.888889,-4.222222,3
118,109,13.296296,10.555555,-18.88889,-8.222222,3
23,129,0.518518,0,-1.555556,-1.555556,3
115,138,0.777778,0,-2.333333,-2.333333,3
94,144,1.148148,0,-3.444444,-3.444444,3
140,125,3.925926,2.444444,-7.111111,-4.444445,3
6,118,0.037037,0,-0.111111,-0.111111,3
237,106,2.407408,0.666667,-5.888889,-5.222222,3
33,94,5.888889,6.666666,-8,2.333333,3
196,100,8.148149,6.444445,-10.444445,-5.111111,3
225,91,3.666667,1.888889,-7.666666,-5.333334,3
75,98,5.518518,3.777778,-9.555555,-5.222222,3
59,141,12.666667,11.555555,-14.333333,-3.333333,3
199,100,6.074074,3.888889,-9.888889,-6.555555,3
221,111,1.333333,0,-4,-4,3
201,86,13.407408,11.555555,-13.888889,-5.555555,3
37,103,3.851852,3.444444,-5.888889,-1.222222,3
33,98,2.037037,2,-4.444445,-0.111111,3
54,126,1.407407,0.555556,-4.222222,-2.555556,3
35,76,13.518518,12.666667,-15.222222,-2.555556,3
112,102,3.37037,1.888889,-8.444445,-4.444445,3
96,138,1.148148,0.555556,-3.111111,-1.777778,3
119,115,7.555555,6.222222,-12,-4,3
114,102,4.037037,2.666667,-9.111111,-4.111111,3
17,98,1.518519,1.333333,-3.555556,-0.555556,3
226,72,4.518518,2.555556,-8.888889,-5.888889,3
73,117,1.333333,0.222222,-3.333333,-3.333333,3
55,108,8.666667,6.777778,-10.666667,-5.666666,3
18,142,0.555556,0.222222,-1.333333,-1,3
242,81,41.925926,37.11111,-26.444445,-14.444445,3
25,138,5.185185,4.222222,-9.555555,-2.888889,3
52,102,2.888889,1.666667,-6.666666,-3.666667,3
139,121,3.703704,2.555556,-8.777778,-3.444444,3
74,122,16.148148,12.111111,-24.444445,-12.111111,3
41,75,55,52.11111,-22.666666,-8.666667,3
126,141,3.259259,1.666667,-8.444445,-4.777778,3
14,120,1.592593,0.888889,-4.777778,-2.111111,3
71,125,16.407408,13.111111,-11.888889,-9.888889,3
55,80,7.074074,5.888889,-12.555555,-3.555556,3
241,90,9,6.555555,-12.666667,-7.333334,3
25,91,3.888889,2.666667,-9,-3.666667,3
113,96,3.814815,1.777778,-8.111111,-6.111111,3
18,87,2.925926,1.888889,-5.111111,-3.111111,3
80,87,67.44444,64.55556,-26,-8.666667,3
98,107,8.703704,6.666666,-11.444445,-6.111111,3
228,123,0.703704,0.111111,-2.111111,-1.777778,3
42,138,0.296296,0.111111,-0.555556,-0.555556,3
95,127,0.62963,0,-1.888889,-1.888889,3
47,119,4.37037,4.222222,-6.777778,-0.444444,3
118,85,8.185185,6.111111,-13.888889,-6.222222,3
235,88,2.777778,1.444444,-7,-4,3
18,87,2.925926,1.888889,-5.111111,-3.111111,3
104,134,1.777778,1.333333,-5,-1.333333,3
86,140,9.925926,8.666667,-11.777778,-3.777778,3
28,114,1.851852,0.777778,-5.222222,-3.222222,3
239,123,1.518519,0.333333,-4.555555,-3.555556,3
78,100,4.592593,2.888889,-9.444445,-5.111111,3
127,120,1.518519,0.333333,-4.222222,-3.555556,3
103,130,0.777778,0,-2.333333,-2.333333,3
51,115,2.703704,1.888889,-6.444445,-2.444444,3
104,139,0.666667,0.222222,-2,-1.333333,3
127,143,4.185185,2.222222,-9.888889,-5.888889,3
63,122,0.333333,0,-1,-1,3
58,109,4.296296,3,-8.555555,-3.888889,3
108,146,0,0,0,0,3
68,127,16.37037,11.777778,-16.444445,-13.777778,3
59,120,19.074074,13.555555,-25.555555,-16.555555,3
49,116,3,2.111111,-6.333334,-2.666667,3
124,113,0.962963,0.111111,-2.888889,-2.555556,3
91,120,16.851852,13.555555,-16.88889,-9.888889,3
50,109,5.666666,4.777778,-9.333333,-2.666667,3
19,133,0,0,0,0,3
35,135,0.222222,0,-0.666667,-0.666667,3
90,122,16.185184,13,-17.88889,-9.555555,3
71,95,9.518518,8.333334,-14.222222,-3.555556,3
60,132,0.37037,0,-1.111111,-1.111111,3
18,83,14.37037,11.444445,-16.11111,-8.777778,3
226,110,1.666667,0.444444,-4.666666,-3.666667,3
49,112,3.814815,3.111111,-8.111111,-2.111111,3
75,113,27.88889,22.333334,-32.333332,-16.666666,3
205,83,23.296297,21.555555,-10.555555,-5.222222,3
230,124,0.666667,0,-2,-2,3
38,116,2.814815,2.222222,-6.777778,-1.777778,3
54,91,3.259259,1.222222,-8.111111,-6.111111,3
37,104,18.62963,17.555555,-11.222222,-3.222222,3
96,115,14.777778,13,-19,-5.333334,3
70,98,4.666666,3.555556,-10.333333,-3.333333,3
120,89,10.481482,8.555555,-14.111111,-5.777778,3
228,91,2.62963,1.222222,-6.555555,-4.222222,3
121,120,3.518518,2.888889,-7.222222,-1.888889,3
26,137,0.259259,0,-0.777778,-0.777778,3
86,136,12.185185,9,-16.555555,-9.555555,3
9,131,0,0,0,0,3
83,126,11.185185,8.333334,-17.88889,-8.555555,3
150,144,2.518518,0.888889,-7.222222,-4.888889,3
46,88,3.296296,1.555556,-7.888889,-5.222222,3
117,137,0.777778,0.111111,-2.333333,-2,3
221,107,2.222222,1,-5.666666,-3.666667,3
9,76,2.444444,1.777778,-4.666666,-2,3
230,98,1.407407,0.111111,-4.222222,-3.888889,3
235,81,3.481482,2,-7.444445,-4.444445,3
68,103,2.148148,0.666667,-6.111111,-4.444445,3
69,139,18.074074,15.666667,-6.222222,-7.222222,3
19,90,3.407408,1.444444,-7.555555,-5.888889,3
80,87,67.44444,64.55556,-26,-8.666667,3
14,136,0,0,0,0,3
87,135,0.962963,0.111111,-2.888889,-2.555556,3
138,137,7.62963,5.888889,-13.555555,-5.222222,3
194,124,2.814815,1.888889,-5.444445,-2.777778,3
93,147,7.703704,6.777778,-3.777778,-2.777778,3
23,129,0.518518,0,-1.555556,-1.555556,3
39,77,7.703704,6.777778,-13.444445,-2.777778,3
132,124,1.074074,0,-3.222222,-3.222222,3
68,107,1.777778,0.555556,-4.666666,-3.666667,3
139,128,5.296296,3.888889,-8.555555,-4.222222,3
101,121,3.407408,3.111111,-6.888889,-0.888889,3
23,113,1.407407,0.666667,-3.888889,-2.222222,3
2,88,7.777778,6.444445,-12.666667,-4,3
140,124,2.518518,1.222222,-6.888889,-3.888889,3
37,120,1.925926,1.111111,-5.111111,-2.444444,3
26,82,5.592593,4.777778,-11.444445,-2.444444,3
74,129,0.518518,0,-1.555556,-1.555556,3
81,145,13.444445,10.333334,-10.666667,-9.333333,3
30,91,6.259259,4.222222,-11.444445,-6.111111,3
130,102,14.37037,12.777778,-12.777778,-4.777778,3
201,120,3.740741,2.111111,-6.888889,-4.888889,3
233,97,2.111111,0.666667,-6,-4.333334,3
59,120,19.074074,13.555555,-25.555555,-16.555555,3
19,145,2.074074,2,-4.222222,-0.222222,3
81,126,2.962963,1.777778,-7.222222,-3.555556,3
203,93,6.777778,5.222222,-10.666667,-4.666666,3
206,80,10.037037,8.444445,-10.444445,-4.777778,3
197,105,4.148148,2.444444,-7.444445,-5.111111,3
58,109,4.296296,3,-8.555555,-3.888889,3
68,103,2.148148,0.666667,-6.111111,-4.444445,3
241,137,5,3.444444,-7.333334,-4.666666,3
39,124,7.592593,5.777778,-10.444445,-5.444445,3
108,144,0.962963,0,-2.888889,-2.888889,3
70,122,19.88889,16.666668,-6,-9.666667,3
6,120,1.148148,0.222222,-2.777778,-2.777778,3
231,124,3,1.666667,-4.666666,-4,3
59,99,2.037037,0.444444,-5.777778,-4.777778,3
20,117,0,0,0,0,3
226,110,1.666667,0.444444,-4.666666,-3.666667,3
245,73,46.666668,37.77778,-43.666668,-26.666666,3
74,129,0.518518,0,-1.555556,-1.555556,3
133,102,44.037037,42,-19.777779,-6.111111,3
45,108,49.814816,46.555557,-24.11111,-9.777778,3
53,135,0.740741,0.111111,-2.222222,-1.888889,3
17,85,1.777778,1.444444,-4,-1,3
37,76,8.259259,7.666666,-13.444445,-1.777778,3
17,124,1.148148,0.555556,-2.777778,-1.777778,3
20,70,18.592592,18.222221,-14.777778,-1.111111,3
5,118,0.925926,0.222222,-2.777778,-2.111111,3
140,125,3.925926,2.444444,-7.111111,-4.444445,3
33,132,1.962963,1,-3.888889,-2.888889,3
33,142,3.851852,2.666667,-6.555555,-3.555556,3
128,116,1.962963,0.666667,-5.222222,-3.888889,3
31,68,47.185184,42.88889,-25.88889,-12.888889,3
254,73,34.703705,26.222221,-42.444443,-25.444445,3
124,101,10.185185,9.222222,-13.222222,-2.888889,3
58,125,18.555555,13.888889,-22.333334,-14,3
132,134,6.185185,4.888889,-11.888889,-3.888889,3
3,91,5.62963,4.333334,-11.222222,-3.888889,3
59,99,2.037037,0.444444,-5.777778,-4.777778,3
204,116,2.185185,1.111111,-5.555555,-3.222222,3
96,130,2.407408,1.777778,-5.888889,-1.888889,3
215,123,1.37037,0.333333,-4.111111,-3.111111,3
58,124,1.148148,0.555556,-3.111111,-1.777778,3
32,95,3.148148,1.222222,-7.111111,-5.777778,3
17,110,3.962963,4,-7.555555,0.111111,3
7,90,4.666666,5.666666,-6.333334,3,3
195,99,6.740741,5.222222,-9.888889,-4.555555,3
224,124,43.148148,37.555557,-11.777778,-16.777779,4
79,44,58.666668,50.333332,-25.666666,-25,4
199,97,47.814816,43.333332,-5.444445,-13.444445,4
86,20,65.18519,57.444443,-26.222221,-23.222221,4
112,90,65.18519,58.11111,-22.555555,-21.222221,4
189,124,38.592594,33.666668,-8.111111,-14.777778,4
68,157,21.444445,17.444445,-13.666667,-12,4
208,65,56.703705,53,-12.111111,-11.111111,4
19,62,62.814816,54.666668,-27.11111,-24.444445,4
69,68,56.296295,48.666668,-21.222221,-22.88889,4
80,72,59,51.22222,-23,-23.333334,4
151,101,31.185184,26.88889,-11.888889,-12.888889,4
127,118,34.333332,30.555555,-10.666667,-11.333333,4
139,115,46.74074,41.444443,-12.888889,-15.888889,4
212,152,26.555555,21.666666,-18.666666,-14.666667,4
8,162,8.37037,6.444445,-5.111111,-5.777778,4
79,28,62.407406,54.666668,-26.88889,-23.222221,4
190,136,4.851852,3.111111,-5.888889,-5.222222,4
208,65,56.703705,53,-12.111111,-11.111111,4
237,137,36.925926,33.555557,-6.111111,-10.111111,4
183,153,28,23.88889,-20,-12.333333,4
176,100,55.37037,48.88889,-15.111111,-19.444445,4
136,45,53.074074,47.333332,-14.888889,-17.222221,4
169,66,51.592594,45.77778,-11.444445,-17.444445,4
42,57,65.703705,58.22222,-18.777779,-22.444445,4
34,13,70.37037,62.333332,-29.11111,-24.11111,4
75,65,57.74074,50.11111,-21.88889,-22.88889,4
68,128,35.592594,30.88889,-10.444445,-14.111111,4
112,38,64.62963,57.22222,-19.222221,-22.222221,4
38,94,68.111115,60.555557,-21,-22.666666,4
242,81,38.25926,33,-11.111111,-15.777778,4
198,127,40.74074,36,-8.222222,-14.222222,4
44,50,65.111115,57.666668,-23.333334,-22.333334,4
168,77,59.555557,53.11111,-16,-19.333334,4
118,21,65.888885,59.11111,-19.666666,-20.333334,4
201,125,43.37037,39.444443,-5.111111,-11.777778,4
103,65,60.148148,52.77778,-19.11111,-22.11111,4
92,70,61.11111,52.88889,-23,-24.666666,4
39,138,54.62963,48,-16.555555,-19.88889,4
238,98,52.851852,46.333332,-15.888889,-19.555555,4
112,90,65.18519,58.11111,-22.555555,-21.222221,4
14,146,10.592592,8.111112,-7.777778,-7.444445,4
75,90,48.22222,42,-21,-18.666666,4
140,73,46.296295,42.11111,-1.888889,-12.555555,4
160,73,58.814816,52.333332,-14.444445,-19.444445,4
163,68,56.77778,50.11111,-14.333333,-20,4
163,68,56.77778,50.11111,-14.333333,-20,4
99,103,64.44444,56.88889,-18.333334,-22.666666,4
66,160,22.851852,18.777779,-13.888889,-12.222222,4
67,34,54.25926,46.22222,-24.11111,-24.11111,4
147,34,47.592594,41.666668,-19.444445,-17.777779,4
183,105,65.55556,57.88889,-16.666666,-23,4
152,98,28.777779,24.333334,-11.666667,-13.333333,4
151,89,31.703703,26.777779,-13.111111,-14.777778,4
128,161,7.148148,5,-4.777778,-6.444445,4
158,76,34.851852,30.666666,-8.888889,-12.555555,4
141,17,44.592594,39.444443,-12.777778,-15.444445,4
228,42,44.555557,40,-15,-13.666667,4
187,80,40.51852,36.11111,-8.222222,-13.222222,4
11,62,66.77778,58.22222,-28,-25.666666,4
81,158,21.037037,17.333334,-12.777778,-11.111111,4
236,117,45.88889,39.666668,-19,-18.666666,4
162,66,42.592594,39,-4.777778,-10.777778,4
124,162,10.037037,7.555555,-6.111111,-7.444445,4
79,28,62.407406,54.666668,-26.88889,-23.222221,4
74,127,45.25926,39,-17.444445,-18.777779,4
220,111,29.592592,25.11111,-12.444445,-13.444445,4
39,17,71.18519,62.88889,-23.555555,-24.88889,4
216,78,36.11111,31,-14.333333,-15.333333,4
70,38,58,49.666668,-24,-25,4
83,133,48.666668,41.88889,-21.333334,-20.333334,4
78,85,48.88889,42.666668,-19.333334,-18.666666,4
152,83,26.518518,23,-9.555555,-10.555555,4
20,122,60.74074,52.444443,-27.555555,-24.88889,4
41,101,64.37037,56.77778,-22.444445,-22.777779,4
105,111,60.185184,52.444443,-20.88889,-23.222221,4
4,126,57.814816,50.666668,-16.444445,-21.444445,4
56,107,49.814816,44.88889,-10.777778,-14.777778,4
180,116,33.185184,28.777779,-12.222222,-13.222222,4
48,139,48.22222,41.666668,-17,-19.666666,4
72,32,56.37037,47.77778,-23.444445,-25.777779,4
130,32,59.48148,53.333332,-15.777778,-18.444445,4
45,149,16.814816,13.222222,-10.111111,-10.777778,4
137,147,27.222221,22.444445,-20,-14.333333,4
224,124,43.51852,37.444443,-20.222221,-18.222221,4
153,116,29.444445,25,-13.333333,-13.333333,4
233,154,33,27.333334,-23.666666,-17,4
60,126,20.11111,16.555555,-11,-10.666667,4
187,120,60.037037,53.88889,-9.444445,-18.444445,4
183,66,42.11111,38.88889,-1.666667,-9.666667,4
45,67,64.74074,56.666668,-22.88889,-24.222221,4
7,154,50.703705,43.555557,-18.444445,-21.444445,4
174,75,41.11111,37.333336,-2.333333,-11.333333,4
187,75,39.703705,35.11111,-11.777778,-13.777778,4
144,139,64.666664,57.333332,-20.333334,-22,4
49,42,58.88889,51.444443,-24.666666,-22.333334,4
252,76,42.296295,36.77778,-18.88889,-16.555555,4
146,125,69.333336,61.666668,-18.333334,-23,4
83,143,50.37037,43.333332,-22.11111,-21.11111,4
197,123,44.814816,39.555557,-11.111111,-15.777778,4
227,132,38.77778,33.88889,-16.666666,-14.666667,4
189,79,41.407406,36.555557,-10.222222,-14.555555,4
55,145,26.777779,22.777779,-7.666666,-12,4
202,71,38.37037,35.11111,-1.444444,-9.777778,4
197,121,41.037037,36.22222,-10.777778,-14.444445,4
104,129,37.88889,33.11111,-14.333333,-14.333333,4
22,87,64.03704,56,-24.777779,-24.11111,4
27,57,70.37037,61,-31.11111,-28.11111,4
162,159,26.11111,23.555555,-2.666667,-7.666666,4
14,146,10.592592,8.111112,-7.777778,-7.444445,4
230,117,39.037037,33.77778,-16.444445,-15.777778,4
38,103,58.185184,51.666668,-14.555555,-19.555555,4
249,87,31.703703,27.444445,-10.444445,-12.777778,4
99,149,21.37037,17.444445,-14.111111,-11.777778,4
58,146,22.74074,18.555555,-13.888889,-12.555555,4
142,140,26.444445,23.555555,-9,-8.666667,4
105,69,59.555557,52,-18.333334,-22.666666,4
187,106,37.703705,33.22222,-10.777778,-13.444445,4
136,129,24.703703,20.11111,-16.777779,-13.777778,4
94,104,55.74074,48.77778,-20.555555,-20.88889,4
229,147,27.296297,22.333334,-19.222221,-14.888889,4
32,158,7.962963,5.666666,-4.888889,-6.888889,4
77,135,47.37037,40.444443,-19.11111,-20.777779,4
97,46,62.333332,54.666668,-27.333334,-23,4
114,145,61.11111,54.11111,-26,-21,4
120,108,58.074074,52,-16.222221,-18.222221,4
164,83,66.25926,58.88889,-18.11111,-22.11111,4
217,77,40.22222,35.22222,-9,-15,4
93,67,60.74074,53.333332,-23.222221,-22.222221,4
87,146,43.148148,36.666668,-18.777779,-19.444445,4
210,73,42.25926,38.88889,-5.111111,-10.111111,4
193,154,28.148148,23.333334,-19.777779,-14.444445,4
54,133,21.444445,18.666668,-4.666666,-8.333333,4
51,111,34.11111,29.777779,-11.333333,-13,4
212,68,37.962963,34.666668,-1.222222,-9.888889,4
179,133,36.77778,32,-14.333333,-14.333333,4
191,101,45.037037,39,-18.11111,-18.11111,4
191,119,39.851852,35.11111,-10.888889,-14.222222,4
21,123,19.296297,15.888889,-10.888889,-10.222222,4
201,125,42.814816,37.555557,-11.111111,-15.777778,4
109,130,13.037037,10.333334,-9.444445,-8.111111,4
80,77,59.11111,52.22222,-24,-20.666666,4
61,104,57.333332,51,-13.666667,-19,4
84,62,61.037037,53.444443,-22.777779,-22.777779,4
22,87,64.03704,56,-24.777779,-24.11111,4
