@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
72,1.144441,84,-42.666668,-2.22578,2
58,0.421638,117.111115,-35.666668,-2.349269,2
58,0.680414,104.44444,-38.22222,-2.375207,2
57,1.103866,119.44444,-33.77778,-2.341163,2
13,0.400002,126.111115,-32.22222,-2.355244,2
20,0.928959,122.55556,-31.666666,-2.326919,2
96,0.240741,103.22222,-24.444445,-2.085954,2
49,0.300001,120.44444,-29.555555,-2.263738,2
90,0.285185,105.333336,-22.333334,-2.078418,2
20,0.752773,120.44444,-33,-2.348006,2
29,0.429629,94.666664,-43.444443,-2.257217,2
94,0.507409,85.77778,-43.22222,-2.227114,2
16,1.155554,95,-44.88889,-2.302468,2
47,0.488889,87.333336,-43.666668,-2.223218,2
81,0.389683,101,-42.11111,-2.382261,2
24,1.140749,123.55556,-29.88889,-2.349252,2
45,0.54433,104.111115,-39.22222,-2.371807,2
32,0.557772,113.111115,-38.666668,-2.421193,2
39,0.583728,118.333336,-30.88889,-2.268113,2
34,0.632455,118.22222,-35.333332,-2.343381,2
79,0.403686,102.77778,-41.555557,-2.377965,2
33,0.349603,106.333336,-41.444443,-2.408019,2
66,0.607405,83.888885,-43,-2.224845,2
15,0.785184,128.33334,-27.666666,-2.341041,2
18,0.385184,107.666664,-35.11111,-2.278452,2
21,0.408248,122.666664,-33,-2.370372,2
78,2.290076,101.666664,-40.88889,-2.368082,2
65,0.711109,120,-31,-2.273744,2
21,0.408248,122.666664,-33,-2.370372,2
50,0.688533,116.55556,-36.555557,-2.325679,2
45,0.222219,93.111115,-41.444443,-2.238324,2
48,0.074074,116.77778,-30.444445,-2.278604,2
21,0.516396,122.55556,-33.22222,-2.339377,2
113,1.066667,129,-25.333334,-2.309551,2
48,0.355557,107.44444,-25,-2.090557,2
27,1.356739,117.77778,-33.333332,-2.334512,2
40,0.699204,105.77778,-44.11111,-2.419456,2
62,0.833334,121.55556,-26.777779,-2.275425,2
51,1.944436,121.77778,-28,-2.306687,2
18,0.272164,108.666664,-44.666668,-2.45498,2
38,0.68853,108.55556,-39.11111,-2.370002,2
58,0.533334,83.333336,-47.444443,-2.246316,2
47,0.38519,131.88889,-20.222221,-2.262555,2
65,1.224745,117.333336,-34,-2.303991,2
29,1.574082,123.666664,-28.444445,-2.29776,2
145,2.062963,0.777778,-1.555556,-2.53095,3
109,5.911112,4.777778,-9.333333,-2.413992,3
125,0.344265,0.333333,-3.444444,-2.175647,3
121,0.712325,13.555555,-25,-2.335871,3
97,0.474074,1.444444,-6.222222,-2.269023,3
75,99.0963,33.666668,-24.777779,-2.284187,3
138,1.185185,0.111111,-0.555556,-2.094395,3
96,2.251852,2,-8,-2.244482,3
66,5.289054,37.77778,-22.666666,-2.43063,3
91,9.040739,4.222222,-11.444445,-2.282744,3
115,2.792185,20.666668,-22.777779,-2.090649,3
131,1.095445,0.222222,-1.555556,-2.094395,3
90,3.211092,5.111111,-7.333334,-2.639389,3
116,0.922222,0.666667,-5.222222,-2.163434,3
110,1.902241,13.444445,-24,-2.321226,3
127,0.688531,2.111111,-6.555555,-2.408939,3
102,0.877778,2.666667,-9.111111,-2.316112,3
124,1.051852,1.222222,-6.888889,-2.267462,3
104,21.61858,17.555555,-11.222222,-2.42507,3
95,0.620633,2.222222,-4.777778,-2.552724,3
95,1.218518,3.666667,-10.888889,-2.429449,3
136,3.197221,12.222222,-19.555555,-2.307511,3
127,0.827759,11.777778,-16.444445,-2.035808,3
143,0.607407,2.222222,-9.888889,-2.257412,3
124,0.074074,0,-3.222222,-2.094395,3
142,1.408966,2.666667,-6.555555,-2.280603,3
80,71.5111,21.88889,-18.88889,-2.431513,3
101,59.496284,9.222222,-13.222222,-2.44804,3
102,0.566667,1.666667,-6.666666,-2.261719,3
115,1.414213,13,-19,-2.45904,3
96,7.51111,3.777778,-9.333333,-2.330693,3
76,1.811111,7.666666,-13.444445,-2.520215,3
123,0.166667,0.333333,-4.555555,-2.164094,3
124,0.074074,0.222222,-2.666667,-2.16176,3
116,1.096297,2.222222,-6.777778,-2.420258,3
125,0.3,0.222222,-4.111111,-2.130339,3
128,0.151852,0,-2.222222,-2.094395,3
125,0.691215,1,-4,-2.237562,3
112,0.272166,0,-0.444444,-2.094395,3
136,2.391343,9,-16.555555,-2.268991,3
125,0.90472,13.888889,-22.333334,-2.241956,3
98,39.288876,3.777778,-9.555555,-2.272973,3
102,90.91857,12.777778,-12.777778,-2.378944,3
103,0.962963,0.666667,-6.111111,-2.185466,3
109,1.677777,3,-8.555555,-2.283787,3
103,3.421609,3.444444,-5.888889,-2.497929,3
79,0.533333,3.333333,-8.555555,-2.288981,3
108,15.930981,46.555557,-24.11111,-2.360491,3
95,3.288889,3.888889,-8.888889,-2.326455,3
129,0.151852,0,-1.555556,-2.094395,3
90,0.222222,1,-6.777778,-2.164323,3
105,650.42957,40.11111,-21.222221,-2.380238,3
96,6.162962,2.333334,-8.333333,-2.268209,3
95,0.685186,3.111111,-9.666667,-2.333804,3
136,1.333333,0.222222,-3,-2.110974,3
123,0.207407,0.111111,-2.111111,-2.123254,3
119,0.951852,0.333333,-3.333333,-2.133095,3
112,1.718518,3.111111,-8.111111,-2.435718,3
123,0.044444,0.333333,-4.111111,-2.169865,3
135,0.177778,0.111111,-2.888889,-2.117548,3
68,338.64075,42.88889,-25.88889,-2.308656,3
122,0.691215,13,-17.88889,-2.247266,3
128,1.68215,13.444445,-19.11111,-2.3163,3
64,17.629103,30.333334,-19,-2.593825,3
100,0.365148,0.777778,-3.333333,-2.337096,3
117,0,0,0,0,3
144,0.088889,0,-3,-2.094395,3
134,1.544444,4.888889,-11.888889,-2.386611,3
130,0.389682,0,-2.333333,-2.094395,3
126,6.296297,0.555556,-3.222222,-2.107303,3
129,0.02963,0,-1.555556,-2.094395,3
146,0.136083,0,-0.111111,-2.094395,3
120,1.869838,13.555555,-25.555555,-2.231261,3
81,263.09634,41,-23,-2.476481,3
91,0.311111,1.888889,-7.666666,-2.217735,3
120,0.296296,0.888889,-4.777778,-2.315721,3
84,2.696297,3.111111,-9,-2.305729,3
103,0.962963,0.666667,-6.111111,-2.185466,3
79,155.3222,28.222221,-25.333334,-2.286295,3
69,1039.5408,22.88889,-13.777778,-2.488979,3
70,6.948753,20.222221,-14.444445,-2.514204,3
122,7.574073,1,-5.111111,-2.173204,3
92,3.529629,6.444445,-12.666667,-2.452176,3
98,0.730297,1.333333,-3.555556,-2.4238,3
143,0.607407,2.222222,-9.888889,-2.257412,3
124,0.785185,0.555556,-2.777778,-2.16921,3
124,4.544838,5.777778,-10.444445,-2.265747,3
91,377.9295,41.77778,-17.555555,-2.320272,3
138,0.418519,0.111111,-0.777778,-2.181439,3
134,1.06284,6.555555,-15.111111,-2.343004,3
124,1.051852,1.222222,-6.888889,-2.267462,3
87,70.02964,15.666667,-14.666667,-2.418074,3
130,0.544331,0.666667,-3.777778,-2.239029,3
83,1.688889,4.666667,-12.111111,-2.345005,3
121,0.074074,0.111111,-3.444444,-2.132635,3
145,2.062963,0.777778,-1.555556,-2.53095,3
102,0.474074,1.888889,-8.444445,-2.275159,3
95,3.555556,8.333334,-14.222222,-2.445012,3
126,0.574134,8.333334,-17.88889,-2.313534,3
137,0.177777,5.888889,-13.555555,-2.360782,3
120,0.077778,0.222222,-2.777778,-2.057287,3
140,2.678447,8.666667,-11.777778,-2.417818,3
141,0.82963,1.666667,-8.444445,-2.257122,3
110,0.211111,0.444444,-4.666666,-2.155984,3
122,0,0,-1,-2.094395,3
79,1.322222,3.888889,-10.888889,-2.339798,3
81,205.36296,19.444445,-22,-2.438409,3
80,71.5111,21.88889,-18.88889,-2.431513,3
119,1.721326,15.888889,-25.11111,-2.268148,3
126,0.166667,0.555556,-4.222222,-2.229939,3
124,0.151852,0,-2,-2.094395,3
89,11.85555,8.555555,-14.111111,-2.356793,3
122,42.255566,5.222222,-9.888889,-2.349017,3
137,0.044444,0,-2,-2.094395,3
119,0.207407,0.111111,-4.333334,-2.11372,3
90,0.222222,1,-6.777778,-2.164323,3
113,0.488889,0.666667,-3.888889,-2.237562,3
140,1.047042,7.222222,-13.666667,-2.442323,3
73,12.33003,26.222221,-42.444443,-2.255561,3
111,1.041722,14.333333,-25.11111,-2.333318,3
144,0.151852,0.888889,-7.222222,-2.212162,3
129,0.151852,0,-1.555556,-2.094395,3
88,0.32963,1.444444,-7,-2.269545,3
142,0.151852,0.222222,-1.333333,-2.159563,3
122,0.403687,0.444444,-1.666667,-2.444563,3
80,1.1,5.888889,-12.555555,-2.417517,3
118,0.088889,0.222222,-2.777778,-2.17128,3
110,2.996295,4,-7.555555,-2.618651,3
85,3.050805,3.333333,-5.888889,-2.369864,3
136,0.107407,0.111111,-1.777778,-2.094395,3
121,0.833334,2.555556,-8.777778,-2.351514,3
97,0.207407,0.666667,-6,-2.191382,3
119,1.38243,4.222222,-6.777778,-2.587228,3
124,1.678844,12.333333,-21.333334,-2.396682,3
111,0.240741,0,-4,-2.094395,3
93,0.922222,3.666667,-9,-2.329423,3
134,0.278887,1.333333,-5,-2.422506,3
118,0.062963,0.111111,-2.111111,-2.132635,3
75,31.71359,52.11111,-22.666666,-2.356754,3
115,0.385185,0.777778,-5,-2.216604,3
136,3.197221,12.222222,-19.555555,-2.307511,3
76,201.72226,12.666667,-15.222222,-2.523325,3
115,0.32963,1.666667,-7.222222,-2.321865,3
127,0.02963,0,-1.888889,-2.094395,3
132,0.998146,1,-3.888889,-2.152432,3
123,0.077778,0,-3.444444,-2.094395,3
88,1.98889,4.111111,-11.111111,-2.396657,3
120,9.618522,2.111111,-6.888889,-2.180291,3
83,0.632455,3.555556,-6.444445,-2.573381,3
106,0.172133,0,-1.666667,-2.094395,3
122,0.403687,0.444444,-1.666667,-2.444563,3
73,1.066666,4.444445,-10.444445,-2.355641,3
120,1.869838,13.555555,-25.555555,-2.231261,3
81,205.36296,19.444445,-22,-2.438409,3
99,14.774076,2.333334,-9.111111,-2.255673,3
109,1.677777,3,-8.555555,-2.283787,3
87,1386.3292,64.55556,-26,-2.422127,3
99,0.355556,0.444444,-5.777778,-2.149743,3
85,0.720082,1.444444,-4,-2.377624,3
144,0.166667,0,-3.444444,-2.094395,3
117,0.774074,0.222222,-3.333333,-2.094395,3
114,0.255555,0.777778,-5.222222,-2.222661,3
124,0.151852,0,-2,-2.094395,3
130,0.655461,1.777778,-5.888889,-2.366216,3
107,17.54708,9,-6.555555,-2.492965,3
81,28.50741,10.888889,-14.444445,-2.388561,3
124,0.907407,1.888889,-5.444445,-2.284608,3
115,0.685185,1.888889,-6.444445,-2.358386,3
144,0.074074,0,-2.888889,-2.094395,3
70,6.916698,18.222221,-14.777778,-2.589111,3
127,0.788811,3.333333,-7.444445,-2.474562,3
76,1.861899,1.777778,-4.666666,-2.340801,3
72,1.44074,2.555556,-8.888889,-2.216721,3
108,15.930981,46.555557,-24.11111,-2.360491,3
75,31.71359,52.11111,-22.666666,-2.356754,3
120,1.055556,0.555556,-3.666667,-2.178769,3
96,0.3,4.333334,-10.888889,-2.275792,3
137,0.02963,0,-0.777778,-2.094395,3
98,1.318518,3.555556,-10.333333,-2.395422,3
111,19.496296,3.333333,-8,-2.216473,3
132,0.785185,0.111111,-1.888889,-2.094395,3
147,3.215702,6.777778,-3.777778,-2.064514,3
82,66.65185,6.555555,-12.444445,-2.320628,3
129,0.02963,0,-1.555556,-2.094395,3
137,37.500004,3.444444,-7.333334,-2.193967,3
91,0.996296,2.666667,-9,-2.354575,3
115,2.936362,6.222222,-12,-2.390992,3
80,36.12222,8.444445,-10.444445,-2.326257,3
127,0.490653,13.666667,-25.777779,-2.326275,3
125,0.490654,13.111111,-11.888889,-1.793403,3
91,1.955556,4.333334,-11.222222,-2.383949,3
144,0.166667,0,-3.444444,-2.094395,3
90,2.018434,5.666666,-6.333334,-3.044175,3
120,0.879815,2.888889,-7.222222,-2.433795,3
116,1.318519,2.111111,-6.333334,-2.313013,3
138,0.385185,0.444444,-4.222222,-2.173961,3
142,0.02963,0,-0.111111,-2.094395,3
107,0.421637,18.666668,-28.666666,-2.354617,3
78,662.35547,76.77778,-26.666666,-2.411645,3
73,0.862962,3.111111,-9.222222,-2.268176,3
141,1.278019,11.555555,-14.333333,-2.451571,3
91,0.385185,1.222222,-6.555555,-2.225735,3
110,0.566667,0.444444,-5.111111,-2.152507,3
120,0.772202,13.555555,-16.88889,-2.230821,3
80,409.39636,66.44444,-25.333334,-2.434193,3
94,1.64204,6.666666,-8,-2.869948,3
136,0,0,0,0,3
111,1.396296,0.333333,-3.888889,-2.139494,3
95,0.251852,4.555555,-12.444445,-2.322295,3
135,0.088889,0.111111,-2.222222,-2.137446,3
126,0.285185,1.777778,-7.222222,-2.289097,3
139,1.668887,15.666667,-6.222222,-1.702833,3
122,3.781044,16.666668,-6,-1.540214,3
120,0.3,0.333333,-4.333334,-2.156366,3
137,0.250924,0.111111,-2.333333,-2.123254,3
81,0.296296,2,-7.444445,-2.248134,3
99,4.651851,5.222222,-9.888889,-2.318885,3
137,0.809664,0.555556,-2.777778,-2.200588,3
118,0.136083,0,-0.111111,-2.094395,3
83,121.24443,21.555555,-10.555555,-2.321343,3
85,6.818519,6.111111,-13.888889,-2.329093,3
109,3.084009,10.555555,-18.88889,-2.344093,3
131,0,0,0,0,3
132,0.02963,0,-1.111111,-2.094395,3
107,17.12963,6.666666,-11.444445,-2.280146,3
139,1.668887,15.666667,-6.222222,-1.702833,3
88,5.855556,6.444445,-12.666667,-2.394493,3
124,6.433335,1.666667,-4.666666,-2.118937,3
87,1.746955,1.888889,-5.111111,-2.229493,3
123,0.211111,0.222222,-3.555556,-2.142674,3
93,11.674076,5.222222,-10.666667,-2.332766,3
126,1.797117,8.444445,-15.888889,-2.449839,3
141,0.151852,0.888889,-4.333334,-2.285991,3
107,23.185177,6.333334,-10.222222,-2.291762,3
114,8.66859,23.88889,-34.444443,-2.295381,3
91,0.255556,1.222222,-8.111111,-2.186723,3
125,0.691215,1,-4,-2.237562,3
132,0.534027,0.444444,-3.888889,-2.204847,3
145,4.385186,2,-4.222222,-2.569768,3
143,0.136083,0,-1.222222,-2.094395,3
122,1.996293,15.111111,-17.777779,-2.06017,3
71,16.536379,29.777779,-18.88889,-2.401825,3
114,0.062963,0.555556,-2.888889,-2.02703,3
124,0.474074,0.555556,-3.111111,-2.18129,3
130,0.365148,0.111111,-2.666667,-2.123254,3
94,0.196296,0.666667,-6.444445,-2.189708,3
123,0.844444,0.555556,-3.777778,-2.16176,3
93,1.796296,1.222222,-7.333334,-2.18361,3
135,0.118519,0,-0.666667,-2.094395,3
137,0.018519,0,-0.666667,-2.094395,3
123,0.418518,0.444444,-2.888889,-2.16921,3
95,0.72963,2.444444,-7.888889,-2.348987,3
136,3.166959,15.666667,-7.666666,-1.61572,3
77,0.774074,6.777778,-13.444445,-2.467493,3
120,0.596296,0.333333,-4.222222,-2.133095,3
145,6.112829,10.333334,-10.666667,-2.06232,3
85,6.862964,2.666667,-8.888889,-2.271544,3
120,0.062963,0,-3,-2.094395,3
125,3.777778,2.444444,-7.111111,-2.234241,3
117,0.02963,0.111111,-3.222222,-2.132635,3
112,0.182574,0.111111,-1.333333,-2.151914,3
125,3.777778,2.444444,-7.111111,-2.234241,3
81,28.50741,10.888889,-14.444445,-2.388561,3
86,105.54074,11.555555,-13.888889,-2.363577,3
102,488.02975,42,-19.777779,-2.416817,3
133,0.02963,0,-1.444444,-2.094395,3
100,8.829631,2.888889,-9.444445,-2.28054,3
139,0.516398,0.222222,-2,-2.15073,3
90,63.76296,6.555555,-12.666667,-2.266389,3
100,6.02963,3.888889,-9.888889,-2.226247,3
136,2.112573,6.666666,-11.666667,-2.412671,3
128,12.433335,3.888889,-8.555555,-2.300368,3
77,1.574075,3.555556,-11.333333,-2.354881,3
120,0.462963,1.111111,-5.111111,-2.298085,3
100,68.87406,6.444445,-10.444445,-2.289874,3
121,0.888194,3.111111,-6.888889,-2.519165,3
99,14.774076,2.333334,-9.111111,-2.255673,3
91,0.255556,1.222222,-8.111111,-2.186723,3
139,0.088889,0,-1.333333,-2.094395,3
91,889.3629,39.88889,-20.777779,-2.346057,3
108,10.107411,6.777778,-10.666667,-2.275553,3
116,1.440741,1.111111,-5.555555,-2.24908,3
87,1386.3292,64.55556,-26,-2.422127,3
98,0.062963,0.111111,-4.222222,-2.11372,3
73,7.680904,37.77778,-43.666668,-2.251254,3
126,0.490653,2.555556,-6.666666,-2.536514,3
121,2.059306,11.888889,-16.222221,-2.235355,3
69,36.400005,10.333334,-12.555555,-2.481874,3
83,28.785189,11.444445,-16.11111,-2.274205,3
133,0,0,0,0,3
116,1.135293,14.888889,-20.88889,-2.259967,3
109,1.896296,0.777778,-4.888889,-2.146531,3
124,6.433335,1.666667,-4.666666,-2.118937,3
81,110.8778,37.11111,-26.444445,-2.274461,3
134,0.018519,0,-0.111111,-2.094395,3
88,1.274074,1.555556,-7.888889,-2.216544,3
102,0.566667,1.666667,-6.666666,-2.261719,3
68,1.344399,35.11111,-0.777778,-1.624846,4
96,0.879816,50.333332,-3.111111,-1.720468,4
137,1.088663,37.333336,-2.888889,-1.75799,4
152,3.262964,21.666666,-18.666666,-2.165731,4
62,0.389681,58.22222,-28,-2.124459,4
50,0.389682,57.666668,-23.333334,-2.107785,4
90,0.879814,58.11111,-22.555555,-2.108813,4
118,0.691215,30.555555,-10.666667,-2.077668,4
120,0.646929,53.88889,-9.444445,-1.892977,4
102,1.229628,44.555557,-16.444445,-2.009854,4
157,1.662962,17.444445,-13.666667,-2.1343,4
150,1.499999,16.777779,-13.555555,-2.134876,4
139,0.8,13,-11.777778,-2.118223,4
109,0.490653,35.666668,-17.11111,-2.068644,4
90,0.879814,58.11111,-22.555555,-2.108813,4
18,1.289561,59.77778,-27.88889,-2.123641,4
77,8.373016,30.444445,-7.666666,-2.12336,4
97,0.182574,43.333332,-5.444445,-1.836777,4
67,0.646929,56.666668,-22.88889,-2.076662,4
130,21.762964,10.333334,-9.444445,-2.137371,4
103,0.433334,56.88889,-18.333334,-2.022581,4
42,0.894428,51.444443,-24.666666,-2.125735,4
78,6.355548,31,-14.333333,-2.053834,4
67,1.187902,53.333332,-23.222221,-2.109804,4
76,3.065339,30.666666,-8.888889,-1.981499,4
34,0.779362,41.666668,-19.444445,-2.122875,4
125,0.760117,37.444443,-18,-2.096474,4
45,1.526313,47.333332,-14.888889,-2.045905,4
73,0.816495,38.88889,-5.111111,-1.893495,4
124,70.1963,37.555557,-11.777778,-1.980977,4
98,3.079803,29.88889,-8.888889,-1.96031,4
117,0.860663,33.77778,-16.444445,-2.106235,4
111,0.344265,29.777779,-11.333333,-2.005742,4
134,0.544332,41.77778,-21.11111,-2.086914,4
116,0.834444,25,-13.333333,-2.090781,4
124,0.490655,35.555557,-15.444445,-2.076967,4
15,0.54433,61.77778,-27.222221,-2.124981,4
76,0.327731,46.11111,-12.333333,-1.989922,4
127,59.54075,36,-8.222222,-1.908348,4
160,0.429629,18.777779,-13.888889,-2.138726,4
125,1.318521,58.555557,-15.444445,-1.9632,4
162,0.133333,6.444445,-5.111111,-2.044946,4
99,1.340259,47.77778,0,-1.567463,4
42,0.534027,24.11111,-11.444445,-2.061006,4
117,1.29386,27.333334,-11.444445,-2.088914,4
120,53.95558,34.77778,-11.666667,-2.046753,4
125,0.574133,53.77778,-25.11111,-2.145045,4
136,0.61111,3.111111,-5.888889,-2.123905,4
135,0.958394,40.444443,-19.11111,-2.06346,4
159,1.18165,18.88889,-0.555556,-1.596679,4
105,1.67778,39.666668,-13.555555,-1.996082,4
78,5.662962,25.11111,-15.222222,-2.066695,4
83,3.111112,44,-11.555555,-1.958524,4
110,0.596297,45.444443,-13.666667,-2.032518,4
64,1.020167,54.22222,-25,-2.118087,4
32,1.971088,47.77778,-23.444445,-2.060607,4
42,0.699206,31.777779,-14,-2.029552,4
17,1.108886,62.555557,-24.222221,-2.098521,4
123,1.718096,52.333332,-22.333334,-2.111941,4
127,1.24722,39,-17.444445,-2.061036,4
108,1.563473,52,-16.222221,-2.053869,4
48,0.250924,34.666668,-16.222221,-2.048732,4
13,0.54433,62.333332,-29.11111,-2.154989,4
34,0.836659,64.55556,-23.666666,-2.078154,4
103,1.396296,51.666668,-14.555555,-1.997589,4
70,0.107408,48.666668,-10.444445,-1.907955,4
121,2.678445,48.444443,-21.555555,-2.126943,4
36,1.22323,57.77778,-29.444445,-2.138581,4
62,0.772202,53.444443,-22.777779,-2.093744,4
149,0.266666,13.222222,-10.111111,-2.069251,4
89,0.389682,26.777779,-13.111111,-2.046542,4
19,0.886106,38.77778,-21.555555,-2.133676,4
15,1.0256,60.666668,-28.88889,-2.145323,4
83,0.566666,44,-11.333333,-1.973615,4
21,2.613357,35.77778,-10.888889,-1.990806,4
102,0.207407,50.11111,-17,-2.034054,4
129,1.096297,33.11111,-14.333333,-2.097799,4
94,0.779363,60.555557,-21,-2.068537,4
161,0.162963,5,-4.777778,-1.996307,4
65,25.537477,53,-12.111111,-1.970812,4
73,0.651852,52.333332,-14.444445,-1.996907,4
57,0.365148,58.22222,-18.777779,-2.030703,4
122,103.762955,31.88889,-10.555555,-2.035377,4
17,2.319004,39.444443,-12.777778,-2.030048,4
107,20.196299,44.88889,-10.777778,-1.991445,4
121,3.208784,47.22222,-20.333334,-2.110233,4
158,0.477778,6.222222,-3.777778,-1.904651,4
118,1.055555,48.77778,-14.888889,-2.007117,4
83,0.785184,58.88889,-18.11111,-2.027771,4
106,53.244434,33.22222,-10.777778,-2.010178,4
147,2.818517,22.444445,-20,-2.204575,4
68,0.962963,50.11111,-14.333333,-1.984308,4
79,0.755556,36.555557,-10.222222,-1.984583,4
125,5.725834,39.444443,-5.111111,-1.840579,4
121,1.925463,27.88889,-11.111111,-2.024268,4
77,0.557774,52.22222,-24,-2.143048,4
147,2.599144,43.11111,-18,-2.056377,4
80,0.505525,51.666668,-21.333334,-2.116351,4
17,0.807374,62.88889,-23.555555,-2.075161,4
154,3.200002,15.666667,-14.444445,-2.142529,4
125,1.344399,50.666668,-24,-2.112723,4
123,108.74074,46.333332,-14.444445,-1.994105,4
78,2.874073,38.444443,-8.111111,-1.886072,4
116,0.501848,41.555557,-13.444445,-2.038624,4
120,1.833839,42.444443,-9.222222,-1.910735,4
89,0.490653,24.666666,-11.111111,-2.048461,4
135,0.122224,62.22222,-18.777779,-2.024945,4
146,1.318517,17.666668,-13.777778,-2.164971,4
100,0.651851,48.88889,-15.111111,-2.00619,4
160,0.429629,18.777779,-13.888889,-2.138726,4
87,62.018505,27.444445,-10.444445,-2.013382,4
102,0.296295,51.555557,-14.333333,-1.985584,4
158,0.418518,6.111111,-4.333334,-1.943449,4
17,2.319004,39.444443,-12.777778,-2.030048,4
68,0.962963,50.11111,-14.333333,-1.984308,4
72,1.167461,51.22222,-23,-2.090221,4
133,1.069786,41.88889,-21.333334,-2.111789,4
117,0.742868,39.666668,-19,-2.09948,4
102,0.62361,51,-23.11111,-2.102047,4
158,1.048807,35,-11.333333,-2.049172,4
146,0.740741,8.111112,-7.777778,-2.108911,4
117,0.860663,33.77778,-16.444445,-2.106235,4
157,1.718518,19.222221,-14.777778,-2.169368,4
133,1.218682,18.666668,-4.666666,-1.90381,4
126,0.162963,16.555555,-11,-2.104102,4
124,1.351851,33.666668,-8.111111,-1.907502,4
76,11.481388,27.333334,-3.444444,-1.903624,4
96,1.218523,59.88889,-18.11111,-2.036336,4
151,2.251854,25.555555,-22.11111,-2.219625,4
66,0.418519,45.77778,-11.444445,-1.961254,4
123,0.518518,51.333332,-14.777778,-2.021502,4
75,1.083547,37.333336,-2.333333,-1.722278,4
45,1.526313,47.333332,-14.888889,-2.045905,4
104,0.711111,56.11111,-16.222221,-1.986567,4
126,0.596297,50.666668,-16.444445,-2.006029,4
38,0.760116,49.666668,-24,-2.078504,4
154,1.866666,23.333334,-19.777779,-2.191073,4
21,1.062841,59.11111,-19.666666,-2.072158,4
139,1.048809,41.666668,-17,-2.044238,4
96,0.752772,54.333332,-22.444445,-2.089105,4
101,0.349603,26.88889,-11.888889,-2.05839,4
154,2.178176,43.555557,-18.444445,-2.033077,4
159,1.574074,4.666667,-4.555555,-1.999443,4
107,5.5889,48.11111,-13.666667,-2.003607,4
80,0.933332,34.555557,-10.111111,-1.962646,4
57,0.389679,61,-31.11111,-2.128801,4
140,0.298143,24.555555,-8.333333,-2.05389,4
85,4.598309,42.666668,-19.333334,-2.097363,4
126,44.374123,32,-7.888889,-1.942179,4
48,4.305036,37.555557,-9.888889,-2.003259,4
71,0.45542,35.11111,-1.444444,-1.675919,4
121,0.904721,36.22222,-10.777778,-1.995536,4
129,11.944499,45.444443,-12.333333,-1.997241,4
89,0.389682,26.777779,-13.111111,-2.046542,4
76,0.344266,36.77778,-18.88889,-2.139002,4
128,1.123816,42.88889,-21.777779,-2.102441,4
125,103.751854,37.555557,-11.111111,-1.973025,4
154,0.577778,27.333334,-23.666666,-2.20265,4
105,0.522222,52.22222,-15.888889,-2.032243,4
70,2.754121,35.11111,-10.555555,-1.990412,4
132,0.75031,30.444445,-17,-2.146969,4
133,0.750308,32,-14.333333,-2.091572,4
100,0.403687,50.22222,-16.777779,-2.024061,4
69,0.742867,36.555557,0.666667,-1.518761,4
101,1.186342,39,-18.11111,-2.094303,4
57,0.365148,58.22222,-18.777779,-2.030703,4
158,1.762963,17.333334,-12.777778,-2.142701,4
102,0.296295,51.555557,-14.333333,-1.985584,4
112,0.712325,51.88889,-20.777779,-2.078463,4
64,1.115547,49.11111,-20.777779,-2.067168,4
135,1.025598,28.555555,-12.444445,-2.093203,4
25,1.241264,39.88889,-15.777778,-2.11881,4
85,9.188898,42.88889,-12.444445,-1.95422,4
66,4.959466,38,-3.222222,-1.748546,4
35,0.646928,61.22222,-23,-2.0742,4
129,0.886107,55,-24.555555,-2.126989,4
35,1.730981,33,-15.777778,-2.138762,4
159,1.455513,23.555555,-2.666667,-1.802554,4
153,6.888892,23.88889,-20,-2.242741,4
162,0.888889,7.555555,-6.111111,-2.029312,4
146,4.655555,18.555555,-13.888889,-2.124871,4
104,1.011113,58.11111,-16.555555,-2.007832,4
32,0.836659,53.333332,-15.777778,-2.042422,4
111,1.471961,50.333332,-19.333334,-2.045165,4
69,0.854184,34,-0.888889,-1.640134,4
108,104.91862,40.11111,-13.111111,-2.015554,4
115,0.646929,41.444443,-12.888889,-2.021125,4
77,0.533333,35.22222,-9,-1.932066,4
70,3.461964,32.11111,-9.222222,-1.960582,4
129,3.155558,20.11111,-16.777779,-2.161046,4
122,90.829605,34.333336,-10.333333,-1.985027,4
124,1.186342,37.444443,-20.222221,-2.127801,4
95,5.724864,41.333336,-11.888889,-1.970802,4
105,1.67778,39.666668,-13.555555,-1.996082,4
25,0.64693,61.666668,-29.333334,-2.13042,4
46,1.408966,54.666668,-27.333334,-2.152304,4
105,0.651852,57.88889,-16.666666,-1.989475,4
101,1.555158,56.77778,-22.444445,-2.08957,4
78,3.517681,26.333334,-9.555555,-2.017779,4
158,0.418518,6.111111,-4.333334,-1.943449,4
119,0.772202,35.11111,-10.888889,-2.006,4
102,5.425934,36.88889,-17.333334,-2.088579,4
75,4.802776,35.11111,-11.777778,-2.036435,4
124,184.5222,47.88889,-14.333333,-2.017379,4
158,0.611111,5.666666,-4.888889,-1.982834,4
148,0.507408,24.222221,-22.88889,-2.237972,4
80,0.711109,36.11111,-8.222222,-1.942698,4
107,3.011091,24.88889,-7,-1.877159,4
146,0.740741,8.111112,-7.777778,-2.108911,4
145,0.699206,54.11111,-26,-2.166151,4
