@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
77,0.666667,52.22222,4
33,0.277778,30.555555,4
96,0.833333,54.333332,4
62,0.944443,53.444443,4
119,0.944446,35.11111,4
17,5,39.444443,4
140,0.666667,24.555555,4
82,1.333333,40,4
78,2.555556,38.444443,4
21,1.277778,59.11111,4
101,1.111111,39,4
76,15,27.333334,4
140,1.5,23.555555,4
89,0.722222,26.777779,4
123,1.833333,15.888889,4
148,1.055555,24.222221,4
137,3.444445,37.333336,4
135,1.11111,28.555555,4
78,2.611111,61.11111,4
135,1.777777,40.444443,4
109,1.055555,35.666668,4
78,4.055555,25.11111,4
124,7.388889,37.555557,4
117,1.277778,39.666668,4
110,1.277777,45.444443,4
123,1.111111,51.333332,4
25,0.611111,61.666668,4
125,2.166667,61.666668,4
70,8.777778,32.11111,4
129,2,20.11111,4
125,0.444444,15,4
77,7.722223,30.444445,4
35,2.055556,33,4
122,1.777777,52.444443,4
65,2.277779,53.666668,4
108,22.444443,40.11111,4
131,9.222222,30.666666,4
75,2.388889,37.333336,4
134,1.444444,41.77778,4
72,1.444444,51.22222,4
98,1.055556,24.333334,4
87,1.166667,56,4
85,6.5,42.666668,4
116,1.333333,28.777779,4
104,1.444444,51,4
48,4.666666,37.555557,4
124,11.166668,47.88889,4
101,2.055554,56.77778,4
137,2.61111,33.555557,4
110,1.777778,28.777779,4
83,1.666666,44,4
73,2.277779,35.11111,4
80,0.833334,51.666668,4
158,1.444445,17.333334,4
76,0.555555,36.77778,4
44,1.611109,42.555557,4
57,0.999999,58.22222,4
162,2,7.555555,4
102,7.944444,36.88889,4
42,0.999999,31.777779,4
159,1.277778,4.666667,4
20,4.944444,31.666666,4
146,2.111111,17.666668,4
147,2.5,22.333334,4
111,0.555555,55,4
126,1.833334,16.88889,4
102,1.777779,44.555557,4
159,2.222222,23.555555,4
124,2.444445,48.333332,4
150,2.166667,16.777779,4
129,0.777776,55,4
107,10.333333,24.88889,4
122,6.111111,29,4
127,1.666667,39,4
122,11.444444,34.333336,4
90,2.833333,42,4
161,0.777778,5,4
46,2.222221,54.666668,4
69,1.833333,52,4
129,1.111111,33.11111,4
118,1.166667,48.77778,4
124,1.277779,33.666668,4
38,1.000001,49.666668,4
103,1.777778,54.333332,4
89,1.222221,51.333332,4
126,3.388889,20,4
81,0.722221,52,4
103,0.666667,51.77778,4
32,2.277778,47.77778,4
45,2.055555,47.333332,4
95,0.888891,47.77778,4
116,1.111111,25,4
100,1.444445,48.88889,4
147,4.666666,43.11111,4
73,0.777777,52.333332,4
76,0.388889,46.11111,4
48,0.277777,34.666668,4
36,1.111109,57.77778,4
158,1.388889,6.111111,4
120,1.277779,53.88889,4
101,0.5,26.88889,4
104,1.000001,48.77778,4
121,4.888888,47.22222,4
73,0.61111,39.77778,4
97,0.611111,43.555557,4
73,0.777777,42.11111,4
124,2.055555,35.555557,4
15,1.222223,60.666668,4
50,1.333334,53.77778,4
83,1.500001,44,4
112,1.055556,51.88889,4
121,0.944444,36.22222,4
70,4.111111,35.11111,4
128,1.388888,42.88889,4
64,2,49.11111,4
65,1.555555,50.11111,4
102,0.888889,51.555557,4
103,0.833336,56.88889,4
154,3.833333,43.555557,4
80,0.666667,34.555557,4
135,0.833332,62.22222,4
96,0.944444,50.333332,4
146,2.500001,18.555555,4
111,1.500001,50.333332,4
100,1.444445,48.88889,4
158,1.388889,6.111111,4
105,2.166666,39.666668,4
80,0.666667,34.555557,4
64,0.666667,34.666668,4
115,1.38889,24.88889,4
152,2.388889,21.666666,4
65,26.444445,53,4
132,1.333333,33.88889,4
94,0.888888,60.555557,4
82,0.777778,33.666668,4
81,1.833333,37.77778,4
157,1.388889,17.444445,4
62,0.666667,54.666668,4
151,1.555556,25.555555,4
21,5.222221,35.77778,4
73,1,38.88889,4
57,0.722223,61,4
138,2.388889,48,4
140,1.388889,18.88889,4
80,1.333333,36.11111,4
148,1.055555,24.222221,4
105,2.166666,39.666668,4
53,0.944443,35.77778,4
15,1.111111,61.77778,4
159,1.611111,18.88889,4
102,0.444445,50.11111,4
146,1.111111,8.111112,4
127,8.555555,36,4
143,1.222221,43.333332,4
78,4.333334,31,4
121,0.944444,36.22222,4
64,1.055556,54.22222,4
104,1.999999,56.11111,4
153,3,23.88889,4
120,4.277778,44,4
62,0.444444,3.777778,5
133,2.722222,1.888889,5
154,1.611111,4.777778,5
61,0.5,4.333334,5
149,0.111111,0,5
134,0.611111,1.333333,5
105,1.5,19.444445,5
115,0.444444,11.333333,5
84,0.444445,13.666667,5
154,2.611111,1,5
58,0.444445,5.333334,5
155,5.388889,6.666666,5
134,0.277778,5,5
115,3.666666,25.222221,5
130,1.277778,0.777778,5
153,0,0,5
94,0.444445,15.888889,5
30,1.666667,6.222222,5
114,0.333334,21.777779,5
63,0.388889,6.555555,5
99,2.444444,11.444445,5
58,0.277778,6,5
138,0.5,1.444444,5
130,0.222222,0,5
117,0.722222,13.777778,5
107,2.055556,12.666667,5
154,1.722222,2.666667,5
80,2.944444,11.777778,5
89,0.944444,2.666667,5
133,0.222222,0.111111,5
89,1.111111,6,5
39,0.611111,6.888889,5
154,0.388889,0,5
98,1.222222,17.222223,5
115,0.166667,0.333333,5
105,4,23.666666,5
58,0.444445,5.333334,5
134,0.833333,0.333333,5
62,0.666667,3.666667,5
97,0.777777,15.666667,5
61,0.555556,4.111111,5
137,8.444445,20.777779,5
155,10.777778,5.555555,5
154,0.444444,0,5
86,0.333333,8,5
104,2.833333,16.88889,5
35,0.388889,10.888889,5
83,0.222222,13.444445,5
119,1.444444,24.88889,5
154,0.055556,0,5
138,0.333333,1,5
153,0,0,5
154,0.222222,0.222222,5
152,0.833333,0.333333,5
137,0.277778,0,5
135,0.444444,0.777778,5
116,0.777777,19.444445,5
133,0.5,3.444444,5
12,4.5,8.222222,5
144,0.333333,0.111111,5
110,0.444444,28.333334,5
86,0.388889,13.555555,5
64,1.833333,5.333334,5
40,0.055556,1,5
152,0,0,5
112,0.5,19.333334,5
88,0.333333,4.666667,5
84,0.499999,19.777779,5
141,0.333333,0,5
111,2.055556,16.222223,5
113,1,27.11111,5
113,0.722222,17.222223,5
142,2,0.888889,5
137,0.611111,0.111111,5
152,2.055556,0.777778,5
84,0.388889,13.555555,5
143,0.444444,0,5
114,0.388889,24.11111,5
94,0.555556,11.666667,5
145,0.222222,0.111111,5
91,0.555555,3.666667,5
142,0.222222,0,5
64,0.277778,3.111111,5
93,0.166667,0.888889,5
155,18,11.333333,5
147,0,0,5
135,0.555555,0.888889,5
148,1.111111,1,5
152,1.222222,0.666667,5
137,1.388889,0.555556,5
152,0,0,5
93,0.388889,10.555555,5
94,0.611111,6.222222,5
152,0.833333,2.333334,5
92,0.444444,8.111112,5
150,0,0,5
155,7.722223,6.222222,5
89,6.166666,13.444445,5
110,2.111111,24.444445,5
90,0.388889,4.333334,5
145,0,0,5
131,0,0,5
139,0.722222,2.111111,5
89,0,0,5
90,0.722222,2.666667,5
134,1.055556,0.888889,5
155,9.944445,8.555555,5
154,0,0,5
152,2.055556,0.777778,5
137,0.277778,1.888889,5
95,0.222222,1.777778,5
138,7.833334,9.111111,5
147,0,0,5
62,0.666667,3.666667,5
41,0.222222,0.333333,5
134,0.222222,0.666667,5
133,0.055556,0,5
133,0.055556,0,5
13,0.277778,5.888889,5
36,0.388889,5.111111,5
145,0,0,5
134,1.111112,22.333334,5
131,0,0,5
142,0,0,5
154,0.777778,0.666667,5
152,1.222222,0.666667,5
140,0.666667,2,5
82,2.5,12.111111,5
62,0.444444,4.777778,5
61,0.5,4.333334,5
149,0,0,5
89,3.611111,10.333334,5
137,0.277778,0,5
144,0,0,5
94,0.222222,0.111111,5
68,0.166667,1.888889,5
109,0.277778,26.333334,5
80,2.777778,12.444445,5
148,0.055556,0,5
136,0.833333,0.666667,5
93,1.055556,10.444445,5
89,0.333333,14.222222,5
86,3.055555,4.555555,5
152,2.111111,0.777778,5
65,1,6.333334,5
138,0.055556,0,5
141,0.444444,3,5
95,1.333333,5.333334,5
136,0.833333,4.222222,5
154,0.111111,0,5
38,2.944445,11.222222,5
108,1.722222,20.666668,5
91,0.611111,8.222222,5
93,0.222222,13.444445,5
135,0.833334,22.11111,5
144,0,0,5
148,0,0,5
89,2.333333,14.555555,5
135,0.166667,0,5
114,0.5,12.444445,5
140,0.444444,0.444444,5
113,0.555556,18.777779,5
108,2.111111,11.666667,5
135,0.222222,0.111111,5
109,0.388889,18.333334,5
95,0.388889,16.222223,5
138,0.222222,0,5
93,0.888889,16.555555,5
30,3,4.666667,5
135,0.611111,26.444445,5
140,0.222222,0,5
154,0.166667,0.222222,5
152,0,0,5
143,0,0,5
141,0.222222,0,5
144,0,0,5
115,0.166667,0.333333,5
135,0.166667,0.333333,5
145,0,0,5
41,0.222222,0.333333,5
79,4.777778,11.444445,5
36,0,0,5
113,0.722222,17.222223,5
114,1.166666,26.222221,5
137,0.611111,0.111111,5
89,3.277778,13.111111,5
89,0.166667,2.666667,5
94,0.444445,15.888889,5
141,0.166667,0,5
94,1.055556,15.666667,5
129,0,0,5
134,0.611111,1.333333,5
134,0.944444,0.666667,5
90,0.833333,18.777779,5
135,0.055556,0,5
130,2.611111,1,5
141,0.111111,0,5
90,0.666667,7.555555,5
131,0.722222,0.222222,5
112,0.555556,12.555555,5
89,0.944445,0.555556,5
105,0.944445,13.111111,5
141,0,0,5
137,0.666667,1.444444,5
151,0.111111,0,5
86,0.277778,8.111112,5
94,0.222222,0.111111,5
154,1.277778,4.333334,5
110,0.777778,2.444444,5
88,0.833333,19.444445,5
93,0,0,5
114,0.611111,12.111111,5
145,0,0,5
130,0,0,5
93,1.055556,15.666667,5
106,0.388889,14.333333,5
111,1,12.333333,5
144,0,0,5
149,0,0,5
92,1,11.888889,5
152,0,0,5
33,4.333334,6.666666,5
93,1.055556,10.444445,5
61,0.722222,4.222222,5
112,0.666666,27,5
12,2.333333,3.555556,5
57,9.277778,13.888889,5
62,0.444444,3.777778,5
145,0.222222,0.111111,5
141,0.055556,0,5
140,0.666667,2.666667,5
116,0.166667,13.777778,5
135,0.333333,4.222222,5
104,3.111111,16.555555,5
131,0.277778,0.111111,5
96,0.666666,15.111111,5
91,0.5,11.333333,5
144,0,0,5
107,0.833333,24.777779,5
145,1.777778,2.111111,5
150,0,0,5
148,0,0,5
154,0.944444,6.333334,5
85,0.222222,15.333333,5
140,0.611111,0.222222,5
131,0.111111,0,5
86,0.277778,16.88889,5
141,0.055556,0,5
95,1.333333,5.333334,5
153,0.111111,0,5
144,0.388889,0.111111,5
67,0.222222,0.333333,5
147,0.444445,0.222222,5
116,0.777778,18.444445,5
129,3.444445,1.888889,5
61,0.722222,6.111111,5
94,1.222222,11.444445,5
91,0.388889,19.555555,5
90,2.222222,13.222222,5
139,0.277778,2.888889,5
89,1.055556,18,5
34,0.444445,10.555555,5
87,0.611111,7.222222,5
113,1.222222,25.777779,5
40,0,0,5
36,0.5,4.777778,5
133,0.111111,0,5
94,0.833333,17,5
141,0.777778,7,5
90,0.555556,3.888889,5
90,3.611111,15.777778,5
89,6.166666,13.444445,5
140,0.277778,3.555556,5
133,0.444445,6.666666,5
111,0.555555,25.777779,5
110,0.222222,6.333334,5
153,1.111111,6.222222,5
136,1.166667,0.888889,5
119,1.222222,6.333334,5
90,1.833333,12.333333,5
144,0,0,5
136,0.222222,0.888889,5
110,0.444444,28.333334,5
135,0.111111,0,5
131,1.777778,0.666667,5
133,0.222222,0.111111,5
104,5.611111,16.222223,5
88,0.444445,8.111112,5
92,0.555555,13.111111,5
113,0.666667,26.11111,5
131,0,0,5
134,0.944444,0.666667,5
85,0.222222,15.333333,5
68,1.055556,4.666667,5
140,0.333333,1.222222,5
139,0.111111,0,5
134,0.722222,0.666667,5
191,5.722222,42.11111,6
200,6.055555,50.88889,6
193,2.888889,52.11111,6
191,2.888887,53.555557,6
182,2.111111,37.77778,6
199,5.611111,48.11111,6
196,3.555556,41.22222,6
186,5.5,42.555557,6
195,2.388889,40,6
201,5.222221,46.77778,6
189,2.111111,50.77778,6
191,1.444445,53.555557,6
196,4.444444,44.77778,6
175,5.666666,29,6
163,18.166666,37.444443,6
181,1.833333,48.22222,6
186,1.777777,41.666668,6
187,2.111111,51.333332,6
196,4.444445,43.666668,6
161,11.5,36.333336,6
163,18.888887,36.555557,6
175,3.444445,50,6
203,3.444445,51.333332,6
162,13.388888,38.77778,6
190,1.388889,45.333332,6
159,14.833333,32.333336,6
202,1.499999,52.88889,6
161,11.5,36.333336,6
202,8.333334,50.22222,6
188,3.111112,29,6
163,18.777777,38,6
185,3.055555,43.11111,6
188,6.611112,26.555555,6
188,5,53,6
184,2.777777,43.555557,6
210,4.444444,44.11111,6
188,3.611111,43.77778,6
183,2.333334,45.333332,6
189,2,27.666666,6
178,5.222221,42.333336,6
201,2.500001,53.555557,6
192,5.944445,52.555557,6
161,10.499999,37.333336,6
193,2.888889,52.11111,6
186,6.055555,44.333332,6
204,2.777777,50.22222,6
194,5.111111,36.333336,6
171,3.666667,40,6
202,4.833333,51,6
182,3.611111,47.22222,6
193,3.388888,36.555557,6
187,3.055555,41.555557,6
172,6.666666,39.333336,6
200,1.777778,40.444443,6
196,6.888888,45.555557,6
178,1.111109,51.22222,6
176,3.444444,46.22222,6
180,3.833332,43.666668,6
189,4.944445,53.88889,6
161,8.999999,37.88889,6
205,2.388889,48.666668,6
181,4.777777,36.444443,6
193,2.222222,54,6
180,3.833332,43.666668,6
185,6.222221,28.777779,6
180,3.333333,53.77778,6
188,5.111111,26.555555,6
195,4.111111,41.77778,6
189,4.444445,53.77778,6
190,4.555555,51.555557,6
185,3.111111,41.333336,6
197,4.944445,44.11111,6
194,5.222222,52.444443,6
182,3,47.555557,6
197,2.611111,43,6
163,17.666666,37.77778,6
183,6.333334,28.222221,6
194,9.111109,53.22222,6
162,12.944446,38.22222,6
192,6.166667,51.333332,6
176,1.5,43,6
163,18.666666,36.555557,6
182,3.555555,50.666668,6
196,2.222222,41.444443,6
184,2.499999,48.555557,6
201,4.333332,51.444443,6
186,1.777777,41.666668,6
197,2,43.444443,6
197,5.277778,47.666668,6
189,5.722223,26.555555,6
165,16.444445,33.77778,6
193,2.222222,54,6
182,2.277777,29.777779,6
193,4.5,49.77778,6
190,3.000001,41.333336,6
178,8,29.444445,6
191,3.277778,51.555557,6
187,3.055555,41.555557,6
193,3.388888,36.555557,6
194,2.277778,43.11111,6
162,14.944444,37.444443,6
183,3.388888,46.666668,6
180,7.333333,27.88889,6
206,5.611111,50.333332,6
204,3.222222,48.666668,6
188,7.38889,26.555555,6
189,5.888889,25.555555,6
191,7.777778,22.444445,6
201,5.555555,36.11111,6
196,6.777777,40.666668,6
191,3.277778,51.555557,6
188,1.944443,43.333332,6
163,18.166666,37.444443,6
161,8.999999,37.88889,6
195,3.722222,41.77778,6
179,2.444445,42.88889,6
195,3.500001,41.88889,6
186,6.833334,26.88889,6
173,2.388888,48.88889,6
189,2.611111,28.666666,6
182,2.277777,29.777779,6
201,5.222221,46.77778,6
196,3.444445,43.88889,6
182,3.611111,30.444445,6
179,3.555556,43.77778,6
210,5.722222,42.77778,6
176,2.388889,48.88889,6
195,3.166667,53.555557,6
199,6.388889,47.77778,6
180,3.111111,42.555557,6
194,4.611112,52.77778,6
176,5.055555,45.444443,6
190,2.277778,52.333332,6
190,2.5,26.88889,6
188,1.999999,43.444443,6
189,12.388889,20.333334,6
200,3.777779,52.555557,6
191,2.944444,43.11111,6
197,4.944445,44.11111,6
188,1.388889,26.666666,6
185,1.222222,51.77778,6
207,3.111112,45.444443,6
185,5.777777,39.22222,6
174,3.166667,48.22222,6
190,2.611111,46.555557,6
182,3.444444,48.333332,6
160,5.944443,39.22222,6
192,4.944445,50.555557,6
185,2.222221,49,6
196,2.277777,41.88889,6
191,3.777778,54.666668,6
189,5.833334,27.666666,6
194,5.388889,36.333336,6
193,2.555556,52.77778,6
198,5.111111,45.22222,6
188,2.333333,48.555557,6
180,2.222222,51.555557,6
189,3.166667,43,6
182,3.611111,30.444445,6
187,2.666667,41.666668,6
195,4.111111,41.77778,6
190,5.055556,45.11111,6
182,3.611111,30.444445,6
195,2.999999,42.555557,6
177,8.333332,29,6
199,4.666666,49.444443,6
175,7.166668,50,6
177,1.666666,42.333336,6
189,2.666667,29.444445,6
183,4.055555,48.555557,6
189,11.722221,22.88889,6
197,4.555556,47.666668,6
184,9.388888,28,6
184,7.944443,28,6
189,3.777777,51.444443,6
200,2.5,39.444443,6
186,2,42.333336,6
190,1.611111,43,6
194,3.222223,39.555557,6
200,3.944445,46.88889,6
181,2.555556,52.555557,6
186,2.777777,47.88889,6
204,2.166667,49.666668,6
190,2.055556,42.444443,6
196,2.222222,54.11111,6
186,5.5,46.22222,6
190,1.611111,43,6
182,2.722223,46.77778,6
187,5.111111,42.88889,6
182,8.666666,26.666666,6
190,2.611111,46.555557,6
196,7.388889,55.444443,6
208,6.333334,48.333332,6
163,14,38.22222,6
185,2,46.88889,6
197,1.277779,55.666668,6
162,14.166667,37.88889,6
190,1.555556,44.11111,6
185,3.111111,42.444443,6
176,5.111111,51.88889,6
184,10.611111,28.333334,6
191,5.222223,51.22222,6
197,1.277779,55.666668,6
162,13.944444,37.88889,6
182,2.500002,39,6
185,1.944444,50,6
171,2.777777,39.555557,6
186,2.999999,41.77778,6
195,3.944445,49.88889,6
180,9.166667,27.333334,6
189,4.5,28.222221,6
201,5,49.22222,6
162,14.055556,37,6
188,2.277777,42.666668,6
192,7.444444,48,6
186,2.333333,30.333334,6
172,9.166667,37.77778,6
195,1.833335,42.666668,6
177,8.499999,28.555555,6
201,5.555555,36.11111,6
161,9.222222,39.666668,6
193,7.055556,45.666668,6
200,4.833333,47.22222,6
161,11.777776,38.11111,6
182,2.777777,37.666668,6
187,2.833333,50,6
200,3.444445,48.666668,6
193,1.833333,54.555557,6
188,1.111111,52.555557,6
186,9.444444,45.11111,6
181,3.000001,40.77778,6
205,3.333334,44.11111,6
188,5.111111,26.555555,6
207,6.444444,49.88889,6
182,3.999999,50.11111,6
186,1.944444,42.555557,6
182,2.555556,40.11111,6
187,1.833333,52.88889,6
184,5.833333,42.22222,6
160,1.555555,36.666668,6
200,4.333333,49,6
198,4.111111,42.333336,6
188,3.055555,54,6
183,3.388888,46.666668,6
190,2.055556,40.88889,6
190,2.888889,45.77778,6
203,5.444445,46.666668,6
160,13.166667,36.77778,6
185,3.111111,42.444443,6
174,1.388889,49.88889,6
192,4.333334,48.77778,6
194,6.444445,52.11111,6
202,1.888889,53.88889,6
186,3.555556,30.777779,6
198,3.055555,50.88889,6
177,1.666667,43.77778,6
203,6.055556,47.77778,6
180,3.111111,42.555557,6
181,4.166667,50.666668,6
176,5.111111,51.88889,6
200,2.5,49.11111,6
194,2.444444,43.666668,6
195,3.833334,42,6
177,2.166667,41.666668,6
187,6.222222,48.88889,6
193,4.833334,39.444443,6
172,9.777778,37.77778,6
210,4.444444,44.11111,6
185,2.5,43.88889,6
189,6.222223,25.666666,6
189,2.444445,44.22222,6
183,4.666666,47.88889,6
209,4.555556,42.555557,6
194,2.277778,43.11111,6
186,2.055555,41.88889,6
176,3.444444,46.22222,6
191,6.000001,52.11111,6
190,8.555555,25.88889,6
193,4.055555,42.77778,6
183,1.555555,37.333336,6
185,2.277779,42.444443,6
196,1.388889,47,6
161,11.5,38.555557,6
198,5.666666,50.77778,6
161,11.500001,38.22222,6
159,14.833333,32.333336,6
184,10.611111,28.333334,6
162,12.388888,40.11111,6
183,2.944444,47.22222,6
189,1.444444,51.444443,6
201,2.833333,38.77778,6
192,4.388889,40.333336,6
185,9.888888,27.88889,6
176,1.555556,43.333332,6
179,4.555556,31,6
176,1.000001,44,6
176,2.666667,43.333332,6
235,1.944445,32.555557,7
248,3.166667,18.222221,7
212,1.555556,11.333333,7
250,1.444444,13.777778,7
194,1.888889,20.444445,7
231,2.666667,17,7
170,1.222222,19.555555,7
167,7.555555,13.777778,7
185,2.388889,17.555555,7
219,1.722222,17.222223,7
165,1.777778,22.666666,7
218,1.666666,12.555555,7
160,1.444444,28.555555,7
195,2.055556,12.333333,7
162,1.944445,29.88889,7
162,0.944444,22.333334,7
176,2.722222,29,7
201,3.111111,26.88889,7
233,1.166666,17,7
236,2,17.222223,7
190,2.611111,26.555555,7
237,1.777778,8.777778,7
223,1.777778,22.88889,7
238,2.166667,17.444445,7
180,1.944444,18.777779,7
226,1.611111,21.777779,7
233,1.722223,33.444447,7
211,2.444444,15.888889,7
181,0.888889,25.11111,7
251,8,22.777779,7
177,1.444444,24.555555,7
217,2.055556,9.666667,7
220,3.666667,11.555555,7
229,3.444445,18.333334,7
166,2.444445,22.222221,7
232,1.5,12.666667,7
185,0.944444,24.666666,7
223,1.944444,20,7
195,2.944445,20.11111,7
240,2.277778,17.333334,7
223,1.666667,10.444445,7
208,2.444444,20,7
176,2.388889,27.777779,7
245,2.166667,14.666667,7
158,1.888889,27.88889,7
203,1.944444,18.222221,7
211,1.611111,26.222221,7
189,1.166667,16.444445,7
178,2.5,30.11111,7
177,2.5,30.88889,7
242,2.444445,17.444445,7
227,1.888889,17.444445,7
247,2.666667,12.444445,7
216,0.833333,22.555555,7
189,1.000001,23.222221,7
169,1.833333,25,7
201,1.055556,16.333334,7
164,1.277778,14.444445,7
241,1.555556,18.11111,7
211,1.666667,18.666668,7
164,1.888889,28.555555,7
211,1.666667,18.666668,7
163,2.5,25.333334,7
175,2.833333,20.11111,7
227,3.166667,17.333334,7
236,3.333333,18.444445,7
174,1.722222,17,7
182,0.722223,23.333334,7
197,4.555555,17.444445,7
157,2.944444,29.444445,7
199,1.388889,19.88889,7
236,3.777777,22.222221,7
202,1.611111,18.555555,7
233,2.111111,19.555555,7
246,5.833334,34.11111,7
237,2.333333,18.333334,7
183,2.277777,23.222221,7
235,1.722222,15.777778,7
246,1.833333,20.444445,7
172,1.333333,20.88889,7
210,1.222222,22.666666,7
180,3.277778,27.555555,7
197,0.611111,9.888889,7
164,3.222223,25.555555,7
221,1.222222,18,7
201,0.944444,11.555555,7
210,1.555556,17.444445,7
208,0.611111,20.777779,7
246,1.722222,8.555555,7
181,2.666667,23.88889,7
237,2.722222,29.444445,7
174,1.666667,29,7
183,2,23,7
190,1.333333,26.88889,7
246,2.722222,29.88889,7
248,1.666667,17.666668,7
186,0.777778,22,7
202,2.388889,19.777779,7
169,1.611111,18,7
184,2.666667,18.11111,7
155,0.833333,29.333334,7
161,1.611111,25,7
183,2.166667,21,7
195,0.611111,20.333334,7
249,2.333334,14.777778,7
233,1.777778,15.777778,7
157,0.777778,23.88889,7
215,2.555556,24.555555,7
184,1.333333,24.88889,7
191,1.5,11.222222,7
170,0.944444,30.88889,7
249,4.555555,23.666666,7
221,1.444444,19.11111,7
166,2.444445,22.222221,7
210,1.833333,19.88889,7
225,1.611111,21.333334,7
182,0.611111,24.666666,7
198,1.5,19.777779,7
191,3.111111,18.555555,7
217,3.944444,18.88889,7
238,2.333333,13.888889,7
170,0.944444,30.88889,7
169,1.944444,21.333334,7
204,3.333333,26,7
185,1.444445,14.333333,7
176,1,23.333334,7
193,0.888889,19.11111,7
174,2.888889,24.333334,7
201,0.944444,11.555555,7
211,2,17.222223,7
240,2.444444,18.555555,7
191,3.111111,18.555555,7
183,4.722222,26,7
214,1.277778,10.666667,7
237,1.555555,11.222222,7
187,2.055556,15.888889,7
210,1.5,17.333334,7
203,2.944444,25.444445,7
219,2.833333,8.333334,7
215,1.611111,22.88889,7
221,1.444444,19.11111,7
234,1.055556,11.111111,7
191,1.5,11.222222,7
196,1.888889,24.666666,7
203,1.333333,15.444445,7
199,1.055556,21.555555,7
211,2.166666,23.11111,7
148,6.666666,19,7
218,1.611111,19.11111,7
189,1.222222,18.666668,7
239,2.277778,18.666668,7
200,0.444444,11.444445,7
215,2.5,30.666666,7
189,1.055556,18.777779,7
181,1.277778,24,7
224,3.055556,27.555555,7
195,2.833333,17.11111,7
151,4.444445,23.444445,7
248,2.111111,32.333336,7
215,4.722222,29.444445,7
220,1.444445,19.222221,7
156,2,28.333334,7
179,1.555556,16.222223,7
175,2.722221,28.666666,7
238,1.055556,12.444445,7
224,2.333334,19.222221,7
215,4.722222,29.444445,7
244,1.111111,17.222223,7
246,2.666666,20,7
218,1.166667,17.777779,7
223,3.555556,18.444445,7
201,2.055556,24.777779,7
229,2.055555,14.666667,7
169,1.388888,19.88889,7
186,1.5,16.11111,7
245,2.222222,18.444445,7
173,1.444445,24.777779,7
180,1.166667,28.222221,7
184,0.777778,15.888889,7
207,0.888889,16.555555,7
237,2.666667,18.777779,7
211,1.666667,20.666668,7
173,2.111111,22.333334,7
209,1.388889,16.88889,7
244,2.277778,11.666667,7
226,1.111111,24.222221,7
165,2.444444,16.777779,7
184,0.777778,15.888889,7
194,2.277778,26.11111,7
187,1.444444,19.222221,7
193,3.888889,21,7
180,1.722222,17.777779,7
226,1.611111,18.333334,7
166,0.722222,16.777779,7
198,1.944445,16.333334,7
162,2.666667,23.88889,7
181,2.055555,21.444445,7
249,2.777778,15.888889,7
241,1.166667,11.888889,7
235,5.277778,18.222221,7
220,0.888889,9.555555,7
215,2.777778,16.444445,7
209,0.722222,29,7
199,0.833334,23.222221,7
215,3.388889,21.444445,7
245,1.055555,21.444445,7
222,1.611111,20.11111,7
208,1.944444,21.555555,7
188,2.333333,19.88889,7
181,2.666667,23.88889,7
150,1.722222,23.333334,7
224,3.611111,20.555555,7
248,3.222223,26.444445,7
152,2.777777,29.666666,7
246,2.999999,22.88889,7
209,1.388889,16.11111,7
222,1.166667,16.11111,7
244,3,17.11111,7
161,0.777778,20.444445,7
240,2.444444,18.555555,7
203,2.277778,16.88889,7
164,3,14.333333,7
226,2.388889,17.555555,7
237,1,8.888889,7
233,2.611111,18.777779,7
238,2.666666,21.777779,7
201,2.444445,25.11111,7
156,2,24,7
250,1.444444,13.777778,7
236,3.333333,18.444445,7
245,2.277778,21.222221,7
162,1.444444,29.555555,7
242,4.666667,30.555555,7
185,2.388889,17.555555,7
178,5,23.555555,7
215,0.5,11.222222,7
220,2.277778,8.333334,7
229,2.444445,18.777779,7
182,0.777778,23,7
247,7.111111,19.555555,7
160,3.055555,33.333336,7
181,3.277777,28,7
197,4.944445,27.555555,7
206,2.166667,20.11111,7
226,3.555556,11.222222,7
239,2.333333,13.777778,7
249,2.666667,27.555555,7
198,1.111111,20.777779,7
168,0.666666,31.444445,7
175,1.166666,28.777779,7
216,2.166666,19.11111,7
187,0.833333,19.666668,7
232,2.555556,19.333334,7
223,1.666667,10.444445,7
173,2.111111,22.333334,7
216,2.722223,20.555555,7
219,3.222222,19.11111,7
192,2.888889,13.777778,7
172,2.333334,35.666668,7
249,1.5,18.11111,7
243,2.555556,9.444445,7
167,2.055555,17.11111,7
183,2.166667,21,7
186,1.166667,21.11111,7
199,1.277778,17.88889,7
237,0.555555,11.777778,7
196,1.333333,18.11111,7
149,1.055555,22.777779,7
172,1.666667,24.222221,7
180,3,27.222221,7
177,1.444444,24.555555,7
240,2.055556,27.333334,7
224,0.944444,18.444445,7
222,2.611111,11.777778,7
185,1.944444,24.222221,7
232,1,18.11111,7
195,0.611111,20.333334,7
240,2.111111,28.555555,7
170,1.11111,24.666666,7
208,1.833333,24.555555,7
157,2.111111,23.88889,7
187,3.555555,25.11111,7
243,2,18,7
224,3.055556,27.555555,7
177,0.888889,20.777779,7
208,2.499999,25.333334,7
244,3.611111,9.555555,7
236,3.055555,14.333333,7
249,2.888889,10.111111,7
245,3.166667,7,7
243,2,18,7
229,1.166666,21.222221,7
211,1.611111,17.777779,7
181,1.5,16.222223,7
