@relation segment

@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
-7.222222,23.88889,-1.702833,3
-3,3,-2.094395,3
-2.222222,2.222222,-2.094395,3
-3.111111,5.666666,-2.229493,3
3,6.222222,-3.044175,3
-0.666667,0.666667,-2.094395,3
-1.555556,1.555556,-2.094395,3
-5.888889,9.444445,-2.257412,3
-4.777778,15.111111,-2.326257,3
0,0,0,3
-1.222222,6.222222,-2.497929,3
-3.555556,6.555555,-2.289097,3
-1.555556,1.555556,-2.094395,3
-3.888889,6.111111,-2.267462,3
-9.777778,61.11111,-2.360491,3
-16.555555,33.11111,-2.231261,3
-0.555556,0.666667,-2.094395,3
-5.222222,28.555555,-2.321343,3
-2.222222,16,-2.481874,3
-5.888889,9.444445,-2.257412,3
-3.666667,4.444445,-2.155984,3
-2.777778,3,-2.057287,3
-2.555556,2.777778,-2.123254,3
-2.888889,3.111111,-2.132635,3
-3.666667,6.333334,-2.261719,3
-5.444445,9,-2.255673,3
-11.111111,30.11111,-2.333318,3
-3.555556,3.888889,-2.02703,3
2.333333,7.777778,-2.869948,3
-2.555556,3.666667,-2.229939,3
-7,79.55556,-2.434193,3
-4.444445,7.777778,-2.234241,3
-3.888889,9.444445,-2.326455,3
-8.222222,22.333334,-2.344093,3
-1.888889,2,-2.094395,3
-2.777778,5.555555,-2.284608,3
-6.333334,18.666668,-2.280561,3
-5.888889,9.444445,-2.216721,3
-3.888889,8.444445,-2.283787,3
-2,2,-2.094395,3
-5.666666,30.555555,-2.438409,3
-4,13.333333,-2.394493,3
-9.111111,25.88889,-2.3163,3
-11,29.222221,-2.335871,3
-0.444444,6,-2.573381,3
-5.888889,11.888889,-2.275792,3
-3.333333,4,-2.156366,3
-3.333333,3.555556,-2.094395,3
-11.555555,29.555555,-2.259967,3
-3.888889,8.444445,-2.283787,3
-4.111111,4.888889,-2.152507,3
-3.333333,18.555555,-2.451571,3
-1.777778,2,-2.132635,3
-9.888889,25.333334,-2.307511,3
-4,13.222222,-2.412671,3
-5.222222,17.222223,-2.449839,3
-2.888889,15.555555,-2.44804,3
-2.444444,26.666666,-2.514204,3
-1.111111,1.111111,-2.094395,3
-4.666666,9,-2.193967,3
-3.555556,4.222222,-2.164094,3
-1,1.222222,-2.151914,3
-6.555555,12.777778,-2.240133,3
-6.222222,40.22222,-2.401825,3
-2.111111,3.333333,-2.239029,3
-2.888889,9.333334,-2.406809,3
-2.555556,4.888889,-2.274071,3
-3.222222,7.222222,-2.348987,3
-4.444445,5.666666,-2.185466,3
-17.777779,47.22222,-2.295381,3
-4.777778,18.88889,-2.388561,3
-1.666667,1.666667,-2.094395,3
-3.444444,3.444444,-2.094395,3
-3.333333,9.222222,-2.395422,3
-0.222222,1.444444,-2.53095,3
-1.333333,3.888889,-2.422506,3
-15.111111,31.11111,-2.06017,3
-5.888889,7.888889,-2.16608,3
-11.666667,36,-2.354617,3
-2,38,-2.593825,3
-3,12.666667,-2.452176,3
-5.777778,7.444445,-2.151958,3
-4.222222,11.333333,-2.349017,3
-2.222222,3.444444,-2.237562,3
-13.777778,26.444445,-2.035808,3
-2.888889,9.222222,-2.429449,3
-4,5.888889,-2.118937,3
-1.555556,1.777778,-2.094395,3
-1.888889,5,-2.366216,3
-3.888889,4.111111,-2.11372,3
-5.222222,10.444445,-2.272973,3
-2.888889,3.777778,-2.173961,3
-4.444445,7.777778,-2.234241,3
-1.333333,1.777778,-2.15073,3
-2.333333,3.888889,-2.237562,3
-16.666666,44.22222,-2.29665,3
-3.333333,4.666667,-2.216604,3
-5.444445,9,-2.255673,3
-0.111111,0.111111,-2.094395,3
-5.222222,6.111111,-2.133095,3
-1.777778,2.777778,-2.18129,3
-14.111111,33.666668,-2.268148,3
-3.555556,7.222222,-2.280603,3
-3.555556,4.777778,-2.146531,3
0,0,0,3
-5.222222,9.666667,-2.268176,3
-3.666667,8.111112,-2.354575,3
0.111111,6.444445,-2.618651,3
-7.555555,52.666668,-2.320272,3
-1.777778,2.666667,-2.16921,3
-0.444444,0.444444,-2.094395,3
-11.777778,30.11111,-2.326275,3
-3.444444,7.777778,-2.351514,3
-2.888889,4.222222,-2.152432,3
-0.111111,3.888889,-2.552724,3
-4.333334,10.222222,-2.354881,3
-1.333333,1.333333,-2.094395,3
-4.666666,9.111111,-2.216473,3
-9.666667,26.444445,-1.540214,3
-0.333333,1.222222,-2.444563,3
-2.888889,3.555556,-2.107303,3
-2.888889,3.333333,-2.142674,3
-3.888889,11.444445,-2.386611,3
-2.333333,2.333334,-2.094395,3
-2.111111,3.888889,-2.315721,3
-0.111111,3.555556,-2.548898,3
-2.444444,3.111111,-2.175647,3
-5.888889,6.444445,-2.123905,3
-8.777778,52.666668,-2.346057,3
-2.777778,13.111111,-2.467493,3
-5.333334,22.88889,-2.45904,3
-6.222222,14.888889,-2.329093,3
-3.222222,3.222222,-2.094395,3
-2.666667,9.666667,-2.413992,3
-23.222221,74.888885,-2.058,4
-19.444445,66.88889,-2.00619,4
-22.444445,79.44444,-2.030703,4
-21,76.77778,-2.166151,4
-12.222222,48.77778,-1.720441,4
-11.111111,44.11111,-1.949745,4
-22.88889,71,-2.069541,4
-18.11111,57.11111,-2.094303,4
-13,47.444443,-2.049172,4
-11.333333,41.666668,-2.077668,4
-4.888889,22.333334,-1.596679,4
-16.222221,56.333332,-1.910735,4
-11.444445,42.77778,-2.045203,4
-20,62.444443,-2.056377,4
-5.888889,10.111111,-1.999443,4
-25,75.55556,-2.102652,4
-14.666667,47.555557,-1.985027,4
-8.333333,25.777779,-1.90381,4
-25,89.111115,-2.078154,4
-11.111111,64.44444,-1.970812,4
-23.333334,78.111115,-2.118087,4
-12.333333,56,-1.567463,4
-16.11111,51.88889,-1.886072,4
-13.666667,47.77778,-2.046753,4
-10.555555,33.22222,-2.063242,4
-20.88889,74.55556,-2.091037,4
-12.222222,41,-1.96031,4
-13.333333,37.11111,-2.04294,4
-14.777778,42.77778,-2.219625,4
-10.555555,45.333332,-1.75799,4
-11.555555,41,-1.67677,4
-24.88889,86.888885,-2.145323,4
-18.444445,70.88889,-2.042422,4
-17.666666,64.44444,-2.017379,4
-11.888889,37.444443,-2.017779,4
-15.444445,53.88889,-1.918888,4
-13.666667,54.11111,-2.120131,4
-14.444445,61,-1.720468,4
-12.333333,32.22222,-2.167262,4
-15.666667,60.444443,-2.032518,4
-18.222221,56.333332,-2.127801,4
-9.777778,42.11111,-1.675919,4
-22.777779,76.22222,-2.093744,4
-21.444445,70.44444,-2.006029,4
-22.333334,71.66667,-2.045165,4
-18.777779,57.333332,-2.061036,4
-19.333334,71.333336,-2.030875,4
-17.222221,63.77778,-2.045905,4
-15.555555,61.22222,-2.186797,4
-16.555555,54.11111,-2.139002,4
-14.444445,49.444443,-1.995536,4
-19.88889,62.88889,-2.105478,4
-13.555555,49.88889,-2.003259,4
-19.444445,66.88889,-2.00619,4
-22.222221,75.888885,-2.109804,4
-24.666666,77,-2.070832,4
-17.222221,34.22222,-2.149759,4
-21.444445,80.22222,-2.036336,4
-16.11111,51.88889,-1.886072,4
-7,12.222222,-1.943449,4
-25.777779,72.77778,-2.060607,4
-11.777778,49,-1.840579,4
-24.444445,80,-2.126207,4
-14.333333,47.444443,-2.097799,4
-18.333334,62.333332,-1.99488,4
-23,79.111115,-2.152304,4
-26.333334,89,-2.13042,4
-20.777779,69.66667,-2.024061,4
-15.777778,56.555557,-2.038624,4
-13.444445,40.555557,-2.024268,4
-13.222222,41.666668,-2.068113,4
-15.222222,49.77778,-2.054964,4
-12.555555,42,-1.981499,4
-24.11111,80.333336,-2.105073,4
-15.111111,45.77778,-2.089186,4
-10.111111,47.333332,-1.893495,4
-14.888889,49.333332,-1.990806,4
-10.777778,23.777779,-2.069251,4
-23.555555,71.66667,-2.107858,4
-14.444445,39.555557,-2.191073,4
-5.222222,8.555555,-2.123905,4
-9.666667,45.88889,-1.68385,4
-19,68.22222,-1.985221,4
-14.555555,49.666668,-1.984583,4
-14.555555,41.555557,-2.237972,4
-11.777778,39,-2.088914,4
-18.666666,58.444443,-2.09948,4
-8.666667,32.333336,-2.100487,4
-15.777778,47.22222,-1.984566,4
-23.222221,79.111115,-2.144507,4
-15.777778,58,-2.070466,4
-16.11111,51.444443,-2.076967,4
-11.333333,45.666668,-1.722278,4
-9.888889,41.666668,-1.659641,4
-18.555555,60.88889,-1.991964,4
-15.777778,51.77778,-1.973025,4
-14.666667,37.666668,-2.165731,4
-22.777779,77,-2.089105,4
-21.555555,78,-2.007832,4
-18.444445,68.55556,-2.021502,4
-15,48.22222,-1.932066,4
-24.11111,88.111115,-2.154989,4
-22.88889,72.66667,-2.077647,4
-16.555555,56.333332,-1.970802,4
-21.444445,63.11111,-2.086914,4
-19.11111,64.88889,-1.907955,4
-16.666666,60.666668,-1.997241,4
-13.777778,34.88889,-2.161046,4
-10.777778,47.77778,-1.83808,4
-17,46.555557,-2.20265,4
-7,37.666668,-2.12336,4
-14.666667,49.22222,-2.129523,4
-13,42.22222,-2.005742,4
-18.222221,69.55556,-2.053869,4
-13.333333,38.333336,-2.090781,4
-20.666666,76.44444,-2.161793,4
-14.555555,48.333332,-1.990412,4
-14.777778,58.333332,-1.991445,4
-18.777779,59.555557,-1.95422,4
-25.88889,88.44444,-2.145541,4
-20,69.66667,-1.985584,4
-15.777778,53.77778,-1.978328,4
-17.666666,54.444443,-2.088579,4
-10.888889,46.333332,-1.748546,4
-25.555555,86.111115,-2.123641,4
-20.777779,67.111115,-2.091927,4
-16.444445,55.444443,-2.015554,4
-14.777778,41,-2.046542,4
-19.88889,66.77778,-2.029656,4
-14.777778,55,-2.11881,4
-12.555555,31.555555,-2.124871,4
-20.333334,62.555557,-2.111789,4
-13.222222,47.666668,-1.942698,4
-22.11111,73.888885,-2.041901,4
-23.88889,86.55556,-2.098521,4
-13.444445,38.22222,-2.064723,4
-14.222222,48.22222,-2.006,4
-13.444445,54.11111,-1.836777,4
-18.444445,53.666668,-2.068644,4
-21.777779,75.333336,-2.014126,4
-25,74.333336,-2.078504,4
-9.666667,24.777779,-2.104083,4
-17.222221,63.77778,-2.045905,4
-23.333334,74.44444,-2.090221,4
-15.444445,54,-2.030048,4
-22.222221,78.44444,-2.038824,4
-20.777779,60.666668,-2.06346,4
-18.222221,56.333332,-1.996082,4
-18.666666,61.555557,-2.097363,4
-17.666666,64.44444,-2.003607,4
-28.11111,90.111115,-2.128801,4
-21.222221,75.77778,-2.129479,4
-25.777779,84.77778,-2.138581,4
-16,50.11111,-2.030269,4
-22.555555,76.55556,-1.986567,4
-21.333334,72.66667,-2.071134,4
-22.444445,79.44444,-2.030703,4
-14.111111,43.77778,-1.981846,4
-12.444445,36.22222,-2.061006,4
-21.444445,64.333336,-2.009854,4
-19.333334,66.88889,-2.110233,4
-24.88889,79.22222,-2.083715,4
-14.333333,38.666668,-2.204575,4
-14.222222,45.22222,-2.102607,4
-15.444445,51.555557,-1.970422,4
-17.777779,60,-2.122875,4
-23.11111,83.888885,-2.024945,4
-15.444445,54,-2.030048,4
-4,11.777778,-2.13694,4
-7.444445,15.666667,-2.108911,4
-15.888889,59.22222,-1.896425,4
-15,47.555557,-2.100687,4
-21.777779,73.333336,-2.078463,4
-5.111111,8.666667,-1.584341,4
-19.444445,64.111115,-1.994105,4
-18.444445,69.333336,-1.892977,4
-12.444445,41,-2.093203,4
-13.777778,48.22222,-2.036435,4
-13.444445,45.77778,-2.010178,4
-22.666666,73.22222,-2.022861,4
-7,12.222222,-1.943449,4
-15.444445,48.22222,-1.962646,4
-15.666667,48.444443,-2.028043,4
-14.444445,49.444443,-1.995536,4
-24.666666,85.333336,-2.0742,4
-18.666666,61.444443,-2.131861,4
-20,69.111115,-2.034054,4
-14.777778,41,-2.046542,4
-24.88889,87.333336,-2.075161,4
-17,61.555557,-1.989922,4
-12.333333,38.77778,-2.242741,4
-14.222222,48.22222,-1.908348,4
-24.11111,82.55556,-2.160551,4
-14.222222,48.22222,-2.006,4
-18.444445,70.88889,-2.042422,4
-19.444445,55.88889,-2.081842,4
-13,35.88889,-1.877159,4
-7.444445,33.444447,-1.903624,4
-16.222221,56.333332,-1.910735,4
-22.444445,82.55556,-1.999045,4
-11,28.666666,-2.158805,4
-14.222222,48.22222,-1.908348,4
-18.11111,57.11111,-2.094303,4
-20.777779,77.111115,-2.083043,4
-11.111111,29,-2.142701,4
-6.888889,11.888889,-1.982834,4
-7.666666,29.555555,-1.802554,4
-20.666666,74,-2.143048,4
-8.888889,40.22222,-1.640134,4
-22.333334,74.44444,-2.09885,4
-17.333334,55,-2.096474,4
-12,29.222221,-2.109365,4
-12,33.333336,-1.934686,4
-10.111111,42.333336,-1.940975,4
-14.555555,41.555557,-2.237972,4
-19.555555,69.55556,-1.997589,4
-14.333333,45.666668,-2.146969,4
-12.333333,44.555557,-1.518761,4
-13.888889,44.444443,-1.960582,4
-24.88889,87.44444,-2.124981,4
-21.222221,79.77778,-2.108813,4
-19.666666,60.444443,-2.044238,4
-14,48.666668,-2.00456,4
-23.222221,79.111115,-2.144507,4
-18.88889,66.333336,-2.007117,4
-17.444445,61.22222,-1.961254,4
-16,44.444443,-2.068653,4
-16.333334,58.666668,-1.973615,4
-12.666667,48.22222,-2.080474,4
-20,68.22222,-1.984308,4
-23.11111,79.111115,-1.9632,4
-22.666666,78.111115,-2.022581,4
-11.111111,64.44444,-1.970812,4
-10.666667,27.333334,-2.104102,4
-17,47.77778,-2.029552,4
-19.555555,68.66667,-2.126943,4
-22.333334,80.333336,-2.107785,4
-16.222221,59.333332,-2.035243,4
-14.222222,53,-2.096415,4
-21.444445,76.44444,-2.145045,4
-22.666666,82.66667,-2.068537,4
-10.444445,42.333336,-1.624846,4
-11.777778,32,-2.169368,4
-13.777778,41.11111,-2.078797,4
-12.555555,51.11111,-1.681589,4
-20,72.111115,-2.116351,4
-17.555555,59.555557,-1.958524,4
-19.222221,70.333336,-2.032243,4
-15.777778,49.77778,-2.106235,4
-22,78.77778,-2.065471,4
-7.444445,15.666667,-2.108911,4
-22.11111,73.44444,-2.102047,4
-22.777779,79.44444,-2.08957,4
-20.88889,69.55556,-2.08549,4
-14.888889,38.666668,-2.174468,4
-23,78.77778,-1.989475,4
-12.555555,51.11111,-1.681589,4
-21.11111,64.77778,-2.108995,4
-22.444445,71,-2.067168,4
-14.333333,46.333332,-2.091572,4
-9.888889,28.88889,-1.96874,4
-22.222221,78,-2.126989,4
-23,83.111115,-2.019545,4
-11.111111,29.666666,-2.164971,4
-15.777778,45.555557,-2.030428,4
-13.777778,47.444443,-2.138762,4
-20,68.22222,-1.984308,4
-19.222221,58.77778,-2.133676,4
-12.555555,43,-1.942179,4
-18,65.22222,-2.030079,4
-12,30,-2.1343,4
-12.111111,28.555555,-2.142529,4
-16.222221,56,-2.064038,4
-18.555555,52.444443,-2.048732,4
-20,69.66667,-1.985584,4
-21.444445,64,-2.033077,4
-22.777779,74.44444,-2.108757,4
-10.222222,26.333334,-2.115734,4
-12.888889,39.444443,-2.05839,4
-18.222221,56.333332,-1.996082,4
-11.888889,29.222221,-2.134876,4
-10.111111,23.666666,-2.118223,4
-18.666666,58.444443,-2.09948,4
-19.555555,64.66667,-2.025773,4
-22.666666,73.77778,-2.112723,4
-13.222222,54.333332,-1.840735,4
-22.333334,74.55556,-2.125735,4
-20.777779,73.44444,-2.00292,4
-19,62.88889,-2.123537,4
-15.888889,56.333332,-2.021125,4
-11,28.666666,-2.158805,4
-17.777779,58.22222,-2.175349,4
-6.444445,10.888889,-1.996307,4
-14.777778,46.22222,-1.907502,4
-7.666666,29.555555,-1.802554,4
-15.777778,49.77778,-2.106235,4
-5.777778,12,-2.044946,4
-4,4,-2.013143,5
-10.666667,24.777779,-2.143897,5
-5.444445,7.111111,-2.058451,5
-0.444444,3.888889,-2.221716,5
-10.666667,24.555555,-2.129746,5
-8,12.555555,-1.965246,5
-12.444445,21.11111,-2.136677,5
-1.888889,1.777778,-2.007606,5
-11.777778,20.666668,-2.147571,5
-12.777778,23.444445,-2.102707,5
-6.777778,13.111111,-2.05997,5
0,0,0,5
-1.555556,1.555556,-2.094395,5
-10.444445,25.11111,-2.102295,5
-8.555555,12.111111,-1.989546,5
-12.111111,34.666668,-2.15274,5
-8.222222,13,-2.097293,5
0,0,0,5
-0.777778,0.777778,-2.094395,5
-9.888889,26.555555,-2.14718,5
-5.888889,10.666667,-2.175296,5
-11,24.11111,-2.149073,5
-5.777778,9,-2.048,5
-0.888889,0.888889,-2.094395,5
-1.333333,1.222222,-1.920944,5
0,0,0,5
-3.777778,4.111111,-2.042259,5
-8.666667,21,-2.162383,5
-4.888889,7.666666,-2.095813,5
-5.666666,6,-1.958546,5
-9,35.11111,-2.201495,5
-13,37,-2.211986,5
-0.777778,0.777778,-2.094395,5
-10.666667,24.555555,-2.129746,5
0,0,0,5
-0.666667,1,-1.90427,5
-13.333333,30.444445,-2.100966,5
-4.888889,4.888889,-2.018925,5
-4.888889,6.444445,-2.133095,5
-5.444445,6.111111,-1.985769,5
-9.888889,39.333336,-2.187242,5
-5.222222,6.666666,-2.08783,5
-14,33.555557,-2.188149,5
-4.888889,5.111111,-1.972186,5
-9,14.111111,-2.068564,5
-10,23,-2.005139,5
-9.666667,22,-2.193098,5
-9.333333,21,-2.128465,5
-9.555555,20.88889,-2.162872,5
-1.111111,1.222222,-1.84512,5
-12.888889,30.444445,-2.118236,5
-6.888889,13.666667,-2.142708,5
-2.555556,3,-1.959823,5
-10.777778,26.88889,-2.160912,5
-9,14.111111,-2.068564,5
-4.777778,9.666667,-0.004927,5
-1.111111,1.111111,-2.094395,5
-8.555555,13.111111,-2.066953,5
-0.555556,0.555556,-2.094395,5
-1.888889,1.777778,-1.999063,5
0,0,0,5
-5.333334,6.111111,-2.071242,5
-0.222222,0.222222,-2.094395,5
0,0,0,5
-8.666667,26.11111,-2.150638,5
-8.444445,13.666667,-2.107303,5
-9.666667,17,-2.150257,5
-11.333333,23.777779,-2.100671,5
-11.111111,23.777779,-2.142756,5
-1.777778,1.777778,-2.094395,5
-7.888889,14.333333,-2.036228,5
-8.222222,17.555555,-2.140531,5
-7.222222,10.555555,-2.04457,5
-0.111111,0.111111,-2.094395,5
-8.666667,26.11111,-2.150638,5
-3.888889,3.888889,-2.094395,5
0,0,0,5
-13,28.777779,-2.084893,5
-8.555555,14.555555,-2.085342,5
-3.666667,3.222222,-1.949167,5
-3.777778,3,-1.822214,5
-9.333333,21.666666,-2.102722,5
-13.444445,27.11111,-2.110457,5
-6.333334,13.444445,-2.14389,5
-4.333334,4.666667,-2.013143,5
-0.666667,3.333333,-2.094395,5
-7.111111,11.666667,-2.047276,5
0,0,0,5
0,0,0,5
-2.222222,3.222222,-2.094395,5
-8,14.333333,-2.121837,5
-6.222222,13.111111,-2.056119,5
-2.555556,2.888889,-1.933239,5
-9.333333,15.888889,-2.120265,5
-2.666667,2.888889,-2.065536,5
-9.222222,37.11111,-2.226161,5
-1.777778,1.666667,-1.986938,5
-8.111111,11.222222,-1.987466,5
-0.666667,0.666667,-2.094395,5
-4.333334,4.666667,-2.013143,5
0,0,0,5
-9.444445,24,-2.117671,5
-7.111111,16.555555,-2.171949,5
0,0,0,5
-13.111111,32.333336,-2.085248,5
-9.222222,22.444445,-2.170632,5
-2,1.777778,-1.986938,5
-7,9.777778,-1.93491,5
-10.222222,22.222221,-2.151625,5
-8.555555,20.555555,-2.127161,5
-1.222222,2.666667,-1.101394,5
-8.222222,15.555555,-2.096705,5
-10.555555,24.88889,-2.152852,5
-8,12.222222,-2.035769,5
-10.666667,28.555555,-2.178281,5
-10.777778,26.88889,-2.160912,5
-7.111111,13.888889,-2.066916,5
-10.888889,24.444445,-2.12273,5
-1.777778,1.888889,-2.056155,5
-0.444444,0.444444,-2.094395,5
-3.111111,3.111111,-2.094395,5
-8.222222,20.555555,-2.175843,5
-7.777778,14.333333,-2.121878,5
-0.111111,0.111111,-2.094395,5
-1.777778,2.333334,-2.007351,5
-12,20.444445,-2.128362,5
-8.444445,27.88889,-2.163633,5
-9,21.444445,-1.797435,5
-9.666667,37,-2.199825,5
-1.444444,1.444444,-2.094395,5
0,0,0,5
-8.222222,12.222222,-2.048717,5
0,0,0,5
-8.222222,11.444445,-2.034152,5
-2.333333,2.333334,-2.094395,5
-6.222222,8.555555,-2.127586,5
-1.333333,3.777778,-1.890484,5
-9.222222,34.444447,-2.196423,5
-6.111111,12.666667,-2.147622,5
-2.111111,1.777778,-1.921217,5
0,0,0,5
-1.333333,1.666667,-2.094395,5
-8,11.444445,-2.048717,5
-10.444445,31.333334,-2.184862,5
-7.444445,10,-2.073429,5
-1.222222,2.888889,-1.861154,5
-4.666666,5.444445,-2.075071,5
-5,5.777778,-2.071242,5
-9.777778,29.555555,-2.125548,5
-12.777778,40.77778,-2.207158,5
-1.777778,2.333334,-2.007351,5
-2.555556,3,-1.905927,5
-1.111111,1.222222,-1.84512,5
0,0,0,5
-9.666667,17.666668,-2.064482,5
-12.222222,25,-2.141659,5
-9.222222,19.222221,-2.172099,5
-7.444445,15,-2.067026,5
-14.222222,34.444447,-2.182442,5
-1.111111,1.111111,-2.094395,5
-13.111111,28.666666,-2.084255,5
-13.444445,28.444445,-2.086083,5
-3.222222,3.222222,-2.071242,5
-9.222222,23.222221,-2.121175,5
-10.222222,15.888889,-2.074133,5
-0.555556,0.777778,-2.094395,5
-3.222222,3.555556,-1.988202,5
-1,1.111111,-2.094395,5
-3.888889,5.777778,-2.036506,5
-0.333333,0.333333,-2.094395,5
-11.777778,27.777779,-2.121346,5
-7.777778,19.222221,-2.153332,5
-13,25.777779,-2.125976,5
-8.222222,12.222222,-2.048717,5
0,0,0,5
-8.555555,16.555555,-2.191662,5
-4.111111,3.111111,-1.755017,5
0,0,0,5
-8.888889,29.444445,-2.14867,5
0,0,0,5
-0.111111,0.111111,-2.094395,5
-4.111111,3.222222,-1.803071,5
-7.111111,9.555555,-2.065342,5
-1.555556,1.555556,-1.919639,5
-0.111111,0.111111,-2.094395,5
-4.111111,4.111111,-2.094395,5
-6,9.444445,-2.072268,5
-4.888889,6.444445,-2.133095,5
-11.888889,22.88889,-2.137493,5
-2.222222,2.777778,-2.051344,5
-3.555556,2.888889,-1.861154,5
-10.555555,29.555555,-2.144778,5
-2.444444,5,-2.208419,5
-9.888889,39.333336,-2.187242,5
-8.666667,21,-2.162383,5
-11.333333,26.88889,-2.178321,5
0,0,0,5
-5.666666,7.222222,-2.071242,5
0,0,0,5
-9.111111,30.444445,-2.154391,5
-14,43.77778,-2.238803,5
-8.888889,35.88889,-2.202667,5
0,0,0,5
-3.555556,3.888889,-1.997796,5
-14.555555,40.444443,-2.182018,5
-13.111111,29,-2.101515,5
-5,6.333334,-2.075071,5
-8.888889,35.88889,-2.202667,5
0,0,0,5
-3.222222,3.222222,-2.071242,5
-8.111111,11.333333,-2.057978,5
-6.444445,10.888889,-2.054475,5
-12.444445,25.777779,-2.11184,5
-1.222222,1.222222,-1.861154,5
-12.666667,21.11111,-2.120153,5
-0.222222,0.222222,-2.094395,5
-10.777778,24.666666,-2.123611,5
-2.777778,3.666667,-2.094395,5
-3.777778,5.777778,-1.997796,5
0,0,0,5
-11.888889,20.555555,-2.137851,5
-1.111111,2.555556,-1.628908,5
-8.666667,29.333334,-2.20829,5
-9.333333,26.222221,-2.153719,5
-10.888889,28.444445,-2.125693,5
-0.777778,1.555556,-1.570796,5
-3.666667,5,-1.853161,5
-11.888889,22.88889,-2.137493,5
-6.666666,10.333334,-1.780255,5
-8,11.444445,-2.048717,5
0,0,0,5
-11.111111,24.444445,-2.11184,5
-13.666667,36.555557,-2.213033,5
-7.222222,14,-2.121837,5
-7,9.555555,-2.04457,5
-4.666666,5.777778,-2.130339,5
-9.222222,36.22222,-2.200156,5
-4.777778,4.444445,-1.931332,5
0,0,0,5
-1.888889,1.777778,-2.007606,5
-9.444445,37.11111,-2.177507,5
-4.333334,4.666667,-2.013143,5
-9.444445,23.444445,-2.117648,5
-12.111111,23.777779,-2.112503,5
0,0,0,5
-9.222222,34,-2.192406,5
-6.222222,19.777779,-2.161571,5
-11.888889,28.777779,-2.146185,5
-10.888889,23.88889,-2.133313,5
-0.222222,0.444444,-2.094395,5
-5.777778,9,-2.048,5
-8.111111,11.333333,-2.057978,5
-10.555555,28.777779,-2.082762,5
-5.333334,7.444445,-2.021228,5
-1.222222,1.111111,-1.512684,5
-5.888889,11.222222,-2.138459,5
-0.333333,0.333333,-2.094395,5
-6,10.444445,-2.125516,5
-11.333333,25.777779,-2.113032,5
-14.222222,43.11111,-2.227801,5
-13.111111,37.444443,-2.21646,5
0,0,0,5
0,0,0,5
-7.777778,10.333334,-2.015428,5
-1.777778,1.888889,-1.838877,5
0,0,0,5
-11.888889,31.444445,-2.104978,5
-6.888889,10.777778,-1.749258,5
-6.888889,10.777778,-1.749258,5
-6.444445,10.777778,-2.087985,5
-2.333333,2.333334,-2.094395,5
-8.333333,12.333333,-2.068204,5
-5.222222,11,-2.115567,5
-4.333334,3.666667,-1.871048,5
0,0,0,5
-3.333333,3.777778,-2.071242,5
-11.666667,22.11111,-2.107311,5
-1.333333,1.222222,-1.920944,5
-7.666666,34.88889,-2.236251,5
-4.333334,3.555556,-1.822563,5
0,0,0,5
-13,28.777779,-2.084893,5
-6.222222,12.888889,-2.079296,5
-2.555556,2.888889,-1.933239,5
-2.111111,1.888889,-2.01751,5
0,0,0,5
-7.333334,13,-2.043884,5
-10.888889,28.444445,-2.125693,5
-4.444445,20.88889,-2.370613,5
-9.333333,28.666666,-2.177417,5
0,0,0,5
-8.222222,11.444445,-2.034152,5
0,0,0,5
-10.222222,23.222221,-2.142269,5
-5.222222,11,-2.115567,5
-3.888889,4.888889,-2.110974,5
-2.777778,2.666667,-2.056155,5
-7.666666,48.11111,-2.51749,6
-21.88889,70.22222,-2.080206,6
-8,48.555557,-2.392741,6
-19.88889,61.666668,-2.021838,6
-13,41.333336,-2.04072,6
-22.222221,67.22222,-2.004082,6
-13.666667,51.22222,-2.126558,6
-21.666666,65.88889,-1.988249,6
-23.88889,73.22222,-2.069045,6
-13.555555,43.88889,-2.060122,6
-16.333334,65,-2.164195,6
-22,67.22222,-2.008008,6
-24.666666,74.77778,-2.038177,6
-17.333334,56.333332,-2.032929,6
-20.88889,59.88889,-1.947472,6
-17.222221,60.22222,-2.028812,6
-16.333334,54.666668,-2.052453,6
-20,67.333336,-2.116733,6
-20.11111,60.11111,-1.998547,6
-20.222221,58.11111,-2.016578,6
-18.88889,61.444443,-2.043399,6
-22.666666,72,-2.034048,6
-22.555555,67.77778,-1.991701,6
-25.555555,75.44444,-2.022148,6
-12.222222,36.555557,-1.954574,6
-12,53.666668,-2.391681,6
-17.222221,55,-2.004988,6
-20.88889,62.11111,-1.97757,6
-23.555555,72.77778,-2.05935,6
-22.666666,74,-2.050575,6
-10.666667,33,-2.101002,6
-18,61.444443,-2.063864,6
-21.666666,69.22222,-2.03737,6
-19.11111,61,-2.070717,6
-12.333333,49.666668,-2.198939,6
-10.111111,38.333336,-2.215464,6
-21.222221,71.111115,-2.088855,6
-20.777779,70.111115,-2.062724,6
-20.222221,67.111115,-2.046535,6
-18.333334,58.666668,-1.964901,6
-14.888889,50.444443,-2.037568,6
-23.666666,76.22222,-2.042718,6
-13.888889,43.444443,-2.036642,6
-20.222221,61,-1.965703,6
-20.333334,65,-2.03483,6
-19.11111,57.22222,-2.010723,6
-11.333333,39.666668,-2.085272,6
-9.555555,37.11111,-2.16033,6
-20.333334,62.333332,-1.98088,6
-24.88889,77.55556,-2.044179,6
-7.666666,48.11111,-2.51749,6
-19,70,-2.112087,6
