@relation segment

@attribute Hedge-sd numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.772202,-2.04294,4
1.223233,-2.160551,4
4.144167,-1.67677,4
1.833839,-1.910735,4
0.779362,-2.122875,4
1.67778,-1.996082,4
1.695309,-2.050388,4
5.724864,-1.970802,4
0.611616,-2.064038,4
0.389682,-2.046542,4
0.577778,-2.20265,4
3.517681,-2.017779,4
0.740741,-1.985221,4
4.802776,-2.036435,4
0.834444,-2.090781,4
0.534027,-2.061006,4
1.062841,-2.072158,4
21.762964,-2.137371,4
0.691215,-2.077668,4
0.879816,-1.720468,4
0.933332,-1.962646,4
0.742868,-2.09948,4
6.355548,-2.053834,4
0.91084,-2.041901,4
1.115547,-2.067168,4
1.809441,-2.068653,4
0.646928,-2.0742,4
2.874073,-1.886072,4
103.751854,-1.973025,4
0.844445,-1.584341,4
0.651851,-2.00619,4
0.936897,-1.659641,4
0.389682,-2.046542,4
0.596285,-2.071134,4
2.231094,-2.120131,4
0.93492,-2.077647,4
0.45542,-1.675919,4
1.22323,-2.138581,4
1.186342,-2.094303,4
0.827759,-2.091037,4
2.178176,-2.033077,4
1.048809,-2.044238,4
1.526313,-2.045905,4
1.563473,-2.053869,4
90.829605,-1.985027,4
0.623611,-2.105073,4
0.272165,-2.014126,4
0.772202,-2.093744,4
0.433334,-2.022581,4
1.638653,-2.029656,4
0.75031,-2.146969,4
1.306679,-2.094392,4
0.651852,-1.989475,4
0.162963,-2.104083,4
0.474074,-2.028043,4
0.785184,-2.027771,4
0.860663,-2.106235,4
0.64693,-2.13042,4
1.003696,-1.681589,4
1.054092,-2.091927,4
1.047042,-2.186797,4
0.107408,-1.907955,4
2.122222,-2.158805,4
0.574133,-1.840735,4
0.91084,-2.107858,4
0.711109,-1.942698,4
0.583731,-2.09452,4
104.91862,-2.015554,4
1.318521,-1.9632,4
0.742867,-1.518761,4
3.155558,-2.161046,4
0.596297,-2.006029,4
1.730981,-2.083715,4
0.816495,-1.893495,4
0.779363,-2.068537,4
1.47196,-2.022861,4
0.421638,-1.934686,4
53.244434,-2.010178,4
0.507408,-2.237972,4
1.944448,-2.019545,4
0.658281,-2.144507,4
1.108886,-2.098521,4
0.807374,-2.075161,4
0.574133,-2.145045,4
1.496294,-2.00292,4
1.925463,-2.024268,4
4.479171,-2.045203,4
1.585185,-2.141787,4
0.933332,-1.962646,4
1.866666,-2.191073,4
0.296295,-1.985584,4
2.077778,-2.149759,4
2.274658,-1.96874,4
0.566666,-1.973615,4
1.069786,-2.111789,4
0.207407,-2.034054,4
0.699206,-2.029552,4
0.844444,-1.981846,4
62.018505,-2.013382,4
11.481388,-1.903624,4
0.389682,-2.00456,4
0.904721,-1.995536,4
2.251854,-2.219625,4
53.95558,-2.046753,4
0.365146,-2.126207,4
0.869227,-2.129479,4
0.505525,-2.116351,4
0.879814,-2.108813,4
1.555159,-1.940975,4
1.096297,-2.097799,4
0.760117,-2.096474,4
0.720081,-2.132027,4
0.474074,-2.134924,4
4.959466,-1.748546,4
0.651851,-2.00619,4
0.162963,-2.104102,4
0.118519,-2.137851,5
2.796824,-2.047276,5
0.172133,-1.822214,5
0.874073,-2.14718,5
0,0,5
0,0,5
0.250924,-1.871048,5
0.547723,-2.125976,5
0.240741,-2.133095,5
0,0,5
0.490653,-2.12934,5
0.471405,-2.067026,5
0.162963,-1.972186,5
1.128749,-2.112503,5
0.172133,-2.094395,5
0,0,5
0.596296,-2.087985,5
1.751852,-2.071242,5
0.934919,-2.036506,5
0.285185,-2.127586,5
0.136082,-2.117671,5
0,0,5
0.272166,-2.04457,5
0.251852,-2.142756,5
4.703426,-2.129746,5
1.083548,-2.138901,5
0.421637,-2.121878,5
0.862962,-2.137493,5
0,0,5
0,0,5
0.809664,-2.125548,5
0.182574,-2.094395,5
0.250924,-2.178281,5
2.104669,-2.128231,5
0.240741,-2.133095,5
0.172133,-2.056155,5
0.02963,-2.094395,5
0.344265,-2.152852,5
0.062963,-2.072268,5
0.077778,-2.121175,5
0.151852,-2.013143,5
12.266669,-2.218655,5
0.477778,-2.211986,5
0,0,5
0.68853,-2.236251,5
0.403687,-1.880724,5
2.53348,-2.170632,5
-0,-2.094395,5
0.018519,-2.094395,5
0.374074,-2.138617,5
0.077778,-2.094395,5
0.712325,-2.007606,5
0.981307,-2.04515,5
0.685184,-2.066916,5
0.177778,-2.075071,5
0.544331,-1.988202,5
2.041242,-2.150638,5
0.044444,-2.128362,5
0,0,5
0.151852,-2.227801,5
0.062963,-1.958546,5
0.172132,-2.110457,5
0.501848,-2.162383,5
6.240745,-2.094395,5
0.062963,-2.094395,5
3.574075,-2.007351,5
0.421636,-2.199825,5
0.211111,-2.094395,5
0.501848,-2.162383,5
0.799999,-2.244772,5
0.133333,-2.077816,5
3.158176,-2.208419,5
0.374074,-2.071242,5
0.344265,-2.068564,5
0,0,5
2.108185,-2.094395,5
0,0,5
0.365148,-2.094395,5
0.02963,-2.094395,5
0.298143,-2.117648,5
0.389682,-2.082762,5
0.211111,-2.149073,5
0,0,5
0,0,5
1.068055,-2.043884,5
0.459468,-2.184862,5
0.062963,-2.120153,5
0,0,5
0.72265,-2.201495,5
0,0,5
0.298142,-2.035769,5
0.551852,-2.056155,5
0.02963,-2.071242,5
0.879815,-2.036228,5
1.825741,-2.192406,5
0.136083,-2.094395,5
0.327731,-2.085342,5
0,0,5
121.396286,-2.140531,5
2.296298,-2.182018,5
0.389682,-2.226161,5
0.962963,-2.021228,5
0.107408,-2.202425,5
0.162963,-2.133313,5
0.272166,-1.920944,5
0,0,5
0.42963,-2.084893,5
0.272166,-1.803071,5
0.077778,-2.013143,5
0.250924,-2.178321,5
0.02963,-2.138743,5
0,0,5
0.136083,-2.094395,5
2.294114,-2.193098,5
0.136083,-2.094395,5
0.557773,-2.034152,5
131.80739,-2.115567,5
2.255034,-2.113918,5
3.487544,-2.175843,5
0.118518,-2.075071,5
0.421637,-1.853161,5
0.344265,-2.068564,5
131.80739,-2.115567,5
0.516398,-2.086083,5
1.851852,-2.051344,5
0.033333,-2.075071,5
0.490653,-1.986938,5
0.344265,-1.512684,5
0.962962,-2.159466,5
0.272166,-1.822563,5
1.951258,-2.127161,5
0.266667,-2.125516,5
0.68853,-2.094395,5
0.177777,-2.113273,5
2.542237,-2.054475,5
2.453266,-2.11184,5
0.78881,-2.100671,5
0.196296,-2.147571,5
0.062963,-2.141659,5
0.327731,-2.123611,5
2.973961,-2.056119,5
0.285185,-2.188149,5
2.464563,-2.12273,5
0,0,5
0.136083,-2.094395,5
0,0,5
50.07408,-2.213033,5
0.82963,-1.933239,5
0.136083,-2.221716,5
2.760166,-2.370613,5
0,0,5
0.02963,-2.094395,5
0.136083,-1.570796,5
0.389682,-2.196423,5
0.074074,-1.999063,5
0.033333,-2.065536,5
0.800463,-2.065342,5
0.122222,-2.175296,5
0.389682,-2.125693,5
2.818519,-2.159464,5
0.278887,-1.861154,5
0.344444,-2.048,5
0.033333,-2.100966,5
0.02963,-2.094395,5
0.02963,-2.071242,5
3.358241,-2.064482,5
0.534027,-1.780255,5
0.172133,-2.094395,5
0.136083,-1.755017,5
0.862962,-2.137493,5
0.136083,-2.094395,5
0.534027,-1.90427,5
0.074074,-2.151625,5
1.29386,-2.118236,5
0.151852,-2.013143,5
0.327731,-2.143897,5
0.490653,-2.121837,5
4.703426,-2.129746,5
0.443054,-2.068204,5
0.557773,-2.034152,5
0.951851,-2.153719,5
1.218518,-0.004927,5
0.151852,-2.013143,5
0.172133,-2.094395,5
0.344265,-2.202667,5
0.408248,-2.207158,5
0.018518,-2.138459,5
20.922216,-2.150257,5
1.966384,-2.057978,5
0.062963,-2.073429,5
0.928959,-2.136215,5
0.272166,-1.920944,5
0.250924,-2.153332,5
0.02963,-2.018925,5
1.963557,-1.965246,5
0.272165,-2.187242,5
0.403687,-1.861154,5
3.896296,-2.14389,5
0.459468,-2.20829,5
0.385185,-2.21646,5
0.107407,-2.094395,5
0.45542,-2.121346,5
5.751853,-1.905927,5
0,0,5
0.136083,-2.094395,5
0.044444,-1.985769,5
0.344265,-2.066953,5
0.272165,-2.039459,5
0.02963,-2.120265,5
0.272166,-1.949167,5
1.103865,-2.177507,5
0,0,5
0.250924,-2.074133,5
49.633343,-2.172099,5
0,0,5
0.544331,-2.086083,5
0,0,5
0,0,5
0.45542,-1.987466,5
0.385185,-2.110974,5
0.501848,-2.048717,5
0.477777,-2.130339,5
0,0,5
0.344444,-2.048,5
0.551852,-2.042259,5
0.344265,-2.202667,5
0,0,5
8.507409,-2.101515,5
0,0,5
0.82963,-1.933239,5
0.172133,-1.986938,5
0.278887,-1.890484,5
0.620633,-2.11184,5
0,-2.113032,5
0.742867,-2.161571,5
0.720082,-2.142269,5
4.340741,-2.000272,5
0.45542,-2.144778,5
0.278887,-2.097293,5
0.344265,-1.838877,5
0.501848,-2.048717,5
0.136083,-2.094395,5
0.02963,-2.071242,5
0.285185,-2.071242,5
3.174073,-2.095813,5
0.403687,-2.162872,5
0.344265,-2.200156,5
0.490653,-2.005139,5
0,0,5
2.041242,-2.150638,5
0.062963,-2.146185,5
0.077778,-1.919639,5
0,0,5
0,0,5
0.210819,-2.094395,5
1.264911,-1.749258,5
0.403687,-1.628908,5
0.172133,-2.094395,5
0.389682,-2.125693,5
0.172133,-2.160912,5
0,0,5
0.742867,-2.094395,5
0.172133,-2.094395,5
0.272166,-1.861154,5
0.172133,-1.93491,5
71.574066,-2.147622,5
151.68887,-1.797435,5
0.829629,-2.187781,5
0.344444,-2.182442,5
0,0,5
0,0,5
0,0,5
0.389682,-2.14867,5
0.074074,-2.01751,5
0.033333,-2.065536,5
0.344265,-2.096705,5
0.547722,-2.128465,5
0.02963,-2.094395,5
0.02963,-2.094395,5
0.933333,-2.238803,5
0.91084,-2.142708,5
0.062963,-2.04457,5
0,0,5
0.951852,-1.959823,5
0.42963,-2.084893,5
2.678447,-2.171949,5
0.403687,-2.143761,5
0.278887,-2.085248,5
0.459468,-2.048717,5
0.122222,-2.08783,5
0.162963,-2.191662,5
1.966384,-2.057978,5
1.708367,-2.177417,5
0.459468,-2.048717,5
2.167948,-2.102722,5
0.172133,-1.84512,5
0.389682,-2.102707,5
1.088663,-1.996042,6
2.184966,-2.014434,6
1.349897,-1.956023,6
1.206464,-2.016646,6
73.1111,-2.391681,6
2.784215,-2.11269,6
1.088662,-2.041277,6
2.786209,-2.05611,6
14.607409,-1.954574,6
1.80944,-2.109375,6
3.089408,-2.071876,6
3.416733,-2.045201,6
5.929622,-2.341198,6
3.072581,-1.997577,6
2.102027,-2.118572,6
2.389019,-1.947472,6
1.169045,-1.965703,6
1.668887,-2.048736,6
27.333357,-2.10084,6
1.69531,-2.046998,6
1.64204,-2.010723,6
23.885176,-2.050282,6
2.507408,-2.064273,6
5.455545,-2.143718,6
12.577775,-2.103758,6
1.797116,-2.064277,6
1.851823,-2.388454,6
1.544403,-2.020234,6
1.822697,-2.020938,6
210.92223,-2.555683,6
7.274074,-2.0752,6
1.088663,-1.996042,6
3.122795,-2.071221,6
2.489236,-1.992997,6
3.592689,-1.995801,6
1.123816,-1.987599,6
4.207406,-2.060122,6
1.545604,-2.037351,6
73.674065,-2.160658,6
7.713385,-2.033605,6
1.929306,-1.958014,6
4.071583,-1.969456,6
1.103865,-2.06802,6
91.32222,-2.316506,6
28.951855,-2.16033,6
1.656637,-2.007175,6
1.500616,-2.042718,6
1.408967,-2.018211,6
0.544331,-2.040554,6
155.12964,-2.494607,6
17.366692,-2.121237,6
3.618518,-1.943038,6
1.289558,-1.982099,6
3.523992,-2.047243,6
31.022234,-2.282295,6
4.188167,-2.105677,6
3.04351,-2.037568,6
9.218522,-2.001125,6
0.942809,-1.956005,6
4.036866,-2.034642,6
152.7,-2.316872,6
1.192569,-2.040515,6
0.966091,-2.101377,6
2.613356,-2.020895,6
21.588884,-2.020345,6
2.277101,-2.006186,6
73.0963,-2.238293,6
3.699851,-2.005196,6
3.822227,-2.044277,6
1.558727,-1.930048,6
1.597451,-1.974959,6
1.974842,-1.940423,6
5.185452,-2.077651,6
3.19722,-2.044179,6
3.062316,-2.024748,6
2.205214,-2.051671,6
27.244467,-2.425324,6
2.622552,-2.065663,6
0.860663,-2.005956,6
3.552778,-2.094585,6
1.103865,-1.986307,6
1.167461,-2.038016,6
3.126943,-2.032929,6
1.32916,-2.053189,6
1.236781,-2.048199,6
2.03761,-2.021838,6
1.810463,-1.986776,6
1.996294,-1.97757,6
66.818535,-2.386671,6
4.327775,-2.02885,6
2.51219,-2.093746,6
3.455537,-2.035894,6
2.054805,-1.949088,6
2.177325,-2.047766,6
1.254621,-1.99344,6
2.808056,-2.085934,6
1.80944,-2.109375,6
1.781594,-1.984565,6
7.540742,-2.04072,6
1.130388,-2.060614,6
2.888676,-2.038956,6
1.148268,-2.074616,6
1.295292,-2.000118,6
2.810036,-2.048058,6
4.68923,-2.05935,6
1.218681,-2.045996,6
3.074386,-1.978657,6
6.749488,-1.998857,6
1.241266,-1.973056,6
2.498147,-2.074028,6
71.24447,-2.217735,6
3.008629,-2.063353,6
2.489237,-2.055457,6
4.933632,-2.102536,6
1.069787,-2.058211,6
1.925463,-2.022274,6
2.23524,-1.995072,6
114.59634,-2.101002,6
3.009245,-2.050575,6
1.42595,-1.910677,6
37.218513,-2.014509,6
45.085182,-2.215464,6
3.964657,-2.112941,6
4.007863,-2.054084,6
3.678264,-2.070441,6
94.91854,-2.45058,6
114.59634,-2.101002,6
7.932118,-2.014102,6
1.996292,-2.059262,6
1.784708,-2.03348,6
1.597451,-1.974959,6
219.57411,-2.573635,6
2.746041,-2.040013,6
2.094085,-2.03483,6
2.379699,-2.016578,6
1.784709,-2.008931,6
96.65553,-2.338974,6
2.870668,-2.064888,6
84.59629,-2.01975,6
1.35674,-2.079185,6
4.134766,-2.164195,6
2.800133,-2.03548,6
1.204929,-2.048697,6
1.531158,-2.015374,6
41.988934,-2.51749,6
152.7,-2.316872,6
2.455531,-1.997736,6
2.815959,-2.028812,6
2.966668,-2.008381,6
3.512938,-2.04388,6
3.429718,-2.047053,6
2.083445,-2.03737,6
18.922234,-2.198939,6
2.054805,-1.989221,6
19.007412,-2.083566,6
3.275612,-2.065421,6
2.896358,-2.062286,6
1.781593,-1.958085,6
2.800133,-2.03548,6
45.955563,-2.021032,6
2.489238,-2.038263,6
4.615995,-2.045431,6
3.466775,-2.084754,6
2.0221,-2.009615,6
0.952579,-1.985899,6
1.668887,-2.048736,6
5.540755,-2.395213,6
1.544405,-2.101326,6
1.695309,-2.052258,6
2.277099,-2.063864,6
1.695309,-2.052258,6
53.58887,-2.046307,6
2.841493,-2.030648,6
1.247218,-2.00738,6
3.234651,-2.052546,6
5.792715,-2.035874,6
1.299573,-2.039667,6
1.005541,-1.973221,6
19.007412,-2.083566,6
1.738453,-2.081095,6
2.672217,-2.06698,6
1.597452,-1.919167,6
2.855145,-2.051636,6
1.695309,-2.039491,6
2.123065,-2.037116,6
1.003697,-2.043538,6
1.784708,-2.03348,6
2.864857,-1.998368,6
1.16746,-1.937924,6
1.602082,-1.966671,6
2.177325,-2.047766,6
1.485734,-2.044563,6
32.118523,-2.085272,6
2.326181,-2.038177,6
1.925463,-1.95277,6
1.020167,-1.998993,6
3.538151,-1.990627,6
0.918938,-1.98088,6
38.551857,-2.03822,6
2.841493,-2.030648,6
1.544405,-2.101326,6
91.32222,-2.316506,6
3.025815,-2.040866,6
5.795274,-2.175826,6
2.903384,-2.065948,6
18.922234,-2.198939,6
0.210818,-2.008008,6
2.112572,-2.04172,6
1.625037,-1.991701,6
1.881685,-1.970398,6
7.360555,-2.052453,6
2.247634,-2.052705,6
4.596297,-2.162999,6
40.02962,-1.858264,6
3.356035,-2.060549,6
0.752773,-2.037372,6
1.98233,-2.004082,6
9.218522,-2.001125,6
2.888675,-2.008719,6
1.705112,-2.015595,6
2.354665,-2.056734,6
26.133337,-2.091209,6
1.678844,-1.968511,6
32.118523,-2.085272,6
2.154238,-2.088855,6
1.905159,-2.073869,6
2.786875,-2.020865,6
5.218202,-2.112087,6
6.071487,-1.964901,6
9.662939,-2.327482,6
0.750309,-2.047211,6
1.405018,-2.043617,6
1.751851,-2.016443,6
1.788856,-1.981911,6
1.655518,-2.013524,6
3.555556,-2.036642,6
2.802115,-2.062724,6
1.818627,-1.930196,6
99.63333,-2.395566,6
2.257497,-2.063776,6
2.529823,-2.044653,6
5.648992,-1.868277,6
3.866763,-2.034048,6
2.247634,-2.052705,6
1.241266,-1.973056,6
168.95189,-2.549349,6
45.085182,-2.215464,6
1.204929,-2.080206,6
3.766669,-2.113792,6
3.507134,-1.988249,6
3.124574,-2.075226,6
2.50111,-2.033804,6
33.3185,-2.049148,6
5.856622,-2.126558,6
2.613356,-2.020895,6
5.795274,-2.175826,6
0.854183,-2.069045,6
63.944435,-2.217095,6
1.466919,-2.025133,6
2.03761,-2.021838,6
2.366432,-1.978495,6
2.489236,-1.992997,6
2.888888,-2.037982,6
1.485735,-1.887731,6
1.148268,-2.074616,6
2.007394,-1.96448,6
4.723464,-2.042514,6
5.409525,-2.080174,6
2.888675,-2.008719,6
2.146487,-2.024321,6
36.933327,-1.970772,6
5.556445,-2.004988,6
1.173788,-1.942662,6
3.747592,-1.997746,6
1.173788,-1.940813,6
2.655554,-2.020042,6
1.784709,-2.026586,6
1.600926,-2.072616,6
1.951258,-2.051056,6
2.389019,-1.947472,6
2.335713,-2.06786,6
1.846919,-2.084935,6
1.772214,-1.917349,6
1.103865,-2.06802,6
41.988934,-2.51749,6
2.462309,-2.046535,6
2.126552,-1.99159,6
1.123816,-1.987599,6
4.861031,-2.022599,6
2.740741,-2.102318,6
2.431278,-1.998547,6
2.277101,-2.006186,6
9.218522,-2.001125,6
15.366663,-2.022227,6
1.123816,-1.987599,6
3.727774,-2.102898,6
2.407552,-2.079095,6
1.466666,2.483198,7
1.707406,2.458471,7
1.289559,1.872506,7
1.007408,2.386452,7
0.562962,2.504391,7
2.360948,2.827106,7
1.526313,2.193764,7
1.011111,2.122422,7
0.374074,2.271693,7
0.712325,1.905303,7
0.712325,1.905303,7
1.707407,2.292041,7
2.444444,2.046588,7
2.167949,2.242196,7
0.122222,1.991157,7
0.750309,1.941465,7
1.12963,2.32063,7
1.699672,2.617801,7
3.155556,2.391307,7
0.843274,1.789167,7
1.751851,2.303853,7
2.162964,2.306884,7
2.453267,2.141811,7
2.080776,1.83885,7
1.71852,2.413262,7
4.82963,1.908457,7
2.61111,2.467752,7
2.311112,2.441017,7
0.655555,2.461599,7
0.344444,2.49158,7
0.389683,2.604013,7
0.162963,2.438615,7
1.129629,2.105197,7
1.599999,2.341677,7
1.618516,2.791674,7
0.844445,2.419445,7
0.907408,1.976138,7
2.564718,1.990381,7
1.897366,2.080445,7
1.362964,2.306678,7
1.143419,1.937594,7
0.71111,2.417702,7
1.822222,2.239034,7
0.477778,2.209309,7
0.471404,2.302124,7
3.055554,2.396771,7
1.041722,2.634176,7
1.00554,1.863654,7
0.951853,2.451836,7
1.86984,2.254303,7
2.418518,2.362146,7
1.047042,2.459806,7
2.440401,2.126063,7
0.607407,2.193568,7
0.640741,2.741647,7
1.382429,2.24441,7
1.306678,2.176993,7
0.349603,2.169397,7
1.424651,2.55309,7
0.388889,2.340618,7
12.50741,2.363871,7
0.691214,2.055672,7
0.62361,1.937892,7
1.29386,2.624707,7
0.655555,2.382684,7
4.607407,2.545329,7
2.746042,2.164262,7
1.051852,2.515826,7
0.827759,2.522748,7
2.355556,2.47582,7
3.538153,2.214996,7
5.511114,2.563437,7
0.574134,2.350367,7
0.800462,1.909255,7
1.206464,2.277351,7
1.259042,2.224013,7
4.074075,2.358696,7
1.751852,-1.190561,7
4.196296,2.428022,7
1.866665,2.453831,7
1.095445,2.252231,7
0.240741,2.058329,7
6.08889,2.09315,7
1.19257,2.060443,7
0.551852,1.982987,7
0.772202,2.158915,7
1.21852,2.511766,7
1.722401,1.783512,7
2.518517,2.437819,7
7.599998,2.7898,7
1.144444,2.447547,7
5.529632,2.083229,7
2.151852,2.32339,7
1.262962,2.487917,7
1.69531,2.112617,7
0.998146,2.09922,7
1.642041,2.099557,7
3.940739,2.395431,7
2.685186,2.361827,7
0.655462,1.916419,7
1.322222,2.102212,7
1.798147,2.075874,7
2.374074,2.283147,7
1.096296,2.476615,7
0.894427,1.984785,7
1.632993,1.860191,7
1.526312,1.986748,7
1.733333,2.554965,7
4.113663,2.214011,7
2.645052,2.561049,7
0.807373,2.291847,7
5.85555,2.524273,7
0.827759,2.38935,7
2.820559,2.426379,7
1.188889,2.079295,7
0.151852,2.377854,7
2.037609,2.141428,7
1.108886,2.731134,7
2.444444,2.046588,7
0.922222,2.194143,7
0.888194,2.630157,7
1.327766,2.769038,7
0.860663,2.737074,7
0.490653,2.291118,7
1.985185,2.332739,7
0.983192,2.541661,7
2.678446,2.280289,7
1.140741,2.593543,7
0.960324,2.043726,7
0.918936,2.479064,7
2.285184,1.844726,7
8.611113,2.707051,7
1.878731,2.019747,7
0.562963,2.462118,7
33.422226,2.91248,7
2.074075,2.180526,7
0.462963,2.690112,7
1.011111,2.122422,7
0.566666,2.651605,7
2.088887,2.189135,7
3.574073,2.316242,7
1.722401,2.011228,7
0.71111,2.368311,7
1.58348,2.628208,7
1.068055,2.046683,7
0.71111,2.368311,7
1.096296,2.420823,7
1.144444,2.447547,7
0.240741,2.391996,7
2.984528,2.284571,7
0.933333,2.267197,7
7.26296,1.905045,7
0.834444,2.389747,7
1.611303,2.378846,7
0.760116,2.20467,7
1.585186,2.317212,7
0.45542,2.27303,7
1.408965,2.350437,7
6.08889,2.09315,7
0.418518,2.44578,7
6.95185,2.340587,7
0.557774,2.332243,7
0.562963,2.04457,7
0.255555,2.129513,7
0.490653,2.310758,7
1.614747,2.099905,7
3.021527,2.304153,7
6.418518,2.243094,7
5.618522,2.298255,7
1.605543,1.28706,7
1.718519,2.557309,7
1.520234,1.987902,7
1.047042,2.36281,7
0.620633,2.405202,7
2.285184,2.280922,7
1.988857,2.232849,7
0.062963,2.074957,7
0.928957,2.255333,7
1.722401,2.201318,7
1.025599,2.192935,7
2.645052,2.561049,7
8.04445,2.87512,7
1.985185,2.242649,7
3.555555,2.117886,7
0.285185,1.83826,7
0.93492,2.119546,7
1.149879,2.327545,7
0.623609,1.870487,7
1.511683,1.966536,7
3.274074,2.386597,7
3.218518,2.557458,7
2.444446,2.310932,7
1.259041,2.205099,7
0.78889,2.125416,7
2.551852,2.670771,7
3.796296,2.187022,7
0.64693,2.84342,7
0.251852,2.10726,7
1.822697,2.508226,7
0.32963,2.264277,7
0.655555,2.382684,7
1.743772,2.420791,7
0.389683,2.604013,7
2.088887,2.189135,7
0.933333,2.267197,7
1.130388,1.971572,7
1.022222,2.361442,7
2.948949,1.910945,7
0.474074,2.030867,7
0.488889,2.097231,7
0.918519,2.471197,7
7.599998,2.7898,7
0.742867,2.834822,7
1.705113,2.043865,7
0.385185,2.593107,7
6.611113,2.148363,7
1.22963,2.32489,7
1.985185,2.332739,7
1.356739,2.557389,7
1.259041,2.391736,7
3.277778,1.756645,7
0.507408,2.432783,7
1.540803,2.126901,7
1.020167,1.82234,7
1.90224,1.903686,7
3.396297,2.113918,7
3.085186,2.483291,7
1.229273,2.37843,7
0.611111,2.743555,7
0.829629,2.402851,7
1.186342,1.910864,7
1.585186,2.317212,7
3.631141,2.222103,7
0.680414,1.94304,7
1.289559,1.891015,7
1.356739,2.221276,7
0.551852,2.328108,7
1.327766,1.950405,7
2.491467,2.0861,7
0.894427,1.875362,7
3.021527,2.304153,7
1.705112,2.363581,7
0.620633,2.210055,7
1.254622,2.416354,7
1.784709,2.467938,7
4.607406,-3.015081,7
2.264869,2.356024,7
1.345775,1.974495,7
5.007407,2.392487,7
0.551852,1.982987,7
2.167949,2.242196,7
2.407549,2.266094,7
5.866666,2.395692,7
0.207407,2.587396,7
3.277778,1.756645,7
2.080776,1.83885,7
1.349897,2.006642,7
1.756469,2.320382,7
1.866666,2.337472,7
0.785185,2.128646,7
1.377061,2.285098,7
0.918937,2.083854,7
1.025599,2.192935,7
2.162963,2.42875,7
1.496911,2.198051,7
0.928958,2.060955,7
4.042368,2.505249,7
0.272165,2.217263,7
2.026674,2.126516,7
5.007407,2.392487,7
1.798147,2.075874,7
1.733333,2.554965,7
1.662963,2.212898,7
1.312335,2.001681,7
1.264911,2.033698,7
0.474074,1.946502,7
0.827759,1.985552,7
1.051852,2.515826,7
1.772214,2.348728,7
1.420747,2.224382,7
3.136995,2.586018,7
1.360827,2.175522,7
4.329627,2.263538,7
0.816497,1.956772,7
4.02963,2.395018,7
0.996296,2.305729,7
1.615894,2.471757,7
0.557773,2.864931,7
1.71852,2.413262,7
1.505545,2.28263,7
0.785185,2.128646,7
1.920648,2.395778,7
1.242757,2.069452,7
4.151854,1.984366,7
3.851853,2.437339,7
4.207408,2.156779,7
1.842905,2.204408,7
