@relation segment

@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
4.851852,2,-8.555555,3
10.037037,6.555555,-10.444445,3
1.148148,0.111111,-3.111111,3
0.666667,0,-2,3
15.518518,9,-19.555555,3
1.148148,0.222222,-2.777778,3
0.888889,0,-2.666667,3
6.481482,2.333334,-12.444445,3
4.148148,1.111111,-9.111111,3
2.074074,0.666667,-4.222222,3
7.703704,6.444445,-3.777778,3
2.814815,0.555556,-6.777778,3
1.074074,0,-3.222222,3
3,1.444444,-4.666666,3
12.185185,6.666666,-16.555555,3
2.444444,0.888889,-4.666666,3
18.62963,14.888889,-11.222222,3
18.037037,9.666667,-25.11111,3
2.518518,0.222222,-6.888889,3
1.814815,0.111111,-5.111111,3
21.333334,14,-22,3
0.555556,0,-1.666667,3
0,0,0,3
1.740741,0.777778,-2.888889,3
0.925926,0,-2.777778,3
2.740741,0.555556,-6.555555,3
2.888889,0.666667,-6.666666,3
2.814815,0.555556,-6.777778,3
42.851852,35.77778,-21.222221,3
19.444445,16.88889,-7.666666,3
0.740741,0.111111,-1.888889,3
1.148148,0,-3.444444,3
14.666667,7.555555,-21.333334,3
8.185185,3.555556,-13.888889,3
0.518518,0,-1.555556,3
3.407408,1.111111,-6.888889,3
8.148149,4.666667,-10.444445,3
1.148148,0,-3.444444,3
2.259259,0.111111,-6.444445,3
13.407408,8.777778,-13.888889,3
2.407408,0.444444,-5.888889,3
18.592592,13.666667,-14.777778,3
12.481482,7.666666,-14.444445,3
0.296296,0.111111,-0.555556,3
1.777778,0.444444,-4,3
3.851852,1.888889,-5.888889,3
19.88889,17.88889,-6,3
3.148148,0.777778,-7.111111,3
2.407408,0.444444,-5.888889,3
3.814815,1.111111,-8.111111,3
0.777778,0,-2.333333,3
6.62963,3.333333,-9.888889,3
4.666666,2.555556,-6.333334,3
0,0,0,3
4.888889,2.222222,-8,3
9.518518,7.333334,-6.555555,3
14.777778,8.444445,-19,3
2.037037,0.555556,-4.444445,3
44.037037,37.444443,-19.777779,3
21.333334,14,-22,3
5,2.555556,-7.333334,3
16.407408,12.444445,-11.888889,3
0.962963,0,-2.888889,3
2.777778,0.555556,-6.666666,3
0.888889,0,-2.666667,3
4.666666,1.222222,-10.333333,3
31.851852,25.555555,-18.88889,3
3.481482,1,-7.444445,3
57.48148,52.555557,-14.777778,4
51.703705,46.22222,-16.444445,4
53.666668,46.88889,-20.333334,4
33.962963,31,-8.888889,4
70.51852,62.444443,-24.222221,4
37.592594,32.333336,-15.777778,4
51.88889,51.88889,0,4
40.51852,37.77778,-8.222222,4
53.074074,48.11111,-14.888889,4
40.22222,37.22222,-9,4
38.88889,34.555557,-13,4
65.703705,59.444443,-18.777779,4
69.44444,61.77778,-23,4
46.296295,45.666668,-1.888889,4
30.185184,25.11111,-15.222222,4
42.11111,41.555557,-1.666667,4
38.25926,34.555557,-11.111111,4
52.814816,48,-14.444445,4
45.62963,40.666668,-14.888889,4
55.62963,47.444443,-24.555555,4
34.333332,30.777779,-10.666667,4
47.851852,44.77778,-9.222222,4
21.444445,19.88889,-4.666666,4
59.444443,51.88889,-22.666666,4
54,49.444443,-13.666667,4
41.037037,37.444443,-10.777778,4
26.518518,23.333334,-9.555555,4
40.74074,38,-8.222222,4
56.77778,52,-14.333333,4
21.37037,15.777778,-16.777779,4
44.814816,39.555557,-15.777778,4
39.962963,36.444443,-10.555555,4
39.037037,33.555557,-16.444445,4
45.88889,39.555557,-19,4
47.814816,42.88889,-14.777778,4
49.77778,43.77778,-18,4
26.444445,23.444445,-9,4
35.62963,30.777779,-14.555555,4
60.62963,53.666668,-20.88889,4
58.22222,50.22222,-24,4
41.11111,40.333336,-2.333333,4
34.185184,29.222221,-14.888889,4
45.88889,39.555557,-19,4
55.148148,54.11111,-3.111111,4
26.11111,25.222221,-2.666667,4
40.851852,35.444447,-16.222221,4
45.74074,41.22222,-13.555555,4
36.185184,33.555557,-7.888889,4
18.222221,14.888889,-10,4
40,35.22222,-14.333333,4
29.592592,25.444445,-12.444445,4
28.777779,24.88889,-11.666667,4
49.407406,44.88889,-13.555555,4
45.814816,42.88889,-8.777778,4
42.296295,36,-18.88889,4
49.925926,42.666668,-21.777779,4
28.25926,24.444445,-11.444445,4
29.074074,21.444445,-22.88889,4
20.11111,16.444445,-11,4
62.407406,53.444443,-26.88889,4
51.074074,48.22222,-8.555555,4
56.77778,52,-14.333333,4
53.074074,48.11111,-14.888889,4
70.07407,61,-27.222221,4
29.814816,28.666666,-3.444444,4
72.888885,65,-23.666666,4
58.185184,53.333332,-14.555555,4
58.666668,50.11111,-25.666666,4
66.25926,61.11111,-15.444445,4
62.814816,53.77778,-27.11111,4
7.962963,6.333334,-4.888889,4
55.37037,50.333332,-15.111111,4
50.703705,44.555557,-18.444445,4
13.037037,9.888889,-9.444445,4
36.925926,34.88889,-6.111111,4
21.037037,16.777779,-12.777778,4
64.37037,56.88889,-22.444445,4
41.037037,37.444443,-10.777778,4
8.444445,7,-4.333334,4
30.296297,27.11111,-9.555555,4
60.037037,56.88889,-9.444445,4
39.22222,35.77778,-10.333333,4
24.703703,19.11111,-16.777779,4
44.814816,41.11111,-11.111111,4
8.444445,7,-4.333334,4
31.185184,27.222221,-11.888889,4
58.88889,52.22222,-20,4
43.148148,36.88889,-18.777779,4
65.111115,57.333332,-23.333334,4
70.37037,60.666668,-29.11111,4
40.51852,37.77778,-8.222222,4
8.37037,7.111111,-3.777778,4
44.592594,40.333336,-12.777778,4
45.74074,41.22222,-13.555555,4
33,25.11111,-23.666666,4
53.25926,46.333332,-20.777779,4
41.814816,36.11111,-17.11111,4
64.74074,57.11111,-22.88889,4
54.62963,49.11111,-16.555555,4
43.814816,41.11111,-8.111111,4
38.77778,33.22222,-16.666666,4
58.88889,50.666668,-24.666666,4
40.666668,40.88889,0.666667,4
42.592594,41,-4.777778,4
58.333332,51.22222,-21.333334,4
32.37037,28.666666,-11.111111,4
59.11111,51.11111,-24,4
10.592592,8,-7.777778,4
51.77778,47.666668,-12.333333,4
48.22222,42.555557,-17,4
28.925926,25.222221,-11.111111,4
66.37037,56.555557,-29.444445,4
19.703703,14.888889,-14.444445,4
60.148148,53.77778,-19.11111,4
39.333332,35.444447,-11.666667,4
56.592594,49.666668,-20.777779,4
64.666664,57.88889,-20.333334,4
62.851852,54.77778,-24.222221,4
59.555557,53.444443,-18.333334,4
54.962963,47.77778,-21.555555,4
8.888889,7.333334,-4.666666,4
58.37037,50.666668,-23.11111,4
36.962963,36.666668,-0.888889,4
16.37037,12.444445,-11.777778,4
65.296295,59.77778,-16.555555,4
67.03704,61,-18.11111,4
35.592594,32.11111,-10.444445,4
39.851852,36.22222,-10.888889,4
63.48148,56.77778,-20.11111,4
57.74074,50.444443,-21.88889,4
58.22222,53.444443,-14.333333,4
44.592594,40.333336,-12.777778,4
66.25926,60.22222,-18.11111,4
40,36,-12,4
60.185184,53.22222,-20.88889,4
71.18519,63.333332,-23.555555,4
20.518518,20.333334,-0.555556,4
61.11111,53.444443,-23,4
37.444443,32.333336,-15.333333,4
60.74074,53,-23.222221,4
36.74074,33.666668,-9.222222,4
37.444443,32.77778,-14,4
34.851852,31.88889,-8.888889,4
7.148148,5.555555,-4.777778,4
55.037037,51.555557,-10.444445,4
57.814816,52.333332,-16.444445,4
39.037037,33.555557,-16.444445,4
36.77778,32,-14.333333,4
43.51852,36.77778,-20.222221,4
43.22222,37.22222,-18,4
58.22222,53.444443,-14.333333,4
65.18519,56.444443,-26.222221,4
63.62963,58.22222,-16.222221,4
41.62963,40.555557,-3.222222,4
6.259259,5.777778,-1.444444,4
50.37037,43,-22.11111,4
58.62963,53.333332,-15.888889,4
31.703703,28.222221,-10.444445,4
59.48148,54.22222,-15.777778,4
54.25926,46.22222,-24.11111,4
45.037037,39,-18.11111,4
59.333332,51.88889,-22.333334,4
69.74074,59.666668,-30.222221,4
28.148148,21.555555,-19.777779,4
27.296297,20.88889,-19.222221,4
56.703705,52.666668,-12.111111,4
43.148148,39.22222,-11.777778,4
29.444445,25,-13.333333,4
52.851852,47.555557,-15.888889,4
53.77778,49,-14.333333,4
47.592594,41.11111,-19.444445,4
21.444445,16.88889,-13.666667,4
58,50,-24,4
54.333332,49.444443,-14.666667,4
49.814816,46.22222,-10.777778,4
49.851852,46,-11.555555,4
69.92593,63.666668,-18.777779,4
39.333332,35.555557,-11.333333,4
20.74074,16.222223,-13.555555,4
39.703705,36.333336,-10.111111,4
42.25926,40.555557,-5.111111,4
47.37037,41,-19.11111,4
36.51852,35.88889,-1.888889,4
20.555555,16.11111,-13.333333,4
64.703705,54.88889,-29.444445,4
28,21.333334,-20,4
29.074074,21.444445,-22.88889,4
62.333332,53.22222,-27.333334,4
27.666666,24.88889,-8.333333,4
60.925926,52.555557,-25.11111,4
55.74074,48.88889,-20.555555,4
61.037037,53.444443,-22.777779,4
35.703705,30.666666,-15.111111,4
47.814816,46,-5.444445,4
58.814816,54,-14.444445,4
32.77778,30.222221,-7.666666,4
49.185184,42.333336,-20.555555,4
67.25926,57.88889,-28.11111,4
40.74074,38,-8.222222,4
58.074074,52.666668,-16.222221,4
21.37037,16.666668,-14.111111,4
68.111115,61.11111,-21,4
65.18519,57.666668,-22.555555,4
40.74074,37.11111,-10.888889,4
64.03704,55.77778,-24.777779,4
55.074074,50.11111,-14.888889,4
37.88889,33.11111,-14.333333,4
35.48148,32,-10.444445,4
38.37037,37.88889,-1.444444,4
70.37037,60,-31.11111,4
62,53.666668,-25,4
51.592594,47.77778,-11.444445,4
45.25926,39.444443,-17.444445,4
44.88889,41.555557,-10,4
32.037037,27.555555,-13.444445,4
44.555557,39.555557,-15,4
57.77778,51.333332,-19.333334,4
21.62963,14.777778,-20.555555,4
41.407406,38,-10.222222,4
46.814816,42.333336,-13.444445,4
56.77778,51.11111,-17,4
49.407406,42.555557,-20.555555,4
35.814816,31.333334,-13.444445,4
10.592592,8,-7.777778,4
59.555557,54.22222,-16,4
69.48148,63.88889,-16.777779,4
36.11111,31.333334,-14.333333,4
51.666668,47.11111,-13.666667,4
23.296297,21,-6.888889,4
66.77778,57.444443,-28,4
60.851852,53,-23.555555,4
31.25926,27.444445,-11.444445,4
37.962963,37.555557,-1.222222,4
61.25926,56,-15.777778,4
22.74074,18.11111,-13.888889,4
42.074074,38.77778,-9.888889,4
26.555555,20.333334,-18.666666,4
46.851852,42.88889,-11.888889,4
8.37037,6.666666,-5.111111,4
69.333336,63.22222,-18.333334,4
33.185184,29.11111,-12.222222,4
64.62963,58.22222,-19.222221,4
40.185184,35.666668,-13.555555,4
44.703705,37.11111,-22.777779,4
16.814816,13.444445,-10.111111,4
64.44444,58.333332,-18.333334,4
65.18519,57.666668,-22.555555,4
37.703705,34.11111,-10.777778,4
65.888885,59.333332,-19.666666,4
6.62963,5.111111,-4.555555,4
43.51852,38.77778,-14.222222,4
40.444443,36.88889,-10.666667,4
40.851852,39.88889,-2.888889,4
10.037037,8,-6.111111,4
46.74074,42.444443,-12.888889,4
56.703705,52.666668,-12.111111,4
48.22222,41.22222,-21,4
30.481482,23.11111,-22.11111,4
61.11111,52.444443,-26,4
62.407406,53.444443,-26.88889,4
21.37037,16.777779,-13.777778,4
49.148148,45,-12.444445,4
31.703703,27.333334,-13.111111,4
36.185184,32.666668,-10.555555,4
42.814816,39.11111,-11.111111,4
26.777779,24.222221,-7.666666,4
68.296295,59,-27.88889,4
34.11111,30.333334,-11.333333,4
55.37037,50.333332,-15.111111,4
61,52.444443,-25.666666,4
68.96296,59.333332,-28.88889,4
43.851852,43,-2.555556,4
48.88889,42.444443,-19.333334,4
34.11111,29.11111,-15,4
45.592594,41.22222,-13.111111,4
32.703705,28.555555,-12.444445,4
57.333332,52.77778,-13.666667,4
39.851852,36.22222,-10.888889,4
58.925926,51,-23.777779,4
61.925926,54.444443,-22.444445,4
51,46.88889,-12.333333,4
28.851852,24.88889,-11.888889,4
22.851852,18.222221,-13.888889,4
42.925926,39.444443,-10.444445,4
22.851852,18.222221,-13.888889,4
65.55556,60,-16.666666,4
59.48148,54.22222,-15.777778,4
43.333332,37.88889,-16.333334,4
62.25926,56.444443,-17.444445,4
43.814816,41.11111,-8.111111,4
38.037037,35.666668,-7.111111,4
49.666668,42.77778,-20.666666,4
60.74074,51.555557,-27.555555,4
56.37037,48.555557,-23.444445,4
45.185184,38,-21.555555,4
50.666668,46.11111,-13.666667,4
19.296297,15.666667,-10.888889,4
19.777779,16.333334,-10.333333,5
26.444445,20.222221,-18.666666,5
28.74074,24.555555,-12.555555,5
13.740741,9.777778,-11.888889,5
14.444445,10.777778,-11,5
16.851852,12.888889,-11.888889,5
12.185185,8.222222,-11.888889,5
0.555556,0.333333,-0.666667,5
6.888889,5.666666,-3.666667,5
0,0,0,5
28.333334,24.333334,-12,5
18.518518,16,-7.555555,5
10.037037,7.555555,-7.444445,5
29.481482,23.11111,-19.11111,5
2.666667,1,-5,5
6,4.555555,-4.333334,5
0.814815,0.333333,-1.444444,5
19.592592,15.333333,-12.777778,5
21.962963,17.88889,-12.222222,5
9.444445,6.111111,-10,5
8.333333,5.333334,-9,5
0,0,0,5
15.37037,10.666667,-14.111111,5
0.740741,0.444444,-0.888889,5
0.518518,0,-1.555556,5
29.814816,25.666666,-12.444445,5
5.037037,2.888889,-6.444445,5
8.259259,5.888889,-7.111111,5
0.666667,0.222222,-1.333333,5
9.851851,6.222222,-10.888889,5
2.962963,1.111111,-5.555555,5
14.444445,10.111111,-13,5
1.185185,0.222222,-2.888889,5
0.740741,0.777778,0.111111,5
0,0,0,5
31.185184,24,-21.555555,5
3.592592,2.666667,-2.777778,5
15.185185,12.666667,-7.555555,5
8.333333,5.555555,-8.333333,5
25.814816,21,-14.444445,5
5.37037,3.666667,-5.111111,5
22.962963,19.444445,-10.555555,5
0,0,0,5
18.925926,14.555555,-13.111111,5
8.740741,6.666666,-6.222222,5
28.74074,24.555555,-12.555555,5
7.62963,6.777778,-2.555556,5
4.962963,3.111111,-5.555555,5
20.444445,15.888889,-13.666667,5
2.703704,1.222222,-4.444445,5
1.37037,1,-1.111111,5
0,0,0,5
8.481482,6.111111,-7.111111,5
0.703704,0.555556,-0.444444,5
8.962963,6.333334,-7.888889,5
7.296296,5.333334,-5.888889,5
3.185185,1.444444,-5.222222,5
19.88889,15.111111,-14.333333,5
0,0,0,5
23.407408,19.333334,-12.222222,5
0.259259,0,-0.777778,5
17.185184,13,-12.555555,5
15.518518,11.666667,-11.555555,5
8.740741,6.444445,-6.888889,5
0.703704,0.333333,-1.111111,5
0,0,0,5
1.851852,1.555556,-0.888889,5
6.962963,4.666667,-6.888889,5
0,0,0,5
1.814815,0.777778,-3.111111,5
21.444445,16.88889,-13.666667,5
2.444444,1,-4.333334,5
3.37037,3,-1.111111,5
31.62963,24.222221,-22.222221,5
14.333333,13,-4,5
0,0,0,5
20.925926,16.666668,-12.777778,5
6.888889,4.555555,-7,5
6.444445,4.111111,-7,5
7.296296,5.333334,-5.888889,5
3.555556,1.777778,-5.333334,5
9.962963,7.111111,-8.555555,5
29.296297,23,-18.88889,5
1.814815,0.888889,-2.777778,5
12.333333,7.777778,-13.666667,5
17.481482,14.111111,-10.111111,5
28.851852,24.555555,-12.888889,5
6.259259,3.888889,-7.111111,5
6.481482,4.333334,-6.444445,5
1.037037,0.777778,-0.777778,5
0,0,0,5
0.037037,0,-0.111111,5
14.222222,10.222222,-12,5
24.074074,17.777779,-18.88889,5
0,0,0,5
0.740741,0.333333,-1.222222,5
12,7.555555,-13.333333,5
1.259259,0.777778,-1.444444,5
1.259259,1.222222,-0.111111,5
20.851852,16.88889,-11.888889,5
1.666667,0.666667,-3,5
9.296296,6.111111,-9.555555,5
16.851852,13.555555,-9.888889,5
17.11111,13,-12.333333,5
19.333334,15.555555,-11.333333,5
6.592593,4.666667,-5.777778,5
21.851852,18.444445,-10.222222,5
0,0,0,5
23.518518,17.333334,-18.555555,5
14.481482,11.333333,-9.444445,5
8.925926,6.111111,-8.444445,5
1.555556,0.888889,-2,5
0.148148,0,-0.444444,5
22.703703,19.11111,-10.777778,5
1.296296,0,-3.888889,5
0,0,0,5
0.259259,0,-0.777778,5
2.111111,1,-3.333333,5
0.222222,0,-0.666667,5
6.259259,3.888889,-7.111111,5
29.333334,24.88889,-13.333333,5
0.296296,0.222222,-0.222222,5
1.37037,1,-1.111111,5
0.925926,0.111111,-2.444444,5
6.703704,4.666667,-6.111111,5
8.444445,6.333334,-6.333334,5
14.444445,10.777778,-11,5
0,0,0,5
0.777778,0,-2.333333,5
0.074074,0,-0.222222,5
19.407408,15.555555,-11.555555,5
0,0,0,5
8.851851,6,-8.555555,5
0.407407,0.222222,-0.555556,5
16.814816,12.888889,-11.777778,5
19.62963,16.222223,-10.222222,5
21.555555,17.555555,-12,5
17,13,-12,5
16.11111,11.777778,-13,5
11.296296,7.777778,-10.555555,5
3.407408,2.333334,-3.222222,5
2.185185,0.777778,-4.222222,5
0,0,0,5
0.37037,0,-1.111111,5
29.481482,23.222221,-18.777779,5
7.62963,6.777778,-2.555556,5
1.222222,0.444444,-2.333333,5
0,0,0,5
8.333333,5.555555,-8.333333,5
0,0,0,5
26.74074,22.555555,-12.555555,5
0,0,0,5
5.37037,3.666667,-5.111111,5
1.851852,1,-2.555556,5
20.222221,16,-12.666667,5
2.888889,2.666667,-0.666667,5
0,0,0,5
5.703704,3.666667,-6.111111,5
0,0,0,5
4.296296,2.555556,-5.222222,5
17.925926,13.222222,-14.111111,5
14.407408,9.888889,-13.555555,5
2.074074,0.666667,-4.222222,5
1.62963,1.111111,-1.555556,5
9.111111,5.888889,-9.666667,5
1.222222,0.111111,-3.333333,5
21.518518,16.88889,-13.888889,5
23.25926,18.666668,-13.777778,5
6.444445,4.111111,-7,5
0.777778,0.333333,-1.333333,5
5.555555,3.666667,-5.666666,5
18.037037,14.444445,-10.777778,5
1.925926,1,-2.777778,5
0,0,0,5
19.777779,16.333334,-10.333333,5
1.37037,0,-4.111111,5
6.185185,3.666667,-7.555555,5
15.62963,10.555555,-15.222222,5
18,14,-12,5
1.666667,0.666667,-3,5
0.703704,0.222222,-1.444444,5
0,0,0,5
7,4.444445,-7.666666,5
7.037037,4.777778,-6.777778,5
0.740741,0.333333,-1.222222,5
20.148148,15.666667,-13.444445,5
7.185185,5.111111,-6.222222,5
16.74074,11.777778,-14.888889,5
1.962963,0.666667,-3.888889,5
16.11111,12.222222,-11.666667,5
31.62963,27.222221,-13.222222,5
17.148148,13.222222,-11.777778,5
9.518518,7.333334,-6.555555,5
0.037037,0,-0.111111,5
2.296296,2.111111,-0.555556,5
0.703704,0.555556,-0.444444,5
1.407407,1,-1.222222,5
5.148148,2.777778,-7.111111,5
1.222222,0.444444,-2.333333,5
0.555556,0.333333,-0.666667,5
17.11111,14.555555,-7.666666,5
9.888889,6,-11.666667,5
8,6.111111,-5.666666,5
1.037037,0,-3.111111,5
7.925926,5,-8.777778,5
12.148149,7.555555,-13.777778,5
14.407408,9.888889,-13.555555,5
19.592592,15.222222,-13.111111,5
0.111111,0,-0.333333,5
11.148149,6.666666,-13.444445,5
2.148148,2.111111,-0.111111,5
0,0,0,5
8.703704,5.888889,-8.444445,5
6.37037,9.666667,9.888889,5
25.333334,18.666668,-20,5
0,0,0,5
0.37037,0,-1.111111,5
0.740741,0.333333,-1.222222,5
2.555556,1,-4.666666,5
1.777778,1.111111,-2,5
15.851851,11.888889,-11.888889,5
0,0,0,5
31.777779,24.444445,-22,5
12.259259,7.555555,-14.111111,5
2.444444,0.666667,-5.333334,5
1.407407,0.777778,-1.888889,5
0.296296,0,-0.888889,5
3.222222,2.666667,-1.666667,5
31.62963,27.222221,-13.222222,5
30.481482,24.444445,-18.11111,5
6.407407,4.111111,-6.888889,5
0,0,0,5
2.888889,1.666667,-3.666667,5
4.185185,1.888889,-6.888889,5
6.074074,4,-6.222222,5
0,0,0,5
1.555556,1,-1.666667,5
18.222221,13.333333,-14.666667,5
29.407408,24.777779,-13.888889,5
11.259259,8.333334,-8.777778,5
0.074074,0,-0.222222,5
21.592592,18.11111,-10.444445,5
1.740741,1,-2.222222,5
6.407407,4.111111,-6.888889,5
2.111111,1,-3.333333,5
0,0,0,5
0,0,0,5
15.407408,11.666667,-11.222222,5
3.111111,1.555556,-4.666666,5
0,0,0,5
11.444445,8.444445,-9,5
0.703704,0.333333,-1.111111,5
1.222222,0.444444,-2.333333,5
1.185185,0.222222,-2.888889,5
27.777779,23.444445,-13,5
8.62963,5.888889,-8.222222,5
17.25926,12.888889,-13.111111,5
0,0,0,5
7.333334,5.111111,-6.666666,5
0.592593,0,-1.777778,5
3.037037,1.777778,-3.777778,5
0.037037,0,-0.111111,5
0.074074,0,-0.222222,5
15.37037,11.333333,-12.111111,5
0,0,0,5
14.444445,11,-10.333333,5
0.481482,0,-1.444444,5
27.185184,23,-12.555555,5
2.666667,1.111111,-4.666666,5
0,0,0,5
26.703703,20.333334,-19.11111,5
20.037037,15.777778,-12.777778,5
1.37037,1,-1.111111,5
0,0,0,5
12.074074,7.555555,-13.555555,5
8.777778,5.888889,-8.666667,5
17.074074,12.888889,-12.555555,5
13.481482,10.333334,-9.444445,5
0,0,0,5
22.333334,18.222221,-12.333333,5
20.185184,15.555555,-13.888889,5
6.222222,4,-6.666666,5
20.851852,16.88889,-11.888889,5
2.407408,1.333333,-3.222222,5
16.185184,12.111111,-12.222222,5
17,13,-12,5
1.37037,0.888889,-1.444444,5
2.296296,2.444444,0.444444,5
4.222222,2.777778,-4.333334,5
23.703703,20,-11.111111,5
3.703704,2.111111,-4.777778,5
22.666666,16.444445,-18.666666,5
0.777778,0,-2.333333,5
0.62963,0.444444,-0.555556,5
0.666667,0.555556,-0.333333,5
16.925926,13.555555,-10.111111,5
1.407407,0.777778,-1.888889,5
51.074074,44.88889,-18.555555,6
48.703705,42.77778,-17.777779,6
43.962963,39.22222,-14.222222,6
29.074074,26.333334,-8.222222,6
44.074074,38,-18.222221,6
56.77778,49.88889,-20.666666,6
56.25926,49.88889,-19.11111,6
60.814816,53.444443,-22.11111,6
29.962963,26.88889,-9.222222,6
34.925926,31.444445,-10.444445,6
60.25926,52.444443,-23.444445,6
58,52.555557,-16.333334,6
42.037037,36,-18.11111,6
52.48148,46.88889,-16.777779,6
32.88889,29,-11.666667,6
59.592594,52.333332,-21.777779,6
40.444443,35,-16.333334,6
30,27.11111,-8.666667,6
48.814816,44.11111,-14.111111,6
49.62963,45,-13.888889,6
61.074074,53.77778,-21.88889,6
34.11111,30.11111,-12,6
49.666668,45.11111,-13.666667,6
58.407406,52.555557,-17.555555,6
58.333332,51.88889,-19.333334,6
49.51852,45.11111,-13.222222,6
48.555557,44.11111,-13.333333,6
58.48148,52.444443,-18.11111,6
60.11111,53.11111,-21,6
58.666668,52.555557,-18.333334,6
61.666668,54.444443,-21.666666,6
43.592594,40.333336,-9.777778,6
60.48148,53.666668,-20.444445,6
45.925926,41,-14.777778,6
41.666668,35.444447,-18.666666,6
49.48148,44.77778,-14.111111,6
55.62963,48.22222,-22.222221,6
56.37037,50.444443,-17.777779,6
55.851852,50.11111,-17.222221,6
49.22222,44,-15.666667,6
44.074074,37.444443,-19.88889,6
57.074074,50.11111,-20.88889,6
61.666668,54.77778,-20.666666,6
31.185184,28.444445,-8.222222,6
42.185184,36.444443,-17.222221,6
34.925926,31.444445,-10.444445,6
50.25926,44.88889,-16.11111,6
56.148148,49.88889,-18.777779,6
59.62963,52.444443,-21.555555,6
52.555557,46.88889,-17,6
47.77778,42.666668,-15.333333,6
57,50.555557,-19.333334,6
40.88889,34.11111,-20.333334,6
58.814816,51.77778,-21.11111,6
48.77778,43,-17.333334,6
47.814816,43.88889,-11.777778,6
53.703705,47.11111,-19.777779,6
53.333332,47.333332,-18,6
49.48148,44.666668,-14.444445,6
58,51.88889,-18.333334,6
46.11111,41.333336,-14.333333,6
39.851852,37.22222,-7.888889,6
30.777779,27.555555,-9.666667,6
42.037037,36,-18.11111,6
61.592594,55,-19.777779,6
39.296295,33.77778,-16.555555,6
23.592592,21.11111,-7.444445,6
49.48148,44.77778,-14.111111,6
53.444443,48.22222,-15.666667,6
48.407406,44.22222,-12.555555,6
57.851852,50.77778,-21.222221,6
51.77778,46.555557,-15.666667,6
53.555557,46.444443,-21.333334,6
58.62963,51.77778,-20.555555,6
32.962963,29.333334,-10.888889,6
61.25926,55.11111,-18.444445,6
29.777779,27.222221,-7.666666,6
58,52,-18,6
40,34.555557,-16.333334,6
53.592594,47.333332,-18.777779,6
54.22222,48.555557,-17,6
29.962963,26.88889,-9.222222,6
58.11111,51.666668,-19.333334,6
41.037037,37,-12.111111,6
43.62963,40.333336,-9.888889,6
49.74074,45.22222,-13.555555,6
41.333332,35,-19,6
49.48148,44.77778,-14.111111,6
49.11111,43.333332,-17.333334,6
50.185184,45,-15.555555,6
41.296295,37.11111,-12.555555,6
40.296295,35.77778,-13.555555,6
57.25926,50.88889,-19.11111,6
61.592594,54.666668,-20.777779,6
40.444443,35.333336,-15.333333,6
55.185184,48.555557,-19.88889,6
50.407406,45.22222,-15.555555,6
48.25926,43.88889,-13.111111,6
31.37037,28.444445,-8.777778,6
52.62963,47.444443,-15.555555,6
32.25926,29.444445,-8.444445,6
33.333332,29.666666,-11,6
49.74074,44.444443,-15.888889,6
62.703705,54.77778,-23.777779,6
41.703705,37.88889,-11.444445,6
42.814816,36.444443,-19.11111,6
30.37037,27.444445,-8.777778,6
32.444443,28.444445,-12,6
57.814816,51.11111,-20.11111,6
48.37037,43.333332,-15.111111,6
26.444445,23.444445,-9,6
54.703705,47.88889,-20.444445,6
34.51852,31.555555,-8.888889,6
56.074074,49.77778,-18.88889,6
61.407406,55,-19.222221,6
31.925926,29,-8.777778,6
57.333332,51,-19,6
35.296295,31.222221,-12.222222,6
41.185184,37.444443,-11.222222,6
50.407406,45.22222,-15.555555,6
61.592594,55,-19.777779,6
51.296295,45.444443,-17.555555,6
45.22222,41.77778,-10.333333,6
45.148148,37.88889,-21.777779,6
51.74074,46.555557,-15.555555,6
48.851852,43.22222,-16.88889,6
42.037037,38,-12.111111,6
56.666668,50.666668,-18,6
29.62963,26.777779,-8.555555,6
61.62963,54.88889,-20.222221,6
53.703705,47.11111,-19.777779,6
43.185184,40.22222,-8.888889,6
43.51852,40.22222,-9.888889,6
57.074074,50.333332,-20.222221,6
55.88889,49.77778,-18.333334,6
49.037037,44,-15.111111,6
53.444443,47.333332,-18.333334,6
31.666666,28,-11,6
50.592594,45.88889,-14.111111,6
58.407406,51.333332,-21.222221,6
54.925926,49.444443,-16.444445,6
61.037037,54.11111,-20.777779,6
63.074074,55.333332,-23.222221,6
54.77778,49,-17.333334,6
55.77778,49.666668,-18.333334,6
58.592594,52.22222,-19.11111,6
47.25926,41.77778,-16.444445,6
53.666668,47.11111,-19.666666,6
40.296295,35.77778,-13.555555,6
40.962963,34.88889,-18.222221,6
34.925926,31.444445,-10.444445,6
41.48148,35.666668,-17.444445,6
60.11111,53.11111,-21,6
54,47.666668,-19,6
46.074074,40.444443,-16.88889,6
51.11111,45.77778,-16,6
45,41.666668,-10,6
40.444443,34.444447,-18,6
60.074074,53.22222,-20.555555,6
53.592594,47.333332,-18.777779,6
63,55.11111,-23.666666,6
59.77778,53.11111,-20,6
34.51852,31.555555,-8.888889,6
60.333332,53.555557,-20.333334,6
61.407406,53.666668,-23.222221,6
60.296295,53.333332,-20.88889,6
49.333332,45.333332,-12,6
49.74074,44.333332,-16.222221,6
41.48148,36,-16.444445,6
50.666668,46,-14,6
51.296295,45.444443,-17.555555,6
56.444443,51.444443,-15,6
50.444443,44.88889,-16.666666,6
54.51852,48.666668,-17.555555,6
