@relation segment

@attribute Region-centroid-row numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
13,-47.666668,73,-25.333334,0.313159,2
83,-48.22222,78.77778,-30.555555,0.362062,2
51,-40.555557,54.77778,-14.222222,0.250137,2
44,-31.777779,42.88889,-11.111111,0.181821,2
97,-23.444445,33.22222,-9.777778,0.12985,2
29,-43.444443,69.22222,-25.777779,0.297205,2
49,-37.77778,55.88889,-18.11111,0.223879,2
57,-31,43,-12,0.175605,2
25,-35.11111,48.555557,-13.444445,0.196093,2
58,-47.444443,76.888885,-29.444445,0.348863,2
48,-30.444445,47.22222,-16.777779,0.187362,2
62,-26.777779,41.555557,-14.777778,0.162225,2
46,-30.11111,44.88889,-14.777778,0.177195,2
29,-27.666666,43.333332,-15.666667,0.165616,2
11,-19.666666,22.333334,-2.666667,0.092773,2
42,-39.77778,51.88889,-12.111111,0.241934,2
47,-20.222221,31.777779,-11.555555,0.118399,2
16,-17.222221,28.444445,-11.222222,0.101526,2
15,-32.77778,44.22222,-11.444445,0.17818,2
61,-41.88889,57.77778,-15.888889,0.258869,2
57,-34,46.333332,-12.333333,0.192488,2
63,-38.11111,51.555557,-13.444445,0.23689,2
33,-41.444443,54.22222,-12.777778,0.247776,2
25,-43.333332,57.333332,-14,0.25541,2
58,-38.22222,52.11111,-13.888889,0.238143,2
60,-30.666666,55.333332,-24.666666,0.223364,2
83,-48.22222,78.77778,-30.555555,0.362062,2
40,-44.11111,56.88889,-12.777778,0.260966,2
59,-28.777779,42.88889,-14.111111,0.170091,2
37,-47.444443,75.55556,-28.11111,0.338487,2
72,-42.666668,71,-28.333334,0.323421,2
28,-46.22222,59.11111,-12.888889,0.267544,2
19,-26.777779,38.22222,-11.444445,0.151812,2
24,-29.88889,42.11111,-12.222222,0.169397,2
62,-28.555555,50.77778,-22.222221,0.208013,2
68,-30.333334,45.666668,-15.333333,0.179629,2
87,-5.111111,8.222222,-3.111111,0.862771,3
106,-5.888889,11.111111,-5.222222,0.940476,3
144,-3,6,-3,1,3
106,-1.666667,3.333333,-1.666667,1,3
137,-7.333334,12,-4.666666,0.837478,3
84,-9,13.333333,-4.333334,0.847729,3
91,-8.111111,14.222222,-6.111111,0.944811,3
93,-10.666667,15.333333,-4.666666,0.760191,3
144,-2.888889,5.777778,-2.888889,1,3
76,-4.666666,6.666666,-2,0.872222,3
119,-4.333334,8.333333,-4,1,3
125,-3.444444,5.888889,-2.444444,1,3
75,-22.666666,31.333334,-8.666667,0.297802,3
90,-12.666667,20,-7.333334,0.762919,3
119,-25.11111,39.22222,-14.111111,0.635624,3
113,-3.888889,6.111111,-2.222222,0.981482,3
107,-28.666666,40.333332,-11.666667,0.638541,3
144,-3.444444,6.888889,-3.444444,1,3
147,-3.777778,6.555555,-2.777778,0.349471,3
80,-18.88889,24.11111,-5.222222,0.514254,3
122,-6,15.666667,-9.666667,0.402492,3
120,-25.555555,42.11111,-16.555555,0.681266,3
119,-3.333333,6,-2.666667,0.984127,3
137,-2,4,-2,1,3
99,-5.777778,10.555555,-4.777778,0.986111,3
77,-13.444445,16.222221,-2.777778,0.762049,3
73,-43.666668,70.333336,-26.666666,0.549032,3
122,-24.444445,36.555557,-12.111111,0.718221,3
127,-1.888889,3.777778,-1.888889,1,3
127,-16.444445,30.222221,-13.777778,0.601444,3
96,-10.888889,16.777779,-5.888889,0.778863,3
138,-3.111111,4.888889,-1.777778,0.977778,3
94,-8,5.666666,2.333333,0.609788,3
142,-6.555555,10.111111,-3.555556,0.81358,3
81,-7.444445,11.888889,-4.444445,0.881217,3
80,-10.444445,15.222222,-4.777778,0.597765,3
141,-14.333333,17.666666,-3.333333,0.585775,3
85,-4,5,-1,0.912963,3
128,-2.222222,4.444445,-2.222222,1,3
92,-12.666667,15.666667,-3,0.759012,3
113,-32.333332,49,-16.666666,0.622071,3
129,-1.555556,3.111111,-1.555556,1,3
133,-2.888889,5.444445,-2.555556,1,3
128,-19.11111,28.222221,-9.111111,0.613385,3
138,-4.222222,7.111111,-2.888889,1,3
95,-7.111111,12.888889,-5.777778,0.919597,3
136,-19.555555,29.444445,-9.888889,0.660813,3
122,-17.88889,27.444445,-9.555555,0.584744,3
139,-6.222222,13.444445,-7.222222,0.386612,3
94,-6.444445,11.222222,-4.777778,0.986111,3
102,-12.777778,17.555555,-4.777778,0.575126,3
72,-8.888889,14.777778,-5.888889,0.84169,3
132,-3.888889,6.444445,-2.555556,1,3
104,-11.222222,14.444445,-3.222222,0.607613,3
93,-7.333334,12.666667,-5.333334,0.93567,3
133,-2.222222,4.444445,-2.222222,1,3
107,-10.222222,15.111111,-4.888889,0.730592,3
89,-14.111111,19.88889,-5.777778,0.686685,3
118,-2.777778,4.888889,-2.111111,1,3
123,-2.111111,3.888889,-1.777778,1,3
80,-18.88889,24.11111,-5.222222,0.514254,3
85,-5.888889,8.111111,-2.222222,0.762963,3
81,-14.444445,19.222221,-4.777778,0.628156,3
68,-25.88889,38.77778,-12.888889,0.413033,3
110,-7.555555,7.444445,0.111111,0.806658,3
91,-11.444445,17.555555,-6.111111,0.823021,3
101,-13.222222,16.11111,-2.888889,0.700087,3
136,-3,5.666666,-2.666667,0.986111,3
64,-19,21,-2,0.400746,3
126,-7.222222,10.777778,-3.555556,0.935706,3
108,-10.666667,16.333334,-5.666666,0.705482,3
121,-6.888889,7.777778,-0.888889,0.843518,3
116,-6.333334,9,-2.666667,0.875529,3
90,-6.777778,12.222222,-5.444445,0.926146,3
120,-10.888889,17.444445,-6.555555,0.822893,3
136,0,0,0,0,3
75,-24.777779,37.88889,-13.111111,0.464912,3
102,-6.666666,10.333333,-3.666667,0.899735,3
70,-14.777778,15.888889,-1.111111,0.476884,3
125,-4,6.333334,-2.333333,0.923809,3
102,-8.444445,12.888889,-4.444445,0.940741,3
110,-5.111111,9.222222,-4.111111,0.984127,3
91,-8.111111,14.222222,-6.111111,0.944811,3
120,-3,6,-3,1,3
115,-6.444445,8.888889,-2.444444,0.917989,3
97,-6,10.333333,-4.333334,0.984127,3
116,-6.777778,8.555555,-1.777778,0.912698,3
124,-4.666666,8.666667,-4,0.895369,3
139,-1.333333,2.666667,-1.333333,0.777778,3
134,-15.111111,21.555555,-6.444445,0.772831,3
139,-6.222222,13.444445,-7.222222,0.386612,3
103,-6.111111,10.555555,-4.444445,0.987654,3
91,-17.555555,25.11111,-7.555555,0.348885,3
132,-3.888889,6.777778,-2.888889,0.676888,3
115,-7.222222,10.444445,-3.222222,0.954365,3
137,-13.555555,18.777779,-5.222222,0.779866,3
105,-21.222221,29.444445,-8.222222,0.37578,3
122,-9.888889,14.111111,-4.222222,0.809331,3
86,-13.888889,19.444445,-5.555555,0.630945,3
120,-4.222222,7.777778,-3.555556,0.984127,3
124,-6.888889,10.777778,-3.888889,0.973765,3
124,-5.444445,8.222222,-2.777778,0.836773,3
83,-16.11111,24.88889,-8.777778,0.664785,3
99,-9.111111,14.555555,-5.444445,0.9109,3
87,-14.666667,19,-4.333334,0.652043,3
83,-10.555555,15.777778,-5.222222,0.504161,3
138,-0.777778,1.222222,-0.444444,0.333333,3
102,-19.777779,25.88889,-6.111111,0.397892,3
100,-9.444445,14.555555,-5.111111,0.876332,3
79,-25.333334,39,-13.666667,0.489062,3
138,-9.555555,12.444445,-2.888889,0.790011,3
96,-8,12.666667,-4.666666,0.910065,3
136,-16.555555,26.11111,-9.555555,0.695755,3
139,-2,3.333333,-1.333333,1,3
145,-4.222222,4.444445,-0.222222,0.457672,3
88,-7,11,-4,0.938492,3
91,-20.777779,29.555555,-8.777778,0.398824,3
117,0,0,0,0,3
128,-8.555555,12.777778,-4.222222,0.804724,3
103,-5.888889,7.111111,-1.222222,0.799074,3
122,-5.111111,8.888889,-3.777778,0.960317,3
108,-3.888889,4.444445,-0.555556,0.875926,3
130,-3.777778,5.888889,-2.111111,0.977778,3
117,-3.333333,6.666666,-3.333333,0.968254,3
119,-6.777778,7.222222,-0.444444,0.732926,3
129,-1.555556,3.111111,-1.555556,0.777778,3
124,-10.444445,15.888889,-5.444445,0.772152,3
98,-9.555555,14.777778,-5.222222,0.872146,3
137,-2.333333,4.333334,-2,1,3
115,-22.777779,38.88889,-16.11111,0.523538,3
108,-24.11111,33.88889,-9.777778,0.358975,3
107,-6.555555,8.111111,-1.555556,0.674956,3
120,-7.222222,9.111111,-1.888889,0.839947,3
111,-4,8,-4,1,3
120,-6.888889,11.777778,-4.888889,0.893054,3
73,-42.444443,67.888885,-25.444445,0.651133,3
76,-13.444445,15.222222,-1.777778,0.723011,3
127,-6.555555,8.444445,-1.888889,0.915344,3
131,-1.555556,3.111111,-1.555556,0.407407,3
146,-0.111111,0.222222,-0.111111,0.111111,3
107,-5.666666,9.333333,-3.666667,0.94709,3
116,-20.88889,32.444443,-11.555555,0.596104,3
136,-11.666667,15.666667,-4,0.695088,3
88,-11.111111,14.555555,-3.444444,0.851379,3
125,-22.333334,36.333332,-14,0.638455,3
112,-8.111111,10.222222,-2.111111,0.867665,3
133,0,0,0,0,3
106,-5.555555,8.111111,-2.555556,0.95172,3
124,-2,4,-2,1,3
102,-9.111111,13.222222,-4.111111,0.891218,3
109,-18.88889,27.11111,-8.222222,0.694627,3
111,-8,12.666667,-4.666666,0.864664,3
124,-2,4,-2,1,3
142,-0.111111,0.222222,-0.111111,0.111111,3
70,-14.444445,16.88889,-2.444444,0.415836,3
143,-9.888889,15.777778,-5.888889,0.915376,3
135,-2.222222,4.111111,-1.888889,0.888889,3
125,-7.111111,11.555555,-4.444445,0.853199,3
135,-2.888889,5.444445,-2.555556,1,3
69,-13.777778,16.555555,-2.777778,0.508994,3
105,-7.444445,12.555555,-5.111111,0.886048,3
137,-0.777778,1.555556,-0.777778,0.777778,3
138,-0.555556,1.111111,-0.555556,0.092593,3
109,-9.333333,12,-2.666667,0.760734,3
92,-11.666667,18,-6.333334,0.564898,3
81,-22,27.666666,-5.666666,0.595282,3
100,-10.444445,15.555555,-5.111111,0.738034,3
122,-1,2,-1,1,3
85,-13.888889,20.11111,-6.222222,0.774121,3
117,-3.222222,6.111111,-2.888889,1,3
90,-6.333334,3.333333,3,0.665344,3
141,-4.333334,6.333334,-2,0.977778,3
143,-9.888889,15.777778,-5.888889,0.915376,3
145,-10.666667,20,-9.333333,0.532728,3
100,-9.888889,16.444445,-6.555555,0.773815,3
96,-8.111111,14.222222,-6.111111,0.872222,3
120,-25.555555,42.11111,-16.555555,0.681266,3
125,-4,6.333334,-2.333333,0.923809,3
123,-3.444444,6.888889,-3.444444,1,3
129,-1.555556,3.111111,-1.555556,0.777778,3
118,-2.111111,3.888889,-1.777778,1,3
124,-4.666666,8.666667,-4,0.895369,3
90,-7.333334,7,0.333333,0.725289,3
124,-3.222222,6.444445,-3.222222,1,3
127,-7.444445,8.888889,-1.444444,0.827249,3
114,-5.222222,8.444445,-3.222222,0.984127,3
115,-19,24.333334,-5.333334,0.618328,3
95,-14.222222,17.777779,-3.555556,0.698902,3
87,-26,34.666668,-8.666667,0.306281,3
144,-7.222222,12.111111,-4.888889,0.986111,3
99,-5.777778,10.555555,-4.777778,0.986111,3
80,-12.555555,16.11111,-3.555556,0.775282,3
138,-2.333333,4.666666,-2.333333,1,3
134,-11.888889,15.777778,-3.888889,0.833935,3
109,-8.555555,12.444445,-3.888889,0.864482,3
134,-0.111111,0.222222,-0.111111,0.111111,3
130,-5.888889,7.777778,-1.888889,0.931217,3
135,-0.666667,1.333333,-0.666667,0.333333,3
98,-3.555556,4.111111,-0.555556,0.916667,3
129,-1.555556,3.111111,-1.555556,1,3
120,-2.777778,5.555555,-2.777778,1,3
90,-7.555555,13.444445,-5.888889,0.904321,3
140,-13.666667,17,-3.333333,0.73447,3
73,-10.444445,14.555555,-4.111111,0.78993,3
122,-1.666667,2,-0.333333,0.555556,3
81,-14.444445,19.222221,-4.777778,0.628156,3
95,-7.888889,11.111111,-3.222222,0.88955,3
121,-6.888889,7.777778,-0.888889,0.843518,3
124,-6.888889,10.777778,-3.888889,0.973765,3
83,-12.111111,16.88889,-4.777778,0.82735,3
132,-1.111111,2.222222,-1.111111,0.888889,3
142,-1.333333,2.333333,-1,0.416667,3
98,-4.222222,8.111111,-3.888889,1,3
95,-9.666667,13.666667,-4,0.874917,3
113,-2.888889,5.444445,-2.555556,1,3
145,-1.555556,1.777778,-0.222222,0.251852,3
121,-8.777778,12.222222,-3.444444,0.907407,3
120,-5.111111,7.555555,-2.444444,0.962963,3
76,-15.222222,17.777779,-2.555556,0.637421,3
114,-34.444443,52.22222,-17.777779,0.629245,3
123,-3.777778,6.555555,-2.777778,0.961905,3
110,-4.666666,8.333333,-3.666667,0.977778,3
71,-18.88889,25.11111,-6.222222,0.395671,3
121,-3.444444,6.555555,-3.111111,1,3
103,-6.111111,10.555555,-4.444445,0.987654,3
100,-3.333333,4.666666,-1.333333,0.977778,3
137,-2.777778,4.555555,-1.777778,0.95,3
106,-8,12.666667,-4.666666,0.903571,3
120,-4.777778,6.888889,-2.111111,1,3
120,-3.666667,6,-2.333333,0.984127,3
130,-2.333333,4.666666,-2.333333,1,3
131,-1.555556,3.111111,-1.555556,1,3
99,-9.888889,14.444445,-4.555555,0.711898,3
108,-24.11111,33.88889,-9.777778,0.358975,3
124,-3.111111,4.888889,-1.777778,0.984127,3
115,-12,16,-4,0.767235,3
81,-26.444445,40.88889,-14.444445,0.420176,3
80,-25.333334,32.333332,-7,0.289624,3
136,-19.555555,29.444445,-9.888889,0.660813,3
123,-4.111111,7.222222,-3.111111,1,3
96,-8.333333,12.666667,-4.333334,0.909236,3
102,-6.666666,10.333333,-3.666667,0.899735,3
122,-17.777779,32.88889,-15.111111,0.54583,3
78,-26.666666,35.333332,-8.666667,0.269733,3
120,-16.88889,26.777779,-9.888889,0.562158,3
110,-4.666666,8.333333,-3.666667,0.977778,3
88,-7.888889,13.111111,-5.222222,0.929574,3
133,-1.444444,2.888889,-1.444444,1,3
98,-4.444445,4.555555,-0.111111,0.883333,3
107,-4.666666,8.333333,-3.666667,0.981482,3
121,-16.222221,25.444445,-9.222222,0.596422,3
82,-12.444445,18.222221,-5.777778,0.742819,3
116,-5.222222,9.111111,-3.888889,0.970238,3
123,-4.555555,8.111111,-3.555556,1,3
91,-11.222222,15.111111,-3.888889,0.829748,3
125,-7.111111,11.555555,-4.444445,0.853199,3
133,0,0,0,0,3
98,-10.333333,13.666667,-3.333333,0.89084,3
124,-2.777778,4.555555,-1.777778,0.953704,3
126,-3.222222,6.111111,-2.888889,0.965812,3
126,-15.888889,21.11111,-5.222222,0.736431,3
75,-22.666666,31.333334,-8.666667,0.297802,3
107,-11.444445,17.555555,-6.111111,0.697226,3
91,-7.666666,13,-5.333334,0.867813,3
87,-5.111111,8.222222,-3.111111,0.862771,3
146,0,0,0,0,3
96,-9.333333,13.666667,-4.333334,0.824784,3
126,-6.666666,7.333334,-0.666667,0.908995,3
87,-26,34.666668,-8.666667,0.306281,3
109,-8.555555,12.444445,-3.888889,0.864482,3
116,-5.555555,8.777778,-3.222222,0.96142,3
91,-6.555555,10.777778,-4.222222,0.939815,3
93,-9,13,-4,0.80862,3
126,-4.222222,6.777778,-2.555556,1,3
118,-0.111111,0.222222,-0.111111,0.111111,3
123,-2.888889,4.777778,-1.888889,0.981482,3
97,-6.222222,9.777778,-3.555556,0.915344,3
112,-0.444444,0.888889,-0.444444,0.222222,3
125,-11.888889,21.777779,-9.888889,0.56104,3
91,-9,12.666667,-3.666667,0.911448,3
88,-12.666667,16.666666,-4,0.754703,3
79,-10.888889,15.444445,-4.555555,0.842452,3
122,-4.777778,8.555555,-3.777778,1,3
143,-1.222222,2.444444,-1.222222,0.777778,3
141,-8.444445,13.222222,-4.777778,0.953086,3
140,-11.777778,15.555555,-3.777778,0.627944,3
89,-6.555555,12.444445,-5.888889,0.986111,3
130,-2.666667,5,-2.333333,1,3
131,0,0,0,0,3
81,-22,27.666666,-5.666666,0.595282,3
134,-5,6.333334,-1.333333,0.977778,3
126,-17.88889,26.444445,-8.555555,0.739265,3
82,-11.444445,13.888889,-2.444444,0.843607,3
83,-6.444445,6.888889,-0.444444,0.740476,3
95,-10.888889,13.777778,-2.888889,0.907099,3
89,-6.555555,12.444445,-5.888889,0.986111,3
138,-19.88889,24.777779,-4.888889,0.60922,3
115,-12.888889,28.777779,-15.888889,0.264115,4
17,-23.555555,48.444443,-24.88889,0.284874,4
127,-8.222222,22.444445,-14.222222,0.248999,4
98,-11.666667,25,-13.333333,0.346398,4
121,-10.777778,25.222221,-14.444445,0.280578,4
101,-22.444445,45.22222,-22.777779,0.289362,4
162,-5.111111,10.888889,-5.777778,0.484805,4
135,-18.777779,41.88889,-23.11111,0.258303,4
76,-8.888889,21.444445,-12.555555,0.27031,4
123,-20.555555,37.77778,-17.222221,0.559546,4
111,-17.444445,39.22222,-21.777779,0.269218,4
146,-7.777778,15.222222,-7.444445,0.487864,4
81,-10.444445,25.88889,-15.444445,0.267251,4
125,-15.444445,38.555557,-23.11111,0.259842,4
101,-18.11111,36.22222,-18.11111,0.322733,4
129,-13.444445,27.222221,-13.777778,0.338407,4
108,-16.222221,34.444443,-18.222221,0.252458,4
135,-19.11111,39.88889,-20.777779,0.33466,4
83,-18.11111,40.22222,-22.11111,0.260329,4
98,-15.888889,35.444443,-19.555555,0.28511,4
126,-11,21.666666,-10.666667,0.405936,4
152,-18.666666,33.333332,-14.666667,0.46343,4
146,-13.888889,26.444445,-12.555555,0.429825,4
122,-14.888889,30.444445,-15.555555,0.349652,4
106,-10.777778,24.222221,-13.444445,0.270907,4
78,-8.111111,24.222221,-16.11111,0.258916,4
143,-22.11111,43.22222,-21.11111,0.341229,4
154,-18.444445,39.88889,-21.444445,0.321345,4
82,-10,24.666666,-14.666667,0.246605,4
147,-20,34.333332,-14.333333,0.468165,4
19,-21.555555,40.77778,-19.222221,0.355227,4
162,-6.111111,13.555555,-7.444445,0.479931,4
87,-24.777779,48.88889,-24.11111,0.3097,4
112,-20.777779,42.555557,-21.777779,0.293681,4
116,-13.444445,29.222221,-15.777778,0.264563,4
93,-24.222221,49.11111,-24.88889,0.315538,4
36,-29.444445,55.22222,-25.777779,0.332815,4
78,-14.333333,29.666666,-15.333333,0.33971,4
101,-11.888889,24.777779,-12.888889,0.327288,4
20,-10.444445,21.88889,-11.444445,0.261958,4
118,-10.666667,22,-11.333333,0.293949,4
117,-19,37.666668,-18.666666,0.330477,4
85,-12.444445,31.222221,-18.777779,0.278726,4
73,-1.888889,14.444445,-12.555555,0.176156,4
124,-14.666667,32.666668,-18,0.258543,4
116,-13.333333,26.666666,-13.333333,0.355756,4
87,-16.333334,34.666668,-18.333334,0.319706,4
88,-28.11111,53.22222,-25.11111,0.320122,4
126,-7.888889,20.444445,-12.555555,0.258409,4
84,-4.666666,8.666667,-4,0.380483,4
45,-14.888889,32.11111,-17.222221,0.259367,4
146,-7.777778,15.222222,-7.444445,0.487864,4
129,-16.777779,30.555555,-13.777778,0.449747,4
125,-10,19.666666,-9.666667,0.398689,4
103,-14.555555,28.777779,-14.222222,0.323915,4
108,-12,24.666666,-12.666667,0.266758,4
89,-13.111111,27.88889,-14.777778,0.351273,4
124,-14.333333,32,-17.666666,0.261246,4
157,-14.777778,26.555555,-11.777778,0.430239,4
123,-10.888889,21.11111,-10.222222,0.408913,4
153,-20,32.333332,-12.333333,0.447745,4
96,-22.444445,45.22222,-22.777779,0.297221,4
83,-11.333333,27.666666,-16.333334,0.249679,4
34,-19.444445,37.22222,-17.777779,0.317542,4
109,-17.11111,35.555557,-18.444445,0.334962,4
70,-10.444445,29.555555,-19.11111,0.249829,4
21,-19.666666,40,-20.333334,0.25706,4
138,-16.777779,39.22222,-22.444445,0.248998,4
25,-29.333334,55.666668,-26.333334,0.318191,4
159,-0.555556,5.444445,-4.888889,0.15128,4
73,-13.555555,28.777779,-15.222222,0.297096,4
124,-8.111111,22.88889,-14.777778,0.271474,4
102,-20.11111,40.88889,-20.777779,0.26938,4
130,-9.444445,17.555555,-8.111111,0.548124,4
161,-4.777778,11.222222,-6.444445,0.540918,4
105,-13.555555,31.777779,-18.222221,0.295992,4
48,-16.222221,34.77778,-18.555555,0.339117,4
102,-14.333333,34.333332,-20,0.25976,4
125,-25.11111,46.555557,-21.444445,0.317206,4
98,-8.888889,21.11111,-12.222222,0.265698,4
65,-12.111111,23.222221,-11.111111,0.19713,4
48,-9.888889,23.444445,-13.555555,0.245241,4
102,-17.333334,35,-17.666666,0.318271,4
102,-13.666667,32,-18.333334,0.2694,4
65,-19.11111,41.22222,-22.11111,0.287045,4
35,-15.777778,29.555555,-13.777778,0.319714,4
102,-23.11111,45.22222,-22.11111,0.317014,4
133,-21.333334,41.666668,-20.333334,0.339145,4
128,-21.777779,42.88889,-21.11111,0.340237,4
149,-10.111111,20.88889,-10.777778,0.453341,4
66,-1.666667,11.333333,-9.666667,0.152009,4
120,-11.666667,25.333334,-13.666667,0.272752,4
158,-11.333333,24.333334,-13,0.264152,4
66,-3.222222,14.111111,-10.888889,0.178875,4
124,-15.444445,31.555555,-16.11111,0.317097,4
140,-15.333333,27.666666,-12.333333,0.444353,4
80,-8.222222,21.444445,-13.222222,0.24473,4
100,-15.111111,34.555557,-19.444445,0.268621,4
158,-4.333334,11.333333,-7,0.503086,4
154,-23.666666,40.666668,-17,0.458785,4
33,-13.444445,29.222221,-15.777778,0.33727,4
104,-13.666667,32.666668,-19,0.252203,4
17,-24.222221,48.11111,-23.88889,0.286238,4
103,-18.333334,41,-22.666666,0.271568,4
146,-18.777779,38.22222,-19.444445,0.347454,4
126,-13.333333,24.333334,-11,0.437078,4
123,-11.111111,26.88889,-15.777778,0.263275,4
68,-1.222222,11.111111,-9.888889,0.167908,4
67,-22.88889,47.11111,-24.222221,0.298145,4
76,-12.333333,29.333334,-17,0.250705,4
151,-22.11111,36.88889,-14.777778,0.457448,4
68,-14.333333,34.333332,-20,0.265053,4
147,-1.444444,6.555555,-5.111111,0.464069,4
96,-18.11111,39.555557,-21.444445,0.254595,4
156,-12.666667,24.666666,-12,0.431321,4
17,-12.777778,28.222221,-15.444445,0.268186,4
159,-2.666667,10.333333,-7.666666,0.202846,4
28,-26.88889,50.11111,-23.222221,0.324556,4
154,-19.777779,34.22222,-14.444445,0.453533,4
66,-4.777778,15.555555,-10.777778,0.184999,4
99,0,12.333333,-12.333333,0.146611,4
69,-0.888889,9.777778,-8.888889,0.154094,4
62,-22.777779,45.555557,-22.777779,0.303179,4
42,-15,28.666666,-13.666667,0.271572,4
120,-9.222222,25.444445,-16.222221,0.245321,4
126,-13.333333,24.333334,-11,0.437078,4
110,-13.666667,29.333334,-15.666667,0.249253,4
97,-5.444445,18.88889,-13.444445,0.199351,4
45,-14.888889,32.11111,-17.222221,0.259367,4
120,-8.555555,24.444445,-15.888889,0.224617,4
158,-4.333334,11.333333,-7,0.503086,4
97,-5.888889,19.11111,-13.222222,0.197115,4
69,-18.333334,41,-22.666666,0.289653,4
65,-12.111111,23.222221,-11.111111,0.19713,4
78,-15.222222,30.444445,-15.222222,0.392034,4
80,-10.111111,25.555555,-15.444445,0.282964,4
148,-22.88889,37.444443,-14.555555,0.483771,4
122,-10.555555,23.444445,-12.888889,0.29185,4
77,-16,35.333332,-19.333334,0.255329,4
77,-9,24,-15,0.269192,4
157,-13.666667,25.666666,-12,0.438882,4
117,-16.444445,32.22222,-15.777778,0.335026,4
65,-20.88889,41.77778,-20.88889,0.287325,4
64,-25,48.333332,-23.333334,0.31426,4
138,-16.555555,36.444443,-19.88889,0.280911,4
158,-3.777778,10.222222,-6.444445,0.472975,4
137,-6.111111,16.222221,-10.111111,0.214456,4
83,-9.555555,20.11111,-10.555555,0.307415,4
89,-13.111111,27.88889,-14.777778,0.351273,4
130,-16.777779,31.555555,-14.777778,0.505441,4
121,-20.333334,39.666668,-19.333334,0.300672,4
108,-13.111111,29.555555,-16.444445,0.275986,4
119,-14.888889,31.11111,-16.222221,0.28077,4
111,-12.444445,25.88889,-13.444445,0.349325,4
18,-27.88889,53.444443,-25.555555,0.317156,4
159,-2.666667,10.333333,-7.666666,0.202846,4
38,-24,49,-25,0.336015,4
32,-15.777778,34.22222,-18.444445,0.249001,4
125,-18.333334,41.333332,-23,0.257599,4
100,-15.111111,34.555557,-19.444445,0.268621,4
147,-19.222221,34.11111,-14.888889,0.457405,4
89,-11.111111,23.88889,-12.777778,0.331128,4
25,-15.777778,30.555555,-14.777778,0.284582,4
42,-24.666666,47,-22.333334,0.322931,4
123,-22.333334,43.333332,-21,0.299164,4
125,-24,46.666668,-22.666666,0.323908,4
38,-19.222221,41.444443,-22.222221,0.271659,4
43,-29.444445,53.555557,-24.11111,0.335115,4
115,-11.888889,23.777779,-11.888889,0.331663,4
133,-4.666666,13,-8.333333,0.270271,4
147,-18,38,-20,0.309106,4
80,-8.222222,21.444445,-13.222222,0.24473,4
110,-15,31,-16,0.353548,4
140,-8.333333,17.666666,-9.333333,0.266206,4
102,-14.333333,34.333332,-20,0.25976,4
121,-11.111111,24.555555,-13.444445,0.313427,4
76,-18.88889,35.444443,-16.555555,0.334876,4
117,-16.444445,32.22222,-15.777778,0.335026,4
146,-13.777778,24.88889,-11.111111,0.432786,4
62,-28,53.666668,-25.666666,0.32276,4
154,-14.444445,26.555555,-12.111111,0.479715,4
15,-28.88889,53.77778,-24.88889,0.316905,4
20,-26.222221,49.444443,-23.222221,0.309556,4
149,-14.111111,25.88889,-11.777778,0.445172,4
70,-23,47.666668,-24.666666,0.314365,4
158,-4.888889,11.777778,-6.888889,0.520578,4
87,-10.444445,23.222221,-12.777778,0.312482,4
77,-7.666666,14.666667,-7,0.225243,4
127,-8.222222,22.444445,-14.222222,0.248999,4
87,-24.777779,48.88889,-24.11111,0.3097,4
17,-12.777778,28.222221,-15.444445,0.268186,4
57,-18.777779,41.22222,-22.444445,0.266776,4
42,-11.444445,23.88889,-12.444445,0.337893,4
81,-22.666666,45,-22.333334,0.307419,4
118,-14.888889,33.77778,-18.88889,0.265558,4
81,-11.111111,26.88889,-15.777778,0.300796,4
75,-11.777778,25.555555,-13.777778,0.275059,4
111,-11.333333,24.333334,-13,0.290355,4
121,-10.777778,25.222221,-14.444445,0.280578,4
160,-13.888889,26.11111,-12.222222,0.426014,4
73,-5.111111,15.222222,-10.111111,0.178226,4
120,-9.222222,25.444445,-16.222221,0.245321,4
77,-24,44.666668,-20.666666,0.31069,4
49,-7.111111,18.222221,-11.111111,0.221187,4
80,-10.111111,25.555555,-15.444445,0.282964,4
111,-19.333334,41.666668,-22.333334,0.298892,4
132,-17,31.333334,-14.333333,0.354746,4
145,-7.666666,19.666666,-12,0.315338,4
119,-10.888889,25.11111,-14.222222,0.271717,4
125,-5.111111,16.88889,-11.777778,0.192484,4
111,-20.88889,44.11111,-23.222221,0.299664,4
158,-12.777778,23.88889,-11.111111,0.41916,4
95,-11.888889,28.444445,-16.555555,0.264571,4
116,-12.222222,25.444445,-13.222222,0.309461,4
44,-25.666666,50.666668,-25,0.339917,4
136,-5.888889,11.111111,-5.222222,0.709751,4
125,-18,35.333332,-17.333334,0.324639,4
128,-10.444445,24.555555,-14.111111,0.316177,4
105,-15.888889,35.11111,-19.222221,0.259048,4
132,-16.666666,31.333334,-14.666667,0.325768,4
89,-23.777779,46.555557,-22.777779,0.317871,4
160,-13.888889,26.11111,-12.222222,0.426014,4
129,-14.333333,28.666666,-14.333333,0.320613,4
34,-24.11111,48.22222,-24.11111,0.34747,4
68,-0.777778,11.222222,-10.444445,0.170449,4
24,-20.555555,36.11111,-15.555555,0.30862,4
32,-23.444445,49.22222,-25.777779,0.344409,4
