@relation segment

@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
5,9.111111,0.970238,3
0.111111,0.222222,0.111111,3
1.555556,3.111111,0.777778,3
44.22222,49,0.622071,3
19.444445,17.777779,0.637421,3
10.555555,15.444445,0.842452,3
6.444445,11,0.938492,3
2.777778,5.444445,1,3
11.888889,16.777779,0.778863,3
65.44444,31.333334,0.297802,3
8.888889,13.777778,0.885825,3
49.555557,29,0.350169,3
5.666666,10.555555,0.987654,3
28.333334,36.555557,0.718221,3
14,17,0.73447,3
9.555555,12.777778,0.804724,3
24.777779,24.777779,0.60922,3
0.777778,1.555556,0.777778,3
14.111111,16.333334,0.705482,3
10.222222,13.888889,0.843607,3
22.555555,13.444445,0.386612,3
13.333333,15.222222,0.723011,3
7.333334,7,0.725289,3
4.444445,8.333333,0.977778,3
1.666667,3.333333,1,3
8.444445,12.444445,0.864482,3
52.666668,29.444445,0.37578,3
2.777778,4.888889,0.977778,3
13.111111,16.222221,0.762049,3
9.444445,15.777778,0.915376,3
4.888889,8.111111,0.95172,3
7.777778,11.555555,0.853199,3
4.888889,9.222222,0.984127,3
5.555555,10.333333,0.984127,3
8,13,0.867813,3
2,4,1,3
54.11111,18.88889,0.199351,4
12,10.888889,0.484805,4
49.444443,25.222221,0.280578,4
49.88889,23.444445,0.245241,4
81.66667,49.444443,0.309556,4
77,45.22222,0.297221,4
90.111115,59.22222,0.335387,4
29.666666,24.88889,0.432786,4
41,27.88889,0.351273,4
75.77778,44.77778,0.304774,4
10.888889,11.222222,0.540918,4
47.333332,15.222222,0.178226,4
79.22222,49.11111,0.315538,4
41,24.88889,0.308824,4
39.444443,24.777779,0.327288,4
48.444443,28.666666,0.303876,4
49.77778,28.777779,0.297096,4
47.77778,31,0.334662,4
45.77778,30.222221,0.338619,4
68.22222,32.666668,0.252203,4
59.22222,24.444445,0.224617,4
78.77778,39.666668,0.264986,4
56.333332,25.444445,0.245321,4
58.333332,25.555555,0.230455,4
57.11111,36.22222,0.322733,4
59.333332,29.777779,0.263467,4
79.44444,45.22222,0.289362,4
79.111115,50.11111,0.324556,4
56.333332,31.777779,0.295992,4
47.22222,26.88889,0.300796,4
64.44444,23.222221,0.19713,4
61.444443,39.666668,0.327632,4
71,43.22222,0.313003,4
53.88889,24.222221,0.245206,4
55.88889,38.22222,0.347454,4
78,38.11111,0.254697,4
11.888889,11.777778,0.520578,4
55,30.555555,0.284582,4
29.222221,25.444445,0.441573,4
71,44.11111,0.316026,4
66.77778,36.444443,0.280911,4
60.444443,36.666668,0.310818,4
69.55556,41.444443,0.303071,4
70.44444,37.88889,0.280738,4
56,12.333333,0.146611,4
80.333336,45.666668,0.290165,4
62.88889,39.666668,0.319474,4
56.333332,38.444443,0.348022,4
49.666668,24.777779,0.265535,4
64.111115,33.88889,0.280593,4
56.333332,25.444445,0.245321,4
45.88889,11.333333,0.152009,4
11.777778,8.666667,0.380483,4
31.555555,26.11111,0.426014,4
75.888885,45.444443,0.303044,4
24.777779,19.666666,0.398689,4
58.22222,40.555557,0.361284,4
79.111115,38.555557,0.259842,4
51.444443,31.555555,0.317097,4
49.77778,32.22222,0.335026,4
46,29.666666,0.33971,4
74.55556,41.77778,0.287325,4
46.333332,28.666666,0.313397,4
49.333332,25.777779,0.274519,4
71.66667,48.11111,0.337756,4
79.77778,43.77778,0.278345,4
32.22222,27.666666,0.444353,4
48.22222,22.444445,0.248999,4
82.55556,39.22222,0.248998,4
63.77778,32.11111,0.259367,4
63.77778,32.11111,0.259367,4
56.333332,28.444445,0.264571,4
64.333336,37.88889,0.307007,4
82.66667,43.666668,0.267258,4
58.444443,37.666668,0.330477,4
61.555557,38,0.315228,4
45.22222,28.777779,0.323915,4
8.555555,11.111111,0.709751,4
45.333332,13.444445,0.176066,4
46.333332,14.111111,0.178875,4
59.555557,31.222221,0.278726,4
83.888885,41.88889,0.258303,4
47.444443,24.333334,0.264152,4
47.77778,15.555555,0.184999,4
82.55556,53.555557,0.335115,4
78,46.77778,0.30598,4
85.333336,47.666668,0.287488,4
36.77778,23.777779,0.331663,4
77,47.666668,0.314365,4
54,28.222221,0.268186,4
69.55556,34.444443,0.252458,4
15.666667,15.222222,0.487864,4
42.77778,36.88889,0.457448,4
84.77778,55.22222,0.332815,4
42,21.444445,0.27031,4
45.555557,29.222221,0.33727,4
52.666668,28.555555,0.290982,4
43.77778,24.555555,0.316177,4
74.888885,44.11111,0.299664,4
79.66667,40.22222,0.260329,4
34.88889,30.555555,0.449747,4
85,53.22222,0.320122,4
34.22222,37.77778,0.559546,4
23.777779,20.88889,0.453341,4
61.22222,36.11111,0.30862,4
64.77778,43.22222,0.341229,4
38.666668,34.333332,0.468165,4
46.22222,22.88889,0.271474,4
48.77778,14.777778,0.184376,4
42.11111,11.222222,0.166047,4
72.77778,49.22222,0.344409,4
18.88889,17.555555,0.548124,4
79.77778,43.77778,0.278345,4
29.555555,10.333333,0.202846,4
62.444443,38,0.309106,4
51.77778,26.88889,0.270638,4
57.333332,36.22222,0.317325,4
41.666668,11.111111,0.167908,4
54.333332,19.11111,0.197115,4
28.555555,26.555555,0.479715,4
73.888885,41.22222,0.287045,4
54.444443,35,0.318271,4
27.333334,21.666666,0.405936,4
30,25.88889,0.445172,4
69.111115,37,0.274353,4
48.22222,22.444445,0.248999,4
45.77778,24.222221,0.270907,4
70.333336,35.11111,0.259048,4
29.555555,10.333333,0.202846,4
44,23.444445,0.29185,4
64.44444,32,0.261246,4
76.44444,46.555557,0.317206,4
89,55.666668,0.318191,4
83.111115,41.333332,0.257599,4
55,35.333332,0.324639,4
80,51.555557,0.329364,4
70.111115,33.88889,0.253364,4
54.11111,28.666666,0.271572,4
12.222222,11.333333,0.503086,4
42.333336,16.222221,0.214456,4
86.55556,48.11111,0.286238,4
58.77778,40.77778,0.355227,4
64.88889,29.555555,0.249829,4
61.22222,28.88889,0.252103,4
41.555557,37.444443,0.483771,4
37.444443,21.444445,0.300208,4
68.66667,41.11111,0.307193,4
47.555557,25,0.282411,4
58,30.555555,0.271987,4
56.555557,29.222221,0.264563,4
60.666668,29,0.248092,4
51.11111,14.444445,0.176156,4
72.111115,41.333332,0.290834,4
48.22222,24,0.269192,4
33.333336,19.666666,0.315338,4
56.333332,31.777779,0.295992,4
79.44444,41.22222,0.266776,4
41,27.88889,0.351273,4
44.444443,31,0.353548,4
60,37.22222,0.317542,4
41.555557,37.444443,0.483771,4
64.44444,23.222221,0.19713,4
25.777779,13,0.270271,4
69.66667,37.555557,0.278963,4
47.666668,21.444445,0.24473,4
62.88889,40.444443,0.325138,4
14.555555,13.555555,0.479931,4
67.111115,41.555557,0.312927,4
74.55556,47,0.322931,4
48.22222,25.11111,0.271717,4
31.88889,31.555555,0.505441,4
41.666668,22,0.293949,4
41,13.444445,0.204536,4
28.88889,16.777779,0.305785,4
87.333336,48.444443,0.284874,4
47.77778,25.333334,0.272752,4
44.444443,23.11111,0.273358,4
12.222222,11.333333,0.503086,4
76.44444,46.333332,0.313235,4
70.333336,48.22222,0.34747,4
51.88889,24.222221,0.258916,4
64,39.88889,0.321345,4
49.444443,25.222221,0.280578,4
40.333336,30.444445,0.392034,4
69.55556,34.11111,0.257014,4
56,31.11111,0.28077,4
39,23.222221,0.30715,4
76.22222,45.555557,0.303179,4
80.333336,48.88889,0.3097,4
28.666666,24.333334,0.437078,4
73.44444,36.555557,0.259607,4
80.22222,39.555557,0.254595,4
48.22222,24.666666,0.266758,4
72.66667,44.77778,0.314783,4
37.666668,14.666667,0.225243,4
60.88889,32.11111,0.277106,4
38.77778,32.333332,0.447745,4
73.22222,41,0.289653,4
33.555557,17.666666,0.266206,4
32,26.555555,0.430239,4
57.11111,36.22222,0.322733,4
48.666668,24.666666,0.264564,4
70.88889,34.22222,0.249001,4
59.555557,29.11111,0.260605,4
45.666668,31.333334,0.354746,4
79.44444,41.22222,0.266776,4
80.44444,47.11111,0.298145,4
79.111115,50.11111,0.324556,4
53.11111,24.666666,0.246605,4
42.333336,11.222222,0.170449,4
75.333336,39.22222,0.269218,4
48.22222,25.555555,0.282964,4
86.111115,53.444443,0.317156,4
63.11111,42.555557,0.341111,4
37.11111,25,0.346398,4
48.22222,25.555555,0.282964,4
65.22222,32.666668,0.258543,4
53.77778,26.88889,0.263275,4
29.222221,24.666666,0.431321,4
74.44444,45,0.307419,4
71.333336,35.333332,0.255329,4
8.444445,6.555555,0.464069,4
48.333332,25.11111,0.274051,4
40.555557,24.555555,0.313427,4
51.88889,24.222221,0.258916,4
58.666668,27.666666,0.249679,4
73.44444,45.22222,0.317014,4
46.555557,40.666668,0.458785,4
78.22222,52.444443,0.342363,4
69.333336,27.88889,0.222808,4
47.555557,30.333334,0.321825,4
69.66667,34.333332,0.25976,4
74.44444,46.555557,0.317871,4
80.333336,48.88889,0.3097,4
72.66667,41.333332,0.287394,4
48.22222,25.555555,0.275059,4
45.666668,13.666667,0.181732,4
28.666666,24.333334,0.437078,4
40.22222,9.777778,0.154094,4
22.333334,5.444445,0.15128,4
78.111115,41,0.271568,4
54.88889,34.666668,0.319706,4
42.77778,21.88889,0.261958,4
10.111111,10.444445,0.541667,4
64.22222,42.88889,0.340237,4
78.77778,42.333332,0.27569,4
87.44444,52.11111,0.30227,4
44.333332,30.444445,0.349652,4
73.333336,42.555557,0.293681,4
51.555557,25.88889,0.267251,4
11.777778,10.222222,0.472975,4
62.555557,41.666668,0.339145,4
79.111115,50.333332,0.326719,4
75.55556,50.666668,0.339917,4
35.88889,20,0.311552,4
38.333336,26.666666,0.355756,4
88.111115,53.22222,0.311437,4
41.666668,25.444445,0.309461,4
68.55556,33.22222,0.251194,4
39.555557,34.22222,0.453533,4
36.22222,23.88889,0.337893,4
51.11111,14.444445,0.176156,4
31.555555,26.444445,0.429825,4
68.22222,34.333332,0.265053,4
44.11111,18.222221,0.221187,4
44.555557,11.666667,0.17869,4
62.333332,32,0.2694,4
60.666668,39.88889,0.33466,4
66.88889,34.555557,0.268621,4
74.44444,46.333332,0.314606,4
74,44.666668,0.31069,4
47.444443,28.666666,0.320613,4
49.77778,32.22222,0.335026,4
66.88889,34.555557,0.268621,4
88.44444,56.11111,0.325487,4
61,17.555555,0.174579,4
41,21.11111,0.265698,4
52.444443,34.77778,0.339117,4
48.22222,25.11111,0.271717,4
39.444443,23.222221,0.312482,4
36.88889,23.88889,0.331128,4
73.77778,43.333332,0.299164,4
26.333334,21.11111,0.408913,4
84.66667,53.666668,0.32276,4
56.333332,28.777779,0.264115,4
79.22222,40,0.25706,4
50.11111,30.333334,0.310101,4
49,16.88889,0.192484,4
47.666668,21.444445,0.24473,4
31.555555,26.11111,0.426014,4
68.22222,34.333332,0.265053,4
41.11111,27.222221,0.338407,4
73.77778,46.666668,0.323908,4
33.444447,10.888889,0.200662,4
55.444443,29.555555,0.275986,4
32.333336,17.666666,0.2851,4
38.22222,25.88889,0.349325,4
0,0,0,5
2.888889,1.777778,0.115741,5
0.444444,0.888889,0.333333,5
15.888889,19.333334,0.620643,5
0,0,0,5
1.111111,1.111111,0.231481,5
1.666667,2.888889,0.861111,5
15.222222,18.333334,0.619713,5
24.88889,23.444445,0.481852,5
23.222221,22.11111,0.489982,5
3.111111,5.222222,1,5
19.777779,13.777778,0.353768,5
2.888889,5.111111,1,5
0,0,0,5
25.777779,23.333334,0.459093,5
28.444445,22.777779,0.414807,5
0,0,0,5
23.777779,23,0.489897,5
35.11111,22,0.332407,5
10.777778,9.444445,0.512566,5
0,0,0,5
2.777778,4.111111,0.77037,5
34.88889,19.666666,0.302071,5
29,26.555555,0.465278,5
13,16.444445,0.648657,5
7.666666,10.111111,0.815344,5
0,0,0,5
40.77778,30.88889,0.400536,5
5,6.888889,0.860606,5
13.444445,15.333333,0.769577,5
29.333334,21,0.378615,5
0,0,0,5
12.222222,14.666667,0.61791,5
12.333333,16,0.66626,5
11.444445,15,0.67037,5
0.222222,0.444444,0.222222,5
43.666668,36.11111,0.445039,5
25,26.444445,0.546207,5
16.555555,15.888889,0.500944,5
11,11.111111,0.5,5
23.222221,19.11111,0.420839,5
10,14.555555,0.797212,5
26.555555,21.444445,0.418712,5
19.222221,21.11111,0.61525,5
24,19.555555,0.416401,5
2.888889,4.111111,0.648677,5
13,13.666667,0.548545,5
1.888889,3.222222,0.925926,5
4.888889,8.777778,0.940741,5
3,5.222222,1,5
24.666666,22.555555,0.46348,5
8.777778,11.444445,0.66524,5
2.333334,4.666666,1,5
21,19.666666,0.476783,5
2.888889,4.111111,0.648677,5
40.444443,33.444443,0.431825,5
3.777778,2,0.097643,5
11.222222,12.777778,0.587234,5
28.777779,25.777779,0.459469,5
26.222221,20.666666,0.409226,5
24.88889,27.777779,0.57666,5
36.555557,33.666668,0.502569,5
10.444445,12.666667,0.617593,5
5,5.333334,0.656085,5
16.555555,20.11111,0.640224,5
6.333334,9.666667,0.772487,5
26.11111,19,0.375532,5
5.777778,9.666667,0.84709,5
0,0,0,5
3.222222,6,1,5
0,0,0,5
3.666667,5.555555,0.769444,5
30.444445,27,0.452182,5
20.333334,17.555555,0.43286,5
0,0,0,5
6.111111,9.222222,0.797884,5
0,0,0,5
40.333336,32.555557,0.425713,5
11.666667,13.888889,0.613718,5
39.333336,23.11111,0.307444,5
3.222222,6.111111,0.977778,5
26.11111,19,0.375532,5
9.444445,11.666667,0.639254,5
6.111111,10.333333,0.876102,5
29.555555,25.88889,0.44338,5
7.222222,11,0.779497,5
36.22222,22.11111,0.32175,5
34.444447,21.777779,0.331888,5
22.222221,22.444445,0.533126,5
28.777779,25.666666,0.451546,5
6.666666,10.444445,0.799603,5
2.333334,2.888889,0.537037,5
20.444445,25.333334,0.629503,5
40.11111,31.88889,0.421493,5
25.777779,27.11111,0.547173,5
0.222222,0.444444,0.222222,5
29.555555,22.777779,0.395663,5
0,0,0,5
10.666667,13.444445,0.657744,5
13.111111,13.111111,0.547103,5
0,0,0,5
23.777779,25.222221,0.599594,5
7.444445,9.666667,0.675265,5
21,19.666666,0.479958,5
3.222222,6.111111,0.977778,5
9,10.888889,0.630471,5
2.888889,5,0.933333,5
29.444445,19.444445,0.339149,5
12.666667,13.222222,0.300624,5
0.333333,0.666667,0.222222,5
18.666668,13,0.646298,5
5.111111,8.111111,0.849735,5
30.444445,26.777779,0.448676,5
37.11111,23.11111,0.331954,5
34.444447,32.77778,0.496719,5
1.555556,2.444444,0.288889,5
6,9.333333,0.832275,5
28.777779,20.777779,0.367141,5
6.444445,10.444445,0.829233,5
37.11111,21.88889,0.310286,5
19.555555,25.222221,0.659329,5
10.888889,12.555555,0.594226,5
0.777778,1.555556,0.777778,5
0,0,0,5
32.333336,25.88889,0.409544,5
0,0,0,5
20.555555,19.11111,0.485044,5
21,19.666666,0.479958,5
1.222222,2,0.527778,5
16.666668,20.444445,0.627269,5
0,0,0,5
37.444443,32.22222,0.457752,5
22.444445,20.777779,0.481601,5
19.222221,17.222221,0.459288,5
3.555556,7,1,5
22,22.666666,0.547232,5
3,4.111111,0.855556,5
24.444445,22.777779,0.475549,5
22.666666,21.777779,0.53355,5
33.555557,32.666668,0.509462,5
3,3.444444,0.534392,5
4.666667,-5.111111,0.561927,5
14.333333,16.222221,0.583461,5
0.666667,1.333333,0.666667,5
11.444445,15.111111,0.680808,5
25.777779,25.555555,0.499695,5
14.333333,16.666666,0.588823,5
34,21.777779,0.337494,5
0,0,0,5
4,7,0.937037,5
17.666668,18.666666,0.543775,5
28.444445,22.777779,0.414807,5
1.777778,3.111111,0.75,5
24.444445,22.88889,0.473045,5
27.777779,24.555555,0.447494,5
1.555556,3.111111,1,5
1.888889,3.555556,1,5
0,0,0,5
0,0,0,5
15.888889,19.777779,0.632739,5
17.555555,18.777779,0.747294,5
14.111111,17.333334,0.622222,5
1.222222,1.555556,0.537037,5
3.777778,6.333334,0.917989,5
0,0,0,5
23,17.666666,0.402203,5
20.666668,25.555555,0.634464,5
1.777778,3.333333,0.888889,5
13.888889,15.555555,0.771517,5
0.333333,0.666667,0.222222,5
4.666667,7.666666,0.874074,5
0,0,0,5
15.555555,16.777779,0.608437,5
4.666667,7.666666,0.881481,5
13.111111,16.444445,0.635938,5
11.333333,15.222222,0.687302,5
0,0,0,5
22.88889,25.444445,0.577002,5
29.555555,20.555555,0.364499,5
14.555555,17.11111,0.607768,5
37,23,0.327385,5
0.777778,1.555556,0.555556,5
0,0,0,5
5.777778,7.111111,0.656614,5
12.222222,15.444445,0.645891,5
23.333334,14.444445,0.314713,5
43.77778,36,0.441507,5
14.333333,14.444445,0.576021,5
15,14.888889,0.533928,5
0.111111,0.222222,0.111111,5
28.777779,25.666666,0.451546,5
14.111111,17.333334,0.622222,5
0.111111,0.222222,0.111111,5
26.11111,19.444445,0.380292,5
24.88889,23.11111,0.477222,5
20.555555,18.11111,0.45603,5
10.555555,13.444445,0.653535,5
0,0,0,5
0,0,0,5
6.444445,10.444445,0.829233,5
10.333334,10.333333,0.534151,5
10.777778,12.888889,0.6248,5
23.88889,23.11111,0.492526,5
20.88889,16.555555,0.466308,5
1.555556,0.888889,0.116667,5
4.111111,6.888889,0.896296,5
11.444445,15,0.67037,5
2.444444,3.111111,0.439153,5
24.777779,23,0.475,5
12.555555,13.666667,0.579142,5
27.11111,27.555555,0.511905,5
9.555555,13,0.696605,5
0,0,0,5
25.777779,27.333334,0.539116,5
3.222222,5.555555,1,5
3.888889,1.555556,0.085017,5
21.11111,26.333334,0.630928,5
0,0,0,5
24.555555,22.666666,0.477489,5
8.555555,13.111111,0.786175,5
0.111111,0.222222,0.111111,5
11.333333,15.222222,0.687302,5
0.444444,0.444444,0.111111,5
5.888889,9.666667,0.826852,5
2.333334,4.666666,1,5
34.88889,32.444443,0.48999,5
3.333333,5.777778,0.972222,5
22.88889,25.444445,0.577002,5
0,0,0,5
1.111111,2,0.740741,5
43.11111,35.77778,0.443136,5
1.777778,3.111111,0.962963,5
9.555555,13.555555,0.740904,5
24.11111,24,0.510924,5
11,11.111111,0.5,5
12.222222,15.444445,0.645891,5
26.88889,23.88889,0.459024,5
4.888889,8.444445,0.877513,5
37,31.666666,0.454232,5
2.888889,5,0.933333,5
35.88889,21.444445,0.315484,5
1.111111,2.222222,0.888889,5
13.666667,15.111111,0.589565,5
0.777778,1.111111,0.240741,5
0,0,0,5
11.222222,13.888889,0.651153,5
0,0,0,5
28.666666,21.333334,0.38675,5
1.777778,3.555556,1,5
3.111111,6.222222,1,5
1,1,0.37037,5
0,0,0,5
0.111111,0.222222,0.111111,5
9.777778,11.333333,0.620651,5
28.88889,27,0.480246,5
1.222222,2,0.527778,5
1.111111,2.222222,1,5
0,0,0,5
24.555555,22.666666,0.477489,5
1.444444,2.888889,1,5
23.444445,19.555555,0.421675,5
3.666667,6.333334,0.972222,5
20.88889,21.444445,0.544858,5
2.555556,1.222222,0.10119,5
11.444445,15.111111,0.680808,5
4.888889,8.111111,0.888007,5
0,0,0,5
0,0,0,5
3.222222,4.444445,0.550926,5
0.888889,1.777778,0.888889,5
0.555556,1.111111,0.555556,5
3.555556,5.444445,0.838889,5
23.444445,25.88889,0.559179,5
5.777778,10,0.911155,5
21.666666,19.333334,0.458152,5
5.444445,9,0.878395,5
0,0,0,5
31.333334,24.222221,0.404099,5
0.222222,0.444444,0.222222,5
3.555556,6,0.972222,5
1.888889,2.555556,0.814815,5
28.555555,24.333334,0.444698,5
12,15.333333,0.655892,5
4.111111,8.222222,1,5
4.666667,7.666666,0.881481,5
3.222222,4.333334,0.612963,5
23.777779,24.88889,0.54148,5
17,21.333334,0.676581,5
35.88889,21.444445,0.315484,5
1.222222,1.777778,0.277778,5
26.88889,26,0.50381,5
9,10.888889,0.630471,5
20.555555,25.444445,0.632127,5
0,0,0,5
3.888889,7.777778,1,5
28.444445,26.555555,0.472764,5
0,0,0,5
58.555557,33.88889,0.294238,6
58.88889,33.555557,0.290278,6
69.111115,40,0.296294,6
57.11111,39.555557,0.354037,6
59.333332,32.77778,0.297431,6
76.55556,45.444443,0.299579,6
55.333332,30.333334,0.289242,6
40.333336,23.666666,0.296365,6
61.666668,35.77778,0.300853,6
78.77778,48.22222,0.310288,6
36.444443,19.444445,0.275863,6
57.333332,32.333332,0.290299,6
68.66667,36.666668,0.28043,6
65.88889,37.333332,0.298302,6
69.66667,40.555557,0.299951,6
59.88889,34.11111,0.305755,6
64.88889,38.333332,0.299285,6
74,42.666668,0.296314,6
63.11111,36.11111,0.306215,6
39.666668,21.333334,0.27036,6
58.555557,32.444443,0.284495,6
72.55556,41.666668,0.298553,6
71.888885,41.444443,0.291301,6
71,42,0.303497,6
62.333332,34.666668,0.294056,6
58.22222,33.11111,0.292469,6
49.77778,26.222221,0.275415,6
59.88889,34.11111,0.305755,6
51.11111,28.88889,0.294706,6
74.111115,44.22222,0.307458,6
62.22222,37.444443,0.314278,6
64.333336,39.11111,0.317566,6
54.666668,29.666666,0.278044,6
71.22222,41.88889,0.302671,6
29.88889,13.777778,0.237113,6
74.888885,42.22222,0.292382,6
76.44444,46.22222,0.312541,6
58.88889,33.555557,0.290278,6
50.444443,27.444445,0.28056,6
66.55556,37.555557,0.298622,6
37.88889,21.333334,0.276726,6
47.555557,24.777779,0.284813,6
70.333336,44.11111,0.320595,6
68.111115,39.11111,0.301601,6
58.88889,32,0.290427,6
38.11111,22,0.301747,6
36.88889,21.777779,0.30039,6
62.444443,37,0.300667,6
59.88889,34.333332,0.304522,6
56.333332,29.88889,0.287646,6
61.11111,34.77778,0.307257,6
71.111115,39,0.285916,6
65.111115,37.444443,0.30372,6
57.11111,33.11111,0.294045,6
75.111115,45,0.308465,6
74.888885,43.22222,0.29788,6
76,44.77778,0.30013,6
71.66667,39.555557,0.287107,6
58.666668,31.333334,0.279764,6
68.77778,40.333332,0.300006,6
72.333336,42,0.299654,6
60.333332,35.11111,0.298369,6
61,33.77778,0.294787,6
53.666668,31.333334,0.300182,6
67.66667,41,0.314896,6
62.11111,35.77778,0.30043,6
73.22222,46.11111,0.320261,6
65,37.333332,0.297059,6
75.22222,46.77778,0.318996,6
69.22222,40,0.29685,6
60.555557,34,0.289582,6
69.66667,41.77778,0.312366,6
40.11111,25.333334,0.329007,6
76.44444,46.88889,0.31261,6
74.77778,45.666668,0.312796,6
35.444447,17,0.256078,6
51.11111,29.333334,0.298471,6
58.88889,32.77778,0.289863,6
50.11111,27.444445,0.298124,6
76.55556,45.444443,0.299579,6
69.77778,41.11111,0.303912,6
61.555557,35.88889,0.302925,6
66.88889,39.88889,0.303602,6
67.66667,42,0.318137,6
56.555557,31.333334,0.286663,6
59.77778,31.777779,0.278886,6
75.111115,45,0.308465,6
60.666668,33.555557,0.290788,6
76.66667,45,0.302994,6
58.11111,36.444443,0.325608,6
59.666668,34,0.290585,6
59.88889,34.333332,0.304522,6
63.666668,35.666668,0.290148,6
79.111115,46.77778,0.301586,6
42.88889,23.88889,0.285756,6
49.444443,27,0.307814,6
49,26.11111,0.275368,6
46.22222,28.777779,0.294845,6
55.333332,37.555557,0.347142,6
75.66667,45.11111,0.306993,6
70.22222,42.77778,0.309826,6
55.77778,31.444445,0.292784,6
61,34.666668,0.305962,6
58.333332,39.555557,0.352126,6
50.666668,26.88889,0.278387,6
61.22222,36.333332,0.303144,6
67.66667,42,0.318137,6
47.333332,22.444445,0.24779,6
60.88889,33.666668,0.29381,6
72.66667,44.666668,0.312037,6
75.66667,42.22222,0.287526,6
43.444443,25.444445,0.303377,6
70.111115,39.88889,0.290668,6
59.555557,30.666666,0.275889,6
72.77778,44.77778,0.312834,6
55.444443,31.11111,0.291972,6
62.333332,35.77778,0.300918,6
50.666668,26.88889,0.278387,6
60.88889,34.22222,0.297341,6
77.77778,43.666668,0.285333,6
60.77778,36,0.302982,6
56.88889,30,0.283287,6
59.77778,31.777779,0.282687,6
41.11111,24.444445,0.305705,6
47.77778,25,0.281536,6
71.44444,40.333332,0.29965,6
36.333336,17.88889,0.23849,6
75.66667,46.11111,0.314462,6
70,41,0.305472,6
62.333332,35.22222,0.300945,6
72.111115,43.444443,0.30568,6
36.555557,20.777779,0.297413,6
70.88889,44.11111,0.323021,6
76.66667,45.22222,0.305593,6
38,22.11111,0.290796,6
40.666668,23.333334,0.28109,6
60.666668,34.88889,0.300036,6
63,33.77778,0.275266,6
64.55556,36.444443,0.297733,6
67.77778,39.11111,0.303121,6
63.333332,36.666668,0.301346,6
77.55556,46.444443,0.305404,6
60.666668,33.555557,0.290788,6
60.666668,33.555557,0.290788,6
51.666668,27.88889,0.27504,6
54.666668,31.777779,0.301508,6
50,26.444445,0.279876,6
72.66667,42.22222,0.300181,6
67,42.22222,0.32042,6
74.888885,44.88889,0.312892,6
75.66667,43.22222,0.300242,6
70.22222,40.666668,0.300817,6
74,44,0.306609,6
60.11111,35.22222,0.306725,6
42.77778,26,0.309884,6
75.22222,46.88889,0.31901,6
44.11111,25.88889,0.301166,6
54.333332,28,0.281875,6
45,27.666666,0.289218,6
72.55556,41.22222,0.286791,6
71.111115,42.11111,0.298025,6
71.55556,42.666668,0.302514,6
60.444443,34.88889,0.307027,6
62.11111,34.666668,0.296547,6
58.666668,31.222221,0.278195,6
51.444443,28.88889,0.302983,6
37,18.333334,0.250444,6
72.44444,43.333332,0.314281,6
61.666668,35.77778,0.300853,6
58.22222,31.222221,0.289144,6
63.333332,36.555557,0.297689,6
69.88889,40.88889,0.302283,6
74.22222,45.444443,0.317345,6
38,19.88889,0.266302,6
69,42.88889,0.317362,6
71.55556,44.333332,0.318366,6
46.22222,28.777779,0.294845,6
33,19.666666,0.271473,6
39.666668,21.333334,0.27036,6
54.555557,31.444445,0.308104,6
37.77778,19,0.252953,6
43.88889,25.777779,0.302286,6
58.77778,33,0.289138,6
48,24,0.263846,6
75.66667,46.11111,0.314462,6
64.333336,39.11111,0.317566,6
57.77778,32.666668,0.292226,6
38,18.88889,0.250721,6
77.55556,46.444443,0.306906,6
49.555557,24.88889,0.265619,6
70.111115,39,0.28836,6
59.22222,35.11111,0.307473,6
36.444443,19.444445,0.275863,6
76.55556,44.666668,0.295624,6
65,37.555557,0.29763,6
49.666668,27.666666,0.298056,6
62.11111,35.444443,0.302421,6
48.88889,24.555555,0.270056,6
77.77778,43.666668,0.285333,6
72.44444,42.11111,0.295523,6
49.666668,27.666666,0.298056,6
42.22222,23.11111,0.293208,6
67.111115,37.77778,0.289793,6
74.888885,43.666668,0.299511,6
52.555557,27.11111,0.280764,6
58.77778,33.333332,0.288788,6
60.666668,34.88889,0.300036,6
69,38.22222,0.2956,6
62.333332,35.666668,0.292125,6
76.22222,47.88889,0.320865,6
52.555557,26.88889,0.278669,6
63.22222,36.444443,0.298958,6
57.666668,33.88889,0.302675,6
55.555557,31.444445,0.292957,6
42.88889,23.88889,0.285756,6
72.55556,42.444443,0.3112,6
54.444443,27.666666,0.275818,6
37.77778,21.555555,0.284148,6
61.444443,34.666668,0.289997,6
74.77778,45.11111,0.313611,6
65,34.666668,0.272721,6
40.666668,23.666666,0.297841,6
42.88889,23.88889,0.285756,6
61.333332,35.11111,0.306161,6
76.111115,46,0.309253,6
73.44444,42.88889,0.29644,6
58.555557,33.88889,0.294238,6
64.22222,37.666668,0.299707,6
74.888885,42.555557,0.295304,6
74.77778,43,0.292692,6
78.111115,48.22222,0.314683,6
40.333336,24.666666,0.315363,6
69.77778,42.333332,0.312414,6
57.22222,33.88889,0.307943,6
69.55556,42.333332,0.314739,6
75.66667,42.22222,0.287526,6
76,43.11111,0.293527,6
59,31.333334,0.278822,6
76.55556,44.444443,0.300235,6
59.22222,33.88889,0.291875,6
52.88889,27.88889,0.266914,6
75.55556,45.333332,0.308799,6
72.111115,45.11111,0.324017,6
