@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
199,100,6.074074,11.555555,16.444445,3
96,130,2.407408,5,7.777778,3
140,125,3.925926,7.777778,11.555555,3
235,88,2.777778,6.444445,11,3
128,116,1.962963,5,9.111111,3
101,121,3.407408,6,7.777778,3
54,140,8.333333,14,17,3
45,89,2.296296,6.444445,12.444445,3
196,93,5,9.333334,13,3
103,125,1.777778,3.888889,6.333334,3
31,96,3.777778,8,12.666667,3
7,134,0.037037,0.111111,0.222222,3
9,80,23.62963,31.666666,24.11111,3
59,87,17.11111,23.444445,19,3
26,120,1.333333,3.333333,6,3
37,103,3.851852,6.222222,7.111111,3
80,87,67.44444,79,34.666668,3
92,121,14.962963,23.444445,25.444445,3
53,135,0.740741,2.111111,4.111111,3
19,90,3.407408,7.888889,13.444445,3
140,124,2.518518,6.111111,10.777778,3
239,123,1.518519,4.222222,8.111111,3
75,98,5.518518,10.444445,14.777778,3
101,121,3.407408,6,7.777778,3
94,144,1.148148,3.444444,6.888889,3
9,131,0,0,0,3
78,99,4.148148,9,14.555555,3
108,144,0.962963,2.888889,5.777778,3
51,115,2.703704,5.666666,8.888889,3
36,145,0.851852,1.444444,1.777778,3
81,122,6.62963,11.333333,14.111111,3
28,114,1.851852,4.666667,8.444445,3
9,76,2.444444,4.666667,6.666666,3
9,80,23.62963,31.666666,24.11111,3
91,120,16.851852,25.777779,26.777779,3
21,122,0.555556,1.222222,2,3
96,133,0.481482,1.444444,2.888889,3
37,76,8.259259,13.333333,15.222222,3
19,145,2.074074,3.555556,4.444445,3
231,124,3,5.888889,8.666667,3
112,102,3.37037,7.666666,12.888889,3
131,125,1.37037,3.888889,7.555555,3
81,126,2.962963,6.555555,10.777778,3
126,80,68.77778,79.55556,32.333332,3
1,81,21.333334,30.555555,27.666666,3
206,80,10.037037,15.111111,15.222222,3
115,111,18.037037,30.11111,36.22222,3
68,107,1.777778,4.555555,8.333333,3
113,132,1.296296,3.444444,6.444445,3
220,124,0.888889,2.444444,4.666666,3
3,78,79.666664,91.44444,35.333332,3
67,136,15.518518,25.333334,29.444445,3
14,120,1.592593,3.888889,6.888889,3
25,91,3.888889,8.111112,12.666667,3
139,121,3.703704,7.777778,12.222222,3
18,90,2.814815,6.888889,12.222222,3
93,147,7.703704,9.888889,6.555555,3
80,87,67.44444,79,34.666668,3
68,103,2.148148,5.666666,10.555555,3
74,122,16.148148,28.333334,36.555557,3
214,121,1.148148,3.333333,6.555555,3
98,133,0.962963,2.777778,5.444445,3
118,85,8.185185,14.888889,20.11111,3
241,137,5,9,12,3
220,120,1,3,6,3
197,105,4.148148,8.333334,12.555555,3
52,102,2.888889,6.333334,10.333333,3
45,126,10.185185,17.222223,21.11111,3
4,96,3.555556,7.777778,12.666667,3
58,124,1.148148,2.777778,4.888889,3
232,126,1.518519,3.555556,6.111111,3
58,128,16.481482,25.88889,28.222221,3
47,119,4.37037,6.777778,7.222222,3
217,73,4.851852,9.666667,14.444445,3
196,100,8.148149,13.333333,15.555555,3
35,107,9.518518,12.222222,8.111111,3
39,77,7.703704,13.111111,16.222221,3
58,95,4.444445,9,13.666667,3
98,144,1,3,6,3
26,82,5.592593,10.222222,13.888889,3
133,102,44.037037,52.666668,25.88889,3
7,90,4.666666,5.777778,3.333333,3
18,66,39.88889,49.555557,29,3
217,115,1.888889,4.666667,8.333333,3
215,123,1.37037,3.777778,7.222222,3
46,88,3.296296,7.666666,13.111111,3
137,105,42.851852,52.666668,29.444445,3
195,99,6.740741,11.555555,14.444445,3
20,117,0,0,0,3
33,98,2.037037,3.555556,4.555555,3
41,75,55,65.44444,31.333334,3
3,91,5.62963,10.666667,15.111111,3
104,134,1.777778,3.888889,6.333334,3
201,120,3.740741,7.666666,11.777778,3
97,123,1.148148,3.444444,6.888889,3
109,146,0.037037,0.111111,0.222222,3
138,137,7.62963,13.888889,18.777779,3
117,110,17.222221,29,35.333332,3
18,142,0.555556,1.333333,2.333333,3
42,138,0.296296,0.666667,1.111111,3
69,136,19.444445,25.777779,19,3
68,115,26.037037,39,38.88889,3
56,107,7.962963,13,15.111111,3
21,122,0.555556,1.222222,2,3
49,112,3.814815,7.222222,10.222222,3
115,138,0.777778,2.333334,4.666666,3
233,97,2.111111,5.555555,10.333333,3
17,124,1.148148,2.666667,4.555555,3
207,97,2.62963,5.888889,9.777778,3
132,134,6.185185,11.444445,15.777778,3
130,102,14.37037,20.222221,17.555555,3
228,91,2.62963,6.222222,10.777778,3
35,135,0.222222,0.666667,1.333333,3
14,90,5,7.333334,7,3
3,106,0.555556,1.666667,3.333333,3
33,142,0.037037,0.111111,0.222222,3
231,124,3,5.888889,8.666667,3
14,136,0,0,0,3
18,123,1.074074,2.666667,4.777778,3
235,81,3.481482,7.444445,11.888889,3
1,81,21.333334,30.555555,27.666666,3
14,71,31.851852,40.22222,25.11111,3
21,64,31,38,21,3
86,140,9.925926,15.111111,15.555555,3
33,117,1.074074,3.111111,6.111111,3
54,91,3.259259,8,14.222222,3
95,127,0.62963,1.888889,3.777778,3
122,123,1.185185,3.333333,6.444445,3
17,98,1.518519,2.888889,4.111111,3
49,116,3,6,9,3
230,124,0.666667,2,4,3
103,130,0.777778,2.333334,4.666666,3
113,130,0.888889,2.555556,5,3
17,108,1.851852,3.333333,4.444445,3
44,123,1.481481,3.666667,6.555555,3
226,69,23.814816,29.333334,16.555555,3
94,144,1.148148,3.444444,6.888889,3
205,83,23.296297,28.555555,15.777778,3
94,127,2.740741,5.555555,8.444445,3
72,111,1.296296,3.555556,6.777778,3
18,87,2.925926,5.666666,8.222222,3
68,127,16.37037,26.444445,30.222221,3
139,128,5.296296,9.555555,12.777778,3
18,87,2.925926,5.666666,8.222222,3
20,70,18.592592,23.88889,15.888889,3
237,137,0.666667,2,4,3
86,136,12.185185,20.88889,26.11111,3
101,137,1.148148,2.666667,4.555555,3
99,130,1.37037,3.333333,5.888889,3
124,101,10.185185,15.555555,16.11111,3
41,77,5,10.222222,15.666667,3
31,88,5.259259,10.111111,14.555555,3
88,136,8,13.222222,15.666667,3
33,142,3.851852,7.222222,10.111111,3
47,127,17.592592,30.11111,37.555557,3
5,118,0.925926,2.555556,4.888889,3
45,108,49.814816,61.11111,33.88889,3
18,90,2.814815,6.888889,12.222222,3
59,120,19.074074,33.11111,42.11111,3
58,109,4.296296,8.444445,12.444445,3
113,128,0.740741,2.222222,4.444445,3
83,126,11.185185,20,26.444445,3
127,81,42.555557,51.77778,27.666666,3
45,108,49.814816,61.11111,33.88889,3
75,113,27.88889,44.22222,49,3
96,138,1.148148,2.777778,4.888889,3
124,113,0.962963,2.777778,5.444445,3
14,95,2.259259,3.888889,4.888889,3
36,145,0.851852,1.444444,1.777778,3
120,89,10.481482,17.11111,19.88889,3
48,83,6.259259,11.888889,16.88889,3
96,119,1.444444,4.222222,8.333333,3
41,75,55,65.44444,31.333334,3
20,137,0.222222,0.666667,1.333333,3
85,121,17.222221,29.222221,36,3
226,72,4.518518,9.444445,14.777778,3
23,92,12.666667,18.666668,18,3
2,114,1.740741,3.888889,6.444445,3
69,139,18.074074,22.555555,13.444445,3
113,96,3.814815,8.555555,14.222222,3
99,132,0.740741,2,3.777778,3
224,73,5.814815,10.666667,14.555555,3
82,120,6.962963,12.777778,17.444445,3
118,133,0.740741,2.222222,4.444445,3
6,118,0.037037,0.111111,0.222222,3
10,94,2.259259,6,11.222222,3
27,106,2.185185,4.888889,8.111111,3
45,89,2.296296,6.444445,12.444445,3
23,129,0.518518,1.555556,3.111111,3
75,122,1.592593,4.444445,8.555555,3
90,122,16.185184,25.333334,27.444445,3
49,95,5.185185,9.444445,12.777778,3
82,138,1.407407,3.777778,7.111111,3
95,95,6.481482,12.555555,18.222221,3
98,107,8.703704,14.555555,17.555555,3
127,143,4.185185,9.444445,15.777778,3
123,136,1.111111,3,5.666666,3
6,81,12.481482,18.88889,19.222221,3
55,108,8.666667,14.111111,16.333334,3
70,98,4.666666,9.222222,13.666667,3
61,119,1.222222,3.222222,6,3
132,124,1.074074,3.222222,6.444445,3
118,125,1.148148,3.111111,5.888889,3
230,98,1.407407,4.111111,8.111111,3
55,80,7.074074,12.444445,16.11111,3
70,122,19.88889,25.11111,15.666667,3
54,91,3.259259,8,14.222222,3
71,95,9.518518,15.444445,17.777779,3
10,112,0.444444,1.222222,2.333333,3
51,111,34.11111,42.22222,24.333334,4
68,157,21.444445,30,25.666666,4
41,150,20.74074,29.222221,25.444445,4
51,64,40,50.11111,30.333334,4
13,15,68.96296,86.888885,53.77778,4
74,127,45.25926,57.333332,36.22222,4
99,156,21,29.222221,24.666666,4
52,33,35.814816,45.555557,29.222221,4
47,121,53.666668,66.88889,39.666668,4
136,45,53.074074,63.77778,32.11111,4
102,50,60.851852,75.77778,44.77778,4
162,66,42.592594,47.77778,15.555555,4
118,126,20.555555,28.666666,24.333334,4
55,145,26.777779,33.333336,19.666666,4
244,134,44.703705,58.22222,40.555557,4
153,78,30.296297,37.444443,21.444445,4
122,129,51,60.666668,29,4
79,28,62.407406,79.111115,50.11111,4
124,162,10.037037,14.555555,13.555555,4
38,103,58.185184,69.55556,34.11111,4
72,32,56.37037,72.77778,49.22222,4
160,73,58.814816,70.111115,33.88889,4
236,77,32.77778,37.666668,14.666667,4
75,65,57.74074,72.66667,44.77778,4
166,66,41.62963,46.333332,14.111111,4
163,68,56.77778,68.22222,34.333332,4
39,17,71.18519,87.333336,48.444443,4
93,67,60.74074,75.888885,45.444443,4
67,34,54.25926,70.333336,48.22222,4
203,120,49.407406,59.333332,29.777779,4
118,21,65.888885,79.22222,40,4
209,122,39.22222,47.555557,25,4
243,120,47.851852,56.333332,25.444445,4
189,48,42.074074,49.88889,23.444445,4
186,98,33.962963,41,21.11111,4
185,85,49.148148,59.555557,31.222221,4
56,107,49.814816,58.333332,25.555555,4
190,81,42.925926,51.555557,25.88889,4
229,24,49.185184,61.22222,36.11111,4
49,42,58.88889,74.55556,47,4
198,127,40.74074,48.22222,22.444445,4
132,84,8.888889,11.777778,8.666667,4
188,73,40.185184,49.77778,28.777779,4
202,71,38.37037,42.11111,11.222222,4
94,104,55.74074,69.55556,41.444443,4
37,124,54.333332,65.22222,32.666668,4
217,77,40.22222,48.22222,24,4
189,124,38.592594,46.22222,22.88889,4
78,85,48.88889,61.555557,38,4
162,159,26.11111,29.555555,10.333333,4
21,147,6.259259,8.444445,6.555555,4
81,158,21.037037,29,23.88889,4
75,90,48.22222,61.444443,39.666668,4
202,21,40.74074,49.333332,25.777779,4
217,130,21.37037,31.88889,31.555555,4
208,65,56.703705,64.44444,23.222221,4
76,134,48.925926,63.11111,42.555557,4
228,22,49.666668,62.88889,39.666668,4
228,42,44.555557,54.11111,28.666666,4
201,125,43.37037,49,16.88889,4
74,64,56.592594,71,43.22222,4
198,122,36.185184,44,23.444445,4
227,132,38.77778,49.22222,31.333334,4
236,117,45.88889,58.444443,37.666668,4
129,157,23.148148,32,26.555555,4
163,151,30.481482,42.77778,36.88889,4
118,126,20.555555,28.666666,24.333334,4
80,77,59.11111,74,44.666668,4
147,125,43.22222,55,35.333332,4
180,116,33.185184,41.666668,25.444445,4
45,67,64.74074,80.44444,47.11111,4
34,13,70.37037,88.111115,53.22222,4
79,28,62.407406,79.111115,50.11111,4
32,88,67.25926,85,53.22222,4
104,103,58.88889,72.66667,41.333332,4
155,127,36.51852,41,13.444445,4
199,120,51.074074,59.22222,24.444445,4
219,132,35.22222,45.666668,31.333334,4
252,76,42.296295,54.11111,35.444443,4
245,110,34.11111,44.444443,31,4
106,65,60.62963,74.55556,41.77778,4
151,129,32.037037,41.11111,27.222221,4
156,49,38.037037,44.11111,18.222221,4
104,129,37.88889,47.444443,28.666666,4
152,83,26.518518,33.22222,20.11111,4
230,117,39.037037,49.77778,32.22222,4
142,99,51.88889,56,12.333333,4
153,116,29.444445,38.333336,26.666666,4
180,123,57.48148,68.55556,33.22222,4
197,121,41.037037,49.444443,25.222221,4
191,107,29.222221,35.88889,20,4
83,83,49.851852,59.555557,29.11111,4
136,129,24.703703,34.88889,30.555555,4
179,69,40.666668,44.555557,11.666667,4
58,109,41.814816,53.666668,35.555557,4
59,139,16.37037,23.666666,21.88889,4
219,80,39.703705,48.22222,25.555555,4
150,158,8.444445,12.222222,11.333333,4
169,102,58.22222,69.66667,34.333332,4
173,158,8.37037,11.777778,10.222222,4
165,96,67.03704,80.22222,39.555557,4
12,154,19.703703,28.555555,26.555555,4
139,115,46.74074,56.333332,28.777779,4
178,25,44.814816,55,30.555555,4
116,125,60.925926,76.44444,46.555557,4
233,154,33,46.555557,40.666668,4
133,125,66.25926,79.111115,38.555557,4
23,25,70.44444,89,55.666668,4
168,77,59.555557,71.333336,35.333332,4
230,117,39.037037,49.77778,32.22222,4
104,112,59.148148,73.333336,42.555557,4
69,68,56.296295,71,44.11111,4
142,140,26.444445,32.333336,17.666666,4
219,80,39.703705,48.22222,25.555555,4
42,57,65.703705,79.44444,41.22222,4
162,159,26.11111,29.555555,10.333333,4
155,135,69.92593,83.888885,41.88889,4
245,78,30.185184,40.333336,30.444445,4
37,78,43.814816,51.88889,24.222221,4
38,94,68.111115,82.66667,43.666668,4
66,160,22.851852,31.555555,26.11111,4
193,125,37.444443,47.555557,30.333334,4
68,128,35.592594,43.77778,24.555555,4
113,34,72.888885,89.111115,48.666668,4
191,101,45.037037,57.11111,36.22222,4
197,123,44.814816,53.77778,26.88889,4
238,98,52.851852,64.66667,35.444443,4
62,140,23,32.22222,27.666666,4
80,83,49.444443,58.666668,27.666666,4
99,103,64.44444,78.111115,41,4
4,126,57.814816,70.44444,37.88889,4
20,122,60.74074,78.22222,52.444443,4
113,123,59.333332,73.77778,43.333332,4
45,121,54.962963,68.66667,41.11111,4
44,125,18.222221,24.777779,19.666666,4
182,135,32.703705,41,24.88889,4
183,66,42.11111,45.88889,11.333333,4
105,69,59.555557,73.22222,41,4
19,102,58.37037,73.44444,45.22222,4
11,62,66.77778,84.66667,53.666668,4
135,104,63.62963,76.55556,38.77778,4
105,111,60.185184,74.888885,44.11111,4
92,70,61.11111,77,47.666668,4
83,133,48.666668,62.555557,41.666668,4
109,100,57.148148,69.66667,37.555557,4
112,90,65.18519,79.77778,43.77778,4
102,158,39.333332,47.444443,24.333334,4
190,136,4.851852,8.555555,11.111111,4
174,75,41.11111,45.666668,13.666667,4
84,62,61.037037,76.22222,45.555557,4
167,53,40.444443,48.666668,24.666666,4
112,38,64.62963,78.44444,41.444443,4
142,119,45.62963,56,31.11111,4
79,104,65.296295,78,38.11111,4
238,73,43.51852,53,28.444445,4
7,154,50.703705,64,39.88889,4
249,87,31.703703,39.444443,23.222221,4
45,149,16.814816,23.777779,20.88889,4
60,126,20.11111,27.333334,21.666666,4
152,98,28.777779,37.11111,25,4
185,102,56.77778,69.111115,37,4
164,83,66.25926,79.66667,40.22222,4
14,146,10.592592,15.666667,15.222222,4
221,69,36.962963,40.22222,9.777778,4
187,80,40.51852,47.666668,21.444445,4
128,161,7.148148,10.888889,11.222222,4
198,127,40.74074,48.22222,22.444445,4
86,20,65.18519,81.66667,49.444443,4
212,152,26.555555,37.666668,33.333332,4
97,123,52.814816,64.111115,33.88889,4
236,102,51.703705,64.333336,37.88889,4
146,125,69.333336,83.111115,41.333332,4
199,120,39.333332,47.77778,25.333334,4
185,110,50.666668,60.444443,29.333334,4
112,90,65.18519,79.77778,43.77778,4
91,64,62,78.111115,48.333332,4
229,102,42.77778,54.444443,35,4
80,72,59,74.44444,46.333332,4
187,80,40.51852,47.666668,21.444445,4
177,76,29.814816,33.444447,10.888889,4
94,80,58.333332,72.111115,41.333332,4
83,81,59.444443,74.44444,45,4
236,117,45.88889,58.444443,37.666668,4
2,95,55.62963,71.66667,48.11111,4
191,101,45.037037,57.11111,36.22222,4
140,116,46.814816,56.555557,29.222221,4
144,35,37.592594,47.444443,29.555555,4
52,89,28.925926,36.88889,23.88889,4
227,44,47.814816,58,30.555555,4
99,149,21.37037,30,25.88889,4
24,93,62.851852,79.22222,49.11111,4
217,148,29.074074,41.555557,37.444443,4
52,82,44.88889,53.11111,24.666666,4
107,146,21.37037,29.666666,24.88889,4
239,137,40.851852,45.333332,13.444445,4
212,68,37.962963,41.666668,11.111111,4
189,68,38.592594,42.333336,11.222222,4
27,57,70.37037,90.111115,59.22222,4
217,148,29.074074,41.555557,37.444443,4
233,124,40.925926,51.444443,31.555555,4
22,125,58.22222,73.77778,46.666668,4
104,147,49.77778,62.444443,38,4
127,118,34.333332,41.666668,22,4
29,18,68.296295,86.111115,53.444443,4
201,125,42.814816,51.77778,26.88889,4
224,124,43.148148,52.666668,28.555555,4
187,120,60.037037,69.333336,27.88889,4
78,128,49.925926,64.22222,42.88889,4
150,158,8.444445,12.222222,11.333333,4
130,32,59.48148,70.88889,34.22222,4
92,89,58.925926,74.44444,46.555557,4
41,103,61.25926,73.44444,36.555557,4
197,121,41.037037,49.444443,25.222221,4
54,133,21.444445,25.777779,13,4
29,78,69.74074,88.44444,56.11111,4
103,65,60.148148,73.888885,41.22222,4
97,46,62.333332,79.111115,50.333332,4
87,146,43.148148,55.88889,38.22222,4
144,139,64.666664,78.77778,42.333332,4
22,87,64.03704,80.333336,48.88889,4
190,105,45.74074,56.333332,31.777779,4
229,147,27.296297,38.666668,34.11111,4
32,158,7.962963,11.888889,11.777778,4
161,73,43.851852,48.77778,14.777778,4
139,95,46.851852,56.333332,28.444445,4
219,126,36.185184,43,20.444445,4
70,38,58,74.333336,49,4
185,118,55.074074,66.333336,33.77778,4
183,105,65.55556,78.77778,39.666668,4
37,78,43.814816,51.88889,24.222221,4
243,120,47.851852,56.333332,25.444445,4
128,140,27.666666,33.555557,17.666666,4
199,97,47.814816,54.11111,18.88889,4
148,109,49.407406,62.88889,40.444443,4
22,87,64.03704,80.333336,48.88889,4
133,108,45.592594,55.444443,29.555555,4
114,145,61.11111,76.77778,47,4
248,103,35.62963,45.22222,28.777779,4
19,62,62.814816,80,51.555557,4
169,102,58.22222,69.66667,34.333332,4
187,75,39.703705,48.22222,25.555555,4
41,101,64.37037,79.44444,45.22222,4
33,108,40,48.22222,24.666666,4
140,73,46.296295,51.11111,14.444445,4
241,70,39.962963,48.333332,25.11111,4
169,131,35.703705,45.77778,30.222221,4
130,32,59.48148,70.88889,34.22222,4
54,126,23.296297,28.88889,16.777779,4
191,119,39.851852,48.22222,25.11111,4
108,128,53.25926,67.111115,41.555557,4
209,70,36.74074,44.444443,23.11111,4
141,17,44.592594,54,28.222221,4
42,57,65.703705,79.44444,41.22222,4
206,105,50.185184,60.88889,32.11111,4
44,50,65.111115,80.333336,45.666668,4
120,102,63.48148,77.111115,40.88889,4
247,115,28.851852,36.77778,23.777779,4
163,68,56.77778,68.22222,34.333332,4
34,116,61,76.44444,46.333332,4
58,122,34.185184,44.333332,30.444445,4
73,105,58.62963,70.333336,35.11111,4
96,123,21.62963,34.22222,37.77778,4
48,139,48.22222,60.444443,36.666668,4
109,76,51.77778,61.555557,29.333334,4
81,79,45.814816,53.88889,24.222221,4
121,102,51.666668,62.333332,32,4
147,87,43.333332,54.88889,34.666668,4
216,78,36.11111,46,29.666666,4
179,133,36.77778,46.333332,28.666666,4
21,123,19.296297,26.333334,21.11111,4
190,105,45.74074,56.333332,31.777779,4
155,138,69.48148,82.55556,39.22222,4
233,159,6.62963,10.111111,10.444445,4
157,20,35.48148,42.77778,21.88889,4
170,121,32.37037,40.555557,24.555555,4
120,108,58.074074,69.55556,34.444443,4
158,76,34.851852,42,21.444445,4
187,106,37.703705,45.77778,24.222221,4
141,17,44.592594,54,28.222221,4
66,160,22.851852,31.555555,26.11111,4
252,82,38.88889,48.444443,28.666666,4
191,119,39.851852,48.22222,25.11111,4
61,104,57.333332,68.22222,32.666668,4
40,35,69.44444,85.333336,47.666668,4
77,135,47.37037,60.666668,39.88889,4
151,89,31.703703,41,27.88889,4
140,73,46.296295,51.11111,14.444445,4
121,107,54,64.44444,31.333334,4
146,97,47.962963,54.333332,19.11111,4
109,111,57.77778,71.66667,41.666668,4
24,15,70.07407,87.44444,52.11111,4
224,124,43.51852,56.333332,38.444443,4
137,147,27.222221,38.666668,34.333332,4
109,130,13.037037,18.88889,17.555555,4
147,34,47.592594,60,37.22222,4
189,79,41.407406,49.666668,24.777779,4
114,129,62.407406,78,46.77778,4
203,83,17.074074,24.88889,23.444445,5
208,34,14.444445,21,19.666666,5
207,115,1.222222,2.888889,5,5
8,93,19.88889,28.88889,27,5
226,90,7.185185,12.111111,14.777778,5
163,133,1.555556,3.555556,6,5
253,150,0,0,0,5
242,89,1.814815,4.111111,6.888889,5
145,155,11.296296,17.555555,18.777779,5
212,140,2.888889,3.333333,1.333333,5
211,130,0,0,0,5
187,135,26.444445,37,31.666666,5
231,91,6,9.777778,11.333333,5
6,154,0.074074,0.222222,0.444444,5
180,141,0.037037,0.111111,0.222222,5
201,34,13.740741,20.88889,21.444445,5
220,61,6.888889,12,15.333333,5
199,116,1.962963,4.888889,8.777778,5
187,89,5.037037,9.555555,13.555555,5
223,62,6.444445,11.444445,15,5
143,89,18,25.777779,23.333334,5
137,92,9.962963,15.555555,16.777779,5
196,95,7.62963,10.777778,9.444445,5
189,141,0,0,0,5
248,153,0.37037,1.111111,2.222222,5
189,68,6.888889,10.333334,10.333333,5
124,98,21.518518,30.444445,26.777779,5
211,154,0.259259,0.777778,1.555556,5
96,94,20.222221,28.777779,25.666666,5
244,82,15.518518,22.444445,20.777779,5
159,83,18.222221,26.88889,26,5
237,83,9.888889,17,21.333334,5
226,131,0,0,0,5
33,90,16.666666,25.777779,27.333334,5
249,58,8.851851,14.555555,17.11111,5
242,148,0,0,0,5
161,154,0,0,0,5
143,114,27.185184,34.444447,21.777779,5
166,154,0.703704,1.888889,3.555556,5
218,115,22.962963,29.444445,19.444445,5
202,140,1.037037,1.888889,2.555556,5
216,151,0.111111,0.333333,0.666667,5
219,80,14.481482,20.333334,17.555555,5
214,84,17.185184,24.88889,23.11111,5
184,145,0.555556,1.222222,2,5
244,108,23.703703,30.444445,20.222221,5
235,88,12.259259,21.11111,26.555555,5
20,134,2.962963,6.444445,10.444445,5
40,142,1.222222,3.555556,7,5
119,153,3.37037,3.888889,1.555556,5
173,93,0,0,0,5
133,141,0.074074,0.222222,0.444444,5
211,139,5.222222,9.555555,13,5
201,133,0.740741,1.777778,3.111111,5
205,82,15.222222,21.666666,19.333334,5
186,12,6.259259,11.333333,15.222222,5
218,64,8,12.555555,13.666667,5
134,148,0.037037,0.111111,0.222222,5
38,134,1.037037,3.111111,6.222222,5
245,129,0,0,0,5
160,41,0.703704,1.222222,1.555556,5
242,148,0,0,0,5
204,131,0.222222,0.666667,1.333333,5
152,155,7.296296,11,11.111111,5
206,133,0.37037,1.111111,2.222222,5
9,130,1.740741,3.222222,4.444445,5
177,33,8.740741,13.111111,13.111111,5
113,114,25.814816,34.666668,26.555555,5
123,94,21.444445,30.444445,27,5
159,116,29.814816,37.11111,21.88889,5
138,144,0.666667,1,1,5
57,89,17,24.555555,22.666666,5
241,145,0,0,0,5
163,131,1.555556,3.666667,6.333334,5
208,34,14.444445,21,19.666666,5
96,94,20.222221,28.777779,25.666666,5
195,136,2.444444,5.777778,10,5
170,154,0.074074,0.222222,0.444444,5
39,137,1.37037,4.111111,8.222222,5
178,35,13.481482,19.222221,17.222221,5
212,94,15.62963,24.88889,27.777779,5
186,12,6.259259,11.333333,15.222222,5
200,31,11.259259,16.555555,15.888889,5
46,154,6.37037,4.666667,-5.111111,5
157,85,18.925926,26.88889,23.88889,5
247,92,12.074074,20.555555,25.444445,5
213,86,17.148148,24.666666,22.555555,5
47,89,14.222222,22.11111,23.666666,5
119,138,3.555556,7.222222,11,5
117,137,3.111111,6.333334,9.666667,5
150,152,1.37037,2.333334,2.888889,5
169,136,2.074074,4.888889,8.444445,5
189,142,0,0,0,5
142,111,28.74074,35.88889,21.444445,5
134,93,20.925926,29.555555,25.88889,5
250,87,11.148149,19.555555,25.222221,5
235,86,12.333333,21.11111,26.333334,5
161,138,1.222222,3.222222,6,5
187,86,6.703704,10.888889,12.555555,5
198,148,1.777778,3.222222,4.333334,5
173,152,0,0,0,5
159,138,2.666667,5.888889,9.666667,5
22,114,30.481482,40.77778,30.88889,5
156,154,1.740741,3.555556,5.444445,5
130,145,0,0,0,5
219,133,9.851851,16.666668,20.444445,5
226,131,0,0,0,5
220,149,0.037037,0.111111,0.222222,5
242,57,15.37037,20.88889,16.555555,5
51,141,0.703704,1.777778,3.222222,5
86,155,8.740741,12.888889,12.444445,5
160,41,0.703704,1.222222,1.555556,5
170,62,0,0,0,5
41,139,1.296296,3.888889,7.777778,5
57,89,17,24.555555,22.666666,5
129,136,6.185185,10.666667,13.444445,5
42,133,2.703704,5,6.888889,5
239,93,14.407408,22.88889,25.444445,5
97,90,20.148148,29,26.555555,5
155,68,2.296296,2.888889,1.777778,5
200,147,0.296296,0.444444,0.444444,5
203,133,0.296296,0.888889,1.777778,5
229,104,19.777779,26.11111,19,5
123,152,0,0,0,5
215,153,8.333333,13.444445,15.333333,5
182,152,0.777778,1.666667,2.666667,5
54,133,5.37037,9,10.888889,5
54,142,1.814815,3.666667,5.555555,5
223,141,9.851851,16.555555,20.11111,5
240,63,8.962963,14,15.111111,5
225,36,7.925926,13.666667,17.222221,5
184,145,3.407408,5.777778,7.111111,5
244,105,22.703703,29.555555,20.555555,5
90,134,2.666667,6.111111,10.333333,5
215,84,17.11111,24.777779,23,5
121,154,1.851852,3,3.444444,5
180,142,0.111111,0.333333,0.666667,5
137,141,0.037037,0.111111,0.222222,5
128,144,0,0,0,5
249,154,4.296296,7.666666,10.111111,5
43,137,1.666667,3.777778,6.333334,5
200,13,9.296296,15.888889,19.777779,5
203,61,7,12.333333,16,5
173,152,3.592592,5.777778,6.555555,5
237,91,12.148149,20.666668,25.555555,5
174,115,29.481482,40.11111,31.88889,5
54,133,5.37037,9,10.888889,5
169,104,18.518518,23.333334,14.444445,5
183,139,1.37037,3.222222,5.555555,5
184,145,0.555556,1.222222,2,5
178,134,1.851852,3.888889,6.111111,5
206,64,5.703704,10.333334,13.888889,5
162,94,15.37037,23.777779,25.222221,5
121,134,1.666667,4,7,5
58,113,20.851852,28.444445,22.777779,5
77,135,0.777778,2.333334,4.666666,5
227,109,21.851852,28.777779,20.777779,5
174,152,0,0,0,5
239,110,9.444445,15.888889,19.333334,5
214,108,16.925926,23.444445,19.555555,5
58,111,19.333334,26.222221,20.666666,5
189,144,0,0,0,5
202,63,6.074074,10.555555,13.444445,5
166,110,29.296297,40.444443,33.444443,5
207,115,1.222222,2.888889,5,5
188,88,7.333334,12.222222,14.666667,5
170,113,28.333334,34.88889,19.666666,5
189,62,7.62963,13.111111,16.444445,5
79,154,0.740741,1.555556,2.444444,5
168,40,0,0,0,5
121,112,23.703703,32.333336,25.88889,5
185,84,23.25926,31.333334,24.222221,5
210,114,16.185184,25,26.444445,5
94,136,2.555556,5.777778,9.666667,5
209,94,9.111111,15.222222,18.333334,5
56,140,5.555555,9.444445,11.666667,5
112,120,21.555555,28.666666,21.333334,5
43,152,1.518519,2.888889,4.111111,5
241,135,0.148148,0.444444,0.888889,5
195,119,8.62963,13.666667,15.111111,5
156,79,14.185185,20.555555,19.11111,5
166,36,0,0,0,5
68,135,6.222222,10.444445,12.666667,5
211,107,16.74074,25.777779,27.11111,5
58,113,20.851852,28.444445,22.777779,5
186,89,22.666666,33.555557,32.666668,5
184,91,24.074074,34.88889,32.444443,5
174,112,31.62963,43.666668,36.11111,5
59,135,0.481482,1.444444,2.888889,5
