@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
81,0,0.722224,0.646932,105.92593,-42.11111,56.88889,124.888885,2
39,0,0.499997,0.299997,127.51852,-32.88889,46.11111,142.88889,2
60,0,0.833333,0.388886,123.666664,-29,44,138.33334,2
41,0,1,0.355559,135.22223,-20.333334,32,145.88889,2
85,0,0.499999,0.299998,101.03704,-36.77778,64.55556,122.55556,2
39,0,1.388891,1.129629,113.37037,-32.444443,55.88889,132,2
25,0,0.999999,1.46667,128,-30.666666,43,142.33334,2
36,0,0.944443,0.800462,114.03704,-39.77778,55.22222,132.44444,2
49,0,1.166665,0.433335,126.18519,-29.555555,46.77778,141.77779,2
35,0,1.111111,1.229632,127.55556,-30.333334,45,142.55556,2
71,0,0.722221,0.490655,122.18519,-32.22222,48.444443,138.33334,2
47,0,0.5,0.211113,97.111115,-43.666668,73,121.44444,2
16,0,0.333335,0.298143,112.96296,-40.22222,54.11111,131,2
22,0,1.166667,0.388882,137.62962,-16.555555,30.777779,147.88889,2
90,0,0.666668,0.044444,113.48148,-22.777779,45.22222,128.55556,2
63,0,0.777776,0.296294,120.22222,-35.333332,52,137.55556,2
34,0,0.555557,0.340741,137.03703,-16.777779,28.88889,146.66667,2
56,0,0.444443,0.029629,126,-30.333334,44,140.66667,2
41,0,0.611112,0.327731,109.703705,-43.77778,57.555557,128.88889,2
55,0,0.722224,0.490652,113.666664,-38,55.666668,132.22223,2
45,0,0.944444,0.729629,101.22222,-42.333332,68.333336,124,2
15,0,0.444445,0.25185,140.77777,-19.333334,28,150.11111,2
68,0,1.055557,0.151852,125.77778,-30.333334,45.666668,141,2
52,0,0.388889,0.018518,125.77778,-30.666666,43.333332,140.22223,2
75,0,0.944445,0.774077,126.07407,-30.555555,45.444443,141.22223,2
27,0,0.722221,0.462964,138.07408,-16.555555,25.444445,146.55556,2
57,0,0.944447,0.374073,98.59259,-43.77778,68.888885,121.55556,2
66,0,1.166665,0.255557,114.22222,-22,43.666668,128.77779,2
74,0,0.333335,0.088889,101.85185,-38.22222,64.111115,123.22222,2
67,0,0.833332,0.459472,122.888885,-31.666666,46.666668,138.44444,2
42,0,0.777779,0.54433,108.92593,-39.77778,51.88889,126.22222,2
13,0,1.055552,0.507406,141.59259,-20.11111,24.88889,149.88889,2
72,0,1.111112,1.00741,125.55556,-30.666666,45,140.55556,2
42,0,1.277777,0.685184,127.03704,-30.11111,44.22222,141.77779,2
31,0,0.555555,0.344266,114.96296,-39.22222,52.77778,132.55556,2
11,0,1,0.311116,143.44444,-19.666666,22.333334,150.88889,2
75,0,0.666667,0.471403,116.703705,-32.444443,48.88889,133,2
41,0,0.611112,0.327731,109.703705,-43.77778,57.555557,128.88889,2
54,0,0.777776,0.720081,109.96296,-37.22222,52.444443,127.44444,2
21,0,0.444445,0.607407,130.14815,-28.11111,39.22222,143.22223,2
18,0,0.666665,0.088889,114.14815,-35.11111,54.555557,132.33334,2
34,0,0.499999,0.122222,105.48148,-42.77778,65.55556,127.333336,2
55,0,1.500001,2.877772,103.07407,-39.22222,63.11111,124.111115,2
99,0,0.888891,0.474074,93.40741,-43.22222,73.77778,118,2
62,0,1.111112,0.562964,125.333336,-28.666666,42.333332,139.44444,2
19,0,1.611109,0.418515,129.92592,-26.777779,38.22222,142.66667,2
42,0,1.111115,0.607408,137.07408,-19.88889,31.11111,147.44444,2
44,0,0.500001,0.122222,99,-42,67.333336,121.44444,2
12,0,0.888888,0.272164,119.03704,-35.444443,48.88889,135.33334,2
16,0,0.5,0.344443,111.81481,-38.11111,57.88889,131.11111,2
28,0,0.944443,0.389683,122.51852,-34.555557,48.444443,138.66667,2
29,0,1.222224,1.229636,128.48148,-28.444445,42.88889,142.77777,2
49,0,0.555556,0.385186,120.703705,-37.77778,55.88889,139.33334,2
40,0,0.666665,0.516397,110.03704,-44.11111,56.88889,129,2
30,0,0.944447,0.879816,125.40741,-30.88889,46.77778,141,2
61,0,0.611111,0.490653,109.07407,-41.88889,57.77778,128.33334,2
50,0,0.777777,0.655462,124.111115,-33,50.333332,140.88889,2
66,0,1.055556,0.462965,93.44444,-43,71.666664,117.333336,2
44,0,0.722223,0.574135,123.81481,-31.11111,42.88889,138.11111,2
47,0,0.833331,0.122223,134.77777,-22,33,145.77777,2
31,0,0.722221,0.418517,136.40741,-16.88889,27.11111,145.44444,2
48,0,0.555555,0.251852,122.37037,-30.444445,47.22222,138.11111,2
79,0,0.444444,0.344265,107.74074,-41.555557,56.444443,126.55556,2
57,0,0.94444,0.77407,135.77777,-19,32.666668,146.66667,2
81,0,0.72222,0.107409,92.18519,-44.88889,78.77778,118.44444,2
32,0,0.944444,1.062842,126.22222,-33.333332,48,142.22223,2
49,0,1.055557,0.92896,124.03704,-32.77778,49.22222,140.44444,2
45,0,0.888888,0.207408,121.51852,-31.222221,47.444443,137.33334,2
63,0,0.722221,0.443052,108.92593,-38.11111,51.555557,126.111115,2
21,0,0.666662,0.516398,126.77778,-33,45.333332,141.88889,2
45,0,0.666667,0.666666,108.96296,-39.22222,53.77778,126.888885,2
17,0,0.666665,0.5164,126.14815,-33.444443,47.22222,141.88889,2
24,0,1.277777,0.907406,127.62963,-29.88889,42.11111,141.66667,2
24,0,1.277777,0.907406,127.62963,-29.88889,42.11111,141.66667,2
36,0,1.111111,0.340743,103.03704,-40.444443,66.55556,125.22222,2
54,0,0.611112,0.646931,124.37037,-35.11111,50.88889,141.33334,2
25,0,0.77778,0.501848,112.22222,-43.333332,57.333332,131.33334,2
70,0,0.666665,0.177776,112.51852,-25.555555,45.77778,127.77778,2
72,0,1,0.399998,93.44444,-42.666668,71,117.111115,2
17,0,0.611112,0.107405,130.2963,-28.555555,40.77778,143.88889,2
25,0,1,0.84444,103.62963,-43.555557,69.77778,126.888885,2
20,0,1.111116,0.75031,127.333336,-31.666666,46,142.66667,2
25,0,0.388887,0.250923,116.25926,-37.77778,52.555557,133.77779,2
30,0,0.666667,0.666666,112.96296,-40.88889,54.444443,131.11111,2
57,0,1.166665,0.722651,123.55556,-34,46.333332,139,2
29,0,1.000001,0.711108,128.44444,-27.666666,43.333332,142.88889,2
63,0,0.999997,0.516398,105.59259,-38.77778,52.88889,123.22222,2
20,0,1.055555,0.490655,125,-33,46.666668,140.55556,2
101,0,0.444448,0.385187,134.92592,-25.444445,36.88889,147.22223,2
65,0,0.777777,0.785188,97.333336,-43.666668,71.333336,121.111115,2
33,0,0.888889,0.272163,124.55556,-34,49,140.88889,2
31,0,0.555556,0.45542,126.85185,-33.88889,48.77778,143.11111,2
58,0,0.555556,0.403686,123,-31.333334,43.333332,137.44444,2
52,0,0.722223,0.596301,111.62963,-31.88889,52.77778,129.22223,2
26,0,1.222224,1.0074,136.88889,-17.666666,29,146.55556,2
13,0,0.833331,0.47778,131.77777,-29,39,144.77777,2
40,0,0.888889,0.62063,125.14815,-32.77778,49.555557,141.66667,2
38,0,0.555556,0.403687,113.48148,-39.11111,53.88889,131.44444,2
15,0,0.722226,0.285185,132.22223,-27.666666,39.333332,145.33334,2
25,0,0.611111,0.329628,102.48148,-43.444443,69.55556,125.666664,2
54,0,0.611112,0.443054,108.85185,-36.22222,51.77778,126.111115,2
17,0,1.388887,0.551851,129.55556,-32.333332,42,143.55556,2
50,0,1.000001,0.760115,107.44444,-38.333332,55,125.77778,2
31,0,1.111109,1.496296,135.92592,-18.11111,28.88889,145.55556,2
13,0,0.777779,0.207408,104.111115,-47.666668,73,128.44444,2
65,0,0.944443,0.611618,123,-34,51,140,2
29,0,0.777777,0.403687,112.07407,-40.555557,55.444443,130.55556,2
98,0,0.722221,0.15185,92.333336,-45,73.666664,116.888885,2
96,0,0.388889,0.196297,90.81481,-44.444443,74.55556,115.666664,2
71,0,1.666667,0.888891,125.96296,-31.222221,44.77778,140.88889,2
53,0,1.000001,0.444444,113.14815,-26.444445,51.22222,130.22223,2
77,0,1.000002,0.311108,135.92592,-22.11111,34.22222,147.33334,2
47,0,1.222223,0.607409,123.85185,-29.222221,47.77778,139.77779,2
53,0,0.555555,0.455419,123.44444,-33.333332,44.333332,138.22223,2
71,0,1.666667,0.888891,125.96296,-31.222221,44.77778,140.88889,2
115,0,0.222224,0.02963,132.77777,-28.666666,37.666668,145.33334,2
80,0,0.999999,0.177779,96.333336,-41.666668,69,119.333336,2
58,0,0.833331,0.459469,122,-35.666668,50.333332,138.77779,2
15,0,0.666668,0.557772,113.74074,-40.88889,54.77778,132,2
72,0,0.777777,0.562961,125.44444,-34,47,141.11111,2
30,0,0.555557,0.272164,113.25926,-37.444443,50.555557,130.11111,2
51,0,0.722223,0.443054,122.96296,-36.88889,53.444443,140.77779,2
18,0,0.777777,0.455422,112.111115,-44.666668,55,130.44444,2
12,0,0.777777,0.518519,127.44444,-35.666668,47,143.11111,2
91,0,1.055556,0.827758,104.888885,-37,55.666668,123.44444,2
51,0,1.055555,0.712324,124.40741,-33.555557,50.11111,141.11111,2
55,0,1.388888,0.818524,124.111115,-30.666666,45.666668,139.33334,2
48,0,0.611111,0.107407,115.77778,-25,50,132.44444,2
62,0,0.555556,0.207408,125.40741,-27.222221,40.11111,138.77779,2
90,0,0.611112,0.374076,113.111115,-22.333334,45.666668,128.33334,2
18,0,0.777777,0.455422,112.111115,-44.666668,55,130.44444,2
66,0,1.277779,1.57407,122.55556,-34.666668,51.666668,139.77779,2
46,0,0.611112,0.240742,107.51852,-40.88889,64.111115,128.88889,2
104,0,1.722223,1.436302,100.51852,-39.88889,58.11111,119.888885,2
93,0,0.72222,0.151851,112.296295,-25.222221,47.11111,128,2
62,0,0.888889,0.207406,99.666664,-42,65.333336,121.44444,2
33,0,1.166664,0.936897,125.888885,-33.666668,47.666668,141.77779,2
29,0,0.777779,0.60741,103.25926,-43.444443,69.22222,126.333336,2
20,0,1.055555,0.490655,125,-33,46.666668,140.55556,2
32,0,0.499999,0.586892,116.77778,-38.666668,49.666668,133.33334,2
14,0,0.888888,0.807371,113.81481,-41.11111,54.88889,132.11111,2
96,0,0.611111,0.418521,111.59259,-24.444445,49.555557,128.11111,2
66,0,1.388891,1.440741,95.111115,-43.333332,71,118.77778,2
40,0,1.222221,0.207408,124.62963,-30.555555,47.77778,140.55556,2
49,0,0.944447,0.240742,108.888885,-35.333332,60,128.88889,2
89,0,0.555555,0.272169,106.07407,-38.88889,58.11111,125.44444,2
62,0,0.666667,0.399999,110.03704,-27.777779,48.88889,126.333336,2
29,0,1.222224,1.229636,128.48148,-28.444445,42.88889,142.77777,2
71,0,1.055553,1.085182,105.666664,-27,50.333332,122.44444,2
13,0,1.277776,0.574135,118.666664,-36.333332,51.333332,135.77779,2
62,0,0.555556,0.385184,110.18519,-28.555555,50.77778,127.111115,2
16,0,0.444444,0.162962,102.51852,-44.88889,67.44444,125,2
18,0,1.277779,0.729626,138.62962,-15.888889,26.777779,147.55556,2
81,0,0.611111,0.240743,112.92593,-21.777779,47.88889,128.88889,2
13,0,1.166667,1.011116,141.81482,-14.111111,21.222221,148.88889,2
38,0,0.777777,0.58373,124.85185,-34.555557,50.444443,141.66667,2
21,0,0.944444,0.611615,126.81481,-35.444443,48.22222,142.88889,2
19,0,0.944445,0.151853,137.77777,-18.666666,26,146.44444,2
64,0,0.666667,0.699205,108.77778,-37.333332,52.333332,126.22222,2
113,0,0.5,0.3,133.11111,-25.333334,37.666668,145.66667,2
57,0,0.888888,0.740742,126.111115,-31,43,140.44444,2
33,0,0.499999,0.623609,110.59259,-41.444443,54.22222,128.66667,2
101,0,0.444448,0.385187,134.92592,-25.444445,36.88889,147.22223,2
87,0,1.222224,0.474069,135.40741,-22.555555,33.11111,146.44444,2
42,0,0.777779,0.54433,108.92593,-39.77778,51.88889,126.22222,2
39,0,0.666668,0.730297,113,-40.666668,54.333332,131.11111,2
18,0,1.277779,0.729626,138.62962,-15.888889,26.777779,147.55556,2
59,0,0.500001,0.166667,126.14815,-28.777779,42.88889,140.44444,2
35,0,0.444445,0.296297,97.92593,-44.77778,72.22222,122,2
36,0,0.944443,0.1963,135.2963,-20.222221,32.444443,146.11111,2
25,0,0.999999,1.46667,128,-30.666666,43,142.33334,2
28,0,0.444444,0.403686,111.59259,-45.444443,57.22222,130.66667,2
50,0,1.000001,0.760115,107.44444,-38.333332,55,125.77778,2
45,0,0.888891,0.455421,122.85185,-36.88889,51.444443,140,2
25,0,1.333332,0.730297,126.03704,-35.11111,48.555557,142.22223,2
33,0,0.499999,0.623609,110.59259,-41.444443,54.22222,128.66667,2
41,0,0.944448,0.772202,123.03704,-33.444443,50.22222,139.77779,2
90,0,0.666668,0.044444,113.48148,-22.777779,45.22222,128.55556,2
94,0,1.111111,0.607404,95.296295,-43.22222,71.77778,119.22222,2
43,0,0.833335,0.433333,126.48148,-27.444445,42.22222,140.55556,2
78,0,1.055557,0.329632,135.55556,-20.666666,34.333332,147,2
73,0,0.388889,0.062964,125.51852,-30.222221,45.11111,140.55556,2
43,0,1.055555,0.32963,107.14815,-39.11111,63.22222,128.22223,2
32,0,0.777774,0.162964,136.2963,-19.555555,30.11111,146.33334,2
11,0,1,0.311116,143.44444,-19.666666,22.333334,150.88889,2
58,0,0.777777,0.344266,110.37037,-38.11111,53.22222,128.11111,2
83,0,0.888889,0.518519,90.62963,-48.22222,78.77778,116.888885,2
65,0,0.722221,0.374072,125.666664,-31,48,141.66667,2
64,0,0.666667,0.699205,108.77778,-37.333332,52.333332,126.22222,2
79,0,0.555555,0.118518,89.44444,-47.666668,77.666664,115.333336,2
41,0,0.388889,0.327731,112.111115,-39.333332,51.666668,129.33334,2
40,0,1.055556,0.596295,123.77778,-31.333334,47.666668,139.66667,2
76,0,0.833332,0.211114,90.07407,-46.555557,79.44444,116.55556,2
18,0,1,1.022222,137.88889,-19.333334,30,147.88889,2
43,0,1.166665,1.1,125.25926,-28.777779,44.88889,140.22223,2
23,0,1.055555,0.611616,124.44444,-37.666668,51.666668,141.66667,2
51,0,0.722224,0.389683,108.74074,-40.555557,54.77778,127,2
45,0,1.055556,0.596299,101.92593,-41.444443,67.888885,124.55556,2
19,0,1.000001,0.760118,126.666664,-33.666668,47.333332,142.44444,2
13,0,0.888891,0.207407,140.25926,-17.777779,26.555555,149.11111,2
46,0,0.666664,0.399996,135.51852,-18.222221,30.11111,145.55556,2
92,0,0.833335,0.211111,90.333336,-46.333332,75.333336,115.44444,2
48,0,1.222224,0.207406,134.85185,-21.88889,33.77778,146.11111,2
47,0,0.72222,0.32963,107.111115,-41.666668,65,128.77779,2
77,0,0.944447,0.574135,107.62963,-41.22222,52.77778,125.22222,2
19,0,1.055553,0.551851,110.296295,-37.88889,59.77778,130.22223,2
18,0,0.833333,0.691216,113.77778,-34.333332,49,130.11111,2
95,0.111111,1.277778,1.574074,4.62963,-10.888889,13.777778,9.222222,3
137,0,0.277778,0.389682,0.777778,-2.333333,4.333334,2.222222,3
80,0,1.833333,4.3,7.074074,-12.555555,16.11111,12.444445,3
110,0,0.833333,0.211111,1.814815,-5.111111,9.222222,4.888889,3
97,0,0.388889,0.196296,2.111111,-6,10.333333,5.555555,3
95,0,1.666667,5.911111,5.185185,-8.888889,12.777778,9.444445,3
91,0,3.388889,6.462962,6.259259,-11.444445,17.555555,12.111111,3
128,0,2.944445,1.75647,16.481482,-19.11111,28.222221,25.88889,3
87,0.111111,24.388891,572.9964,67.44444,-26,34.666668,79,3
121,0,0.666667,0.843274,3.407408,-6.888889,7.777778,6,3
125,0,0.666667,0.222222,3.925926,-7.111111,11.555555,7.777778,3
93,0,1.777778,2.562963,5,-9,13,9.333334,3
73,0,8.222222,6.273991,46.666668,-43.666668,70.333336,70.111115,3
115,0,0.777778,0.162963,2.740741,-7.222222,10.444445,6.222222,3
126,0.111111,1.944444,1.12963,2.962963,-7.222222,10.777778,6.555555,3
144,0,0.222222,0.02963,1,-3,6,3,3
90,0.111111,5.666666,23.377783,9,-12.666667,20,15.666667,3
102,0.111111,22.055555,374.5964,44.037037,-19.777779,25.88889,52.666668,3
120,0,0.777778,1.274074,1.333333,-3.666667,6,3.333333,3
90,0,1.388889,1.885185,3.407408,-7.555555,13.444445,7.888889,3
138,0,0.888889,0.518518,1.407407,-4.222222,7.111111,3.777778,3
125,0,0.611111,0.374074,1.37037,-4.111111,7.555555,3.888889,3
120,0,0.333333,0.133333,1.592593,-4.777778,6.888889,3.888889,3
73,0,1.5,1.277778,5.814815,-10.444445,14.555555,10.666667,3
100,0,0.722222,0.534027,1.222222,-3.333333,4.666666,2.777778,3
97,0,0.888889,0.651852,2.62963,-6.222222,9.777778,5.888889,3
119,0,0.333333,0.088889,1.444444,-4.333334,8.333333,4.222222,3
125,0,0.944445,0.827759,1.777778,-4,6.333334,3.888889,3
90,0,1.277778,0.854184,4.666666,-6.333334,3.333333,6.222222,3
136,0,0,0,0,0,0,0,3
119,0,2.277778,2.274659,4.37037,-6.777778,7.222222,6.777778,3
111,0,0.555556,0.403687,18.037037,-25.11111,36.22222,30.11111,3
75,0.111111,15.388889,19.136257,55,-22.666666,31.333334,65.44444,3
88,0,0.888889,0.607407,5.259259,-11.111111,14.555555,10.111111,3
83,0,2.277778,4.018517,6.259259,-12.111111,16.88889,11.888889,3
89,0,0.777778,0.340741,2.296296,-6.555555,12.444445,6.444445,3
107,0.111111,4.555556,13.407408,7.962963,-10.222222,15.111111,13,3
119,0,2.277777,2.026673,20.592592,-25.11111,39.22222,33.666668,3
91,0,1.444444,1.540741,3.259259,-8.111111,14.222222,8,3
90,0,1.055556,0.374074,2.814815,-6.777778,12.222222,6.888889,3
120,0,1.388889,0.928958,16.851852,-16.88889,26.777779,25.777779,3
125,0,0.666667,0.222222,3.925926,-7.111111,11.555555,7.777778,3
146,0,0,0,0,0,0,0,3
95,0,2.166667,1.633332,4.444445,-9.666667,13.666667,9,3
98,0,0.722222,0.712325,1.518519,-3.555556,4.111111,2.888889,3
96,0,3.833333,13.277781,5.222222,-9.333333,13.666667,9.777778,3
124,0,1,0.444445,2.518518,-6.888889,10.777778,6.111111,3
110,0,0.333333,0.088889,1.666667,-4.666666,8.333333,4.444445,3
109,0.111111,3.555555,2.655532,13.296296,-18.88889,27.11111,22.333334,3
107,0,1.111111,0.720082,22.555555,-28.666666,40.333332,36,3
126,0.111111,2.388889,11.885187,1.518519,-3.222222,6.111111,3.555556,3
119,0,0.833333,0.833333,1.222222,-3.333333,6,3.222222,3
78,0.111111,14.833332,356.16672,79.666664,-26.666666,35.333332,91.44444,3
73,0,6.666666,7.865538,34.703705,-42.444443,67.888885,57.333332,3
137,0,0.111111,0.02963,0.222222,-0.666667,1.333333,0.666667,3
114,0,5.166667,6.320163,29.814816,-34.444443,52.22222,47.22222,3
90,0,1.055556,0.374074,2.814815,-6.777778,12.222222,6.888889,3
122,0,0.444444,0.403687,0.555556,-1.666667,2,1.222222,3
123,0,1.055556,0.996296,1.481481,-3.777778,6.555555,3.666667,3
109,0,1.5,3.233333,1.962963,-4.888889,8.444445,4.777778,3
121,0,0.666667,0.843274,3.407408,-6.888889,7.777778,6,3
142,0,0.111111,0.02963,0.037037,-0.111111,0.222222,0.111111,3
134,0,0.055556,0.018519,0.037037,-0.111111,0.222222,0.111111,3
125,0,0.944445,0.827759,1.777778,-4,6.333334,3.888889,3
107,0,1.111111,3.14074,1.777778,-4.666666,8.333333,4.555555,3
115,0.111111,2.444444,1.572919,7.555555,-12,16,12.888889,3
111,0,0.611111,0.240741,1.333333,-4,8,4,3
127,0,0.777778,0.501849,2.740741,-6.555555,8.444445,5.555555,3
134,0,2.666667,3.155556,6.185185,-11.888889,15.777778,11.444445,3
95,0,1.333333,0.699206,2.259259,-4.777778,4.888889,3.888889,3
76,0,1.277778,1.420746,2.444444,-4.666666,6.666666,4.666667,3
117,0,0.277778,0.018519,1.074074,-3.222222,6.111111,3.111111,3
145,0.111111,4.555555,4.534641,13.444445,-10.666667,20,20.11111,3
111,0,3.722222,20.951847,4.888889,-8,12.666667,9.111111,3
124,0,0.222222,0.02963,0.888889,-2.666667,4.666666,2.444444,3
80,0,2.944444,13.751853,23.62963,-18.88889,24.11111,31.666666,3
85,0,3.111111,13.451853,4.296296,-8.888889,13.777778,8.888889,3
124,0,0.277778,0.107407,0.666667,-2,4,2,3
122,0,1.666667,1.398412,16.185184,-17.88889,27.444445,25.333334,3
106,0,1.833333,3.544443,3.666667,-8,12.666667,7.888889,3
124,0,1.166667,0.611111,1.148148,-2.777778,4.555555,2.666667,3
133,0,0,0,0,0,0,0,3
70,0,11.499999,8.767999,18.592592,-14.777778,15.888889,23.88889,3
80,0,2.944444,13.751853,23.62963,-18.88889,24.11111,31.666666,3
102,0,7.277778,73.7963,14.37037,-12.777778,17.555555,20.222221,3
142,0,0.777778,0.651852,0.555556,-1.333333,2.333333,1.333333,3
81,0.111111,4.111111,8.740745,12.481482,-14.444445,19.222221,18.88889,3
130,0,0.555555,0.45542,2.407408,-5.888889,7.777778,5,3
131,0,0.222222,0.02963,0.518518,-1.555556,3.111111,1.555556,3
117,0,0,0,0,0,0,0,3
129,0,0.5,0.077778,0.518518,-1.555556,3.111111,1.555556,3
138,0.222222,3.222223,3.879672,16.518518,-19.88889,24.777779,24.777779,3
113,0,0.388889,0.389682,0.962963,-2.888889,5.444445,2.777778,3
127,0,0.222222,0.074074,0.62963,-1.888889,3.777778,1.888889,3
147,0,3.055555,3.586498,7.703704,-3.777778,6.555555,9.888889,3
69,0.111111,19.111113,991.7184,23.814816,-13.777778,16.555555,29.333334,3
87,0,1.555556,1.962613,2.925926,-5.111111,8.222222,5.666666,3
124,0,1.222223,0.934919,14.666667,-21.333334,28.333334,24.11111,3
127,0,1.055555,0.975629,16.37037,-16.444445,30.222221,26.444445,3
123,0,0.388889,0.018519,1.148148,-3.444444,6.888889,3.444444,3
91,0.111111,2.222222,5.051852,5.62963,-11.222222,15.111111,10.666667,3
138,0,0.333333,0.088889,0.777778,-2.333333,4.666666,2.333334,3
75,0.111111,15.388889,19.136257,55,-22.666666,31.333334,65.44444,3
132,0,0.444444,0.385185,0.740741,-1.888889,3.777778,2,3
89,0,0.777778,0.340741,2.296296,-6.555555,12.444445,6.444445,3
77,0,1.777778,0.651851,5,-11.333333,15.666667,10.222222,3
102,0,0.722222,0.507407,2.888889,-6.666666,10.333333,6.333334,3
120,0,3.944444,14.774076,3.740741,-6.888889,11.777778,7.666666,3
130,0,0.555555,0.45542,1.37037,-3.777778,5.888889,3.333333,3
81,0,1.388889,0.418518,3.481482,-7.444445,11.888889,7.444445,3
86,0.111111,9.5,222.70003,13.407408,-13.888889,19.444445,19.88889,3
109,0,0.888889,0.251852,4.296296,-8.555555,12.444445,8.444445,3
107,0,10.222221,14.967619,9.518518,-6.555555,8.111111,12.222222,3
122,0,0.444444,0.403687,0.555556,-1.666667,2,1.222222,3
82,0,1.555555,0.474074,5.592593,-11.444445,13.888889,10.222222,3
137,0,0.055556,0.018519,0.259259,-0.777778,1.555556,0.777778,3
110,0,1.277778,1.262963,3.962963,-7.555555,7.444445,6.444445,3
111,0,0.5,0.3,1.296296,-3.888889,6.777778,3.555556,3
122,0,1.222222,1.241266,16.148148,-24.444445,36.555557,28.333334,3
139,0,2.833333,1.773259,18.074074,-6.222222,13.444445,23.88889,3
143,0,0.277778,0.389682,0.407407,-1.222222,2.444444,1.222222,3
93,0,2.666667,6.444444,6.777778,-10.666667,15.333333,11.888889,3
121,0,1.611111,1.062841,17.222221,-25,36,29.222221,3
91,0.111111,18.944445,188.50739,42.814816,-20.777779,29.555555,52.666668,3
93,0,0.833333,0.3,3,-7.333334,12.666667,7.222222,3
142,0,1.888889,1.377061,3.851852,-6.555555,10.111111,7.222222,3
130,0,0.277778,0.250924,0.888889,-2.666667,5,2.555556,3
106,0,0.944444,0.151852,2.407408,-5.888889,11.111111,6.111111,3
137,0,1.666667,1.777778,7.62963,-13.555555,18.777779,13.888889,3
73,0,0.888889,0.785185,4.851852,-9.222222,14.444445,9.666667,3
64,0,16.277779,12.948471,31,-19,21,38,3
120,0,0.388889,0.062963,1,-3,6,3,3
88,0,0.611111,0.240741,2.777778,-7,11,6.444445,3
127,0,1.166667,0.960324,17.592592,-25.777779,37.555557,30.11111,3
96,0,1,1.511111,6.296296,-10.888889,16.777779,11.888889,3
95,0,1.277778,1.040741,3.148148,-7.111111,12.888889,7.444445,3
88,0,3.611111,7.218519,7.777778,-12.666667,16.666666,13.333333,3
79,0,16.277779,40.862957,32.77778,-25.333334,39,45.77778,3
121,0,1.444444,1.82168,14.962963,-16.222221,25.444445,23.444445,3
141,0,0.722222,0.240741,1.555556,-4.333334,6.333334,3.666667,3
118,0,0.055556,0.136083,0.037037,-0.111111,0.222222,0.111111,3
144,0,0.444444,0.118518,1.148148,-3.444444,6.888889,3.444444,3
144,0,0.555556,0.074074,2.518518,-7.222222,12.111111,6.555555,3
123,0,0.5,0.077778,1.518519,-4.555555,8.111111,4.222222,3
100,0,7.277777,83.351845,8.148149,-10.444445,15.555555,13.333333,3
94,0,1.333334,0.210818,5.888889,-8,5.666666,7.777778,3
75,0,29.222221,749.76294,38.037037,-24.777779,37.88889,50.666668,3
133,0,0,0,0,0,0,0,3
82,0,4.333334,41.288895,8.481482,-12.444445,18.222221,14.555555,3
81,0,24.33333,442.17786,42.555557,-23,27.666666,51.77778,3
129,0,0.5,0.077778,0.518518,-1.555556,3.111111,1.555556,3
91,0,0.722222,0.196296,2.62963,-6.555555,10.777778,6.222222,3
112,0,1.333333,1.377778,3.814815,-8.111111,10.222222,7.222222,3
107,0,1.166667,0.211111,2.222222,-5.666666,9.333333,5.333334,3
128,0,0.222222,0.074074,0.740741,-2.222222,4.444445,2.222222,3
122,0,2.777778,2.029414,20.148148,-17.777779,32.88889,31.11111,3
106,0,0.222222,0.172133,0.555556,-1.666667,3.333333,1.666667,3
128,0,2.944444,7.885187,5.296296,-8.555555,12.777778,9.555555,3
146,0,0.055556,0.136083,0.037037,-0.111111,0.222222,0.111111,3
124,0,0.222222,0.074074,1.074074,-3.222222,6.444445,3.222222,3
124,0,1,0.444445,2.518518,-6.888889,10.777778,6.111111,3
122,0,0.722222,0.240741,1.592593,-4.777778,8.555555,4.444445,3
94,0,0.444445,0.118519,2.259259,-6.444445,11.222222,6,3
98,0,3.944444,45.84074,5.518518,-9.555555,14.777778,10.444445,3
139,0,2.833333,1.773259,18.074074,-6.222222,13.444445,23.88889,3
81,0,12.166667,267.45554,21.333334,-22,27.666666,30.555555,3
126,0,1.055556,0.712325,2.777778,-6.666666,7.333334,5.222222,3
90,0,2.944445,2.435083,5,-7.333334,7,7.333334,3
87,0.111111,24.388891,572.9964,67.44444,-26,34.666668,79,3
140,0,5.444444,4.768726,9.925926,-11.777778,15.555555,15.111111,3
99,0,1.611111,8.018518,4.148148,-9.111111,14.555555,9,3
95,0,0.722222,0.818519,6.481482,-12.444445,18.222221,12.555555,3
108,0.111111,25.5,12.795401,49.814816,-24.11111,33.88889,61.11111,3
113,0,0.611111,0.285185,1.407407,-3.888889,6.111111,3.444444,3
138,0,1.277778,1.143419,5.185185,-9.555555,12.444445,9.333334,3
91,0,1.444444,1.540741,3.259259,-8.111111,14.222222,8,3
118,0,0.222222,0.074074,0.925926,-2.777778,4.888889,2.555556,3
138,0,0.222222,0.296296,0.259259,-0.777778,1.222222,0.666667,3
136,0,0.333333,0.177778,0.703704,-1.777778,3.555556,1.888889,3
105,0,3.722222,15.662961,4.148148,-7.444445,12.555555,8.333334,3
106,0,0.611111,0.418518,2.185185,-5.555555,8.111111,4.888889,3
