@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
13,9,1.666664,134.88889,-20.11111,-4.777778,2
12,9,1.777779,115.55556,-35.666668,-11.333333,2
74,9,0.500001,89.111115,-38.22222,-25.88889,2
55,9,1.166668,113.888885,-30.666666,-15,2
19,9,1.888888,97.666664,-37.88889,-21.88889,2
41,9,0.277779,128.44444,-20.333334,-11.666667,2
41,9,1.111115,130.66667,-19.444445,-10.777778,2
81,9,1.055557,75.66667,-44.22222,-33.88889,2
94,9,1.000001,106.888885,-18.88889,-24.222221,2
99,9,0.777779,79,-43.22222,-30.555555,2
16,9,1.499999,99.55556,-40.22222,-13.888889,2
51,9,0.944443,95.22222,-40.555557,-14.222222,2
62,9,0.888887,100.666664,-28.555555,-22.222221,2
13,9,1.166667,122.77778,-28.444445,-11.111111,2
85,9,0.888888,79.22222,-43,-30.333334,2
89,9,1.277779,93.111115,-38.88889,-19.222221,2
57,9,0.77778,84,-43.77778,-25.11111,2
90,9,0.777779,105.888885,-22.777779,-22.444445,2
15,9,0.777774,134.33334,-19.333334,-8.666667,2
47,9,0.666667,82.55556,-43.666668,-29.333334,2
28,9,1.111112,96.111115,-46.22222,-12.888889,2
29,9,1.055553,119.22222,-27.666666,-15.666667,2
55,9,1.444447,90,-39.22222,-23.88889,2
39,9,1.222218,116.333336,-32.22222,-13.888889,2
49,9,1.166668,117,-31.222221,-15.888889,2
13,9,0.555557,122.111115,-29,-10,2
48,9,0.555555,112.22222,-30.444445,-16.777779,2
44,9,1,85,-42,-25.333334,2
62,9,1.166668,117.55556,-26.777779,-14.777778,2
75,9,11.111111,105.888885,-32.444443,-16.444445,2
20,9,1.444443,102.666664,-33.555557,-21.88889,2
90,9,1.27778,105.666664,-22.333334,-23.333334,2
35,9,0.944447,83.333336,-46.22222,-25.222221,2
54,9,0.944444,109.111115,-23,-24,2
16,9,0.944448,134.66667,-17.222221,-11.222222,2
76,9,1.333333,74.55556,-46.555557,-32.88889,2
42,9,1.388891,128.11111,-21.555555,-11.888889,2
62,9,1.000001,85.666664,-42,-23.333334,2
40,9,1.222221,117.44444,-29.88889,-14.555555,2
58,9,1.444444,110.44444,-35.444443,-14.111111,2
39,9,1.833333,102.55556,-32.444443,-23.444445,2
81,9,0.833332,77.22222,-44.88889,-33.88889,2
42,9,1.666668,95.666664,-39.77778,-12.111111,2
29,9,1.388891,119,-28.444445,-14.444445,2
34,9,1.388888,113.666664,-35.444443,-14.111111,2
24,9,1.611109,110.77778,-32.555557,-15.888889,2
29,9,0.444443,98.55556,-40.555557,-14.888889,2
101,9,0.611109,126.44444,-25.444445,-11.444445,2
78,9,2.666665,93.22222,-40.88889,-15.555555,2
94,9,1.277776,80.888885,-43.22222,-28.555555,2
40,9,0.555556,114.22222,-32.77778,-16.777779,2
30,9,0.611111,115.111115,-30.88889,-15.888889,2
33,9,0.722221,97.77778,-40.666668,-21.333334,2
85,9,0.888887,88.77778,-36.77778,-27.777779,2
31,9,0.777777,101.888885,-39.22222,-13.555555,2
43,9,0.888889,94.111115,-39.11111,-24.11111,2
46,9,1.333332,100.888885,-41.22222,-13.555555,2
31,9,1.333333,129.88889,-18.11111,-10.777778,2
32,9,1.777779,115.111115,-33.333332,-14.666667,2
71,9,1.333333,72.77778,-49.11111,-30.11111,2
48,9,1.277781,127.55556,-21.88889,-11.888889,2
39,9,1.111111,116.55556,-32.88889,-13.222222,2
18,9,0.5,102.333336,-34.333332,-14.666667,2
44,9,1.333333,93,-39,-23.333334,2
17,9,0.666667,120.77778,-28.555555,-12.222222,2
63,9,0.666668,108.44444,-35.333332,-16.666666,2
58,9,0.888891,112.55556,-31.333334,-12,2
23,9,1.166665,111,-36,-14.333333,2
31,9,1.222223,117.111115,-29.11111,-14.111111,2
45,9,1.555557,111.111115,-31.222221,-16.222221,2
98,9,1.666667,77.333336,-45,-28.666666,2
47,9,0.999997,127.44444,-22,-11,2
29,9,1.055553,119.22222,-27.666666,-15.666667,2
24,9,0.888888,117.666664,-29.88889,-12.222222,2
29,9,1.388891,119,-28.444445,-14.444445,2
136,9,2.111111,6.666666,-16.555555,-9.555555,3
124,9,0.277778,0,-2,-2,3
117,9,0,0,0,0,3
145,9,2.111111,0.666667,-4.222222,-0.222222,3
121,9,1.5,1.111111,-6.888889,-0.888889,3
135,9,0.222222,0,-0.666667,-0.666667,3
126,9,1.055556,0.555556,-7.222222,-3.555556,3
117,9,0.111111,0,-3.222222,-2.888889,3
116,9,1.222222,0.555556,-6.777778,-1.777778,3
108,9,1.166667,0.555556,-3.888889,-0.555556,3
119,9,0.555555,0,-4.333334,-4,3
129,9,0.388889,0,-1.555556,-1.555556,3
88,9,1.555556,0.666667,-7.888889,-5.222222,3
126,9,0.944444,0.555556,-6.666666,-0.666667,3
113,9,6.166666,17.11111,-32.333332,-16.666666,3
97,9,0.555555,0.111111,-6,-4.333334,3
111,9,0.388889,0,-4,-4,3
78,9,43.333332,70.77778,-26.666666,-8.666667,3
120,9,0.722222,1.111111,-7.222222,-1.888889,3
145,9,1.277778,0.333333,-1.555556,-0.222222,3
90,9,1.111111,0.888889,-7.555555,-5.888889,3
124,9,0.277778,0,-2,-2,3
91,9,0.833333,0.555556,-8.111111,-6.111111,3
102,9,0.833333,0.666667,-6.666666,-3.666667,3
144,9,0.5,0,-3.444444,-3.444444,3
136,9,2.777778,16.88889,-7.666666,-11.333333,3
102,9,1.166667,1,-9.111111,-4.111111,3
144,9,0.5,0,-3.444444,-3.444444,3
100,9,5.777778,4.666667,-10.444445,-5.111111,3
135,9,0.333333,0,-2.888889,-2.555556,3
106,9,0.111111,0,-1.666667,-1.666667,3
115,9,5,3.555556,-12,-4,3
122,9,1.333333,8,-24.444445,-12.111111,3
88,9,2.166666,1.555556,-11.111111,-3.444444,3
130,9,0.277778,0,-2.333333,-2.333333,3
100,9,2.555556,1.444444,-9.444445,-5.111111,3
128,9,2.444444,10.111111,-19.11111,-9.111111,3
77,9,1.611111,1.222222,-11.333333,-4.333334,3
112,9,1.555556,1.111111,-8.111111,-2.111111,3
88,9,0.944445,0.444444,-7,-4,3
121,9,0.944445,8.888889,-25,-11,3
95,9,2.666666,4.777778,-14.222222,-3.555556,3
112,9,0.5,0,-1.333333,-1,3
116,9,1.333334,11.777778,-20.88889,-11.555555,3
122,9,0,0,-1,-1,3
142,9,0.888889,1.666667,-6.555555,-3.555556,3
68,9,18.277777,38.555557,-25.88889,-12.888889,3
80,9,3.833333,6.555555,-10.444445,-4.777778,3
115,9,1.388889,0.555556,-6.444445,-2.444444,3
107,9,1.111111,0.222222,-4.666666,-3.666667,3
87,9,44.722225,58.77778,-26,-8.666667,3
81,9,5.722223,7.666666,-14.444445,-4.777778,3
80,9,16.666666,17.333334,-18.88889,-5.222222,3
110,9,0.5,0.111111,-5.111111,-4.111111,3
129,9,0.388889,0,-1.555556,-1.555556,3
88,9,2.5,3.555556,-12.666667,-4,3
79,9,1.333333,2,-8.555555,-4.555555,3
125,9,0.888889,0,-3.444444,-2.444444,3
99,9,3.055555,1.111111,-9.111111,-5.444445,3
96,9,2.777778,1,-8.333333,-4.333334,3
127,9,0.777778,0.555556,-6.555555,-1.888889,3
105,9,3.666666,1.666667,-7.444445,-5.111111,3
117,9,0.611111,0.222222,-3.333333,-3.333333,3
120,9,0.5,0,-4.333334,-3.333333,3
139,9,0.333333,0,-2,-1.333333,3
119,9,1.055556,0.111111,-3.333333,-2.666667,3
80,9,1.833333,2.888889,-12.555555,-3.555556,3
131,9,0.333333,0,-1.555556,-1.555556,3
146,9,0,0,0,0,3
76,9,7.833334,8.444445,-15.222222,-2.555556,3
120,9,5.944445,3.333333,-10.888889,-6.555555,3
138,9,0.944444,0.111111,-3.111111,-1.777778,3
90,9,2.444444,2.555556,-6.333334,3,3
107,9,6.777779,4.555555,-10.222222,-4.888889,3
95,9,3,2.222222,-8.888889,-3.888889,3
109,9,2.833333,1.444444,-8.555555,-3.888889,3
136,9,0,0,0,0,3
91,9,0.666667,1.111111,-7.666666,-5.333334,3
127,9,1.277778,10.888889,-16.444445,-13.777778,3
82,9,2.111111,1.777778,-11.444445,-2.444444,3
116,9,2.111111,0.888889,-6.333334,-2.666667,3
122,9,1.555556,14.222222,-17.777779,-15.111111,3
108,9,27.277779,41.77778,-24.11111,-9.777778,3
124,9,1.833333,1.444444,-4.666666,-4,3
64,9,20.222223,24.666666,-19,-2,3
71,9,21.888885,25.555555,-18.88889,-6.222222,3
124,9,1.111111,0.222222,-6.888889,-3.888889,3
137,9,3.833333,2.555556,-7.333334,-4.666666,3
128,9,0.388889,0,-2.222222,-2.222222,3
142,9,0.277778,0.111111,-1.333333,-1,3
89,9,5.833334,5.777778,-14.111111,-5.777778,3
81,9,15.166667,33.11111,-26.444445,-14.444445,3
120,9,1.444444,10.555555,-25.555555,-16.555555,3
140,9,3.055556,6,-11.777778,-3.777778,3
126,9,1.222222,0.444444,-3.222222,-2.888889,3
109,9,3.999999,7,-18.88889,-8.222222,3
79,9,14.166667,24.333334,-25.333334,-13.666667,3
106,9,0.833333,0.444444,-5.888889,-5.222222,3
123,9,0.611111,0.111111,-2.888889,-1.888889,3
138,9,0.333333,0,-2.333333,-2.333333,3
124,9,6.5,4.111111,-10.444445,-5.444445,3
110,9,0.5,0.111111,-4.666666,-3.666667,3
75,9,26.611113,47.444443,-22.666666,-8.666667,3
124,9,1.833333,1.444444,-4.666666,-4,3
114,9,8.833333,18.333334,-34.444443,-17.777779,3
127,9,1,1.333333,-7.444445,-1.444444,3
93,9,1.5,2,-9,-4,3
124,9,0.222222,0,-3.222222,-3.222222,3
124,9,0.444444,0,-2.666667,-2,3
99,9,1,0.111111,-5.777778,-4.777778,3
112,9,0.111111,0,-0.444444,-0.444444,3
91,9,1.111111,0.444444,-6.555555,-4.222222,3
85,9,1.111111,0.444444,-4,-1,3
73,9,2.333333,2.333334,-10.444445,-4.111111,3
124,9,1.111111,0.222222,-6.888889,-3.888889,3
81,9,5.722223,7.666666,-14.444445,-4.777778,3
118,9,0.333333,0,-2.777778,-2.111111,3
119,9,1.333333,2.111111,-6.777778,-0.444444,3
95,9,1.055556,0.888889,-7.888889,-3.222222,3
118,9,0.055556,0,-0.111111,-0.111111,3
120,9,0.722222,0.111111,-4.222222,-3.555556,3
123,9,0.5,0,-3.555556,-2.888889,3
94,9,2.555556,3.222222,-8,2.333333,3
85,9,2.388889,2.111111,-5.888889,-2.222222,3
102,9,29.888887,37.444443,-19.777779,-6.111111,3
129,9,0.111111,0,-1.555556,-1.555556,3
127,9,0.222222,0,-1.888889,-1.888889,3
109,9,1.111111,0.333333,-4.888889,-3.555556,3
120,9,0.5,0.222222,-2.777778,-2.777778,3
99,9,3.055555,1.111111,-9.111111,-5.444445,3
119,9,1.777778,12.222222,-25.11111,-14.111111,3
137,9,1,3.111111,-13.555555,-5.222222,3
142,9,0.111111,0,-0.111111,-0.111111,3
124,9,2.388889,7.555555,-21.333334,-7,3
121,9,1.166667,0.777778,-8.777778,-3.444444,3
93,9,3.444444,3.222222,-10.666667,-4.666666,3
103,9,2.944445,1.888889,-5.888889,-1.222222,3
80,9,34.61111,60.333332,-25.333334,-7,3
118,9,0.388889,0,-2.111111,-1.777778,3
130,9,0.333333,0,-2.666667,-2.333333,3
75,9,26.611113,47.444443,-22.666666,-8.666667,3
85,9,2.055556,1.333333,-8.888889,-4.888889,3
73,9,1.722222,1.777778,-9.222222,-5.222222,3
132,9,0.222222,0,-1.111111,-1.111111,3
85,9,2.277778,3.555556,-13.888889,-6.222222,3
102,9,0.833333,0.666667,-6.666666,-3.666667,3
124,9,0.555556,0.111111,-3.111111,-1.777778,3
107,9,3.944445,4.888889,-11.444445,-6.111111,3
134,9,1.611111,3.666667,-15.111111,-6.444445,3
91,9,3.277778,2.444444,-11.444445,-6.111111,3
138,9,5.5,9.888889,-19.88889,-4.888889,3
73,9,9.444445,20.555555,-42.444443,-25.444445,3
115,9,0.722222,0.333333,-7.222222,-3.222222,3
115,9,0.555555,0.222222,-5,-3.333333,3
122,9,0.444444,0,-1.666667,-0.333333,3
125,9,0.833333,0.444444,-4,-2.333333,3
81,9,9.222222,14,-22,-5.666666,3
136,9,0.388889,0.111111,-1.777778,-1.777778,3
91,9,25.277779,38.444443,-17.555555,-7.555555,3
144,9,0.333333,0,-3,-3,3
104,9,22.111109,14.888889,-11.222222,-3.222222,3
73,9,10.722222,32.11111,-43.666668,-26.666666,3
122,9,0.833333,0,-4.777778,-3.777778,3
80,9,16.666666,17.333334,-18.88889,-5.222222,3
129,9,0.111111,0,-1.555556,-1.555556,3
90,9,3.333333,2.555556,-7.333334,0.333333,3
105,9,31.222223,35.77778,-21.222221,-8.222222,3
99,9,2.777778,3.444444,-9.888889,-4.555555,3
126,9,2.555556,4.888889,-15.888889,-5.222222,3
81,9,9.222222,14,-22,-5.666666,3
83,9,12.888889,9,-16.11111,-8.777778,3
107,9,0.833333,0.333333,-5.666666,-3.666667,3
141,9,2.166667,7.888889,-14.333333,-3.333333,3
133,9,0,0,0,0,3
99,9,1,0.111111,-5.777778,-4.777778,3
102,9,9.444444,10.111111,-12.777778,-4.777778,3
102,9,1.555556,0.555556,-8.444445,-4.444445,3
133,9,0,0,0,0,3
133,9,0.222222,0,-1.444444,-1.444444,3
123,9,0.166667,0,-3.444444,-3.444444,3
136,9,0.666667,0.111111,-3,-2.666667,3
91,9,1,1.888889,-11.222222,-3.888889,3
123,9,0.444444,0,-2.111111,-1.777778,3
137,9,0.333333,0,-2,-2,3
120,9,1.444444,10.555555,-25.555555,-16.555555,3
122,9,1.388889,0.555556,-5.111111,-3.777778,3
89,9,0.777778,0.111111,-6.555555,-5.888889,3
125,9,0.833333,0.444444,-4,-2.333333,3
140,9,1.777778,3.777778,-13.666667,-3.333333,3
132,9,0.388889,0,-3.888889,-2.555556,3
133,9,0.388889,0,-2.888889,-2.555556,3
107,9,9.833333,7.333334,-6.555555,-1.555556,3
115,9,2.722222,18.444445,-22.777779,-16.11111,3
87,9,1.888889,1.222222,-5.111111,-3.111111,3
87,9,13.222221,12.222222,-14.666667,-4.333334,3
77,9,2.388889,3.222222,-13.444445,-2.777778,3
90,9,0.666667,0.555556,-6.777778,-5.444445,3
114,9,1.166667,0.111111,-5.222222,-3.222222,3
98,9,0.388889,0,-4.222222,-3.888889,3
123,9,0.5,0,-4.555555,-3.555556,3
115,9,3.333333,8.444445,-19,-5.333334,3
91,9,0.833333,0.555556,-8.111111,-6.111111,3
87,9,1.888889,1.222222,-5.111111,-3.111111,3
143,9,0.888889,0.888889,-9.888889,-5.888889,3
111,9,4.111111,2.222222,-8,-4.666666,3
120,9,0.833333,0.111111,-3.666667,-2.333333,3
132,9,0.555555,0.111111,-1.888889,-1.888889,3
125,9,0.5,0,-4.111111,-3.444444,3
137,9,0.388889,0,-2.333333,-2,3
76,9,1.833333,3.777778,-13.444445,-1.777778,3
122,9,4.833334,3.333333,-9.888889,-4.222222,3
139,9,2.111111,16,-6.222222,-7.222222,3
143,9,0.277778,0,-1.222222,-1.222222,3
120,9,0.388889,0,-3,-3,3
72,9,1.388889,1.555556,-8.888889,-5.888889,3
111,9,1.944444,9.666667,-25.11111,-11.111111,3
83,9,2.333333,2.222222,-12.111111,-4.777778,3
98,9,1.333333,0.555556,-4.444445,-0.111111,3
69,9,4.333333,6.888889,-12.555555,-2.222222,3
97,9,0.777778,0.555556,-6.222222,-3.555556,3
70,9,9.944444,16.222223,-14.444445,-2.444444,3
132,9,1.722222,0.666667,-3.888889,-2.888889,3
139,9,0.333333,0,-1.333333,-1.333333,3
87,9,44.722225,58.77778,-26,-8.666667,3
79,9,1.166667,1.777778,-10.888889,-4.555555,3
84,9,1.777778,1.555556,-9,-4.333334,3
81,9,22.111109,34.88889,-23,-4.666666,3
137,9,0.277778,0,-0.666667,-0.666667,3
96,9,1.555556,0.888889,-8,-4.666666,3
95,9,1.611111,1,-10.888889,-2.888889,3
110,9,2.722222,1.444444,-7.555555,0.111111,3
89,9,0.777778,0.111111,-6.555555,-5.888889,3
76,9,1.666667,0.888889,-4.666666,-2,3
83,9,8.333333,19.777779,-10.555555,-5.222222,3
109,9,2,2.555556,-9.333333,-2.666667,3
110,9,2.277777,9.222222,-24,-11.333333,3
145,9,7.5,9.888889,-10.666667,-9.333333,3
95,9,1.111111,0.666667,-4.777778,-0.111111,3
95,9,1.111111,2.333334,-12.444445,-5.777778,3
145,9,1.277778,0.333333,-1.555556,-0.222222,3
122,9,0.444444,0,-1.666667,-0.333333,3
147,9,3.555555,6.444445,-3.777778,-2.777778,3
134,9,0.055556,0,-0.111111,-0.111111,3
141,9,0.722222,0.111111,-4.333334,-2,3
141,9,0.888889,0.444444,-8.444445,-4.777778,3
120,9,0.444444,0,-4.777778,-2.111111,3
120,9,3.722222,1.444444,-6.888889,-4.888889,3
136,9,2.666667,9,-19.555555,-9.888889,3
113,9,0.277778,0,-2.888889,-2.555556,3
113,9,0.666667,0.111111,-3.888889,-2.222222,3
109,9,2.833333,1.444444,-8.555555,-3.888889,3
92,9,7,8.777778,-11.666667,-6.333334,3
136,9,2.666667,9,-19.555555,-9.888889,3
137,9,0.833333,0.222222,-2.777778,-1.777778,3
66,9,10.944443,32.333336,-22.666666,-6.333334,3
96,9,1.111111,1.111111,-8.111111,-6.111111,3
106,9,1.277778,0.333333,-5.555555,-2.555556,3
116,9,1.055556,0.333333,-5.555555,-3.222222,3
131,9,0,0,0,0,3
98,9,0.666667,0.333333,-3.555556,-0.555556,3
138,9,0.444444,0.111111,-0.555556,-0.555556,3
111,9,0.944444,0,-3.888889,-2.888889,3
107,9,0.666667,13,-28.666666,-11.666667,3
120,9,1.055556,0.222222,-5.111111,-2.444444,3
103,9,1.111111,0.111111,-6.111111,-4.444445,3
103,9,1.111111,0.111111,-6.111111,-4.444445,3
121,9,1.5,1.111111,-6.888889,-0.888889,3
125,9,1.055556,11.111111,-22.333334,-14,3
133,9,0.222222,0,-2.222222,-2.222222,3
130,9,1.222222,0.444444,-5.888889,-1.888889,3
116,9,0.833333,0.222222,-5.222222,-3.888889,3
114,9,0.277778,0.777778,-2.888889,-3.555556,3
106,9,2.222222,1,-8,-4.666666,3
122,9,1.166667,10.222222,-17.88889,-9.555555,3
127,9,1.055556,9,-25.777779,-11.777778,3
100,9,0.666667,0.111111,-3.333333,-1.333333,3
70,9,7.944445,13.666667,-14.777778,-1.111111,3
137,9,0.111111,0,-0.777778,-0.777778,3
95,9,2.222222,0.777778,-7.111111,-5.777778,3
126,9,0.944444,5.222222,-17.88889,-8.555555,3
123,9,1,0.222222,-3.777778,-2.777778,3
125,9,2.666667,1.555556,-7.111111,-4.444445,3
125,9,0.722222,12.444445,-11.888889,-9.888889,3
92,9,2.277778,3.222222,-12.666667,-3,3
91,9,33.444447,35.88889,-20.777779,-8.777778,3
75,9,10.222221,29.777779,-24.777779,-13.111111,3
144,9,0.611111,0.111111,-7.222222,-4.888889,3
126,9,0.5,0,-4.222222,-2.555556,3
138,9,0.722222,2,-9.555555,-2.888889,3
90,9,6.777779,4.777778,-12.666667,-7.333334,3
101,9,6.444445,5.777778,-13.222222,-2.888889,3
95,9,1.944444,1.222222,-9.666667,-4,3
130,9,0.555555,0.111111,-3.777778,-2.111111,3
90,9,0.666667,0.555556,-6.777778,-5.444445,3
143,9,0.888889,0.888889,-9.888889,-5.888889,3
93,9,1.388889,0.555556,-7.333334,-5.333334,3
121,9,2.055556,9.555555,-16.222221,-9.222222,3
17,9,0.888891,63.333332,-23.555555,-24.88889,4
127,9,8.555555,38,-8.222222,-14.222222,4
128,9,1.333334,32.11111,-10.444445,-14.111111,4
48,9,0.277777,35.444447,-16.222221,-18.555555,4
100,9,1.444445,50.333332,-15.111111,-19.444445,4
24,9,1.222223,42.333336,-20.555555,-15.555555,4
96,9,0.944444,54.11111,-3.111111,-14.444445,4
82,9,0.777778,34.555557,-13,-15.666667,4
83,9,0.944444,23.333334,-9.555555,-10.555555,4
89,9,0.722222,27.333334,-13.111111,-14.777778,4
46,9,2.222221,53.22222,-27.333334,-23,4
80,9,0.666667,36.333336,-10.111111,-15.444445,4
78,9,2.555556,41.11111,-8.111111,-16.11111,4
159,9,2.222222,25.222221,-2.666667,-7.666666,4
125,9,2.111111,61.11111,-15.444445,-23.11111,4
122,9,11.444444,35.77778,-10.333333,-14.666667,4
152,9,2.388889,20.333334,-18.666666,-14.666667,4
28,9,0.833333,53.444443,-26.88889,-23.222221,4
104,9,1.444444,52.77778,-13.666667,-19,4
145,9,0.999999,52.444443,-26,-21,4
42,9,1.333334,50.666668,-24.666666,-22.333334,4
134,9,1.000001,37.11111,-22.777779,-17.777779,4
121,9,0.944444,37.444443,-10.777778,-14.444445,4
62,9,0.722224,57.444443,-28,-25.666666,4
81,9,1.833333,39.444443,-10.444445,-15.444445,4
78,9,2.944444,27.11111,-9.555555,-11.888889,4
159,9,1.611111,20.333334,-0.555556,-4.888889,4
162,9,2,8,-6.111111,-7.444445,4
36,9,1.111109,56.555557,-29.444445,-25.777779,4
110,9,1.277777,46.11111,-13.666667,-15.666667,4
122,9,1.777777,51.555557,-27.555555,-24.88889,4
147,9,1.333333,5.777778,-1.444444,-5.111111,4
158,9,1.166667,7.111111,-3.777778,-6.444445,4
120,9,8.333333,35.444447,-11.666667,-13.666667,4
121,9,2.722222,28.666666,-11.111111,-13.444445,4
125,9,0.444444,14.888889,-10,-9.666667,4
73,9,0.777777,45.666668,-1.888889,-12.555555,4
73,9,1.5,38.77778,-14.222222,-14.222222,4
126,9,14.055554,33.555557,-7.888889,-12.555555,4
124,9,1.888889,36.77778,-20.222221,-18.222221,4
148,9,1.055555,21.444445,-22.88889,-14.555555,4
117,9,1.277778,39.555557,-19,-18.666666,4
101,9,2.055554,56.88889,-22.444445,-22.777779,4
115,9,0.722221,42.444443,-12.888889,-15.888889,4
159,9,2.222222,25.222221,-2.666667,-7.666666,4
32,9,0.833334,54.22222,-15.777778,-18.444445,4
70,9,0.777777,53.444443,-23,-24.666666,4
108,9,6.833332,36,-12,-12.666667,4
87,9,1.555557,37.88889,-16.333334,-18.333334,4
103,9,1.777778,56,-15.777778,-20.777779,4
25,9,0.611111,60.666668,-29.333334,-26.333334,4
120,9,1.555555,44.77778,-9.222222,-16.222221,4
138,9,1.055553,63.88889,-16.777779,-22.444445,4
160,9,2.777778,18.222221,-13.888889,-12.222222,4
116,9,1.111111,25,-13.333333,-13.333333,4
83,9,1.555556,60.22222,-18.11111,-22.11111,4
111,9,0.444445,30.333334,-11.333333,-13,4
117,9,1.111111,27.444445,-11.444445,-11.777778,4
48,9,4.666666,38.77778,-9.888889,-13.555555,4
73,9,0.777777,54,-14.444445,-19.444445,4
17,9,5,40.333336,-12.777778,-15.444445,4
124,9,7.388889,39.22222,-11.777778,-16.777779,4
65,9,2.277779,53.666668,-20.88889,-20.88889,4
121,9,6.611111,47.77778,-21.555555,-19.555555,4
117,9,1.277778,39.555557,-19,-18.666666,4
120,9,4.277778,44.88889,-13.555555,-16.222221,4
153,9,3,21.333334,-20,-12.333333,4
149,9,2.111111,16.666668,-14.111111,-11.777778,4
108,9,1.666666,52.666668,-16.222221,-18.222221,4
140,9,1.388889,17.88889,-15.333333,-12.333333,4
125,9,8.555554,41.666668,-5.111111,-11.777778,4
34,9,0.777779,41.11111,-19.444445,-17.777779,4
115,9,1.38889,24.88889,-11.888889,-11.888889,4
96,9,0.833333,54.444443,-22.444445,-22.777779,4
87,9,1.166667,55.77778,-24.777779,-24.11111,4
129,9,0.777776,54.22222,-24.555555,-22.222221,4
137,9,3.444445,39.88889,-2.888889,-10.555555,4
121,9,4.888888,46.88889,-20.333334,-19.333334,4
43,9,1.555557,54.88889,-29.444445,-24.11111,4
80,9,0.666667,36.333336,-10.111111,-15.444445,4
135,9,0.833332,63.666668,-18.777779,-23.11111,4
15,9,1.111111,61,-27.222221,-24.88889,4
123,9,13.222221,48,-14.444445,-19.444445,4
75,9,5.666666,35.77778,-11.777778,-13.777778,4
28,9,0.833333,53.444443,-26.88889,-23.222221,4
89,9,1.222221,51,-23.777779,-22.777779,4
128,9,1.388888,42.666668,-21.777779,-21.11111,4
127,9,15.388888,35.88889,-1.888889,-11.555555,4
107,9,4.722223,46.22222,-10.777778,-14.777778,4
68,9,1.111111,38.333336,-0.777778,-10.444445,4
69,9,1.833333,53.444443,-18.333334,-22.666666,4
111,9,1.055556,53.22222,-20.88889,-23.222221,4
98,9,1.055556,24.88889,-11.666667,-13.333333,4
68,9,0.777777,49.22222,-21.222221,-22.88889,4
72,9,1.444444,51.333332,-23,-23.333334,4
95,9,0.888891,47.444443,-24.555555,-23.555555,4
83,9,1.666666,46,-11.555555,-17.555555,4
146,9,5.111111,36.88889,-18.777779,-19.444445,4
158,9,1.444445,16.777779,-12.777778,-11.111111,4
42,9,4.333334,39.555557,-15,-13.666667,4
94,9,0.888888,61.11111,-21,-22.666666,4
87,9,1.166667,55.77778,-24.777779,-24.11111,4
79,9,0.888889,42.88889,-8.777778,-15.444445,4
112,9,1.055556,52.22222,-20.777779,-21.777779,4
68,9,1.555556,52,-14.333333,-20,4
133,9,0.888889,32,-14.333333,-14.333333,4
100,9,1.444445,50.333332,-15.111111,-19.444445,4
111,9,1.500001,51.333332,-19.333334,-22.333334,4
89,9,0.722223,25.222221,-11.111111,-12.777778,4
81,9,0.722221,51.88889,-22.666666,-22.333334,4
158,9,1.388889,7,-4.333334,-7,4
57,9,0.999999,59.444443,-18.777779,-22.444445,4
80,9,0.833334,51.22222,-21.333334,-20,4
64,9,1.055556,53.666668,-25,-23.333334,4
146,9,1.111111,8,-7.777778,-7.444445,4
82,9,1.333333,41.555557,-10,-14.666667,4
149,9,0.666666,13.444445,-10.111111,-10.777778,4
70,9,8.777778,33.666668,-9.222222,-13.888889,4
124,9,2.444445,49.444443,-14.666667,-18,4
122,9,11.444446,32.666668,-10.555555,-12.888889,4
126,9,3.388889,21,-6.888889,-9.888889,4
107,9,13.166667,49.444443,-13.666667,-17.666666,4
102,9,1.777779,46.22222,-16.444445,-21.444445,4
76,9,0.555555,36,-18.88889,-16.555555,4
20,9,4.944444,32,-10.444445,-11.444445,4
157,9,1.388889,16.88889,-13.666667,-12,4
19,9,1.444445,38,-21.555555,-19.222221,4
77,9,0.666667,51.11111,-24,-20.666666,4
130,9,1.444445,15.777778,-16.777779,-14.777778,4
98,9,5.944444,31,-8.888889,-12.222222,4
102,9,1.222222,47.11111,-13.666667,-18.333334,4
125,9,1.944445,32.333336,-15.333333,-15,4
120,9,1.555555,44.77778,-9.222222,-16.222221,4
154,9,2.333333,14.888889,-14.444445,-12.111111,4
50,9,1.055557,57.333332,-23.333334,-22.333334,4
132,9,1.333333,33.22222,-16.666666,-14.666667,4
101,9,1.111111,39,-18.11111,-18.11111,4
135,9,1.11111,28.555555,-12.444445,-12.444445,4
81,9,1.222223,34.555557,-11.111111,-15.777778,4
154,9,3.833333,44.555557,-18.444445,-21.444445,4
78,9,4.055555,25.11111,-15.222222,-15.222222,4
18,9,1.722223,59,-27.88889,-25.555555,4
116,9,1.333333,29.11111,-12.222222,-13.222222,4
42,9,0.999999,32.77778,-14,-17,4
108,9,22.444443,41.22222,-13.111111,-16.444445,4
65,9,1.222221,53.77778,-19.11111,-22.11111,4
17,9,5,40.333336,-12.777778,-15.444445,4
139,9,1.833334,42.555557,-17,-19.666666,4
146,9,2.111111,16.777779,-13.777778,-11.111111,4
32,9,0.833334,54.22222,-15.777778,-18.444445,4
126,9,1.833334,16.11111,-13.333333,-11,4
