@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
115,75,1.055559,-30.555555,45.444443,141.22223,2
11,50,1.111112,-46.11111,63.22222,130.33334,2
232,31,0.777777,-39.22222,52.77778,132.55556,2
155,27,1.444445,-14.888889,27.11111,146.55556,2
145,33,0.888888,-34,49,140.88889,2
228,20,0.833333,-33,46.666668,140.55556,2
92,68,0.777779,-30.333334,45.666668,141,2
141,31,1.222223,-29.11111,43.22222,141.22223,2
179,63,6.222223,-38.77778,52.88889,123.22222,2
102,73,1.611111,-30.222221,45.11111,140.55556,2
235,35,1.222221,-44.77778,72.22222,122,2
245,93,1.944444,-46.88889,77.44444,112.111115,2
83,54,0.666667,-37.22222,52.444443,127.44444,2
124,29,1.055553,-27.666666,43.333332,142.88889,2
166,65,0.722221,-43.666668,71.333336,121.111115,2
163,43,0.833335,-27.444445,42.22222,140.55556,2
26,90,1.27778,-22.333334,45.666668,128.33334,2
228,20,0.833333,-33,46.666668,140.55556,2
243,41,0.277779,-20.333334,32,145.88889,2
209,11,2.166667,-19.333334,25.666666,150.11111,2
241,76,1.333333,-46.555557,79.44444,116.55556,2
140,16,0.888891,-38.11111,57.88889,131.11111,2
74,88,0.500001,-27.11111,50.88889,127.55556,2
64,19,1.666672,-18.666666,26,146.44444,2
184,15,0.777774,-19.333334,28,150.11111,2
41,93,1.055555,-25.222221,47.11111,128,2
25,41,1.499999,-28.555555,53.444443,131.22223,2
66,41,0.388892,-43.77778,57.555557,128.88889,2
93,46,1.777779,-30.11111,44.88889,141,2
79,48,0.999999,-39.333332,63.666668,129.11111,2
92,104,1.833335,-39.88889,58.11111,119.888885,2
89,43,0.888889,-39.11111,63.22222,128.22223,2
171,15,0.666668,-40.88889,54.77778,132,2
174,50,0.944445,-38.333332,55,125.77778,2
245,18,1.166669,-19.333334,30,147.88889,2
9,72,1.499999,-34,47,141.11111,2
139,16,0.944448,-17.222221,28.444445,149.88889,2
44,33,1.055553,-33.666668,47.666668,141.77779,2
120,74,0.500001,-38.22222,64.111115,123.22222,2
86,67,1.055556,-28.222221,50.11111,125.55556,2
173,113,1.333333,-25.333334,37.666668,145.66667,2
238,25,0.944447,-37.77778,52.555557,133.77779,2
194,57,1.166667,-18.222221,30.777779,146.22223,2
82,51,0.611111,-34.22222,47.11111,138.88889,2
7,18,0.944445,-15.888889,26.777779,147.55556,2
92,44,1.166665,-31.11111,42.88889,138.11111,2
92,46,1.111112,-40.88889,64.111115,128.88889,2
67,32,1.777779,-33.333332,48,142.22223,2
37,25,0.999996,-35.11111,48.555557,142.22223,2
192,51,0.944443,-40.555557,54.77778,127,2
63,13,1.166667,-28.444445,39.555557,145.44444,2
204,25,0.833333,-43.444443,69.55556,125.666664,2
116,54,1.722223,-36.22222,51.77778,126.111115,2
84,65,2,-31,48,141.66667,2
52,66,1.833335,-22,43.666668,128.77779,2
127,143,0.888889,-9.888889,15.777778,9.444445,3
118,85,2.277778,-13.888889,20.11111,14.888889,3
49,116,2.111111,-6.333334,9,6,3
78,99,3.055555,-9.111111,14.555555,9,3
18,70,9.944444,-14.444445,16.88889,26.666666,3
69,136,2.777778,-7.666666,19,26.666666,3
93,147,3.555555,-3.777778,6.555555,9.888889,3
59,99,1,-5.777778,10.555555,5.555555,3
221,107,0.833333,-5.666666,9.333333,5.333334,3
41,77,1.611111,-11.333333,15.666667,10.222222,3
132,134,1.5,-11.888889,15.777778,11.444445,3
127,81,22.111109,-23,27.666666,51.77778,3
86,136,2.111111,-16.555555,26.11111,20.88889,3
96,119,0.555555,-4.333334,8.333333,4.222222,3
100,115,0.722222,-7.222222,10.444445,6.222222,3
17,108,1.166667,-3.888889,4.444445,3.333333,3
106,136,0.388889,-1.777778,3.555556,1.888889,3
55,108,3.388889,-10.666667,16.333334,14.111111,3
33,117,0.111111,-3.222222,6.111111,3.111111,3
90,116,1.333334,-20.88889,32.444443,29.555555,3
36,145,1.277778,-1.555556,1.777778,1.444444,3
27,112,0.111111,-0.444444,0.888889,0.444444,3
118,133,0.222222,-2.222222,4.444445,2.222222,3
3,106,0.111111,-1.666667,3.333333,1.666667,3
220,124,0.444444,-2.666667,4.666666,2.444444,3
3,91,1,-11.222222,15.111111,10.666667,3
197,105,3.666666,-7.444445,12.555555,8.333334,3
237,106,0.833333,-5.888889,11.111111,6.111111,3
68,103,1.111111,-6.111111,10.555555,5.666666,3
215,123,0.666667,-4.111111,7.222222,3.777778,3
67,136,2.666667,-19.555555,29.444445,25.333334,3
98,126,0.944444,-6.666666,7.333334,5.222222,3
138,137,1,-13.555555,18.777779,13.888889,3
199,100,2.444444,-9.888889,16.444445,11.555555,3
99,130,0.555555,-3.777778,5.888889,3.333333,3
128,116,0.833333,-5.222222,9.111111,5,3
118,125,0.888889,-3.444444,5.888889,3.111111,3
98,133,0.388889,-2.888889,5.444445,2.777778,3
214,121,0.111111,-3.444444,6.555555,3.333333,3
118,109,3.999999,-18.88889,27.11111,22.333334,3
14,120,0.444444,-4.777778,6.888889,3.888889,3
113,96,1.111111,-8.111111,14.222222,8.555555,3
48,83,2.333333,-12.111111,16.88889,11.888889,3
39,124,6.5,-10.444445,15.888889,12.888889,3
40,95,1.611111,-10.888889,13.777778,9.222222,3
23,92,7,-11.666667,18,18.666668,3
101,121,1.5,-6.888889,7.777778,6,3
217,73,1.722222,-9.222222,14.444445,9.666667,3
38,116,1.222222,-6.777778,8.555555,5.666666,3
214,79,1.333333,-8.555555,13.111111,9.222222,3
254,73,9.444445,-42.444443,67.888885,57.333332,3
75,98,4.666666,-9.555555,14.777778,10.444445,3
82,138,0.888889,-4.222222,7.111111,3.777778,3
101,121,1.5,-6.888889,7.777778,6,3
234,110,0.5,-5.111111,9.222222,4.888889,3
58,128,2.444444,-19.11111,28.222221,25.88889,3
76,138,5.5,-19.88889,24.777779,24.777779,3
106,107,0.666667,-28.666666,40.333332,36,3
88,136,2.055555,-11.666667,15.666667,13.222222,3
14,136,0,0,0,0,3
228,123,0.444444,-2.111111,3.888889,2,3
226,110,0.5,-4.666666,8.333333,4.444445,3
129,91,25.277779,-17.555555,25.11111,52.666668,3
132,91,33.444447,-20.777779,29.555555,52.666668,3
71,125,0.722222,-11.888889,21.777779,25.333334,3
25,138,0.722222,-9.555555,12.444445,9.333334,3
204,116,1.055556,-5.555555,8.777778,5.111111,3
6,81,5.722223,-14.444445,19.222221,18.88889,3
7,134,0.055556,-0.111111,0.222222,0.111111,3
90,122,1.166667,-17.88889,27.444445,25.333334,3
37,104,22.111109,-11.222222,14.444445,23.444445,3
49,112,1.555556,-8.111111,10.222222,7.222222,3
71,95,2.666666,-14.222222,17.777779,15.444445,3
75,113,6.166666,-32.333332,49,44.22222,3
33,142,0.111111,-0.111111,0.222222,0.111111,3
32,95,2.222222,-7.111111,12.888889,7.444445,3
94,144,0.5,-3.444444,6.888889,3.444444,3
100,111,4.111111,-8,12.666667,9.111111,3
87,135,0.333333,-2.888889,5.444445,2.777778,3
17,124,1.444444,-2.777778,4.555555,2.666667,3
47,119,1.333333,-6.777778,7.222222,6.777778,3
139,121,1.166667,-8.777778,12.222222,7.777778,3
48,79,1.166667,-10.888889,15.444445,10.555555,3
6,118,0.055556,-0.111111,0.222222,0.111111,3
137,105,31.222223,-21.222221,29.444445,52.666668,3
56,107,6.777779,-10.222222,15.111111,13,3
31,96,2.777778,-8.333333,12.666667,8,3
109,146,0.055556,-0.111111,0.222222,0.111111,3
49,139,0.333333,-1.333333,2.666667,1.333333,3
235,120,0.5,-4.333334,7.666666,4,3
37,120,1.055556,-5.111111,7.555555,4.444445,3
221,111,0.388889,-4,8,4,3
96,130,1.222222,-5.888889,7.777778,5,3
95,95,1.111111,-12.444445,18.222221,12.555555,3
26,82,2.111111,-11.444445,13.888889,10.222222,3
45,89,0.777778,-6.555555,12.444445,6.444445,3
201,120,3.722222,-6.888889,11.777778,7.666666,3
63,122,0,-1,2,1,3
14,71,21.888885,-18.88889,25.11111,40.22222,3
42,138,0.444444,-0.555556,1.111111,0.666667,3
245,73,10.722222,-43.666668,70.333336,70.111115,3
242,81,15.166667,-26.444445,40.88889,55.555557,3
23,113,0.666667,-3.888889,6.111111,3.444444,3
52,102,0.833333,-6.666666,10.333333,6.333334,3
83,126,0.944444,-17.88889,26.444445,20,3
9,76,1.666667,-4.666666,6.666666,4.666667,3
92,121,2.055556,-16.222221,25.444445,23.444445,3
54,140,1.777778,-13.666667,17,14,3
220,120,0.388889,-3,6,3,3
240,79,14.166667,-25.333334,39,45.77778,3
101,137,0.833333,-2.777778,4.555555,2.666667,3
54,138,0.388889,-0.777778,1.222222,0.666667,3
1,81,9.222222,-22,27.666666,30.555555,3
108,146,0,0,0,0,3
45,108,27.277779,-24.11111,33.88889,61.11111,3
108,144,0.222222,-2.888889,5.777778,2.888889,3
54,126,0.5,-4.222222,6.777778,3.666667,3
95,127,0.222222,-1.888889,3.777778,1.888889,3
96,138,0.944444,-3.111111,4.888889,2.777778,3
237,137,0.333333,-2,4,2,3
69,139,2.111111,-6.222222,13.444445,23.88889,3
20,137,0.277778,-0.666667,1.333333,0.666667,3
126,80,34.61111,-25.333334,32.333332,79.55556,3
57,119,1.777778,-25.11111,39.22222,33.666668,3
48,85,2.055556,-8.888889,13.777778,8.888889,3
126,141,0.888889,-8.444445,13.222222,7.666666,3
75,131,0.333333,-1.555556,3.111111,1.555556,3
17,85,1.111111,-4,5,3.444444,3
230,124,0.277778,-2,4,2,3
130,102,9.444444,-12.777778,17.555555,20.222221,3
54,91,0.833333,-8.111111,14.222222,8,3
19,133,0,0,0,0,3
194,124,1.388889,-5.444445,8.222222,5.555555,3
80,87,44.722225,-26,34.666668,79,3
81,126,1.055556,-7.222222,10.777778,6.555555,3
64,114,8.833333,-34.444443,52.22222,47.22222,3
228,91,1.111111,-6.555555,10.777778,6.222222,3
78,99,3.055555,-9.111111,14.555555,9,3
131,125,0.5,-4.111111,7.555555,3.888889,3
226,69,20.444445,-13.777778,16.555555,29.333334,3
5,118,0.333333,-2.777778,4.888889,2.555556,3
22,133,0,0,0,0,3
33,132,1.722222,-3.888889,6.777778,4.222222,3
31,68,18.277777,-25.88889,38.77778,60.11111,3
14,95,1.111111,-4.777778,4.888889,3.888889,3
6,81,5.722223,-14.444445,19.222221,18.88889,3
29,85,2.388889,-5.888889,8.111111,6.777778,3
68,115,2.722222,-22.777779,38.88889,39,3
104,139,0.333333,-2,3.333333,1.777778,3
21,122,0.444444,-1.666667,2,1.222222,3
25,91,1.388889,-9,12.666667,8.111112,3
196,93,1.5,-9,13,9.333334,3
81,122,4.833334,-9.888889,14.111111,11.333333,3
75,122,0.833333,-4.777778,8.555555,4.444445,3
96,133,0.222222,-1.444444,2.888889,1.444444,3
16,82,6.222223,-12.444445,18.222221,14.555555,3
224,95,1.055556,-7.888889,11.111111,7.222222,3
115,111,1.944444,-25.11111,36.22222,30.11111,3
59,99,1,-5.777778,10.555555,5.555555,3
18,83,12.888889,-16.11111,24.88889,22.666666,3
230,98,0.388889,-4.222222,8.111111,4.111111,3
124,113,0.277778,-2.888889,5.444445,2.777778,3
224,73,2.333333,-10.444445,14.555555,10.666667,3
235,88,0.944445,-7,11,6.444445,3
207,97,0.777778,-6.222222,9.777778,5.888889,3
58,124,0.555556,-3.111111,4.888889,2.777778,3
233,97,0.555555,-6,10.333333,5.555555,3
60,132,0.222222,-1.111111,2.222222,1.111111,3
241,137,3.833333,-7.333334,12,9,3
196,100,5.777778,-10.444445,15.555555,13.333333,3
133,102,29.888887,-19.777779,25.88889,52.666668,3
85,121,0.944445,-25,36,29.222221,3
51,115,1.388889,-6.444445,8.888889,5.666666,3
50,109,2,-9.333333,12,9.666667,3
33,94,2.555556,-8,5.666666,7.777778,3
27,134,1.611111,-15.111111,21.555555,15.888889,3
59,120,1.444444,-25.555555,42.11111,33.11111,3
104,134,0.833333,-5,6.333334,3.888889,3
139,128,3.166667,-8.555555,12.777778,9.555555,3
68,107,1.111111,-4.666666,8.333333,4.555555,3
98,144,0.333333,-3,6,3,3
17,98,0.666667,-3.555556,4.111111,2.888889,3
58,95,1.944444,-9.666667,13.666667,9,3
234,122,1.388889,-5.111111,8.888889,5.222222,3
103,130,0.277778,-2.333333,4.666666,2.333334,3
11,118,0.388889,-2.111111,3.888889,2,3
31,88,2.166666,-11.111111,14.555555,10.111111,3
70,98,1.777778,-10.333333,13.666667,9.222222,3
52,102,0.833333,-6.666666,10.333333,6.333334,3
55,80,1.833333,-12.555555,16.11111,12.444445,3
203,93,3.444444,-10.666667,15.333333,11.888889,3
235,81,0.777778,-7.444445,11.888889,7.444445,3
226,110,0.5,-4.666666,8.333333,4.444445,3
41,75,26.611113,-22.666666,31.333334,65.44444,3
68,122,1.555556,-17.777779,32.88889,31.11111,3
37,76,1.833333,-13.444445,15.222222,13.333333,3
115,138,0.333333,-2.333333,4.666666,2.333334,3
23,129,0.388889,-1.555556,3.111111,1.555556,3
140,125,2.666667,-7.111111,11.555555,7.777778,3
73,117,0.611111,-3.333333,6.666666,3.555556,3
45,89,0.777778,-6.555555,12.444445,6.444445,3
10,94,0.722222,-6.444445,11.222222,6,3
20,70,7.944445,-14.777778,15.888889,23.88889,3
47,127,1.055556,-25.777779,37.555557,30.11111,3
55,93,1.388889,-7.333334,12.666667,7.222222,3
58,125,1.055556,-22.333334,36.333332,30.666666,3
76,106,2.222222,-8,12.666667,7.888889,3
21,64,20.222223,-19,21,38,3
18,90,0.666667,-6.777778,12.222222,6.888889,3
140,124,1.111111,-6.888889,10.777778,6.111111,3
7,90,2.444444,-6.333334,3.333333,6.222222,3
226,84,1.777778,-9,13.333333,9,3
33,98,1.333333,-4.444445,4.555555,3.555556,3
54,91,0.833333,-8.111111,14.222222,8,3
13,83,0.666667,-6.444445,6.888889,6,3
9,131,0,0,0,0,3
49,95,3,-8.888889,12.777778,9.444445,3
240,75,10.222221,-24.777779,37.88889,50.666668,3
97,123,0.166667,-3.444444,6.888889,3.444444,3
120,89,5.833334,-14.111111,19.88889,17.11111,3
27,106,1.277778,-5.555555,8.111111,4.888889,3
119,115,5,-12,16,12.888889,3
44,123,1,-3.777778,6.555555,3.666667,3
2,96,2.333333,-9.333333,13.666667,9.777778,3
123,143,0.277778,-1.222222,2.444444,1.222222,3
33,100,0.666667,-3.333333,4.666666,2.777778,3
59,87,13.222221,-14.666667,19,23.444445,3
23,129,0.388889,-1.555556,3.111111,1.555556,3
82,120,5.944445,-10.888889,17.444445,12.777778,3
103,125,0.833333,-4,6.333334,3.888889,3
61,119,1.055556,-3.333333,6,3.222222,3
74,129,0.111111,-1.555556,3.111111,1.555556,3
19,90,1.111111,-7.555555,13.444445,7.888889,3
18,87,1.888889,-5.111111,8.222222,5.666666,3
80,87,44.722225,-26,34.666668,79,3
227,69,4.333333,-12.555555,14.777778,16,3
36,145,1.277778,-1.555556,1.777778,1.444444,3
35,107,9.833333,-6.555555,8.111111,12.222222,3
41,75,26.611113,-22.666666,31.333334,65.44444,3
18,66,10.944443,-22.666666,29,49.555557,3
35,76,7.833334,-15.222222,17.777779,19.444445,3
37,103,2.944445,-5.888889,7.111111,6.222222,3
58,109,2.833333,-8.555555,12.444445,8.444445,3
6,120,0.5,-2.777778,5.555555,3,3
91,120,0.611111,-16.88889,26.777779,25.777779,3
9,80,16.666666,-18.88889,24.11111,31.666666,3
1,81,9.222222,-22,27.666666,30.555555,3
206,80,3.833333,-10.444445,15.222222,15.111111,3
232,126,1.222222,-3.222222,6.111111,3.555556,3
150,144,0.611111,-7.222222,12.111111,6.555555,3
69,139,2.111111,-6.222222,13.444445,23.88889,3
10,112,0.5,-1.333333,2.333333,1.222222,3
35,135,0.222222,-0.666667,1.333333,0.666667,3
26,120,0.833333,-3.666667,6,3.333333,3
201,86,8.777779,-13.888889,19.444445,19.88889,3
93,127,1,-7.444445,8.888889,6.777778,3
70,122,4.111111,-6,15.666667,26.444445,3
110,92,2.277778,-12.666667,15.666667,12.666667,3
2,114,0.277778,-2.888889,6.444445,3.888889,3
98,107,3.944445,-11.444445,17.555555,14.555555,3
78,100,2.555556,-9.444445,14.555555,9.444445,3
59,120,1.444444,-25.555555,42.11111,33.11111,3
231,124,1.833333,-4.666666,8.666667,5.888889,3
33,131,1,-1.555556,3.111111,1.777778,3
18,87,1.888889,-5.111111,8.222222,5.666666,3
99,132,0.555555,-1.888889,3.777778,2,3
74,122,1.333333,-24.444445,36.555557,28.333334,3
9,80,16.666666,-18.88889,24.11111,31.666666,3
68,127,1.277778,-16.444445,30.222221,26.444445,3
86,140,3.055556,-11.777778,15.555555,15.111111,3
18,90,0.666667,-6.777778,12.222222,6.888889,3
72,111,0.944444,-3.888889,6.777778,3.555556,3
19,145,2.111111,-4.222222,4.444445,3.555556,3
96,96,0.833333,-10.888889,16.777779,11.888889,3
21,122,0.444444,-1.666667,2,1.222222,3
67,136,2.666667,-19.555555,29.444445,25.333334,3
17,110,2.722222,-7.555555,7.444445,6.444445,3
74,129,0.111111,-1.555556,3.111111,1.555556,3
122,123,0.5,-3.555556,6.444445,3.333333,3
132,124,0.222222,-3.222222,6.444445,3.222222,3
81,145,7.5,-10.666667,20,20.11111,3
113,130,0.333333,-2.666667,5,2.555556,3
53,135,0.333333,-2.222222,4.111111,2.111111,3
68,109,1.111111,-4.888889,8.444445,4.777778,3
117,110,2.277777,-24,35.333332,29,3
217,115,0.555555,-5,8.333333,4.666667,3
195,99,2.777778,-9.888889,14.444445,11.555555,3
39,77,2.388889,-13.444445,16.222221,13.111111,3
226,72,1.388889,-8.888889,14.777778,9.444445,3
113,132,0.388889,-3.888889,6.444445,3.444444,3
121,120,0.722222,-7.222222,9.111111,6.555555,3
94,127,0.777778,-6.555555,8.444445,5.555555,3
117,137,0.388889,-2.333333,4.333334,2.222222,3
4,96,1.555556,-8,12.666667,7.777778,3
225,91,0.666667,-7.666666,13,8,3
96,115,3.333333,-19,24.333334,22.88889,3
85,124,2.388889,-21.333334,28.333334,24.11111,3
55,145,1,-7.666666,19.666666,33.333336,4
193,154,2,-19.777779,34.22222,39.555557,4
128,140,0.666667,-8.333333,17.666666,33.555557,4
21,123,1,-10.888889,21.11111,26.333334,4
212,68,1.833333,-1.222222,11.111111,41.666668,4
112,38,1.111112,-19.222221,41.444443,78.44444,4
217,148,1.055555,-22.88889,37.444443,41.555557,4
203,120,4.277778,-13.555555,29.777779,59.333332,4
4,126,0.944445,-16.444445,37.88889,70.44444,4
29,18,1.722223,-27.88889,53.444443,86.111115,4
245,110,1.777778,-15,31,44.444443,4
153,78,2.944444,-9.555555,21.444445,37.444443,4
32,88,1.111112,-28.11111,53.22222,85,4
104,103,0.666667,-20,41.333332,72.66667,4
176,100,1.444445,-15.111111,34.555557,66.88889,4
238,73,1.5,-14.222222,28.444445,53,4
92,70,0.777777,-23,47.666668,77,4
97,46,2.222221,-27.333334,50.333332,79.111115,4
199,120,8.333333,-11.666667,25.333334,47.77778,4
208,65,26.444445,-12.111111,23.222221,64.44444,4
144,139,1.388889,-20.333334,42.333332,78.77778,4
236,102,1.777779,-16.444445,37.88889,64.333336,4
224,124,1.888889,-20.222221,38.444443,56.333332,4
87,146,5.111111,-18.777779,38.22222,55.88889,4
74,127,1.666667,-17.444445,36.22222,57.333332,4
141,17,5,-12.777778,28.222221,54,4
237,137,2.61111,-6.111111,16.222221,42.333336,4
136,129,2,-16.777779,30.555555,34.88889,4
151,89,0.722222,-13.111111,27.88889,41,4
68,128,1.333334,-10.444445,24.555555,43.77778,4
167,53,0.944443,-10.666667,24.666666,48.666668,4
158,76,3.277778,-8.888889,21.444445,42,4
109,111,1.500001,-19.333334,41.666668,71.66667,4
210,73,1,-5.111111,15.222222,47.333332,4
38,103,1.944445,-14.555555,34.11111,69.55556,4
219,80,0.666667,-10.111111,25.555555,48.22222,4
156,49,1.222221,-7.111111,18.222221,44.11111,4
118,126,1.833334,-13.333333,24.333334,28.666666,4
230,117,1.444443,-16.444445,32.22222,49.77778,4
39,17,0.888891,-23.555555,48.444443,87.333336,4
66,160,2.777778,-13.888889,26.11111,31.555555,4
147,125,1.333333,-18,35.333332,55,4
199,97,0.5,-5.444445,18.88889,54.11111,4
121,102,1.222222,-13.666667,32,62.333332,4
27,57,0.722223,-31.11111,59.22222,90.111115,4
233,154,0.666666,-23.666666,40.666668,46.555557,4
185,110,1.277777,-13.666667,29.333334,60.444443,4
170,121,2.722222,-11.111111,24.555555,40.555557,4
169,131,9.222222,-15.111111,30.222221,45.77778,4
152,83,0.944444,-9.555555,20.11111,33.22222,4
81,158,1.444445,-12.777778,23.88889,29,4
21,147,1.333333,-1.444444,6.555555,8.666667,4
202,21,5.222221,-10.888889,25.777779,49.333332,4
191,101,1.111111,-18.11111,36.22222,57.11111,4
44,125,0.444444,-10,19.666666,24.777779,4
44,50,1.055557,-23.333334,45.666668,80.333336,4
248,103,1.111111,-14.555555,28.777779,45.22222,4
174,75,2.388889,-2.333333,13.666667,45.666668,4
45,149,0.666666,-10.111111,20.88889,23.777779,4
83,83,1.666666,-11.555555,29.11111,59.555557,4
22,125,2.444445,-24,46.666668,73.77778,4
49,42,1.333334,-24.666666,47,74.55556,4
14,146,1.111111,-7.777778,15.222222,15.666667,4
191,119,0.944446,-10.888889,25.11111,48.22222,4
34,116,0.499999,-25.666666,46.333332,76.44444,4
142,99,1.722222,0,12.333333,56,4
197,123,2.999999,-11.111111,26.88889,53.77778,4
86,20,1.944444,-26.222221,49.444443,81.66667,4
93,67,1.499999,-23.222221,45.444443,75.888885,4
79,104,1.5,-16.555555,38.11111,78,4
236,77,7.722223,-7.666666,14.666667,37.666668,4
108,128,1.666666,-20.777779,41.555557,67.111115,4
77,135,1.777777,-19.11111,39.88889,60.666668,4
79,44,2.111113,-25.666666,50.666668,75.55556,4
79,28,0.833333,-26.88889,50.11111,79.111115,4
150,158,1.388889,-4.333334,11.333333,12.222222,4
153,116,1.111111,-13.333333,26.666666,38.333336,4
176,100,1.444445,-15.111111,34.555557,66.88889,4
190,105,2.166666,-13.555555,31.777779,56.333332,4
48,139,1.833334,-17,36.666668,60.444443,4
47,96,0.833333,-22.444445,45.22222,77,4
112,90,1.277777,-22.555555,43.77778,79.77778,4
162,66,9.222221,-4.777778,15.555555,47.77778,4
209,70,8.777778,-9.222222,23.11111,44.444443,4
183,66,2.555556,-1.666667,11.333333,45.88889,4
224,124,7.388889,-11.777778,28.555555,52.666668,4
61,104,1.444444,-13.666667,32.666668,68.22222,4
198,127,8.555555,-8.222222,22.444445,48.22222,4
106,65,2.277779,-20.88889,41.77778,74.55556,4
229,24,1.222223,-20.555555,36.11111,61.22222,4
34,13,1.555553,-29.11111,53.22222,88.111115,4
228,22,1.388889,-20.666666,39.666668,62.88889,4
41,150,2.166667,-13.555555,25.444445,29.222221,4
92,89,1.222221,-23.777779,46.555557,74.44444,4
118,111,0.555555,-17.444445,39.22222,75.333336,4
91,64,1.055556,-25,48.333332,78.111115,4
51,111,0.444445,-11.333333,24.333334,42.22222,4
227,44,1.611109,-14.777778,30.555555,58,4
185,118,1.166667,-14.888889,33.77778,66.333336,4
136,45,2.055555,-14.888889,32.11111,63.77778,4
136,45,2.055555,-14.888889,32.11111,63.77778,4
178,25,1.555556,-15.777778,30.555555,55,4
238,98,1.277777,-15.888889,35.444443,64.66667,4
120,124,11.166668,-14.333333,32,64.44444,4
83,81,0.722221,-22.666666,45,74.44444,4
233,159,1.277778,-4.555555,10.444445,10.111111,4
180,123,1.111111,-14.777778,33.22222,68.55556,4
107,146,2.111111,-13.777778,24.88889,29.666666,4
165,96,1.722222,-18.11111,39.555557,80.22222,4
228,42,4.333334,-15,28.666666,54.11111,4
151,101,0.5,-11.888889,24.777779,39.444443,4
140,116,0.555555,-13.444445,29.222221,56.555557,4
147,34,0.777779,-19.444445,37.22222,60,4
40,35,1.055555,-23,47.666668,85.333336,4
239,137,3.444445,-2.888889,13.444445,45.333332,4
73,105,1.166667,-15.888889,35.11111,70.333336,4
58,122,6.111111,-14.888889,30.444445,44.333332,4
2,95,0.888891,-24.555555,48.11111,71.66667,4
105,69,1.833333,-18.333334,41,73.22222,4
141,17,5,-12.777778,28.222221,54,4
161,73,0.61111,-2.555556,14.777778,48.77778,4
19,62,0.666667,-27.11111,51.555557,80,4
109,130,9.777778,-9.444445,17.555555,18.88889,4
190,81,1.833333,-10.444445,25.88889,51.555557,4
151,129,0.722222,-13.444445,27.222221,41.11111,4
230,117,1.444443,-16.444445,32.22222,49.77778,4
199,120,0.944444,-8.555555,24.444445,59.22222,4
160,73,0.777777,-14.444445,33.88889,70.111115,4
169,102,0.888889,-14.333333,34.333332,69.66667,4
32,158,0.833333,-4.888889,11.777778,11.888889,4
180,116,1.333333,-12.222222,25.444445,41.666668,4
183,105,0.777776,-16.666666,39.666668,78.77778,4
90,36,1.111109,-29.444445,55.22222,84.77778,4
252,82,0.777778,-13,28.666666,48.444443,4
245,78,4.055555,-15.222222,30.444445,40.333336,4
217,130,1.444445,-16.777779,31.555555,31.88889,4
187,80,1.333333,-8.222222,21.444445,47.666668,4
52,33,0.277778,-13.444445,29.222221,45.555557,4
113,123,1.944444,-22.333334,43.333332,73.77778,4
157,20,4.944444,-10.444445,21.88889,42.77778,4
142,140,1.5,-9,17.666666,32.333336,4
96,123,1.833333,-20.555555,37.77778,34.22222,4
150,158,1.388889,-4.333334,11.333333,12.222222,4
185,102,0.444445,-17,37,69.111115,4
139,115,0.722221,-12.888889,28.777779,56.333332,4
166,66,5.277777,-3.222222,14.111111,46.333332,4
132,84,0.888889,-4.666666,8.666667,11.777778,4
113,34,0.833331,-23.666666,48.666668,89.111115,4
236,117,1.277778,-19,37.666668,58.444443,4
103,65,1.222221,-19.11111,41.22222,73.888885,4
58,109,1.055555,-17.11111,35.555557,53.666668,4
169,117,1.111111,-11.444445,23.222221,39,4
47,121,4.888888,-20.333334,39.666668,66.88889,4
152,98,1.055556,-11.666667,25,37.11111,4
102,50,1.333334,-23.555555,44.77778,75.77778,4
162,159,2.222222,-2.666667,10.333333,29.555555,4
78,85,6.5,-19.333334,38,61.555557,4
19,102,1.166667,-23.11111,45.22222,73.44444,4
147,87,1.555557,-16.333334,34.666668,54.88889,4
63,19,1.444445,-21.555555,40.77778,58.77778,4
105,111,1.055556,-20.88889,44.11111,74.888885,4
59,139,1.666667,-11.777778,21.88889,23.666666,4
112,90,1.277777,-22.555555,43.77778,79.77778,4
190,105,2.166666,-13.555555,31.777779,56.333332,4
212,152,2.388889,-18.666666,33.333332,37.666668,4
120,108,1.666666,-16.222221,34.444443,69.55556,4
164,83,1.555556,-18.11111,40.22222,79.66667,4
191,119,0.944446,-10.888889,25.11111,48.22222,4
169,66,0.944445,-11.444445,28.88889,61.22222,4
13,15,1.222223,-28.88889,53.77778,86.888885,4
116,125,2.055555,-25.11111,46.555557,76.44444,4
169,102,0.888889,-14.333333,34.333332,69.66667,4
40,17,1.444445,-24.222221,48.11111,86.55556,4
60,126,0.555556,-11,21.666666,27.333334,4
186,98,5.944444,-8.888889,21.11111,41,4
170,159,1.611111,-0.555556,5.444445,22.333334,4
54,126,3.388889,-6.888889,16.777779,28.88889,4
51,64,0.666667,-14.333333,30.333334,50.11111,4
37,78,2.555556,-8.111111,24.222221,51.88889,4
144,35,2.055556,-15.777778,29.555555,47.444443,4
67,34,0.555556,-24.11111,48.22222,70.333336,4
102,158,1.833333,-11.333333,24.333334,47.444443,4
24,93,2.055555,-24.222221,49.11111,79.22222,4
39,138,2.388889,-16.555555,36.444443,66.77778,4
22,87,1.166667,-24.777779,48.88889,80.333336,4
