@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute Purpose {A43,A46,A42,A40,A41,A49,A44,A45,A410,A48}
@attribute CreditAmount numeric
@attribute InstallmentRate numeric
@attribute Guarantors {A101,A103,A102}
@attribute ResidenceSince numeric
@attribute Customer {1,2}

@data
A11,A42,7119,3,A101,4,2
A11,A45,1190,2,A101,4,2
A12,A46,6224,4,A101,4,2
A12,A42,4297,4,A101,3,2
A11,A43,1845,4,A101,4,2
A12,A40,1042,4,A101,2,2
A12,A49,6416,4,A101,3,2
A13,A43,1337,4,A101,2,2
A11,A41,6143,4,A101,4,2
A12,A42,1237,3,A101,4,2
A14,A43,2397,3,A101,2,2
A11,A42,1282,2,A101,4,2
A12,A40,2820,4,A101,4,2
A12,A40,6850,1,A101,2,2
A11,A44,1275,4,A101,2,2
A12,A49,14421,2,A101,2,2
A12,A49,1953,4,A101,4,2
A12,A42,2064,3,A101,2,2
A11,A40,3499,3,A102,2,2
A12,A40,1437,2,A101,3,2
A13,A46,2319,2,A101,1,2
A12,A40,836,4,A101,2,2
A11,A42,3384,1,A101,4,2
A12,A40,14027,4,A101,2,2
A12,A42,2762,1,A101,2,2
A12,A46,12612,1,A101,4,2
A11,A42,3349,4,A101,4,2
A11,A43,1024,4,A101,4,2
A11,A40,9271,2,A101,1,2
A14,A41,7485,4,A101,1,2
A11,A43,626,4,A101,4,2
A11,A41,8335,3,A101,4,2
A11,A40,915,4,A101,2,2
A12,A40,2718,3,A101,4,2
A11,A42,3552,3,A101,4,2
A11,A42,3234,4,A101,4,2
A12,A49,1935,4,A101,4,2
A11,A40,4843,3,A102,4,2
A11,A46,1198,4,A101,4,2
A11,A40,759,4,A101,2,2
A11,A40,654,4,A101,3,2
A11,A46,5998,4,A101,3,2
A11,A42,4110,3,A101,4,2
A14,A42,7127,2,A101,4,2
A12,A49,15945,3,A101,4,2
A12,A49,1188,2,A101,4,2
A11,A40,1274,3,A101,1,2
A14,A40,6458,2,A101,4,2
A11,A44,741,4,A101,3,2
A11,A44,3051,3,A101,4,2
A11,A43,2600,4,A101,4,2
A11,A42,2996,2,A101,4,2
A11,A40,1207,4,A101,4,2
A12,A40,1223,1,A101,1,2
A14,A42,10974,4,A101,2,2
A14,A43,3621,2,A101,4,2
A11,A40,1193,1,A102,4,2
A11,A43,2439,4,A101,4,2
A11,A49,11816,2,A101,4,2
A11,A49,3161,4,A101,2,2
A12,A40,2150,4,A103,2,2
A14,A46,1864,4,A101,2,2
A11,A46,750,4,A101,1,2
A11,A43,2302,4,A101,4,2
A14,A49,9572,1,A101,1,2
A12,A41,4113,3,A101,4,2
A11,A42,6229,4,A102,4,2
A12,A43,1534,1,A101,1,2
A12,A43,1484,2,A101,1,2
A11,A43,1282,4,A101,2,2
A11,A43,6199,4,A101,2,2
A14,A45,1555,4,A101,4,2
A11,A41,3386,3,A101,4,2
A12,A43,5595,2,A101,2,2
A14,A49,8648,2,A101,2,2
A11,A41,10297,4,A101,4,2
A11,A43,674,4,A101,1,2
A14,A40,12680,4,A101,4,2
A11,A40,1082,4,A101,4,2
A14,A46,719,4,A101,4,2
A11,A40,2303,4,A102,1,2
A11,A40,697,4,A101,2,2
A11,A46,3414,2,A101,1,2
A11,A40,2579,4,A101,1,2
A14,A49,2292,4,A101,2,2
A11,A43,709,4,A101,4,2
A11,A40,3966,1,A101,4,2
A14,A40,2538,4,A101,4,2
A11,A42,3108,2,A101,4,2
A11,A42,2462,2,A101,2,2
A12,A43,1245,4,A101,2,2
A11,A40,1442,4,A101,4,2
A12,A40,8086,2,A101,4,2
A11,A49,7297,4,A102,4,2
A13,A40,947,4,A101,3,2
A11,A42,2039,1,A101,4,2
A12,A40,1295,3,A101,1,2
A12,A410,18424,1,A101,2,2
A11,A42,6872,2,A101,1,2
A11,A43,727,4,A101,3,2
A14,A49,3914,4,A101,2,2
A14,A42,1533,4,A102,1,2
A14,A49,2169,4,A101,2,2
A11,A41,6331,4,A101,4,2
A11,A40,2235,4,A103,2,2
A11,A43,1345,4,A101,3,2
A11,A43,6999,1,A103,1,2
A11,A43,1882,4,A101,4,2
A12,A42,9960,1,A101,2,2
A11,A42,1131,4,A101,2,2
A11,A40,1842,4,A101,4,2
A12,A40,1209,4,A101,4,2
A11,A43,7174,4,A101,3,2
A11,A43,3190,2,A101,2,2
A11,A40,2625,2,A103,4,2
A12,A43,1919,4,A101,3,2
A13,A40,939,4,A101,2,2
A11,A40,1442,4,A101,4,2
A12,A45,639,4,A101,2,2
A12,A42,9034,4,A102,1,2
A11,A40,3931,4,A101,4,2
A12,A43,766,4,A101,3,2
A12,A40,14555,1,A101,2,2
A12,A46,6288,4,A101,4,2
A14,A40,1309,4,A103,4,2
A14,A49,4165,2,A101,2,2
A12,A49,15672,2,A101,2,2
A11,A42,3446,4,A101,2,2
A12,A46,1501,2,A101,3,2
A12,A43,3031,4,A103,4,2
A11,A46,8065,3,A101,2,2
A11,A46,795,4,A101,4,2
A11,A40,4817,2,A102,3,2
A11,A43,1835,3,A101,2,2
