@relation magic

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
59.435,2.913,0.3177,5.841,g
48.7467,2.8663,0.2585,4.734,g
32.4194,2.8132,0.3966,8.477,g
38.6668,2.9727,0.2737,6.4438,g
35.2689,2.8331,0.2922,12.9944,g
15.5126,2.4518,0.6431,25.1926,g
33.1019,2.4091,0.538,8.0901,g
26.074,2.2467,0.4419,2.4234,g
20.1095,2.5165,0.6575,13.961,g
45.9354,2.5832,0.4439,0.077,g
21.5549,2.4224,0.552,45.4834,g
24.5684,2.6031,0.3641,13.1428,g
17.6563,2.248,0.5819,72.368,g
61.3737,3.2621,0.1816,0.9761,g
23.0991,2.2923,0.5918,1.618,g
34.8842,2.6186,0.3538,9.986,g
21.947,2.4864,0.4078,40.4341,g
54.9239,3.183,0.2218,4.34,g
96.6184,3.268,0.1646,2.6775,g
37.5297,3.1765,0.2231,30.76,g
17.9911,2.2648,0.6304,21.9555,g
79.4951,3.123,0.2282,0.3713,g
37.5499,2.9987,0.2457,26.688,g
30.1299,2.6716,0.3131,14.4261,g
44.5095,2.9467,0.2634,2.472,g
35.0068,2.5635,0.3689,2.867,g
31.2236,2.4099,0.3813,31,g
33.1959,2.6289,0.4324,6.484,g
20.9399,2.3253,0.487,24.006,g
18.8618,2.5581,0.6224,36.709,g
13.1349,2.1861,0.7883,88.5222,g
82.5891,2.9276,0.2942,2.533,g
82.6258,2.8862,0.3288,9.3363,g
30.9096,2.7778,0.3253,10.519,g
29.8548,2.9784,0.2806,26.9856,g
42.97,2.8672,0.2105,18.49,g
21.2203,2.1446,0.7599,18.981,g
28.7643,2.2175,0.5515,6.445,g
12.6721,2.081,0.7054,74.518,g
18.201,2.2304,0.6118,13.241,g
82.6154,3.5741,0.2674,1.979,g
90.6123,3.6258,0.1906,4.6584,g
124.496,3.0035,0.1954,88.582,g
12.8132,2.2055,0.7227,84.1434,g
27.5751,2.7664,0.4007,0.8311,g
51.7447,3.1106,0.1837,2.643,g
30.758,2.76,0.3162,0.5636,g
60.4692,2.8466,0.3986,12.857,g
50.8775,2.9566,0.3812,9.4633,g
51.4989,3.131,0.2404,1.5331,g
93.0085,3.751,0.1969,0.868,g
42.3083,3.063,0.2448,1.0036,g
33.0532,2.9125,0.3193,9.549,g
117.306,2.9445,0.2886,0.0969,g
38.4177,3.3339,0.2281,3.956,g
13.0071,2.2188,0.7553,78.917,g
30.5986,2.5276,0.4273,2.5729,g
28.1264,2.863,0.3605,56.248,g
50.1452,3.0929,0.2366,1.2521,g
25.0031,2.5763,0.3422,16.948,g
34.8904,2.7243,0.3472,10.5513,g
25.1526,2.1599,0.7405,61.216,g
25.5407,2.3375,0.5471,25.6547,g
13.3706,2.1717,0.7946,47.994,g
32.9774,2.3784,0.4142,36.8783,g
35.1185,3.1561,0.245,84.9057,g
98.6723,3.8953,0.1425,0.6137,g
33.4044,2.8379,0.2513,29.609,g
35.914,3.3118,0.2478,1.746,g
30.1196,2.6959,0.286,51.11,g
25.5932,2.3128,0.5158,19.3573,g
167.067,2.9135,0.316,4.486,g
28.9791,2.4362,0.4469,21.6114,g
37.9626,2.7825,0.2937,0.0895,g
26.7054,2.7885,0.358,29.945,g
26.1936,2.5922,0.4859,27.5998,g
36.2652,2.6803,0.2651,5.0774,g
24.6423,2.8555,0.3654,23.9541,g
21.2971,2.1089,0.716,74.355,g
74.5183,3.5529,0.1414,0.038,g
27.8936,2.8698,0.3549,82.8799,g
33.1281,2.5165,0.3988,10.224,g
65.0379,2.49,0.4595,11.3936,g
19.8566,2.3128,0.4964,75.356,g
21.9209,2.4654,0.5171,8.3521,g
33.6832,2.8038,0.3441,1.573,g
62.1376,3.3193,0.2325,8.626,g
26.4699,2.8642,0.432,6.5818,g
64.0384,3.0235,0.2094,1.8696,g
65.3016,2.6385,0.331,3.509,g
47.0554,2.3738,0.5243,18.374,g
53.5082,3.2121,0.2283,0.487,g
38.3174,2.9462,0.2105,11.258,g
21.2181,2.2343,0.7522,12.001,g
20.8139,2.3243,0.6777,9.508,g
17.9549,2.2122,0.5767,6.7579,g
76.8048,2.4914,0.4742,4.8437,g
37.7811,2.6522,0.3653,11.192,g
87.5091,3.2285,0.1997,10.732,g
20.3349,2.0663,0.7296,9.4078,g
85.7031,3.7542,0.1578,0.358,g
41.9013,2.7372,0.3516,4.6235,g
102.807,2.5711,0.4376,6.4229,g
77.5391,3.889,0.1307,2.9112,g
71.0207,3.1945,0.2038,1.904,g
40.6756,2.7447,0.2772,15.426,g
40.634,2.7931,0.3156,7.9894,g
25.2365,2.4857,0.4248,47.1567,g
36.6371,2.4983,0.2921,15.401,g
28.5515,2.5832,0.4021,17.652,g
19.0796,2.4116,0.6008,67.771,g
101.9,4.1916,0.0856,1.078,g
31.966,2.5635,0.3552,10.655,g
24.0598,2.4807,0.5719,15.4535,g
21.7041,2.179,0.5629,5.904,g
22.7982,2.5717,0.4879,10.6855,g
81.2144,3.9569,0.132,0.2799,g
25.3814,2.6186,0.4188,10.1725,g
12.863,2.0434,0.733,17.031,g
104.392,3.9723,0.1233,1.7384,g
65.498,3.0934,0.1782,63.886,g
19.7541,2.2613,0.4219,86.18,g
37.0847,3.1377,0.2724,4.5449,g
75.3715,3.1515,0.2032,5.284,g
21.6617,2.3711,0.5745,37.428,g
16.3675,2.4814,0.5974,12.3236,g
53.1674,2.9292,0.1978,22.289,g
26.4671,2.5826,0.4183,73.0349,g
91.613,3.125,0.168,0.019,g
20.3329,2.6707,0.4098,89.6161,g
22.4791,2.4472,0.4464,30.8451,g
93.955,3.2955,0.1332,18.873,g
21.0629,2.0881,0.7347,24.5335,g
30.9558,2.5539,0.3436,16.541,g
28.6367,2.639,0.4225,2.3458,g
38.6204,2.977,0.2478,5.8671,g
61.7854,3.041,0.283,0.2111,g
23.153,2.8065,0.3622,27.621,g
27.8575,2.5905,0.4262,9.754,g
24.7319,2.5575,0.446,12.2473,g
29.5906,2.7122,0.3899,16.103,g
77.228,3.3032,0.1443,0.386,g
18.6221,2.3149,0.4746,48.202,g
38.9854,2.608,0.3896,5.2555,g
20.0536,2.301,0.62,83.4683,g
19.3072,2.5112,0.4838,55.33,g
33.6044,2.7864,0.3189,9.802,g
19.0472,2.1255,0.779,37.9375,g
33.5218,3.4344,0.2376,13.501,g
34.9712,3.1217,0.2372,2.16,g
22.7264,2.2889,0.4422,25.33,g
18.4188,2.3032,0.5871,4.5866,g
72.0272,3.0535,0.2016,9.423,g
33.5349,2.4385,0.3352,7.815,g
12.6451,2.0881,0.7102,61,g
55.1215,3.3669,0.1658,74.454,g
41.4173,2.8202,0.3162,3.9349,g
23.8305,2.4014,0.6548,9.3104,g
27.979,2.5353,0.4169,13.894,g
27.9504,2.2041,0.5813,60.468,g
24.9267,2.8189,0.2929,35.902,g
86.9174,2.9408,0.3152,1.0866,g
86.3454,3.4011,0.2621,7.0441,g
23.9972,2.3784,0.4519,17.7641,g
13.0616,2.1319,0.7675,43.25,g
69.675,3.894,0.1257,1.649,g
30.7339,2.5484,0.4583,4.661,g
46.2024,2.7574,0.3427,16.2398,g
48.0501,3.3365,0.2009,19.9604,g
23.1227,2.9906,0.417,40.3115,g
36.8412,2.6309,0.3556,70.6744,g
61.9078,3.3528,0.2002,3.613,g
22.6241,2.5821,0.4476,5.6815,g
23.3601,2.2999,0.4361,62.949,g
20.4749,2.2718,0.6043,19.0444,g
37.4896,3.1722,0.2388,75.311,g
19.5955,2.1658,0.7782,23.6345,g
54.9287,3.0292,0.2609,8.831,g
26.6236,2.5563,0.4194,5.2526,g
42.2579,2.8454,0.354,4.1593,g
26.9212,2.846,0.2865,26.9893,g
34.3359,2.3802,0.5833,20.3047,g
20.7049,2.4646,0.4768,25.2944,g
48.4012,3.079,0.2443,0.839,g
67.8904,3.2645,0.1866,18.4779,g
24.361,2.4273,0.6056,27.0267,g
90.1886,3.6162,0.1989,1.932,g
28.8306,2.7067,0.3831,9.2923,g
25.8809,2.633,0.44,12.0537,g
48.3912,2.9408,0.2659,2.6896,g
53.9567,2.938,0.331,0.2989,g
34.7496,3.2101,0.2318,7.8384,g
34.5169,2.5999,0.4271,0.408,g
39.2192,2.8534,0.4064,9.1923,g
30.7144,3.1342,0.2988,25.431,g
36.4051,3.0548,0.3015,0.8205,g
18.8496,2.4401,0.5154,25.809,g
119.371,4.8025,0.0297,19.9605,g
18.0929,2.2162,0.8024,6.1193,g
76.7136,2.6551,0.2876,7.946,g
41.1662,2.766,0.3393,0.1056,g
39.1755,2.7966,0.345,6.4974,g
23.0503,2.7122,0.4694,24.726,g
40.5724,2.692,0.3618,9.5707,g
31.7502,2.6299,0.3001,7.038,g
61.7708,3.4156,0.1675,3.0719,g
114.445,3.0939,0.2038,2.2623,g
115.515,2.6279,0.3062,6.817,g
12.4899,2.1688,0.6915,45.6611,g
58.1256,3.1803,0.1717,5.798,g
41.2127,3.0426,0.2448,9.425,g
17.2334,2.3522,0.6311,35.7705,g
70.9683,2.6726,0.3167,5.1398,g
33.368,2.7328,0.2831,6.1441,g
74.8406,3.6868,0.1415,10.0169,g
43.3619,2.6004,0.3764,0.5462,g
91.2612,3.66,0.2035,0.8864,g
38.9485,2.7868,0.3121,4.379,g
62.3214,2.9868,0.2464,12.9721,g
100.811,3.0864,0.1926,3.8175,g
88.0604,4.1703,0.0799,8.013,g
24.7,2.3988,0.491,8.3766,g
12.9853,2.2707,0.8311,30.754,g
44.6762,2.829,0.2402,11.0098,g
25.1784,2.6721,0.334,85.181,g
28.9288,2.372,0.569,20.6729,g
20.4623,2.0394,0.7032,78.8874,g
28.2831,2.5502,0.5408,45.8856,g
102.934,4.0231,0.1131,0.5982,g
23.7506,2.3918,0.5396,14.155,g
20.1058,2.2553,0.6167,79.283,g
22.4007,2.2529,0.5866,1.451,g
48.9319,3.1913,0.2259,1.645,g
27.0691,2.4955,0.4537,15.9689,g
37.4704,2.4829,0.4178,1.9409,g
13.2771,2.1351,0.7839,41.248,g
59.1921,3.344,0.2319,4.605,g
19.828,2.1287,0.7732,80.558,g
26.1561,2.5139,0.4564,49.5681,g
90.9536,3.4208,0.1655,5.7787,g
46.7975,3.3597,0.2446,0.372,g
92.7187,2.792,0.2421,49.689,g
80.934,3.5143,0.2864,2.2905,g
43.3635,2.6335,0.3163,3.7958,g
85.7897,3.2655,0.248,1.018,g
66.2979,3.2718,0.1797,18.905,g
23.4732,2.5775,0.5317,1.8023,g
49.8142,2.372,0.5096,14.103,g
54.0804,3.0927,0.1995,9.9658,g
26.3468,2.4893,0.3501,56.0713,g
23.5439,2.2122,0.5706,2.964,g
60.9046,3.1955,0.1874,6.978,g
27.6052,2.6972,0.3896,76.963,g
79.9893,2.4928,0.4309,2.8761,g
20.2006,2.4661,0.5162,9.9206,g
50.6386,2.7896,0.2435,14.5598,g
85.1967,3.8162,0.1539,1.473,g
20.2088,2.4997,0.4462,11.052,g
22.6082,2.5484,0.6082,7.936,g
38.2411,2.9063,0.2605,13.963,g
31.0128,2.8182,0.3571,19.332,g
63.4296,3.0054,0.1748,5.5364,g
77.7337,3.926,0.1333,1.5881,g
24.5507,2.776,0.4288,39.1194,g
25.5138,2.5658,0.4293,13.114,g
21.0689,2.6042,0.5149,5.3844,g
40.1211,2.5024,0.4057,7.61,g
38.6943,2.7029,0.3211,15.761,g
28.5,2.73,0.3706,1.702,g
25.2864,2.3953,0.507,8.436,g
21.1275,2.2541,0.4513,30.368,g
54.3242,2.9954,0.2163,0.3729,g
20.7571,2.1189,0.692,1.2268,g
55.8434,3.2007,0.2123,5.4306,g
19.4394,2.273,0.4747,29.742,g
35.529,2.4778,0.3927,31.3698,g
42.4156,3.1265,0.1973,24.038,g
33.2739,2.6314,0.4439,11.2284,g
21.0834,2.6015,0.4155,48.7767,g
162.052,4.0612,0.0374,76.96,g
21.241,2.2095,0.5741,25.446,g
24.2138,2.4935,0.3884,3.387,g
17.8221,2.2068,0.5714,23.8976,g
13.2334,2.3355,0.7898,44.4218,g
29.1214,2.4893,0.3598,27.67,g
49.0724,2.9238,0.2872,11.24,g
42.2517,2.7431,0.4011,1.924,g
121.846,3.9052,0.0995,3.2636,g
29.5483,2.3883,0.4908,20.7634,g
20.9211,2.1861,0.7492,29.71,g
16.9619,2.2343,0.828,82.7575,g
36.6165,2.6794,0.3243,0.727,g
26.408,2.5231,0.5157,12.393,g
33.353,2.499,0.3803,23.7489,g
59.3429,3.1977,0.3476,3.982,g
81.6644,2.8859,0.4148,3.883,g
37.6859,2.5694,0.3342,0.588,g
34.6369,2.8414,0.2882,2.9067,g
28.6854,2.5933,0.3878,36.3353,g
26.6387,2.3314,0.4848,77.509,g
38.7514,3.1933,0.2666,13.5898,g
12.6054,2.1746,0.6957,6.0163,g
33.1206,2.8657,0.327,14.2293,g
20.1638,2.4448,0.4452,11.655,g
32.2149,2.4976,0.3752,2.9064,g
38.2907,2.9747,0.2046,83.6828,g
45.9608,2.9302,0.2983,1.305,g
83.8355,2.7392,0.474,4.6236,g
33.7942,2.989,0.24,12.603,g
18.3905,2.3493,0.4922,60.2553,g
19.6701,2.574,0.5467,75.209,g
23.3274,2.736,0.3949,37.3197,g
22.6484,2.6826,0.4216,82.4452,g
20.5321,2.4829,0.4803,44.9,g
25.397,2.2683,0.4636,45.87,g
23.64,2.2625,0.5738,46.9385,g
12.8285,2.3107,0.7286,40.354,g
24.6574,2.6335,0.4884,17.585,g
24.1784,2.4031,0.4229,22.993,g
18.8219,2.3856,0.6749,3.2309,g
53.8028,3.6384,0.1885,5.2892,g
29.8259,2.6186,0.4116,14.0382,g
31.0818,2.4526,0.3774,14.461,g
36.6132,2.757,0.2747,66.1973,g
34.9509,2.905,0.2626,19.885,g
55.0826,3.0308,0.1956,3.919,g
67.5024,3.162,0.2459,6.022,g
14.6323,2.3243,0.6825,74.7762,g
39.558,2.7566,0.3012,3.443,g
69.9615,3.4098,0.2899,0.9013,g
33.5123,2.4742,0.4866,6.8985,g
32.6471,2.5792,0.2661,13.131,g
26.5153,2.49,0.5146,0.4206,g
23.7496,2.6289,0.3854,28.429,g
66.9638,3.2438,0.2259,2.258,g
30.208,2.1931,0.5128,5.508,g
35.3809,2.8395,0.3459,8.4671,g
72.3771,3.1477,0.1779,7.0799,g
36.852,3.0052,0.2184,8.877,g
18.2475,2.4793,0.5804,14.9667,g
50.7761,2.8212,0.3426,4.502,g
47.1637,2.9363,0.2606,7.132,g
32.4915,2.534,0.4854,8.249,g
20.1503,2.4749,0.4958,3.0331,g
94.42,3.1082,0.191,3.9059,g
30.6055,2.8407,0.2857,7.5782,g
41.6355,2.6212,0.4163,35.001,g
19.605,2.2707,0.8097,20.337,g
43.2456,3.4692,0.1599,11.8193,g
73.28,3.8598,0.1554,1.0024,g
40.8475,2.6439,0.4495,2.995,g
30.925,2.4928,0.4405,6.255,g
29.1755,2.9664,0.2788,34.4518,g
31.9086,2.2577,0.5635,81.5685,g
26.1516,2.792,0.4019,10.6685,g
59.5126,3.2827,0.1731,1.5087,g
90.0304,2.9186,0.2087,17.8697,g
105.092,4.1631,0.0823,1.333,g
20.5521,2.0986,0.7171,22.516,g
40.1519,2.7785,0.3264,27.9849,g
38.9707,2.451,0.3681,14.4926,g
26.6705,2.7543,0.4507,14.5024,g
24.5719,2.5478,0.4504,1.0147,g
18.2123,2.4158,0.595,83.0753,g
12.659,2.0512,0.7111,67.1488,g
60.3438,3.7198,0.134,12.8638,g
82.6686,2.6439,0.4041,5.8704,g
141.884,2.5459,0.4154,5.704,g
58.8125,3.2,0.2353,7.244,g
13.2257,2.2028,0.7774,63.4889,g
29.9668,2.9159,0.2888,7.226,g
65.5126,3.2583,0.1501,0.087,g
17.3976,2.1861,0.7948,26.7597,g
32.705,2.3493,0.519,5.2825,g
23.0564,2.4955,0.476,15.277,g
21.4256,2.2648,0.5435,39.8692,g
56.8047,2.6154,0.3442,0.3475,g
23.715,2.5676,0.4736,12.658,g
38.844,2.7882,0.3681,4.582,g
19.9724,2.2175,0.5939,40.808,g
25.4335,2.5605,0.4512,2.276,g
65.1698,2.8837,0.4301,2.2087,g
37.8069,3.3945,0.2048,10.6904,g
37.3147,2.7497,0.2989,53.5987,g
71.8686,3.5269,0.1605,7.977,g
19.4525,2.3589,0.5252,4.6487,g
96.995,3.6657,0.2233,0.9411,g
12.9823,2.1255,0.7491,71.697,g
78.6512,3.2848,0.1744,9.2693,g
90.5525,3.9952,0.1171,4.077,g
21.5452,2.4698,0.4,21.2129,g
22.6502,2.8648,0.4096,59.259,g
48.1845,2.8791,0.2404,13.072,g
20.8589,2.4997,0.4652,36.551,g
42.8667,2.954,0.2646,6.9302,g
87.8596,2.9337,0.2306,4.4324,g
55.7137,2.9335,0.2494,1.386,g
73.9749,3.0048,0.2779,2.006,g
15.0205,2.356,0.6608,89.274,g
65.9566,2.7455,0.3019,4.151,g
90.3632,3.399,0.1421,3.801,g
18.3692,2.5231,0.5367,28.516,g
38.2407,2.73,0.3557,3.9659,g
39.7884,2.2148,0.5488,7.5434,g
41.5186,3.1302,0.2408,6.997,g
36.5987,3.2816,0.2322,13.191,g
57.0031,3.1854,0.1716,29.8,g
62.129,3.5792,0.1692,7.5688,g
74.5539,2.5276,0.3264,13.815,g
103.362,3.2955,0.2451,1.696,g
47.8108,3.0445,0.1913,8.4572,g
13.109,2.1156,0.7739,32.0404,g
20.6633,2.224,0.7522,36.1992,g
79.6714,3.4282,0.2384,4.573,g
52.7057,2.6469,0.4374,2.228,g
46.2915,2.7756,0.3403,38.707,g
19.7513,2.081,0.7386,62.3181,g
69.0585,3.5735,0.1332,1.548,g
35.7849,2.8879,0.2628,34.3844,g
19.6801,2.4871,0.43,35.5121,g
18.9505,2.3334,0.4919,6.2819,g
41.7932,2.9621,0.2368,13.6362,g
40.0304,2.4472,0.4643,4.6452,g
38.6516,2.6594,0.2738,41.605,g
18.3861,2.3541,0.5752,4.135,g
32.3195,2.9976,0.2946,42.879,g
18.4342,2.1367,0.5109,9.3626,g
30.3505,2.6551,0.3673,8.379,g
20.4756,2.0986,0.7331,68.1257,g
34.7391,2.5647,0.3161,14.8002,g
50.9671,3.3062,0.1917,1.594,g
16.4178,2.3324,0.614,65.558,g
77.2484,2.5647,0.4714,5.7357,g
107.242,3.7072,0.1527,17.415,g
30.8216,2.3901,0.4644,28.6827,g
18.2998,2.4676,0.6576,73.658,g
20.6078,2.0952,0.739,41.644,g
32.2976,2.8887,0.2829,16.6313,g
32.1215,2.5927,0.2989,23.424,g
47.4505,3.3788,0.1605,3.357,g
25.4553,2.639,0.3881,19.0188,g
18.2028,2.4526,0.5115,2.5957,g
77.1568,2.6299,0.4103,0.482,g
44.6576,3.0883,0.2562,22.7661,g
69.9328,3.1355,0.1816,1.8664,g
72.656,3.1421,0.2091,11.6577,g
95.9509,3.0147,0.2175,3.7874,g
62.3838,3.2854,0.2343,0.094,g
22.5982,2.4631,0.5818,88.2038,g
106.624,3.907,0.137,1.3581,g
50.0133,3.1661,0.2306,0.591,g
30.0005,2.934,0.3062,27.943,g
28.3437,2.5999,0.392,11.4725,g
50.1561,2.8698,0.309,5.07,g
87.3481,3.4145,0.1536,0.4795,g
44.7031,2.7356,0.2592,4.2607,g
37.5027,2.6459,0.3661,18.005,g
84.8658,2.8238,0.2971,1.804,g
65.6917,2.9576,0.2271,6.115,g
32.8971,2.776,0.2915,11.0731,g
92.3205,3.0948,0.1704,2.0919,g
26.4947,2.3683,0.5182,12.583,g
17.4019,2.3802,0.6458,32.9032,g
19.0154,2.5085,0.6326,58.903,g
56.6471,3.0654,0.3234,8.8062,g
38.4932,3.1481,0.2993,4.217,g
43.4795,2.6758,0.2827,2.912,g
103.582,3.4386,0.1672,2.3493,g
39.7304,2.7589,0.3014,5.7523,g
25.1812,2.3086,0.4865,36.429,g
49.1324,3.1209,0.2233,3.009,g
56.2974,3.6242,0.1468,1.0352,g
37.0979,2.5809,0.4908,1.472,g
47.5067,2.8979,0.2315,5.6571,g
27.5346,2.6637,0.3384,2.5393,g
21.5368,2.055,0.6872,5.554,g
26.5871,2.8722,0.3758,1.475,g
44.2526,2.7197,0.4023,7.6218,g
62.7644,3.7026,0.1807,4.1234,g
18.3436,2.3201,0.6986,15.6436,g
48.1464,2.5883,0.4258,8.55,g
87.9035,3.0752,0.2918,3.7892,g
21.7439,2.2683,0.7601,11.6322,g
31.068,2.5514,0.3006,32.959,g
40.4409,2.485,0.3502,19.335,g
75.2453,3.8963,0.1003,11.2356,g
19.1519,2.4125,0.5106,42.99,g
58.1697,3.5008,0.1963,15.8268,g
63.6129,2.7653,0.2884,1.1868,g
97.854,3.9531,0.1298,2.4052,g
20.393,2.0774,0.7197,8.8679,g
33.5677,2.8007,0.3117,33.0542,g
42.1574,2.8979,0.2985,3.9947,g
24.1674,2.6294,0.3498,8.688,g
46.9247,2.7486,0.314,5.1486,g
21.9338,2.3424,0.6045,18.299,g
69.4357,2.5563,0.3583,4.053,g
60.1824,3.5016,0.1267,9.056,g
54.1441,2.6439,0.3087,16.2512,g
21.1055,2.5623,0.4301,34.1165,g
38.1817,2.6906,0.3262,2.572,g
46.1616,2.433,0.4502,8.3129,g
50.9496,3.1787,0.2001,13.6968,g
21.8569,2.4433,0.5838,17.8472,g
47.3034,3.0398,0.2673,17.2617,g
36.0699,2.7976,0.2948,4.5385,g
22.5967,2.3589,0.512,56.553,g
122.173,3.7497,0.1176,2.9702,g
70.0452,3.049,0.3332,15.494,g
22.0089,2.1599,0.7266,60.2891,g
91.4237,3.673,0.2306,1.781,g
66.1331,3.1984,0.1495,11.5159,g
76.6189,3.6042,0.1833,1.2024,g
28.4121,2.2934,0.4784,10.5692,g
30.6613,2.6994,0.4476,26.9064,g
22.8033,2.5804,0.4047,48.194,g
40.948,2.5938,0.3745,4.687,g
40.5198,2.4601,0.5615,0.8525,g
21.0144,2.1287,0.6766,80.0502,g
54.8694,3.4661,0.188,4.447,g
54.0435,2.891,0.3252,9.0974,g
66.7064,3.2703,0.1948,3.2846,g
28.6134,2.6508,0.4022,1.338,g
47.3271,2.9248,0.22,2.982,g
76.994,2.9914,0.1887,16.9967,g
32.8659,2.6707,0.3372,3.565,g
22.0196,2.6154,0.4485,5.602,g
19.0828,2.3936,0.5616,25.011,g
95.6747,3.972,0.0997,3.175,g
22.2724,2.1508,0.7279,46.1424,g
29.4333,2.4955,0.3898,32.312,g
92.3969,3.6056,0.2118,2.9756,g
22.8613,2.5159,0.5122,8.694,g
83.5371,3.1119,0.1955,3.3923,g
21.0102,2.3314,0.4289,2.0958,g
29.719,2.5031,0.3893,4.549,g
61.0596,3.4491,0.1372,16.686,g
35.2351,2.6309,0.3088,19.418,g
48.3689,3.1074,0.2351,6.616,g
29.4658,2.9934,0.3503,0.2353,g
46.7412,3.1256,0.2171,8.8499,g
47.1363,2.4728,0.4074,12.504,g
19.8584,2.6405,0.476,20.1575,g
36.5896,2.8102,0.2864,2.1648,g
28.7588,2.6898,0.3575,18.917,g
43.7906,2.7135,0.3114,3.101,g
29.4778,2.76,0.3076,16.05,g
43.1231,2.896,0.2122,10.922,g
35.0029,2.5139,0.3583,26.464,g
20.0062,2.2878,0.5825,72.9346,g
85.895,3.795,0.1829,4.147,g
102.814,2.889,0.3602,3.458,g
38.3263,2.6632,0.4473,3.858,g
18.3186,2.2405,0.6034,50.4492,g
30.9955,2.8591,0.2725,32.5233,g
70.2269,3.6767,0.1196,9.1982,g
58.3577,3.4777,0.1644,3.804,g
21.0807,2.1508,0.742,9.294,g
16.3371,2.3464,0.6036,69.7431,g
37.2503,3.0158,0.1803,21.4977,g
23.0777,2.4306,0.59,17.559,g
21.5843,2.1156,0.7203,60.3918,g
46.7704,3.2443,0.245,3.2717,g
19.6238,2.3086,0.4963,73.4998,g
75.6786,3.6795,0.1366,0.455,g
19.7609,2.4886,0.4448,18.758,g
28.4678,2.7435,0.3466,10.618,g
86.0824,3.2111,0.3063,1.878,g
72.1379,2.6972,0.3193,0.5105,g
33.4212,2.7638,0.2808,2.584,g
58.5931,2.8293,0.3156,0.6526,g
19.7551,2.6345,0.5336,58.335,g
24.5566,2.3971,0.5491,15.6504,g
30.7134,2.6064,0.3861,25.312,g
56.817,3.1888,0.2311,8.831,g
48.4816,2.3802,0.3792,0.7494,g
38.2553,2.586,0.4021,1.2447,g
86.2691,3.5583,0.1883,4.8363,g
20.5544,2.2945,0.5584,59.294,g
25.0056,2.2753,0.4562,4.2353,g
29.0922,2.8222,0.2831,16.05,g
24.3869,2.7694,0.3367,22.1766,g
23.2823,2.5119,0.4892,16.6009,g
45.19,2.3444,0.3891,3.79,g
102.9,3.0801,0.1522,5.0421,g
50.0755,3.0772,0.2285,5.647,g
20.8222,2.4464,0.5259,63.3878,g
23.5152,2.8331,0.4699,6.411,g
55.5272,2.433,0.4354,13.331,g
43.516,2.8873,0.2229,7.658,g
19.0605,2.2967,0.6212,2.805,g
31.5349,2.7206,0.4681,5.6246,g
19.7221,2.6248,0.5196,31.983,g
68.9648,3.1307,0.2102,0.402,g
20.5966,2.3473,0.4989,45.299,g
45.1318,2.8963,0.2476,5.11,g
30.2859,2.2765,0.5556,3.777,g
28.0875,2.4778,0.4559,34.9402,g
35.3291,2.8228,0.3895,4.3624,g
49.0132,2.9472,0.2202,4.9034,g
48.163,2.617,0.3116,71.3754,g
24.161,2.3444,0.724,5.242,g
53.2284,3.0019,0.3066,0.9246,g
23.8669,2.639,0.4271,20.646,g
13.4592,2.2055,0.8162,17.4488,g
33.1165,2.4807,0.3901,5.7762,g
27.1226,2.723,0.4144,39.0678,g
41.2491,2.9012,0.2624,7.7318,g
73.882,3.4736,0.1506,1.6503,g
42.6857,2.7105,0.3369,0.8095,g
76.6071,3.77,0.1921,3.7384,g
23.6246,2.4014,0.5952,19.774,g
71.8,3.0418,0.2552,8.8913,g
75.9663,3.1582,0.1813,2.993,g
39.4796,2.932,0.3474,1.129,g
59.4784,2.4141,0.3198,3.525,g
22.3818,2.5557,0.4006,36.6633,g
21.0981,2.2989,0.5829,66.57,g
36.155,2.4487,0.4555,5.836,g
29.0298,2.9172,0.3303,79.5884,g
76.1978,3.7005,0.1578,5.1838,g
74.9208,3.4986,0.3106,1.408,g
20.6615,2.4464,0.5438,63.4783,g
98.0033,2.7501,0.3253,17.598,g
21.0071,2.4487,0.4875,29.349,g
36.0383,2.9222,0.3481,4.35,g
18.557,2.3793,0.4927,47.746,g
88.9364,3.6536,0.1896,2.693,g
33.0135,2.4183,0.416,5.177,g
70.5593,3.4104,0.1399,15.4093,g
90.8667,3.8226,0.1432,6.433,g
74.3998,3.5147,0.2164,4.3296,g
17.1236,2.4713,0.6757,40.222,g
19.8412,2.3128,0.4818,13.1411,g
80.9531,3.6501,0.1818,1.7098,g
34.8464,2.5237,0.4701,24.113,g
51.3155,2.4166,0.4713,8.8813,g
77.9433,3.5741,0.1797,5.9725,g
47.5572,2.9472,0.2699,10.781,g
34.0231,2.6875,0.4004,8.265,g
24.3642,2.29,0.641,10.8031,g
96.5847,4.0688,0.0958,0.846,g
57.607,3.0538,0.2756,14.193,g
17.7773,2.1746,0.7692,51.74,g
72.9287,3.0032,0.2184,2.2766,g
54.3344,2.5838,0.4068,16.129,g
26.257,2.4864,0.5416,7.8637,g
56.5581,2.9598,0.2436,3.622,g
36.2553,2.5179,0.352,17.7197,g
62.1123,2.8777,0.2187,18.185,g
32.5973,2.4786,0.4917,7.556,g
28.5888,2.7097,0.2888,12.747,g
23.2129,2.5145,0.5535,5.932,g
20.4531,2.3304,0.5888,74.4019,g
81.2135,3.0981,0.2377,0.193,g
31.4759,2.8439,0.3481,40.964,g
31.0261,2.688,0.2954,5.614,g
32.6893,2.4166,0.4406,0.562,g
