@relation segment

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
27,1.277776,145.55556,-17.88889,-9.888889,145.55556,2
40,0.611111,129,-43.444443,-11.444445,129,2
28,0.444444,130.66667,-45.444443,-11.777778,130.66667,2
25,0.999999,142.33334,-30.666666,-12.333333,142.33334,2
36,0.555556,130.33334,-41.11111,-14.111111,130.33334,2
85,0.499999,122.55556,-36.77778,-27.777779,122.55556,2
42,1.277777,141.77779,-30.11111,-14.111111,141.77779,2
87,1.222224,146.44444,-22.555555,-10.555555,146.44444,2
33,0.499999,128.66667,-41.444443,-12.777778,128.66667,2
70,0.666665,127.77778,-25.555555,-20.222221,127.77778,2
20,0.611111,132.33334,-33.555557,-21.88889,132.33334,2
42,0.722224,146.44444,-21.555555,-11.888889,146.44444,2
51,0.722223,140.77779,-36.88889,-16.555555,140.77779,2
81,0.72222,118.44444,-44.88889,-33.88889,118.44444,2
58,1.055556,126.44444,-38.22222,-13.888889,126.44444,2
13,0.611115,145.44444,-28.444445,-11.111111,145.44444,2
71,1.055553,122.44444,-27,-23.333334,122.44444,2
96,0.388889,115.666664,-44.444443,-30.11111,115.666664,2
16,0.444444,125,-44.88889,-22.555555,125,2
62,1.111112,139.44444,-28.666666,-13.666667,139.44444,2
18,0.833333,130.11111,-34.333332,-14.666667,130.11111,2
39,0.722223,142.44444,-32.22222,-13.888889,142.44444,2
36,1.111111,125.22222,-40.444443,-26.11111,125.22222,2
15,0.833336,149.55556,-19.222221,-8.555555,149.55556,2
50,0.777777,140.88889,-33,-17.333334,140.88889,2
41,1.722227,147.22223,-19.444445,-10.777778,147.22223,2
26,0.777777,130.88889,-41.666668,-14.333333,130.88889,2
19,0.944445,146.44444,-18.666666,-7.333334,146.44444,2
39,0.499997,142.88889,-32.88889,-13.222222,142.88889,2
74,0.333335,123.22222,-38.22222,-25.88889,123.22222,2
80,0.999999,119.333336,-41.666668,-27.333334,119.333336,2
18,0.777777,130.44444,-44.666668,-10.333333,130.44444,2
14,0.944445,130.66667,-41.22222,-12.555555,130.66667,2
68,1.055557,141,-30.333334,-15.333333,141,2
29,1.000001,142.88889,-27.666666,-15.666667,142.88889,2
45,0.888888,137.33334,-31.222221,-16.222221,137.33334,2
71,0.722221,115.55556,-49.11111,-30.11111,115.55556,2
27,0.722221,146.55556,-16.555555,-8.888889,146.55556,2
42,0.777779,126.22222,-39.77778,-12.111111,126.22222,2
22,0.833333,147,-14.888889,-12.222222,147,2
73,0.388889,140.55556,-30.222221,-14.888889,140.55556,2
41,1,131.22223,-28.555555,-24.88889,131.22223,2
46,2.111112,141,-30.11111,-14.777778,141,2
13,1.055552,149.88889,-20.11111,-4.777778,149.88889,2
93,2.888891,112.111115,-46.88889,-30.555555,112.111115,2
34,1.055555,142,-35.444443,-14.111111,142,2
71,1.666667,140.88889,-31.222221,-13.555555,140.88889,2
51,1.055555,141.11111,-33.555557,-16.555555,141.11111,2
39,1.388891,132,-32.444443,-23.444445,132,2
48,1.055553,129.11111,-39.333332,-24.333334,129.11111,2
57,0.944444,140.33334,-33.77778,-14.444445,140.33334,2
101,0.444448,147.22223,-25.444445,-11.444445,147.22223,2
101,0.444448,147.22223,-25.444445,-11.444445,147.22223,2
27,1.055557,146.55556,-14.888889,-12.222222,146.55556,2
25,0.388887,133.77779,-37.77778,-14.777778,133.77779,2
15,0.722226,145.33334,-27.666666,-11.666667,145.33334,2
11,1,150.88889,-19.666666,-2.666667,150.88889,2
12,0.888888,135.33334,-35.444443,-13.444445,135.33334,2
43,0.833335,140.55556,-27.444445,-14.777778,140.55556,2
45,0.944444,124,-42.333332,-26,124,2
35,0.666667,122.55556,-46.22222,-25.222221,122.55556,2
45,0.888891,140,-36.88889,-14.555555,140,2
58,0.555556,137.44444,-31.333334,-12,137.44444,2
90,0.666668,128.55556,-22.777779,-22.444445,128.55556,2
46,0.611112,128.88889,-40.88889,-23.222221,128.88889,2
29,1.222224,142.77777,-28.444445,-14.444445,142.77777,2
66,1.388891,118.77778,-43.333332,-27.666666,118.77778,2
48,1.222224,146.11111,-21.88889,-11.888889,146.11111,2
66,1.055556,117.333336,-43,-28.666666,117.333336,2
35,1.111111,142.55556,-30.333334,-14.666667,142.55556,2
42,0.777779,126.22222,-39.77778,-12.111111,126.22222,2
18,0.777777,130.44444,-44.666668,-10.333333,130.44444,2
19,0.944444,132.33334,-39.77778,-14.444445,132.33334,2
72,1.111112,140.55556,-30.666666,-14.333333,140.55556,2
80,1.166667,127.333336,-24.555555,-24.222221,127.333336,2
59,0.500001,140.44444,-28.777779,-14.111111,140.44444,2
18,1.277779,147.55556,-15.888889,-10.888889,147.55556,2
22,1.166667,147.88889,-16.555555,-14.222222,147.88889,2
81,0.722224,124.888885,-42.11111,-14.777778,124.888885,2
113,0.5,145.66667,-25.333334,-12.333333,145.66667,2
35,1.222223,140.11111,-30.333334,-16.333334,140.11111,2
45,0.666667,126.888885,-39.22222,-14.555555,126.888885,2
57,0.888888,140.44444,-31,-12,140.44444,2
40,1.166664,142.22223,-29.88889,-14.555555,142.22223,2
39,1.055555,140.33334,-30.88889,-17.555555,140.33334,2
46,0.611109,141,-35.333332,-14,141,2
16,0.666667,149.88889,-17.222221,-11.222222,149.88889,2
58,0.833331,138.77779,-35.666668,-14.666667,138.77779,2
19,1.000001,142.44444,-33.666668,-13.666667,142.44444,2
13,1.166667,148.88889,-14.111111,-7.111111,148.88889,2
35,0.833333,141.33334,-34.22222,-14.222222,141.33334,2
79,0.444444,126.55556,-41.555557,-14.888889,126.55556,2
43,1.166665,140.22223,-28.777779,-16.11111,140.22223,2
86,0.833335,124.111115,-38.666668,-16.333334,124.111115,2
49,0.944447,128.88889,-35.333332,-24.666666,128.88889,2
52,0.722223,129.22223,-31.88889,-20.88889,129.22223,2
72,1,117.111115,-42.666668,-28.333334,117.111115,2
14,1.055556,134.11111,-38.333332,-13,134.11111,2
21,0.666662,141.88889,-33,-12.333333,141.88889,2
109,0.833332,122.22222,-39.11111,-20.11111,122.22222,2
94,1.111111,119.22222,-43.22222,-28.555555,119.22222,2
31,0.555556,143.11111,-33.88889,-14.888889,143.11111,2
48,0.555555,138.11111,-30.444445,-16.777779,138.11111,2
19,1.055553,130.22223,-37.88889,-21.88889,130.22223,2
49,0.555556,139.33334,-37.77778,-18.11111,139.33334,2
64,0.666667,126.22222,-37.333332,-15,126.22222,2
47,0.5,121.44444,-43.666668,-29.333334,121.44444,2
25,0.611111,125.666664,-43.444443,-26.11111,125.666664,2
25,0.999999,142.33334,-30.666666,-12.333333,142.33334,2
52,0.722223,129.22223,-31.88889,-20.88889,129.22223,2
21,0.666662,141.88889,-33,-12.333333,141.88889,2
34,0.555557,146.66667,-16.777779,-12.111111,146.66667,2
67,2.666665,125.55556,-41.88889,-16.555555,125.55556,2
50,1.000001,125.77778,-38.333332,-16.666666,125.77778,2
30,0.555557,130.11111,-37.444443,-13.111111,130.11111,2
32,0.777774,146.33334,-19.555555,-10.555555,146.33334,2
28,0.555553,131.11111,-37.77778,-24.11111,131.11111,2
32,0.944445,132.55556,-38.444443,-23.11111,132.55556,2
35,0.444445,122,-44.77778,-27.444445,122,2
29,1.000001,142.88889,-27.666666,-15.666667,142.88889,2
32,0.777779,138.11111,-33.666668,-16.333334,138.11111,2
132,0.111111,1.111111,-1.111111,-1.111111,1.111111,3
114,5.166667,47.22222,-34.444443,-17.777779,47.22222,3
88,0.888889,10.111111,-11.111111,-3.444444,10.111111,3
70,11.499999,23.88889,-14.777778,-1.111111,23.88889,3
137,0.055556,0.777778,-0.777778,-0.777778,0.777778,3
102,0.722222,6.333334,-6.666666,-3.666667,6.333334,3
119,2.277778,6.777778,-6.777778,-0.444444,6.777778,3
124,1,6.111111,-6.888889,-3.888889,6.111111,3
119,0.333333,4.222222,-4.333334,-4,4.222222,3
102,0.555555,7.666666,-8.444445,-4.444445,7.666666,3
82,1.555555,10.222222,-11.444445,-2.444444,10.222222,3
95,2.111111,15.444445,-14.222222,-3.555556,15.444445,3
91,3.388889,12.111111,-11.444445,-6.111111,12.111111,3
125,0.666667,7.777778,-7.111111,-4.444445,7.777778,3
109,3.555555,22.333334,-18.88889,-8.222222,22.333334,3
125,0.666667,7.777778,-7.111111,-4.444445,7.777778,3
75,15.388889,65.44444,-22.666666,-8.666667,65.44444,3
84,3.055556,9,-9,-4.333334,9,3
138,0.722222,2.777778,-3.111111,-1.777778,2.777778,3
99,0.777778,5.555555,-5.777778,-4.777778,5.555555,3
122,0.444444,1.222222,-1.666667,-0.333333,1.222222,3
144,0.388889,2.888889,-2.888889,-2.888889,2.888889,3
127,1.111111,6.777778,-7.444445,-1.444444,6.777778,3
129,0.5,1.555556,-1.555556,-1.555556,1.555556,3
95,1.277778,9.222222,-10.888889,-2.888889,9.222222,3
96,2.333333,8,-8.333333,-4.333334,8,3
122,0,1,-1,-1,1,3
136,3.111111,25.777779,-7.666666,-11.333333,26.666666,3
137,0.111111,0.666667,-0.666667,-0.666667,0.666667,3
116,0.944445,5.666666,-6.777778,-1.777778,5.666666,3
115,2.444444,12.888889,-12,-4,12.888889,3
143,1.5,9.444445,-9.888889,-5.888889,9.444445,3
108,25.5,61.11111,-24.11111,-9.777778,61.11111,3
94,1.333334,7.777778,-8,2.333333,7.777778,3
135,0.555555,2.111111,-2.222222,-1.888889,2.111111,3
111,0.555556,30.11111,-25.11111,-11.111111,30.11111,3
99,3.055555,11.555555,-9.888889,-4.555555,11.555555,3
79,1.777778,10.555555,-10.888889,-4.555555,10.555555,3
104,7.833333,23.444445,-11.222222,-3.222222,23.444445,3
102,1.111111,8.444445,-9.111111,-4.111111,8.444445,3
129,0.222222,1.555556,-1.555556,-1.555556,1.555556,3
90,1.055556,6.888889,-6.777778,-5.444445,6.888889,3
145,0.277778,1.444444,-1.555556,-0.222222,1.444444,3
90,1.055556,6.888889,-6.777778,-5.444445,6.888889,3
127,1.055555,26.444445,-16.444445,-13.777778,26.444445,3
107,10.222221,12.222222,-6.555555,-1.555556,12.222222,3
121,1.611111,29.222221,-25,-11,29.222221,3
90,2.944445,7.333334,-7.333334,0.333333,7.333334,3
85,0.888889,3.444444,-4,-1,3.444444,3
136,0.555555,3,-3,-2.666667,3,3
138,3.222223,24.777779,-19.88889,-4.888889,24.777779,3
102,7.277778,20.222221,-12.777778,-4.777778,20.222221,3
89,4,17.11111,-14.111111,-5.777778,17.11111,3
85,3.111111,8.888889,-8.888889,-4.888889,8.888889,3
118,0.222222,2.555556,-2.777778,-2.111111,2.555556,3
124,0.222222,2.444444,-2.666667,-2,2.444444,3
107,1.166667,5.333334,-5.666666,-3.666667,5.333334,3
66,8.666665,49.555557,-22.666666,-6.333334,49.555557,3
131,0.444444,1.777778,-1.555556,-1.555556,1.777778,3
139,2.833333,22.555555,-6.222222,-7.222222,23.88889,3
125,0.611111,3.888889,-4.111111,-3.444444,3.888889,3
99,1.611111,9,-9.111111,-5.444445,9,3
133,0,0,0,0,0,3
106,0.611111,4.888889,-5.555555,-2.555556,4.888889,3
121,1.444444,23.444445,-16.222221,-9.222222,23.444445,3
112,0.222222,0.444444,-0.444444,-0.444444,0.444444,3
117,1.555555,3.555556,-3.333333,-3.333333,3.555556,3
101,3.388889,15.555555,-13.222222,-2.888889,15.555555,3
141,2.388889,18.555555,-14.333333,-3.333333,18.555555,3
138,0.333333,2.333334,-2.333333,-2.333333,2.333334,3
107,1.111111,36,-28.666666,-11.666667,36,3
114,0.833333,3.888889,-2.888889,-3.555556,3.888889,3
144,0.222222,3,-3,-3,3,3
135,0.222222,0.666667,-0.666667,-0.666667,0.666667,3
93,0.833333,7.222222,-7.333334,-5.333334,7.222222,3
124,1.5,5.555555,-5.444445,-2.777778,5.555555,3
124,1,6.111111,-6.888889,-3.888889,6.111111,3
123,0.5,4.222222,-4.555555,-3.555556,4.222222,3
124,3.444445,5.888889,-4.666666,-4,5.888889,3
91,1.444444,8,-8.111111,-6.111111,8,3
117,0,0,0,0,0,3
119,2.277777,33.666668,-25.11111,-14.111111,33.666668,3
123,0.611111,3.333333,-3.555556,-2.888889,3.333333,3
98,0.388889,4.111111,-4.222222,-3.888889,4.111111,3
95,1.277778,7.444445,-7.111111,-5.777778,7.444445,3
139,0.333333,1.777778,-2,-1.333333,1.777778,3
76,1.777778,13.333333,-13.444445,-1.777778,13.333333,3
75,29.222221,50.666668,-24.777779,-13.111111,50.666668,3
120,0.944445,6.555555,-7.222222,-1.888889,6.555555,3
117,0.277778,3.111111,-3.222222,-2.888889,3.111111,3
106,0.222222,1.666667,-1.666667,-1.666667,1.666667,3
96,1,11.888889,-10.888889,-5.888889,11.888889,3
133,0,0,0,0,0,3
102,22.055555,52.666668,-19.777779,-6.111111,52.666668,3
140,0.722222,14,-13.666667,-3.333333,14,3
90,1.277778,5.777778,-6.333334,3,6.222222,3
111,0.5,3.555556,-3.888889,-2.888889,3.555556,3
92,4.111111,18.666668,-11.666667,-6.333334,18.666668,3
122,2.777778,31.11111,-17.777779,-15.111111,31.11111,3
141,0.722222,3.666667,-4.333334,-2,3.666667,3
110,2.333333,29,-24,-11.333333,29,3
120,0.5,4.111111,-4.222222,-3.555556,4.111111,3
105,3.722222,8.333334,-7.444445,-5.111111,8.333334,3
113,2.944445,44.22222,-32.333332,-16.666666,44.22222,3
144,0.444444,3.444444,-3.444444,-3.444444,3.444444,3
95,1.666667,9.444445,-8.888889,-3.888889,9.444445,3
122,0.444444,1.222222,-1.666667,-0.333333,1.222222,3
87,1.555556,5.666666,-5.111111,-3.111111,5.666666,3
126,1.944444,6.555555,-7.222222,-3.555556,6.555555,3
77,1.777778,10.222222,-11.333333,-4.333334,10.222222,3
80,21.055555,79.55556,-25.333334,-7,79.55556,3
147,3.055555,9.888889,-3.777778,-2.777778,9.888889,3
141,1.388889,7.666666,-8.444445,-4.777778,7.666666,3
128,0.222222,2.222222,-2.222222,-2.222222,2.222222,3
81,4.111111,18.88889,-14.444445,-4.777778,18.88889,3
123,0.722222,2.666667,-2.888889,-1.888889,2.666667,3
83,24.555555,28.555555,-10.555555,-5.222222,28.555555,3
118,0.277778,2,-2.111111,-1.777778,2,3
83,0.833333,6,-6.444445,-0.444444,6,3
88,3.611111,13.333333,-12.666667,-4,13.333333,3
69,19.111113,29.333334,-13.777778,-2.777778,29.333334,3
89,0.777778,6.444445,-6.555555,-5.888889,6.444445,3
136,0,0,0,0,0,3
120,0.777778,3.333333,-3.666667,-2.333333,3.333333,3
77,1.833333,13.111111,-13.444445,-2.777778,13.111111,3
81,1.388889,7.444445,-7.444445,-4.444445,7.444445,3
142,0.777778,1.333333,-1.333333,-1,1.333333,3
100,2.388889,11.555555,-9.888889,-6.555555,11.555555,3
113,0.611111,3.444444,-3.888889,-2.222222,3.444444,3
71,13.055554,40.22222,-18.88889,-6.222222,40.22222,3
110,0.333333,4.444445,-4.666666,-3.666667,4.444445,3
76,7.777778,19.444445,-15.222222,-2.555556,19.444445,3
124,0.277778,2,-2,-2,2,3
85,2.833333,6.777778,-5.888889,-2.222222,6.777778,3
122,1.722222,5.222222,-5.111111,-3.777778,5.222222,3
107,4.666666,14.555555,-11.444445,-6.111111,14.555555,3
124,3.444445,5.888889,-4.666666,-4,5.888889,3
129,0.222222,1.555556,-1.555556,-1.555556,1.555556,3
126,0.722222,20,-17.88889,-8.555555,20,3
99,0.777778,5.555555,-5.777778,-4.777778,5.555555,3
136,1.833333,13.222222,-11.666667,-4,13.222222,3
124,1.222223,24.11111,-21.333334,-7,24.11111,3
81,12.166667,30.555555,-22,-5.666666,30.555555,3
122,7.388889,11.333333,-9.888889,-4.222222,11.333333,3
120,5.666667,12.777778,-10.888889,-6.555555,12.777778,3
121,0.666667,6,-6.888889,-0.888889,6,3
90,1.388889,7.888889,-7.555555,-5.888889,7.888889,3
126,7,17.222223,-15.888889,-5.222222,17.222223,3
122,1.222222,28.333334,-24.444445,-12.111111,28.333334,3
137,0.444444,2.666667,-2.777778,-1.777778,2.666667,3
96,0.944445,8.555555,-8.111111,-6.111111,8.555555,3
133,0.555555,2.777778,-2.888889,-2.555556,2.777778,3
95,1.333333,3.888889,-4.777778,-0.111111,3.888889,3
91,27.277779,52.666668,-17.555555,-7.555555,52.666668,3
125,0.333333,3.111111,-3.444444,-2.444444,3.111111,3
80,4.888889,15.111111,-10.444445,-4.777778,15.111111,3
134,2.666667,11.444445,-11.888889,-3.888889,11.444445,3
145,0.888889,3.555556,-4.222222,-0.222222,3.555556,3
78,14.833332,91.44444,-26.666666,-8.666667,91.44444,3
93,2.666667,11.888889,-10.666667,-4.666666,11.888889,3
143,1.5,9.444445,-9.888889,-5.888889,9.444445,3
79,1.277778,9.222222,-8.555555,-4.555555,9.222222,3
139,2.833333,22.555555,-6.222222,-7.222222,23.88889,3
97,0.388889,5.555555,-6,-4.333334,5.555555,3
98,0.611111,3.555556,-4.444445,-0.111111,3.555556,3
130,0.277778,2.555556,-2.666667,-2.333333,2.555556,3
146,0.055556,0.111111,-0.111111,-0.111111,0.111111,3
125,0.666667,23.666666,-11.888889,-9.888889,25.333334,3
95,2.166667,9,-9.666667,-4,9,3
142,0.111111,0.111111,-0.111111,-0.111111,0.111111,3
120,2.166667,33.11111,-25.555555,-16.555555,33.11111,3
133,0.055556,1.444444,-1.444444,-1.444444,1.444444,3
120,0.333333,3,-2.777778,-2.777778,3,3
134,0.055556,0.111111,-0.111111,-0.111111,0.111111,3
90,5.666666,15.666667,-12.666667,-7.333334,15.666667,3
109,0.888889,8.444445,-8.555555,-3.888889,8.444445,3
82,4.333334,14.555555,-12.444445,-5.777778,14.555555,3
127,0.222222,1.888889,-1.888889,-1.888889,1.888889,3
103,0.666667,5.666666,-6.111111,-4.444445,5.666666,3
131,0.222222,1.555556,-1.555556,-1.555556,1.555556,3
122,3.666667,25.11111,-6,-9.666667,26.444445,3
116,1.277778,29.555555,-20.88889,-11.555555,29.555555,3
115,3.333333,39,-22.777779,-16.11111,39,3
122,0.722222,4.444445,-4.777778,-3.777778,4.444445,3
120,1.388889,25.777779,-16.88889,-9.888889,25.777779,3
120,0.833333,4.444445,-5.111111,-2.444444,4.444445,3
120,3.944444,7.666666,-6.888889,-4.888889,7.666666,3
100,7.277777,13.333333,-10.444445,-5.111111,13.333333,3
120,0.388889,3,-3,-3,3,3
125,0.944445,3.888889,-4,-2.333333,3.888889,3
137,4.277778,9,-7.333334,-4.666666,9,3
96,3.833333,9.777778,-9.333333,-4.333334,9.777778,3
137,0.388889,2,-2,-2,2,3
142,1.888889,7.222222,-6.555555,-3.555556,7.222222,3
64,16.277779,38,-19,-2,38,3
121,0.666667,6,-6.888889,-0.888889,6,3
100,1.555555,9.444445,-9.444445,-5.111111,9.444445,3
102,0.722222,6.333334,-6.666666,-3.666667,6.333334,3
128,2.944445,25.88889,-19.11111,-9.111111,25.88889,3
108,6.388889,14.111111,-10.666667,-5.666666,14.111111,3
125,0.944445,3.888889,-4,-2.333333,3.888889,3
73,0.888889,9.666667,-9.222222,-5.222222,9.666667,3
87,24.388891,79,-26,-8.666667,79,3
109,0.888889,8.444445,-8.555555,-3.888889,8.444445,3
86,9.5,19.88889,-13.888889,-5.555555,19.88889,3
98,0.722222,2.888889,-3.555556,-0.555556,2.888889,3
135,0.388889,2.777778,-2.888889,-2.555556,2.777778,3
98,3.944444,10.444445,-9.555555,-5.222222,10.444445,3
120,2.166667,33.11111,-25.555555,-16.555555,33.11111,3
124,5.333334,12.888889,-10.444445,-5.444445,12.888889,3
132,0.444444,2,-1.888889,-1.888889,2,3
145,4.555555,20.11111,-10.666667,-9.333333,20.11111,3
92,1.888889,12.666667,-12.666667,-3,12.666667,3
115,0.666667,5.666666,-6.444445,-2.444444,5.666666,3
128,2.944444,9.555555,-8.555555,-4.222222,9.555555,3
87,1.555556,5.666666,-5.111111,-3.111111,5.666666,3
144,0.444444,3.444444,-3.444444,-3.444444,3.444444,3
112,0.333333,1.222222,-1.333333,-1,1.222222,3
85,3.277778,14.888889,-13.888889,-6.222222,14.888889,3
76,1.277778,4.666667,-4.666666,-2,4.666667,3
96,2.222222,7.777778,-8,-4.666666,7.777778,3
103,1.777778,6.222222,-5.888889,-1.222222,6.222222,3
95,0.722222,12.555555,-12.444445,-5.777778,12.555555,3
109,1.5,4.777778,-4.888889,-3.555556,4.777778,3
91,0.722222,6.222222,-6.555555,-4.222222,6.222222,3
95,1.222222,7.222222,-7.888889,-3.222222,7.222222,3
91,1.444444,8,-8.111111,-6.111111,8,3
115,0.777778,6.222222,-7.222222,-3.222222,6.222222,3
136,0.333333,1.888889,-1.777778,-1.777778,1.888889,3
134,0.5,3.888889,-5,-1.333333,3.888889,3
83,6.166666,22.666666,-16.11111,-8.777778,22.666666,3
112,1.333333,7.222222,-8.111111,-2.111111,7.222222,3
130,0.555555,5,-5.888889,-1.888889,5,3
116,1.333333,6,-6.333334,-2.666667,6,3
118,0.055556,0.111111,-0.111111,-0.111111,0.111111,3
72,1.277778,9.444445,-8.888889,-5.888889,9.444445,3
124,0.277778,2,-2,-2,2,3
121,1.055556,7.777778,-8.777778,-3.444444,7.777778,3
124,1.166667,2.666667,-2.777778,-1.777778,2.666667,3
145,0.277778,1.444444,-1.555556,-0.222222,1.444444,3
97,0.888889,5.888889,-6.222222,-3.555556,5.888889,3
114,0.833333,4.666667,-5.222222,-3.222222,4.666667,3
91,2.222222,10.666667,-11.222222,-3.888889,10.666667,3
80,1.833333,12.444445,-12.555555,-3.555556,12.444445,3
103,0.666667,5.666666,-6.111111,-4.444445,5.666666,3
106,0.944444,6.111111,-5.888889,-5.222222,6.111111,3
116,1.055556,5.111111,-5.555555,-3.222222,5.111111,3
143,0.277778,1.222222,-1.222222,-1.222222,1.222222,3
130,0.555555,3.333333,-3.777778,-2.111111,3.333333,3
138,1.277778,9.333334,-9.555555,-2.888889,9.333334,3
115,2,22.88889,-19,-5.333334,22.88889,3
94,0.444445,6,-6.444445,-4.777778,6,3
111,0.611111,4,-4,-4,4,3
108,1.277778,3.333333,-3.888889,-0.555556,3.333333,3
137,0.277778,2.222222,-2.333333,-2,2.222222,3
127,0.777778,5.555555,-6.555555,-1.888889,5.555555,3
68,27.944443,60.11111,-25.88889,-12.888889,60.11111,3
88,1.5,7.666666,-7.888889,-5.222222,7.666666,3
89,0.777778,6.444445,-6.555555,-5.888889,6.444445,3
106,1.833333,7.888889,-8,-4.666666,7.888889,3
123,1.055556,3.666667,-3.777778,-2.777778,3.666667,3
73,1.5,10.666667,-10.444445,-4.111111,10.666667,3
126,0.666667,3.666667,-4.222222,-2.555556,3.666667,3
79,16.277779,45.77778,-25.333334,-13.666667,45.77778,3
91,18.944445,52.666668,-20.777779,-8.777778,52.666668,3
132,1.055556,4.222222,-3.888889,-2.888889,4.222222,3
73,8.222222,70.111115,-43.666668,-26.666666,70.111115,3
123,0.166667,2,-2.111111,-1.777778,2,3
105,10.722224,52.666668,-21.222221,-8.222222,52.666668,3
107,4.555556,13,-10.222222,-4.888889,13,3
138,0.444445,0.666667,-0.555556,-0.555556,0.666667,3
139,0.166667,1.333333,-1.333333,-1.333333,1.333333,3
121,0.277778,3.333333,-3.444444,-3.111111,3.333333,3
108,25.5,61.11111,-24.11111,-9.777778,61.11111,3
87,11.166667,23.444445,-14.666667,-4.333334,23.444445,3
120,0.444444,4,-4.333334,-3.333333,4,3
134,1.111111,15.888889,-15.111111,-6.444445,15.888889,3
138,0.222222,0.666667,-0.777778,-0.444444,0.666667,3
127,1.166667,30.11111,-25.777779,-11.777778,30.11111,3
125,2.166667,30.666666,-22.333334,-14,30.666666,3
69,3.611111,16,-12.555555,-2.222222,16,3
107,1.111111,4.555555,-4.666666,-3.666667,4.555555,3
138,0.888889,3.777778,-4.222222,-2.888889,3.777778,3
99,1.611111,9,-9.111111,-5.444445,9,3
70,9.444444,26.666666,-14.444445,-2.444444,26.666666,3
81,24.33333,51.77778,-23,-4.666666,51.77778,3
91,0.666667,8,-7.666666,-5.333334,8,3
113,0.388889,2.777778,-2.888889,-2.555556,2.777778,3
146,0,0,0,0,0,3
129,0.5,1.555556,-1.555556,-1.555556,1.555556,3
110,0.333333,4.444445,-4.666666,-3.666667,4.444445,3
91,1.611111,8.111112,-9,-3.666667,8.111112,3
98,1.222222,9.222222,-10.333333,-3.333333,9.222222,3
115,1.166667,4.666667,-5,-3.333333,4.666667,3
123,0.333333,3.777778,-4.111111,-3.111111,3.777778,3
136,6.722223,25.333334,-19.555555,-9.888889,25.333334,3
133,0.222222,2.222222,-2.222222,-2.222222,2.222222,3
81,1.5,47.22222,-11.111111,-15.777778,47.22222,4
122,0.833333,47.555557,-10.333333,-14.666667,47.555557,4
81,0.444443,74.44444,-22.666666,-22.333334,74.44444,4
36,0.944443,84.77778,-29.444445,-25.777779,84.77778,4
125,6.388889,55,-18,-17.333334,55,4
123,1.722221,68.55556,-14.777778,-18.444445,68.55556,4
32,3.944445,72.77778,-23.444445,-25.777779,72.77778,4
159,2.277778,22.333334,-0.555556,-4.888889,22.333334,4
85,9.277779,59.555557,-12.444445,-18.777779,59.555557,4
48,0.722222,49.88889,-9.888889,-13.555555,49.88889,4
79,0.444445,53.88889,-8.777778,-15.444445,53.88889,4
110,18.444445,60.444443,-13.666667,-15.666667,60.444443,4
123,0.888888,26.333334,-10.888889,-10.222222,26.333334,4
78,0.666665,88.44444,-30.222221,-25.88889,88.44444,4
62,0.888891,84.66667,-28,-25.666666,84.66667,4
158,1.888889,11.777778,-3.777778,-6.444445,11.777778,4
107,1.555555,64.44444,-13.666667,-17.666666,64.44444,4
117,1.222222,39,-11.444445,-11.777778,39,4
130,2.333333,31.88889,-16.777779,-14.777778,31.88889,4
105,1.888889,56.333332,-13.555555,-18.222221,56.333332,4
123,1.555555,64.111115,-14.444445,-19.444445,64.111115,4
65,1.388887,64.44444,-12.111111,-11.111111,64.44444,4
81,1.222221,51.555557,-10.444445,-15.444445,51.555557,4
97,2.722222,54.11111,-5.444445,-13.444445,54.11111,4
117,0.777779,58.444443,-19,-18.666666,58.444443,4
90,7.38889,79.77778,-22.555555,-21.222221,79.77778,4
120,3.5,47.77778,-11.666667,-13.666667,47.77778,4
83,1.666667,58.666668,-11.333333,-16.333334,58.666668,4
98,7.000001,37.11111,-11.666667,-13.333333,37.11111,4
75,1.555556,48.22222,-11.777778,-13.777778,48.22222,4
35,0.722223,85.333336,-23,-24.666666,85.333336,4
101,9.611111,39.444443,-11.888889,-12.888889,39.444443,4
133,2.388889,46.333332,-14.333333,-14.333333,46.333332,4
103,2.444445,73.44444,-15.777778,-20.777779,73.44444,4
80,2.166665,72.111115,-21.333334,-20,72.111115,4
89,5.222222,36.88889,-11.111111,-12.777778,36.88889,4
122,1.5,44,-10.555555,-12.888889,44,4
121,2.166667,40.555557,-11.111111,-13.444445,40.555557,4
139,5.5,78.77778,-20.333334,-22,78.77778,4
148,2.055556,41.555557,-22.88889,-14.555555,41.555557,4
106,4.055556,45.77778,-10.777778,-13.444445,45.77778,4
157,5.833333,30,-13.666667,-12,30,4
79,2.722223,49.666668,-10.222222,-14.555555,49.666668,4
22,1.111111,62.88889,-20.666666,-19,62.88889,4
24,1.777778,61.22222,-20.555555,-15.555555,61.22222,4
125,1,51.77778,-11.111111,-15.777778,51.77778,4
133,4.388889,25.777779,-4.666666,-8.333333,25.777779,4
147,4.055555,38.666668,-19.222221,-14.888889,38.666668,4
148,2.055556,41.555557,-22.88889,-14.555555,41.555557,4
121,2.055557,68.66667,-21.555555,-19.555555,68.66667,4
70,2.222223,44.444443,-9.222222,-13.888889,44.444443,4
