@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
33,121.22222,-33.666668,-14,141.77779,0.191215,2
81,80.888885,-44.88889,-33.88889,118.44444,0.347902,2
82,100.77778,-40.88889,-17.222221,125.888885,0.262093,2
41,133.55556,-19.444445,-10.777778,147.22223,0.112421,2
67,100.55556,-41.88889,-16.555555,125.55556,0.26644,2
21,126.44444,-28.11111,-11.111111,143.22223,0.15668,2
14,112.666664,-38.333332,-13,134.11111,0.222856,2
66,85.888885,-43.333332,-27.666666,118.77778,0.320664,2
41,105.111115,-43.77778,-13.777778,128.88889,0.262046,2
80,87.22222,-41.666668,-27.333334,119.333336,0.309059,2
32,121.333336,-33.333332,-14.666667,142.22223,0.190625,2
79,102.77778,-41.555557,-14.888889,126.55556,0.258079,2
54,108.77778,-23,-24,132.44444,0.181149,2
71,121.44444,-31.222221,-13.555555,140.88889,0.179672,2
101,131.11111,-25.444445,-11.444445,147.22223,0.141107,2
40,106.888885,-43.444443,-11.444445,129,0.254051,2
57,116.666664,-33,-17,139,0.198924,2
47,131.11111,-22,-11,145.77777,0.125709,2
11,142.55556,-19.666666,-2.666667,150.88889,0.092773,2
21,126.333336,-27.555555,-10.555555,142.55556,0.153497,2
29,123.666664,-28.444445,-14.444445,142.77777,0.166484,2
99,83.22222,-43.22222,-30.555555,118,0.330418,2
29,123.22222,-27.666666,-15.666667,142.88889,0.165616,2
68,101.55556,-39.444443,-17.444445,126.333336,0.25416,2
14,108.55556,-41.22222,-12.555555,130.66667,0.242294,2
64,103.77778,-37.333332,-15,126.22222,0.236797,2
17,126.22222,-28.555555,-12.222222,143.88889,0.160604,2
37,86.55556,-47.444443,-28.11111,121.111115,0.338487,2
72,120.77778,-30.666666,-14.333333,140.55556,0.17933,2
96,80.77778,-44.444443,-30.11111,115.666664,0.342938,2
16,105.22222,-38.11111,-19.777779,131.11111,0.244021,2
52,104.666664,-31.88889,-20.88889,129.22223,0.218379,2
43,99.111115,-39.11111,-24.11111,128.22223,0.266023,2
81,101,-42.11111,-14.777778,124.888885,0.26422,2
19,109.44444,-39.77778,-14.444445,132.33334,0.236733,2
73,120.55556,-30.222221,-14.888889,140.55556,0.178636,2
57,92.888885,-42.666668,-22.666666,122.22222,0.294515,2
25,94.888885,-43.555557,-26.222221,126.888885,0.297528,2
21,122.55556,-35.444443,-12.777778,142.88889,0.195127,2
18,108.666664,-44.666668,-10.333333,130.44444,0.254668,2
57,120.22222,-31.444445,-13.444445,139.66667,0.182073,2
90,105.333336,-22.333334,-23.333334,128.33334,0.181789,2
53,119.77778,-33.333332,-11,138.22223,0.187217,2
46,99.77778,-40.88889,-23.222221,128.88889,0.271501,2
19,135.33334,-18.666666,-7.333334,146.44444,0.101515,2
46,119.888885,-35.333332,-14,141,0.200124,2
32,113.111115,-38.666668,-11,133.33334,0.220748,2
16,95,-44.88889,-22.555555,125,0.299601,2
63,114.666664,-35.333332,-16.666666,137.55556,0.211484,2
13,140,-20.11111,-4.777778,149.88889,0.100091,2
11,139.44444,-19.333334,-6.333334,150.11111,0.099836,2
54,105,-36.333332,-15,127.111115,0.229674,2
15,137.44444,-19.222221,-8.555555,149.55556,0.104639,2
57,119.44444,-33.77778,-14.444445,140.33334,0.194754,2
71,79.111115,-49.11111,-30.11111,115.55556,0.370097,2
15,125.44444,-32.77778,-11.444445,144,0.17818,2
41,108,-39.333332,-12.333333,129.33334,0.234493,2
59,121.44444,-28.777779,-14.111111,140.44444,0.170091,2
42,131.33334,-21.555555,-11.888889,146.44444,0.125137,2
66,116.888885,-34.666668,-17,139.77779,0.205803,2
57,83,-49.444443,-29.777779,119.333336,0.359343,2
36,131.22223,-20.222221,-12.222222,146.11111,0.12003,2
18,108.888885,-34.333332,-14.666667,130.11111,0.213257,2
28,107.666664,-45.444443,-11.777778,130.66667,0.261838,2
97,131.11111,-23.444445,-9.777778,145.44444,0.12985,2
53,104.888885,-26.444445,-24.777779,130.22223,0.200484,2
54,129.88889,-20.333334,-13.333333,145.55556,0.124312,2
41,115.333336,-33.77778,-18.444445,138.88889,0.206392,2
48,107.44444,-25,-25,132.44444,0.197114,2
51,117.44444,-36.88889,-16.555555,140.77779,0.213813,2
49,114.666664,-37.77778,-18.11111,139.33334,0.223879,2
50,116.55556,-36.555557,-16.555555,139.77779,0.213809,2
20,120.44444,-33,-13.666667,140.55556,0.188892,2
25,123.888885,-30.666666,-12.333333,142.33334,0.172504,2
27,133.44444,-14.888889,-12.222222,146.55556,0.098472,2
19,122.111115,-33.666668,-13.666667,142.44444,0.189527,2
90,106,-22.777779,-22.444445,128.55556,0.179697,2
28,102.44444,-37.77778,-24.11111,131.11111,0.253299,2
65,88.111115,-43.666668,-27.666666,121.111115,0.316474,2
25,121.55556,-35.11111,-13.444445,142.22223,0.196093,2
19,126.111115,-26.777779,-11.444445,142.66667,0.151812,2
83,80.44444,-48.22222,-30.555555,116.888885,0.362062,2
36,94.333336,-40.444443,-26.11111,125.22222,0.284654,2
51,104,-40.555557,-14.222222,127,0.250137,2
59,116.888885,-37.444443,-14.444445,139,0.214204,2
33,119.55556,-34,-15,140.88889,0.196297,2
21,122.55556,-33.22222,-14.222222,143.11111,0.187853,2
18,108.666664,-44.666668,-10.333333,130.44444,0.254668,2
81,104.22222,-21.777779,-26.11111,128.88889,0.19308,2
91,98.666664,-37,-18.666666,123.44444,0.250204,2
51,118.888885,-34.22222,-12.888889,138.88889,0.1952,2
25,93.77778,-43.444443,-26.11111,125.666664,0.299583,2
58,117.111115,-35.666668,-14.666667,138.77779,0.206503,2
55,95.111115,-39.22222,-23.88889,124.111115,0.274795,2
40,118.333336,-31.333334,-16.333334,139.66667,0.188503,2
59,116.77778,-34.444443,-15.777778,138.77779,0.203326,2
44,98.22222,-39,-23.333334,126.77778,0.266391,2
94,85.77778,-43.22222,-28.555555,119.22222,0.321505,2
24,123.55556,-29.88889,-12.222222,141.66667,0.169397,2
49,122.111115,-31.222221,-15.888889,143.11111,0.182398,2
42,133.33334,-19.88889,-11.222222,147.44444,0.115302,2
107,130,-23.666666,-11,145.22223,0.13383,2
33,106.333336,-41.444443,-12.777778,128.66667,0.247776,2
57,119.44444,-34,-12.333333,139,0.192488,2
13,137.33334,-17.777779,-8.777778,149.11111,0.09906,2
40,106.888885,-43.444443,-11.444445,129,0.254051,2
44,118.888885,-31.777779,-11.111111,136.88889,0.181821,2
30,108.44444,-40.88889,-13.555555,131.11111,0.242337,2
47,99.333336,-41.666668,-23.333334,128.77779,0.275957,2
66,107,-22,-21.666666,128.77779,0.174128,2
49,118.55556,-32.77778,-16.444445,140.44444,0.194622,2
74,93.22222,-38.22222,-25.88889,123.22222,0.276784,2
94,105.111115,-18.88889,-24.222221,127.55556,0.176789,2
31,121.888885,-33.88889,-14.888889,143.11111,0.192456,2
20,121.666664,-32.666668,-14.666667,142.33334,0.187293,2
61,103.77778,-41.88889,-15.888889,128.33334,0.258869,2
40,118.888885,-30.555555,-17.222221,140.55556,0.185749,2
71,116.77778,-32.22222,-16.222221,138.33334,0.194316,2
12,114.55556,-35.444443,-13.444445,135.33334,0.207675,2
64,103.77778,-37.333332,-15,126.22222,0.236797,2
58,119,-31.333334,-12,137.44444,0.180972,2
22,133.88889,-14.888889,-12.222222,147,0.095184,2
79,102.77778,-41.555557,-14.888889,126.55556,0.258079,2
18,134.33334,-19.333334,-10.666667,147.88889,0.111218,2
38,108.55556,-39.11111,-14.777778,131.44444,0.23576,2
27,117.77778,-33.333332,-14.666667,138.66667,0.195416,2
95,2.444444,-7.888889,-3.222222,7.222222,0.88955,3
100,2.888889,-9.444445,-5.111111,9.444445,0.876332,3
133,0,0,0,0,0,3
114,0.777778,-5.222222,-3.222222,4.666667,0.984127,3
119,0.111111,-4.333334,-4,4.222222,1,3
108,1.666667,-3.888889,-0.555556,3.333333,0.875926,3
138,0.555556,-3.111111,-1.777778,2.777778,0.977778,3
122,0.333333,-4.777778,-3.777778,4.444445,1,3
75,33.666668,-24.777779,-13.111111,50.666668,0.464912,3
93,5.222222,-10.666667,-4.666666,11.888889,0.760191,3
85,1.444444,-4,-1,3.444444,0.912963,3
76,1.777778,-4.666666,-2,4.666667,0.872222,3
137,0.555556,-2.777778,-1.777778,2.666667,0.95,3
111,0.333333,-3.888889,-2.888889,3.555556,1,3
122,0.444444,-1.666667,-0.333333,1.222222,0.555556,3
123,0.222222,-3.555556,-2.888889,3.333333,1,3
122,16.666668,-6,-9.666667,26.444445,0.402492,3
136,6.666666,-11.666667,-4,13.222222,0.695088,3
122,12.111111,-24.444445,-12.111111,28.333334,0.718221,3
135,0.111111,-2.888889,-2.555556,2.777778,1,3
145,10.333334,-10.666667,-9.333333,20.11111,0.532728,3
126,0.555556,-4.222222,-2.555556,3.666667,1,3
109,0.777778,-4.888889,-3.555556,4.777778,0.969136,3
81,41,-23,-4.666666,51.77778,0.366946,3
105,40.11111,-21.222221,-8.222222,52.666668,0.37578,3
128,3.888889,-8.555555,-4.222222,9.555555,0.804724,3
66,37.77778,-22.666666,-6.333334,49.555557,0.350169,3
90,6.555555,-12.666667,-7.333334,15.666667,0.762919,3
117,0.222222,-3.333333,-3.333333,3.555556,0.968254,3
81,10.888889,-14.444445,-4.777778,18.88889,0.628156,3
96,3.777778,-9.333333,-4.333334,9.777778,0.824784,3
129,0,-1.555556,-1.555556,1.555556,0.777778,3
104,17.555555,-11.222222,-3.222222,23.444445,0.607613,3
144,0,-2.888889,-2.888889,2.888889,1,3
108,6.777778,-10.666667,-5.666666,14.111111,0.705482,3
134,6.555555,-15.111111,-6.444445,15.888889,0.772831,3
83,3.555556,-6.444445,-0.444444,6,0.740476,3
111,0,-4,-4,4,1,3
120,4.777778,-10.888889,-6.555555,12.777778,0.822893,3
102,1.888889,-8.444445,-4.444445,7.666666,0.940741,3
127,13.666667,-25.777779,-11.777778,30.11111,0.701476,3
99,2.333334,-9.111111,-5.444445,9,0.9109,3
138,4.222222,-9.555555,-2.888889,9.333334,0.790011,3
141,1.666667,-8.444445,-4.777778,7.666666,0.953086,3
82,6.555555,-12.444445,-5.777778,14.555555,0.742819,3
123,0.333333,-4.111111,-3.111111,3.777778,1,3
124,12.333333,-21.333334,-7,24.11111,0.691123,3
116,2.111111,-6.333334,-2.666667,6,0.875529,3
136,0.222222,-3,-2.666667,3,0.986111,3
138,14.888889,-19.88889,-4.888889,24.777779,0.60922,3
132,0.111111,-1.888889,-1.888889,2,0.981482,3
103,0.666667,-6.111111,-4.444445,5.666666,0.987654,3
110,0.444444,-4.666666,-3.666667,4.444445,0.977778,3
132,1,-3.888889,-2.888889,4.222222,0.676888,3
143,0,-1.222222,-1.222222,1.222222,0.777778,3
101,9.222222,-13.222222,-2.888889,15.555555,0.700087,3
91,1.888889,-7.666666,-5.333334,8,0.867813,3
121,3.111111,-6.888889,-0.888889,6,0.843518,3
139,0.222222,-2,-1.333333,1.777778,1,3
120,1.111111,-5.111111,-2.444444,4.444445,0.962963,3
71,29.777779,-18.88889,-6.222222,40.22222,0.395671,3
117,0.111111,-3.222222,-2.888889,3.111111,1,3
122,0,-1,-1,1,1,3
145,0.777778,-1.555556,-0.222222,1.444444,0.251852,3
98,2,-4.444445,-0.111111,3.555556,0.883333,3
69,22.88889,-13.777778,-2.777778,29.333334,0.508994,3
112,0,-0.444444,-0.444444,0.444444,0.222222,3
124,1.888889,-5.444445,-2.777778,5.555555,0.836773,3
144,0,-3.444444,-3.444444,3.444444,1,3
108,46.555557,-24.11111,-9.777778,61.11111,0.358975,3
107,6.666666,-11.444445,-6.111111,14.555555,0.697226,3
90,1,-6.777778,-5.444445,6.888889,0.926146,3
115,0.777778,-5,-3.333333,4.666667,0.962963,3
77,3.555556,-11.333333,-4.333334,10.222222,0.891608,3
107,9,-6.555555,-1.555556,12.222222,0.674956,3
144,0,-3,-3,3,1,3
99,0.444444,-5.777778,-4.777778,5.555555,0.986111,3
95,1.222222,-7.111111,-5.777778,7.444445,0.919597,3
125,1,-4,-2.333333,3.888889,0.923809,3
124,0.555556,-2.777778,-1.777778,2.666667,0.953704,3
105,2.444444,-7.444445,-5.111111,8.333334,0.886048,3
106,0,-1.666667,-1.666667,1.666667,1,3
136,0,0,0,0,0,3
115,20.666668,-22.777779,-16.11111,39,0.523538,3
115,1.666667,-7.222222,-3.222222,6.222222,0.954365,3
91,1.222222,-8.111111,-6.111111,8,0.944811,3
86,11.555555,-13.888889,-5.555555,19.88889,0.630945,3
95,3.888889,-8.888889,-3.888889,9.444445,0.794108,3
123,0.111111,-2.111111,-1.777778,2,1,3
92,10.555555,-11.666667,-6.333334,18.666668,0.564898,3
91,4.333334,-11.222222,-3.888889,10.666667,0.829748,3
98,3.555556,-10.333333,-3.333333,9.222222,0.89084,3
92,6.444445,-12.666667,-3,12.666667,0.759012,3
130,1.777778,-5.888889,-1.888889,5,0.931217,3
87,1.888889,-5.111111,-3.111111,5.666666,0.862771,3
120,0.333333,-4.222222,-3.555556,4.111111,0.984127,3
69,10.333334,-12.555555,-2.222222,16,0.604281,3
113,0.111111,-2.888889,-2.555556,2.777778,1,3
145,0.777778,-1.555556,-0.222222,1.444444,0.251852,3
76,12.666667,-15.222222,-2.555556,19.444445,0.637421,3
133,0,-1.444444,-1.444444,1.444444,1,3
102,2.666667,-9.111111,-4.111111,8.444445,0.891218,3
123,0.555556,-3.777778,-2.777778,3.666667,0.961905,3
102,1.666667,-6.666666,-3.666667,6.333334,0.899735,3
142,0,-0.111111,-0.111111,0.111111,0.111111,3
68,42.88889,-25.88889,-12.888889,60.11111,0.413033,3
110,13.444445,-24,-11.333333,29,0.680787,3
80,8.444445,-10.444445,-4.777778,15.111111,0.597765,3
108,46.555557,-24.11111,-9.777778,61.11111,0.358975,3
117,0,0,0,0,0,3
91,2.666667,-9,-3.666667,8.111112,0.911448,3
87,64.55556,-26,-8.666667,79,0.306281,3
72,2.555556,-8.888889,-5.888889,9.444445,0.84169,3
127,3.333333,-7.444445,-1.444444,6.777778,0.827249,3
124,0,-2,-2,2,1,3
129,0,-1.555556,-1.555556,1.555556,1,3
120,13.555555,-16.88889,-9.888889,25.777779,0.562158,3
91,1.222222,-8.111111,-6.111111,8,0.944811,3
126,1.777778,-7.222222,-3.555556,6.555555,0.935706,3
89,0.333333,-6.555555,-5.888889,6.444445,0.986111,3
113,0.666667,-3.888889,-2.222222,3.444444,0.981482,3
118,0.111111,-2.111111,-1.777778,2,1,3
143,2.222222,-9.888889,-5.888889,9.444445,0.915376,3
79,28.222221,-25.333334,-13.666667,45.77778,0.489062,3
106,2.111111,-8,-4.666666,7.888889,0.903571,3
98,0.111111,-4.222222,-3.888889,4.111111,1,3
124,1.666667,-4.666666,-4,5.888889,0.895369,3
124,1.222222,-6.888889,-3.888889,6.111111,0.973765,3
135,0,-0.666667,-0.666667,0.666667,0.333333,3
109,10.555555,-18.88889,-8.222222,22.333334,0.694627,3
77,6.777778,-13.444445,-2.777778,13.111111,0.762049,3
110,0.444444,-4.666666,-3.666667,4.444445,0.977778,3
126,8.333334,-17.88889,-8.555555,20,0.739265,3
129,0,-1.555556,-1.555556,1.555556,1,3
138,0.111111,-0.555556,-0.555556,0.666667,0.092593,3
122,5.222222,-9.888889,-4.222222,11.333333,0.809331,3
136,0.111111,-1.777778,-1.777778,1.888889,0.962963,3
100,3.888889,-9.888889,-6.555555,11.555555,0.773815,3
96,1.777778,-8.111111,-6.111111,8.555555,0.872222,3
120,0.555556,-3.666667,-2.333333,3.333333,0.984127,3
120,13.555555,-25.555555,-16.555555,33.11111,0.681266,3
107,1,-5.666666,-3.666667,5.333334,0.94709,3
116,1.111111,-5.555555,-3.222222,5.111111,0.96142,3
124,5.777778,-10.444445,-5.444445,12.888889,0.772152,3
80,66.44444,-25.333334,-7,79.55556,0.289624,3
90,5.666666,-6.333334,3,6.222222,0.665344,3
142,0.222222,-1.333333,-1,1.333333,0.416667,3
137,0,-0.666667,-0.666667,0.666667,0.666667,3
121,2.555556,-8.777778,-3.444444,7.777778,0.907407,3
98,1.333333,-3.555556,-0.555556,2.888889,0.916667,3
70,18.222221,-14.777778,-1.111111,23.88889,0.476884,3
144,0,-3.444444,-3.444444,3.444444,1,3
130,0.666667,-3.777778,-2.111111,3.333333,0.977778,3
147,6.777778,-3.777778,-2.777778,9.888889,0.349471,3
133,0,0,0,0,0,3
127,11.777778,-16.444445,-13.777778,26.444445,0.601444,3
84,3.111111,-9,-4.333334,9,0.847729,3
88,4.111111,-11.111111,-3.444444,10.111111,0.851379,3
102,12.777778,-12.777778,-4.777778,20.222221,0.575126,3
135,0.111111,-2.222222,-1.888889,2.111111,0.888889,3
125,0.222222,-4.111111,-3.444444,3.888889,1,3
107,0.555556,-4.666666,-3.666667,4.555555,0.981482,3
119,15.888889,-25.11111,-14.111111,33.666668,0.635624,3
142,2.666667,-6.555555,-3.555556,7.222222,0.81358,3
120,2.111111,-6.888889,-4.888889,7.666666,0.893054,3
122,1,-5.111111,-3.777778,5.222222,0.960317,3
73,4.444445,-10.444445,-4.111111,10.666667,0.78993,3
140,7.222222,-13.666667,-3.333333,14,0.73447,3
119,4.222222,-6.777778,-0.444444,6.777778,0.732926,3
100,6.444445,-10.444445,-5.111111,13.333333,0.738034,3
109,3,-8.555555,-3.888889,8.444445,0.864482,3
137,0.111111,-2.333333,-2,2.222222,1,3
91,1.222222,-6.555555,-4.222222,6.222222,0.939815,3
109,3,-8.555555,-3.888889,8.444445,0.864482,3
146,0,0,0,0,0,3
123,0.444444,-2.888889,-1.888889,2.666667,0.981482,3
91,4.222222,-11.444445,-6.111111,12.111111,0.823021,3
139,15.666667,-6.222222,-7.222222,23.88889,0.386612,3
91,39.88889,-20.777779,-8.777778,52.666668,0.398824,3
97,1.444444,-6.222222,-3.555556,5.888889,0.915344,3
75,52.11111,-22.666666,-8.666667,65.44444,0.297802,3
138,0.111111,-0.777778,-0.444444,0.666667,0.333333,3
124,1.222222,-6.888889,-3.888889,6.111111,0.973765,3
118,0,-0.111111,-0.111111,0.111111,0.111111,3
139,15.666667,-6.222222,-7.222222,23.88889,0.386612,3
128,0,-2.222222,-2.222222,2.222222,1,3
133,0.111111,-2.888889,-2.555556,2.777778,1,3
115,13,-19,-5.333334,22.88889,0.618328,3
131,0.222222,-1.555556,-1.555556,1.777778,0.407407,3
125,13.888889,-22.333334,-14,30.666666,0.638455,3
129,0,-1.555556,-1.555556,1.555556,0.777778,3
124,1.666667,-4.666666,-4,5.888889,0.895369,3
127,2.111111,-6.555555,-1.888889,5.555555,0.915344,3
112,3.111111,-8.111111,-2.111111,7.222222,0.867665,3
134,4.888889,-11.888889,-3.888889,11.444445,0.833935,3
121,11.888889,-16.222221,-9.222222,23.444445,0.596422,3
122,15.111111,-17.777779,-15.111111,31.11111,0.54583,3
70,20.222221,-14.444445,-2.444444,26.666666,0.415836,3
90,1,-6.777778,-5.444445,6.888889,0.926146,3
125,0.333333,-3.444444,-2.444444,3.111111,1,3
80,5.888889,-12.555555,-3.555556,12.444445,0.775282,3
96,2,-8,-4.666666,7.777778,0.910065,3
121,13.555555,-25,-11,29.222221,0.696178,3
141,11.555555,-14.333333,-3.333333,18.555555,0.585775,3
124,0,-2,-2,2,1,3
90,1.444444,-7.555555,-5.888889,7.888889,0.904321,3
125,2.444444,-7.111111,-4.444445,7.777778,0.853199,3
125,2.444444,-7.111111,-4.444445,7.777778,0.853199,3
137,0,-2,-2,2,1,3
136,12.222222,-19.555555,-9.888889,25.333334,0.660813,3
120,0.222222,-2.777778,-2.777778,3,1,3
121,3.111111,-6.888889,-0.888889,6,0.843518,3
88,1.555556,-7.888889,-5.222222,7.666666,0.929574,3
103,0.666667,-6.111111,-4.444445,5.666666,0.987654,3
124,0.222222,-2.666667,-2,2.444444,1,3
145,2,-4.222222,-0.222222,3.555556,0.457672,3
102,42,-19.777779,-6.111111,52.666668,0.397892,3
133,0,-2.222222,-2.222222,2.222222,1,3
114,23.88889,-34.444443,-17.777779,47.22222,0.629245,3
89,0.333333,-6.555555,-5.888889,6.444445,0.986111,3
95,2.222222,-4.777778,-0.111111,3.888889,0.874074,3
82,4.777778,-11.444445,-2.444444,10.222222,0.843607,3
111,14.333333,-25.11111,-11.111111,30.11111,0.679513,3
94,0.666667,-6.444445,-4.777778,6,0.986111,3
97,0.666667,-6,-4.333334,5.555555,0.984127,3
76,7.666666,-13.444445,-1.777778,13.333333,0.723011,3
99,0.444444,-5.777778,-4.777778,5.555555,0.986111,3
116,2.222222,-6.777778,-1.777778,5.666666,0.912698,3
134,0,-0.111111,-0.111111,0.111111,0.111111,3
107,18.666668,-28.666666,-11.666667,36,0.638541,3
95,8.333334,-14.222222,-3.555556,15.444445,0.698902,3
143,2.222222,-9.888889,-5.888889,9.444445,0.915376,3
120,13.555555,-25.555555,-16.555555,33.11111,0.681266,3
116,14.888889,-20.88889,-11.555555,29.555555,0.596104,3
88,6.444445,-12.666667,-4,13.333333,0.754703,3
91,41.77778,-17.555555,-7.555555,52.666668,0.348885,3
131,0,-1.555556,-1.555556,1.555556,1,3
137,3.444444,-7.333334,-4.666666,9,0.837478,3
146,0,-0.111111,-0.111111,0.111111,0.111111,3
112,0.111111,-1.333333,-1,1.222222,0.666667,3
106,1.333333,-5.555555,-2.555556,4.888889,0.95172,3
64,30.333334,-19,-2,38,0.400746,3
114,0.555556,-2.888889,-3.555556,3.888889,0.881481,3
79,3.888889,-10.888889,-4.555555,10.555555,0.842452,3
94,6.666666,-8,2.333333,7.777778,0.609788,3
120,0,-3,-3,3,1,3
139,0,-1.333333,-1.333333,1.333333,0.777778,3
125,13.111111,-11.888889,-9.888889,25.333334,0.56104,3
113,22.333334,-32.333332,-16.666666,44.22222,0.622071,3
115,1.888889,-6.444445,-2.444444,5.666666,0.917989,3
118,0.222222,-2.777778,-2.111111,2.555556,1,3
126,8.444445,-15.888889,-5.222222,17.222223,0.736431,3
90,5.111111,-7.333334,0.333333,7.333334,0.725289,3
120,0.333333,-4.333334,-3.333333,4,1,3
103,3.444444,-5.888889,-1.222222,6.222222,0.799074,3
98,3.777778,-9.555555,-5.222222,10.444445,0.872146,3
132,0,-1.111111,-1.111111,1.111111,0.888889,3
123,0.333333,-4.555555,-3.555556,4.222222,1,3
83,21.555555,-10.555555,-5.222222,28.555555,0.504161,3
121,0.111111,-3.444444,-3.111111,3.333333,1,3
138,0.444444,-4.222222,-2.888889,3.777778,1,3
127,0,-1.888889,-1.888889,1.888889,1,3
130,0.111111,-2.666667,-2.333333,2.555556,1,3
106,0.666667,-5.888889,-5.222222,6.111111,0.940476,3
78,76.77778,-26.666666,-8.666667,91.44444,0.269733,3
83,11.444445,-16.11111,-8.777778,22.666666,0.664785,3
96,2.333334,-8.333333,-4.333334,8,0.909236,3
137,0,-0.777778,-0.777778,0.777778,0.777778,3
125,1,-4,-2.333333,3.888889,0.923809,3
85,2.666667,-8.888889,-4.888889,8.888889,0.885825,3
136,15.666667,-7.666666,-11.333333,26.666666,0.425293,3
87,1.888889,-5.111111,-3.111111,5.666666,0.862771,3
89,8.555555,-14.111111,-5.777778,17.11111,0.686685,3
93,1.222222,-7.333334,-5.333334,7.222222,0.93567,3
141,0.888889,-4.333334,-2,3.666667,0.977778,3
122,0.444444,-1.666667,-0.333333,1.222222,0.555556,3
115,6.222222,-12,-4,12.888889,0.767235,3
87,15.666667,-14.666667,-4.333334,23.444445,0.652043,3
102,1.666667,-6.666666,-3.666667,6.333334,0.899735,3
138,0,-2.333333,-2.333333,2.333334,1,3
95,3.111111,-9.666667,-4,9,0.874917,3
99,2.333334,-9.111111,-5.444445,9,0.9109,3
99,5.222222,-9.888889,-4.555555,11.555555,0.711898,3
96,4.333334,-10.888889,-5.888889,11.888889,0.778863,3
79,3.333333,-8.555555,-4.555555,9.222222,0.791667,3
107,6.333334,-10.222222,-4.888889,13,0.730592,3
85,6.111111,-13.888889,-6.222222,14.888889,0.774121,3
134,1.333333,-5,-1.333333,3.888889,0.977778,3
95,3.666667,-10.888889,-2.888889,9.222222,0.907099,3
73,3.111111,-9.222222,-5.222222,9.666667,0.822507,3
85,3.333333,-5.888889,-2.222222,6.777778,0.762963,3
81,19.444445,-22,-5.666666,30.555555,0.595282,3
81,2,-7.444445,-4.444445,7.444445,0.881217,3
95,4.555555,-12.444445,-5.777778,12.555555,0.816909,3
120,2.888889,-7.222222,-1.888889,6.555555,0.839947,3
73,37.77778,-43.666668,-26.666666,70.111115,0.549032,3
128,13.444445,-19.11111,-9.111111,25.88889,0.613385,3
68,34.666668,-1.222222,-9.888889,41.666668,0.167908,4
53,35.77778,-10.666667,-14,48.666668,0.264564,4
118,30.555555,-10.666667,-11.333333,41.666668,0.293949,4
49,34.333336,-7.111111,-11.111111,44.11111,0.221187,4
80,34.555557,-10.111111,-15.444445,48.22222,0.282964,4
17,62.555557,-24.222221,-23.88889,86.55556,0.286238,4
105,39.666668,-13.555555,-18.222221,56.333332,0.295992,4
42,31.777779,-14,-17,47.77778,0.334662,4
147,22.444445,-20,-14.333333,38.666668,0.468165,4
125,37.555557,-11.111111,-15.777778,51.77778,0.270638,4
85,42.666668,-19.333334,-18.666666,61.555557,0.315228,4
20,31.666666,-10.444445,-11.444445,42.77778,0.261958,4
157,19.222221,-14.777778,-11.777778,32,0.430239,4
89,26.777779,-13.111111,-14.777778,41,0.351273,4
131,30.666666,-15.111111,-15.111111,45.77778,0.338619,4
146,8.111112,-7.777778,-7.444445,15.666667,0.487864,4
73,42.11111,-1.888889,-12.555555,51.11111,0.176156,4
156,17,-12.666667,-12,29.222221,0.431321,4
57,58.22222,-18.777779,-22.444445,79.44444,0.266776,4
32,47.77778,-23.444445,-25.777779,72.77778,0.344409,4
96,50.333332,-3.111111,-14.444445,61,0.174579,4
42,24.11111,-11.444445,-12.444445,36.22222,0.337893,4
70,48.666668,-10.444445,-19.11111,64.88889,0.249829,4
139,41.666668,-17,-19.666666,60.444443,0.310818,4
120,42.444443,-9.222222,-16.222221,56.333332,0.245321,4
100,50.22222,-16.777779,-20.777779,69.66667,0.278963,4
115,24.88889,-11.888889,-11.888889,36.77778,0.331663,4
69,52,-18.333334,-22.666666,73.22222,0.289653,4
132,30.444445,-17,-14.333333,45.666668,0.354746,4
82,33.666668,-13,-15.666667,48.444443,0.303876,4
34,46.22222,-24.11111,-24.11111,70.333336,0.34747,4
143,43.333332,-22.11111,-21.11111,64.77778,0.341229,4
129,33.11111,-14.333333,-14.333333,47.444443,0.320613,4
105,57.88889,-16.666666,-23,78.77778,0.264986,4
140,18.88889,-15.333333,-12.333333,32.22222,0.444353,4
123,51.333332,-14.777778,-18.444445,68.55556,0.251194,4
158,5.666666,-4.888889,-6.888889,11.888889,0.520578,4
120,45.77778,-8.555555,-15.888889,59.22222,0.224617,4
32,53.333332,-15.777778,-18.444445,70.88889,0.249001,4
122,29,-14.888889,-15.555555,44.333332,0.349652,4
153,23.88889,-20,-12.333333,38.77778,0.447745,4
80,51.666668,-21.333334,-20,72.111115,0.290834,4
64,54.22222,-25,-23.333334,78.111115,0.31426,4
127,36,-8.222222,-14.222222,48.22222,0.248999,4
145,22.777779,-7.666666,-12,33.333336,0.315338,4
98,46.333332,-15.888889,-19.555555,64.66667,0.28511,4
103,54.333332,-15.777778,-20.777779,73.44444,0.259607,4
78,26.333334,-9.555555,-11.888889,37.444443,0.300208,4
50,57.666668,-23.333334,-22.333334,80.333336,0.290165,4
101,39,-18.11111,-18.11111,57.11111,0.322733,4
125,50.666668,-24,-22.666666,73.77778,0.323908,4
68,48.666668,-21.222221,-22.88889,71,0.316026,4
