@relation segment

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
15,0.888891,119.666664,125.44444,-14.111111,0.176494,2
68,1,95.111115,97.333336,-25.333334,0.239143,2
57,1.22222,114.22222,120.22222,-13.444445,0.182073,2
32,0.777774,129.77779,132.77779,-10.555555,0.113055,2
72,1.111112,115.333336,120.77778,-14.333333,0.17933,2
74,0.333335,89.111115,93.22222,-25.88889,0.276784,2
85,0.499999,88.77778,91.77778,-27.777779,0.275467,2
39,0.666668,99.44444,108.44444,-13.666667,0.241459,2
13,1.166667,137.11111,139.44444,-7.111111,0.079806,2
58,1.055556,96.333336,104.44444,-13.888889,0.238143,2
29,0.777779,88.77778,94.666664,-25.777779,0.297205,2
29,1.222224,119,123.666664,-14.444445,0.166484,2
39,1.388891,102.55556,105.55556,-23.444445,0.222954,2
30,0.944447,115.111115,120.111115,-15.888889,0.183565,2
67,1,99.44444,101.55556,-21.88889,0.207702,2
30,0.555557,100.77778,108.888885,-13.111111,0.225384,2
48,0.555555,112.22222,116.77778,-16.777779,0.187362,2
41,1,128.44444,131.33334,-11.666667,0.119532,2
97,0.944443,126.55556,131.11111,-9.777778,0.12985,2
86,0.833335,92.888885,100.333336,-16.333334,0.251552,2
85,0.833333,79.22222,83.44444,-30.333334,0.328603,2
57,0.94444,129.44444,131.22223,-13.666667,0.118733,2
88,0.722221,101.55556,102.666664,-23.777779,0.204675,2
46,2.111112,116,121.111115,-14.777778,0.177195,2
30,0.222221,97.666664,107,-12.666667,0.24285,2
34,0.555557,131.44444,133,-12.111111,0.104539,2
19,1.055553,97.666664,103,-21.88889,0.249895,2
28,1.166667,96.111115,107.22222,-12.888889,0.267544,2
35,1.222223,114.44444,119.111115,-16.333334,0.183109,2
62,1.888887,112.333336,118.77778,-14.111111,0.193691,2
36,0.944443,128.55556,131.22223,-12.222222,0.12003,2
47,0.444445,129,131.88889,-11.555555,0.118399,2
32,0.777774,129.77779,132.77779,-10.555555,0.113055,2
64,0.666667,96.333336,103.77778,-15,0.236797,2
50,0.444445,109.888885,116.55556,-16.555555,0.213809,2
35,0.444445,83,88.77778,-27.444445,0.319499,2
32,0.944445,99.22222,104.333336,-23.11111,0.25142,2
12,0.888888,107.22222,114.55556,-13.444445,0.207675,2
31,0.722221,130.77779,133,-10.222222,0.10071,2
93,2.888891,70.66667,76.111115,-30.555555,0.369638,2
39,0.499997,116.55556,123.111115,-13.222222,0.184263,2
75,0.666667,105.888885,111.22222,-16.444445,0.20299,2
17,0.611112,120.77778,126.22222,-12.222222,0.160604,2
31,0.555556,115.55556,121.888885,-14.888889,0.192456,2
11,1,136.88889,142.55556,-2.666667,0.092773,2
40,1.055556,113.333336,118.333336,-16.333334,0.188503,2
27,0.722221,132.55556,135.11111,-8.888889,0.096263,2
46,1.166665,100.888885,110.111115,-13.555555,0.240722,2
55,0.722224,101,107.77778,-17.666666,0.235894,2
13,0.888891,134.33334,137.33334,-8.777778,0.09906,2
52,0.722223,101,104.666664,-20.88889,0.218379,2
44,0.500001,85,90.55556,-25.333334,0.300019,2
36,0.555556,98.22222,107.22222,-14.111111,0.24634,2
28,0.444444,96.44444,107.666664,-11.777778,0.261838,2
18,0.666665,102.44444,107.666664,-19.444445,0.225725,2
38,0.777777,113.333336,119.55556,-15.888889,0.199972,2
24,1.277777,117.666664,123.55556,-12.222222,0.169397,2
35,1.111111,117.44444,122.666664,-14.666667,0.176083,2
58,0.833335,110.44444,117.55556,-14.111111,0.204147,2
32,0.777779,110.22222,116,-16.333334,0.201898,2
98,0.722221,77.333336,82.77778,-28.666666,0.338288,2
41,0.388889,99,108,-12.333333,0.234493,2
34,0.499999,91.22222,97.888885,-22.777779,0.283524,2
57,0.944447,84,90.22222,-25.11111,0.308813,2
54,0.611109,109.111115,108.77778,-24,0.181149,2
96,0.388889,76,80.77778,-30.11111,0.342938,2
31,0.555555,101.888885,110.44444,-13.555555,0.23132,2
21,0.944444,115,122.55556,-12.777778,0.195127,2
71,1.666667,115.55556,121.44444,-13.555555,0.179672,2
109,0.833332,89.44444,95.77778,-20.11111,0.268118,2
19,0.944445,131.55556,135.33334,-7.333334,0.101515,2
29,1.000001,119.22222,123.22222,-15.666667,0.165616,2
67,0.833332,112.333336,117.888885,-15,0.18855,2
48,0.611111,107.44444,107.44444,-25,0.197114,2
35,0.833333,113.77778,120.44444,-14.222222,0.194853,2
47,0.833331,127.44444,131.11111,-11,0.125709,2
11,0.833333,135.11111,139.44444,-6.333334,0.099836,2
16,0.444444,87.55556,95,-22.555555,0.299601,2
80,0.999999,82.44444,87.22222,-27.333334,0.309059,2
92,0.833335,74.888885,80.66667,-29,0.35122,2
66,1.166665,106.888885,107,-21.666666,0.174128,2
72,1,79.22222,84,-28.333334,0.323421,2
40,1.166664,117.44444,122.55556,-14.555555,0.174209,2
30,0.777777,112.77778,117.55556,-17.333334,0.19251,2
31,1.444444,117.111115,122.111115,-14.111111,0.170718,2
54,0.833333,97.888885,105,-15,0.229674,2
33,0.499999,96.77778,106.333336,-12.777778,0.247776,2
43,1.055555,94.111115,99.111115,-24.11111,0.266023,2
101,0.444448,126.44444,131.11111,-11.444445,0.141107,2
46,0.611109,112.77778,119.888885,-14,0.200124,2
11,1,136.88889,142.55556,-2.666667,0.092773,2
39,0.722223,116.333336,122.44444,-13.888889,0.183242,2
41,0.888891,110.22222,115.333336,-18.444445,0.206392,2
57,1.055557,111.333336,116.666664,-17,0.198924,2
21,0.666662,115.77778,122.666664,-12.333333,0.184022,2
13,1.055552,134.88889,140,-4.777778,0.100091,2
23,0.666667,111,118.22222,-14.333333,0.205901,2
33,1.166664,114.666664,121.22222,-14,0.191215,2
40,1.222221,114.44444,118.888885,-17.222221,0.185749,2
19,1.611109,121,126.111115,-11.444445,0.151812,2
48,1.222224,127.55556,130.88889,-11.888889,0.126968,2
18,1.222221,114,120.888885,-14.222222,0.197105,2
90,0.666668,105.888885,106,-22.444445,0.179697,2
63,0.722221,96.22222,104.44444,-13.444445,0.23689,2
47,1.222223,114.111115,117.666664,-18.555555,0.18354,2
32,0.944444,115.111115,121.333336,-14.666667,0.190625,2
62,0.555556,100.666664,102.77778,-22.222221,0.208013,2
12,0.777777,115.55556,123.666664,-11.333333,0.19252,2
90,0.666668,105.888885,106,-22.444445,0.179697,2
45,1.055556,88.111115,93.111115,-26.444445,0.292503,2
91,1.055556,92.55556,98.666664,-18.666666,0.250204,2
21,0.666665,116.22222,122.55556,-14.222222,0.187853,2
27,1.055557,132.55556,133.44444,-12.222222,0.098472,2
41,0.944448,111.888885,117.44444,-16.777779,0.199347,2
81,0.611113,75.66667,79.111115,-33.88889,0.350039,2
40,0.888889,114.22222,119.55556,-16.777779,0.193665,2
58,1.055555,76.888885,82.66667,-30.11111,0.351331,2
14,0.888888,100.111115,109.22222,-13.777778,0.24216,2
80,21.055555,60.333332,66.44444,-7,0.289624,3
125,0.666667,12.444445,13.111111,-9.888889,0.56104,3
102,0.555555,0.555556,1.888889,-4.444445,0.940741,3
140,0.722222,3.777778,7.222222,-3.333333,0.73447,3
142,0.111111,0,0,-0.111111,0.111111,3
129,0.222222,0,0,-1.555556,1,3
114,0.833333,0.111111,0.777778,-3.222222,0.984127,3
99,3.055555,3.444444,5.222222,-4.555555,0.711898,3
124,0.222222,0,0.222222,-2,1,3
144,0.388889,0,0,-2.888889,1,3
97,0.388889,0.111111,0.666667,-4.333334,0.984127,3
134,2.666667,2.222222,4.888889,-3.888889,0.833935,3
128,2.944445,10.111111,13.444445,-9.111111,0.613385,3
109,0.888889,1.444444,3,-3.888889,0.864482,3
126,0.666667,0,0.555556,-2.555556,1,3
82,1.555555,1.777778,4.777778,-2.444444,0.843607,3
96,2.222222,0.888889,2,-4.666666,0.910065,3
98,0.722222,0.333333,1.333333,-0.555556,0.916667,3
106,0.611111,0.333333,1.333333,-2.555556,0.95172,3
122,1.722222,0.555556,1,-3.777778,0.960317,3
102,1.111111,1,2.666667,-4.111111,0.891218,3
82,4.333334,4.333334,6.555555,-5.777778,0.742819,3
132,0.444444,0,0.444444,-2.555556,1,3
97,0.888889,0.555556,1.444444,-3.555556,0.915344,3
119,2.277778,2.111111,4.222222,-0.444444,0.732926,3
115,3.333333,18.444445,20.666668,-16.11111,0.523538,3
118,0.277778,0,0.111111,-1.777778,1,3
96,1,2.666667,4.333334,-5.888889,0.778863,3
127,1.111111,1.333333,3.333333,-1.444444,0.827249,3
116,1.333333,0.888889,2.111111,-2.666667,0.875529,3
107,1.166667,0.333333,1,-3.666667,0.94709,3
106,0.222222,0,0,-1.666667,1,3
85,2.833333,2.111111,3.333333,-2.222222,0.762963,3
118,0.222222,0,0.222222,-2.111111,1,3
137,1.666667,3.111111,5.888889,-5.222222,0.779866,3
111,0.5,0,0.333333,-2.888889,1,3
138,0.333333,0,0,-2.333333,1,3
128,0.222222,0,0,-2.222222,1,3
139,0.166667,0,0,-1.333333,0.777778,3
83,24.555555,19.777779,21.555555,-5.222222,0.504161,3
120,0.444444,0,0.333333,-3.333333,1,3
109,1.5,0.333333,0.777778,-3.555556,0.969136,3
76,1.277778,0.888889,1.777778,-2,0.872222,3
104,7.833333,14.888889,17.555555,-3.222222,0.607613,3
132,0.111111,0,0,-1.111111,0.888889,3
113,2.944445,17.11111,22.333334,-16.666666,0.622071,3
113,0.611111,0.111111,0.666667,-2.222222,0.981482,3
73,6.666666,20.555555,26.222221,-25.444445,0.651133,3
108,1.277778,0.555556,1.666667,-0.555556,0.875926,3
95,1.277778,1,3.666667,-2.888889,0.907099,3
81,24.33333,34.88889,41,-4.666666,0.366946,3
137,0.388889,0,0,-2,1,3
136,0,0,0,0,0,3
103,0.666667,0.111111,0.666667,-4.444445,0.987654,3
84,3.055556,1.555556,3.111111,-4.333334,0.847729,3
85,3.111111,1.333333,2.666667,-4.888889,0.885825,3
124,0.277778,0,0,-2,1,3
143,1.5,0.888889,2.222222,-5.888889,0.915376,3
78,14.833332,70.77778,76.77778,-8.666667,0.269733,3
132,1.055556,0.666667,1,-2.888889,0.676888,3
102,0.722222,0.666667,1.666667,-3.666667,0.899735,3
87,24.388891,58.77778,64.55556,-8.666667,0.306281,3
96,3.833333,2.111111,3.777778,-4.333334,0.824784,3
136,6.722223,9,12.222222,-9.888889,0.660813,3
79,1.777778,1.777778,3.888889,-4.555555,0.842452,3
140,5.444444,6,8.666667,-3.777778,0.627944,3
71,13.055554,25.555555,29.777779,-6.222222,0.395671,3
81,12.166667,14,19.444445,-5.666666,0.595282,3
95,0.722222,2.333334,4.555555,-5.777778,0.816909,3
91,0.722222,0.444444,1.222222,-4.222222,0.939815,3
142,0.777778,0.111111,0.222222,-1,0.416667,3
122,0.722222,0,0.333333,-3.777778,1,3
73,0.888889,1.777778,3.111111,-5.222222,0.822507,3
116,1.277778,11.777778,14.888889,-11.555555,0.596104,3
121,0.666667,1.111111,3.111111,-0.888889,0.843518,3
73,1.5,2.333334,4.444445,-4.111111,0.78993,3
91,0.666667,1.111111,1.888889,-5.333334,0.867813,3
119,0.333333,0,0.111111,-4,1,3
95,2.111111,4.777778,8.333334,-3.555556,0.698902,3
121,0.277778,0,0.111111,-3.111111,1,3
83,2.277778,2.222222,4.666667,-4.777778,0.82735,3
81,4.111111,7.666666,10.888889,-4.777778,0.628156,3
139,2.833333,16,15.666667,-7.222222,0.386612,3
147,3.055555,6.444445,6.777778,-2.777778,0.349471,3
98,0.611111,0.555556,2,-0.111111,0.883333,3
138,0.888889,0,0.444444,-2.888889,1,3
144,0.222222,0,0,-3,1,3
124,1.5,1,1.888889,-2.777778,0.836773,3
125,0.666667,1.555556,2.444444,-4.444445,0.853199,3
83,6.166666,9,11.444445,-8.777778,0.664785,3
138,0.722222,0.111111,0.555556,-1.777778,0.977778,3
123,0.5,0,0.333333,-3.555556,1,3
95,1.277778,0.777778,1.222222,-5.777778,0.919597,3
123,0.722222,0.111111,0.444444,-1.888889,0.981482,3
69,19.111113,19.222221,22.88889,-2.777778,0.508994,3
123,1.055556,0.222222,0.555556,-2.777778,0.961905,3
96,2.333333,1,2.333334,-4.333334,0.909236,3
138,3.222223,9.888889,14.888889,-4.888889,0.60922,3
126,7,4.888889,8.444445,-5.222222,0.736431,3
99,0.777778,0.111111,0.444444,-4.777778,0.986111,3
91,1.444444,0.555556,1.222222,-6.111111,0.944811,3
98,0.388889,0,0.111111,-3.888889,1,3
135,0.555555,0,0.111111,-1.888889,0.888889,3
75,15.388889,47.444443,52.11111,-8.666667,0.297802,3
122,1.222222,8,12.111111,-12.111111,0.718221,3
131,0.444444,0.222222,0.222222,-1.555556,0.407407,3
134,0.055556,0,0,-0.111111,0.111111,3
92,1.888889,3.222222,6.444445,-3,0.759012,3
114,5.166667,18.333334,23.88889,-17.777779,0.629245,3
122,3.666667,17.88889,16.666668,-9.666667,0.402492,3
116,0.777778,0.222222,0.666667,-3.888889,0.970238,3
87,24.388891,58.77778,64.55556,-8.666667,0.306281,3
121,1.444444,9.555555,11.888889,-9.222222,0.596422,3
115,0.777778,0.333333,1.666667,-3.222222,0.954365,3
122,0.444444,0,0.444444,-0.333333,0.555556,3
90,1.055556,0.555556,1,-5.444445,0.926146,3
105,3.722222,1.666667,2.444444,-5.111111,0.886048,3
133,0.055556,0,0,-1.444444,1,3
99,0.777778,0.111111,0.444444,-4.777778,0.986111,3
100,7.277777,4.666667,6.444445,-5.111111,0.738034,3
144,0.555556,0.111111,0.888889,-4.888889,0.986111,3
107,4.555556,4.555555,6.333334,-4.888889,0.730592,3
89,0.777778,0.111111,0.333333,-5.888889,0.986111,3
120,0.5,0.111111,0.333333,-3.555556,0.984127,3
124,3.444445,1.444444,1.666667,-4,0.895369,3
124,1.111111,0.111111,0.555556,-1.777778,0.984127,3
116,0.944445,0.555556,2.222222,-1.777778,0.912698,3
120,0.833333,0.222222,1.111111,-2.444444,0.962963,3
108,25.5,41.77778,46.555557,-9.777778,0.358975,3
64,16.277779,24.666666,30.333334,-2,0.400746,3
69,3.611111,6.888889,10.333334,-2.222222,0.604281,3
88,0.888889,1.555556,4.111111,-3.444444,0.851379,3
134,1.111111,3.666667,6.555555,-6.444445,0.772831,3
110,0.833333,0.111111,0.444444,-4.111111,0.984127,3
120,2.166667,10.555555,13.555555,-16.555555,0.681266,3
80,2.944444,17.333334,21.88889,-5.222222,0.514254,3
107,1.111111,0.222222,0.555556,-3.666667,0.981482,3
109,0.888889,1.444444,3,-3.888889,0.864482,3
125,0.666667,1.555556,2.444444,-4.444445,0.853199,3
127,0.777778,0.555556,2.111111,-1.888889,0.915344,3
125,2.166667,11.111111,13.888889,-14,0.638455,3
113,0.388889,0,0.111111,-2.555556,1,3
135,0.388889,0,0.111111,-2.555556,1,3
120,0.388889,0,0,-3,1,3
141,2.388889,7.888889,11.555555,-3.333333,0.585775,3
130,0.277778,0,0.111111,-2.333333,1,3
145,4.555555,9.888889,10.333334,-9.333333,0.532728,3
90,1.388889,0.888889,1.444444,-5.888889,0.904321,3
133,0.555555,0,0.111111,-2.555556,1,3
107,1.111111,13,18.666668,-11.666667,0.638541,3
79,1.277778,2,3.333333,-4.555555,0.791667,3
70,9.444444,16.222223,20.222221,-2.444444,0.415836,3
133,0.222222,0,0,-2.222222,1,3
79,16.277779,24.333334,28.222221,-13.666667,0.489062,3
146,0.055556,0,0,-0.111111,0.111111,3
77,1.777778,1.222222,3.555556,-4.333334,0.891608,3
130,0.555555,0.111111,0.666667,-2.111111,0.977778,3
133,0,0,0,0,0,3
103,0.666667,0.111111,0.666667,-4.444445,0.987654,3
110,2.333333,9.222222,13.444445,-11.333333,0.680787,3
144,0.444444,0,0,-3.444444,1,3
91,3.388889,2.444444,4.222222,-6.111111,0.823021,3
137,0.111111,0,0,-0.666667,0.666667,3
115,0.666667,0.555556,1.888889,-2.444444,0.917989,3
98,3.944444,2.333334,3.777778,-5.222222,0.872146,3
100,1.555555,1.444444,2.888889,-5.111111,0.876332,3
93,1.777778,2,3.666667,-4,0.80862,3
85,0.888889,0.444444,1.444444,-1,0.912963,3
111,3.722222,2.222222,3.333333,-4.666666,0.864664,3
137,0.055556,0,0,-0.777778,0.777778,3
127,1.055555,10.888889,11.777778,-13.777778,0.601444,3
80,1.833333,2.888889,5.888889,-3.555556,0.775282,3
122,0,0,0,-1,1,3
136,3.111111,16.88889,15.666667,-11.333333,0.425293,3
134,0.5,0.111111,1.333333,-1.333333,0.977778,3
99,1.611111,1.111111,2.333334,-5.444445,0.9109,3
75,29.222221,29.777779,33.666668,-13.111111,0.464912,3
141,1.388889,0.444444,1.666667,-4.777778,0.953086,3
83,0.833333,1.555556,3.555556,-0.444444,0.740476,3
126,2.388889,0.444444,0.555556,-2.888889,0.965812,3
114,0.833333,0.777778,0.555556,-3.555556,0.881481,3
121,0.666667,1.111111,3.111111,-0.888889,0.843518,3
129,0.222222,0,0,-1.555556,1,3
123,0.611111,0,0.222222,-2.888889,1,3
142,1.888889,1.666667,2.666667,-3.555556,0.81358,3
141,0.722222,0.111111,0.888889,-2,0.977778,3
130,0.333333,0,0,-2.333333,1,3
89,4,5.777778,8.555555,-5.777778,0.686685,3
120,1.388889,11.222222,13.555555,-9.888889,0.562158,3
143,1.5,0.888889,2.222222,-5.888889,0.915376,3
132,0.444444,0.111111,0.111111,-1.888889,0.981482,3
90,1.055556,0.555556,1,-5.444445,0.926146,3
120,0.333333,0,0.888889,-2.111111,1,3
119,0.833333,0.111111,0.333333,-2.666667,0.984127,3
128,2.944444,2.444444,3.888889,-4.222222,0.804724,3
136,0.333333,0.111111,0.111111,-1.777778,0.962963,3
125,0.944445,0.444444,1,-2.333333,0.923809,3
118,0.055556,0,0,-0.111111,0.111111,3
88,0.611111,0.444444,1.444444,-4,0.938492,3
124,1.166667,0.222222,0.555556,-1.777778,0.953704,3
145,0.277778,0.333333,0.777778,-0.222222,0.251852,3
112,0.222222,0,0,-0.444444,0.222222,3
110,1.277778,1.444444,4,0.111111,0.806658,3
107,10.222221,7.333334,9,-1.555556,0.674956,3
75,15.388889,47.444443,52.11111,-8.666667,0.297802,3
109,2.222222,2.555556,4.777778,-2.666667,0.760734,3
136,0.555555,0.111111,0.222222,-2.666667,0.986111,3
122,7.388889,3.333333,5.222222,-4.222222,0.809331,3
108,6.388889,5.111111,6.777778,-5.666666,0.705482,3
98,1.222222,1.222222,3.555556,-3.333333,0.89084,3
120,0.777778,0.111111,0.555556,-2.333333,0.984127,3
123,0.333333,0,0.333333,-3.111111,1,3
139,0.333333,0,0.222222,-1.333333,1,3
122,1.666667,10.222222,13,-9.555555,0.584744,3
136,1.833333,4.111111,6.666666,-4,0.695088,3
111,0.555556,9.666667,14.333333,-11.111111,0.679513,3
100,2.388889,2.777778,3.888889,-6.555555,0.773815,3
138,0.222222,0,0.111111,-0.444444,0.333333,3
86,9.5,8.777778,11.555555,-5.555555,0.630945,3
80,4.888889,6.555555,8.444445,-4.777778,0.597765,3
95,1.666667,2.222222,3.888889,-3.888889,0.794108,3
120,0.944445,1.111111,2.888889,-1.888889,0.839947,3
88,1.5,0.666667,1.555556,-5.222222,0.929574,3
81,4.111111,7.666666,10.888889,-4.777778,0.628156,3
124,3.444445,1.444444,1.666667,-4,0.895369,3
73,8.222222,32.11111,37.77778,-26.666666,0.549032,3
115,2,8.444445,13,-5.333334,0.618328,3
129,0.5,0,0,-1.555556,0.777778,3
112,0.333333,0,0.111111,-1,0.666667,3
96,0.944445,1.111111,1.777778,-6.111111,0.872222,3
91,1.611111,0.888889,2.666667,-3.666667,0.911448,3
76,7.777778,8.444445,12.666667,-2.555556,0.637421,3
87,1.555556,1.222222,1.888889,-3.111111,0.862771,3
124,0.277778,0,0,-2,1,3
70,11.499999,13.666667,18.222221,-1.111111,0.476884,3
124,0.222222,0,0,-3.222222,1,3
120,5.666667,3.333333,4.777778,-6.555555,0.822893,3
126,0.722222,5.222222,8.333334,-8.555555,0.739265,3
143,0.277778,0,0,-1.222222,0.777778,3
115,1.166667,0.222222,0.777778,-3.333333,0.962963,3
108,25.5,41.77778,46.555557,-9.777778,0.358975,3
124,1,0.222222,1.222222,-3.888889,0.973765,3
66,8.666665,32.333336,37.77778,-6.333334,0.350169,3
101,3.388889,5.777778,9.222222,-2.888889,0.700087,3
91,1.444444,0.555556,1.222222,-6.111111,0.944811,3
131,0,0,0,0,0,3
137,0.277778,0,0.111111,-2,1,3
144,0.444444,0,0,-3.444444,1,3
93,0.833333,0.555556,1.222222,-5.333334,0.93567,3
103,1.777778,1.888889,3.444444,-1.222222,0.799074,3
110,0.333333,0.111111,0.444444,-3.666667,0.977778,3
106,0.944444,0.444444,0.666667,-5.222222,0.940476,3
116,1.055556,0.333333,1.111111,-3.222222,0.96142,3
100,0.722222,0.111111,0.777778,-1.333333,0.977778,3
110,0.333333,0.111111,0.444444,-3.666667,0.977778,3
138,1.277778,2,4.222222,-2.888889,0.790011,3
123,0.166667,0,0.111111,-1.777778,1,3
68,27.944443,38.555557,42.88889,-12.888889,0.413033,3
106,1.833333,1,2.111111,-4.666666,0.903571,3
89,0.777778,0.111111,0.333333,-5.888889,0.986111,3
136,3.888889,6.666666,9,-9.555555,0.695755,3
92,4.111111,8.777778,10.555555,-6.333334,0.564898,3
95,1.333333,0.666667,2.222222,-0.111111,0.874074,3
124,5.333334,4.111111,5.777778,-5.444445,0.772152,3
123,0.388889,0,0,-3.444444,1,3
137,0.444444,0.222222,0.555556,-1.777778,0.95,3
139,2.833333,16,15.666667,-7.222222,0.386612,3
87,11.166667,12.222222,15.666667,-4.333334,0.652043,3
146,0,0,0,0,0,3
127,0.222222,0,0,-1.888889,1,3
81,12.166667,14,19.444445,-5.666666,0.595282,3
90,2.944445,2.555556,5.111111,0.333333,0.725289,3
91,2.222222,1.888889,4.333334,-3.888889,0.829748,3
81,1.388889,1,2,-4.444445,0.881217,3
94,0.444445,0.111111,0.666667,-4.777778,0.986111,3
131,0.222222,0,0,-1.555556,1,3
99,1.611111,1.111111,2.333334,-5.444445,0.9109,3
117,0.277778,0,0.111111,-2.888889,1,3
125,0.611111,0,0.222222,-3.444444,1,3
117,0,0,0,0,0,3
91,27.277779,38.444443,41.77778,-7.555555,0.348885,3
102,22.055555,37.444443,42,-6.111111,0.397892,3
117,1.555555,0.222222,0.222222,-3.333333,0.968254,3
133,0,0,0,0,0,3
124,1.222223,7.555555,12.333333,-7,0.691123,3
90,5.666666,4.777778,6.555555,-7.333334,0.762919,3
81,22.388887,33.11111,37.11111,-14.444445,0.420176,3
95,1.222222,0.888889,2.444444,-3.222222,0.88955,3
124,1,0.222222,1.222222,-3.888889,0.973765,3
80,2.944444,17.333334,21.88889,-5.222222,0.514254,3
121,1.611111,8.888889,13.555555,-11,0.696178,3
136,6.722223,9,12.222222,-9.888889,0.660813,3
88,3.611111,3.555556,6.444445,-4,0.754703,3
135,0.222222,0,0,-0.666667,0.333333,3
126,1.055556,0.555556,2.555556,-0.666667,0.908995,3
120,3.944444,1.444444,2.111111,-4.888889,0.893054,3
127,1.166667,9,13.666667,-11.777778,0.701476,3
96,0.944445,54.444443,54.333332,-22.777779,0.297221,4
146,3.5,18.11111,18.555555,-12.555555,0.429825,4
65,2.222222,53.666668,53.666668,-20.88889,0.287325,4
102,1,53.444443,51.555557,-20,0.25976,4
94,1.388891,61.11111,60.555557,-22.666666,0.267258,4
146,0.888889,8,8.111112,-7.444445,0.487864,4
148,2.055556,21.444445,24.222221,-14.555555,0.483771,4
158,1.888889,7.111111,6.222222,-6.444445,0.472975,4
133,2.333335,41.555557,41.88889,-20.333334,0.339145,4
119,1.111111,36.22222,35.11111,-14.222222,0.271717,4
73,0.944444,54,52.333332,-19.444445,0.253364,4
50,1.166667,57.333332,57.666668,-22.333334,0.290165,4
65,1.388887,52.666668,53,-11.111111,0.19713,4
87,6.833334,37.88889,37.22222,-18.333334,0.319706,4
107,2.055555,26.88889,24.88889,-13,0.311552,4
80,1.277777,36.333336,34.555557,-15.444445,0.282964,4
57,1.388891,59.444443,58.22222,-22.444445,0.266776,4
156,2.055556,16.777779,17,-12,0.431321,4
90,4.166667,41.22222,42,-18.666666,0.327632,4
125,1.722222,41.666668,39.444443,-11.777778,0.192484,4
120,3.5,35.444447,34.77778,-13.666667,0.272752,4
115,3.555556,24.88889,24.88889,-11.888889,0.331663,4
157,5.833333,16.88889,17.444445,-12,0.438882,4
62,0.722222,53.444443,53.444443,-22.777779,0.303179,4
101,1.111112,39,39,-18.11111,0.322733,4
111,1.222223,56.444443,55,-21.777779,0.269218,4
161,0.555555,5.555555,5,-6.444445,0.540918,4
35,0.722223,61.77778,61.22222,-24.666666,0.287488,4
90,7.38889,57.666668,58.11111,-21.222221,0.278345,4
124,8.999999,49,47.88889,-17.666666,0.261246,4
128,21.333334,32.11111,30.88889,-14.111111,0.316177,4
69,2.500001,53.444443,52,-22.666666,0.289653,4
122,0.833333,35.77778,34.333336,-14.666667,0.282411,4
124,1.499999,49.444443,48.333332,-18,0.258543,4
73,1.333333,40.555557,38.88889,-10.111111,0.178226,4
138,1.111111,49.11111,48,-19.88889,0.280911,4
134,2.111113,37.11111,38.77778,-17.777779,0.361284,4
146,0.888889,8,8.111112,-7.444445,0.487864,4
28,4.277777,53.444443,54.666668,-23.222221,0.324556,4
105,1.888889,41.22222,39.666668,-18.222221,0.295992,4
83,2.5,60.22222,58.88889,-22.11111,0.260329,4
102,2.944444,47.11111,45.555557,-18.333334,0.2694,4
17,1.277776,62.444443,62.555557,-23.88889,0.286238,4
151,3.833333,23.11111,25.555555,-14.777778,0.457448,4
100,1.944444,50.333332,48.88889,-19.444445,0.268621,4
102,0.777778,56.77778,56.555557,-20.777779,0.26938,4
121,21.666666,37.444443,36.22222,-14.444445,0.280578,4
117,0.777779,39.555557,39.666668,-18.666666,0.330477,4
21,4.833334,59.333332,59.11111,-20.333334,0.25706,4
122,1.555555,51.555557,52.444443,-24.88889,0.342363,4
140,4.222222,23.444445,23.555555,-8.666667,0.2851,4
128,1.166667,42.666668,42.88889,-21.11111,0.340237,4
140,2.444445,17.88889,18.88889,-12.333333,0.444353,4
33,13.888889,31.333334,30.555555,-15.777778,0.33727,4
154,1.722222,21.555555,23.333334,-14.444445,0.453533,4
150,1.777778,16.222223,16.777779,-11.888889,0.441573,4
130,1.111111,9.888889,10.333334,-8.111111,0.548124,4
126,2.777777,21,20,-9.888889,0.305785,4
15,0.833335,61,61.77778,-24.88889,0.30227,4
69,0.722222,40.88889,36.555557,-12.333333,0.17869,4
42,2.333334,32.77778,31.777779,-17,0.334662,4
135,2.388887,63.666668,62.22222,-23.11111,0.258303,4
160,3.000001,18.222221,18.777779,-12.222222,0.426014,4
81,1.5,34.555557,33,-15.777778,0.300796,4
105,2.111111,53.333332,52.22222,-19.222221,0.259048,4
75,1.5,40.333336,37.333336,-11.333333,0.181732,4
90,7.38889,57.666668,58.11111,-21.222221,0.278345,4
122,2.055556,29.222221,29,-15.555555,0.349652,4
83,4.444444,23.333334,23,-10.555555,0.307415,4
128,7.055555,46.333332,46.333332,-20.777779,0.312927,4
116,3.277778,25,25,-13.333333,0.355756,4
158,0.944445,6.333334,5.666666,-6.888889,0.520578,4
126,0.833333,16.444445,16.555555,-10.666667,0.405936,4
124,1.555556,36.77778,37.444443,-18.222221,0.348022,4
78,1.333333,31.333334,31,-15.333333,0.33971,4
139,5.5,57.88889,57.333332,-22,0.27569,4
87,1.88889,55.77778,56,-24.11111,0.3097,4
118,11.555554,30.777779,30.555555,-11.333333,0.293949,4
89,8.388889,27.333334,26.777779,-14.777778,0.351273,4
146,1.888889,16.777779,17.666668,-11.111111,0.432786,4
