@relation segment

@attribute Vegde-sd numeric
@attribute Rawblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
1.540803,18.555555,-2.451571,3
0.3,7.222222,-2.18361,3
0.344265,3.444444,-2.204847,3
0.720082,3.444444,-2.377624,3
1.12963,6.555555,-2.289097,3
991.7184,29.333334,-2.488979,3
0.02963,2.222222,-2.094395,3
0.507407,6.333334,-2.261719,3
1.420746,4.666667,-2.340801,3
0.854184,29.555555,-2.259967,3
188.50739,52.666668,-2.346057,3
1.674074,3.555556,-2.569768,3
7.885187,9.555555,-2.300368,3
0.088889,4.444445,-2.155984,3
0.136083,0.111111,-2.094395,3
4.122656,44.22222,-2.29665,3
0.118518,3.444444,-2.094395,3
1.440741,11.555555,-2.226247,3
6.444444,11.888889,-2.332766,3
0.862963,2.666667,-2.16921,3
1.398412,25.333334,-2.247266,3
13.407408,13,-2.291762,3
5.911111,9.444445,-2.326455,3
1.149879,13.222222,-2.412671,3
19.136257,65.44444,-2.356754,3
1.377778,7.222222,-2.435718,3
0.240741,6.444445,-2.269545,3
7.84074,5.222222,-2.173204,3
14.829629,15.111111,-2.326257,3
0.107407,2,-2.094395,3
1.377061,7.222222,-2.280603,3
0.222222,7.777778,-2.234241,3
0.699206,3.888889,-2.552724,3
1.110556,30.666666,-2.241956,3
0.651851,10.222222,-2.354881,3
2.029414,31.11111,-2.06017,3
46.933327,12.777778,-2.240133,3
45.84074,10.444445,-2.272973,3
203.35188,60.11111,-2.308656,3
0.02963,1.555556,-2.094395,3
0.934919,24.11111,-2.396682,3
14.967619,12.222222,-2.492965,3
752.24066,52.666668,-2.320272,3
0.151852,2.888889,-2.094395,3
0.077778,4.222222,-2.164094,3
9.555554,17.11111,-2.356793,3
0.151852,6.111111,-2.133095,3
0.088889,2.333334,-2.094395,3
2.905932,29,-2.321226,3
0.285185,3.444444,-2.237562,3
12.795401,61.11111,-2.360491,3
1.572919,12.888889,-2.390992,3
83.351845,13.333333,-2.289874,3
0.389682,2.777778,-2.123254,3
23.377783,15.666667,-2.266389,3
0.122222,3.888889,-2.02703,3
0.477778,4.111111,-2.133095,3
0.340741,6.444445,-2.123905,3
11.885187,3.555556,-2.107303,3
0.298142,3.111111,-2.175647,3
14.774076,7.666666,-2.180291,3
0.516398,1.777778,-2.15073,3
0,0,0,3
0.02963,3,-2.094395,3
8.018518,9,-2.255673,3
0,0,0,3
1.062841,29.222221,-2.335871,3
0.074074,3.222222,-2.094395,3
0.444445,6.111111,-2.267462,3
1.986063,33.11111,-2.231261,3
0.211111,5.333334,-2.226355,3
3.544443,7.888889,-2.255541,3
0,2.333334,-2.094395,3
0.151852,2,-2.132635,3
0.488889,5.666666,-2.358386,3
9.988892,22.666666,-2.274205,3
84.87777,23.444445,-2.418074,3
0.833333,3.222222,-2.133095,3
4.774935,12.888889,-2.265747,3
2.810035,25.777779,-1.61572,3
0.389682,1.222222,-2.094395,3
0.534027,2.777778,-2.337096,3
0.507407,8.555555,-2.186234,3
0.02963,1.111111,-2.094395,3
0.02963,1.555556,-2.094395,3
13.751853,31.666666,-2.431513,3
0.182574,3.888889,-2.422506,3
27.97407,15.555555,-2.44804,3
0.088889,4.444445,-2.155984,3
14.962965,5.888889,-2.118937,3
3.233333,4.777778,-2.146531,3
0.507407,6.333334,-2.261719,3
0.107407,2,-2.094395,3
0.250924,6.555555,-2.433795,3
0.577778,5.666666,-2.185466,3
3.586498,9.888889,-2.064514,3
73.7963,20.222221,-2.378944,3
0.547722,6,-2.573381,3
0.02963,0.111111,-2.094395,3
0.403687,1.222222,-2.444563,3
3.870114,17.222223,-2.449839,3
222.70003,19.88889,-2.363577,3
0.122222,9.444445,-2.257412,3
0.077778,1.555556,-2.094395,3
0.374074,3.888889,-2.130339,3
1.356739,33.444447,-1.903624,4
0.522222,10.111111,-1.999443,4
1.144445,29,-2.142701,4
0.95258,47.77778,-1.83808,4
0.062963,60.88889,-1.991964,4
4.577317,41,-2.046542,4
1.18634,58.77778,-2.133676,4
6.962952,23.666666,-2.118223,4
0.611112,64.88889,-1.907955,4
4.385187,48.22222,-1.908348,4
0.365148,49.333332,-1.990806,4
1.633334,12.222222,-1.943449,4
0.077778,47.555557,-1.985027,4
0.886108,86.888885,-2.145323,4
0.403687,58.444443,-2.09948,4
0.712326,48.333332,-1.990412,4
375.09625,60.444443,-2.032518,4
1.705111,25.777779,-1.90381,4
6.53679,39.444443,-2.05839,4
0.389682,49.88889,-2.003259,4
2.296298,56.333332,-1.996082,4
1.82168,44.444443,-1.960582,4
2.550962,47.555557,-2.100687,4
0.722648,45.666668,-1.722278,4
3.085188,34.88889,-2.161046,4
2.08889,61.22222,-1.961254,4
1.007408,40.333336,-2.066695,4
1.574078,80.22222,-2.036336,4
0.740741,18.88889,-2.137371,4
1.051852,69.55556,-1.997589,4
3.201852,75.55556,-2.102652,4
1.340259,71.66667,-2.107858,4
0.327728,90.111115,-2.128801,4
5.955534,43.77778,-1.981846,4
0.966091,47.333332,-1.893495,4
0.349603,85,-2.132027,4
1.293861,48.22222,-2.006,4
0.68853,61,-1.720468,4
0.860663,62.88889,-2.123537,4
0.177777,51.88889,-1.886072,4
3.944446,78.77778,-2.065471,4
0.82776,51.11111,-1.681589,4
1.259042,80.333336,-2.105073,4
0.928957,79.44444,-2.08957,4
4.577775,30,-2.141787,4
0.490655,69.66667,-2.024061,4
1.206455,50.11111,-2.030269,4
1.062841,75.77778,-2.129479,4
1.007407,32.22222,-2.167262,4
6.945556,79.77778,-2.108813,4
0.403687,58,-2.070466,4
1.025599,66.88889,-2.110233,4
0.385186,26.333334,-2.115734,4
1.555158,54.11111,-2.120131,4
3.674074,11.777778,-1.904651,4
1.633334,12.222222,-1.943449,4
4.951616,59.22222,-1.896425,4
1.144447,47.22222,-1.984566,4
0.722649,76.44444,-2.145045,4
1.264911,74.44444,-2.108757,4
1.181651,41,-1.96031,4
0.772203,79.22222,-2.083715,4
2.03306,47.444443,-2.138762,4
1.103866,64.77778,-2.108995,4
6.077768,79.66667,-2.027771,4
1.288887,64.66667,-2.025773,4
3.832126,64,-2.033077,4
3.262958,83.888885,-2.024945,4
0.062963,64.333336,-2.009854,4
1.77778,58.666668,-1.973615,4
4.154872,60,-2.122875,4
0.854184,56,-2.064038,4
15.472914,37.666668,-2.12336,4
0.389682,74.888885,-2.058,4
17.3628,49.444443,-1.995536,4
1.088663,71.66667,-2.045165,4
1.809441,36.77778,-2.094392,4
0.062963,43,-1.942179,4
8.141569,41.11111,-2.078797,4
1.619327,79.111115,-2.152304,4
0.62361,53.666668,-2.068644,4
0.699206,88.44444,-2.145541,4
0.355555,69.66667,-1.985584,4
3.649962,57.333332,-2.061036,4
1.254621,54.11111,-1.836777,4
0.720082,54.444443,-2.088579,4
16.443394,42.22222,-2.005742,4
2.551852,39.555557,-2.191073,4
0.666661,82.55556,-1.999045,4
0.779363,57.11111,-2.094303,4
0.862812,71,-2.069541,4
0.712325,36.22222,-2.061006,4
0.298141,80.44444,-2.076662,4
4.044447,31.555555,-2.138726,4
12.266663,38.77778,-2.242741,4
0.712325,78.111115,-2.118087,4
0.250924,73.333336,-2.078463,4
1.34026,49,-1.840579,4
0.272166,74.333336,-2.078504,4
2.215267,44.333332,-2.074838,4
0.774075,66.88889,-2.00619,4
1.405017,53,-2.096415,4
0.490653,76.22222,-2.093744,4
2.083444,41.666668,-1.659641,4
1.135294,89.111115,-2.078154,4
1.020168,81.66667,-2.133031,4
0.74074,55.444443,-2.015554,4
0.869226,47.77778,-2.029552,4
0.620632,39,-2.088914,4
0.95258,86.55556,-2.098521,4
14.062966,38.666668,-2.174468,4
73.70736,69.111115,-2.034054,4
2.703222,72.77778,-2.060607,4
0.574134,77,-2.089105,4
1.259042,80.333336,-2.105073,4
3.096298,73.44444,-2.00292,4
0.344265,74.44444,-2.09885,4
0.711111,47.666668,-1.942698,4
1.14074,78.77778,-1.989475,4
2.379698,46.333332,-2.091572,4
0.41852,48.444443,-2.028043,4
0.8861,80,-2.126207,4
0.162964,77.111115,-2.083043,4
2.296298,56.333332,-1.996082,4
0.327731,55,-2.11881,4
0.207407,58.333332,-1.991445,4
2.107406,68.55556,-2.021502,4
0.32963,48.22222,-1.962646,4
0.251852,10.888889,-1.996307,4
0.574134,44.11111,-1.949745,4
81.485176,59.555557,-1.95422,4
2.062962,12,-2.044946,4
4.044447,31.555555,-2.138726,4
1.544406,63.77778,-2.045905,4
1.94074,29.222221,-2.134876,4
1.293861,48.22222,-2.006,4
3.761896,79.111115,-2.144507,4
0.82776,51.11111,-1.681589,4
0.501848,66.77778,-2.029656,4
0.490654,48.666668,-2.00456,4
0.862963,11.888889,-1.982834,4
1.003697,74.44444,-2.090221,4
13.024195,45.555557,-2.030428,4
1.143417,78,-2.126989,4
7.055555,31.555555,-2.124871,4
182.29631,66.333336,-2.007117,4
3.442652,44.444443,-2.068653,4
0.534027,72.66667,-2.071134,4
1.06284,74,-2.143048,4
1.500617,51.444443,-2.076967,4
3.923811,55,-2.096474,4
1.772214,82.55556,-2.160551,4
3.498677,69.55556,-2.053869,4
14.344446,30,-2.1343,4
1.186343,78.22222,-2.128423,4
4.385187,48.22222,-1.908348,4
1.223231,70.333336,-2.09452,4
0.327731,84.77778,-2.138581,4
1.011109,65.22222,-2.030079,4
1.23678,64.44444,-1.970812,4
0.611616,55.88889,-2.081842,4
1.38243,49.22222,-2.129523,4
2.74074,48.22222,-1.932066,4
1.23678,64.44444,-1.970812,4
1.206465,71,-2.067168,4
0.505524,48.77778,-1.720441,4
0.975628,79.44444,-2.030703,4
1.854923,62.333332,-1.99488,4
1.526312,35.88889,-1.877159,4
0.611111,27.333334,-2.104102,4
0.807372,40.22222,-1.640134,4
4.405383,76.44444,-2.161793,4
0.474074,15.666667,-2.108911,4
0.888194,64.22222,-2.102441,4
1.293859,32.333336,-2.100487,4
1.312335,76.77778,-2.166151,4
6.945556,79.77778,-2.108813,4
9.544442,52.666668,-1.980977,4
17.3628,49.444443,-1.995536,4
2.533333,31.88889,-2.134924,4
0.574134,42.11111,-1.675919,4
2.105549,61.555557,-2.097363,4
2.21111,68.22222,-1.984308,4
2.083445,69.333336,-1.892977,4
3.911109,59.333332,-2.035243,4
0.960324,29.555555,-1.802554,4
1.420746,22.333334,-1.596679,4
1.420747,69.55556,-2.08549,4
1.971086,60.666668,-2.06346,4
0.32963,70.111115,-1.996907,4
4.449303,54,-2.030048,4
0.729627,68.22222,-1.985221,4
1.12875,58.22222,-2.175349,4
0.658281,42,-1.981499,4
4.574081,79.22222,-2.072158,4
1.187903,72.111115,-2.116351,4
1.274076,38.666668,-2.204575,4
11.055564,42.77778,-2.219625,4
5.67026,37.444443,-2.017779,4
1.529629,8.555555,-2.123905,4
2.471316,38.333336,-2.090781,4
1.327766,33.22222,-2.063242,4
0.501849,84.66667,-2.124459,4
0.928958,49.77778,-2.106235,4
3.001851,61.444443,-2.131861,4
0.403687,58.444443,-2.09948,4
0.779363,57.11111,-2.094303,4
0.400001,78.111115,-2.022581,4
3.540741,32,-2.169368,4
4.449303,54,-2.030048,4
1.619327,42.333336,-1.624846,4
1.531158,73.22222,-2.022861,4
3.887301,37.11111,-2.04294,4
0.655462,45.666668,-2.146969,4
10.22995,41.666668,-2.077668,4
1.007408,29.666666,-2.164971,4
1.360828,45.333332,-1.75799,4
2.123066,47.444443,-2.049172,4
112.57778,64.44444,-2.017379,4
2.640739,29.222221,-2.109365,4
0.975628,79.44444,-2.030703,4
2.697049,28.88889,-1.96874,4
327.26297,39.444443,-2.013382,4
1.655518,38.22222,-2.064723,4
7.644442,37.666668,-2.165731,4
4.368658,67.111115,-2.091927,4
4.359749,56.333332,-1.910735,4
1.110556,72.66667,-2.077647,4
0.862963,60.666668,-1.997241,4
0.490654,44.555557,-1.518761,4
1.143419,54.11111,-2.139002,4
0.211111,24.777779,-2.104083,4
4.359749,56.333332,-1.910735,4
2.551854,41.555557,-2.237972,4
4.597905,54.333332,-1.840735,4
0.785184,59.555557,-1.958524,4
0.474074,15.666667,-2.108911,4
0.91084,48.22222,-2.036435,4
0.691214,87.44444,-2.124981,4
6.618995,54.88889,-2.050388,4
1.544406,63.77778,-2.045905,4
0.4,28.666666,-2.158805,4
0.620633,73.77778,-2.111941,4
0.374074,78,-2.007832,4
2.721655,36.88889,-2.048461,4
0.951854,53.77778,-1.978328,4
0.32963,48.22222,-1.962646,4
0.951853,46.22222,-1.907502,4
0.444447,83.111115,-2.019545,4
2.524692,56.333332,-1.970802,4
0.691214,61.555557,-1.989922,4
0.444444,51.77778,-1.973025,4
0.744446,70.44444,-2.006029,4
1.128748,41,-2.093203,4
2.187506,62.444443,-2.056377,4
1.096294,70.333336,-2.032243,4
0.651852,51.555557,-1.970422,4
1.21106,62.88889,-2.105478,4
0.250923,85.333336,-2.0742,4
3.322223,23.777779,-2.069251,4
4.577317,41,-2.046542,4
0.4,28.666666,-2.158805,4
1.047041,70.88889,-2.042422,4
1.12963,14.555555,-2.029312,4
1.440164,63.11111,-2.086914,4
0.877778,44,-2.035377,4
7.032464,33.555557,-2.05389,4
0.82776,45.88889,-1.68385,4
28.907421,47.444443,-2.097799,4
0.807372,86.111115,-2.123641,4
0.760117,42.77778,-2.045203,4
1.866865,45.77778,-2.089186,4
8.654905,42.333336,-1.940975,4
0.711111,47.666668,-1.942698,4
2.551854,41.555557,-2.237972,4
0.107409,76.55556,-1.986567,4
1.611303,41.666668,-2.068113,4
0.928958,49.77778,-2.106235,4
2.139573,62.555557,-2.111789,4
12.329637,45.77778,-2.010178,4
1.655519,74.55556,-2.091037,4
1.041721,82.66667,-2.068537,4
0.355555,46,-2.053834,4
0.750305,89,-2.13042,4
11.074329,78.44444,-2.038824,4
0.355555,69.66667,-1.985584,4
0.462964,53.11111,-1.971781,4
0.960324,29.555555,-1.802554,4
1.229273,11.777778,-2.13694,4
0.250925,52.444443,-2.048732,4
0.874075,64.44444,-2.003607,4
0.151852,34.22222,-2.149759,4
1.274075,71.333336,-2.030875,4
1.096294,64.111115,-1.994105,4
0.774075,66.88889,-2.00619,4
0.928958,49.77778,-2.054964,4
1.047041,75.333336,-2.014126,4
0.02963,5.777778,-2.071242,5
1.011051,30.444445,-2.118236,5
0.250924,11.444445,-2.034152,5
0,0,0,5
0.136083,3,-1.822214,5
0.623608,34.88889,-2.236251,5
0.172133,2.333334,-2.094395,5
0.272166,13.666667,-2.107303,5
1.481991,17.666668,-2.064482,5
0.088889,6.444445,-2.133095,5
0.459468,28.88889,-2.136215,5
0.712325,1.666667,-1.986938,5
0.018519,21.11111,-2.120153,5
0.501849,27.88889,-2.163633,5
1.707408,2.888889,-1.933239,5
0,0,0,5
1.405017,13.666667,-2.142708,5
2.462965,37,-2.211986,5
1.574075,40.333336,-2.187781,5
0.477777,36.555557,-2.213033,5
0.240741,19.555555,-2.138617,5
0.272165,24.88889,-2.152852,5
0,0,0,5
0.088889,9.555555,-2.04457,5
0.490653,31.333334,-2.184862,5
1.586984,25.11111,-2.102295,5
0,0,0,5
0.018519,4.666667,-2.013143,5
13.496301,22.88889,-2.137493,5
1.148267,21.666666,-2.102722,5
0.266666,34.444447,-2.182442,5
0.166667,5.888889,-2.077816,5
0.033333,6.111111,-1.985769,5
1.123816,10.777778,-1.749258,5
0.389682,31.444445,-2.104978,5
0.250924,13,-2.097293,5
1.241266,26.88889,-2.160912,5
0.962963,3,-1.959823,5
0.240741,1.777778,-1.999063,5
0.349603,23.777779,-2.100671,5
0.298142,11.444445,-2.048717,5
0.854184,13.111111,-2.05997,5
2.251853,25.777779,-2.159464,5
0.250924,11.222222,-1.987466,5
3.451851,26.222221,-2.153719,5
0.975629,37,-2.199825,5
0.3,11.222222,-2.138459,5
0.272165,23.444445,-2.102707,5
2.562963,29,-2.101515,5
0.272165,11.333333,-2.057978,5
0.172133,3.555556,-1.822563,5
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,5
2.562966,10,-2.073429,5
0.507408,34.666668,-2.15274,5
0.118519,3,-1.905927,5
0.062963,2.777778,-2.051344,5
1.772214,23.333334,-2.113918,5
1.555557,10.666667,-2.175296,5
0,0,0,5
1.262962,4.888889,-2.110974,5
0.033333,2.444444,-2.000272,5
0.177778,1.888889,-2.056155,5
0,0,0,5
0.182574,1.444444,-2.094395,5
0.136083,0.111111,-2.094395,5
1.455513,15,-2.067026,5
0.385186,34.88889,-2.202425,5
0.172133,3.111111,-1.755017,5
0,0,0,5
0.408248,25.777779,-2.125976,5
0.611111,11,-2.115567,5
1.378405,23,-2.005139,5
0,0,0,5
2.453267,20.555555,-2.175843,5
0.544331,14,-2.121837,5
0.172133,3.888889,-1.997796,5
0,0,0,5
0,0,0,5
0,0,0,5
0.136083,10.333334,-2.015428,5
0.296297,23.88889,-2.133313,5
2.353877,20.88889,-2.370613,5
0.740741,8.777778,-2.075071,5
35.618523,17.555555,-2.140531,5
0.32963,2.888889,-2.065536,5
1.06284,10.888889,-2.054475,5
0.02963,5.777778,-1.997796,5
0.02963,20.444445,-2.128362,5
0.182575,24.666666,-2.123611,5
0,0,0,5
0.611616,1.222222,-1.920944,5
0.611616,20.555555,-2.127161,5
0.02963,2.333334,-2.007351,5
0.952579,24.444445,-2.11184,5
0.250924,13.111111,-2.066953,5
2.190891,25.777779,-2.113032,5
0.894427,21,-2.128465,5
0.172133,0.222222,-2.094395,5
0.834444,37.11111,-2.226161,5
0.544331,1.777778,-2.007606,5
3.544427,2.555556,-1.628908,5
1.223232,28.444445,-2.125693,5
0,0,0,5
0.074074,24.11111,-2.149073,5
0.118518,4.666667,-2.013143,5
0.501849,34,-2.192406,5
44.774082,22.666666,-2.113273,5
1.807408,16.555555,-2.191662,5
0.459468,28.444445,-2.086083,5
0.062963,15.888889,-2.120265,5
0.02963,4.111111,-2.094395,5
10.551853,12.888889,-2.079296,5
1.857916,15.888889,-2.074133,5
0,0,0,5
0,0,0,5
0.02963,0.777778,-2.094395,5
0.544331,1.777778,-2.007606,5
0,0,0,5
0.250924,11.444445,-2.034152,5
0.45542,35.88889,-2.202667,5
0.827759,3.666667,-2.094395,5
1.490712,22,-2.193098,5
0.433334,23.222221,-2.121175,5
0.477778,10.444445,-2.125516,5
0.278887,0.333333,-2.094395,5
0.547722,26.11111,-2.150638,5
0.062963,5.444445,-2.075071,5
1.223232,28.444445,-2.125693,5
0.136083,24.88889,-2.143761,5
0.172133,0.111111,-2.094395,5
4.923489,29.555555,-2.125548,5
2.812669,29.555555,-2.144778,5
0.611616,1.222222,-1.920944,5
0.151852,7.111111,-2.058451,5
0.018519,20.666668,-2.147571,5
1.577621,13.111111,-2.056119,5
0,0,0,5
0.58373,10.333334,-1.780255,5
2.044446,37.444443,-2.21646,5
0.272166,3.333333,-1.880724,5
1.01111,43.77778,-2.238803,5
0.344265,19.222221,-2.153332,5
1.083547,1.222222,-1.861154,5
0.403687,12.222222,-2.048717,5
0.544331,2.555556,-1.101394,5
0.462963,9.444445,-2.072268,5
0.018519,3.222222,-2.094395,5
0.477778,4.111111,-2.042259,5
0.996295,43.666668,-2.244772,5
0.298142,11.444445,-2.048717,5
0.490653,1.888889,-1.838877,5
99.75187,18.666668,-1.797435,5
0.118518,1.777778,-1.921217,5
0.172133,0.222222,-2.094395,5
0,0,0,5
0.02963,2.333334,-2.007351,5
0.311111,3.222222,-2.071242,5
0.389682,27.11111,-2.110457,5
0.285185,28.777779,-2.084893,5
0.516398,1.111111,-2.094395,5
0.311111,3.222222,-2.071242,5
0.136083,0.888889,-2.094395,5
0,0,0,5
13.496301,22.88889,-2.137493,5
21.796297,12.666667,-2.147622,5
0,0,0,5
1.241266,26.88889,-2.160912,5
1.130388,12.555555,-1.965246,5
5.737789,14.333333,-2.036228,5
0.389682,28.555555,-2.178281,5
3.662964,22.222221,-2.151625,5
1.307407,25,-2.141659,5
0.471405,14.333333,-2.121837,5
0.02963,1.777778,-2.094395,5
0.691214,39.333336,-2.187242,5
0.151852,5.111111,-1.972186,5
2.374074,24.88889,-2.159466,5
0.809664,1.222222,-1.84512,5
8.044466,13.444445,-2.14389,5
0.136083,1.111111,-2.094395,5
0,0,0,5
1.241266,1.111111,-1.512684,5
0.278887,12.333333,-2.068204,5
1.259041,23.777779,-2.112503,5
0.278887,9.777778,-1.93491,5
2.740737,10.777778,-2.087985,5
1.605546,13,-2.043884,5
0.044444,21.11111,-2.136677,5
5.116423,3.777778,-1.890484,5
0.172133,3.222222,-1.949167,5
0.136083,3.555556,-2.056155,5
18.162964,7.666666,-2.095813,5
0.136083,2.888889,-1.861154,5
0,0,0,5
0,0,0,5
125.8667,13.888889,-2.066916,5
0,0,0,5
0.983192,28.777779,-2.082762,5
0.018519,4.666667,-2.013143,5
1.306678,24.555555,-2.129746,5
2.072751,1.555556,-1.570796,5
0.088889,6.444445,-2.133095,5
0.490654,5.777778,-2.036506,5
0.32963,2.888889,-2.065536,5
0.534027,27.777779,-2.121346,5
0.172133,22.11111,-2.107311,5
0.547723,26.11111,-2.128231,5
0.018519,3.888889,-2.094395,5
2.208569,24.444445,-2.12273,5
3.174073,28.666666,-2.084255,5
0.421637,14.111111,-2.068564,5
3.407407,40.11111,-2.218655,5
0.062963,1.111111,-2.094395,5
0.074074,2.666667,-2.056155,5
0.24074,40.444443,-2.182018,5
0.389681,29.333334,-2.20829,5
0.077778,3.777778,-2.071242,5
3.05808,20.88889,-2.162872,5
0,0,0,5
0.58373,23.222221,-2.142269,5
0.403687,12.222222,-2.048717,5
0.298143,24.777779,-2.143897,5
0,0,0,5
0.077778,30.444445,-2.100966,5
0,0,0,5
0.843274,3.222222,-2.04515,5
0.809664,1.222222,-1.84512,5
0.518518,7.444445,-2.021228,5
0.062963,4.444445,-1.931332,5
0.285185,28.777779,-2.084893,5
0,0,0,5
0.278887,0.777778,-2.094395,5
0.760117,15.222222,-2.12934,5
0.507408,8.555555,-2.127586,5
1.123816,10.777778,-1.749258,5
0,0,0,5
0.107407,43.11111,-2.227801,5
2.313408,19.777779,-2.161571,5
1.746955,9.555555,-2.065342,5
0.544331,0.444444,-2.094395,5
0.018519,0.777778,-2.094395,5
10.074077,19.222221,-2.172099,5
0.074074,6.333334,-2.075071,5
3.786917,2.888889,-1.861154,5
0.136083,0.111111,-2.094395,5
0.250924,29.555555,-2.086083,5
0.620633,12.111111,-1.989546,5
0.522222,5.777778,-2.130339,5
0.02963,0.222222,-2.094395,5
0.942809,14.555555,-2.085342,5
0.172133,0.111111,-2.094395,5
1.007407,9,-2.048,5
0.272166,14.333333,-2.121878,5
5.102286,30.444445,-2.154391,5
0.981307,1.666667,-2.094395,5
1.062841,25.777779,-2.11184,5
0.518518,20.555555,-2.137851,5
0.340741,6.111111,-2.071242,5
0.712325,11.666667,-2.047276,5
0.062963,6.666666,-2.08783,5
8.21111,4.666667,-0.004927,5
0.02963,1.888889,-2.01751,5
1.162692,40.77778,-2.207158,5
0.421636,5,-1.853161,5
4.204495,3.333333,-2.094395,5
2.901469,20.333334,-2.138901,5
0,0,0,5
39.262947,23.777779,-2.142756,5
0.471405,12.222222,-2.035769,5
0.699206,35.11111,-2.201495,5
0.182574,3.666667,-1.871048,5
0.691214,39.333336,-2.187242,5
0.172133,1.777778,-1.986938,5
0.45542,24,-2.117671,5
0,0,0,5
0.02963,0.444444,-2.094395,5
1.707408,2.888889,-1.933239,5
0.196296,33.555557,-2.188149,5
0.607408,28.777779,-2.146185,5
0.421637,14.111111,-2.068564,5
0.327731,3.555556,-1.988202,5
1.306678,24.555555,-2.129746,5
0.809664,34.444447,-2.196423,5
0.136083,12,-2.039459,5
0,0,0,5
1.90613,5,-2.208419,5
0.062963,4.888889,-2.094395,5
0,0,0,5
0.182574,0.555556,-2.094395,5
0.172133,0.666667,-2.094395,5
0.300001,16.666668,-2.138743,5
1.769076,32.333336,-2.085248,5
1.585185,1.555556,-1.919639,5
0.02963,4,-2.013143,5
1.625036,71,-2.045943,6
3.284081,55.555557,-2.118572,6
2.462961,38,-2.020345,6
0.518519,51.444443,-2.338974,6
1.032796,57.77778,-2.025133,6
0.729634,49.666668,-2.198939,6
2.948949,75.22222,-2.047053,6
3.605038,63,-2.080174,6
0.869228,52,-1.887731,6
2.048487,69.66667,-2.04388,6
1.90516,75.111115,-2.047766,6
0.655462,52.555557,-1.917349,6
3.985182,51.11111,-2.494607,6
1.123816,74.77778,-2.058211,6
3.275612,71.44444,-2.021784,6
2.277915,58.88889,-2.052705,6
2.180723,72,-2.034048,6
1.511683,75.44444,-2.035894,6
0.547722,75.22222,-2.040554,6
1.925463,49.77778,-2.045201,6
1.306679,76.66667,-2.041277,6
2.313409,75.66667,-1.997746,6
1.204928,72,-2.038543,6
0.547723,57.666668,-2.047243,6
5.495115,49,-2.175826,6
0.918938,62.333332,-1.98088,6
1.420746,62.22222,-2.054753,6
1.834847,71.55556,-2.048199,6
1.669998,64.333336,-2.020895,6
1.769077,58.22222,-1.937924,6
2.703221,70.22222,-2.015374,6
1.586985,69.77778,-2.038263,6
0.952579,56.555557,-2.038016,6
2.738614,74.77778,-2.03548,6
7.155551,51.333332,-2.327482,6
1.451691,77.77778,-2.06802,6
2.880329,62,-1.995072,6
1.003697,59.88889,-1.947472,6
3.855555,42.88889,-2.001125,6
1.445299,73.22222,-2.069045,6
2.711429,60.444443,-1.968511,6
2.195112,61.77778,-2.044653,6
1.307408,49.22222,-2.341198,6
1.885184,50.11111,-2.555683,6
2.507411,44.11111,-2.0752,6
2.82384,72.111115,-2.024748,6
2.094085,71.111115,-2.102898,6
1.496296,36.444443,-2.083566,6
1.811109,38.11111,-2.016443,6
6.433995,72.333336,-2.035874,6
2.88033,71.888885,-2.064888,6
2.084333,74.77778,-2.038177,6
1.854924,69.55556,-2.024321,6
3.885185,33,-2.101002,6
1.356739,74.888885,-2.047211,6
5.540735,51.22222,-2.38829,6
7.662959,39.666668,-2.085272,6
1.531158,59.77778,-1.970398,6
1.025599,55.444443,-2.046998,6
0.936898,62.333332,-2.008719,6
1.242757,56.88889,-1.949088,6
2.277915,58.88889,-2.052705,6
1.282358,71.22222,-2.037372,6
0.779364,69.66667,-2.021172,6
2.01568,68,-2.033505,6
1.068055,59.555557,-1.95277,6
2.043961,59.88889,-1.973056,6
1.148269,67,-2.051636,6
1.857917,75.66667,-2.030648,6
2.33492,76.111115,-2.060549,6
1.678846,67.22222,-2.075226,6
4.38896,54.666668,-2.052453,6
1.944444,37.88889,-2.046307,6
0.862812,68.77778,-2.053189,6
3.179215,70.111115,-2.062724,6
0.488888,37.77778,-2.014509,6
1.686548,61.22222,-2.065421,6
2.059307,76.44444,-2.055457,6
0.222222,35.22222,-2.049148,6
1.14342,61.666668,-2.021838,6
0.64693,67.111115,-2.046535,6
5.40741,29.88889,-1.858264,6
1.345774,61,-2.070717,6
1.773257,72.111115,-2.085934,6
1.794023,56.333332,-1.930048,6
2.78621,61.444443,-2.043399,6
0.544331,69,-1.958014,6
1.327766,57.11111,-2.105677,6
1.218681,56.333332,-2.032929,6
1.572919,61.11111,-1.940813,6
4.841564,70.333336,-2.094585,6
1.973905,79.22222,-2.065948,6
0.894427,51.22222,-2.126558,6
1.520233,58.666668,-1.986776,6
1.936969,60.88889,-1.990627,6
3.277779,38.77778,-2.183125,6
1.260512,79.111115,-2.070441,6
2.094082,59.666668,-2.081095,6
0.651852,39.11111,-1.970772,6
0.879815,63.11111,-1.956005,6
2.87407,38.555557,-2.022227,6
1.323576,72.66667,-2.063776,6
0.91287,50.333332,-2.143718,6
0.750308,50.666668,-1.992997,6
1.323576,63.333332,-2.008931,6
1.005539,57.22222,-2.010723,6
2.957101,70.111115,-2.015595,6
0.998145,60.666668,-1.987599,6
2.68052,70.88889,-2.037351,6
