@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Hedge-sd numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
121,0,0.074074,1,3
91,0,0.311111,0.867813,3
75,0.111111,31.71359,0.297802,3
118,0,0.136083,0.111111,3
141,0,0.82963,0.953086,3
108,0.111111,15.930981,0.358975,3
88,0,1.274074,0.929574,3
90,0.111111,63.76296,0.762919,3
120,0,1.869838,0.681266,3
106,0,0.172133,1,3
114,0,0.062963,0.881481,3
131,0,1.095445,0.407407,3
124,0,0.074074,1,3
138,0,0.385185,1,3
77,0,1.574075,0.891608,3
134,0,0.278887,0.977778,3
136,0,1.333333,0.986111,3
123,0,0.044444,1,3
83,0,0.632455,0.740476,3
124,0,0.785185,0.953704,3
136,0,3.166959,0.425293,3
114,0,0.255555,0.984127,3
120,0,9.618522,0.893054,3
136,0,0.61111,0.709751,4
108,0,104.91862,0.275986,4
66,0,0.418519,0.252103,4
68,0,0.962963,0.265053,4
73,0,1.003696,0.176156,4
120,0,0.443052,0.224617,4
156,0,5.18889,0.431321,4
105,0,0.522222,0.259048,4
89,0,0.389682,0.351273,4
158,0,1.762963,0.41916,4
50,0,0.389682,0.290165,4
151,0,2.251854,0.457448,4
17,0,0.807374,0.284874,4
49,0,0.544332,0.221187,4
126,0,44.374123,0.258409,4
102,0,0.296295,0.25976,4
132,0,0.75031,0.354746,4
68,0,0.936897,0.167908,4
105,0,0.151852,0.277106,4
65,0,0.91084,0.287045,4
103,0,0.93492,0.323915,4
44,0,1.128748,0.339917,4
140,0,0.722649,0.2851,4
146,0,4.712474,0.347454,4
159,0,1.18165,0.15128,4
149,0,0.266666,0.453341,4
76,0,0.344266,0.334876,4
154,0,1.866666,0.453533,4
17,0.222222,2.319004,0.268186,4
82,0,0.488889,0.246605,4
65,0,0.93492,0.314783,4
85,0,9.188898,0.278726,4
101,0,1.186342,0.322733,4
25,0,0.64693,0.318191,4
123,0,108.74074,0.280593,4
44,0,0.998146,0.271987,4
69,0,0.742867,0.17869,4
147,0.111111,2.599144,0.309106,4
57,0,0.389679,0.335387,4
127,0,4.144167,0.204536,4
77,0,0.557774,0.31069,4
116,0,0.501848,0.264563,4
158,0,0.418518,0.503086,4
139,0,0.8,0.482725,4
78,0,2.874073,0.258916,4
70,0,0.655461,0.314365,4
28,0,0.658281,0.324556,4
157,0,1.662962,0.438882,4
140,0,0.298143,0.266206,4
117,0,1.29386,0.30715,4
15,0,0.54433,0.30227,4
159,0,1.574074,0.541667,4
102,0,0.207407,0.274353,4
129,0,0.827758,0.338407,4
89,0,0.490653,0.331128,4
45,0,1.526313,0.259367,4
121,0,2.678445,0.307193,4
83,0,0.785184,0.260329,4
121,0,3.208784,0.300672,4
138,0,1.638653,0.280911,4
145,0,0.421638,0.315338,4
57,0,0.365148,0.266776,4
111,0,1.597452,0.349325,4
42,0,0.534027,0.337893,4
34,0,0.836659,0.279176,4
129,0,11.944499,0.248092,4
68,0,0.583729,0.316026,4
154,0,3.200002,0.479715,4
158,0,0.477778,0.472975,4
21,0,2.613357,0.274519,4
123,0,0.355555,0.408913,4
134,0,0.730296,0.361284,4
90,0,0.879814,0.278345,4
135,0,0.958394,0.33466,4
127,0,1.24722,0.317325,4
120,0,53.95558,0.272752,4
134,0,0.544332,0.341111,4
159,0,1.455513,0.202846,4
57,0,0.365148,0.266776,4
111,0,0.272165,0.269218,4
130,0,21.762964,0.548124,4
69,0,0.854184,0.154094,4
93,0,1.730981,0.315538,4
132,0,1.011049,0.325768,4
139,0,1.048809,0.310818,4
103,0,1.496294,0.259607,4
72,0,1.167461,0.314606,4
121,0,0.904721,0.280578,4
146,0,0.740741,0.487864,4
122,0,90.829605,0.282411,4
46,0,1.408966,0.326719,4
162,0,0.888889,0.479931,4
100,0,0.403687,0.278963,4
43,0,1.223233,0.335115,4
140,0,0.685185,0.444353,4
35,0,0.646928,0.287488,4
79,0,0.755556,0.265535,4
102,0,0.62361,0.317014,4
53,0,0.389682,0.264564,4
80,0,0.933332,0.282964,4
101,0,1.186342,0.322733,4
24,0,1.047042,0.30862,4
107,0,3.011091,0.311552,4
66,0,4.959466,0.178875,4
102,0,0.177779,0.26938,4
48,0,0.250924,0.339117,4
126,0,2.274658,0.305785,4
96,0,0.879816,0.174579,4
115,0,1.306679,0.331663,4
65,0,0.827759,0.287325,4
77,0,1.585185,0.255329,4
137,0,1.088663,0.176066,4
120,0,1.833839,0.245321,4
32,0,0.836659,0.249001,4
21,0,1.062841,0.25706,4
125,0,1.318521,0.259842,4
112,0,0.712325,0.293681,4
119,0,0.772202,0.271717,4
119,0,0.611616,0.28077,4
116,0,0.816497,0.309461,4
124,0,1.186342,0.348022,4
104,0,0.516399,0.303071,4
123,0,1.555556,0.263275,4
80,0,0.711109,0.24473,4
126,0,2.122222,0.437078,4
153,0,6.888892,0.447745,4
78,0,2.874073,0.258916,4
75,0,1.083547,0.181732,4
100,0,0.651851,0.268621,4
105,0,1.67778,0.295992,4
150,0,1.499999,0.441573,4
135,0,1.025598,0.308824,4
130,0,0.474074,0.505441,4
111,0,0.344265,0.290355,4
158,0,0.418518,0.503086,4
110,0,0.596297,0.249253,4
65,0,25.537477,0.19713,4
34,0,0.583731,0.34747,4
148,0,0.507408,0.483771,4
145,0,0.699206,0.31714,4
126,0,0.596297,0.280738,4
67,0,0.646929,0.298145,4
116,0,0.278888,0.313235,4
124,0,184.5222,0.261246,4
45,0,1.526313,0.259367,4
42,0,0.699206,0.334662,4
121,0,1.925463,0.313427,4
123,0,2.077778,0.559546,4
98,0,3.079803,0.265698,4
76,0,11.481388,0.200662,4
131,0,2.115206,0.338619,4
32,0.111111,1.971088,0.344409,4
82,0,0.474074,0.303876,4
79,0,0.651853,0.245206,4
87,0,62.018505,0.312482,4
101,0,0.349603,0.327288,4
103,0,1.396296,0.257014,4
64,0,0.699206,0.310101,4
73,0,0.651852,0.253364,4
154,0,0.577778,0.458785,4
102,0,0.296295,0.25976,4
89,0,0.958392,0.317871,4
64,0,1.020167,0.31426,4
162,0,0.133333,0.484805,4
69,0,1.47196,0.289653,4
133,0,1.069786,0.339145,4
83,0,0.680414,0.307415,4
125,0,1.878731,0.321825,4
77,0,8.373016,0.225243,4
146,0,4.655555,0.429825,4
125,0,1.944448,0.257599,4
50,0,0.869227,0.304774,4
83,0,0.566666,0.249679,4
139,0,0.596294,0.27569,4
135,0,0.122224,0.258303,4
122,0,3.016006,0.349652,4
95,0,0.91084,0.337756,4
126,0,2.122222,0.437078,4
81,0,0.389682,0.307419,4
33,0,0.250925,0.33727,4
125,0,0.162963,0.398689,4
124,0,0.490655,0.317097,4
75,0,4.802776,0.275059,4
104,0,0.740741,0.252203,4
128,0,1.123816,0.340237,4
36,0,1.22323,0.332815,4
64,0,1.115547,0.313003,4
149,0,1.585185,0.445172,4
78,0,5.662962,0.392034,4
35,0,1.730981,0.319714,4
124,0.111111,1.807404,0.258543,4
126,0,0.162963,0.405936,4
129,0,0.886107,0.30598,4
107,0,5.5889,0.252669,4
28,0,0.658281,0.324556,4
80,0,0.933332,0.282964,4
80,0,0.505525,0.290834,4
78,0,2.322991,0.325487,4
147,0,2.818517,0.468165,4
122,0,1.485737,0.342363,4
66,0,1.893459,0.152009,4
157,0,1.718518,0.430239,4
19,0,0.886106,0.355227,4
38,0,1.068054,0.271659,4
73,0,0.389682,0.184376,4
125,0,5.725834,0.192484,4
111,0,1.471961,0.298892,4
117,0,0.742868,0.330477,4
73,0,1.993508,0.297096,4
137,0,1.555159,0.214456,4
99,0,1.340259,0.146611,4
128,0,0.844444,0.316177,4
88,0,0.720081,0.320122,4
124,0,1.351851,0.271474,4
161,0,0.162963,0.540918,4
68,0,1.344399,0.170449,4
76,0,0.327731,0.250705,4
73,0,1.003696,0.176156,4
104,0,1.011113,0.254697,4
129,0,3.155558,0.449747,4
98,0,0.596297,0.28511,4
22,0,0.975629,0.319474,4
87,0,0.623611,0.3097,4
116,0,0.834444,0.355756,4
83,0,3.111112,0.260605,4
81,0,0.344443,0.267251,4
117,0,0.860663,0.335026,4
85,0,4.598309,0.315228,4
100,0,0.651851,0.268621,4
109,0,0.490653,0.334962,4
102,0,5.425934,0.318271,4
117,0,0.742868,0.330477,4
143,0,0.544331,0.341229,4
127,0,59.54075,0.248999,4
159,0,1.455513,0.202846,4
89,0,0.389682,0.351273,4
80,0,0.711109,0.24473,4
108,0,16.83333,0.266758,4
120,0,1.833839,0.245321,4
147,0,0.844445,0.464069,4
17,0,1.108886,0.286238,4
121,0,0.904721,0.280578,4
32,0,0.836659,0.249001,4
20,0,1.062841,0.309556,4
119,0,0.772202,0.271717,4
120,0,0.646929,0.222808,4
42,0,0.894428,0.322931,4
95,0,5.724864,0.264571,4
115,0,0.646929,0.264115,4
90,0,2.770879,0.327632,4
118,0,0.691215,0.293949,4
78,0,3.517681,0.300208,4
78,0,6.355548,0.33971,4
90,0,0.879814,0.278345,4
148,0,0.507408,0.483771,4
147,0.111111,1.277778,0.457405,4
118,0,1.055555,0.265558,4
160,0,0.429629,0.426014,4
96,0,0.752772,0.297221,4
81,0,0.740742,0.300796,4
154,0.111111,2.178176,0.321345,4
125,0,1.344399,0.323908,4
103,0,0.596285,0.287394,4
102,0,0.860662,0.2694,4
123,0,1.718096,0.299164,4
129,0,1.096297,0.320613,4
146,0,0.740741,0.487864,4
87,0,0.623611,0.3097,4
160,0,0.429629,0.426014,4
66,0,7.073164,0.184999,4
97,0,0.574133,0.197115,4
122,0,103.762955,0.29185,4
62,0,0.389681,0.32276,4
98,0,0.772202,0.346398,4
138,0,0.41852,0.248998,4
13,0,0.54433,0.311437,4
15,0,1.0256,0.316905,4
94,0,0.779363,0.267258,4
128,0,1.054092,0.312927,4
158,0,0.611111,0.520578,4
38,0,0.760116,0.336015,4
62,0,0.772202,0.303179,4
123,0,0.518518,0.251194,4
102,0,1.229628,0.307007,4
104,0,0.711111,0.267219,4
152,0,3.262964,0.46343,4
120,0,9.262964,0.263467,4
124,0,70.1963,0.290982,4
110,0,1.809441,0.353548,4
67,0,1.187902,0.303044,4
87,0,1.695309,0.319706,4
65,0,25.537477,0.19713,4
146,0,1.318517,0.432786,4
73,0,0.816495,0.178226,4
70,0.111111,3.461964,0.273358,4
73,0,0.781736,0.274334,4
70,0,0.107408,0.249829,4
142,0,0.172133,0.222222,5
139,0,0.285185,0.786175,5
105,0,0.742867,0.353768,5
139,0,0.062963,0.696605,5
139,0,0.272166,1,5
80,0,0.720082,0.489982,5
85,0,0.172133,0.459024,5
93,0,0.389682,0.559179,5
88,0,0.298142,0.61791,5
141,0,0.162963,0.640224,5
94,0,0.962962,0.57666,5
90,0,0.547723,0.539116,5
107,0,2.818519,0.547173,5
114,0,0.389682,0.331888,5
148,0,0,0,5
79,0.111111,3.487544,0.485044,5
131,0,0.172133,0.666667,5
148,0,0,0,5
135,0,0.266667,0.617593,5
145,0,0,0,5
129,0,0,0,5
116,0,0.45542,0.395663,5
134,0,0.240741,0.829233,5
140,0,0.044444,0.797884,5
154,0,0.136083,0.222222,5
152,0,0,0,5
90,0,0.471405,0.533928,5
86,0,0.250924,0.444698,5
131,0,0,0,5
80,0,1.083548,0.43286,5
90,0,0.45542,0.651153,5
104,0,2.255034,0.314713,5
89,0,4.703426,0.477489,5
94,0,0.02963,0.977778,5
67,0,0.344265,0.231481,5
35,0,0.250924,0.459288,5
134,0,0.374074,0.876102,5
95,0,1.264911,0.512566,5
89,0,0,0,5
92,0,0.177777,0.53355,5
134,0,0.210819,1,5
141,0,-0,0.555556,5
111,0,0.344265,0.315484,5
137,0,0.107407,1,5
99,0,1.128749,0.54148,5
143,0,0.172133,0.888889,5
106,0,0.136082,0.416401,5
155,0.111111,121.396286,0.747294,5
133,0,0.344444,0.630471,5
41,0,0.172133,0.537037,5
112,0,0.278887,0.409544,5
144,0,0.490653,0.861111,5
91,0,0.547722,0.476783,5
113,0,0.389682,0.414807,5
141,0,0.136083,0.111111,5
152,0,0,0,5
115,0,0.389682,0.339149,5
148,0,0.136083,0.111111,5
129,0,3.804481,0.096561,5
150,0,0,0,5
135,0,0.02963,1,5
144,0,0,0,5
135,0,0.403687,0.972222,5
149,0,0.172133,0.111111,5
36,0,0.278887,0.648657,5
94,0,0.42963,0.451546,5
84,0,0.459468,0.404099,5
137,0,0.018519,1,5
63,0,0.389682,0.5477,5
133,0,0.02963,1,5
112,0,0.162963,0.492526,5
149,0,0,0,5
147,0,0.68853,0.111111,5
93,0,0.033333,0.878395,5
133,0,0.136083,1,5
110,0,0.272165,0.307444,5
134,0,0.272166,0.833333,5
134,0,0.151852,0.881481,5
152,0,3.574075,0.537037,5
116,0,0.077778,0.420839,5
110,0,0.272165,0.307444,5
134,0,0.151852,0.881481,5
152,0,0.166667,0.599735,5
104,0.111111,2.104669,0.380292,5
93,0,0.862962,0.577002,5
141,0,0.118518,0.66524,5
152,0,0.82963,0.648677,5
136,0,0.02963,0.84709,5
34,0,0.403687,0.544858,5
137,0,0.151852,0.731922,5
135,0,0.033333,0.927778,5
145,0,0,0,5
85,0,0.172133,0.459024,5
135,0,0.162963,0.849735,5
145,0,0.272166,0.527778,5
93,0,0.172132,0.511905,5
94,0,0.02963,0.977778,5
12,0,3.358241,0.543775,5
138,0,0.122222,0.799603,5
61,0,0.272165,0.655892,5
113,0,0.68853,0.302071,5
62,0,0.344265,0.635938,5
113,0,0.389682,0.414807,5
119,0,0.829629,0.425713,5
89,0,2.453266,0.473045,5
31,0,2.678447,0.500944,5
141,0,0,0,5
152,0,4.340741,0.439153,5
130,0,0.272166,1,5
133,0,0.02963,0.627269,5
108,0,1.951258,0.45603,5
134,0,0.151852,0.874074,5
109,0,0.389682,0.367141,5
143,0,0,0,5
136,0,0.122222,0.657744,5
131,0,0,0,5
154,0,0,0,5
148,0,0.981307,0.612963,5
153,0,0,0,5
92,0,0.118519,0.632127,5
116,0,0.344266,0.392149,5
89,0,0.278887,0.097643,5
39,0,0.879815,0.576021,5
154,0,0.544331,0.838889,5
135,0,0.077778,0.333333,5
144,0,0,0,5
144,0,0,0,5
92,0,0.620633,0.499695,5
91,0,0.196296,0.634464,5
131,0,0.250924,0.972222,5
87,0,0.374074,0.659329,5
137,0,0.177778,0.772487,5
58,0,0.327731,0.607768,5
64,0,1.963557,0.579142,5
152,0,3.574075,0.537037,5
92,0,0.344265,0.608437,5
131,0,0,0,5
150,0,0,0,5
134,0,0.077778,0.937037,5
152,0,1.090362,0.705556,5
137,0,0.712325,0.75,5
152,0,0,0,5
90,0,0.250924,0.641018,5
93,0,0.544331,0.44338,5
137,0,1.751852,0.917989,5
61,0,0.459468,0.645891,5
135,0,0.062963,0.832275,5
113,0,0.933333,0.441507,5
113,0,0.544331,0.350082,5
135,0,0.385185,0.888007,5
118,0,0.874073,0.418712,5
34,0,0.501848,0.479958,5
152,0,0,0,5
104,0,2.041242,0.375532,5
84,0,0.327731,0.475,5
114,0,0.088889,0.393927,5
135,0,0.477778,0.454232,5
154,0,5.751853,0.534392,5
136,0,0.477777,0.911155,5
107,0,0.72265,0.332407,5
82,0,2.53348,0.481601,5
89,0,0.800463,0.740904,5
140,0,0.421637,0.656085,5
131,0,0.551852,0.925926,5
105,0,1.825741,0.337494,5
95,0,0.403687,0.10119,5
94,0,0.251852,0.599594,5
153,0,0,0,5
155,0,60.240738,0.392385,5
136,0,0.211111,0.877513,5
154,0,0.403687,0.277778,5
154,0.111111,0.596296,0.6248,5
86,0,0.062963,0.630928,5
114,0,0.211111,0.510924,5
155,0,131.80739,0.5,5
139,0,0.02963,1,5
141,0,0,0,5
130,0,0,0,5
154,0.111111,3.174073,0.815344,5
152,0,0.82963,0.648677,5
40,0,0,0,5
133,0,0.074074,0.962963,5
145,0,0.272166,0.527778,5
62,0,0.557773,0.680808,5
93,0,0.928959,0.480246,5
89,0,0.551852,0.896296,5
108,0,0.298143,0.421675,5
89,0,1.725624,0.43138,5
115,0,0.033333,0.933333,5
138,0,0.285185,0.779497,5
61,0,0.490653,0.588823,5
110,0.111111,2.296298,0.431825,5
134,0,0.018519,1,5
110,0,0.962963,0.675265,5
83,0,20.922216,0.676581,5
130,0,0.951852,0.855556,5
30,0,1.632993,0.518586,5
155,0,71.574066,0.300624,5
115,0,0.074074,0.533126,5
89,0,4.703426,0.477489,5
134,0,0.385185,0.457752,5
108,0,0.827759,0.365332,5
154,0,0.062963,0.555556,5
34,0,0.501848,0.479958,5
155,0,131.80739,0.5,5
62,0,0,0,5
91,0,0.172133,0.620651,5
89,0,3.83792,0.548825,5
145,0,0,0,5
96,0,0.516398,0.472764,5
62,0,0.501848,0.67037,5
93,0,0.862962,0.577002,5
82,0,2.167948,0.458152,5
141,0,0.074074,0.888889,5
89,0,0,0.459093,5
94,0,0.033333,0.452182,5
131,0,1.851852,0.77037,5
111,0,0.344265,0.315484,5
90,0,0.062963,0.797212,5
63,0,0.272166,0.653535,5
149,0,0,0,5
153,0,0.02963,0.888889,5
41,0,0.172133,0.537037,5
40,0,0.136083,0.116667,5
138,0,0.133333,0.826852,5
133,0,0.272166,0.972222,5
62,0,0.557773,0.680808,5
130,0,6.240745,0.550926,5
144,0,0,0,5
140,0,0.742867,0.240741,5
89,0,1.068055,0.548545,5
153,0,0.136083,0.085017,5
61,0,0.459468,0.645891,5
120,0,1.708367,0.38675,5
111,0,0.951851,0.409226,5
138,0,0.136083,1,5
88,0,0.074074,0.641775,5
140,0,0.344265,0.814815,5
138,0,0.272166,1,5
94,0,0.490653,0.619713,5
142,0,2.108185,0.769444,5
114,0,0.062963,0.546207,5
135,0,0.136083,1,5
86,0,2.542237,0.594226,5
112,0,0.344265,0.32175,5
141,0,0.136083,0.111111,5
57,0.111111,2.760166,0.466308,5
152,0,0,0,5
116,0,0.02963,0.940741,5
142,0,0,0,5
131,0,0,0,5
133,0,0.136083,0.888889,5
83,0,0.250924,0.50381,5
95,0,0.062963,0.459469,5
144,0,0.365148,0.740741,5
137,0,0.712325,0.75,5
141,0,0.172133,0.222222,5
93,0,0,0,5
144,0,0,0,5
147,0,0,0,5
147,0,0,0,5
86,0,0.044444,0.629503,5
64,0,0.136083,0.69798,5
154,0,0.077778,0.288889,5
137,0,50.07408,0.502569,5
111,0,0.78881,0.489897,5
90,0,2.464563,0.475549,5
138,0,49.633343,0.61525,5
116,0,1.103865,0.310286,5
151,0,0.172133,0.222222,5
94,0,0.42963,0.451546,5
144,0,0,0,5
142,0,0.172133,1,5
119,0.111111,0.91084,0.589565,5
61,0,0.443054,0.66626,5
144,0,0.534027,0.37037,5
140,0,0.666667,0.068883,5
140,0,0.062963,0.639254,5
95,0,1.264911,0.512566,5
115,0,12.266669,0.421493,5
94,0,0.951854,0.457772,5
135,0,0.172133,1,5
91,0,0.107408,0.48999,5
83,0,0.403687,0.481852,5
135,0,0.151852,0.443136,5
133,0,0.344444,0.630471,5
36,0,0.327731,0.634921,5
109,0,0.389682,0.331954,5
145,0,0.934919,0.656614,5
86,0,0.327731,0.46348,5
134,0,0.018518,0.587234,5
12,0,1.966384,0.687302,5
65,0,0.421637,0.583461,5
105,0,0.809664,0.364499,5
90,0,0.344444,0.496719,5
112,0,0.799999,0.445039,5
68,0,0.278887,0.115741,5
195,0,0.966091,0.290299,6
162,0,9.396256,0.291106,6
189,0,1.544405,0.295523,6
189,0,14.607409,0.297413,6
187,0,3.538151,0.297341,6
160,0,2.740741,0.347142,6
194,0,1.797116,0.300667,6
179,0,1.881685,0.282687,6
187,0,2.0221,0.304126,6
201,0,4.071583,0.28043,6
197,0.111111,1.103865,0.285333,6
186,0,3.555556,0.303377,6
196,0,1.695309,0.292469,6
181,0,2.864857,0.265619,6
190,0,1.123816,0.290788,6
173,0,2.112572,0.321085,6
194,0,7.713385,0.292382,6
200,0,2.8829,0.296836,6
191,0,2.800133,0.313611,6
182,0,2.366432,0.3112,6
195,0,2.123065,0.305593,6
192,0,3.062316,0.324017,6
210,0.111111,2.613356,0.317566,6
176,0.111111,1.695309,0.318137,6
183,0,1.597451,0.298622,6
194,0,3.356035,0.309253,6
205,0,2.489238,0.303912,6
185,0,0.210818,0.302539,6
185,0,1.289558,0.259189,6
187,0,1.069787,0.292692,6
182,0,2.054805,0.301601,6
188,0,2.23524,0.293991,6
195,0,1.738453,0.290585,6
191,0.111111,5.185452,0.320865,6
185,0,32.118523,0.27036,6
186,0,1.678844,0.307027,6
183,0,1.485735,0.28154,6
188,0,19.007412,0.275863,6
188,0,2.498147,0.295624,6
198,0,5.792715,0.299654,6
188,0,2.407552,0.30013,6
185,0,2.277101,0.300036,6
186,0,2.526893,0.296251,6
191,0,1.192569,0.289582,6
182,0,71.24447,0.256078,6
182,0,1.558727,0.287646,6
192,0,2.489237,0.31261,6
198,0,3.009245,0.296314,6
203,0.111111,2.746041,0.314896,6
161,0,91.32222,0.294706,6
190,0,2.966668,0.329007,6
183,0,1.788856,0.30372,6
194,0,2.03761,0.300853,6
206,0.111111,2.808056,0.30568,6
182,0,9.218522,0.285756,6
190,0,2.094085,0.297059,6
193,0,1.80944,0.299579,6
161,0,18.922234,0.298056,6
194,0.222222,3.089408,0.298369,6
190,0,3.234651,0.303602,6
198,0,3.344425,0.309645,6
187,0,2.389019,0.305755,6
187,0,1.784708,0.307458,6
204,0,2.083445,0.29685,6
193,0,2.489236,0.278387,6
176,0,1.169045,0.294787,6
190,0,3.234651,0.303602,6
193,0,1.846919,0.310288,6
194,0,1.69531,0.291972,6
180,0,45.955563,0.252953,6
189,0,1.005541,0.29381,6
188,0,1.299573,0.296294,6
191,0,2.786209,0.314683,6
172,0,5.856622,0.265454,6
162,0,73.1111,0.300182,6
190,0,1.204929,0.292125,6
201,0.222222,3.124574,0.308859,6
180,0,1.088663,0.278822,6
196,0,1.148268,0.294238,6
159,0,152.7,0.294845,6
189,0,2.507408,0.297841,6
189,0,1.544405,0.295523,6
180,0,3.19722,0.306906,6
177,0,0.942809,0.306215,6
186,0,7.932118,0.290148,6
173,0,1.236781,0.318366,6
200,0,1.206464,0.292784,6
190,0,0.952579,0.297733,6
195,0,2.354665,0.291875,6
184,0,45.085182,0.250721,6
161,0,93.98522,0.282125,6
196,0,1.668887,0.287526,6
196,0,1.35674,0.293586,6
189,0,1.784709,0.301346,6
197,0.111111,3.275611,0.298704,6
162,0,9.662939,0.285523,6
176,0.111111,2.855145,0.32042,6
198,0,1.600926,0.299707,6
200,0,2.622552,0.317362,6
183,0,3.699851,0.312366,6
185,0,5.556445,0.28574,6
163,0,5.540755,0.284813,6
182,0,5.648992,0.24779,6
195,0,2.102027,0.292957,6
192,0,2.326181,0.312796,6
163,0,41.988934,0.263846,6
190,0,1.849925,0.295621,6
184,0,1.818627,0.275818,6
189,0,0.860663,0.312892,6
185,0,2.154238,0.298025,6
190,0,3.727774,0.285916,6
185,0,32.118523,0.27036,6
176,0.111111,1.695309,0.318137,6
187,0,1.602082,0.29965,6
176,0,0.918938,0.294056,6
194,0,2.03761,0.300853,6
165,0,23.89629,0.273647,6
175,0,2.257497,0.312037,6
192,0,2.379699,0.325608,6
195,0,1.709451,0.300363,6
189,0,4.007863,0.305404,6
161,0,31.022234,0.308416,6
185,0,1.925463,0.275889,6
181,0,2.054805,0.283287,6
180,0,2.888675,0.300918,6
193,0,5.409525,0.275266,6
196,0,3.678264,0.301586,6
189,0,21.588884,0.266302,6
163,0,1.851823,0.270056,6
160,0,139.85553,0.339618,6
186,0,53.58887,0.276726,6
176,0,2.691551,0.308573,6
184,0,63.35185,0.28045,6
191,0,2.903384,0.311587,6
177,0,1.173788,0.305962,6
191,0.111111,6.071487,0.279764,6
178,0,0.544331,0.318996,6
203,0,4.036866,0.287107,6
185,0,1.16746,0.289144,6
201,0.111111,2.455531,0.294187,6
200,0,1.784709,0.312541,6
184,0,1.810463,0.278195,6
197,0,3.122795,0.296328,6
192,0,3.866763,0.299308,6
175,0,4.68923,0.312834,6
159,0,152.7,0.294845,6
185,0,94.91854,0.250444,6
189,0,84.59629,0.233097,6
161,0,31.022234,0.308416,6
176,0,2.870668,0.315862,6
177,0,17.366692,0.296365,6
182,0,2.825808,0.300643,6
190,0,1.466919,0.292226,6
184,0,28.951855,0.232343,6
180,0,1.088663,0.278822,6
162,0,155.12964,0.298471,6
193,0,2.177325,0.308465,6
183,0,1.625037,0.303121,6
193,0,3.275612,0.303144,6
172,0,7.360555,0.278044,6
193,0,2.177325,0.308465,6
193,0,2.50111,0.314092,6
181,0,1.485734,0.306993,6
163,0,48.8889,0.297547,6
162,0,66.818535,0.301508,6
188,0,7.540742,0.299865,6
195,0,2.247634,0.290278,6
189,0,114.59634,0.271473,6
163,0,3.244499,0.268978,6
187,0,1.784708,0.307458,6
188,0,19.007412,0.275863,6
177,0,1.974842,0.297431,6
161,0,18.922234,0.298056,6
182,0,3.618518,0.293208,6
196,0,1.148268,0.294238,6
163,0,41.988934,0.263846,6
178,0,12.577775,0.296963,6
188,0,1.751851,0.301747,6
182,0,2.126552,0.314281,6
180,0,2.888675,0.300918,6
186,0.222222,2.518818,0.303448,6
194,0,3.964657,0.286791,6
196,0,1.668887,0.287526,6
201,0,1.656637,0.299213,6
207,0,2.802115,0.290668,6
180,0,1.108887,0.31801,6
189,0,15.366663,0.262981,6
191,0,1.020167,0.278886,6
193,0,1.295292,0.289242,6
173,0,6.749488,0.266914,6
200,0,2.480293,0.313032,6
200,0,4.327775,0.300181,6
188,0,1.254621,0.294774,6
194,0,3.04351,0.28056,6
175,0,26.133337,0.286834,6
197,0,1.925463,0.302925,6
202,0.111111,4.091997,0.284515,6
187,0,1.655518,0.298553,6
204,0,1.148268,0.302525,6
159,0,168.95189,0.289218,6
190,0,2.784215,0.298958,6
205,0,2.529823,0.287573,6
186,0,1.241266,0.304522,6
161,0,96.65553,0.302983,6
182,0,9.218522,0.285756,6
189,0,3.455537,0.285515,6
190,0,2.655554,0.305705,6
199,0,3.025815,0.303497,6
179,0,3.074386,0.296547,6
190,0,1.123816,0.290788,6
182,0,2.051197,0.286863,6
200,0,1.167461,0.286663,6
198,0.111111,2.870668,0.291301,6
176,0,1.996294,0.302421,6
171,0,1.64204,0.307943,6
162,0,210.92223,0.298124,6
189,0,3.822227,0.309884,6
186,0,4.207406,0.302286,6
195,0,2.247634,0.290278,6
196,0.111111,4.861031,0.29763,6
161,0,91.32222,0.294706,6
191,0,1.088662,0.302994,6
199,0,4.615995,0.312414,6
184,0.111111,2.007394,0.300945,6
174,0,1.545604,0.323021,6
188,0,38.551857,0.290796,6
182,0,2.561829,0.308825,6
194,0,1.500616,0.295908,6
182,0,3.618518,0.293208,6
191,0,2.896358,0.317523,6
197,0,2.146487,0.314739,6
186,0,1.173788,0.307257,6
188,0,1.247218,0.30043,6
201,0.222222,3.124574,0.308859,6
197,0.111111,1.103865,0.285333,6
209,0.111111,2.672217,0.302982,6
186,0,1.349897,0.290427,6
190,0,1.103865,0.292307,6
184,0,45.085182,0.250721,6
163,0,27.244467,0.281536,6
171,0,3.126943,0.287983,6
189,0,2.810036,0.307985,6
179,0,7.274074,0.301166,6
203,0,2.462309,0.289793,6
201,0,2.335713,0.28083,6
200,0,1.531158,0.300817,6
185,0,1.656637,0.285554,6
182,0,1.597452,0.278669,6
182,0,1.98233,0.30405,6
183,0,36.933327,0.266436,6
197,0.111111,1.264912,0.294656,6
196,0,1.218681,0.289138,6
183,0,1.597451,0.298622,6
176,0.111111,2.841493,0.314462,6
195,0,1.705112,0.28836,6
182,0,1.705112,0.306722,6
201,0,4.723464,0.306609,6
192,0,4.134766,0.272721,6
185,0,2.277101,0.300036,6
187,0.111111,2.431278,0.306725,6
191,0,40.02962,0.237113,6
194,0,4.435546,0.273444,6
190,0,73.674065,0.30039,6
