@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
78,0.329632,0.777779,135.55556,-20.666666,2
42,0.607408,1.166669,137.07408,-19.88889,2
61,0.490653,0.555556,109.07407,-41.88889,2
71,1.085182,2.222221,105.666664,-27,2
58,0.459469,1.000001,122,-35.666668,2
36,0.340743,1.833335,103.03704,-40.444443,2
18,1.29386,1.277777,125.62963,-34.88889,2
38,0.403687,2.111111,113.48148,-39.11111,2
41,0.327731,0.388892,109.703705,-43.77778,2
45,0.455421,1.111113,122.85185,-36.88889,2
46,0.611616,2.166668,124.55556,-35.333332,2
81,0.329631,1.055557,90.40741,-44.22222,2
32,1.062842,1.777779,126.22222,-33.333332,2
96,0.196297,0.944445,90.81481,-44.444443,2
17,0.551851,1.888889,129.55556,-32.333332,2
46,1.629631,1.777779,126.03704,-30.11111,2
104,1.436302,1.833335,100.51852,-39.88889,2
35,0.285183,0.722221,136.48148,-15.777778,2
33,0.611111,0.611109,109.888885,-39.333332,2
29,1.229636,1.388891,128.48148,-28.444445,2
25,0.250923,0.944447,116.25926,-37.77778,2
110,0.088889,0.5,1.666667,-4.666666,3
125,0.471405,0.722222,16.407408,-11.888889,3
122,0.403687,0.444444,0.555556,-1.666667,3
125,0.222222,2.666667,3.925926,-7.111111,3
136,3.708349,2.666667,15.518518,-19.555555,3
105,16.507421,31.222223,42.851852,-21.222221,3
125,0.298142,0.888889,1.148148,-3.444444,3
100,1.440741,2.444444,6.074074,-9.888889,3
82,0.474074,2.111111,5.592593,-11.444445,3
139,1.773259,2.111111,18.074074,-6.222222,3
95,1.040741,2.222222,3.148148,-7.111111,3
129,0.077778,0.388889,0.518518,-1.555556,3
122,1.241266,1.333333,16.148148,-24.444445,3
98,0.712325,0.666667,1.518519,-3.555556,3
107,3.733333,3.944445,8.703704,-11.444445,3
81,442.17786,22.111109,42.555557,-23,3
144,0.151852,0.222222,0.962963,-2.888889,3
137,0.107407,0.333333,0.666667,-2,3
96,13.277781,2.333333,5.222222,-9.333333,3
137,1.777778,1,7.62963,-13.555555,3
145,1.674074,2.111111,2.074074,-4.222222,3
122,0.403687,0.444444,0.555556,-1.666667,3
112,0.421637,0.5,0.444444,-1.333333,3
72,0.818518,1.388889,4.518518,-8.888889,3
83,688.0741,8.333333,23.296297,-10.555555,3
135,0.240741,0.333333,0.962963,-2.888889,3
123,0.862963,0.611111,1.074074,-2.888889,3
95,0.699206,1.111111,2.259259,-4.777778,3
80,13.751853,16.666666,23.62963,-18.88889,3
76,192.20744,7.833334,13.518518,-15.222222,3
107,3.14074,1.111111,1.777778,-4.666666,3
136,0.177778,0.388889,0.703704,-1.777778,3
83,0.547722,0.666667,3.703704,-6.444445,3
76,0.918519,1.833333,8.259259,-13.444445,3
110,0.088889,0.5,1.666667,-4.666666,3
102,1.22963,1.166667,4.037037,-9.111111,3
132,0.02963,0.222222,0.37037,-1.111111,3
121,0.843274,1.5,3.407408,-6.888889,3
95,0.474074,1.055556,3.518518,-7.888889,3
146,0,0,0,0,3
144,0.118518,0.5,1.148148,-3.444444,3
137,0.389682,0.388889,0.777778,-2.333333,3
136,3.708349,2.666667,15.518518,-19.555555,3
78,356.16672,43.333332,79.666664,-26.666666,3
85,2.942033,2.388889,4.074074,-5.888889,3
120,0.477778,0.722222,1.518519,-4.222222,3
101,27.97407,6.444445,10.185185,-13.222222,3
133,0.018519,0.222222,0.481482,-1.444444,3
123,0.996296,1,1.481481,-3.777778,3
88,7.218519,2.5,7.777778,-12.666667,3
136,0,0,0,0,3
145,4.534641,7.5,13.444445,-10.666667,3
94,0.118519,0.722222,2.259259,-6.444445,3
112,1.377778,1.555556,3.814815,-8.111111,3
124,0.611111,1.444444,1.148148,-2.777778,3
103,2.12568,2.944445,3.851852,-5.888889,3
128,0.074074,0.388889,0.740741,-2.222222,3
106,0.151852,0.833333,2.407408,-5.888889,3
92,4.02963,2.277778,7.444445,-12.666667,3
142,0.651852,0.277778,0.555556,-1.333333,3
108,0.64693,1.166667,1.851852,-3.888889,3
115,3.10555,2.722222,26.037037,-22.777779,3
111,0.3,0.944444,1.296296,-3.888889,3
145,0.196296,1.277778,0.851852,-1.555556,3
107,13.407408,6.777779,7.962963,-10.222222,3
107,0.211111,0.833333,2.222222,-5.666666,3
81,8.740745,5.722223,12.481482,-14.444445,3
116,1.262963,1.055556,2.185185,-5.555555,3
90,0.374074,0.666667,2.814815,-6.777778,3
91,0.196296,1.111111,2.62963,-6.555555,3
111,20.951847,4.111111,4.888889,-8,3
145,0.196296,1.277778,0.851852,-1.555556,3
70,5.897896,9.944444,21.037037,-14.444445,3
127,0.501849,0.777778,2.740741,-6.555555,3
131,0.02963,0.333333,0.518518,-1.555556,3
111,0.240741,0.388889,1.333333,-4,3
137,0.018519,0.111111,0.259259,-0.777778,3
140,0.443053,1.777778,8.333333,-13.666667,3
109,0.251852,2.833333,4.296296,-8.555555,3
108,12.795401,27.277779,49.814816,-24.11111,3
79,1.851852,1.166667,5.407407,-10.888889,3
75,19.136257,26.611113,55,-22.666666,3
99,0.82963,1,2.037037,-5.777778,3
99,0.82963,1,2.037037,-5.777778,3
141,0.240741,0.722222,1.555556,-4.333334,3
120,0.344444,1.055556,1.925926,-5.111111,3
100,8.296297,2.555556,4.592593,-9.444445,3
130,0.45542,0.555555,1.37037,-3.777778,3
127,0.960324,1.055556,17.592592,-25.777779,3
123,0.133333,0.666667,1.37037,-4.111111,3
95,0.818519,1.111111,6.481482,-12.444445,3
106,3.544443,2.222222,3.666667,-8,3
138,0.088889,0.333333,0.777778,-2.333333,3
115,1.572919,5,7.555555,-12,3
122,1.398412,1.166667,16.185184,-17.88889,3
136,1.096296,0.666667,1.111111,-3,3
115,0.966091,3.333333,14.777778,-19,3
91,6.462962,3.277778,6.259259,-11.444445,3
120,0.928958,0.611111,16.851852,-16.88889,3
90,1.885185,1.111111,3.407408,-7.555555,3
137,0.02963,0.277778,0.222222,-0.666667,3
132,0.998147,1.722222,1.962963,-3.888889,3
115,0.162963,0.722222,2.740741,-7.222222,3
83,9.988892,12.888889,14.37037,-16.11111,3
125,0.827759,0.833333,1.777778,-4,3
98,45.84074,4.666666,5.518518,-9.555555,3
124,0.934919,2.388889,14.666667,-21.333334,3
127,0.074074,0.222222,0.62963,-1.888889,3
126,11.885187,1.222222,1.518519,-3.222222,3
129,0.02963,0.111111,0.518518,-1.555556,3
124,14.962965,1.833333,3,-4.666666,3
124,0.107407,0.277778,0.666667,-2,3
134,0.981307,1.611111,8.703704,-15.111111,3
91,1.540741,0.833333,3.259259,-8.111111,3
91,4.374074,1.388889,3.888889,-9,3
69,45.929623,4.333333,11.074074,-12.555555,3
119,0.833333,1.055556,1.222222,-3.333333,3
138,3.879672,5.5,16.518518,-19.88889,3
91,5.051852,1,5.62963,-11.222222,3
82,41.288895,6.222223,8.481482,-12.444445,3
97,0.196296,0.555555,2.111111,-6,3
73,7.865538,9.444445,34.703705,-42.444443,3
121,1.062841,0.944445,17.222221,-25,3
104,9.713106,22.111109,18.62963,-11.222222,3
98,1.718519,1.777778,4.666666,-10.333333,3
120,0.133333,0.444444,1.592593,-4.777778,3
133,0.02963,0.222222,0.740741,-2.222222,3
126,3.870114,2.555556,10.185185,-15.888889,3
73,6.273991,10.722222,46.666668,-43.666668,3
117,0.962964,0.611111,1.333333,-3.333333,3
96,3.6,2.777778,3.777778,-8.333333,3
79,0.862963,1.333333,4.851852,-8.555555,3
122,0.240741,0.833333,1.592593,-4.777778,3
93,6.444444,3.444444,6.777778,-10.666667,3
138,1.143419,0.722222,5.185185,-9.555555,3
138,0.518518,0.888889,1.407407,-4.222222,3
87,572.9964,44.722225,67.44444,-26,3
96,0.507407,1.111111,3.814815,-8.111111,3
69,991.7184,20.444445,23.814816,-13.777778,3
110,1.262963,2.722222,3.962963,-7.555555,3
123,0.077778,0.444444,0.703704,-2.111111,3
89,9.555554,5.833334,10.481482,-14.111111,3
138,1.185186,0.444444,0.296296,-0.555556,3
119,2.274659,1.333333,4.37037,-6.777778,3
126,0.712325,0.944444,2.777778,-6.666666,3
85,4.418521,2.277778,8.185185,-13.888889,3
123,0.018519,0.166667,1.148148,-3.444444,3
124,0.02963,0.444444,0.888889,-2.666667,3
130,0,0.277778,0.777778,-2.333333,3
75,19.136257,26.611113,55,-22.666666,3
133,0,0,0,0,3
73,0.785185,1.722222,4.851852,-9.222222,3
98,0.611616,1.333333,2.037037,-4.444445,3
102,0.207407,1.555556,3.37037,-8.444445,3
131,0.807373,1,0.740741,-1.555556,3
68,203.35188,18.277777,47.185184,-25.88889,3
133,0,0,0,0,3
70,8.767999,7.944445,18.592592,-14.777778,3
90,2.435083,3.333333,5,-7.333334,3
120,0.088889,0.5,1.148148,-2.777778,3
87,1.962613,1.888889,2.925926,-5.111111,3
143,0.389682,0.277778,0.407407,-1.222222,3
132,0.385185,0.555555,0.740741,-1.888889,3
99,8.018518,3.055555,4.148148,-9.111111,3
81,267.45554,9.222222,21.333334,-22,3
127,0.834443,1,3.814815,-7.444445,3
120,1.274074,0.833333,1.333333,-3.666667,3
115,0.344445,0.555555,1.888889,-5,3
112,0.344265,0.111111,0.148148,-0.444444,3
106,0.172133,0.111111,0.555556,-1.666667,3
122,0,0,0.333333,-1,3
116,0.696296,0.833333,1.962963,-5.222222,3
94,0.210818,2.555556,5.888889,-8,3
119,0.088889,0.555555,1.444444,-4.333334,3
126,0.311111,0.5,1.407407,-4.222222,3
109,0.251852,2.833333,4.296296,-8.555555,3
120,46.933327,5.944445,6.962963,-10.888889,3
136,4.193469,2.111111,12.185185,-16.555555,3
88,1.366667,1.555556,3.296296,-7.888889,3
136,1.149879,2.055555,8,-11.666667,3
142,1.377061,0.888889,3.851852,-6.555555,3
121,0.062963,0.111111,1.148148,-3.444444,3
139,0.077778,0.333333,0.444444,-1.333333,3
138,0.64693,0.944444,1.148148,-3.111111,3
99,4.462964,2.777778,6.740741,-9.888889,3
134,3.155556,1.5,6.185185,-11.888889,3
124,0.074074,0.222222,1.074074,-3.222222,3
124,0.444445,1.111111,2.518518,-6.888889,3
126,1.12963,1.055556,2.962963,-7.222222,3
97,0.651852,0.777778,2.62963,-6.222222,3
139,0.516398,0.333333,0.666667,-2,3
107,14.967619,9.833333,9.518518,-6.555555,3
91,752.24066,25.277779,44.296295,-17.555555,3
138,0.296296,0.388889,0.259259,-0.777778,3
121,1.82168,2.055556,14.962963,-16.222221,3
133,0.172133,0.388889,0.962963,-2.888889,3
144,0.118518,0.5,1.148148,-3.444444,3
109,2.655532,3.999999,13.296296,-18.88889,3
135,0.118519,0.222222,0.222222,-0.666667,3
134,0.182574,0.833333,1.777778,-5,3
119,2.026673,1.777778,20.592592,-25.11111,3
116,0.240741,1.222222,2.814815,-6.777778,3
90,0.854184,2.444444,4.666666,-6.333334,3
131,0,0,0,0,3
135,0.207407,0.333333,0.740741,-2.222222,3
128,7.885187,3.166667,5.296296,-8.555555,3
81,267.45554,9.222222,21.333334,-22,3
143,0.122222,0.888889,4.185185,-9.888889,3
81,8.740745,5.722223,12.481482,-14.444445,3
76,1.420746,1.666667,2.444444,-4.666666,3
143,0.122222,0.888889,4.185185,-9.888889,3
123,0.077778,0.5,1.518519,-4.555555,3
124,1.140741,0.555556,1.148148,-3.111111,3
102,0.507407,0.833333,2.888889,-6.666666,3
64,12.948471,20.222223,31,-19,3
88,0.240741,0.944445,2.777778,-7,3
115,0.488889,1.388889,2.703704,-6.444445,3
137,0.501848,0.833333,1.148148,-2.777778,3
85,13.451853,2.055556,4.296296,-8.888889,3
108,22.507414,3.388889,8.666667,-10.666667,3
129,0.077778,0.388889,0.518518,-1.555556,3
120,0.340741,0.5,1.444444,-4.333334,3
91,0.355556,0.666667,3.666667,-7.666666,3
103,0.577778,1.111111,2.148148,-6.111111,3
105,15.662961,3.666666,4.148148,-7.444445,3
109,1.229631,2,5.666666,-9.333333,3
111,0.403687,1.944444,18.037037,-25.11111,3
125,0.374074,0.5,1.37037,-4.111111,3
113,4.122656,6.166666,27.88889,-32.333332,3
89,0.340741,0.777778,2.296296,-6.555555,3
95,5.911111,3,5.185185,-8.888889,3
92,4.63641,7,12.666667,-11.666667,3
128,1.75647,2.444444,16.481482,-19.11111,3
106,0.418518,1.277778,2.185185,-5.555555,3
124,4.774935,6.5,7.592593,-10.444445,3
108,12.795401,27.277779,49.814816,-24.11111,3
123,0.374074,0.5,1.185185,-3.555556,3
96,2.962964,1.555556,3.555556,-8,3
122,4.033196,4.111111,19.88889,-6,3
90,23.377783,6.777779,9,-12.666667,3
144,0.074074,0.611111,2.518518,-7.222222,3
110,2.905932,2.277777,17.222221,-24,3
90,0.374074,0.666667,2.814815,-6.777778,3
114,0.122222,0.277778,1.740741,-2.888889,3
77,0.651851,1.611111,5,-11.333333,3
122,2.029414,1.555556,20.148148,-17.777779,3
140,4.768726,3.055556,9.925926,-11.777778,3
116,0.311111,2.111111,3,-6.333334,3
81,189.44075,15.166667,41.925926,-26.444445,3
96,1.511111,0.833333,6.296296,-10.888889,3
124,0.107407,0.277778,0.666667,-2,3
80,13.751853,16.666666,23.62963,-18.88889,3
85,0.720082,1.111111,1.777778,-4,3
129,0.02963,0.111111,0.518518,-1.555556,3
117,0,0,0,0,3
81,0.418518,0.777778,3.481482,-7.444445,3
114,0.433333,1.166667,1.851852,-5.222222,3
125,0.827759,0.833333,1.777778,-4,3
102,0.507407,0.833333,2.888889,-6.666666,3
77,1.811111,2.388889,7.703704,-13.444445,3
99,8.018518,3.055555,4.148148,-9.111111,3
120,1.986063,1.444444,19.074074,-25.555555,3
86,222.70003,8.777779,13.407408,-13.888889,3
91,1.540741,0.833333,3.259259,-8.111111,3
87,572.9964,44.722225,67.44444,-26,3
103,0.577778,1.111111,2.148148,-6.111111,3
95,1.633332,1.944444,4.444445,-9.666667,3
75,749.76294,10.222221,38.037037,-24.777779,3
84,3.974073,1.777778,4.555555,-9,3
109,3.233333,1.111111,1.962963,-4.888889,3
121,0.418519,1.166667,3.703704,-8.777778,3
124,0.433334,1.388889,2.814815,-5.444445,3
91,188.50739,33.444447,42.814816,-20.777779,3
125,1.110556,1.055556,18.555555,-22.333334,3
132,0.344265,0.388889,1.296296,-3.888889,3
87,1.962613,1.888889,2.925926,-5.111111,3
83,4.018517,2.333333,6.259259,-12.111111,3
137,18.685184,3.833333,5,-7.333334,3
73,1.277778,2.333333,5.814815,-10.444445,3
89,0.340741,0.777778,2.296296,-6.555555,3
88,0.607407,2.166666,5.259259,-11.111111,3
130,0.45542,1.222222,2.407408,-5.888889,3
125,0.222222,2.666667,3.925926,-7.111111,3
141,1.540803,2.166667,12.666667,-14.333333,3
93,2.562963,1.5,5,-9,3
102,73.7963,9.444444,14.37037,-12.777778,3
139,1.773259,2.111111,18.074074,-6.222222,3
100,0.534027,0.666667,1.222222,-3.333333,3
142,0.02963,0.111111,0.037037,-0.111111,3
79,40.862957,14.166667,32.77778,-25.333334,3
110,0.211111,0.5,1.814815,-5.111111,3
66,9.089677,10.944443,39.88889,-22.666666,3
100,83.351845,5.777778,8.148149,-10.444445,3
95,3.62963,2.666666,9.518518,-14.222222,3
146,0.136083,0.055556,0.037037,-0.111111,3
113,0.389682,0.277778,0.962963,-2.888889,3
136,2.810035,2.777778,19.444445,-7.666666,3
138,0.501848,2.388889,54.62963,-16.555555,4
42,0.869226,0.999999,37.444443,-14,4
129,8.141569,0.722222,32.037037,-13.444445,4
117,0.403687,1.277778,45.88889,-19,4
158,2.123066,1.833333,39.333332,-11.333333,4
82,0.41852,0.777778,38.88889,-13,4
66,0.95258,9.222221,42.592594,-4.777778,4
68,1.619327,1.111111,38.592594,-0.777778,4
76,1.356739,15,29.814816,-3.444444,4
19,1.18634,1.444445,45.185184,-21.555555,4
154,11.618519,0.666666,33,-23.666666,4
73,0.82776,0.777777,46.296295,-1.888889,4
149,4.577775,2.111111,21.37037,-14.111111,4
133,2.139573,1.166666,48.666668,-21.333334,4
122,1.186343,1.777777,60.74074,-27.555555,4
101,6.53679,0.5,31.185184,-11.888889,4
124,112.57778,11.166668,53.77778,-14.333333,4
82,0.462964,1.333333,44.88889,-10,4
146,0.611616,5.111111,43.148148,-18.777779,4
15,0.691214,1.111111,70.07407,-27.222221,4
80,1.187903,0.833334,58.333332,-21.333334,4
77,2.74074,1.666667,40.22222,-9,4
123,0.151852,1.833333,21.62963,-20.555555,4
159,0.960324,2.222222,26.11111,-2.666667,4
156,2.640739,2.5,21,-12.666667,4
48,0.389682,4.666666,42.074074,-9.888889,4
131,1.866865,9.222222,35.703705,-15.111111,4
104,0.729627,1.444444,57.333332,-13.666667,4
123,0.385186,1,19.296297,-10.888889,4
17,1.088662,0.888891,71.18519,-23.555555,4
81,0.344265,0.722221,59.444443,-22.666666,4
130,0.740741,9.777778,13.037037,-9.444445,4
136,1.529629,2.833333,4.851852,-5.888889,4
117,0.928958,1.444443,39.037037,-16.444445,4
121,1.254621,6.611111,54.962963,-21.555555,4
65,1.110556,1.555555,57.74074,-21.88889,4
135,3.262958,0.833332,69.92593,-18.777779,4
158,1.633334,1.388889,8.444445,-4.333334,4
78,0.355555,4.333334,36.11111,-14.333333,4
87,6.618995,1.555557,43.333332,-16.333334,4
57,0.975628,0.999999,65.703705,-18.777779,4
107,0.207407,4.722223,49.814816,-10.777778,4
111,1.047041,0.555555,62.25926,-17.444445,4
162,2.062962,0.333333,8.37037,-5.111111,4
83,0.785184,1.666666,49.851852,-11.555555,4
128,4.368658,1.666666,53.25926,-20.777779,4
129,0.862963,19.833334,51,-12.333333,4
139,1.68215,1.833334,48.22222,-17,4
125,0.722649,2.055555,60.925926,-25.11111,4
97,4.597905,0.611111,47.962963,-5.888889,4
122,0.077778,11.444444,39.22222,-10.333333,4
102,1.854923,1.222222,51.666668,-13.666667,4
160,4.044447,2.777778,22.851852,-13.888889,4
105,2.296298,2.166666,45.74074,-13.555555,4
120,4.359749,1.555555,47.851852,-9.222222,4
90,3.001851,2.833333,48.22222,-21,4
158,3.674074,1.166667,8.37037,-3.777778,4
21,0.365148,5.222221,40.74074,-10.888889,4
42,0.712325,0.611111,28.25926,-11.444445,4
126,0.4,1.833334,20.555555,-13.333333,4
70,1.360826,0.777777,61.11111,-23,4
159,0.522222,1.277778,6.62963,-4.555555,4
89,4.577317,0.722222,31.703703,-13.111111,4
126,0.611111,0.555556,20.11111,-11,4
32,1.047041,0.833334,59.48148,-15.777778,4
140,7.032464,0.666667,27.666666,-8.333333,4
95,1.340259,0.888891,55.62963,-24.555555,4
102,0.355555,0.888889,58.22222,-14.333333,4
71,0.574134,0.777777,38.37037,-1.444444,4
36,0.327731,1.111109,66.37037,-29.444445,4
126,2.697049,3.388889,23.296297,-6.888889,4
126,0.4,1.833334,20.555555,-13.333333,4
77,15.472914,7.722223,32.77778,-7.666666,4
89,4.577317,0.722222,31.703703,-13.111111,4
81,0.651852,1.833333,42.925926,-10.444445,4
122,0.877778,11.444446,36.185184,-10.555555,4
124,0.951853,1.277779,38.592594,-8.111111,4
108,3.498677,1.666666,58.074074,-16.222221,4
138,0.666661,1.055553,69.48148,-16.777779,4
116,1.611303,1.333333,33.185184,-12.222222,4
17,0.95258,1.444445,70.51852,-24.222221,4
123,0.620633,1.944444,59.333332,-22.333334,4
157,3.540741,2.222222,23.148148,-14.777778,4
48,0.250925,0.277777,40.851852,-16.222221,4
109,1.21106,1.222222,49.407406,-20.555555,4
124,9.544442,7.388889,43.148148,-11.777778,4
162,1.12963,2,10.037037,-6.111111,4
126,0.744446,0.944445,57.814816,-16.444445,4
65,1.23678,26.444445,56.703705,-12.111111,4
121,1.834849,2.722222,32.37037,-11.111111,4
78,5.67026,2.944444,30.296297,-9.555555,4
120,4.951616,0.944444,51.074074,-8.555555,4
154,2.551852,2,28.148148,-19.777779,4
65,1.655519,2.277779,60.62963,-20.88889,4
93,0.772203,2.055555,62.851852,-24.222221,4
70,0.611112,0.388889,55.037037,-10.444445,4
78,0.177777,2.555556,43.814816,-8.111111,4
115,0.958392,0.722221,46.74074,-12.888889,4
127,4.385187,8.555555,40.74074,-8.222222,4
135,1.971086,1.777777,47.37037,-19.11111,4
125,1.806367,2.444445,58.22222,-24,4
127,3.649962,1.666667,45.25926,-17.444445,4
146,1.007408,2.111111,21.37037,-13.777778,4
98,3.887301,1.055556,28.777779,-11.666667,4
154,3.832126,3.833333,50.703705,-18.444445,4
153,12.266663,3,28,-20,4
124,1.500617,2.055555,40.925926,-15.444445,4
137,1.360828,3.444445,40.851852,-2.888889,4
34,4.154872,0.777779,47.592594,-19.444445,4
120,4.359749,1.555555,47.851852,-9.222222,4
117,0.620632,1.111111,31.25926,-11.444445,4
85,81.485176,2.833333,49.148148,-12.444445,4
105,1.096294,1.166667,58.62963,-15.888889,4
149,3.322223,0.666666,16.814816,-10.111111,4
22,0.860663,1.388889,49.666668,-20.666666,4
78,0.177777,2.555556,43.814816,-8.111111,4
75,0.722648,2.388889,41.11111,-2.333333,4
64,1.206465,2,56.592594,-20.777779,4
158,1.633334,1.388889,8.444445,-4.333334,4
44,3.201852,2.111113,58.666668,-25.666666,4
127,4.385187,8.555555,40.74074,-8.222222,4
80,0.32963,0.666667,39.703705,-10.111111,4
76,0.658281,3.277778,34.851852,-8.888889,4
94,1.041721,0.888888,68.111115,-21,4
50,0.960323,1.055557,65.111115,-23.333334,4
33,13.024195,0.277778,35.814816,-13.444445,4
140,1.007407,1.388889,23,-15.333333,4
123,2.107406,1.111111,57.48148,-14.777778,4
45,1.544406,2.055555,53.074074,-14.888889,4
64,1.206455,0.666667,40,-14.333333,4
98,1.181651,5.944444,33.962963,-8.888889,4
106,12.329637,7,37.703705,-10.777778,4
49,0.574134,1.222221,38.037037,-7.111111,4
80,0.711111,1.333333,40.51852,-8.222222,4
159,0.960324,2.222222,26.11111,-2.666667,4
68,0.862812,0.777777,56.296295,-21.222221,4
119,1.293861,0.944446,39.851852,-10.888889,4
73,0.505524,0.61111,43.851852,-2.555556,4
119,1.293861,0.944446,39.851852,-10.888889,4
73,0.928958,2.277779,40.185184,-13.555555,4
100,0.774075,1.444445,55.37037,-15.111111,4
62,0.490653,0.944443,61.037037,-22.777779,4
35,0.250923,1.055555,69.44444,-23,4
66,0.655461,5.277777,41.62963,-3.222222,4
57,0.975628,0.999999,65.703705,-18.777779,4
66,0.82776,2.555556,42.11111,-1.666667,4
83,1.77778,1.500001,49.444443,-11.333333,4
140,1.293859,1.5,26.444445,-9,4
96,1.574078,1.722222,67.03704,-18.11111,4
87,1.259042,1.166667,64.03704,-24.777779,4
139,3.944446,1.388889,64.666664,-20.333334,4
13,0.172131,1.555553,70.37037,-29.11111,4
125,0.211111,0.444444,18.222221,-10,4
21,4.574081,1.277778,65.888885,-19.666666,4
28,3.761896,0.833333,62.407406,-26.88889,4
132,0.655462,1.111111,35.22222,-17,4
90,6.945556,1.277777,65.18519,-22.555555,4
18,0.807372,1.722223,68.296295,-27.88889,4
100,0.490655,0.444445,57.148148,-16.777779,4
108,4.596297,6.833332,40,-12,4
87,1.259042,1.166667,64.03704,-24.777779,4
24,1.108888,1.222223,49.185184,-20.555555,4
159,1.420746,1.611111,20.518518,-0.555556,4
154,3.051848,2.333333,19.703703,-14.444445,4
90,6.945556,1.277777,65.18519,-22.555555,4
100,0.774075,1.444445,55.37037,-15.111111,4
150,1.94074,2.166667,20.74074,-13.555555,4
73,0.32963,0.777777,58.814816,-14.444445,4
146,7.055555,2.500001,22.74074,-13.888889,4
68,2.21111,1.555556,56.77778,-14.333333,4
50,1.062841,1.333334,60.851852,-23.555555,4
125,0.444447,2.166667,69.333336,-18.333334,4
65,1.23678,26.444445,56.703705,-12.111111,4
116,2.471316,1.111111,29.444445,-13.333333,4
17,4.449303,5,44.592594,-12.777778,4
161,0.251852,0.777778,7.148148,-4.777778,4
111,1.655518,2.277777,29.592592,-12.444445,4
127,1.709451,15.388888,36.51852,-1.888889,4
105,1.14074,0.777776,65.55556,-16.666666,4
28,3.761896,0.833333,62.407406,-26.88889,4
134,1.12875,1.000001,44.703705,-22.777779,4
123,0.951854,2.999999,44.814816,-11.111111,4
117,0.928958,1.444443,39.037037,-16.444445,4
43,1.772214,1.555557,64.703705,-29.444445,4
110,3.442652,1.777778,34.11111,-15,4
146,0.474074,1.111111,10.592592,-7.777778,4
78,0.699206,2.611111,69.74074,-30.222221,4
102,1.500616,1.166667,58.37037,-23.11111,4
102,73.70736,0.444445,56.77778,-17,4
101,0.779363,1.111111,45.037037,-18.11111,4
65,1.083546,1.222221,60.148148,-19.11111,4
105,2.296298,2.166666,45.74074,-13.555555,4
148,2.551854,1.055555,29.074074,-22.88889,4
57,0.327728,0.722223,70.37037,-31.11111,4
77,1.274075,1.555555,59.555557,-16,4
84,1.229273,0.888889,8.888889,-4.666666,4
145,2.977073,1,26.777779,-7.666666,4
73,0.82776,0.777777,46.296295,-1.888889,4
123,1.096294,13.222221,52.814816,-14.444445,4
128,0.888194,1.388888,49.925926,-21.777779,4
62,0.8861,0.666667,62.814816,-27.11111,4
62,0.501849,0.722224,66.77778,-28,4
79,0.074074,0.888889,45.814816,-8.777778,4
46,1.619327,2.222221,62.333332,-27.333334,4
89,2.721655,0.722223,28.925926,-11.111111,4
105,0.062963,0.611111,50.185184,-13.555555,4
120,4.077776,8.333333,39.333332,-11.666667,4
107,1.526312,10.333333,29.222221,-7,4
69,0.807372,0.722223,36.962963,-0.888889,4
80,0.711111,1.333333,40.51852,-8.222222,4
118,10.22995,0.833334,34.333332,-10.666667,4
44,0.403687,1.611109,47.814816,-14.777778,4
101,0.928957,2.055554,64.37037,-22.444445,4
20,0.760117,4.944444,35.48148,-10.444445,4
34,1.223231,0.555556,54.25926,-24.11111,4
85,2.105549,6.5,48.88889,-19.333334,4
69,0.490654,0.944444,40.666668,0.666667,4
102,0.720082,7.944444,42.77778,-17.333334,4
45,1.544406,2.055555,53.074074,-14.888889,4
129,3.085188,2,24.703703,-16.777779,4
25,0.327731,1.555556,44.814816,-15.777778,4
70,1.82168,8.777778,36.74074,-9.222222,4
67,1.38911,1.499999,60.74074,-23.222221,4
125,0.444444,9.944444,42.814816,-11.111111,4
102,0.062963,1.777779,51.703705,-16.444445,4
151,11.055564,1.555556,30.481482,-22.11111,4
120,3.911109,4.277778,49.407406,-13.555555,4
121,17.3628,0.944444,41.037037,-10.777778,4
68,2.083444,1.833333,37.962963,-1.222222,4
25,0.750305,0.611111,70.44444,-29.333334,4
81,1.144447,1.222223,38.25926,-11.111111,4
148,2.551854,1.055555,29.074074,-22.88889,4
95,2.524692,7.055555,46.851852,-11.888889,4
133,1.705111,1.277777,21.444445,-4.666666,4
103,1.051852,1.944445,58.185184,-14.555555,4
70,0.712326,4.111111,39.962963,-10.555555,4
103,0.534027,0.666667,58.88889,-20,4
128,5.955534,1.333334,35.592594,-10.444445,4
87,327.26297,13.388889,31.703703,-10.444445,4
96,0.574134,0.833333,61.925926,-22.444445,4
72,1.003697,1.444444,59,-23,4
124,1.29386,1.888889,43.51852,-20.222221,4
125,3.923811,1.333333,43.22222,-18,4
89,1.264911,1.222221,58.925926,-23.777779,4
99,0.455422,1.722222,51.88889,0,4
103,0.574134,1.111111,35.62963,-14.555555,4
42,0.928958,1.333334,58.88889,-24.666666,4
78,1.007408,4.055555,30.185184,-15.222222,4
125,2.829629,2.111111,66.25926,-15.444445,4
119,0.854184,1.055555,45.62963,-14.888889,4
66,2.08889,0.944445,51.592594,-11.444445,4
68,2.21111,1.555556,56.77778,-14.333333,4
147,1.274076,2.055556,27.222221,-20,4
135,1.128748,1.11111,32.703705,-12.444445,4
