@relation segment

@attribute Vegde-sd numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.455422,97.22222,130.44444,55,-10.333333,0.254668,2
0.5164,115,141.88889,47.22222,-13.777778,0.189464,2
0.240743,105.666664,128.88889,47.88889,-26.11111,0.19308,2
0.712326,113,140.33334,48.22222,-14.444445,0.194754,2
0.385187,126.44444,147.22223,36.88889,-11.444445,0.141107,2
0.646932,91.888885,124.888885,56.88889,-14.777778,0.26422,2
0.888891,115.55556,140.88889,44.77778,-13.555555,0.179672,2
0.9963,94.77778,129.11111,63.666668,-24.333334,0.265899,2
0.029629,115.888885,140.66667,44,-13.666667,0.176061,2
0.574136,113.888885,140.33334,48.444443,-17.555555,0.188391,2
0.443054,110.666664,140.77779,53.444443,-16.555555,0.213813,2
0.729629,87.111115,124,68.333336,-26,0.297414,2
0.240742,93,126.77778,62.333332,-23.333334,0.266391,2
0.207408,114.44444,140.55556,47.77778,-17.222221,0.185749,2
0.151851,103.888885,128,47.11111,-21.88889,0.188313,2
0.596301,101,129.22223,52.77778,-20.88889,0.218379,2
0.166666,117.55556,140.33334,41.555557,-14.777778,0.162225,2
0.211113,82.55556,121.44444,73,-29.333334,0.320097,2
0.166667,116.55556,140.44444,42.88889,-14.111111,0.170091,2
0.329628,97.77778,132,62,-21.333334,0.25913,2
0.691214,92.888885,124.111115,55,-16.333334,0.251552,2
0.408248,97.888885,127.111115,51.333332,-15,0.229674,2
0.740742,115.77778,140.44444,43,-12,0.175605,2
0.388886,114,138.33334,44,-15,0.175844,2
0.365148,111,139.77779,50.333332,-14.333333,0.205901,2
0.574134,104.22222,134.11111,51.333332,-13,0.222856,2
1.29386,114,142,49.11111,-14.222222,0.197105,2
1.129629,102.55556,132,55.88889,-23.444445,0.222954,2
1.496296,129.88889,145.55556,28.88889,-10.777778,0.107616,2
0.729626,133.33334,147.55556,26.777779,-10.888889,0.096352,2
0.623609,96.77778,128.66667,54.22222,-12.777778,0.247776,2
0.800003,77.22222,118.666664,77.55556,-30.777779,0.34921,2
0.544332,109.888885,139.77779,53.11111,-16.555555,0.213809,2
0.760115,94.666664,125.77778,55,-16.666666,0.247337,2
0.207408,116.333336,138.77779,40.11111,-12.888889,0.161658,2
0.433335,116.333336,141.77779,46.77778,-17.222221,0.179413,2
0.611616,112.77778,141,49.333332,-14,0.200124,2
0.32963,94.111115,128.22223,63.22222,-24.11111,0.266023,2
0.136081,99.44444,131.11111,54.444443,-13.888889,0.241511,2
0.596295,113.333336,139.66667,47.666668,-16.333334,0.188503,2
0.516398,115.77778,141.88889,45.333332,-12.333333,0.184022,2
0.349603,110.55556,138.77779,50.22222,-15.777778,0.203326,2
0.562961,114.111115,141.11111,47,-13,0.19129,2
0.574135,93.888885,125.22222,52.77778,-11.555555,0.250143,2
1.025599,93.22222,125.666664,56.444443,-15.555555,0.258182,2
0.421635,114,141.55556,49.333332,-16,0.194537,2
0.344265,93.888885,126.55556,56.444443,-14.888889,0.258079,2
0.211111,74.888885,115.44444,75.333336,-29,0.35122,2
0.296294,108.44444,137.55556,52,-16.666666,0.211484,2
0.443054,113.44444,142.44444,50.555557,-14.111111,0.203582,2
0.385184,100.666664,127.111115,50.77778,-22.222221,0.208013,2
0.388888,117,143.11111,47.11111,-15.888889,0.182398,2
0.207406,127.55556,146.11111,33.77778,-11.888889,0.126968,2
0.418515,129.88889,146.22223,30.777779,-12.555555,0.111695,2
0.329632,101.55556,127.55556,50.88889,-23.777779,0.204675,2
0.45542,115.55556,143.11111,48.77778,-14.888889,0.192456,2
0.162962,87.55556,125,67.44444,-22.555555,0.299601,2
0.399998,79.22222,117.111115,71,-28.333334,0.323421,2
0.711108,119.22222,142.88889,43.333332,-15.666667,0.165616,2
0.240737,132.55556,146.55556,27.11111,-12.222222,0.098472,2
0.68853,110.22222,138.88889,52.22222,-18.444445,0.206392,2
0.166667,117.44444,142.22223,44.444443,-14.555555,0.174209,2
0.785188,82.77778,121.111115,71.333336,-27.666666,0.316474,2
0.327731,95.111115,128.88889,57.555557,-13.777778,0.262046,2
0.044444,105.888885,128.55556,45.22222,-22.444445,0.179697,2
0.722651,112.22222,139,46.333332,-12.333333,0.192488,2
0.471403,105.888885,133,48.88889,-16.444445,0.20299,2
0.355559,134.66667,149.88889,28.444445,-11.222222,0.101526,2
0.534027,96.333336,126.44444,52.11111,-13.888889,0.238143,2
0.018518,115.55556,140.22223,43.333332,-12.666667,0.175849,2
0.490652,101,132.22223,55.666668,-17.666666,0.235894,2
0.151852,115.666664,141,45.666668,-15.333333,0.179629,2
0.272169,93.111115,125.44444,58.11111,-19.222221,0.257746,2
0.781735,113.77778,141.33334,48.444443,-14.222222,0.194853,2
0.879816,115.111115,141,46.77778,-15.888889,0.183565,2
0.272166,109.22222,138.88889,53.11111,-17.222221,0.213538,2
0.607408,130.44444,147.44444,31.11111,-11.222222,0.115302,2
0.196297,111.333336,139,50,-17,0.198924,2
0.207408,111.111115,137.33334,47.444443,-16.222221,0.190912,2
0.462963,128.11111,146.44444,33.444443,-11.888889,0.125137,2
0.444445,119.666664,145.44444,45.11111,-12.888889,0.177191,2
0.551851,97.666664,130.22223,59.77778,-21.88889,0.249895,2
0.344265,93.888885,126.55556,56.444443,-14.888889,0.258079,2
0.374073,84,121.55556,68.888885,-25.11111,0.308813,2
0.344266,92.888885,125.888885,58.11111,-17.222221,0.262093,2
0.800462,100.77778,132.44444,55.22222,-15.444445,0.239085,2
1.192568,115.666664,142.33334,47.333332,-14.666667,0.187293,2
0.474069,127.888885,146.44444,33.11111,-10.555555,0.126571,2
0.122223,127.44444,145.77777,33,-11,0.125709,2
0.385188,129,146.33334,31.777779,-11.555555,0.118399,2
0.443052,101,132.33334,54.22222,-14.444445,0.236733,2
0.666666,95.888885,126.888885,53.77778,-14.555555,0.244289,2
0.730297,114.333336,142.22223,48.555557,-13.444445,0.196093,2
0.577774,103.888885,131.22223,53.444443,-24.88889,0.208293,2
0.809666,89.44444,122.22222,59.22222,-20.11111,0.268118,2
0.574135,106.55556,135.77779,51.333332,-15,0.215088,2
0.455421,110.55556,140,51.444443,-14.555555,0.210174,2
1.05185,114.44444,140.11111,46.666668,-16.333334,0.183109,2
0.699205,96.333336,126.22222,52.333332,-15,0.236797,2
0.355557,116,141.66667,45.88889,-14.777778,0.181012,2
0.730297,99.44444,131.11111,54.333332,-13.666667,0.241459,2
0.418521,103.44444,128.11111,49.555557,-25.11111,0.197734,2
1.051846,119.666664,145.33334,45.555557,-14.111111,0.176494,2
0.507406,134.88889,149.88889,24.88889,-4.777778,0.100091,2
0.54433,95.666664,126.22222,51.88889,-12.111111,0.241934,2
0.490655,114,140.55556,46.666668,-13.666667,0.188892,2
0.272165,97.666664,129,53.333332,-12.666667,0.24285,2
0.166666,102.888885,127.333336,48.77778,-24.222221,0.198052,2
0.15185,77.333336,116.888885,73.666664,-28.666666,0.338288,2
0.516398,92.666664,123.22222,52.88889,-14.111111,0.248136,2
0.296297,83,122,72.22222,-27.444445,0.319499,2
0.385183,117.111115,141.22223,43.22222,-14.111111,0.170718,2
0.25185,134.33334,150.11111,28,-8.666667,0.105074,2
1.496289,131.44444,146.77777,29.222221,-12.444445,0.105128,2
0.207408,99.55556,128.22223,55.333332,-24.666666,0.223364,2
0.266666,72,115.888885,82,-32.333332,0.378682,2
0.596301,101,129.22223,52.77778,-20.88889,0.218379,2
0.562964,115.77778,139.44444,42.333332,-13.666667,0.169635,2
0.32963,93.22222,128.77779,65,-23.333334,0.275957,2
1.085182,96.666664,122.44444,50.333332,-23.333334,0.212264,2
0.211114,74.55556,116.55556,79.44444,-32.88889,0.360194,2
0.490655,114,140.55556,46.666668,-13.666667,0.188892,2
0.088889,89.111115,123.22222,64.111115,-25.88889,0.276784,2
1.003694,93.888885,130.33334,63.22222,-17.11111,0.2797,2
0.403686,96.44444,130.66667,57.22222,-11.777778,0.261838,2
0.088889,102.44444,132.33334,54.555557,-19.444445,0.225725,2
0.720081,97.55556,127.44444,52.444443,-15.222222,0.234504,2
0.340743,90.888885,131.11111,73.77778,-26.88889,0.306737,2
0.240742,97.111115,128.88889,60,-24.666666,0.246491,2
0.385187,126.44444,147.22223,36.88889,-11.444445,0.141107,2
0.122222,85,121.44444,67.333336,-25.333334,0.300019,2
0.285185,123,145.33334,39.333332,-11.666667,0.153616,2
0.344266,101.888885,132.55556,52.77778,-13.555555,0.23132,2
0.807371,100.111115,132.11111,54.88889,-13.777778,0.24216,2
0.574135,94.22222,126.333336,56.88889,-17.444445,0.25416,2
0.474074,79,118,73.77778,-30.555555,0.330418,2
0.455422,97.22222,130.44444,55,-10.333333,0.254668,2
0.462964,132.55556,146.55556,25.444445,-8.888889,0.096263,2
0.774073,130.66667,147.22223,30.222221,-10.777778,0.112421,2
1.135293,92.111115,125.55556,58.444443,-16.555555,0.26644,2
0.329632,128.66667,147,34.333332,-13.666667,0.124647,2
0.418517,130.77779,145.44444,27.11111,-10.222222,0.10071,2
0.133333,83.333336,122.55556,71.44444,-25.222221,0.320015,2
0.557772,100.111115,132,54.77778,-13.888889,0.241576,2
0.574132,96.22222,129,54.88889,-11.444445,0.254051,2
0.443052,96.22222,126.111115,51.555557,-13.444445,0.23689,2
0.75031,116.77778,142.66667,46,-14.333333,0.181475,2
0.928956,113.666664,142,49.555557,-14.111111,0.199516,2
0.162963,116.22222,141.66667,45.666668,-15,0.179483,2
0.62361,110.44444,138.77779,49.555557,-14.111111,0.204147,2
0.611615,115,142.88889,48.22222,-12.777778,0.195127,2
0.299997,116.55556,142.88889,46.11111,-13.222222,0.184263,2
0.107405,120.77778,143.88889,40.77778,-12.222222,0.160604,2
0.518519,115.55556,143.11111,47,-11.333333,0.19252,2
0.666666,99.333336,131.11111,54.444443,-13.555555,0.242337,2
0.389683,111,138.66667,48.444443,-13.888889,0.199513,2
0.3,124.666664,145.66667,37.666668,-12.333333,0.144134,2
1.229636,119,142.77777,42.88889,-14.444445,0.166484,2
0.166668,79.22222,118,73.333336,-30.333334,0.328603,2
0.574132,96.22222,129,54.88889,-11.444445,0.254051,2
13.751853,17.333334,31.666666,24.11111,-5.222222,0.514254,3
0.340741,0.111111,6.444445,12.444445,-5.888889,0.986111,3
0.222222,1.555556,7.777778,11.555555,-4.444445,0.853199,3
0.240741,0.111111,3.666667,6.333334,-2,0.977778,3
0.018519,0,0.111111,0.222222,-0.111111,0.111111,3
0.374074,0,3.888889,7.555555,-3.444444,1,3
64.95186,3.333333,11.333333,14.111111,-4.222222,0.809331,3
1.062841,8.888889,29.222221,36,-11,0.696178,3
1.540741,0.555556,8,14.222222,-6.111111,0.944811,3
1.377778,1.111111,7.222222,10.222222,-2.111111,0.867665,3
0.403687,0,1.222222,2,-0.333333,0.555556,3
0.122222,0.888889,9.444445,15.777778,-5.888889,0.915376,3
0.488889,0.555556,5.666666,8.888889,-2.444444,0.917989,3
0.344445,0.222222,4.666667,8.333333,-3.333333,0.962963,3
1.986063,10.555555,33.11111,42.11111,-16.555555,0.681266,3
1.229631,2.555556,9.666667,12,-2.666667,0.760734,3
0.240741,0.444444,6.444445,11,-4,0.938492,3
0.211111,0.111111,4.888889,9.222222,-4.111111,0.984127,3
0.607407,1.555556,10.111111,14.555555,-3.444444,0.851379,3
0.122222,0.888889,9.444445,15.777778,-5.888889,0.915376,3
3.708349,9,25.333334,29.444445,-9.888889,0.660813,3
4.768726,6,15.111111,15.555555,-3.777778,0.627944,3
1.75647,10.111111,25.88889,28.222221,-9.111111,0.613385,3
0.443053,3.777778,14,17,-3.333333,0.73447,3
0.088889,0.222222,3,5.555555,-2.777778,1,3
6.273991,32.11111,70.111115,70.333336,-26.666666,0.549032,3
4.534641,9.888889,20.11111,20,-9.333333,0.532728,3
2.905932,9.222222,29,35.333332,-11.333333,0.680787,3
0.02963,0,1.555556,3.111111,-1.555556,1,3
0.02963,0,3,6,-3,1,3
356.16672,70.77778,91.44444,35.333332,-8.666667,0.269733,3
1.110556,11.111111,30.666666,36.333332,-14,0.638455,3
0.344444,0.222222,4.444445,7.555555,-2.444444,0.962963,3
0.210818,3.222222,7.777778,5.666666,2.333333,0.609788,3
0.285185,0.111111,3.444444,6.111111,-2.222222,0.981482,3
0.998147,0.666667,4.222222,6.777778,-2.888889,0.676888,3
2.12568,1.888889,6.222222,7.111111,-1.222222,0.799074,3
189.44075,33.11111,55.555557,40.88889,-14.444445,0.420176,3
2.962964,0.888889,7.777778,12.666667,-4.666666,0.910065,3
10.382501,25.555555,40.22222,25.11111,-6.222222,0.395671,3
0.240741,0,4.444445,8.555555,-3.777778,1,3
1.574074,1,9.222222,13.777778,-2.888889,0.907099,3
1.885185,0.888889,7.888889,13.444445,-5.888889,0.904321,3
0.403687,0,1.222222,2,-0.333333,0.555556,3
4.462964,3.444444,11.555555,14.444445,-4.555555,0.711898,3
0.02963,0,2.444444,4.666666,-2,1,3
0.385185,0.111111,2,3.777778,-1.888889,0.981482,3
0.818519,2.333334,12.555555,18.222221,-5.777778,0.816909,3
572.9964,58.77778,79,34.666668,-8.666667,0.306281,3
0.074074,0,3.222222,6.444445,-3.222222,1,3
1.811111,3.222222,13.111111,16.222221,-2.777778,0.762049,3
9.089677,32.333336,49.555557,29,-6.333334,0.350169,3
192.20744,8.444445,19.444445,17.777779,-2.555556,0.637421,3
0.507407,0.666667,6.333334,10.333333,-3.666667,0.899735,3
0.062963,0,3,6,-3,1,3
0.136083,0,0.111111,0.222222,-0.111111,0.111111,3
0.151852,0,2,3.888889,-1.777778,1,3
40.862957,24.333334,45.77778,39,-13.666667,0.489062,3
1.962613,1.222222,5.666666,8.222222,-3.111111,0.862771,3
3.62963,4.777778,15.444445,17.777779,-3.555556,0.698902,3
3.586498,6.444445,9.888889,6.555555,-2.777778,0.349471,3
0.172133,0,1.666667,3.333333,-1.666667,1,3
0.251852,1.444444,8.444445,12.444445,-3.888889,0.864482,3
0.074074,0,2.555556,4.888889,-2.111111,1,3
1.572919,3.555556,12.888889,16,-4,0.767235,3
0.240741,0,4,8,-4,1,3
0.516398,0,1.777778,3.333333,-1.333333,1,3
1.277778,2.333334,10.666667,14.555555,-4.111111,0.78993,3
14.962965,1.444444,5.888889,8.666667,-4,0.895369,3
1.851852,1.777778,10.555555,15.444445,-4.555555,0.842452,3
3.14074,0.222222,4.555555,8.333333,-3.666667,0.981482,3
9.713106,14.888889,23.444445,14.444445,-3.222222,0.607613,3
1.185186,0.111111,0.666667,1.111111,-0.555556,0.092593,3
2.026673,12.222222,33.666668,39.22222,-14.111111,0.635624,3
0.843274,1.111111,6,7.777778,-0.888889,0.843518,3
2.655532,7,22.333334,27.11111,-8.222222,0.694627,3
1.096296,0.111111,3,5.666666,-2.666667,0.986111,3
2.029414,14.222222,31.11111,32.88889,-15.111111,0.54583,3
0.151852,0.444444,6.111111,11.111111,-5.222222,0.940476,3
13.407408,4.555555,13,15.111111,-4.888889,0.730592,3
1.420746,0.888889,4.666667,6.666666,-2,0.872222,3
1.262963,1.444444,6.444445,7.444445,0.111111,0.806658,3
0.074074,0,2.222222,4.444445,-2.222222,1,3
4.193469,6.666666,20.88889,26.11111,-9.555555,0.695755,3
0.45542,0.444444,5,7.777778,-1.888889,0.931217,3
0.403687,9.666667,30.11111,36.22222,-11.111111,0.679513,3
0.611616,0.555556,3.555556,4.555555,-0.111111,0.883333,3
0.355556,1.111111,8,13,-5.333334,0.867813,3
15.662961,1.666667,8.333334,12.555555,-5.111111,0.886048,3
0.507407,0.666667,6.333334,10.333333,-3.666667,0.899735,3
4.02963,3.222222,12.666667,15.666667,-3,0.759012,3
0.018519,0,0.777778,1.555556,-0.777778,0.777778,3
0.118518,0,3.444444,6.888889,-3.444444,1,3
1.398412,10.222222,25.333334,27.444445,-9.555555,0.584744,3
0.534027,5.222222,20,26.444445,-8.555555,0.739265,3
13.751853,17.333334,31.666666,24.11111,-5.222222,0.514254,3
0.107407,0,2,4,-2,1,3
0.02963,0,1.111111,2.222222,-1.111111,0.888889,3
14.962965,1.444444,5.888889,8.666667,-4,0.895369,3
3.6,1,8,12.666667,-4.333334,0.909236,3
5.897896,16.222223,26.666666,16.88889,-2.444444,0.415836,3
0.712325,0.555556,5.222222,7.333334,-0.666667,0.908995,3
1.773259,16,22.555555,13.444445,-7.222222,0.386612,3
7.218519,3.555556,13.333333,16.666666,-4,0.754703,3
4.3,2.888889,12.444445,16.11111,-3.555556,0.775282,3
0,0,1,2,-1,1,3
0.966091,8.444445,22.88889,24.333334,-5.333334,0.618328,3
3.733333,4.888889,14.555555,17.555555,-6.111111,0.697226,3
0,0,0,0,0,0,3
0.018519,0,3.444444,6.888889,-3.444444,1,3
1.241266,8,28.333334,36.555557,-12.111111,0.718221,3
0.162963,0.333333,6.222222,10.444445,-3.222222,0.954365,3
188.50739,35.88889,52.666668,29.555555,-8.777778,0.398824,3
1.143419,2,9.333334,12.444445,-2.888889,0.790011,3
0.818518,1.555556,9.444445,14.777778,-5.888889,0.84169,3
4.418521,3.555556,14.888889,20.11111,-6.222222,0.774121,3
0.207407,0.555556,7.666666,12.888889,-4.444445,0.940741,3
0.211111,0.333333,5.333334,9.333333,-3.666667,0.94709,3
0.374074,0.555556,6.888889,12.222222,-5.444445,0.926146,3
3.879672,9.888889,24.777779,24.777779,-4.888889,0.60922,3
0.088889,0,2.333334,4.666666,-2.333333,1,3
4.122656,17.11111,44.22222,49,-16.666666,0.622071,3
0.107407,0,2,4,-2,1,3
9.988892,9,22.666666,24.88889,-8.777778,0.664785,3
0.444445,0.222222,6.111111,10.777778,-3.888889,0.973765,3
749.76294,29.777779,50.666668,37.88889,-13.111111,0.464912,3
6.462962,2.444444,12.111111,17.555555,-6.111111,0.823021,3
3.10555,18.444445,39,38.88889,-16.11111,0.523538,3
0.340741,0.111111,6.444445,12.444445,-5.888889,0.986111,3
0.151852,0,4.111111,8.111111,-3.888889,1,3
1.962613,1.222222,5.666666,8.222222,-3.111111,0.862771,3
374.5964,37.444443,52.666668,25.88889,-6.111111,0.397892,3
1.540803,7.888889,18.555555,17.666666,-3.333333,0.585775,3
0.699206,0.666667,3.888889,4.888889,-0.111111,0.874074,3
0.471405,12.444445,23.666666,21.777779,-9.888889,0.56104,3
12.795401,41.77778,61.11111,33.88889,-9.777778,0.358975,3
0.389682,0,1.222222,2.444444,-1.222222,0.777778,3
0.785185,1.777778,9.666667,14.444445,-5.222222,0.822507,3
0.172133,0,2.777778,5.444445,-2.555556,1,3
0.433333,0.111111,4.666667,8.444445,-3.222222,0.984127,3
0.862963,0.111111,2.666667,4.777778,-1.888889,0.981482,3
84.87777,12.222222,23.444445,19,-4.333334,0.652043,3
0.088889,0.111111,4.444445,8.333333,-3.666667,0.977778,3
0.077778,0,1.555556,3.111111,-1.555556,0.777778,3
0,0,0,0,0,0,3
0.45542,0.111111,3.333333,5.888889,-2.111111,0.977778,3
1.040741,0.777778,7.444445,12.888889,-5.777778,0.919597,3
0.577778,0.111111,5.666666,10.555555,-4.444445,0.987654,3
0.077778,0,2,3.888889,-1.777778,1,3
5.911111,2.222222,9.444445,12.777778,-3.888889,0.794108,3
0.696296,0.222222,5,9.111111,-3.888889,0.970238,3
83.351845,4.666667,13.333333,15.555555,-5.111111,0.738034,3
1.274074,0.111111,3.333333,6,-2.333333,0.984127,3
7.865538,20.555555,57.333332,67.888885,-25.444445,0.651133,3
18.685184,2.555556,9,12,-4.666666,0.837478,3
19.136257,47.444443,65.44444,31.333334,-8.666667,0.297802,3
2.942033,2.111111,6.777778,8.111111,-2.222222,0.762963,3
4.774935,4.111111,12.888889,15.888889,-5.444445,0.772152,3
0,0,0,0,0,0,3
0.720082,13,36,40.333332,-11.666667,0.638541,3
0,0,0,0,0,0,3
27.97407,5.777778,15.555555,16.11111,-2.888889,0.700087,3
0.981307,3.666667,15.888889,21.555555,-6.444445,0.772831,3
0.507407,1.111111,8.555555,14.222222,-6.111111,0.872222,3
0.389682,0,2.777778,5.444445,-2.555556,1,3
8.296297,1.444444,9.444445,14.555555,-5.111111,0.876332,3
0.854184,2.555556,5.777778,3.333333,3,0.665344,3
4.63641,8.777778,18.666668,18,-6.333334,0.564898,3
0.133333,0,3.888889,6.888889,-2.111111,1,3
0.250924,0,2.555556,5,-2.333333,1,3
0.474074,0.888889,7.222222,11.111111,-3.222222,0.88955,3
0.827759,0.444444,3.888889,6.333334,-2.333333,0.923809,3
2.810035,16.88889,25.777779,19,-11.333333,0.425293,3
1.986063,10.555555,33.11111,42.11111,-16.555555,0.681266,3
0.934919,7.555555,24.11111,28.333334,-7,0.691123,3
7.84074,0.555556,5.222222,8.888889,-3.777778,0.960317,3
14.774076,1.444444,7.666666,11.777778,-4.888889,0.893054,3
8.740745,7.666666,18.88889,19.222221,-4.777778,0.628156,3
0,0,0,0,0,0,3
0.02963,0,0.111111,0.222222,-0.111111,0.111111,3
0.82963,0.111111,5.555555,10.555555,-4.777778,0.986111,3
530.5518,60.333332,79.55556,32.333332,-7,0.289624,3
0.074074,0,1.888889,3.777778,-1.888889,1,3
9.555554,5.777778,17.11111,19.88889,-5.777778,0.686685,3
0.477778,0.111111,4.111111,7.777778,-3.555556,0.984127,3
0.862963,2,9.222222,13.111111,-4.555555,0.791667,3
0.996296,0.222222,3.666667,6.555555,-2.777778,0.961905,3
0.64693,0.111111,2.777778,4.888889,-1.777778,0.977778,3
14.967619,7.333334,12.222222,8.111111,-1.555556,0.674956,3
1.366667,0.666667,7.666666,13.111111,-5.222222,0.929574,3
1.12963,0.555556,6.555555,10.777778,-3.555556,0.935706,3
0.3,0,3.555556,6.777778,-2.888889,1,3
0.421637,0,1.222222,2.333333,-1,0.666667,3
0.196296,0.444444,6.222222,10.777778,-4.222222,0.939815,3
0.712325,0.333333,2.888889,4.111111,-0.555556,0.916667,3
20.951847,2.222222,9.111111,12.666667,-4.666666,0.864664,3
0.534027,0.111111,2.777778,4.666666,-1.333333,0.977778,3
0.418518,0.333333,4.888889,8.111111,-2.555556,0.95172,3
0.854184,11.777778,29.555555,32.444443,-11.555555,0.596104,3
5.051852,1.888889,10.666667,15.111111,-3.888889,0.829748,3
8.740745,7.666666,18.88889,19.222221,-4.777778,0.628156,3
0.088889,0,4.222222,8.333333,-4,1,3
73.7963,10.111111,20.222221,17.555555,-4.777778,0.575126,3
2.562963,2,9.333334,13,-4,0.80862,3
0.196296,0.111111,5.555555,10.333333,-4.333334,0.984127,3
0.3,0.555556,7.222222,12.666667,-5.333334,0.93567,3
0.02963,0,0.666667,1.333333,-0.666667,0.666667,3
13.451853,1.333333,8.888889,13.777778,-4.888889,0.885825,3
0.651852,0.111111,1.333333,2.333333,-1,0.416667,3
0.474074,1.777778,10.222222,13.888889,-2.444444,0.843607,3
0.418519,0.777778,7.777778,12.222222,-3.444444,0.907407,3
0,0,2.333334,4.666666,-2.333333,1,3
0.64693,0.555556,3.333333,4.444445,-0.555556,0.875926,3
45.929623,6.888889,16,14.777778,-2.222222,0.604281,3
1.540741,0.555556,8,14.222222,-6.111111,0.944811,3
6.444444,3.222222,11.888889,15.333333,-4.666666,0.760191,3
0.374074,0.555556,6.888889,12.222222,-5.444445,0.926146,3
8.018518,1.111111,9,14.555555,-5.444445,0.9109,3
267.45554,14,30.555555,27.666666,-5.666666,0.595282,3
0.02963,0,1.555556,3.111111,-1.555556,1,3
0.240741,0,2.777778,5.444445,-2.555556,1,3
0.196296,0.333333,1.444444,1.777778,-0.222222,0.251852,3
14.829629,6.555555,15.111111,15.222222,-4.777778,0.597765,3
0.118518,0,3.444444,6.888889,-3.444444,1,3
0.834443,1.333333,6.777778,8.888889,-1.444444,0.827249,3
4.018517,2.222222,11.888889,16.88889,-4.777778,0.82735,3
0.311111,0,3.666667,6.777778,-2.555556,1,3
267.45554,14,30.555555,27.666666,-5.666666,0.595282,3
2.274659,2.111111,6.777778,7.222222,-0.444444,0.732926,3
0.82963,0.111111,5.555555,10.555555,-4.777778,0.986111,3
0.018519,0,3.111111,6.111111,-2.888889,1,3
0.02963,0,2.222222,4.444445,-2.222222,1,3
0.077778,0,4.222222,8.111111,-3.555556,1,3
0.577778,0.111111,5.666666,10.555555,-4.444445,0.987654,3
0.833333,0.111111,3.222222,6,-2.666667,0.984127,3
16.507421,35.77778,52.666668,29.444445,-8.222222,0.37578,3
0.651852,0.555556,5.888889,9.777778,-3.555556,0.915344,3
1.633332,1.222222,9,13.666667,-4,0.874917,3
0.389682,0,2.222222,4.333334,-2,1,3
0.918519,3.777778,13.333333,15.222222,-1.777778,0.723011,3
0.251852,1.444444,8.444445,12.444445,-3.888889,0.864482,3
0.250924,1.111111,6.555555,9.111111,-1.888889,0.839947,3
0.118519,0,0.666667,1.333333,-0.666667,0.333333,3
442.17786,34.88889,51.77778,27.666666,-4.666666,0.366946,3
12.948471,24.666666,38,21,-2,0.400746,3
0.240741,0.555556,5.666666,8.555555,-1.777778,0.912698,3
3.708349,9,25.333334,29.444445,-9.888889,0.660813,3
0.975629,10.888889,26.444445,30.222221,-13.777778,0.601444,3
3.233333,0.333333,4.777778,8.444445,-3.555556,0.969136,3
0.107407,0,2,4,-2,1,3
0.960324,9,30.11111,37.555557,-11.777778,0.701476,3
1.351853,0.444444,7.666666,13.222222,-4.777778,0.953086,3
3.870114,4.888889,17.222223,21.11111,-5.222222,0.736431,3
0.02963,0,1.555556,3.111111,-1.555556,1,3
0.501849,0.555556,5.555555,8.444445,-1.888889,0.915344,3
0.074074,0.111111,6.555555,12.111111,-4.888889,0.986111,3
0.177778,0.111111,1.888889,3.555556,-1.777778,0.962963,3
1.674074,0.666667,3.555556,4.444445,-0.222222,0.457672,3
0.344265,0,3.444444,6.444445,-2.555556,1,3
0.298142,0,3.111111,5.888889,-2.444444,1,3
0.340741,0,4,7.666666,-3.333333,1,3
1.377061,1.666667,7.222222,10.111111,-3.555556,0.81358,3
0.827759,0.444444,3.888889,6.333334,-2.333333,0.923809,3
1.262963,0.333333,5.111111,8.777778,-3.222222,0.96142,3
688.0741,19.777779,28.555555,15.777778,-5.222222,0.504161,3
0.311111,0.888889,6,9,-2.666667,0.875529,3
8.018518,1.111111,9,14.555555,-5.444445,0.9109,3
572.9964,58.77778,79,34.666668,-8.666667,0.306281,3
0.501848,0.222222,2.666667,4.555555,-1.777778,0.95,3
8.767999,13.666667,23.88889,15.888889,-1.111111,0.476884,3
1.22963,1,8.444445,13.222222,-4.111111,0.891218,3
0.077778,0,1.333333,2.666667,-1.333333,0.777778,3
1.82168,9.555555,23.444445,25.444445,-9.222222,0.596422,3
0.344265,0,0.444444,0.888889,-0.444444,0.222222,3
1.777778,3.111111,13.888889,18.777779,-5.222222,0.779866,3
0.122222,0.777778,3.888889,6.444445,-3.555556,0.881481,3
0.720082,0.444444,3.444444,5,-1,0.912963,3
0.077778,0,1.555556,3.111111,-1.555556,0.777778,3
0.444445,0.222222,6.111111,10.777778,-3.888889,0.973765,3
0.196296,0.333333,1.444444,1.777778,-0.222222,0.251852,3
19.136257,47.444443,65.44444,31.333334,-8.666667,0.297802,3
11.885187,0.444444,3.555556,6.111111,-2.888889,0.965812,3
46.933327,3.333333,12.777778,17.444445,-6.555555,0.822893,3
23.377783,4.777778,15.666667,20,-7.333334,0.762919,3
1.140741,0.111111,2.777778,4.888889,-1.777778,0.984127,3
6.320163,18.333334,47.22222,52.22222,-17.777779,0.629245,3
0.651851,1.222222,10.222222,15.666667,-4.333334,0.891608,3
0.843274,1.111111,6,7.777778,-0.888889,0.843518,3
203.35188,38.555557,60.11111,38.77778,-12.888889,0.413033,3
3.974073,1.555556,9,13.333333,-4.333334,0.847729,3
