@relation segment

@attribute Region-centroid-row numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
83,78.77778,-30.555555,116.888885,-2.239053,2
57,48.22222,-14.444445,140.33334,-2.341163,2
18,54.555557,-19.444445,132.33334,-2.278452,2
81,78.77778,-33.88889,118.44444,-2.187399,2
58,52.11111,-13.888889,126.44444,-2.375207,2
57,43,-12,140.44444,-2.362514,2
45,47.444443,-16.222221,137.33334,-2.292668,2
99,73.77778,-30.555555,118,-2.207756,2
115,37.666668,-9,145.33334,-2.405477,2
42,33.444443,-11.888889,146.44444,-2.282217,2
33,54.22222,-12.777778,128.66667,-2.408019,2
54,51.77778,-15.555555,126.111115,-2.33633,2
26,29,-11.333333,146.55556,-2.230725,2
24,42.11111,-12.222222,141.66667,-2.349252,2
55,55.666668,-17.666666,132.22223,-2.319697,2
32,30.11111,-10.555555,146.33334,-2.280755,2
35,72.22222,-27.444445,122,-2.248235,2
89,58.11111,-19.222221,125.44444,-2.306204,2
23,51.666668,-14,141.66667,-2.37055,2
36,55.22222,-14.111111,130.33334,-2.387384,2
24,42.11111,-12.222222,141.66667,-2.349252,2
33,54.22222,-12.777778,128.66667,-2.408019,2
28,48.444443,-13.888889,138.66667,-2.35398,2
51,53.444443,-16.555555,140.77779,-2.330465,2
74,64.111115,-25.88889,123.22222,-2.220553,2
58,76.888885,-29.444445,118.77778,-2.246316,2
21,45.333332,-12.333333,141.88889,-2.370372,2
22,30.777779,-14.222222,147.88889,-2.146204,2
41,32,-11.666667,145.88889,-2.270225,2
91,55.666668,-18.666666,123.44444,-2.300486,2
18,30,-10.666667,147.88889,-2.27511,2
42,44.22222,-14.111111,141.77779,-2.31442,2
15,73.77778,-26.88889,131.11111,-2.266452,2
13,24.88889,-4.777778,149.88889,-2.449265,2
63,52.88889,-14.111111,123.22222,-2.375282,2
18,26.777779,-10.888889,147.55556,-2.214612,2
32,49.666668,-11,133.33334,-2.421193,2
50,53.11111,-16.555555,139.77779,-2.325679,2
53,44.333332,-11,138.22223,-2.39327,2
56,44,-13.666667,140.66667,-2.326783,2
20,46,-14.333333,142.66667,-2.326919,2
93,77.44444,-30.555555,112.111115,-2.231558,2
116,8.555555,-1.777778,5.666666,-2.420258,3
126,26.444445,-8.555555,20,-2.313534,3
98,4.555555,-0.111111,3.555556,-2.548898,3
129,3.111111,-1.555556,1.555556,-2.094395,3
100,14.555555,-5.111111,9.444445,-2.28054,3
91,10.777778,-4.222222,6.222222,-2.225735,3
133,4.444445,-2.222222,2.222222,-2.094395,3
123,6.444445,-2.888889,3.333333,-2.142674,3
125,5.888889,-2.444444,3.111111,-2.175647,3
80,15.222222,-4.777778,15.111111,-2.326257,3
137,4,-2,2,-2.094395,3
137,4.555555,-1.777778,2.666667,-2.200588,3
77,16.222221,-2.777778,13.111111,-2.467493,3
132,6.777778,-2.888889,4.222222,-2.152432,3
133,2.888889,-1.444444,1.444444,-2.094395,3
95,12.777778,-3.888889,9.444445,-2.326455,3
145,20,-9.333333,20.11111,-2.06232,3
107,15.111111,-4.888889,13,-2.291762,3
87,34.666668,-8.666667,79,-2.422127,3
117,6.111111,-2.888889,3.111111,-2.132635,3
134,6.333334,-1.333333,3.888889,-2.422506,3
122,36.555557,-12.111111,28.333334,-2.305989,3
88,14.555555,-3.444444,10.111111,-2.396657,3
120,6,-2.333333,3.333333,-2.178769,3
129,3.111111,-1.555556,1.555556,-2.094395,3
83,24.88889,-8.777778,22.666666,-2.274205,3
138,1.222222,-0.444444,0.666667,-2.181439,3
134,0.222222,-0.111111,0.111111,-2.094395,3
123,4.777778,-1.888889,2.666667,-2.16921,3
102,10.333333,-3.666667,6.333334,-2.261719,3
136,3.555556,-1.777778,1.888889,-2.094395,3
144,6.888889,-3.444444,3.444444,-2.094395,3
85,5,-1,3.444444,-2.377624,3
138,4.666666,-2.333333,2.333334,-2.094395,3
103,10.555555,-4.444445,5.666666,-2.185466,3
128,12.777778,-4.222222,9.555555,-2.300368,3
118,4.888889,-2.111111,2.555556,-2.17128,3
136,29.444445,-9.888889,25.333334,-2.307511,3
126,10.777778,-3.555556,6.555555,-2.289097,3
116,32.444443,-11.555555,29.555555,-2.259967,3
99,10.555555,-4.777778,5.555555,-2.149743,3
90,12.222222,-5.444445,6.888889,-2.164323,3
107,8.111111,-1.555556,12.222222,-2.492965,3
89,12.444445,-5.888889,6.444445,-2.123905,3
69,16.555555,-2.777778,29.333334,-2.488979,3
85,20.11111,-6.222222,14.888889,-2.329093,3
132,2.222222,-1.111111,1.111111,-2.094395,3
99,14.555555,-5.444445,9,-2.255673,3
109,8.444445,-3.555556,4.777778,-2.146531,3
130,5.888889,-2.111111,3.333333,-2.239029,3
122,8.888889,-3.777778,5.222222,-2.173204,3
147,6.555555,-2.777778,9.888889,-2.064514,3
124,4,-2,2,-2.094395,3
145,1.777778,-0.222222,1.444444,-2.53095,3
90,7,0.333333,7.333334,-2.639389,3
96,16.777779,-5.888889,11.888889,-2.275792,3
78,35.333332,-8.666667,91.44444,-2.411645,3
124,8.666667,-4,5.888889,-2.118937,3
71,25.11111,-6.222222,40.22222,-2.401825,3
87,8.222222,-3.111111,5.666666,-2.229493,3
119,8.333333,-4,4.222222,-2.11372,3
120,6,-3,3,-2.094395,3
98,13.666667,-3.333333,9.222222,-2.395422,3
112,2.333333,-1,1.222222,-2.151914,3
107,40.333332,-11.666667,36,-2.354617,3
144,5.777778,-2.888889,2.888889,-2.094395,3
96,12.666667,-4.333334,8,-2.268209,3
146,0.222222,-0.111111,0.111111,-2.094395,3
98,4.111111,-0.555556,2.888889,-2.4238,3
95,4.888889,-0.111111,3.888889,-2.552724,3
138,7.111111,-2.888889,3.777778,-2.173961,3
115,8.333333,-3.333333,4.666667,-2.216604,3
107,17.555555,-6.111111,14.555555,-2.280146,3
136,19,-11.333333,26.666666,-1.61572,3
93,15.333333,-4.666666,11.888889,-2.332766,3
145,1.777778,-0.222222,1.444444,-2.53095,3
93,12.666667,-5.333334,7.222222,-2.18361,3
85,13.777778,-4.888889,8.888889,-2.271544,3
142,0.222222,-0.111111,0.111111,-2.094395,3
115,16,-4,12.888889,-2.390992,3
97,9.777778,-3.555556,5.888889,-2.269023,3
125,36.333332,-14,30.666666,-2.241956,3
110,35.333332,-11.333333,29,-2.321226,3
72,14.777778,-5.888889,9.444445,-2.216721,3
91,15.111111,-3.888889,10.666667,-2.383949,3
139,13.444445,-7.222222,23.88889,-1.702833,3
111,6.777778,-2.888889,3.555556,-2.139494,3
106,11.111111,-5.222222,6.111111,-2.133095,3
75,37.88889,-13.111111,50.666668,-2.284187,3
98,14.777778,-5.222222,10.444445,-2.272973,3
95,13.777778,-2.888889,9.222222,-2.429449,3
76,15.222222,-1.777778,13.333333,-2.520215,3
125,11.555555,-4.444445,7.777778,-2.234241,3
121,7.777778,-0.888889,6,-2.519165,3
120,7.555555,-2.444444,4.444445,-2.298085,3
125,6.333334,-2.333333,3.888889,-2.237562,3
137,1.333333,-0.666667,0.666667,-2.094395,3
130,7.777778,-1.888889,5,-2.366216,3
127,30.222221,-13.777778,26.444445,-2.035808,3
100,16.444445,-6.555555,11.555555,-2.226247,3
119,7.222222,-0.444444,6.777778,-2.587228,3
103,10.555555,-4.444445,5.666666,-2.185466,3
124,28.333334,-7,24.11111,-2.396682,3
138,4.888889,-1.777778,2.777778,-2.219242,3
90,20,-7.333334,15.666667,-2.266389,3
70,15.888889,-1.111111,23.88889,-2.589111,3
145,4.444445,-0.222222,3.555556,-2.569768,3
129,3.111111,-1.555556,1.555556,-2.094395,3
121,12.222222,-3.444444,7.777778,-2.351514,3
81,27.666666,-5.666666,30.555555,-2.438409,3
99,14.444445,-4.555555,11.555555,-2.318885,3
120,5.555555,-2.777778,3,-2.057287,3
122,2,-0.333333,1.222222,-2.444563,3
108,33.88889,-9.777778,61.11111,-2.360491,3
136,5.666666,-2.666667,3,-2.110974,3
111,8,-4,4,-2.094395,3
95,13.666667,-4,9,-2.333804,3
99,10.555555,-4.777778,5.555555,-2.149743,3
76,6.666666,-2,4.666667,-2.340801,3
122,2,-0.333333,1.222222,-2.444563,3
94,11.222222,-4.777778,6,-2.189708,3
109,12.444445,-3.888889,8.444445,-2.283787,3
107,9.333333,-3.666667,5.333334,-2.226355,3
124,15.888889,-5.444445,12.888889,-2.265747,3
106,3.333333,-1.666667,1.666667,-2.094395,3
133,0,0,0,0,3
126,6.777778,-2.555556,3.666667,-2.229939,3
138,12.444445,-2.888889,9.333334,-2.406809,3
96,14.222222,-6.111111,8.555555,-2.186234,3
117,0,0,0,0,3
124,8.222222,-2.777778,5.555555,-2.284608,3
88,13.111111,-5.222222,7.666666,-2.216544,3
126,21.11111,-5.222222,17.222223,-2.449839,3
89,12.444445,-5.888889,6.444445,-2.123905,3
133,5.444445,-2.555556,2.777778,-2.123254,3
113,5.444445,-2.555556,2.777778,-2.123254,3
87,19,-4.333334,23.444445,-2.418074,3
116,9,-2.666667,6,-2.313013,3
91,14.222222,-6.111111,8,-2.186723,3
75,31.333334,-8.666667,65.44444,-2.356754,3
131,3.111111,-1.555556,1.555556,-2.094395,3
124,4.666666,-2,2.444444,-2.16176,3
143,2.444444,-1.222222,1.222222,-2.094395,3
104,14.444445,-3.222222,23.444445,-2.42507,3
112,10.222222,-2.111111,7.222222,-2.435718,3
137,1.555556,-0.777778,0.777778,-2.094395,3
125,7.555555,-3.444444,3.888889,-2.130339,3
115,10.444445,-3.222222,6.222222,-2.321865,3
99,14.555555,-5.444445,9,-2.255673,3
91,29.555555,-8.777778,52.666668,-2.346057,3
95,17.777779,-3.555556,15.444445,-2.445012,3
102,25.88889,-6.111111,52.666668,-2.416817,3
83,15.777778,-5.222222,28.555555,-2.321343,3
100,15.555555,-5.111111,13.333333,-2.289874,3
144,6,-3,3,-2.094395,3
141,17.666666,-3.333333,18.555555,-2.451571,3
139,3.333333,-1.333333,1.777778,-2.15073,3
108,33.88889,-9.777778,61.11111,-2.360491,3
117,6.666666,-3.333333,3.555556,-2.094395,3
132,3.777778,-1.888889,2,-2.094395,3
94,5.666666,2.333333,7.777778,-2.869948,3
98,8.111111,-3.888889,4.111111,-2.11372,3
115,24.333334,-5.333334,22.88889,-2.45904,3
124,8.666667,-4,5.888889,-2.118937,3
114,8.444445,-3.222222,4.666667,-2.222661,3
70,16.88889,-2.444444,26.666666,-2.514204,3
82,13.888889,-2.444444,10.222222,-2.451983,3
141,6.333334,-2,3.666667,-2.285991,3
85,8.111111,-2.222222,6.777778,-2.369864,3
95,18.222221,-5.777778,12.555555,-2.322295,3
120,17.444445,-6.555555,12.777778,-2.240133,3
134,21.555555,-6.444445,15.888889,-2.343004,3
123,7.222222,-3.111111,3.777778,-2.169865,3
96,12.666667,-4.666666,7.777778,-2.244482,3
134,15.777778,-3.888889,11.444445,-2.386611,3
111,36.22222,-11.111111,30.11111,-2.333318,3
102,13.222222,-4.111111,8.444445,-2.316112,3
138,1.111111,-0.555556,0.666667,-2.094395,3
107,8.333333,-3.666667,4.555555,-2.146531,3
108,4.444445,-0.555556,3.333333,-2.463852,3
142,10.111111,-3.555556,7.222222,-2.280603,3
136,0,0,0,0,3
121,25.444445,-9.222222,23.444445,-2.235355,3
109,27.11111,-8.222222,22.333334,-2.344093,3
119,39.22222,-14.111111,33.666668,-2.268148,3
73,70.333336,-26.666666,70.111115,-2.251254,3
124,10.777778,-3.888889,6.111111,-2.267462,3
108,16.333334,-5.666666,14.111111,-2.275553,3
144,6.888889,-3.444444,3.444444,-2.094395,3
91,17.555555,-6.111111,12.111111,-2.282744,3
124,10.777778,-3.888889,6.111111,-2.267462,3
135,4.111111,-1.888889,2.111111,-2.137446,3
130,5,-2.333333,2.555556,-2.123254,3
121,6.555555,-3.111111,3.333333,-2.132635,3
127,3.777778,-1.888889,1.888889,-2.094395,3
81,11.888889,-4.444445,7.444445,-2.248134,3
73,14.444445,-5.222222,9.666667,-2.268176,3
79,13.111111,-4.555555,9.222222,-2.288981,3
139,13.444445,-7.222222,23.88889,-1.702833,3
73,14.555555,-4.111111,10.666667,-2.355641,3
105,12.555555,-5.111111,8.333334,-2.205437,3
138,24.777779,-4.888889,24.777779,-2.439538,3
79,39,-13.666667,45.77778,-2.286295,3
120,42.11111,-16.555555,33.11111,-2.231261,3
86,19.444445,-5.555555,19.88889,-2.363577,3
64,21,-2,38,-2.593825,3
121,7.777778,-0.888889,6,-2.519165,3
97,10.333333,-4.333334,5.555555,-2.191382,3
76,17.777779,-2.555556,19.444445,-2.523325,3
90,12.222222,-5.444445,6.888889,-2.164323,3
83,6.888889,-0.444444,6,-2.573381,3
146,0,0,0,0,3
109,12.444445,-3.888889,8.444445,-2.283787,3
95,11.111111,-3.222222,7.222222,-2.348987,3
66,29,-6.333334,49.555557,-2.43063,3
96,13.666667,-4.333334,9.777778,-2.330693,3
110,8.333333,-3.666667,4.444445,-2.155984,3
80,32.333332,-7,79.55556,-2.434193,3
118,3.888889,-1.777778,2,-2.132635,3
110,8.333333,-3.666667,4.444445,-2.155984,3
115,38.88889,-16.11111,39,-2.090649,3
113,49,-16.666666,44.22222,-2.29665,3
106,12.666667,-4.666666,7.888889,-2.255541,3
122,32.88889,-15.111111,31.11111,-2.06017,3
115,8.888889,-2.444444,5.666666,-2.358386,3
92,18,-6.333334,18.666668,-2.280561,3
129,3.111111,-1.555556,1.555556,-2.094395,3
135,5.444445,-2.555556,2.777778,-2.117548,3
81,27.666666,-4.666666,51.77778,-2.476481,3
118,0.222222,-0.111111,0.111111,-2.094395,3
120,42.11111,-16.555555,33.11111,-2.231261,3
112,0.888889,-0.444444,0.444444,-2.094395,3
142,2.333333,-1,1.333333,-2.159563,3
80,16.11111,-3.555556,12.444445,-2.417517,3
123,3.888889,-1.777778,2,-2.123254,3
139,2.666667,-1.333333,1.333333,-2.094395,3
91,14.222222,-6.111111,8,-2.186723,3
116,8.777778,-3.222222,5.111111,-2.24908,3
133,0,0,0,0,3
90,3.333333,3,6.222222,-3.044175,3
101,16.11111,-2.888889,15.555555,-2.44804,3
102,10.333333,-3.666667,6.333334,-2.261719,3
92,15.666667,-3,12.666667,-2.452176,3
125,11.555555,-4.444445,7.777778,-2.234241,3
102,17.555555,-4.777778,20.222221,-2.378944,3
69,14.777778,-2.222222,16,-2.481874,3
128,4.444445,-2.222222,2.222222,-2.094395,3
114,6.444445,-3.555556,3.888889,-2.02703,3
124,4,-2,2,-2.094395,3
87,8.222222,-3.111111,5.666666,-2.229493,3
103,7.111111,-1.222222,6.222222,-2.497929,3
120,7.777778,-3.555556,4.111111,-2.133095,3
143,15.777778,-5.888889,9.444445,-2.257412,3
120,7.666666,-3.333333,4,-2.156366,3
77,15.666667,-4.333334,10.222222,-2.354881,3
122,14.111111,-4.222222,11.333333,-2.349017,3
102,12.888889,-4.444445,7.666666,-2.275159,3
95,12.888889,-5.777778,7.444445,-2.151958,3
123,6.555555,-2.777778,3.666667,-2.16176,3
113,6.111111,-2.222222,3.444444,-2.237562,3
120,26.777779,-9.888889,25.777779,-2.230821,3
127,8.888889,-1.444444,6.777778,-2.474562,3
125,6.333334,-2.333333,3.888889,-2.237562,3
136,15.666667,-4,13.222222,-2.412671,3
143,15.777778,-5.888889,9.444445,-2.257412,3
121,36,-11,29.222221,-2.335871,3
127,8.444445,-1.888889,5.555555,-2.408939,3
140,17,-3.333333,14,-2.442323,3
91,13,-5.333334,8,-2.217735,3
84,13.333333,-4.333334,9,-2.305729,3
91,25.11111,-7.555555,52.666668,-2.320272,3
122,15.666667,-9.666667,26.444445,-1.540214,3
114,52.22222,-17.777779,47.22222,-2.295381,3
122,8.555555,-3.777778,4.444445,-2.153599,3
127,37.555557,-11.777778,30.11111,-2.326275,3
89,19.88889,-5.777778,17.11111,-2.356793,3
106,8.111111,-2.555556,4.888889,-2.274071,3
135,1.333333,-0.666667,0.666667,-2.094395,3
137,4.333334,-2,2.222222,-2.123254,3
79,15.444445,-4.555555,10.555555,-2.339798,3
88,16.666666,-4,13.333333,-2.394493,3
90,13.444445,-5.888889,7.888889,-2.16608,3
105,29.444445,-8.222222,52.666668,-2.380238,3
120,11.777778,-4.888889,7.666666,-2.180291,3
81,19.222221,-4.777778,18.88889,-2.388561,3
141,13.222222,-4.777778,7.666666,-2.257122,3
128,28.222221,-9.111111,25.88889,-2.3163,3
120,9.111111,-1.888889,6.555555,-2.433795,3
131,3.111111,-1.555556,1.777778,-2.094395,3
68,38.77778,-12.888889,60.11111,-2.308656,3
125,21.777779,-9.888889,25.333334,-1.793403,3
123,8.111111,-3.555556,4.222222,-2.164094,3
122,2,-1,1,-2.094395,3
91,12.666667,-3.666667,8.111112,-2.354575,3
137,12,-4.666666,9,-2.193967,3
124,4.555555,-1.777778,2.666667,-2.16921,3
82,18.222221,-5.777778,14.555555,-2.320628,3
25,55.666668,-26.333334,89,-2.13042,4
97,19.11111,-13.222222,54.333332,-1.840735,4
78,29.666666,-15.333333,46,-2.053834,4
162,10.888889,-5.777778,12,-2.044946,4
70,23.11111,-13.888889,44.444443,-1.960582,4
103,41,-22.666666,78.111115,-2.022581,4
73,28.444445,-14.222222,53,-2.096415,4
98,25,-13.333333,37.11111,-2.04294,4
123,21.11111,-10.222222,26.333334,-2.115734,4
122,30.444445,-15.555555,44.333332,-2.074838,4
103,34.11111,-19.555555,69.55556,-1.997589,4
88,53.22222,-25.11111,85,-2.132027,4
117,32.22222,-15.777778,49.77778,-2.106235,4
93,49.11111,-24.88889,79.22222,-2.083715,4
25,30.555555,-14.777778,55,-2.11881,4
73,14.444445,-12.555555,51.11111,-1.681589,4
101,24.777779,-12.888889,39.444443,-2.05839,4
101,36.22222,-18.11111,57.11111,-2.094303,4
32,34.22222,-18.444445,70.88889,-2.042422,4
78,56.11111,-25.88889,88.44444,-2.145541,4
96,17.555555,-14.444445,61,-1.720468,4
105,31.777779,-18.222221,56.333332,-1.996082,4
105,32.11111,-18.555555,60.88889,-1.991964,4
107,25.555555,-14.777778,58.333332,-1.991445,4
119,25.11111,-14.222222,48.22222,-2.006,4
68,44.11111,-22.88889,71,-2.069541,4
102,37,-20,69.111115,-2.034054,4
117,37.666668,-18.666666,58.444443,-2.09948,4
133,41.666668,-20.333334,62.555557,-2.111789,4
129,46.77778,-22.222221,78,-2.126989,4
34,37.22222,-17.777779,60,-2.122875,4
104,38.77778,-22.555555,76.55556,-1.986567,4
99,12.333333,-12.333333,56,-1.567463,4
65,44.77778,-22.88889,72.66667,-2.077647,4
102,40.88889,-20.777779,77.111115,-2.083043,4
70,29.555555,-19.11111,64.88889,-1.907955,4
122,25,-14.666667,47.555557,-1.985027,4
146,26.444445,-12.555555,31.555555,-2.124871,4
65,41.22222,-22.11111,73.888885,-2.041901,4
159,10.444445,-5.888889,10.111111,-1.999443,4
153,32.333332,-12.333333,38.77778,-2.242741,4
80,25.555555,-15.444445,48.22222,-1.962646,4
105,39.666668,-23,78.77778,-1.989475,4
73,28.777779,-15.222222,49.77778,-2.054964,4
75,25.555555,-13.777778,48.22222,-2.036435,4
122,23.444445,-12.888889,44,-2.035377,4
84,8.666667,-4,11.777778,-2.13694,4
78,24.222221,-16.11111,51.88889,-1.886072,4
102,32,-18.333334,62.333332,-1.99488,4
81,25.88889,-15.444445,51.555557,-1.970422,4
148,37.444443,-14.555555,41.555557,-2.237972,4
129,30.555555,-13.777778,34.88889,-2.161046,4
68,11.111111,-9.888889,41.666668,-1.659641,4
111,24.333334,-13,42.22222,-2.005742,4
162,13.555555,-7.444445,14.555555,-2.029312,4
28,50.11111,-23.222221,79.111115,-2.144507,4
136,11.111111,-5.222222,8.555555,-2.123905,4
125,16.88889,-11.777778,49,-1.840579,4
120,29.777779,-16.222221,59.333332,-2.035243,4
126,20.444445,-12.555555,43,-1.942179,4
127,13.444445,-11.555555,41,-1.67677,4
48,23.444445,-13.555555,49.88889,-2.003259,4
124,22.88889,-14.777778,46.22222,-1.907502,4
87,48.88889,-24.11111,80.333336,-2.105073,4
128,42.88889,-21.11111,64.22222,-2.102441,4
129,28.666666,-14.333333,47.444443,-2.097799,4
105,31.777779,-18.222221,56.333332,-1.996082,4
83,29.11111,-17.555555,59.555557,-1.958524,4
129,29,-16.666666,60.666668,-1.997241,4
82,24.666666,-14.666667,53.11111,-1.971781,4
85,38,-18.666666,61.555557,-2.097363,4
69,11.666667,-12.333333,44.555557,-1.518761,4
65,23.222221,-11.111111,64.44444,-1.970812,4
158,24.333334,-13,47.444443,-2.049172,4
96,45.22222,-22.777779,77,-2.089105,4
124,31.555555,-16.11111,51.444443,-2.076967,4
127,22.444445,-14.222222,48.22222,-1.908348,4
145,47,-21,76.77778,-2.166151,4
79,24.222221,-15.444445,53.88889,-1.918888,4
76,29.333334,-17,61.555557,-1.989922,4
117,32.22222,-15.777778,49.77778,-2.106235,4
138,36.444443,-19.88889,66.77778,-2.029656,4
71,11.222222,-9.777778,42.11111,-1.675919,4
53,24.666666,-14,48.666668,-2.00456,4
89,27.88889,-14.777778,41,-2.046542,4
125,35.333332,-17.333334,55,-2.096474,4
150,25.444445,-11.888889,29.222221,-2.134876,4
120,25.333334,-13.666667,47.77778,-2.046753,4
69,41,-22.666666,73.22222,-2.022861,4
103,36.555557,-20.777779,73.44444,-2.00292,4
87,23.222221,-12.777778,39.444443,-2.013382,4
121,25.222221,-14.444445,49.444443,-1.995536,4
121,41.11111,-19.555555,68.66667,-2.126943,4
17,28.222221,-15.444445,54,-2.030048,4
82,28.666666,-15.666667,48.444443,-2.028043,4
35,47.666668,-24.666666,85.333336,-2.0742,4
67,45.444443,-22.222221,75.888885,-2.109804,4
67,47.11111,-24.222221,80.44444,-2.076662,4
66,28.88889,-17.444445,61.22222,-1.961254,4
73,14.444445,-12.555555,51.11111,-1.681589,4
45,32.11111,-17.222221,63.77778,-2.045905,4
126,24.333334,-11,28.666666,-2.158805,4
98,35.444443,-19.555555,64.66667,-2.025773,4
65,23.222221,-11.111111,64.44444,-1.970812,4
121,39.666668,-19.333334,66.88889,-2.110233,4
66,15.555555,-10.777778,47.77778,-1.83808,4
132,31.333334,-14.333333,45.666668,-2.146969,4
125,46.555557,-21.444445,76.44444,-2.145045,4
130,31.555555,-14.777778,31.88889,-2.134924,4
117,23.222221,-11.777778,39,-2.088914,4
143,43.22222,-21.11111,64.77778,-2.108995,4
125,19.666666,-9.666667,24.777779,-2.104083,4
104,32.666668,-19,68.22222,-1.985221,4
118,33.77778,-18.88889,66.333336,-2.007117,4
34,48.666668,-25,89.111115,-2.078154,4
57,41.22222,-22.444445,79.44444,-2.030703,4
36,55.22222,-25.777779,84.77778,-2.138581,4
137,16.222221,-10.111111,42.333336,-1.940975,4
100,34.555557,-19.444445,66.88889,-2.00619,4
120,25.444445,-16.222221,56.333332,-1.910735,4
42,23.88889,-12.444445,36.22222,-2.061006,4
85,31.222221,-18.777779,59.555557,-1.95422,4
73,33.88889,-19.444445,70.111115,-1.996907,4
124,28.555555,-16.777779,52.666668,-1.980977,4
62,51.555557,-24.444445,80,-2.126207,4
104,41.444443,-20.88889,69.55556,-2.08549,4
146,38.22222,-19.444445,55.88889,-2.081842,4
122,52.444443,-24.88889,78.22222,-2.128423,4
76,21.444445,-12.555555,42,-1.981499,4
38,41.444443,-22.222221,78.44444,-2.038824,4
135,24.88889,-12.444445,41,-2.093203,4
73,15.222222,-10.111111,47.333332,-1.893495,4
159,10.333333,-7.666666,29.555555,-1.802554,4
44,30.555555,-15.777778,58,-2.070466,4
146,15.222222,-7.444445,15.666667,-2.108911,4
159,10.333333,-7.666666,29.555555,-1.802554,4
123,33.22222,-18.444445,68.55556,-2.021502,4
133,13,-8.333333,25.777779,-1.90381,4
64,30.333334,-16,50.11111,-2.030269,4
126,16.777779,-9.888889,28.88889,-1.96874,4
80,21.444445,-13.222222,47.666668,-1.942698,4
28,50.11111,-23.222221,79.111115,-2.144507,4
42,28.666666,-13.666667,54.11111,-2.120131,4
77,24,-15,48.22222,-1.932066,4
50,45.666668,-22.333334,80.333336,-2.107785,4
125,30.333334,-15,47.555557,-2.100687,4
116,46.333332,-20.666666,76.44444,-2.161793,4
111,41.666668,-22.333334,71.66667,-2.045165,4
89,27.88889,-14.777778,41,-2.046542,4
103,41.333332,-21.333334,72.66667,-2.071134,4
62,53.666668,-25.666666,84.66667,-2.124459,4
32,34.22222,-18.444445,70.88889,-2.042422,4
66,11.333333,-9.666667,45.88889,-1.68385,4
146,15.222222,-7.444445,15.666667,-2.108911,4
111,25.88889,-13.444445,38.22222,-2.064723,4
90,43.77778,-21.222221,79.77778,-2.108813,4
101,36.22222,-18.11111,57.11111,-2.094303,4
128,41.555557,-20.777779,67.111115,-2.091927,4
18,53.444443,-25.555555,86.111115,-2.123641,4
48,34.77778,-18.555555,52.444443,-2.048732,4
125,41.333332,-23,83.111115,-2.019545,4
66,14.111111,-10.888889,46.333332,-1.748546,4
147,34.333332,-14.333333,38.666668,-2.204575,4
154,34.22222,-14.444445,39.555557,-2.191073,4
33,29.222221,-15.777778,45.555557,-2.030428,4
90,39.666668,-18.666666,61.444443,-2.131861,4
108,34.444443,-18.222221,69.55556,-2.053869,4
125,38.555557,-23.11111,79.111115,-1.9632,4
68,34.333332,-20,68.22222,-1.984308,4
118,22,-11.333333,41.666668,-2.077668,4
119,31.11111,-16.222221,56,-2.064038,4
158,10.222222,-6.444445,11.777778,-1.904651,4
42,47,-22.333334,74.55556,-2.125735,4
157,26.555555,-11.777778,32,-2.169368,4
87,34.666668,-18.333334,54.88889,-2.050388,4
38,49,-25,74.333336,-2.078504,4
115,23.777779,-11.888889,36.77778,-2.094392,4
75,13.666667,-11.333333,45.666668,-1.722278,4
83,40.22222,-22.11111,79.66667,-2.027771,4
149,25.88889,-11.777778,30,-2.141787,4
83,20.11111,-10.555555,33.22222,-2.063242,4
116,25.444445,-13.222222,41.666668,-2.068113,4
57,41.22222,-22.444445,79.44444,-2.030703,4
50,44.77778,-21.222221,75.77778,-2.129479,4
140,27.666666,-12.333333,32.22222,-2.167262,4
17,48.444443,-24.88889,87.333336,-2.075161,4
123,33.88889,-19.444445,64.111115,-1.994105,4
109,35.555557,-18.444445,53.666668,-2.068644,4
158,23.88889,-11.111111,29,-2.142701,4
70,25.11111,-14.555555,48.333332,-1.990412,4
21,40,-20.333334,79.22222,-2.072158,4
22,39.666668,-19,62.88889,-2.123537,4
157,25.666666,-12,30,-2.1343,4
81,26.88889,-15.777778,47.22222,-1.984566,4
120,24.444445,-15.888889,59.22222,-1.896425,4
139,21.88889,-10.111111,23.666666,-2.118223,4
121,24.555555,-13.444445,40.555557,-2.024268,4
97,18.88889,-13.444445,54.11111,-1.836777,4
111,39.22222,-21.777779,75.333336,-2.014126,4
20,21.88889,-11.444445,42.77778,-2.045203,4
76,35.444443,-16.555555,54.11111,-2.139002,4
129,27.222221,-13.777778,41.11111,-2.078797,4
147,6.555555,-5.111111,8.666667,-1.584341,4
15,52.11111,-24.88889,87.44444,-2.124981,4
80,25.555555,-15.444445,48.22222,-1.962646,4
100,37.555557,-20.777779,69.66667,-2.024061,4
106,24.222221,-13.444445,45.77778,-2.010178,4
49,18.222221,-11.111111,44.11111,-1.949745,4
123,37.77778,-17.222221,34.22222,-2.149759,4
107,31.333334,-17.666666,64.44444,-2.003607,4
130,17.555555,-8.111111,18.88889,-2.137371,4
159,5.444445,-4.888889,22.333334,-1.596679,4
132,31.333334,-14.666667,49.22222,-2.129523,4
80,41.333332,-20,72.111115,-2.116351,4
103,28.777779,-14.222222,45.22222,-2.102607,4
160,26.11111,-12.222222,31.555555,-2.138726,4
137,13.444445,-10.555555,45.333332,-1.75799,4
101,45.22222,-22.777779,79.44444,-2.08957,4
