@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
122,9,4.444445,1,3
78,9,37.444443,0.300208,4
89,9,41,0.351273,4
117,9,49.77778,0.335026,4
20,9,81.66667,0.309556,4
127,9,48.22222,0.248999,4
81,9,47.22222,0.300796,4
32,9,70.88889,0.249001,4
77,9,74,0.31069,4
122,9,44.333332,0.349652,4
103,9,69.55556,0.257014,4
21,9,49.333332,0.274519,4
118,9,41.666668,0.293949,4
76,9,33.444447,0.200662,4
102,9,69.111115,0.274353,4
128,9,67.111115,0.312927,4
103,9,72.66667,0.287394,4
145,9,33.333336,0.315338,4
73,9,51.11111,0.176156,4
73,9,51.11111,0.176156,4
140,9,32.22222,0.444353,4
65,9,73.888885,0.287045,4
120,9,59.333332,0.263467,4
87,9,39.444443,0.312482,4
124,9,51.444443,0.317097,4
103,9,78.111115,0.271568,4
115,9,36.77778,0.331663,4
126,9,28.666666,0.437078,4
36,9,84.77778,0.332815,4
124,9,46.22222,0.271474,4
34,9,60,0.317542,4
120,9,69.333336,0.222808,4
62,9,76.22222,0.303179,4
101,9,79.44444,0.289362,4
154,9,39.555557,0.453533,4
128,9,64.22222,0.340237,4
80,9,48.22222,0.282964,4
73,9,70.111115,0.253364,4
89,9,36.88889,0.331128,4
80,9,47.666668,0.24473,4
102,9,64.333336,0.307007,4
57,9,79.44444,0.266776,4
115,9,56.333332,0.264115,4
67,9,80.44444,0.298145,4
49,9,44.11111,0.221187,4
78,9,46,0.33971,4
116,9,76.44444,0.313235,4
73,9,48.77778,0.184376,4
44,9,58,0.271987,4
73,9,47.333332,0.178226,4
150,9,29.222221,0.441573,4
100,9,66.88889,0.268621,4
159,9,10.111111,0.541667,4
68,9,68.22222,0.265053,4
128,9,43.77778,0.316177,4
96,9,77,0.297221,4
28,9,79.111115,0.324556,4
103,9,45.22222,0.323915,4
87,9,80.333336,0.3097,4
127,9,57.333332,0.317325,4
133,9,62.555557,0.339145,4
107,9,35.88889,0.311552,4
102,9,54.444443,0.318271,4
129,9,34.88889,0.449747,4
22,9,62.88889,0.319474,4
129,9,47.444443,0.320613,4
109,9,62.88889,0.325138,4
53,9,48.666668,0.264564,4
105,9,70.333336,0.259048,4
130,9,18.88889,0.548124,4
84,9,11.777778,0.380483,4
121,9,49.444443,0.280578,4
83,9,79.66667,0.260329,4
147,9,8.444445,0.464069,4
138,9,82.55556,0.248998,4
140,9,33.555557,0.266206,4
134,9,63.11111,0.341111,4
158,9,47.444443,0.264152,4
147,9,62.444443,0.309106,4
77,9,71.333336,0.255329,4
68,9,42.333336,0.170449,4
78,9,88.44444,0.325487,4
66,9,47.77778,0.184999,4
123,9,68.55556,0.251194,4
95,9,56.333332,0.264571,4
64,9,50.11111,0.310101,4
159,9,29.555555,0.202846,4
69,9,44.555557,0.17869,4
105,9,78.77778,0.264986,4
105,9,60.88889,0.277106,4
138,9,66.77778,0.280911,4
146,9,55.88889,0.347454,4
20,9,42.77778,0.261958,4
125,9,24.777779,0.398689,4
24,9,61.22222,0.30862,4
149,9,30,0.445172,4
125,9,55,0.324639,4
105,9,56.333332,0.295992,4
125,9,49,0.192484,4
132,9,45.666668,0.354746,4
70,9,44.444443,0.273358,4
127,9,41,0.204536,4
81,9,74.44444,0.307419,4
123,9,64.111115,0.280593,4
122,9,47.555557,0.282411,4
102,9,73.44444,0.317014,4
90,9,61.444443,0.327632,4
158,9,11.777778,0.472975,4
57,9,90.111115,0.335387,4
101,9,57.11111,0.322733,4
107,9,58.333332,0.230455,4
68,9,41.666668,0.167908,4
13,9,88.111115,0.311437,4
85,9,61.555557,0.315228,4
100,9,69.66667,0.278963,4
94,9,82.66667,0.267258,4
44,9,75.55556,0.339917,4
45,9,63.77778,0.259367,4
35,9,85.333336,0.287488,4
154,9,46.555557,0.458785,4
77,9,48.22222,0.269192,4
111,9,75.333336,0.269218,4
68,9,71,0.316026,4
67,9,75.888885,0.303044,4
105,9,56.333332,0.295992,4
75,9,48.22222,0.275059,4
42,9,47.77778,0.334662,4
45,9,63.77778,0.259367,4
108,9,55.444443,0.275986,4
82,9,53.11111,0.246605,4
89,9,74.44444,0.317871,4
96,9,61,0.174579,4
81,9,51.555557,0.267251,4
99,9,56,0.146611,4
43,9,82.55556,0.335115,4
97,9,54.333332,0.197115,4
69,9,73.22222,0.289653,4
122,9,44,0.29185,4
46,9,79.111115,0.326719,4
111,9,74.888885,0.299664,4
136,9,8.555555,0.709751,4
42,9,74.55556,0.322931,4
154,9,64,0.321345,4
71,9,42.11111,0.166047,4
65,9,74.55556,0.287325,4
122,9,78.22222,0.342363,4
66,9,46.333332,0.178875,4
135,9,41,0.308824,4
68,9,68.22222,0.265053,4
70,9,48.333332,0.274051,4
110,9,44.444443,0.353548,4
65,9,72.66667,0.314783,4
151,9,42.77778,0.457448,4
87,9,54.88889,0.319706,4
121,9,49.444443,0.280578,4
124,9,65.22222,0.258543,4
116,9,41.666668,0.309461,4
125,9,73.77778,0.323908,4
131,9,45.77778,0.338619,4
17,9,86.55556,0.286238,4
117,9,58.444443,0.330477,4
62,9,80,0.329364,4
137,9,45.333332,0.176066,4
87,9,80.333336,0.3097,4
78,9,40.333336,0.392034,4
102,9,69.66667,0.25976,4
119,9,56,0.28077,4
124,9,52.666668,0.290982,4
120,9,56.333332,0.245321,4
126,9,70.44444,0.280738,4
15,9,87.44444,0.30227,4
123,9,34.22222,0.559546,4
133,9,25.777779,0.270271,4
25,9,55,0.284582,4
143,9,64.77778,0.341229,4
48,9,49.88889,0.245241,4
123,9,26.333334,0.408913,4
123,9,73.77778,0.299164,4
80,9,72.111115,0.290834,4
78,9,51.88889,0.258916,4
88,9,85,0.320122,4
129,9,41.11111,0.338407,4
125,9,47.555557,0.321825,4
158,9,12.222222,0.503086,4
79,9,49.666668,0.265535,4
134,9,58.22222,0.361284,4
133,9,46.333332,0.313397,4
146,9,31.555555,0.429825,4
17,9,87.333336,0.284874,4
102,9,62.333332,0.2694,4
80,9,48.22222,0.282964,4
120,9,47.77778,0.272752,4
101,9,39.444443,0.327288,4
116,9,38.333336,0.355756,4
159,9,29.555555,0.202846,4
159,9,22.333334,0.15128,4
82,9,48.444443,0.303876,4
160,9,31.555555,0.426014,4
108,9,48.22222,0.266758,4
135,9,60.666668,0.33466,4
156,9,29.222221,0.431321,4
157,9,32,0.430239,4
48,9,52.444443,0.339117,4
72,9,74.44444,0.314606,4
116,9,56.555557,0.264563,4
104,9,78,0.254697,4
28,9,79.111115,0.324556,4
17,9,54,0.268186,4
129,9,78,0.30598,4
125,9,76.44444,0.317206,4
70,9,64.88889,0.249829,4
161,9,10.888889,0.540918,4
158,9,12.222222,0.503086,4
121,9,40.555557,0.313427,4
34,9,70.333336,0.34747,4
129,9,60.666668,0.248092,4
75,9,45.666668,0.181732,4
64,9,71,0.313003,4
83,9,59.555557,0.260605,4
83,9,58.666668,0.249679,4
18,9,86.111115,0.317156,4
125,9,51.77778,0.270638,4
139,9,60.444443,0.310818,4
148,9,41.555557,0.483771,4
50,9,75.77778,0.304774,4
65,9,64.44444,0.19713,4
79,9,53.88889,0.245206,4
78,9,51.88889,0.258916,4
98,9,41,0.265698,4
66,9,61.22222,0.252103,4
62,9,84.66667,0.32276,4
117,9,49.77778,0.335026,4
139,9,78.77778,0.27569,4
66,9,45.88889,0.152009,4
76,9,42,0.27031,4
130,9,31.88889,0.505441,4
98,9,37.11111,0.346398,4
117,9,39,0.30715,4
140,9,32.333336,0.2851,4
153,9,38.77778,0.447745,4
97,9,54.11111,0.199351,4
104,9,69.55556,0.303071,4
135,9,83.888885,0.258303,4
126,9,27.333334,0.405936,4
158,9,11.888889,0.520578,4
124,9,56.333332,0.348022,4
100,9,66.88889,0.268621,4
162,9,12,0.484805,4
70,9,77,0.314365,4
101,9,57.11111,0.322733,4
57,9,79.44444,0.266776,4
108,9,69.55556,0.252458,4
96,9,80.22222,0.254595,4
77,9,37.666668,0.225243,4
32,9,72.77778,0.344409,4
19,9,58.77778,0.355227,4
25,9,89,0.318191,4
126,9,28.88889,0.305785,4
95,9,71.66667,0.337756,4
42,9,54.11111,0.271572,4
148,9,41.555557,0.483771,4
119,9,48.22222,0.271717,4
123,9,53.77778,0.263275,4
33,9,45.555557,0.33727,4
85,9,59.555557,0.278726,4
42,9,36.22222,0.337893,4
137,9,42.333336,0.214456,4
126,9,28.666666,0.437078,4
146,9,29.666666,0.432786,4
147,9,38.666668,0.468165,4
106,9,45.77778,0.270907,4
93,9,79.22222,0.315538,4
119,9,48.22222,0.271717,4
127,9,48.22222,0.248999,4
160,9,31.555555,0.426014,4
154,9,28.555555,0.479715,4
112,9,73.333336,0.293681,4
103,9,73.44444,0.259607,4
111,9,38.22222,0.349325,4
162,9,14.555555,0.479931,4
90,9,79.77778,0.278345,4
69,9,40.22222,0.154094,4
104,9,68.22222,0.252203,4
73,9,49.77778,0.297096,4
124,9,64.44444,0.261246,4
149,9,23.777779,0.453341,4
120,9,59.22222,0.224617,4
120,9,56.333332,0.245321,4
146,9,15.666667,0.487864,4
125,9,83.111115,0.257599,4
89,9,41,0.351273,4
90,9,79.77778,0.278345,4
80,9,47.666668,0.24473,4
121,9,68.66667,0.307193,4
65,9,64.44444,0.19713,4
21,9,79.22222,0.25706,4
50,9,80.333336,0.290165,4
125,9,79.111115,0.259842,4
93,9,27.11111,0.511905,5
129,9,0,0,5
148,9,3.222222,0.612963,5
111,9,35.88889,0.315484,5
131,9,0,0,5
106,9,24,0.416401,5
141,9,0.222222,0.222222,5
135,9,37,0.454232,5
40,9,1.555556,0.116667,5
115,9,40.11111,0.421493,5
154,9,13.888889,0.771517,5
151,9,0.333333,0.222222,5
80,9,20.333334,0.43286,5
86,9,24.666666,0.46348,5
152,9,2.888889,0.648677,5
134,9,37.444443,0.457752,5
91,9,9.777778,0.620651,5
61,9,12.333333,0.66626,5
93,9,5.444445,0.878395,5
148,9,0.111111,0.111111,5
80,9,23.222221,0.489982,5
134,9,4.666667,0.874074,5
131,9,3.666667,0.972222,5
118,9,26.555555,0.418712,5
135,9,0.444444,0.333333,5
154,9,1.888889,1,5
133,9,3.555556,0.972222,5
65,9,14.333333,0.583461,5
111,9,35.88889,0.315484,5
133,9,9,0.630471,5
140,9,6.111111,0.797884,5
94,9,3.222222,0.977778,5
140,9,0.777778,0.777778,5
92,9,22.666666,0.53355,5
85,9,26.88889,0.459024,5
96,9,28.444445,0.472764,5
95,9,28.777779,0.459469,5
144,9,1,0.37037,5
134,9,11.222222,0.587234,5
90,9,29,0.465278,5
115,9,29.444445,0.339149,5
105,9,19.777779,0.353768,5
89,9,3.777778,0.097643,5
115,9,2.888889,0.933333,5
67,9,1.111111,0.231481,5
141,9,0.111111,0.111111,5
152,9,2.333334,0.537037,5
89,9,24.555555,0.477489,5
104,9,26.11111,0.375532,5
112,9,32.333336,0.409544,5
135,9,4.888889,0.888007,5
133,9,1.777778,0.962963,5
111,9,23.777779,0.489897,5
58,9,14.111111,0.622222,5
62,9,11.444445,0.67037,5
112,9,36.22222,0.32175,5
82,9,22.444445,0.481601,5
133,9,16.666668,0.627269,5
86,9,28.555555,0.444698,5
142,9,3.666667,0.769444,5
35,9,19.222221,0.459288,5
63,9,10.555555,0.653535,5
138,9,7.222222,0.779497,5
84,9,24.777779,0.475,5
147,9,0,0,5
86,9,21.11111,0.630928,5
112,9,43.666668,0.445039,5
140,9,9.444445,0.639254,5
144,9,0,0,5
155,9,12.666667,0.300624,5
68,9,10.333334,0.534151,5
110,9,15.888889,0.620643,5
36,9,13,0.648657,5
89,9,24.444445,0.473045,5
88,9,29.333334,0.378615,5
92,9,25.777779,0.499695,5
62,9,11.444445,0.67037,5
62,9,0,0,5
131,9,2.777778,0.77037,5
104,9,26.11111,0.380292,5
154,9,4.666667,0.561927,5
79,9,20.555555,0.485044,5
135,9,43.11111,0.443136,5
141,9,0,0,5
94,9,24.88889,0.57666,5
142,9,3.555556,1,5
131,9,0,0,5
144,9,0,0,5
130,9,3,0.855556,5
138,9,19.222221,0.61525,5
98,9,30.444445,0.448676,5
155,9,11,0.5,5
138,9,5.888889,0.826852,5
136,9,4.888889,0.877513,5
116,9,23.222221,0.420839,5
135,9,5.111111,0.849735,5
135,9,3,1,5
97,9,27.777779,0.447494,5
89,9,24.555555,0.477489,5
139,9,8.555555,0.786175,5
119,9,13.666667,0.589565,5
115,9,22.222221,0.533126,5
40,9,0,0,5
93,9,23.444445,0.559179,5
135,9,6,0.832275,5
39,9,14.333333,0.576021,5
133,9,1.777778,1,5
144,9,1.111111,0.740741,5
62,9,11.444445,0.680808,5
133,9,0.888889,0.888889,5
12,9,17.666668,0.543775,5
108,9,20.555555,0.45603,5
154,9,3.555556,0.838889,5
83,9,26.88889,0.50381,5
152,9,0,0,5
148,9,0,0,5
136,9,5.777778,0.911155,5
62,9,13.111111,0.635938,5
145,9,0,0,5
154,9,0,0,5
152,9,2.888889,0.648677,5
89,9,25.777779,0.459093,5
33,9,13.111111,0.547103,5
91,9,20.666668,0.634464,5
90,9,24.444445,0.475549,5
86,9,10.888889,0.594226,5
34,9,20.88889,0.544858,5
116,9,37.11111,0.310286,5
141,9,8.777778,0.66524,5
143,9,0,0,5
145,9,0,0,5
154,9,0.777778,0.555556,5
92,9,20.555555,0.632127,5
34,9,21,0.479958,5
95,9,10.777778,0.512566,5
154,9,10.777778,0.6248,5
134,9,4.666667,0.881481,5
109,9,37.11111,0.331954,5
93,9,28.88889,0.480246,5
144,9,0,0,5
93,9,0,0,5
58,9,14.555555,0.607768,5
149,9,0,0,5
113,9,28.444445,0.414807,5
88,9,12.222222,0.61791,5
131,9,0,0,5
41,9,1.222222,0.537037,5
89,9,33.555557,0.509462,5
64,9,12.555555,0.579142,5
142,9,0.333333,0.222222,5
152,9,2.444444,0.439153,5
141,9,16.555555,0.640224,5
89,9,9.555555,0.740904,5
105,9,29.555555,0.364499,5
134,9,4.666667,0.881481,5
58,9,14.111111,0.622222,5
154,9,1.222222,0.277778,5
12,9,11.333333,0.687302,5
153,9,1.111111,0.888889,5
135,9,3.333333,0.972222,5
90,9,10,0.797212,5
114,9,24.11111,0.510924,5
134,9,3.111111,1,5
107,9,35.11111,0.332407,5
61,9,12,0.655892,5
153,9,13.444445,0.769577,5
136,9,10.666667,0.657744,5
86,9,20.444445,0.629503,5
82,9,21.666666,0.458152,5
130,9,2.888889,1,5
105,9,34,0.337494,5
120,9,28.666666,0.38675,5
144,9,1.666667,0.861111,5
91,9,21,0.476783,5
116,9,29.555555,0.395663,5
93,9,29.555555,0.44338,5
133,9,5,0.860606,5
87,9,19.555555,0.659329,5
36,9,0,0,5
83,9,17,0.676581,5
104,9,26.11111,0.375532,5
155,9,18.666668,0.646298,5
154,9,0.222222,0.222222,5
152,9,0,0,5
108,9,23.444445,0.421675,5
38,9,22,0.547232,5
130,9,0,0,5
61,9,12.222222,0.645891,5
144,9,0,0,5
137,9,3.777778,0.917989,5
110,9,39.333336,0.307444,5
150,9,0,0,5
34,9,21,0.479958,5
131,9,1.888889,0.925926,5
31,9,16.555555,0.500944,5
83,9,24.88889,0.481852,5
138,9,3.111111,1,5
139,9,3.222222,1,5
13,9,15.888889,0.632739,5
152,9,0,0,5
144,9,0,0,5
94,9,28.777779,0.451546,5
113,9,37,0.327385,5
145,9,5.777778,0.656614,5
112,9,23.88889,0.492526,5
153,9,0,0,5
57,9,20.88889,0.466308,5
84,9,31.333334,0.404099,5
93,9,22.88889,0.577002,5
145,9,0,0,5
141,9,0.111111,0.111111,5
133,9,1.111111,1,5
140,9,0.777778,0.240741,5
154,9,0.222222,0.222222,5
133,9,9,0.630471,5
114,9,40.77778,0.400536,5
90,9,25.777779,0.539116,5
141,9,0.555556,0.555556,5
94,9,15.222222,0.619713,5
93,9,22.88889,0.577002,5
90,9,11.222222,0.651153,5
134,9,6.444445,0.829233,5
137,9,1.777778,0.75,5
131,9,0.666667,0.666667,5
150,9,0,0,5
94,9,30.444445,0.452182,5
89,9,0,0,5
145,9,1.222222,0.527778,5
99,9,23.777779,0.54148,5
91,9,34.88889,0.48999,5
62,9,11.444445,0.680808,5
137,9,4.111111,1,5
114,9,25,0.546207,5
30,9,11.666667,0.613718,5
134,9,6.444445,0.829233,5
94,9,3.222222,0.977778,5
90,9,34.444447,0.496719,5
145,9,1.222222,0.527778,5
113,9,43.77778,0.441507,5
114,9,34.444447,0.331888,5
90,9,15,0.533928,5
135,9,2.333334,1,5
110,9,7.444445,0.675265,5
141,9,0,0,5
140,9,1.888889,0.814815,5
115,9,2.888889,0.933333,5
134,9,1.555556,1,5
138,9,3.222222,1,5
113,9,34.88889,0.302071,5
152,9,0,0,5
139,9,3.888889,1,5
135,9,1.444444,1,5
92,9,15.555555,0.608437,5
147,9,0.444444,0.111111,5
107,9,25.777779,0.547173,5
109,9,28.777779,0.367141,5
143,9,1.777778,0.888889,5
116,9,4.888889,0.940741,5
111,9,26.222221,0.409226,5
140,9,5,0.656085,5
130,9,3.222222,0.550926,5
89,9,4.111111,0.896296,5
94,9,28.777779,0.451546,5
94,9,23.777779,0.599594,5
12,9,11.333333,0.687302,5
84,9,24.88889,0.477222,5
154,9,3,0.534392,5
137,9,36.555557,0.502569,5
142,9,0,0,5
154,9,1.555556,0.288889,5
153,9,3.888889,0.085017,5
138,9,6.666666,0.799603,5
134,9,6.111111,0.876102,5
117,9,23,0.402203,5
145,9,0,0,5
134,9,4,0.937037,5
89,9,13,0.548545,5
135,9,10.444445,0.617593,5
154,9,7.666666,0.815344,5
61,9,12.222222,0.645891,5
110,9,40.444443,0.431825,5
68,9,2.888889,0.115741,5
136,9,5.777778,0.84709,5
137,9,6.333334,0.772487,5
119,9,40.333336,0.425713,5
147,9,0,0,5
155,9,11,0.5,5
131,9,0,0,5
104,9,23.333334,0.314713,5
141,9,2.333334,1,5
155,9,17.555555,0.747294,5
95,9,2.555556,0.10119,5
61,9,14.333333,0.588823,5
113,9,28.444445,0.414807,5
139,9,9.555555,0.696605,5
149,9,0.111111,0.111111,5
152,9,0,0,5
180,9,59,0.278822,6
176,9,67.66667,0.318137,6
176,9,62.11111,0.302421,6
185,9,60.666668,0.300036,6
172,9,51.22222,0.265454,6
177,9,63.11111,0.306215,6
188,9,69.111115,0.296294,6
202,9,71.55556,0.302514,6
200,9,70.22222,0.309826,6
177,9,40.333336,0.296365,6
185,9,60.666668,0.300036,6
163,9,47.555557,0.284813,6
189,9,38.555557,0.262981,6
202,9,76,0.293527,6
194,9,62.444443,0.300667,6
196,9,58.555557,0.294238,6
200,9,55.77778,0.292784,6
201,9,49,0.275368,6
198,9,72.333336,0.299654,6
193,9,63,0.275266,6
187,9,71.44444,0.29965,6
183,9,66.55556,0.298622,6
192,9,59.22222,0.307473,6
196,9,75.66667,0.287526,6
176,9,75.66667,0.314462,6
181,9,74.22222,0.317345,6
161,9,49.666668,0.298056,6
159,9,46.22222,0.294845,6
192,9,72,0.299308,6
186,9,59.88889,0.304522,6
186,9,60.444443,0.307027,6
181,9,75.66667,0.306993,6
196,9,79.111115,0.301586,6
205,9,61.77778,0.287573,6
206,9,72.111115,0.30568,6
190,9,60,0.292307,6
179,9,62.11111,0.296547,6
210,9,64.333336,0.317566,6
188,9,75.66667,0.300242,6
186,9,60.22222,0.266195,6
185,9,37,0.250444,6
181,9,56.88889,0.283287,6
192,9,65,0.272721,6
162,9,49.22222,0.289652,6
184,9,38,0.250721,6
161,9,52.22222,0.308416,6
187,9,69.66667,0.299951,6
201,9,72.22222,0.294187,6
196,9,63.333332,0.297689,6
195,9,70.111115,0.28836,6
194,9,55.444443,0.291972,6
185,9,61.333332,0.285554,6
201,9,68.66667,0.28043,6
182,9,54.333332,0.281875,6
192,9,72.111115,0.324017,6
161,9,51.11111,0.294706,6
178,9,58.88889,0.289863,6
161,9,49.666668,0.298056,6
184,9,54.444443,0.275818,6
191,9,79.22222,0.311587,6
195,9,58.88889,0.290278,6
194,9,76.111115,0.309253,6
191,9,78.111115,0.314683,6
190,9,60.666668,0.290788,6
207,9,70.111115,0.290668,6
187,9,59.88889,0.305755,6
184,9,62.333332,0.300945,6
196,9,75.66667,0.287526,6
186,9,37.88889,0.276726,6
190,9,65,0.297059,6
185,9,39.666668,0.27036,6
203,9,67.111115,0.289793,6
182,9,35.444447,0.256078,6
182,9,47.333332,0.24779,6
163,9,48,0.263846,6
163,9,47.77778,0.281536,6
192,9,74.77778,0.312796,6
186,9,43.444443,0.303377,6
185,9,55,0.28574,6
189,9,33,0.271473,6
195,9,58.77778,0.288788,6
184,9,37.11111,0.232343,6
182,9,72.55556,0.3112,6
185,9,57.333332,0.259189,6
183,9,39.11111,0.266436,6
180,9,62.333332,0.300918,6
192,9,57.666668,0.302675,6
192,9,58.11111,0.325608,6
159,9,45,0.289218,6
176,9,67.66667,0.318137,6
187,9,74.111115,0.307458,6
193,9,76.55556,0.299579,6
201,9,49,0.275368,6
196,9,61.444443,0.289997,6
194,9,72.55556,0.286791,6
182,9,42.88889,0.285756,6
195,9,76.55556,0.300235,6
193,9,50.666668,0.278387,6
186,9,61.11111,0.307257,6
190,9,75.55556,0.308799,6
189,9,72.44444,0.295523,6
194,9,60.333332,0.298369,6
177,9,61,0.305962,6
196,9,57.11111,0.294045,6
200,9,69,0.317362,6
185,9,73.44444,0.29644,6
189,9,33,0.271473,6
195,9,58.88889,0.290278,6
184,9,58.666668,0.278195,6
171,9,57.22222,0.307943,6
178,9,75.22222,0.318996,6
188,9,61.77778,0.309236,6
200,9,56.555557,0.286663,6
185,9,58.22222,0.289144,6
162,9,50.11111,0.298124,6
191,9,79.55556,0.317523,6
191,9,74.77778,0.313611,6
197,9,62.22222,0.296328,6
190,9,63.22222,0.298958,6
181,9,68.77778,0.300006,6
162,9,53.666668,0.300182,6
182,9,42.88889,0.285756,6
161,9,51.11111,0.294706,6
189,9,36.555557,0.297413,6
171,9,56.333332,0.287983,6
189,9,77.55556,0.305404,6
185,9,69.88889,0.302283,6
191,9,59.77778,0.278886,6
162,9,51.333332,0.285523,6
195,9,58.555557,0.284495,6
193,9,61.22222,0.303144,6
183,9,66.55556,0.298622,6
188,9,61.444443,0.294774,6
183,9,65.111115,0.30372,6
182,9,42.22222,0.293208,6
162,9,51.11111,0.298471,6
191,9,58.666668,0.279764,6
181,9,49.555557,0.265619,6
196,9,65,0.29763,6
186,9,59.88889,0.304522,6
190,9,70,0.279561,6
200,9,76.44444,0.312541,6
182,9,72.44444,0.314281,6
183,9,70,0.305472,6
180,9,37.77778,0.252953,6
161,9,51.444443,0.302983,6
176,9,61,0.294787,6
189,9,35.22222,0.271208,6
173,9,52.88889,0.266914,6
195,9,59.666668,0.290585,6
173,9,71.55556,0.318366,6
183,9,69.66667,0.312366,6
193,9,76.55556,0.299579,6
203,9,71.66667,0.287107,6
187,9,74.111115,0.307458,6
200,9,70.22222,0.300817,6
190,9,60.666668,0.290788,6
195,9,76.66667,0.305593,6
196,9,65.66667,0.293586,6
209,9,60.77778,0.302982,6
160,9,58.333332,0.352126,6
193,9,72.55556,0.314092,6
163,9,48,0.263846,6
189,9,74.888885,0.312892,6
197,9,69.55556,0.314739,6
196,9,58.22222,0.292469,6
197,9,61.555557,0.302925,6
176,9,62.333332,0.294056,6
187,9,59.88889,0.305755,6
163,9,48.88889,0.270056,6
194,9,49.77778,0.275415,6
193,9,75.111115,0.308465,6
190,9,57.77778,0.292226,6
182,9,68.111115,0.301601,6
188,9,38,0.290796,6
198,9,71.888885,0.291301,6
199,9,69.77778,0.312414,6
185,9,39.666668,0.27036,6
177,9,40.666668,0.28109,6
193,9,55.333332,0.289242,6
175,9,72.77778,0.312834,6
194,9,76.22222,0.295908,6
207,9,64.88889,0.299285,6
195,9,57.333332,0.290299,6
187,9,74.77778,0.292692,6
198,9,64.22222,0.299707,6
175,9,72.66667,0.312037,6
194,9,50.444443,0.28056,6
186,9,43.88889,0.302286,6
183,9,67.77778,0.303121,6
160,9,55.333332,0.347142,6
180,9,59,0.278822,6
204,9,71.22222,0.302671,6
182,9,52.555557,0.280764,6
188,9,38.11111,0.301747,6
178,9,41.88889,0.296963,6
176,9,75.66667,0.314462,6
189,9,73.333336,0.307985,6
202,9,74.888885,0.29788,6
190,9,62.333332,0.292125,6
201,9,74,0.306609,6
199,9,69.22222,0.317006,6
179,9,59.77778,0.282687,6
189,9,40.666668,0.297841,6
188,9,62,0.293991,6
204,9,69.22222,0.29685,6
175,9,41,0.286834,6
184,9,69,0.2956,6
189,9,42.77778,0.309884,6
195,9,55.555557,0.292957,6
187,9,68,0.304126,6
194,9,61.666668,0.300853,6
162,9,49.444443,0.307814,6
189,9,29.333334,0.233097,6
180,9,36.333336,0.23849,6
201,9,67.22222,0.308859,6
189,9,72.44444,0.295523,6
201,9,53.88889,0.28083,6
188,9,37.77778,0.284148,6
185,9,59.555557,0.275889,6
182,9,56.333332,0.287646,6
190,9,66.88889,0.303602,6
159,9,46.22222,0.294845,6
197,9,77.77778,0.285333,6
189,9,40.333336,0.315363,6
188,9,36.444443,0.275863,6
188,9,76.55556,0.295624,6
194,9,74.888885,0.292382,6
160,9,57.11111,0.354037,6
190,9,64.55556,0.297733,6
186,9,61.333332,0.306161,6
188,9,62.11111,0.30043,6
193,9,50,0.279876,6
162,9,54.666668,0.301508,6
186,9,63.666668,0.290148,6
189,9,75.44444,0.285515,6
198,9,74,0.296314,6
190,9,40.11111,0.329007,6
180,9,77.55556,0.306906,6
197,9,77.77778,0.285333,6
187,9,60.11111,0.306725,6
188,9,76,0.30013,6
195,9,59.22222,0.291875,6
174,9,70.88889,0.323021,6
196,9,58.555557,0.294238,6
188,9,74.888885,0.299511,6
193,9,74.888885,0.295304,6
188,9,36.444443,0.275863,6
208,9,70.333336,0.320595,6
194,9,61.666668,0.300853,6
172,9,50.333332,0.249836,6
210,9,62.22222,0.314278,6
188,9,41.333336,0.299865,6
190,9,71.111115,0.285916,6
203,9,67.66667,0.314896,6
184,9,38,0.250721,6
193,9,50.666668,0.278387,6
189,9,63.333332,0.301346,6
186,9,65.88889,0.298302,6
196,9,58.77778,0.289138,6
191,9,75.22222,0.31901,6
193,9,78.77778,0.310288,6
180,9,62.333332,0.300918,6
185,9,71.111115,0.298025,6
174,9,73.22222,0.320261,6
190,9,60.666668,0.290788,6
161,9,54.555557,0.308104,6
190,9,36.88889,0.30039,6
191,9,76.66667,0.302994,6
182,9,52.555557,0.278669,6
199,9,71,0.303497,6
210,9,64.333336,0.317566,6
191,9,60.555557,0.289582,6
189,9,38,0.266302,6
185,9,67.22222,0.302539,6
187,9,60.88889,0.297341,6
172,9,54.666668,0.278044,6
182,9,67.22222,0.30405,6
200,9,72.66667,0.300181,6
183,9,52,0.28154,6
161,9,51.666668,0.27504,6
189,9,36.333336,0.265248,6
176,9,67,0.32042,6
190,9,41.11111,0.305705,6
179,9,44.11111,0.301166,6
205,9,69.77778,0.303912,6
177,9,59.333332,0.297431,6
192,9,76.44444,0.31261,6
191,9,76.22222,0.320865,6
191,9,74.77778,0.313611,6
187,9,72.55556,0.298553,6
191,9,29.88889,0.237113,6
189,9,60.88889,0.29381,6
186,9,58.88889,0.290427,6
182,9,42.88889,0.285756,6
193,9,75.111115,0.308465,6
173,9,69.55556,0.321085,6
172,9,15,0.409835,7
229,9,13.555555,0.347692,7
235,9,15,0.347481,7
238,9,6.555555,0.597015,7
249,9,15.666667,0.398397,7
183,9,12.444445,0.420244,7
216,9,5,0.593124,7
236,9,10.777778,0.447247,7
162,9,24.11111,0.347032,7
183,9,17.11111,0.389882,7
163,9,16.666668,0.344267,7
224,9,11.888889,0.457643,7
244,9,7,0.383372,7
