@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
21,0.443054,113.44444,120.888885,-36.444443,-14.111111,2
79,0.344265,93.888885,102.77778,-41.555557,-14.888889,2
21,0.607407,120.77778,126.44444,-28.11111,-11.111111,2
94,0.607404,80.888885,85.77778,-43.22222,-28.555555,2
31,0.418517,130.77779,133,-16.88889,-10.222222,2
57,0.722651,112.22222,119.44444,-34,-12.333333,2
50,0.760115,94.666664,101.888885,-38.333332,-16.666666,2
113,0.3,124.666664,129,-25.333334,-12.333333,2
47,0.32963,93.22222,99.333336,-41.666668,-23.333334,2
58,0.774072,76.888885,82.66667,-47.444443,-30.11111,2
58,0.403686,112.55556,119,-31.333334,-12,2
81,0.107409,77.22222,80.888885,-44.88889,-33.88889,2
64,0.699205,96.333336,103.77778,-37.333332,-15,2
35,0.133333,83.333336,90.333336,-46.22222,-25.222221,2
32,1.062842,115.111115,121.333336,-33.333332,-14.666667,2
79,0.344265,93.888885,102.77778,-41.555557,-14.888889,2
41,0.577774,103.888885,105.111115,-28.555555,-24.88889,2
40,0.421635,114,119.77778,-33.333332,-16,2
29,0.711108,119.22222,123.22222,-27.666666,-15.666667,2
57,0.77407,129.44444,131.22223,-19,-13.666667,2
14,0.574134,104.22222,112.666664,-38.333332,-13,2
52,0.596301,101,104.666664,-31.88889,-20.88889,2
66,0.255557,106.888885,107,-22,-21.666666,2
26,1.496289,131.44444,132.88889,-16.777779,-12.444445,2
18,0.455422,97.22222,108.666664,-44.666668,-10.333333,2
58,0.459469,110.111115,117.111115,-35.666668,-14.666667,2
33,0.329628,97.77778,104.22222,-40.666668,-21.333334,2
49,0.240742,97.111115,100.666664,-35.333332,-24.666666,2
58,0.62361,110.44444,117.55556,-35.444443,-14.111111,2
62,0.399999,100.77778,103,-27.777779,-21.11111,2
22,0.388882,132.11111,132.88889,-16.555555,-14.222222,2
57,0.474073,114.22222,120.22222,-31.444445,-13.444445,2
50,0.760115,94.666664,101.888885,-38.333332,-16.666666,2
58,0.534027,96.333336,104.44444,-38.22222,-13.888889,2
37,0.240739,80.111115,86.55556,-47.444443,-28.11111,2
19,0.443052,101,109.44444,-39.77778,-14.444445,2
56,0.162963,116.22222,121.44444,-30.666666,-15,2
64,0.699205,96.333336,103.77778,-37.333332,-15,2
32,0.207408,110.22222,116,-33.666668,-16.333334,2
66,1.440741,80.66667,85.888885,-43.333332,-27.666666,2
45,0.596299,88.111115,93.111115,-41.444443,-26.444445,2
32,0.162964,129.77779,132.77779,-19.555555,-10.555555,2
14,0.53403,99,108.55556,-41.22222,-12.555555,2
44,0.240742,93,98.22222,-39,-23.333334,2
65,0.611618,111.666664,117.333336,-34,-17,2
48,0.107407,107.44444,107.44444,-25,-25,2
72,0.562961,114.111115,121.111115,-34,-13,2
57,0.774071,86.22222,92.888885,-42.666668,-22.666666,2
28,0.136081,99.44444,108.333336,-40.555557,-13.888889,2
92,0.211111,74.888885,80.66667,-46.333332,-29,2
13,0.574135,106.55556,113.666664,-36.333332,-15,2
44,0.122222,85,90.55556,-42,-25.333334,2
59,0.166667,116.55556,121.44444,-28.777779,-14.111111,2
68,0.574135,94.22222,101.55556,-39.444443,-17.444445,2
42,0.54433,95.666664,104.888885,-39.77778,-12.111111,2
19,0.151853,131.55556,135.33334,-18.666666,-7.333334,2
20,1.192568,115.666664,121.666664,-32.666668,-14.666667,2
62,0.562964,115.77778,120.77778,-28.666666,-13.666667,2
41,0.68853,110.22222,115.333336,-33.77778,-18.444445,2
16,0.355559,134.66667,136.66667,-17.222221,-11.222222,2
17,0.551851,118.77778,126.333336,-32.333332,-9.666667,2
11,0.311116,136.88889,142.55556,-19.666666,-2.666667,2
27,0.596293,130.33334,133,-17.88889,-9.888889,2
15,0.285185,123,128.33334,-27.666666,-11.666667,2
90,0.044444,105.888885,106,-22.777779,-22.444445,2
85,0.166668,79.22222,83.44444,-43,-30.333334,2
79,0.118518,73.55556,79.44444,-47.666668,-30,2
60,0.207408,99.55556,101.55556,-30.666666,-24.666666,2
40,0.166667,117.44444,122.55556,-29.88889,-14.555555,2
53,0.285188,128.22223,130.33334,-19.666666,-13.333333,2
101,0.385187,126.44444,131.11111,-25.444445,-11.444445,2
41,0.327731,99,108,-39.333332,-12.333333,2
36,0.800462,100.77778,108.888885,-39.77778,-15.444445,2
40,0.596295,113.333336,118.333336,-31.333334,-16.333334,2
35,0.296297,83,88.77778,-44.77778,-27.444445,2
75,0.471403,105.888885,111.22222,-32.444443,-16.444445,2
45,0.666666,95.888885,104.111115,-39.22222,-14.555555,2
57,0.740742,115.77778,122.111115,-31,-12,2
32,1.062842,115.111115,121.333336,-33.333332,-14.666667,2
54,0.408248,97.888885,105,-36.333332,-15,2
56,0.029629,115.888885,121.44444,-30.333334,-13.666667,2
35,1.041723,96.44444,105.44444,-38,-11,2
25,0.730297,114.333336,121.55556,-35.11111,-13.444445,2
65,0.374072,115.333336,120,-31,-17,2
25,0.250923,103.666664,111.333336,-37.77778,-14.777778,2
15,0.340743,90.888885,97.55556,-46.88889,-26.88889,2
99,0.474074,79,83.22222,-43.22222,-30.555555,2
54,0.720081,97.55556,104.888885,-37.22222,-15.222222,2
29,0.711108,119.22222,123.22222,-27.666666,-15.666667,2
97,0.329631,126.55556,131.11111,-23.444445,-9.777778,2
41,0.327731,95.111115,105.111115,-43.77778,-13.777778,2
77,0.311108,128.55556,131.88889,-22.11111,-12.111111,2
29,1.229636,119,123.666664,-28.444445,-14.444445,2
58,0.388888,77.333336,83.333336,-47.444443,-29.444445,2
29,0.403687,98.55556,107.111115,-40.555557,-14.888889,2
76,0.211114,74.55556,79.111115,-46.555557,-32.88889,2
45,0.729629,87.111115,92.55556,-42.333332,-26,2
11,0.255559,135.11111,139.44444,-19.333334,-6.333334,2
58,0.344266,97.666664,105.333336,-38.11111,-15.111111,2
33,0.936897,114.666664,121.22222,-33.666668,-14,2
31,1.496296,129.88889,132.33334,-18.11111,-10.777778,2
12,0.518519,115.55556,123.666664,-35.666668,-11.333333,2
42,0.54433,95.666664,104.888885,-39.77778,-12.111111,2
20,0.75031,116.77778,122.55556,-31.666666,-14.333333,2
71,0.490655,111.44444,116.77778,-32.22222,-16.222221,2
57,0.374073,84,90.22222,-43.77778,-25.11111,2
31,0.45542,115.55556,121.888885,-33.88889,-14.888889,2
99,0.474074,79,83.22222,-43.22222,-30.555555,2
67,1.135293,92.111115,100.55556,-41.88889,-16.555555,2
98,0.15185,77.333336,82.77778,-45,-28.666666,2
43,1.1,115.666664,119.888885,-28.777779,-16.11111,2
49,0.433335,116.333336,120.44444,-29.555555,-17.222221,2
16,0.298143,99.55556,108.333336,-40.22222,-13.888889,2
39,1.129629,102.55556,105.55556,-32.444443,-23.444445,2
30,0.666666,99.333336,108.44444,-40.88889,-13.555555,2
50,0.544332,109.888885,116.55556,-36.555557,-16.555555,2
35,1.05185,114.44444,119.111115,-30.333334,-16.333334,2
18,1.022222,131.44444,134.33334,-19.333334,-10.666667,2
81,0.646932,91.888885,101,-42.11111,-14.777778,2
39,0.574136,113.888885,118.333336,-30.88889,-17.555555,2
18,1.29386,114,120.888885,-34.88889,-14.222222,2
41,0.355559,128.44444,131.33334,-20.333334,-11.666667,2
73,0.062964,115.44444,120.55556,-30.222221,-14.888889,2
30,0.501847,112.77778,117.55556,-31.666666,-17.333334,2
55,0.490652,101,107.77778,-38,-17.666666,2
49,0.92896,113.111115,118.55556,-32.77778,-16.444445,2
140,4.768726,6,8.666667,-11.777778,-3.777778,3
102,374.5964,37.444443,42,-19.777779,-6.111111,3
134,3.155556,2.222222,4.888889,-11.888889,-3.888889,3
136,1.149879,4.111111,6.666666,-11.666667,-4,3
124,14.962965,1.444444,1.666667,-4.666666,-4,3
79,1.851852,1.777778,3.888889,-10.888889,-4.555555,3
137,0.107407,0,0,-2,-2,3
69,45.929623,6.888889,10.333334,-12.555555,-2.222222,3
100,83.351845,4.666667,6.444445,-10.444445,-5.111111,3
95,0.818519,2.333334,4.555555,-12.444445,-5.777778,3
73,0.785185,1.777778,3.111111,-9.222222,-5.222222,3
136,3.708349,9,12.222222,-19.555555,-9.888889,3
125,0.827759,0.444444,1,-4,-2.333333,3
90,23.377783,4.777778,6.555555,-12.666667,-7.333334,3
129,0.077778,0,0,-1.555556,-1.555556,3
112,0.421637,0,0.111111,-1.333333,-1,3
130,0.45542,0.444444,1.777778,-5.888889,-1.888889,3
103,0.577778,0.111111,0.666667,-6.111111,-4.444445,3
129,0.02963,0,0,-1.555556,-1.555556,3
120,14.774076,1.444444,2.111111,-6.888889,-4.888889,3
81,267.45554,14,19.444445,-22,-5.666666,3
87,1.962613,1.222222,1.888889,-5.111111,-3.111111,3
123,0.018519,0,0,-3.444444,-3.444444,3
144,0.118518,0,0,-3.444444,-3.444444,3
125,1.110556,11.111111,13.888889,-22.333334,-14,3
81,267.45554,14,19.444445,-22,-5.666666,3
99,8.018518,1.111111,2.333334,-9.111111,-5.444445,3
139,0.077778,0,0,-1.333333,-1.333333,3
121,0.843274,1.111111,3.111111,-6.888889,-0.888889,3
107,3.733333,4.888889,6.666666,-11.444445,-6.111111,3
110,0.211111,0.111111,0.444444,-5.111111,-4.111111,3
100,8.296297,1.444444,2.888889,-9.444445,-5.111111,3
122,64.95186,3.333333,5.222222,-9.888889,-4.222222,3
103,2.12568,1.888889,3.444444,-5.888889,-1.222222,3
109,3.233333,0.333333,0.777778,-4.888889,-3.555556,3
124,1.140741,0.111111,0.555556,-3.111111,-1.777778,3
102,73.7963,10.111111,12.777778,-12.777778,-4.777778,3
114,6.320163,18.333334,23.88889,-34.444443,-17.777779,3
111,0.403687,9.666667,14.333333,-25.11111,-11.111111,3
142,1.377061,1.666667,2.666667,-6.555555,-3.555556,3
93,6.444444,3.222222,5.222222,-10.666667,-4.666666,3
129,0.02963,0,0,-1.555556,-1.555556,3
139,0.516398,0,0.222222,-2,-1.333333,3
91,0.355556,1.111111,1.888889,-7.666666,-5.333334,3
124,0.107407,0,0,-2,-2,3
111,0.240741,0,0,-4,-4,3
127,0.960324,9,13.666667,-25.777779,-11.777778,3
70,5.897896,16.222223,20.222221,-14.444445,-2.444444,3
146,0.136083,0,0,-0.111111,-0.111111,3
137,0.018519,0,0,-0.777778,-0.777778,3
91,188.50739,35.88889,39.88889,-20.777779,-8.777778,3
80,14.829629,6.555555,8.444445,-10.444445,-4.777778,3
111,0.3,0,0.333333,-3.888889,-2.888889,3
120,0.340741,0,0.333333,-4.333334,-3.333333,3
126,0.712325,0.555556,2.555556,-6.666666,-0.666667,3
104,9.713106,14.888889,17.555555,-11.222222,-3.222222,3
124,0.934919,7.555555,12.333333,-21.333334,-7,3
124,0.444445,0.222222,1.222222,-6.888889,-3.888889,3
95,5.911111,2.222222,3.888889,-8.888889,-3.888889,3
105,16.507421,35.77778,40.11111,-21.222221,-8.222222,3
116,1.262963,0.333333,1.111111,-5.555555,-3.222222,3
136,3.708349,9,12.222222,-19.555555,-9.888889,3
140,0.443053,3.777778,7.222222,-13.666667,-3.333333,3
91,1.540741,0.555556,1.222222,-8.111111,-6.111111,3
145,1.674074,0.666667,2,-4.222222,-0.222222,3
116,0.854184,11.777778,14.888889,-20.88889,-11.555555,3
84,3.974073,1.555556,3.111111,-9,-4.333334,3
120,1.986063,10.555555,13.555555,-25.555555,-16.555555,3
109,1.229631,2.555556,4.777778,-9.333333,-2.666667,3
123,0.133333,0,0.333333,-4.111111,-3.111111,3
99,4.462964,3.444444,5.222222,-9.888889,-4.555555,3
147,3.586498,6.444445,6.777778,-3.777778,-2.777778,3
137,0.501848,0.222222,0.555556,-2.777778,-1.777778,3
98,45.84074,2.333334,3.777778,-9.555555,-5.222222,3
128,1.75647,10.111111,13.444445,-19.11111,-9.111111,3
68,203.35188,38.555557,42.88889,-25.88889,-12.888889,3
73,1.277778,2.333334,4.444445,-10.444445,-4.111111,3
81,8.740745,7.666666,10.888889,-14.444445,-4.777778,3
116,0.240741,0.555556,2.222222,-6.777778,-1.777778,3
119,2.026673,12.222222,15.888889,-25.11111,-14.111111,3
101,27.97407,5.777778,9.222222,-13.222222,-2.888889,3
138,0.296296,0,0.111111,-0.777778,-0.444444,3
130,0.250924,0,0.111111,-2.666667,-2.333333,3
76,192.20744,8.444445,12.666667,-15.222222,-2.555556,3
135,0.207407,0,0.111111,-2.222222,-1.888889,3
132,0.385185,0.111111,0.111111,-1.888889,-1.888889,3
109,0.251852,1.444444,3,-8.555555,-3.888889,3
103,0.577778,0.111111,0.666667,-6.111111,-4.444445,3
102,0.507407,0.666667,1.666667,-6.666666,-3.666667,3
107,0.720082,13,18.666668,-28.666666,-11.666667,3
95,0.474074,0.888889,2.444444,-7.888889,-3.222222,3
110,1.262963,1.444444,4,-7.555555,0.111111,3
77,1.811111,3.222222,6.777778,-13.444445,-2.777778,3
126,1.12963,0.555556,1.777778,-7.222222,-3.555556,3
125,0.222222,1.555556,2.444444,-7.111111,-4.444445,3
102,0.507407,0.666667,1.666667,-6.666666,-3.666667,3
90,0.854184,2.555556,5.666666,-6.333334,3,3
91,1.540741,0.555556,1.222222,-8.111111,-6.111111,3
121,0.418519,0.777778,2.555556,-8.777778,-3.444444,3
124,0.444445,0.222222,1.222222,-6.888889,-3.888889,3
126,0.534027,5.222222,8.333334,-17.88889,-8.555555,3
75,19.136257,47.444443,52.11111,-22.666666,-8.666667,3
76,1.420746,0.888889,1.777778,-4.666666,-2,3
145,0.196296,0.333333,0.777778,-1.555556,-0.222222,3
120,1.274074,0.111111,0.555556,-3.666667,-2.333333,3
126,11.885187,0.444444,0.555556,-3.222222,-2.888889,3
110,0.088889,0.111111,0.444444,-4.666666,-3.666667,3
125,0.827759,0.444444,1,-4,-2.333333,3
94,0.118519,0.111111,0.666667,-6.444445,-4.777778,3
141,0.240741,0.111111,0.888889,-4.333334,-2,3
124,14.962965,1.444444,1.666667,-4.666666,-4,3
136,4.193469,6.666666,9,-16.555555,-9.555555,3
135,0.118519,0,0,-0.666667,-0.666667,3
108,22.507414,5.111111,6.777778,-10.666667,-5.666666,3
93,0.3,0.555556,1.222222,-7.333334,-5.333334,3
123,0.862963,0.111111,0.444444,-2.888889,-1.888889,3
82,41.288895,4.333334,6.555555,-12.444445,-5.777778,3
113,0.285185,0.111111,0.666667,-3.888889,-2.222222,3
115,0.488889,0.555556,1.888889,-6.444445,-2.444444,3
117,0.962964,0.222222,0.222222,-3.333333,-3.333333,3
120,0.477778,0.111111,0.333333,-4.222222,-3.555556,3
87,572.9964,58.77778,64.55556,-26,-8.666667,3
120,1.986063,10.555555,13.555555,-25.555555,-16.555555,3
71,10.382501,25.555555,29.777779,-18.88889,-6.222222,3
115,0.344445,0.222222,0.777778,-5,-3.333333,3
81,442.17786,34.88889,41,-23,-4.666666,3
108,12.795401,41.77778,46.555557,-24.11111,-9.777778,3
124,0.107407,0,0,-2,-2,3
122,1.398412,10.222222,13,-17.88889,-9.555555,3
127,0.975629,10.888889,11.777778,-16.444445,-13.777778,3
118,0.074074,0,0.222222,-2.777778,-2.111111,3
110,2.905932,9.222222,13.444445,-24,-11.333333,3
125,0.298142,0,0.333333,-3.444444,-2.444444,3
100,0.534027,0.111111,0.777778,-3.333333,-1.333333,3
124,0.433334,1,1.888889,-5.444445,-2.777778,3
144,0.118518,0,0,-3.444444,-3.444444,3
98,0.712325,0.333333,1.333333,-3.555556,-0.555556,3
80,530.5518,60.333332,66.44444,-25.333334,-7,3
89,9.555554,5.777778,8.555555,-14.111111,-5.777778,3
122,7.84074,0.555556,1,-5.111111,-3.777778,3
120,0.250924,1.111111,2.888889,-7.222222,-1.888889,3
100,1.440741,2.777778,3.888889,-9.888889,-6.555555,3
107,14.967619,7.333334,9,-6.555555,-1.555556,3
134,0.182574,0.111111,1.333333,-5,-1.333333,3
127,0.074074,0,0,-1.888889,-1.888889,3
95,1.574074,1,3.666667,-10.888889,-2.888889,3
120,0.344444,0.222222,1.111111,-5.111111,-2.444444,3
123,0.077778,0,0.111111,-2.111111,-1.777778,3
119,0.088889,0,0.111111,-4.333334,-4,3
121,0.062963,0,0.111111,-3.444444,-3.111111,3
134,0.018519,0,0,-0.111111,-0.111111,3
134,0.981307,3.666667,6.555555,-15.111111,-6.444445,3
129,0.077778,0,0,-1.555556,-1.555556,3
126,3.870114,4.888889,8.444445,-15.888889,-5.222222,3
115,1.572919,3.555556,6.222222,-12,-4,3
83,688.0741,19.777779,21.555555,-10.555555,-5.222222,3
118,0.136083,0,0,-0.111111,-0.111111,3
108,12.795401,41.77778,46.555557,-24.11111,-9.777778,3
81,0.418518,1,2,-7.444445,-4.444445,3
115,0.966091,8.444445,13,-19,-5.333334,3
77,0.651851,1.222222,3.555556,-11.333333,-4.333334,3
99,0.82963,0.111111,0.444444,-5.777778,-4.777778,3
97,0.196296,0.111111,0.666667,-6,-4.333334,3
80,4.3,2.888889,5.888889,-12.555555,-3.555556,3
119,2.274659,2.111111,4.222222,-6.777778,-0.444444,3
85,0.720082,0.444444,1.444444,-4,-1,3
116,0.311111,0.888889,2.111111,-6.333334,-2.666667,3
124,0.611111,0.222222,0.555556,-2.777778,-1.777778,3
83,4.018517,2.222222,4.666667,-12.111111,-4.777778,3
91,0.196296,0.444444,1.222222,-6.555555,-4.222222,3
83,0.547722,1.555556,3.555556,-6.444445,-0.444444,3
88,0.607407,1.555556,4.111111,-11.111111,-3.444444,3
123,0.374074,0,0.222222,-3.555556,-2.888889,3
138,0.518518,0,0.444444,-4.222222,-2.888889,3
137,0.02963,0,0,-0.666667,-0.666667,3
131,0,0,0,0,0,3
95,3.62963,4.777778,8.333334,-14.222222,-3.555556,3
136,0,0,0,0,0,3
83,9.988892,9,11.444445,-16.11111,-8.777778,3
145,4.534641,9.888889,10.333334,-10.666667,-9.333333,3
136,0.177778,0.111111,0.111111,-1.777778,-1.777778,3
102,0.207407,0.555556,1.888889,-8.444445,-4.444445,3
130,0,0,0,-2.333333,-2.333333,3
112,0.344265,0,0,-0.444444,-0.444444,3
127,0.834443,1.333333,3.333333,-7.444445,-1.444444,3
85,13.451853,1.333333,2.666667,-8.888889,-4.888889,3
133,0.018519,0,0,-1.444444,-1.444444,3
120,0.062963,0,0,-3,-3,3
133,0,0,0,0,0,3
118,0.151852,0,0.111111,-2.111111,-1.777778,3
122,0.403687,0,0.444444,-1.666667,-0.333333,3
85,4.418521,3.555556,6.111111,-13.888889,-6.222222,3
132,0.998147,0.666667,1,-3.888889,-2.888889,3
116,0.696296,0.222222,0.666667,-5.222222,-3.888889,3
137,1.777778,3.111111,5.888889,-13.555555,-5.222222,3
96,2.962964,0.888889,2,-8,-4.666666,3
144,0.02963,0,0,-3,-3,3
136,1.096296,0.111111,0.222222,-3,-2.666667,3
114,0.433333,0.111111,0.777778,-5.222222,-3.222222,3
69,991.7184,19.222221,22.88889,-13.777778,-2.777778,3
99,8.018518,1.111111,2.333334,-9.111111,-5.444445,3
79,0.862963,2,3.333333,-8.555555,-4.555555,3
115,3.10555,18.444445,20.666668,-22.777779,-16.11111,3
95,1.633332,1.222222,3.111111,-9.666667,-4,3
111,20.951847,2.222222,3.333333,-8,-4.666666,3
135,0.240741,0,0.111111,-2.888889,-2.555556,3
96,3.6,1,2.333334,-8.333333,-4.333334,3
66,9.089677,32.333336,37.77778,-22.666666,-6.333334,3
85,2.942033,2.111111,3.333333,-5.888889,-2.222222,3
73,7.865538,20.555555,26.222221,-42.444443,-25.444445,3
125,0.222222,1.555556,2.444444,-7.111111,-4.444445,3
120,0.133333,0,0.888889,-4.777778,-2.111111,3
132,0.02963,0,0,-1.111111,-1.111111,3
143,0.122222,0.888889,2.222222,-9.888889,-5.888889,3
98,0.151852,0,0.111111,-4.222222,-3.888889,3
90,2.435083,2.555556,5.111111,-7.333334,0.333333,3
76,0.918519,3.777778,7.666666,-13.444445,-1.777778,3
95,0.699206,0.666667,2.222222,-4.777778,-0.111111,3
91,6.462962,2.444444,4.222222,-11.444445,-6.111111,3
120,0.928958,11.222222,13.555555,-16.88889,-9.888889,3
90,0.374074,0.555556,1,-6.777778,-5.444445,3
109,2.655532,7,10.555555,-18.88889,-8.222222,3
122,0.403687,0,0.444444,-1.666667,-0.333333,3
70,8.767999,13.666667,18.222221,-14.777778,-1.111111,3
141,1.351853,0.444444,1.666667,-8.444445,-4.777778,3
121,1.82168,9.555555,11.888889,-16.222221,-9.222222,3
122,2.029414,14.222222,15.111111,-17.777779,-15.111111,3
87,84.87777,12.222222,15.666667,-14.666667,-4.333334,3
124,0.074074,0,0,-3.222222,-3.222222,3
121,1.062841,8.888889,13.555555,-25,-11,3
142,0.651852,0.111111,0.222222,-1.333333,-1,3
138,1.185186,0.111111,0.111111,-0.555556,-0.555556,3
123,0.077778,0,0.333333,-4.555555,-3.555556,3
144,0.151852,0,0,-2.888889,-2.888889,3
91,752.24066,38.444443,41.77778,-17.555555,-7.555555,3
78,356.16672,70.77778,76.77778,-26.666666,-8.666667,3
88,7.218519,3.555556,6.444445,-12.666667,-4,3
96,1.511111,2.666667,4.333334,-10.888889,-5.888889,3
112,1.377778,1.111111,3.111111,-8.111111,-2.111111,3
137,0.389682,0,0.111111,-2.333333,-2,3
86,222.70003,8.777778,11.555555,-13.888889,-5.555555,3
94,0.210818,3.222222,6.666666,-8,2.333333,3
124,4.774935,4.111111,5.777778,-10.444445,-5.444445,3
117,0.018519,0,0.111111,-3.222222,-2.888889,3
114,0.122222,0.777778,0.555556,-2.888889,-3.555556,3
119,0.833333,0.111111,0.333333,-3.333333,-2.666667,3
80,13.751853,17.333334,21.88889,-18.88889,-5.222222,3
128,7.885187,2.444444,3.888889,-8.555555,-4.222222,3
122,0,0,0,-1,-1,3
93,2.562963,2,3.666667,-9,-4,3
88,1.366667,0.666667,1.555556,-7.888889,-5.222222,3
91,5.051852,1.888889,4.333334,-11.222222,-3.888889,3
131,0.807373,0.222222,0.222222,-1.555556,-1.555556,3
109,0.251852,1.444444,3,-8.555555,-3.888889,3
139,1.773259,16,15.666667,-6.222222,-7.222222,3
126,0.311111,0,0.555556,-4.222222,-2.555556,3
98,1.718519,1.222222,3.555556,-10.333333,-3.333333,3
139,1.773259,16,15.666667,-6.222222,-7.222222,3
81,8.740745,7.666666,10.888889,-14.444445,-4.777778,3
145,0.196296,0.333333,0.777778,-1.555556,-0.222222,3
79,40.862957,24.333334,28.222221,-25.333334,-13.666667,3
64,12.948471,24.666666,30.333334,-19,-2,3
87,572.9964,58.77778,64.55556,-26,-8.666667,3
88,0.240741,0.444444,1.444444,-7,-4,3
141,1.540803,7.888889,11.555555,-14.333333,-3.333333,3
132,0.344265,0,0.444444,-3.888889,-2.555556,3
92,4.02963,3.222222,6.444445,-12.666667,-3,3
75,749.76294,29.777779,33.666668,-24.777779,-13.111111,3
80,13.751853,17.333334,21.88889,-18.88889,-5.222222,3
122,4.033196,17.88889,16.666668,-6,-9.666667,3
96,13.277781,2.111111,3.777778,-9.333333,-4.333334,3
72,0.818518,1.555556,2.555556,-8.888889,-5.888889,3
120,0.088889,0.222222,0.222222,-2.777778,-2.777778,3
106,0.172133,0,0,-1.666667,-1.666667,3
107,13.407408,4.555555,6.333334,-10.222222,-4.888889,3
130,0.45542,0.111111,0.666667,-3.777778,-2.111111,3
125,0.471405,12.444445,13.111111,-11.888889,-9.888889,3
124,0.02963,0,0.222222,-2.666667,-2,3
81,189.44075,33.11111,37.11111,-26.444445,-14.444445,3
142,0.02963,0,0,-0.111111,-0.111111,3
123,0.996296,0.222222,0.555556,-3.777778,-2.777778,3
143,0.389682,0,0,-1.222222,-1.222222,3
127,0.501849,0.555556,2.111111,-6.555555,-1.888889,3
128,0.074074,0,0,-2.222222,-2.222222,3
75,19.136257,47.444443,52.11111,-22.666666,-8.666667,3
125,0.374074,0,0.222222,-4.111111,-3.444444,3
97,0.651852,0.555556,1.444444,-6.222222,-3.555556,3
137,18.685184,2.555556,3.444444,-7.333334,-4.666666,3
73,6.273991,32.11111,37.77778,-43.666668,-26.666666,3
91,4.374074,0.888889,2.666667,-9,-3.666667,3
144,0.074074,0.111111,0.888889,-7.222222,-4.888889,3
115,0.162963,0.333333,1.666667,-7.222222,-3.222222,3
102,1.22963,1,2.666667,-9.111111,-4.111111,3
90,0.374074,0.555556,1,-6.777778,-5.444445,3
143,0.122222,0.888889,2.222222,-9.888889,-5.888889,3
136,2.810035,16.88889,15.666667,-7.666666,-11.333333,3
117,0,0,0,0,0,3
83,1.327766,23.333334,23,-9.555555,-10.555555,4
102,0.162964,56.77778,56.555557,-20.11111,-20.777779,4
108,3.498677,52.666668,52,-16.222221,-18.222221,4
34,4.154872,41.11111,41.666668,-19.444445,-17.777779,4
65,1.083546,53.77778,52.77778,-19.11111,-22.11111,4
140,7.032464,24.88889,24.555555,-8.333333,-9.333333,4
89,1.264911,51,51.333332,-23.777779,-22.777779,4
110,375.09625,46.11111,45.444443,-13.666667,-15.666667,4
84,1.229273,7.333334,7.555555,-4.666666,-4,4
150,1.94074,16.222223,16.777779,-13.555555,-11.888889,4
35,2.03306,32.333336,33,-15.777778,-13.777778,4
135,1.971086,41,40.444443,-19.11111,-20.777779,4
145,2.977073,24.222221,22.777779,-7.666666,-12,4
96,0.68853,54.11111,50.333332,-3.111111,-14.444445,4
77,1.274075,54.22222,53.11111,-16,-19.333334,4
105,2.296298,41.22222,39.666668,-13.555555,-18.222221,4
19,1.18634,38,38.77778,-21.555555,-19.222221,4
109,0.62361,36.11111,35.666668,-17.11111,-18.444445,4
129,0.862963,46.88889,45.444443,-12.333333,-16.666666,4
121,1.254621,47.77778,48.444443,-21.555555,-19.555555,4
148,2.551854,21.444445,24.222221,-22.88889,-14.555555,4
158,1.633334,7,6.111111,-4.333334,-7,4
13,0.172131,60.666668,62.333332,-29.11111,-24.11111,4
71,0.574134,37.88889,35.11111,-1.444444,-9.777778,4
68,2.21111,52,50.11111,-14.333333,-20,4
121,1.834849,28.666666,27.88889,-11.111111,-13.444445,4
73,0.928958,35.666668,35.11111,-13.555555,-15.222222,4
110,3.442652,29.11111,28.777779,-15,-16,4
146,0.474074,8,8.111112,-7.777778,-7.444445,4
43,1.772214,54.88889,56.666668,-29.444445,-24.11111,4
120,2.083445,56.88889,53.88889,-9.444445,-18.444445,4
78,0.699206,59.666668,61.11111,-30.222221,-25.88889,4
48,0.389682,38.77778,37.555557,-9.888889,-13.555555,4
120,4.359749,44.77778,42.444443,-9.222222,-16.222221,4
22,0.860663,42.77778,43.333332,-20.666666,-19,4
127,3.649962,39.444443,39,-17.444445,-18.777779,4
103,1.051852,53.333332,51.666668,-14.555555,-19.555555,4
17,0.95258,62.444443,62.555557,-24.222221,-23.88889,4
122,0.877778,32.666668,31.88889,-10.555555,-12.888889,4
42,0.928958,50.666668,51.444443,-24.666666,-22.333334,4
111,16.443394,30.333334,29.777779,-11.333333,-13,4
136,1.529629,2.888889,3.111111,-5.888889,-5.222222,4
125,0.444444,39.11111,37.555557,-11.111111,-15.777778,4
125,0.444447,63.22222,61.666668,-18.333334,-23,4
158,0.862963,6.333334,5.666666,-4.888889,-6.888889,4
123,0.620633,51.88889,52.333332,-22.333334,-21,4
108,4.596297,36,35.77778,-12,-12.666667,4
104,0.107409,58.22222,56.11111,-16.222221,-22.555555,4
143,1.103866,43,43.333332,-22.11111,-21.11111,4
81,1.144447,34.555557,33,-11.111111,-15.777778,4
139,6.962952,12.444445,13,-11.777778,-10.111111,4
73,0.505524,43,39.77778,-2.555556,-12.222222,4
21,0.365148,37.11111,35.77778,-10.888889,-14.888889,4
18,0.807372,59,59.77778,-27.88889,-25.555555,4
