@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
27,2.055557,117.77778,-33.333332,48,138.66667,-2.334512,2
27,1.444445,133.44444,-14.888889,27.11111,146.55556,-2.146716,2
66,1.444443,116.888885,-34.666668,51.666668,139.77779,-2.307094,2
65,1.500001,117.333336,-34,51,140,-2.303991,2
99,0.777779,83.22222,-43.22222,73.77778,118,-2.207756,2
85,0.888888,83.44444,-43,73.333336,118,-2.208414,2
61,0.555556,103.77778,-41.88889,57.77778,128.33334,-2.367396,2
12,1.611112,114.55556,-35.444443,48.88889,135.33334,-2.368866,2
15,1.222221,128.33334,-27.666666,39.333332,145.33334,-2.341041,2
29,1.055553,123.22222,-27.666666,43.333332,142.88889,-2.271128,2
32,1.500001,116,-33.666668,50,138.11111,-2.309391,2
52,0.777777,104.666664,-31.88889,52.77778,129.22223,-2.229685,2
75,0.888888,77.77778,-49.666668,82,115.888885,-2.232,2
19,1.444447,122.111115,-33.666668,47.333332,142.44444,-2.352834,2
77,1.277776,131.88889,-22.11111,34.22222,147.33334,-2.277146,2
15,0.777774,137.88889,-19.333334,28,150.11111,-2.328472,2
51,2.055553,118.888885,-33.555557,50.11111,141.11111,-2.30531,2
18,1.166669,134.33334,-19.333334,30,147.88889,-2.27511,2
28,1.444441,117.888885,-34.555557,48.444443,138.66667,-2.35398,2
85,0.888887,91.77778,-36.77778,64.55556,122.55556,-2.186342,2
14,0.611113,108.55556,-41.22222,53.77778,130.66667,-2.408968,2
35,1.444444,122.666664,-30.333334,45,142.55556,-2.311049,2
43,0.888889,99.111115,-39.11111,63.22222,128.22223,-2.247952,2
18,0.555557,108.666664,-44.666668,55,130.44444,-2.45498,2
66,0.888888,85.888885,-43.333332,71,118.77778,-2.235701,2
65,2,120,-31,48,141.66667,-2.273744,2
43,1.111111,119.888885,-28.777779,44.88889,140.22223,-2.270653,2
37,1.055553,86.55556,-47.444443,75.55556,121.111115,-2.258443,2
35,0.944447,90.333336,-46.22222,71.44444,122.55556,-2.280843,2
33,0.500001,106.333336,-41.444443,54.22222,128.66667,-2.408019,2
32,1.777779,121.333336,-33.333332,48,142.22223,-2.333746,2
13,0.555557,128.44444,-29,39,144.77777,-2.386251,2
67,1.055556,101.55556,-28.222221,50.11111,125.55556,-2.173099,2
49,0.722225,100.666664,-35.333332,60,128.88889,-2.211659,2
40,0.722223,106.888885,-43.444443,54.88889,129,-2.434692,2
29,1.388891,123.666664,-28.444445,42.88889,142.77777,-2.29776,2
35,1.222221,88.77778,-44.77778,72.22222,122,-2.248235,2
55,1,107.77778,-38,55.666668,132.22223,-2.319697,2
93,1.055555,105,-25.222221,47.11111,128,-2.141419,2
31,0.777777,110.44444,-39.22222,52.77778,132.55556,-2.384877,2
16,1.666667,95,-44.88889,67.44444,125,-2.302468,2
88,0.500001,102.666664,-27.11111,50.88889,127.55556,-2.139239,2
62,1.111112,121.111115,-27.222221,40.11111,138.77779,-2.315962,2
15,1.444443,137.44444,-19.222221,27.777779,149.55556,-2.330563,2
16,0.944448,136.66667,-17.222221,28.444445,149.88889,-2.232895,2
29,1.388891,123.666664,-28.444445,42.88889,142.77777,-2.29776,2
17,0.666667,126.22222,-28.555555,40.77778,143.88889,-2.339493,2
107,1.055555,130,-23.666666,34.666668,145.22223,-2.317384,2
20,1.166665,121.666664,-32.666668,47.333332,142.33334,-2.328034,2
71,0.888888,116.77778,-32.22222,48.444443,138.33334,-2.301203,2
19,0.944443,122.888885,-32.88889,46.77778,143.11111,-2.344188,2
34,1.000001,118.22222,-35.333332,50.333332,140,-2.343381,2
19,1.888888,103,-37.88889,59.77778,130.22223,-2.264331,2
19,1.666672,135.33334,-18.666666,26,146.44444,-2.358602,2
32,2.611109,132.77779,-19.555555,30.11111,146.33334,-2.280755,2
15,0.666668,109.111115,-40.88889,54.77778,132,-2.389025,2
18,0.555557,108.666664,-44.666668,55,130.44444,-2.45498,2
54,1,129.88889,-20.333334,33.666668,145.55556,-2.231555,2
18,0.944445,135,-15.888889,26.777779,147.55556,-2.214612,2
11,2.166667,139.44444,-19.333334,25.666666,150.11111,-2.401587,2
40,0.833333,119.77778,-33.333332,49.333332,141.55556,-2.313685,2
46,1.333332,110.111115,-41.22222,54.77778,132.88889,-2.395028,2
45,0.777779,104.111115,-39.22222,53.77778,126.888885,-2.371807,2
64,1.333331,103.77778,-37.333332,52.333332,126.22222,-2.355443,2
60,1.055556,118.666664,-29,44,138.33334,-2.293386,2
29,0.444443,107.111115,-40.555557,55.444443,130.55556,-2.373206,2
15,1.888888,125.44444,-31.444445,45.555557,145.33334,-2.32497,2
58,1.000001,83.333336,-47.444443,76.888885,118.77778,-2.246316,2
72,1.166667,84,-42.666668,71,117.111115,-2.22578,2
54,0.944444,108.77778,-23,47,132.44444,-2.079152,2
47,1.000001,121.44444,-31.11111,45.88889,141.66667,-2.315792,2
66,1.833335,107,-22,43.666668,128.77779,-2.09899,2
98,1.666667,82.77778,-45,73.666664,116.888885,-2.238522,2
30,0.611111,120.111115,-30.88889,46.77778,141,-2.295989,2
56,0.833333,121.44444,-30.333334,44,140.66667,-2.326783,2
45,0.611109,92.55556,-42.333332,68.333336,124,-2.247816,2
13,1.166667,128.55556,-28.444445,39.555557,145.44444,-2.360428,2
29,1.055553,123.22222,-27.666666,43.333332,142.88889,-2.271128,2
33,0.888888,119.55556,-34,49,140.88889,-2.333537,2
18,0.555553,107.666664,-35.11111,54.555557,132.33334,-2.278452,2
44,1.333333,98.22222,-39,62.333332,126.77778,-2.255577,2
40,1.333332,118.888885,-30.555555,47.77778,140.55556,-2.270219,2
18,1.277777,120.888885,-34.88889,49.11111,142,-2.352184,2
68,0.888889,97.333336,-32,57.333332,124.888885,-2.169999,2
67,0.888889,117.888885,-31.666666,46.666668,138.44444,-2.317188,2
81,0.722224,101,-42.11111,56.88889,124.888885,-2.382261,2
18,0.944445,135,-15.888889,26.777779,147.55556,-2.214612,2
21,1.222221,126.44444,-28.11111,39.22222,143.22223,-2.357178,2
26,0.444444,107.44444,-41.666668,56,130.88889,-2.38614,2
39,0.777776,118.333336,-30.88889,48.444443,140.33334,-2.268113,2
20,0.833333,120.44444,-33,46.666668,140.55556,-2.348006,2
90,0.777779,106,-22.777779,45.22222,128.55556,-2.097815,2
20,1.444443,106.55556,-33.555557,55.444443,132.33334,-2.231826,2
57,1.000001,83,-49.444443,79.22222,119.333336,-2.254208,2
55,1.444447,95.111115,-39.22222,63.11111,124.111115,-2.251012,2
31,1.333333,132.33334,-18.11111,28.88889,145.55556,-2.255012,2
30,0.611109,107,-40.666668,53.333332,129,-2.405295,2
57,1.388891,131.22223,-19,32.666668,146.66667,-2.187422,2
74,0.500001,93.22222,-38.22222,64.111115,123.22222,-2.220553,2
32,2.611109,132.77779,-19.555555,30.11111,146.33334,-2.280755,2
22,0.722221,133.88889,-14.888889,27.11111,147,-2.158304,2
64,1.333331,103.77778,-37.333332,52.333332,126.22222,-2.355443,2
115,1.444445,129.77779,-28.666666,37.666668,145.33334,-2.405477,2
44,1.166665,119.888885,-31.11111,42.88889,138.11111,-2.367282,2
50,1.444444,116.55556,-36.555557,53.11111,139.77779,-2.325679,2
41,1.888889,115.333336,-33.77778,52.22222,138.88889,-2.280803,2
18,0.5,108.888885,-34.333332,49,130.11111,-2.340839,2
24,0.888888,123.55556,-29.88889,42.11111,141.66667,-2.349252,2
26,1.888885,132.88889,-16.777779,29.222221,146.77777,-2.182567,2
71,1.499999,121.44444,-31.222221,44.77778,140.88889,-2.339758,2
28,1.777779,107.666664,-45.444443,57.22222,130.66667,-2.438585,2
54,0.666667,104.888885,-37.22222,52.444443,127.44444,-2.351182,2
53,1.111109,104.888885,-26.444445,51.22222,130.22223,-2.117007,2
63,0.666668,114.666664,-35.333332,52,137.55556,-2.315885,2
28,1.222221,102.44444,-37.77778,61.88889,131.11111,-2.238865,2
42,1.166669,133.33334,-19.88889,31.11111,147.44444,-2.26361,2
47,1.555557,117.666664,-29.222221,47.77778,139.77779,-2.23989,2
15,1.222225,97.55556,-46.88889,73.77778,131.11111,-2.266452,2
57,1.611112,119.44444,-33.77778,48.22222,140.33334,-2.341163,2
21,2.055556,120.888885,-36.444443,50.555557,142.44444,-2.362526,2
49,1.77778,118.55556,-32.77778,49.22222,140.44444,-2.303412,2
51,0.944443,104,-40.555557,54.77778,127,-2.383438,2
40,1.499999,118.333336,-31.333334,47.666668,139.66667,-2.292201,2
80,1.722224,103,-24.555555,48.77778,127.333336,-2.098697,2
97,1,131.11111,-23.444445,33.22222,145.44444,-2.346234,2
40,0.555556,119.55556,-32.77778,49.555557,141.66667,-2.2949,2
44,1,90.55556,-42,67.333336,121.44444,-2.254541,2
41,1.111115,133.55556,-19.444445,30.222221,147.22223,-2.268529,2
25,1.111111,123.888885,-30.666666,43,142.33334,-2.354552,2
62,1.888887,118.77778,-33.444443,47.555557,139.33334,-2.343404,2
42,1.388891,131.33334,-21.555555,33.444443,146.44444,-2.282217,2
34,0.888887,97.888885,-42.77778,65.55556,127.333336,-2.286636,2
99,0.777779,83.22222,-43.22222,73.77778,118,-2.207756,2
20,0.611112,107.111115,-39.77778,53.555557,129.55556,-2.385213,2
13,1.111112,95.666664,-47.666668,73,128.44444,-2.28708,2
76,1.333333,79.111115,-46.555557,79.44444,116.55556,-2.208019,2
60,0.777777,101.55556,-30.666666,55.333332,128.22223,-2.16692,2
59,1.333333,116.77778,-34.444443,50.22222,138.77779,-2.323173,2
68,0.722224,101.55556,-39.444443,56.88889,126.333336,-2.333212,2
58,1.444444,117.55556,-35.444443,49.555557,138.77779,-2.357271,2
50,1.111112,103.55556,-46.11111,63.22222,130.33334,-2.37202,2
41,0.388892,105.111115,-43.77778,57.555557,128.88889,-2.404745,2
92,0.77778,80.66667,-46.333332,75.333336,115.44444,-2.242802,2
31,0.666664,133,-16.88889,27.11111,145.44444,-2.251504,2
41,0.833333,108,-39.333332,51.666668,129.33334,-2.404553,2
21,1.166667,122.666664,-33,45.333332,141.88889,-2.370372,2
14,1.222223,109.22222,-41.11111,54.88889,132.11111,-2.391113,2
75,1.055559,121.111115,-30.555555,45.444443,141.22223,-2.309804,2
71,1.499999,121.44444,-31.222221,44.77778,140.88889,-2.339758,2
50,0.944445,101.888885,-38.333332,55,125.77778,-2.337296,2
13,1,113.666664,-36.333332,51.333332,135.77779,-2.351897,2
33,1.055553,121.22222,-33.666668,47.666668,141.77779,-2.348002,2
50,0.777779,115.44444,-35.88889,53.11111,138.88889,-2.312305,2
50,0.77778,118.333336,-33,50.333332,140.88889,-2.28828,2
13,1.111115,137.33334,-17.777779,26.555555,149.11111,-2.292384,2
83,1.055552,80.44444,-48.22222,78.77778,116.888885,-2.239053,2
39,1.111111,123.111115,-32.88889,46.11111,142.88889,-2.352961,2
94,1.277776,85.77778,-43.22222,71.77778,119.22222,-2.227114,2
41,0.388892,105.111115,-43.77778,57.555557,128.88889,-2.404745,2
38,2.111111,108.55556,-39.11111,53.88889,131.44444,-2.370002,2
57,1.388891,119.44444,-34,46.333332,139,-2.376054,2
30,0.833332,117.55556,-31.666666,49,139.66667,-2.27951,2
13,1.666664,140,-20.11111,24.88889,149.88889,-2.449265,2
11,2.888891,142.55556,-19.666666,22.333334,150.88889,-2.521648,2
44,2.333333,118.888885,-31.777779,42.88889,136.88889,-2.384657,2
65,0.722221,88.111115,-43.666668,71.333336,121.111115,-2.239144,2
96,0.944445,80.77778,-44.444443,74.55556,115.666664,-2.219979,2
56,0.833333,121.44444,-30.333334,44,140.66667,-2.326783,2
90,1.27778,105.333336,-22.333334,45.666668,128.33334,-2.078418,2
20,0.833333,120.44444,-33,46.666668,140.55556,-2.348006,2
104,1.833335,94.44444,-39.88889,58.11111,119.888885,-2.326201,2
46,2.166668,119.888885,-35.333332,49.333332,141,-2.357688,2
109,1.000001,95.77778,-39.11111,59.22222,122.22222,-2.297546,2
41,1.499999,105.111115,-28.555555,53.444443,131.22223,-2.139822,2
42,1.666668,104.888885,-39.77778,51.88889,126.22222,-2.410388,2
38,0.888888,119.55556,-34.555557,50.444443,141.66667,-2.322923,2
72,1.055559,120.77778,-30.666666,45,140.55556,-2.32084,2
27,0.5,135.11111,-16.555555,25.444445,146.55556,-2.264532,2
81,0.833332,80.888885,-44.88889,78.77778,118.44444,-2.187399,2
101,0.611109,131.11111,-25.444445,36.88889,147.22223,-2.328735,2
47,0.999997,131.11111,-22,33,145.77777,-2.30244,2
57,0.888889,116.666664,-33,50,139,-2.297173,2
16,1.499999,108.333336,-40.22222,54.11111,131,-2.385001,2
57,1.611109,92.888885,-42.666668,65.333336,122.22222,-2.288131,2
81,1.055557,79.111115,-44.22222,78.111115,116.44444,-2.18233,2
74,0.500001,93.22222,-38.22222,64.111115,123.22222,-2.220553,2
90,0.777779,106,-22.777779,45.22222,128.55556,-2.097815,2
87,0.777779,131.88889,-22.555555,33.11111,146.44444,-2.312874,2
19,0.888888,109.44444,-39.77778,54.22222,132.33334,-2.375985,2
78,2.666665,101.666664,-40.88889,56.444443,125.666664,-2.368082,2
13,0.944445,139.44444,-14.111111,21.222221,148.88889,-2.276767,2
14,1.666669,112.666664,-38.333332,51.333332,134.11111,-2.390383,2
25,1.111111,123.888885,-30.666666,43,142.33334,-2.354552,2
145,1.277778,0.777778,-1.555556,1.777778,1.444444,-2.53095,3
114,8.833333,23.88889,-34.444443,52.22222,47.22222,-2.295381,3
109,2.833333,3,-8.555555,12.444445,8.444445,-2.283787,3
123,1,0.555556,-3.777778,6.555555,3.666667,-2.16176,3
76,7.833334,12.666667,-15.222222,17.777779,19.444445,-2.523325,3
129,0.111111,0,-1.555556,3.111111,1.555556,-2.094395,3
124,0.277778,0,-2,4,2,-2.094395,3
80,1.833333,5.888889,-12.555555,16.11111,12.444445,-2.417517,3
98,1.777778,3.555556,-10.333333,13.666667,9.222222,-2.395422,3
107,9.833333,9,-6.555555,8.111111,12.222222,-2.492965,3
126,2.555556,8.444445,-15.888889,21.11111,17.222223,-2.449839,3
120,0.388889,0,-3,6,3,-2.094395,3
113,6.166666,22.333334,-32.333332,49,44.22222,-2.29665,3
95,1.111111,4.555555,-12.444445,18.222221,12.555555,-2.322295,3
120,0.444444,0.888889,-4.777778,6.888889,3.888889,-2.315721,3
81,22.111109,41,-23,27.666666,51.77778,-2.476481,3
127,0.777778,2.111111,-6.555555,8.444445,5.555555,-2.408939,3
96,2.333333,3.777778,-9.333333,13.666667,9.777778,-2.330693,3
141,0.722222,0.888889,-4.333334,6.333334,3.666667,-2.285991,3
121,0.944445,13.555555,-25,36,29.222221,-2.335871,3
73,1.722222,3.111111,-9.222222,14.444445,9.666667,-2.268176,3
70,9.944444,20.222221,-14.444445,16.88889,26.666666,-2.514204,3
91,25.277779,41.77778,-17.555555,25.11111,52.666668,-2.320272,3
87,13.222221,15.666667,-14.666667,19,23.444445,-2.418074,3
137,0.333333,0,-2,4,2,-2.094395,3
134,0.055556,0,-0.111111,0.222222,0.111111,-2.094395,3
85,1.111111,1.444444,-4,5,3.444444,-2.377624,3
86,8.777779,11.555555,-13.888889,19.444445,19.88889,-2.363577,3
92,2.277778,6.444445,-12.666667,15.666667,12.666667,-2.452176,3
124,2.388889,12.333333,-21.333334,28.333334,24.11111,-2.396682,3
111,1.944444,14.333333,-25.11111,36.22222,30.11111,-2.333318,3
133,0.222222,0,-2.222222,4.444445,2.222222,-2.094395,3
126,0.944444,8.333334,-17.88889,26.444445,20,-2.313534,3
123,0.611111,0.444444,-2.888889,4.777778,2.666667,-2.16921,3
138,0.944444,0.555556,-3.111111,4.888889,2.777778,-2.219242,3
107,0.666667,18.666668,-28.666666,40.333332,36,-2.354617,3
120,5.944445,4.777778,-10.888889,17.444445,12.777778,-2.240133,3
124,1.388889,1.888889,-5.444445,8.222222,5.555555,-2.284608,3
139,2.111111,15.666667,-6.222222,13.444445,23.88889,-1.702833,3
87,44.722225,64.55556,-26,34.666668,79,-2.422127,3
137,0.388889,0.111111,-2.333333,4.333334,2.222222,-2.123254,3
124,1.111111,1.222222,-6.888889,10.777778,6.111111,-2.267462,3
116,1.222222,2.222222,-6.777778,8.555555,5.666666,-2.420258,3
141,0.888889,1.666667,-8.444445,13.222222,7.666666,-2.257122,3
73,10.722222,37.77778,-43.666668,70.333336,70.111115,-2.251254,3
95,1.055556,2.444444,-7.888889,11.111111,7.222222,-2.348987,3
142,0.888889,2.666667,-6.555555,10.111111,7.222222,-2.280603,3
85,2.055556,2.666667,-8.888889,13.777778,8.888889,-2.271544,3
113,0.666667,0.666667,-3.888889,6.111111,3.444444,-2.237562,3
101,6.444445,9.222222,-13.222222,16.11111,15.555555,-2.44804,3
91,3.277778,4.222222,-11.444445,17.555555,12.111111,-2.282744,3
133,0.388889,0.111111,-2.888889,5.444445,2.777778,-2.123254,3
70,7.944445,18.222221,-14.777778,15.888889,23.88889,-2.589111,3
143,0.888889,2.222222,-9.888889,15.777778,9.444445,-2.257412,3
90,6.777779,6.555555,-12.666667,20,15.666667,-2.266389,3
140,1.777778,7.222222,-13.666667,17,14,-2.442323,3
144,0.611111,0.888889,-7.222222,12.111111,6.555555,-2.212162,3
134,0.833333,1.333333,-5,6.333334,3.888889,-2.422506,3
115,1.388889,1.888889,-6.444445,8.888889,5.666666,-2.358386,3
102,29.888887,42,-19.777779,25.88889,52.666668,-2.416817,3
64,20.222223,30.333334,-19,21,38,-2.593825,3
82,2.111111,4.777778,-11.444445,13.888889,10.222222,-2.451983,3
110,2.722222,4,-7.555555,7.444445,6.444445,-2.618651,3
128,0.388889,0,-2.222222,4.444445,2.222222,-2.094395,3
125,1.055556,13.888889,-22.333334,36.333332,30.666666,-2.241956,3
121,2.055556,11.888889,-16.222221,25.444445,23.444445,-2.235355,3
88,2.5,6.444445,-12.666667,16.666666,13.333333,-2.394493,3
97,0.777778,1.444444,-6.222222,9.777778,5.888889,-2.269023,3
94,0.722222,0.666667,-6.444445,11.222222,6,-2.189708,3
99,1,0.444444,-5.777778,10.555555,5.555555,-2.149743,3
138,0.388889,0.111111,-0.777778,1.222222,0.666667,-2.181439,3
87,1.888889,1.888889,-5.111111,8.222222,5.666666,-2.229493,3
68,18.277777,42.88889,-25.88889,38.77778,60.11111,-2.308656,3
119,0.555555,0.111111,-4.333334,8.333333,4.222222,-2.11372,3
120,0.611111,13.555555,-16.88889,26.777779,25.777779,-2.230821,3
77,1.611111,3.555556,-11.333333,15.666667,10.222222,-2.354881,3
69,4.333333,10.333334,-12.555555,14.777778,16,-2.481874,3
89,0.777778,0.333333,-6.555555,12.444445,6.444445,-2.123905,3
147,3.555555,6.777778,-3.777778,6.555555,9.888889,-2.064514,3
91,0.833333,1.222222,-8.111111,14.222222,8,-2.186723,3
122,0.444444,0.444444,-1.666667,2,1.222222,-2.444563,3
132,1.722222,1,-3.888889,6.777778,4.222222,-2.152432,3
117,0.111111,0.111111,-3.222222,6.111111,3.111111,-2.132635,3
144,0.333333,0,-3,6,3,-2.094395,3
91,1.388889,2.666667,-9,12.666667,8.111112,-2.354575,3
83,2.333333,4.666667,-12.111111,16.88889,11.888889,-2.345005,3
124,0.277778,0,-2,4,2,-2.094395,3
91,0.666667,1.888889,-7.666666,13,8,-2.217735,3
109,2.833333,3,-8.555555,12.444445,8.444445,-2.283787,3
129,0.111111,0,-1.555556,3.111111,1.555556,-2.094395,3
134,1.611111,6.555555,-15.111111,21.555555,15.888889,-2.343004,3
112,0.111111,0,-0.444444,0.888889,0.444444,-2.094395,3
144,0.5,0,-3.444444,6.888889,3.444444,-2.094395,3
122,4.111111,16.666668,-6,15.666667,26.444445,-1.540214,3
119,1.055556,0.333333,-3.333333,6,3.222222,-2.133095,3
142,0.111111,0,-0.111111,0.222222,0.111111,-2.094395,3
108,3.388889,6.777778,-10.666667,16.333334,14.111111,-2.275553,3
83,0.666667,3.555556,-6.444445,6.888889,6,-2.573381,3
127,1.277778,11.777778,-16.444445,30.222221,26.444445,-2.035808,3
98,4.666666,3.777778,-9.555555,14.777778,10.444445,-2.272973,3
123,0.5,0.222222,-3.555556,6.444445,3.333333,-2.142674,3
125,0.5,0.222222,-4.111111,7.555555,3.888889,-2.130339,3
84,1.777778,3.111111,-9,13.333333,9,-2.305729,3
98,0.666667,1.333333,-3.555556,4.111111,2.888889,-2.4238,3
79,1.333333,3.333333,-8.555555,13.111111,9.222222,-2.288981,3
81,9.222222,19.444445,-22,27.666666,30.555555,-2.438409,3
99,1,0.444444,-5.777778,10.555555,5.555555,-2.149743,3
136,2.111111,9,-16.555555,26.11111,20.88889,-2.268991,3
136,2.666667,12.222222,-19.555555,29.444445,25.333334,-2.307511,3
97,0.555555,0.666667,-6,10.333333,5.555555,-2.191382,3
133,0,0,0,0,0,0,3
100,0.666667,0.777778,-3.333333,4.666666,2.777778,-2.337096,3
108,1.166667,1.666667,-3.888889,4.444445,3.333333,-2.463852,3
81,15.166667,37.11111,-26.444445,40.88889,55.555557,-2.274461,3
136,0,0,0,0,0,0,3
118,0.055556,0,-0.111111,0.222222,0.111111,-2.094395,3
110,0.5,0.444444,-4.666666,8.333333,4.444445,-2.155984,3
109,1.111111,0.777778,-4.888889,8.444445,4.777778,-2.146531,3
134,1.5,4.888889,-11.888889,15.777778,11.444445,-2.386611,3
83,12.888889,11.444445,-16.11111,24.88889,22.666666,-2.274205,3
100,2.555556,2.888889,-9.444445,14.555555,9.444445,-2.28054,3
95,1.111111,2.222222,-4.777778,4.888889,3.888889,-2.552724,3
138,5.5,14.888889,-19.88889,24.777779,24.777779,-2.439538,3
123,0.5,0.333333,-4.555555,8.111111,4.222222,-2.164094,3
122,1.333333,12.111111,-24.444445,36.555557,28.333334,-2.305989,3
124,1.444444,0.555556,-2.777778,4.555555,2.666667,-2.16921,3
127,1.055556,13.666667,-25.777779,37.555557,30.11111,-2.326275,3
143,0.277778,0,-1.222222,2.444444,1.222222,-2.094395,3
95,2.222222,1.222222,-7.111111,12.888889,7.444445,-2.151958,3
75,10.222221,33.666668,-24.777779,37.88889,50.666668,-2.284187,3
107,6.777779,6.333334,-10.222222,15.111111,13,-2.291762,3
139,2.111111,15.666667,-6.222222,13.444445,23.88889,-1.702833,3
83,8.333333,21.555555,-10.555555,15.777778,28.555555,-2.321343,3
114,0.277778,0.555556,-2.888889,6.444445,3.888889,-2.02703,3
137,0.833333,0.555556,-2.777778,4.555555,2.666667,-2.200588,3
99,2.777778,5.222222,-9.888889,14.444445,11.555555,-2.318885,3
127,1,3.333333,-7.444445,8.888889,6.777778,-2.474562,3
106,1.277778,1.333333,-5.555555,8.111111,4.888889,-2.274071,3
89,5.833334,8.555555,-14.111111,19.88889,17.11111,-2.356793,3
130,0.555555,0.666667,-3.777778,5.888889,3.333333,-2.239029,3
80,16.666666,21.88889,-18.88889,24.11111,31.666666,-2.431513,3
131,0.333333,0,-1.555556,3.111111,1.555556,-2.094395,3
145,7.5,10.333334,-10.666667,20,20.11111,-2.06232,3
78,43.333332,76.77778,-26.666666,35.333332,91.44444,-2.411645,3
92,7,10.555555,-11.666667,18,18.666668,-2.280561,3
91,1.111111,1.222222,-6.555555,10.777778,6.222222,-2.225735,3
115,3.333333,13,-19,24.333334,22.88889,-2.45904,3
89,0.777778,0.333333,-6.555555,12.444445,6.444445,-2.123905,3
69,20.444445,22.88889,-13.777778,16.555555,29.333334,-2.488979,3
136,0.666667,0.222222,-3,5.666666,3,-2.110974,3
120,3.722222,2.111111,-6.888889,11.777778,7.666666,-2.180291,3
132,0.222222,0,-1.111111,2.222222,1.111111,-2.094395,3
116,1.055556,1.111111,-5.555555,8.777778,5.111111,-2.24908,3
115,0.555555,0.777778,-5,8.333333,4.666667,-2.216604,3
88,1.555556,1.555556,-7.888889,13.111111,7.666666,-2.216544,3
122,0.833333,0.333333,-4.777778,8.555555,4.444445,-2.153599,3
137,0.111111,0,-0.777778,1.555556,0.777778,-2.094395,3
118,0.388889,0.111111,-2.111111,3.888889,2,-2.132635,3
120,0.722222,0.333333,-4.222222,7.777778,4.111111,-2.133095,3
116,1.333334,14.888889,-20.88889,32.444443,29.555555,-2.259967,3
104,22.111109,17.555555,-11.222222,14.444445,23.444445,-2.42507,3
142,0.277778,0.222222,-1.333333,2.333333,1.333333,-2.159563,3
102,1.166667,2.666667,-9.111111,13.222222,8.444445,-2.316112,3
143,0.888889,2.222222,-9.888889,15.777778,9.444445,-2.257412,3
125,0.833333,1,-4,6.333334,3.888889,-2.237562,3
131,1,0.222222,-1.555556,3.111111,1.777778,-2.094395,3
121,0.111111,0.111111,-3.444444,6.555555,3.333333,-2.132635,3
136,2.666667,12.222222,-19.555555,29.444445,25.333334,-2.307511,3
98,1.333333,2,-4.444445,4.555555,3.555556,-2.548898,3
98,0.388889,0.111111,-4.222222,8.111111,4.111111,-2.11372,3
146,0.055556,0,-0.111111,0.222222,0.111111,-2.094395,3
110,2.277777,13.444445,-24,35.333332,29,-2.321226,3
79,14.166667,28.222221,-25.333334,39,45.77778,-2.286295,3
132,0.555555,0.111111,-1.888889,3.777778,2,-2.094395,3
124,1.111111,1.222222,-6.888889,10.777778,6.111111,-2.267462,3
133,0,0,0,0,0,0,3
95,2.666666,8.333334,-14.222222,17.777779,15.444445,-2.445012,3
117,0.611111,0.222222,-3.333333,6.666666,3.555556,-2.094395,3
73,2.333333,4.444445,-10.444445,14.555555,10.666667,-2.355641,3
108,27.277779,46.555557,-24.11111,33.88889,61.11111,-2.360491,3
120,0.5,0.333333,-4.333334,7.666666,4,-2.156366,3
140,3.055556,8.666667,-11.777778,15.555555,15.111111,-2.417818,3
123,0.444444,0.111111,-2.111111,3.888889,2,-2.123254,3
120,0.833333,0.555556,-3.666667,6,3.333333,-2.178769,3
120,1.055556,1.111111,-5.111111,7.555555,4.444445,-2.298085,3
124,0.555556,0.555556,-3.111111,4.888889,2.777778,-2.18129,3
93,1.388889,1.222222,-7.333334,12.666667,7.222222,-2.18361,3
125,2.666667,2.444444,-7.111111,11.555555,7.777778,-2.234241,3
76,1.666667,1.777778,-4.666666,6.666666,4.666667,-2.340801,3
115,0.722222,1.666667,-7.222222,10.444445,6.222222,-2.321865,3
126,0.5,0.555556,-4.222222,6.777778,3.666667,-2.229939,3
75,26.611113,52.11111,-22.666666,31.333334,65.44444,-2.356754,3
122,1.166667,13,-17.88889,27.444445,25.333334,-2.247266,3
111,4.111111,3.333333,-8,12.666667,9.111111,-2.216473,3
122,1.388889,1,-5.111111,8.888889,5.222222,-2.173204,3
109,2,4.777778,-9.333333,12,9.666667,-2.413992,3
100,5.777778,6.444445,-10.444445,15.555555,13.333333,-2.289874,3
132,0.388889,0.444444,-3.888889,6.444445,3.444444,-2.204847,3
138,0.888889,0.444444,-4.222222,7.111111,3.777778,-2.173961,3
80,16.666666,21.88889,-18.88889,24.11111,31.666666,-2.431513,3
108,27.277779,46.555557,-24.11111,33.88889,61.11111,-2.360491,3
96,0.833333,4.333334,-10.888889,16.777779,11.888889,-2.275792,3
99,3.055555,2.333334,-9.111111,14.555555,9,-2.255673,3
105,3.666666,2.444444,-7.444445,12.555555,8.333334,-2.205437,3
116,0.833333,0.666667,-5.222222,9.111111,5,-2.163434,3
139,0.333333,0,-1.333333,2.666667,1.333333,-2.094395,3
91,0.833333,1.222222,-8.111111,14.222222,8,-2.186723,3
124,1.833333,1.666667,-4.666666,8.666667,5.888889,-2.118937,3
118,0.333333,0.222222,-2.777778,4.888889,2.555556,-2.17128,3
114,1.166667,0.777778,-5.222222,8.444445,4.666667,-2.222661,3
96,2.777778,2.333334,-8.333333,12.666667,8,-2.268209,3
