@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
15,0,0.285185,0.785184,132.22223,0.153616,-2.341041,2
50,0,0.760115,0.952579,107.44444,0.247337,-2.337296,2
35,0,1.229632,0.829631,127.55556,0.176083,-2.311049,2
52,0,0.596301,0.740744,111.62963,0.218379,-2.229685,2
13,0,0.507406,1.244441,141.59259,0.100091,-2.449265,2
48,0,0.107407,0.355557,115.77778,0.197114,-2.090557,2
113,0,0.3,1.066667,133.11111,0.144134,-2.309551,2
29,0,0.711108,0.907417,128.44444,0.165616,-2.271128,2
96,0,0.196297,0.418519,90.81481,0.342938,-2.219979,2
81,0,0.107409,0.077779,92.18519,0.347902,-2.187399,2
92,0,0.211111,0.296297,90.333336,0.35122,-2.242802,2
79,0,0.118518,0.462965,89.44444,0.362172,-2.241633,2
66,0,0.255557,2.122228,114.22222,0.174128,-2.09899,2
18,0,1.022222,0.211111,137.88889,0.111218,-2.27511,2
72,0,1.00741,0.729631,125.55556,0.17933,-2.32084,2
72,0,0.562961,0.744447,125.44444,0.19129,-2.366197,2
71,0,0.888891,0.299998,125.96296,0.179672,-2.339758,2
90,0,0.044444,0.562963,113.48148,0.179697,-2.097815,2
57,0,0.374073,0.696297,98.59259,0.308813,-2.264402,2
49,0,0.433335,0.300001,126.18519,0.179413,-2.263738,2
30,0,0.666666,0.772201,112.96296,0.242337,-2.395064,2
44,0.111111,2.094083,2.139576,122.59259,0.181821,-2.384657,2
87,0,0.474069,0.207406,135.40741,0.126571,-2.312874,2
46,0,0.611616,0.781735,124.55556,0.200124,-2.357688,2
25,0,0.501848,0.327731,112.22222,0.25541,-2.396894,2
56,0,0.162963,0.107408,126.44444,0.179483,-2.307657,2
58,0,0.534027,0.680414,109.07407,0.238143,-2.375207,2
30,0,0.879816,0.772202,125.40741,0.183565,-2.295989,2
47,0,0.385188,0.38519,135.74074,0.118399,-2.262555,2
33,0,0.272163,0.620634,124.55556,0.196297,-2.333537,2
27,0,0.240737,0.25185,137.51852,0.098472,-2.146716,2
50,0,0.655462,0.50185,124.111115,0.197162,-2.28828,2
67,0,0.622222,0.685185,108.85185,0.207702,-2.173099,2
19,0,0.760118,0.779364,126.666664,0.189527,-2.352834,2
40,0,0.421635,0.72265,125.111115,0.194537,-2.313685,2
23,0,0.365148,1.224743,123,0.205901,-2.356262,2
29,0,0.711108,0.907417,128.44444,0.165616,-2.271128,2
34,0,0.340741,1.140745,137.03703,0.104539,-2.2,2
57,0,0.474073,0.829626,124.703705,0.182073,-2.34019,2
53,0,0.285188,0.700008,134.77777,0.121119,-2.217488,2
40,0,0.574132,0.772203,110.703705,0.254051,-2.434692,2
57,0,0.785183,0.311111,92.92593,0.359343,-2.254208,2
54,0,0.646931,1.003697,124.37037,0.202708,-2.328661,2
15,0,0.340743,0.518519,106.51852,0.306737,-2.266452,2
34,0,0.122222,0.207408,105.48148,0.283524,-2.286636,2
47,0,0.607409,0.829628,123.85185,0.18354,-2.23989,2
63,0,0.516398,5.675157,105.59259,0.248136,-2.375282,2
32,0,1.062842,1.310922,126.22222,0.190625,-2.333746,2
32,0,0.586892,0.557772,116.77778,0.220748,-2.421193,2
47,0,0.122223,0.488888,134.77777,0.125709,-2.30244,2
101,0,0.385187,0.329633,134.92592,0.141107,-2.328735,2
58,0,0.62361,1.003697,122.25926,0.204147,-2.357271,2
25,0,0.250923,0.827759,116.25926,0.224975,-2.360195,2
35,0,1.041723,0.809664,109.111115,0.231166,-2.420203,2
57,0,0.77407,1.040744,135.77777,0.118733,-2.187422,2
41,0,0.327731,0.327733,109.703705,0.262046,-2.404745,2
65,0,0.374072,0.711109,125.666664,0.185658,-2.273744,2
74,0,0.088889,0.077778,101.85185,0.276784,-2.220553,2
13,0,1.011116,0.685187,141.81482,0.079806,-2.276767,2
27,0,0.462964,0.255555,138.07408,0.096263,-2.264532,2
80,0,0.166666,1.707408,111.07407,0.198052,-2.098697,2
55,0,0.818524,0.700002,124.111115,0.182623,-2.308179,2
62,0,0.385184,0.607405,110.18519,0.208013,-2.178149,2
29,0,1.229636,1.574082,128.48148,0.166484,-2.29776,2
109,0,0.809666,0.843276,102.48148,0.268118,-2.297546,2
68,0,0.151852,0.651852,125.77778,0.179629,-2.300618,2
19,0,0.418515,1.277773,129.92592,0.151812,-2.340765,2
54,0,0.720081,0.557772,109.96296,0.234504,-2.351182,2
59,0,0.459466,0.680412,121.703705,0.214204,-2.364216,2
19,0,0.389681,0.680416,127.51852,0.185539,-2.344188,2
67,0,0.459472,0.58373,122.888885,0.18855,-2.317188,2
17,0,0.551851,1.140735,129.55556,0.172628,-2.412968,2
40,0,0.516397,0.699204,110.03704,0.260966,-2.419456,2
29,0,1.229636,1.574082,128.48148,0.166484,-2.29776,2
39,0,1.129629,0.699999,113.37037,0.222954,-2.198158,2
20,0,0.490655,0.752773,125,0.188892,-2.348006,2
45,0,0.729629,0.285185,101.22222,0.297414,-2.247816,2
22,0,0.255559,0.107409,137.96297,0.095184,-2.158304,2
62,0,0.207408,0.562963,125.40741,0.161658,-2.315962,2
35,0,0.781735,0.544333,125.18519,0.194853,-2.346636,2
16,0,0.355559,0.062963,140.40741,0.101526,-2.232895,2
15,0,0.25185,0.118519,140.77777,0.105074,-2.328472,2
58,0,0.344266,0.583728,110.37037,0.237567,-2.357271,2
91,0,0.827758,0.772203,104.888885,0.250204,-2.300486,2
28,0,0.389683,1.29386,122.51852,0.199513,-2.35398,2
77,0,0.574135,0.809667,107.62963,0.250143,-2.42468,2
27,0,0.623609,1.356739,122.666664,0.195416,-2.334512,2
24,0,0.907406,1.140749,127.62963,0.169397,-2.349252,2
33,0,0.623609,0.349603,110.59259,0.247776,-2.408019,2
18,0,0.455422,0.272164,112.111115,0.254668,-2.45498,2
83,0,0.518519,0.507406,90.62963,0.362062,-2.239053,2
41,0,0.327731,0.586896,112.111115,0.234493,-2.404553,2
74,0,0.088889,0.077778,101.85185,0.276784,-2.220553,2
43,0,0.433333,0.611111,126.48148,0.165192,-2.280207,2
16,0,0.162962,1.155554,102.51852,0.299601,-2.302468,2
72,0,0.399998,1.144441,93.44444,0.323421,-2.22578,2
54,0,0.166667,0.844443,134.33333,0.124312,-2.231555,2
57,0,0.722651,0.800464,123.55556,0.192488,-2.376054,2
82,0,0.344266,0.443054,106.51852,0.262093,-2.344872,2
85,0,0.299998,0.607409,101.03704,0.275467,-2.186342,2
81,0,0.240743,0.429629,112.92593,0.19308,-2.033487,2
23,0,0.611616,0.547723,124.44444,0.210162,-2.37055,2
42,0,0.607408,0.744442,137.07408,0.115302,-2.26361,2
60,0,0.388886,0.329627,123.666664,0.175844,-2.293386,2
51,0,0.443054,0.722649,122.96296,0.213813,-2.330465,2
78,0,0.329632,1.274081,135.55556,0.124647,-2.225537,2
21,0,0.516398,0.408248,126.77778,0.184022,-2.370372,2
40,0,0.62063,0.172131,125.14815,0.193665,-2.2949,2
25,0,1.46667,0.118518,128,0.172504,-2.354552,2
35,0,0.285183,0.285183,136.48148,0.103336,-2.146845,2
71,0,0.490655,0.720081,122.18519,0.194316,-2.301203,2
62,0,0.399999,0.862963,110.03704,0.202279,-2.185419,2
63,0,0.296294,0.177777,120.22222,0.211484,-2.315885,2
18,0,0.729626,0.374079,138.62962,0.096352,-2.214612,2
32,0,0.162964,1.040738,136.2963,0.113055,-2.280755,2
71,0,0.329628,0.71111,89.14815,0.370097,-2.249475,2
49,0,0.92896,1.068055,124.03704,0.194622,-2.303412,2
42,0,0.685184,0.774073,127.03704,0.174634,-2.31442,2
71,0,0.888891,0.299998,125.96296,0.179672,-2.339758,2
65,0,0.611618,1.224745,123,0.202365,-2.303991,2
49,0,0.388888,0.700002,127.40741,0.182398,-2.297839,2
59,0,0.349603,0.8165,122.03704,0.203326,-2.323173,2
15,0,1.051846,2.162973,130.14815,0.176494,-2.32497,2
28,0,0.403686,0.860662,111.59259,0.261838,-2.438585,2
53,0,0.444444,0.429629,113.14815,0.200484,-2.117007,2
35,0,0.296297,0.607412,97.92593,0.319499,-2.248235,2
62,0,0.562964,1.333336,125.333336,0.169635,-2.314232,2
38,0,0.58373,1.068055,124.85185,0.199972,-2.322923,2
28,0,0.074075,0.429626,110.48148,0.253299,-2.238865,2
39,0,0.299997,0.429627,127.51852,0.184263,-2.352961,2
63,0,0.443052,0.210818,108.92593,0.23689,-2.382438,2
32,0,0.207408,1.188888,121.44444,0.201898,-2.309391,2
22,0,0.388882,0.488884,137.62962,0.109655,-2.146204,2
81,0,0.646932,0.389683,105.92593,0.26422,-2.382261,2
71,0,1.085182,3.762964,105.666664,0.212264,-2.143159,2
80,0,0.177779,0.696294,96.333336,0.309059,-2.228712,2
94,0,0.607404,0.507409,95.296295,0.321505,-2.227114,2
38,0,0.403687,0.68853,113.48148,0.23576,-2.370002,2
56,0,0.029629,0.566668,126,0.176061,-2.326783,2
15,0,0.272168,0.620632,129.25926,0.17818,-2.38244,2
44,0,0.122222,0.755557,99,0.300019,-2.254541,2
29,0,0.60741,0.429629,103.25926,0.297205,-2.257217,2
19,0,0.551851,1.985178,110.296295,0.249895,-2.264331,2
32,0,0.162964,1.040738,136.2963,0.113055,-2.280755,2
64,0,0.699205,0.918936,108.77778,0.236797,-2.355443,2
15,0,0.211111,1.229631,140.2963,0.104639,-2.330563,2
50,0,0.760115,0.952579,107.44444,0.247337,-2.337296,2
47,0,0.32963,0.477777,107.111115,0.275957,-2.271072,2
46,0,0.240742,1.00741,107.51852,0.271501,-2.270851,2
41,0,0.772202,1.025597,123.03704,0.199347,-2.299918,2
31,0,0.344266,0.344266,114.96296,0.23132,-2.384877,2
98,0,0.15185,0.755554,92.333336,0.338288,-2.238522,2
62,0,0.166666,0.833334,126.48148,0.162225,-2.275425,2
13,0,0.574135,1.054091,118.666664,0.215088,-2.351897,2
21,0,0.799994,0.488889,129.85185,0.153497,-2.364884,2
31,0,0.385183,1.185185,126.81481,0.170718,-2.310766,2
58,0,0.403686,0.860663,123,0.180972,-2.365385,2
66,0,0.462965,0.607405,93.44444,0.325711,-2.224845,2
16,0,0.298143,1.206462,112.96296,0.239899,-2.385001,2
41,0,0.68853,1.241266,121.48148,0.206392,-2.280803,2
33,0,0.611111,0.196295,109.888885,0.258604,-2.266225,2
28,0,1.278022,1.186343,111.51852,0.267544,-2.425992,2
51,0,0.443051,0.742867,123.18519,0.1952,-2.368498,2
76,0,0.211114,0.71111,90.07407,0.360194,-2.208019,2
115,0.111111,1.572919,2.936362,7.555555,0.767235,-2.390992,3
130,0,0.45542,0.655461,2.407408,0.931217,-2.366216,3
91,0.111111,188.50739,889.3629,42.814816,0.398824,-2.346057,3
95,0,1.040741,3.096295,3.148148,0.919597,-2.151958,3
118,0,0.136083,0.136083,0.037037,0.111111,-2.094395,3
99,0,0.82963,0.355556,2.037037,0.986111,-2.149743,3
83,0,4.018517,1.688889,6.259259,0.82735,-2.345005,3
80,0,4.3,1.1,7.074074,0.775282,-2.417517,3
102,0.111111,374.5964,488.02975,44.037037,0.397892,-2.416817,3
106,0,0.418518,0.596296,2.185185,0.95172,-2.274071,3
96,0,13.277781,7.51111,5.222222,0.824784,-2.330693,3
140,0,0.443053,1.047042,8.333333,0.73447,-2.442323,3
120,0,1.986063,1.869838,19.074074,0.681266,-2.231261,3
64,0,12.948471,17.629103,31,0.400746,-2.593825,3
133,0,0,0,0,0,0,3
91,0,4.374074,0.996296,3.888889,0.911448,-2.354575,3
124,0,0.444445,1.051852,2.518518,0.973765,-2.267462,3
130,0,0,0.389682,0.777778,1,-2.094395,3
103,0,0.577778,0.962963,2.148148,0.987654,-2.185466,3
90,0,0.854184,2.018434,4.666666,0.665344,-3.044175,3
121,0,1.062841,0.712325,17.222221,0.696178,-2.335871,3
110,0,0.211111,0.566667,1.814815,0.984127,-2.152507,3
126,0.111111,1.12963,0.285185,2.962963,0.935706,-2.289097,3
122,0,0.403687,0.403687,0.555556,0.555556,-2.444563,3
88,0,7.218519,5.855556,7.777778,0.754703,-2.394493,3
139,0,1.773259,1.668887,18.074074,0.386612,-1.702833,3
120,0,1.986063,1.869838,19.074074,0.681266,-2.231261,3
120,0,0.340741,0.3,1.444444,1,-2.156366,3
124,0,0.107407,0.151852,0.666667,1,-2.094395,3
76,0,0.918519,1.811111,8.259259,0.723011,-2.520215,3
73,0,7.865538,12.33003,34.703705,0.651133,-2.255561,3
79,0,0.862963,0.533333,4.851852,0.791667,-2.288981,3
90,0.111111,23.377783,63.76296,9,0.762919,-2.266389,3
116,0,0.696296,0.922222,1.962963,0.970238,-2.163434,3
81,0,267.45554,205.36296,21.333334,0.595282,-2.438409,3
124,0,0.611111,0.785185,1.148148,0.953704,-2.16921,3
138,0,0.088889,0.177778,0.777778,1,-2.094395,3
124,0,0.934919,1.678844,14.666667,0.691123,-2.396682,3
87,0.111111,84.87777,70.02964,17.11111,0.652043,-2.418074,3
123,0,0.862963,0.418518,1.074074,0.981482,-2.16921,3
122,0,7.84074,7.574073,2.259259,0.960317,-2.173204,3
110,0,1.262963,2.996295,3.962963,0.806658,-2.618651,3
124,0,14.962965,6.433335,3,0.895369,-2.118937,3
93,0,6.444444,11.674076,6.777778,0.760191,-2.332766,3
81,0,267.45554,205.36296,21.333334,0.595282,-2.438409,3
78,0.111111,356.16672,662.35547,79.666664,0.269733,-2.411645,3
92,0.111111,4.63641,5.688196,12.666667,0.564898,-2.280561,3
77,0,1.811111,0.774074,7.703704,0.762049,-2.467493,3
107,0,3.14074,2.562963,1.777778,0.981482,-2.146531,3
124,0,0.444445,1.051852,2.518518,0.973765,-2.267462,3
69,0,45.929623,36.400005,11.074074,0.604281,-2.481874,3
106,0,0.172133,0.172133,0.555556,1,-2.094395,3
72,0,0.818518,1.44074,4.518518,0.84169,-2.216721,3
119,0,2.026673,1.721326,20.592592,0.635624,-2.268148,3
80,0,13.751853,71.5111,23.62963,0.514254,-2.431513,3
122,0.111111,64.95186,42.255566,6.62963,0.809331,-2.349017,3
95,0.111111,1.574074,1.218518,4.62963,0.907099,-2.429449,3
87,0.111111,572.9964,1386.3292,67.44444,0.306281,-2.422127,3
71,0,10.382501,16.536379,31.851852,0.395671,-2.401825,3
118,0,0.074074,0.088889,0.925926,1,-2.17128,3
140,0,4.768726,2.678447,9.925926,0.627944,-2.417818,3
122,0,2.029414,1.996293,20.148148,0.54583,-2.06017,3
121,0,0.843274,0.888194,3.407408,0.843518,-2.519165,3
115,0,0.966091,1.414213,14.777778,0.618328,-2.45904,3
133,0,0.172133,0.327731,0.962963,1,-2.123254,3
124,0,0.074074,0.074074,1.074074,1,-2.094395,3
133,0,0.018519,0.02963,0.481482,1,-2.094395,3
135,0,0.207407,0.088889,0.740741,0.888889,-2.137446,3
125,0,0.222222,3.777778,3.925926,0.853199,-2.234241,3
144,0,0.151852,0.074074,0.962963,1,-2.094395,3
121,0,0.843274,0.888194,3.407408,0.843518,-2.519165,3
88,0,0.240741,0.32963,2.777778,0.938492,-2.269545,3
147,0,3.586498,3.215702,7.703704,0.349471,-2.064514,3
83,0,0.547722,0.632455,3.703704,0.740476,-2.573381,3
111,0,0.3,1.396296,1.296296,1,-2.139494,3
82,0,0.474074,4.385186,5.592593,0.843607,-2.451983,3
139,0,1.773259,1.668887,18.074074,0.386612,-1.702833,3
134,0,0.018519,0.018519,0.037037,0.111111,-2.094395,3
138,0,0.296296,0.418519,0.259259,0.333333,-2.181439,3
120,0,0.344444,0.462963,1.925926,0.962963,-2.298085,3
96,0,0.507407,0.34074,3.814815,0.872222,-2.186234,3
127,0,0.975629,0.827759,16.37037,0.601444,-2.035808,3
135,0,0.118519,0.118519,0.222222,0.333333,-2.094395,3
116,0,0.240741,1.096297,2.814815,0.912698,-2.420258,3
77,0,0.651851,1.574075,5,0.891608,-2.354881,3
116,0,0.311111,1.318519,3,0.875529,-2.313013,3
115,0,0.488889,0.685185,2.703704,0.917989,-2.358386,3
128,0,0.074074,0.151852,0.740741,1,-2.094395,3
136,0,1.149879,2.112573,8,0.695088,-2.412671,3
109,0,1.229631,5.911112,5.666666,0.760734,-2.413992,3
114,0,0.433333,0.255555,1.851852,0.984127,-2.222661,3
88,0,0.607407,1.98889,5.259259,0.851379,-2.396657,3
87,0.111111,572.9964,1386.3292,67.44444,0.306281,-2.422127,3
138,0,1.143419,0.490653,5.185185,0.790011,-2.406809,3
123,0,0.077778,0.166667,1.518519,1,-2.164094,3
102,0,73.7963,90.91857,14.37037,0.575126,-2.378944,3
124,0,0.02963,0.074074,0.888889,1,-2.16176,3
145,0.111111,4.534641,6.112829,13.444445,0.532728,-2.06232,3
132,0,0.344265,0.534027,1.296296,1,-2.204847,3
125,0,0.374074,0.3,1.37037,1,-2.130339,3
91,0,6.462962,9.040739,6.259259,0.823021,-2.282744,3
118,0,0.151852,0.062963,0.703704,1,-2.132635,3
124,0,0.433334,0.907407,2.814815,0.836773,-2.284608,3
113,0,0.285185,0.488889,1.407407,0.981482,-2.237562,3
120,0,0.477778,0.596296,1.518519,0.984127,-2.133095,3
101,0.111111,27.97407,59.496284,10.185185,0.700087,-2.44804,3
83,0,688.0741,121.24443,23.296297,0.504161,-2.321343,3
90,0,0.374074,0.222222,2.814815,0.926146,-2.164323,3
128,0,1.75647,1.68215,16.481482,0.613385,-2.3163,3
88,0,1.366667,1.274074,3.296296,0.929574,-2.216544,3
136,0,0,0,0,0,0,3
142,0,0.02963,0.02963,0.037037,0.111111,-2.094395,3
85,0,13.451853,6.862964,4.296296,0.885825,-2.271544,3
106,0,0.151852,0.477778,2.407408,0.940476,-2.133095,3
94,0,0.210818,1.64204,5.888889,0.609788,-2.869948,3
98,0,0.712325,0.730297,1.518519,0.916667,-2.4238,3
90,0,1.885185,2.118518,3.407408,0.904321,-2.16608,3
124,0,1.140741,0.474074,1.148148,0.984127,-2.18129,3
122,0,1.398412,0.691215,16.185184,0.584744,-2.247266,3
91,0,0.196296,0.385185,2.62963,0.939815,-2.225735,3
95,0,5.911111,3.288889,5.185185,0.794108,-2.326455,3
132,0,0.385185,0.785185,0.740741,0.981482,-2.094395,3
81,0.111111,8.740745,28.50741,12.481482,0.628156,-2.388561,3
96,0,2.962964,2.251852,3.555556,0.910065,-2.244482,3
120,0,0.088889,0.077778,1.148148,1,-2.057287,3
137,0,0.018519,0.02963,0.259259,0.777778,-2.094395,3
96,0,3.6,6.162962,3.777778,0.909236,-2.268209,3
114,0,0.122222,0.062963,1.740741,0.881481,-2.02703,3
120,0,0.133333,0.296296,1.592593,1,-2.315721,3
129,0,0.077778,0.151852,0.518518,0.777778,-2.094395,3
109,0,3.233333,1.896296,1.962963,0.969136,-2.146531,3
113,0,0.389682,0.327731,0.962963,1,-2.123254,3
109,0,0.251852,1.677777,4.296296,0.864482,-2.283787,3
73,0,6.273991,7.680904,46.666668,0.549032,-2.251254,3
115,0,0.162963,0.32963,2.740741,0.954365,-2.321865,3
120,0,46.933327,60.06297,6.962963,0.822893,-2.240133,3
131,0,0.02963,0.044444,0.518518,1,-2.094395,3
119,0,0.833333,0.951852,1.222222,0.984127,-2.133095,3
122,0,0.403687,0.403687,0.555556,0.555556,-2.444563,3
102,0,1.22963,0.877778,4.037037,0.891218,-2.316112,3
82,0,41.288895,66.65185,8.481482,0.742819,-2.320628,3
75,0,749.76294,99.0963,38.037037,0.464912,-2.284187,3
99,0,8.018518,14.774076,4.148148,0.9109,-2.255673,3
111,0,0.240741,0.240741,1.333333,1,-2.094395,3
144,0,0.118518,0.166667,1.148148,1,-2.094395,3
116,0,0.854184,1.135293,18.74074,0.596104,-2.259967,3
97,0,0.196296,0.207407,2.111111,0.984127,-2.191382,3
103,0,2.12568,3.421609,3.851852,0.799074,-2.497929,3
107,0,0.720082,0.421637,22.555555,0.638541,-2.354617,3
109,0.111111,2.655532,3.084009,13.296296,0.694627,-2.344093,3
90,0,2.435083,3.211092,5,0.725289,-2.639389,3
120,0,14.774076,9.618522,3.740741,0.893054,-2.180291,3
127,0,0.960324,0.490653,17.592592,0.701476,-2.326275,3
89,0,0.340741,0.474074,2.296296,0.986111,-2.123905,3
124,0,14.962965,6.433335,3,0.895369,-2.118937,3
100,0,1.440741,6.02963,6.074074,0.773815,-2.226247,3
81,0,0.418518,0.296296,3.481482,0.881217,-2.248134,3
93,0,0.3,1.796296,3,0.93567,-2.18361,3
107,0.111111,13.407408,23.185177,7.962963,0.730592,-2.291762,3
122,0,4.033196,3.781044,19.88889,0.402492,-1.540214,3
100,0,0.534027,0.365148,1.222222,0.977778,-2.337096,3
75,0.111111,19.136257,31.71359,55,0.297802,-2.356754,3
79,0,40.862957,155.3222,32.77778,0.489062,-2.286295,3
145,0,0.196296,2.062963,0.851852,0.251852,-2.53095,3
127,0,0.501849,0.688531,2.740741,0.915344,-2.408939,3
95,0,0.699206,0.620633,2.259259,0.874074,-2.552724,3
73,0,1.277778,1.066666,5.814815,0.78993,-2.355641,3
138,0.222222,3.879672,2.428991,16.518518,0.60922,-2.439538,3
129,0,0.077778,0.151852,0.518518,0.777778,-2.094395,3
70,0,8.767999,6.916698,18.592592,0.476884,-2.589111,3
95,0,3.62963,3.555556,9.518518,0.698902,-2.445012,3
138,0,0.518518,0.385185,1.407407,1,-2.173961,3
81,0,442.17786,263.09634,42.555557,0.366946,-2.476481,3
137,0,0.389682,0.250924,0.777778,1,-2.123254,3
141,0,0.240741,0.151852,1.555556,0.977778,-2.285991,3
119,0,0.088889,0.207407,1.444444,1,-2.11372,3
134,0,3.155556,1.544444,6.185185,0.833935,-2.386611,3
122,0,1.241266,0.699206,16.148148,0.718221,-2.305989,3
99,0,4.462964,4.651851,6.740741,0.711898,-2.318885,3
107,0,0.211111,0.344444,2.222222,0.94709,-2.226355,3
117,0,0.962964,0.774074,1.333333,0.968254,-2.094395,3
137,0,0.501848,0.809664,1.148148,0.95,-2.200588,3
81,0,189.44075,110.8778,41.925926,0.420176,-2.274461,3
69,0.111111,991.7184,1039.5408,23.814816,0.508994,-2.488979,3
137,0,0.02963,0.018519,0.222222,0.666667,-2.094395,3
98,0,45.84074,39.288876,5.518518,0.872146,-2.272973,3
139,0,0.077778,0.088889,0.444444,0.777778,-2.094395,3
80,0,13.751853,71.5111,23.62963,0.514254,-2.431513,3
95,0,0.818519,0.251852,6.481482,0.816909,-2.322295,3
108,0,22.507414,10.107411,8.666667,0.705482,-2.275553,3
112,0,0.421637,0.182574,0.444444,0.666667,-2.151914,3
146,0,0,0,0,0,0,3
121,0,0.418519,0.833334,3.703704,0.907407,-2.351514,3
120,0,0.062963,0.062963,1,1,-2.094395,3
80,0,14.829629,36.12222,10.037037,0.597765,-2.326257,3
105,0.111111,16.507421,650.42957,42.851852,0.37578,-2.380238,3
133,0,0,0,0,0,0,3
136,0,3.708349,3.197221,15.518518,0.660813,-2.307511,3
138,0,0.64693,0.712326,1.148148,0.977778,-2.219242,3
146,0,0.136083,0.136083,0.037037,0.111111,-2.094395,3
91,0,1.540741,0.255556,3.259259,0.944811,-2.186723,3
98,0,0.151852,0.062963,1.407407,1,-2.11372,3
123,0,0.133333,0.044444,1.37037,1,-2.169865,3
141,0,1.540803,1.278019,12.666667,0.585775,-2.451571,3
143,0,0.389682,0.136083,0.407407,0.777778,-2.094395,3
102,0,0.507407,0.566667,2.888889,0.899735,-2.261719,3
109,0,0.251852,1.677777,4.296296,0.864482,-2.283787,3
144,0,0.118518,0.166667,1.148148,1,-2.094395,3
87,0,1.962613,1.746955,2.925926,0.862771,-2.229493,3
125,0,0.222222,3.777778,3.925926,0.853199,-2.234241,3
98,0,0.611616,0.918937,2.037037,0.883333,-2.548898,3
137,0.111111,18.685184,37.500004,5,0.837478,-2.193967,3
113,0.111111,4.122656,6.224503,27.88889,0.622071,-2.29665,3
144,0,0.02963,0.088889,1,1,-2.094395,3
125,0,0.827759,0.691215,1.777778,0.923809,-2.237562,3
91,0,1.540741,0.255556,3.259259,0.944811,-2.186723,3
137,0,1.777778,0.177777,7.62963,0.779866,-2.360782,3
126,0,0.534027,0.574134,11.185185,0.739265,-2.313534,3
85,0,4.418521,6.818519,8.185185,0.774121,-2.329093,3
106,0,3.544443,3.718517,3.666667,0.903571,-2.255541,3
130,0,0.250924,0.365148,0.888889,1,-2.123254,3
123,0,0.374074,0.211111,1.185185,1,-2.142674,3
123,0,0.996296,0.844444,1.481481,0.961905,-2.16176,3
89,0,9.555554,11.85555,10.481482,0.686685,-2.356793,3
75,0.111111,19.136257,31.71359,55,0.297802,-2.356754,3
127,0,0.074074,0.02963,0.62963,1,-2.094395,3
98,0,1.718519,1.318518,4.666666,0.89084,-2.395422,3
91,0.111111,5.051852,1.955556,5.62963,0.829748,-2.383949,3
100,0,83.351845,68.87406,8.148149,0.738034,-2.289874,3
111,0,0.403687,1.041722,18.037037,0.679513,-2.333318,3
108,0.111111,12.795401,15.930981,49.814816,0.358975,-2.360491,3
136,0,1.096296,1.333333,1.111111,0.986111,-2.110974,3
87,0,1.962613,1.746955,2.925926,0.862771,-2.229493,3
115,0,3.10555,2.792185,26.037037,0.523538,-2.090649,3
125,0,0.298142,0.344265,1.148148,1,-2.175647,3
84,0,3.974073,2.696297,4.555555,0.847729,-2.305729,3
107,0,3.733333,17.12963,8.703704,0.697226,-2.280146,3
143,0,0.122222,0.607407,4.185185,0.915376,-2.257412,3
86,0.111111,222.70003,105.54074,13.407408,0.630945,-2.363577,3
130,0,0.45542,0.544331,1.37037,0.977778,-2.239029,3
110,0,0.088889,0.211111,1.666667,0.977778,-2.155984,3
141,0,1.351853,0.82963,3.259259,0.953086,-2.257122,3
136,0,4.193469,2.391343,12.185185,0.695755,-2.268991,3
66,0,9.089677,5.289054,39.88889,0.350169,-2.43063,3
142,0,0.651852,0.151852,0.555556,0.416667,-2.159563,3
126,0,3.870114,1.797117,10.185185,0.736431,-2.449839,3
97,0,0.651852,0.474074,2.62963,0.915344,-2.269023,3
108,0.111111,12.795401,15.930981,49.814816,0.358975,-2.360491,3
142,0,1.377061,1.408966,3.851852,0.81358,-2.280603,3
80,0,530.5518,409.39636,68.77778,0.289624,-2.434193,3
105,0,15.662961,14.400001,4.148148,0.886048,-2.205437,3
76,0,1.420746,1.861899,2.444444,0.872222,-2.340801,3
107,0,14.967619,17.54708,9.518518,0.674956,-2.492965,3
90,0,0.374074,0.222222,2.814815,0.926146,-2.164323,3
111,0,20.951847,19.496296,4.888889,0.864664,-2.216473,3
136,0,2.810035,3.166959,19.444445,0.425293,-1.61572,3
73,0,0.785185,0.862962,4.851852,0.822507,-2.268176,3
81,0.111111,8.740745,28.50741,12.481482,0.628156,-2.388561,3
126,0,0.712325,0.490653,2.777778,0.908995,-2.536514,3
115,0,0.344445,0.385185,1.888889,0.962963,-2.216604,3
122,0,0.240741,0.388889,1.592593,1,-2.153599,3
112,0,1.377778,1.718518,3.814815,0.867665,-2.435718,3
145,0,1.674074,4.385186,2.074074,0.457672,-2.569768,3
134,0,0.182574,0.278887,1.777778,0.977778,-2.422506,3
135,0,0.240741,0.177778,0.962963,1,-2.117548,3
128,0,7.885187,12.433335,5.296296,0.804724,-2.300368,3
120,0,0.250924,0.879815,3.518518,0.839947,-2.433795,3
144,0,0.074074,0.151852,2.518518,0.986111,-2.212162,3
96,0,1.511111,0.3,6.296296,0.778863,-2.275792,3
94,0,0.118519,0.196296,2.259259,0.986111,-2.189708,3
131,0,0,0,0,0,0,3
117,0,0.018519,0.02963,1.074074,1,-2.132635,3
102,0,0.207407,0.474074,3.37037,0.940741,-2.275159,3
137,0,0.107407,0.044444,0.666667,1,-2.094395,3
