@relation segment

@attribute Region-centroid-col numeric
@attribute Vedge-mean numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
150,1.111111,1.277776,80.888885,0.321505,-2.227114,2
73,0.555556,0.888889,115.55556,0.192456,-2.334831,2
116,0.611112,1.722223,96.77778,0.232219,-2.33633,2
213,1.055556,1.666669,104.22222,0.222856,-2.390383,2
157,1.22222,1.22222,114.22222,0.182073,-2.34019,2
185,1.388887,1.166665,96.44444,0.231166,-2.420203,2
181,0.222224,1.444445,123.22222,0.152134,-2.405477,2
181,0.722221,0.5,132.55556,0.096263,-2.264532,2
178,1.166665,1.111111,115.666664,0.174948,-2.270653,2
174,1.000001,0.944445,94.666664,0.247337,-2.337296,2
98,1.722227,1.111115,130.66667,0.112421,-2.268529,2
92,0.444443,0.833333,115.888885,0.176061,-2.326783,2
78,0.666667,0.944444,99.333336,0.242337,-2.395064,2
105,0.944443,1.500001,111.666664,0.202365,-2.303991,2
190,0.666667,0.777779,95.888885,0.244289,-2.371807,2
7,1.277779,0.944445,133.33334,0.096352,-2.214612,2
226,0.888889,1.055552,74.55556,0.362062,-2.239053,2
171,0.666668,0.666668,100.111115,0.241576,-2.389025,2
192,1.222221,1.333332,114.44444,0.185749,-2.270219,2
184,0.444445,0.777774,134.33334,0.105074,-2.328472,2
83,0.555555,0.722223,112.333336,0.187217,-2.39327,2
140,0.999999,1.111111,117.77778,0.172504,-2.354552,2
206,1.055557,0.888889,111.333336,0.198924,-2.297173,2
35,2.666665,3.833332,92.111115,0.26644,-2.357338,2
83,0.388889,0.888887,99.44444,0.241511,-2.387884,2
1,0.888891,1.111113,110.55556,0.210174,-2.35936,2
140,0.499999,0.888887,91.22222,0.283524,-2.286636,2
104,0.388889,0.833333,99,0.234493,-2.404553,2
59,0.611111,0.611112,103.44444,0.197734,-2.085954,2
21,0.666668,0.777779,105.888885,0.179697,-2.097815,2
194,1,1.166667,79.22222,0.323421,-2.22578,2
236,0.722224,1.388891,128.11111,0.125137,-2.282217,2
204,0.777777,1.777779,115.55556,0.19252,-2.402917,2
166,0.777777,0.722221,82.77778,0.316474,-2.239144,2
108,0.666667,11.111111,105.888885,0.20299,-2.295488,2
53,1.222225,2.666665,93.22222,0.258182,-2.368082,2
95,0.72222,1.499999,93.22222,0.275957,-2.271072,2
172,0.833333,1.055556,114,0.175844,-2.293386,2
244,0.555555,1.055553,73.55556,0.362172,-2.241633,2
199,1,1.277776,89.111115,0.297528,-2.252101,2
83,0.777776,0.666667,97.55556,0.234504,-2.351182,2
193,1.388891,0.888888,80.66667,0.320664,-2.235701,2
220,0.666668,1.333333,99.44444,0.241459,-2.393564,2
107,0.666662,1.166667,115.77778,0.184022,-2.370372,2
103,0.666667,1.333331,96.333336,0.236797,-2.355443,2
206,1.222219,1.888885,131.44444,0.105128,-2.182567,2
25,0.666665,0.555553,102.44444,0.225725,-2.278452,2
202,0.944448,1.111112,111.888885,0.199347,-2.299918,2
238,0.833335,1.055556,109.22222,0.214204,-2.364216,2
145,0.888889,0.888888,113.22222,0.196297,-2.333537,2
240,0.444444,1.666667,87.55556,0.299601,-2.302468,2
120,0.333335,0.500001,89.111115,0.276784,-2.220553,2
140,0.5,0.888891,99.111115,0.244021,-2.293933,2
143,1.111116,1.27778,116.77778,0.181475,-2.326919,2
124,1.000001,1.055553,119.22222,0.165616,-2.271128,2
8,1.388891,1.833333,102.55556,0.222954,-2.198158,2
221,0.444445,1.444444,109.888885,0.213809,-2.325679,2
57,0.555555,1.277779,93.111115,0.257746,-2.306204,2
72,1.111109,1.333333,129.88889,0.107616,-2.255012,2
44,0.611111,1.444443,102.666664,0.224139,-2.231826,2
84,1.166664,1.222221,117.44444,0.174209,-2.308766,2
11,1.777777,1.111112,93.888885,0.2797,-2.37202,2
112,0.555557,1.222223,100.77778,0.225384,-2.385308,2
188,1.222223,1.111113,114.44444,0.183109,-2.282923,2
143,1.277777,0.888888,117.666664,0.169397,-2.349252,2
216,0.666665,1.277779,115,0.189464,-2.348415,2
234,1.166668,1.000001,77.333336,0.348863,-2.246316,2
228,1.055555,0.833333,114,0.188892,-2.348006,2
231,0.555556,0.666669,108.111115,0.223879,-2.315477,2
250,0.611111,1.055553,80.111115,0.338487,-2.258443,2
36,0.999997,1.333333,120.666664,0.153497,-2.364884,2
186,0.666664,1.05556,129.44444,0.110653,-2.232616,2
165,0.888891,0.777779,79,0.330418,-2.207756,2
9,0.777777,1.499999,114.111115,0.19129,-2.366197,2
69,0.611112,0.666667,120.77778,0.160604,-2.339493,2
242,1.222224,1.000001,76.44444,0.359343,-2.254208,2
104,1,0.888889,95.111115,0.239143,-2.169999,2
147,1.166665,1.499998,117,0.165549,-2.306687,2
103,0.499997,1.111111,116.55556,0.184263,-2.352961,2
125,0.611109,2.166668,112.77778,0.200124,-2.357688,2
102,0.944447,0.611111,115.111115,0.183565,-2.295989,2
9,0.611111,1.000001,106.888885,0.176789,-2.015307,2
14,0.555553,1.222221,97.888885,0.253299,-2.238865,2
37,0.611111,0.555556,95.111115,0.258869,-2.367396,2
207,0.777777,0.888888,97.666664,0.237567,-2.357271,2
142,0.499999,0.500001,96.77778,0.247776,-2.408019,2
233,1.000001,0.777777,77.22222,0.34921,-2.228939,2
224,0.777776,0.666668,108.44444,0.211484,-2.315885,2
79,1.055553,0.999999,94.77778,0.265899,-2.247036,2
80,0.611111,0.722223,96.22222,0.254051,-2.434692,2
21,0.666668,0.777779,105.888885,0.179697,-2.097815,2
120,0.333335,0.500001,89.111115,0.276784,-2.220553,2
209,1.055556,1.111113,79.111115,0.325711,-2.224845,2
193,0.277779,0.722221,131.22223,0.103336,-2.146845,2
65,0.666665,1.111108,104,0.186099,-2.17166,2
82,0.611111,0.611111,111.77778,0.1952,-2.368498,2
92,1.722223,1.833335,87.22222,0.272403,-2.326201,2
44,1.166664,1.055553,114.666664,0.191215,-2.348002,2
18,0.888891,1.111115,134.33334,0.09906,-2.292384,2
60,0.722223,0.777777,101,0.218379,-2.229685,2
58,1.611109,1.499998,121,0.151812,-2.340765,2
48,0.611111,0.888891,105.666664,0.19308,-2.033487,2
180,0.944443,1,126.55556,0.12985,-2.346234,2
116,0.833333,0.888888,113.77778,0.194853,-2.346636,2
230,0.888888,1.611112,107.22222,0.207675,-2.368866,2
232,0.555555,0.777777,101.888885,0.23132,-2.384877,2
204,0.611111,0.833333,88,0.299583,-2.253408,2
183,0.777779,0.777779,88.77778,0.297205,-2.257217,2
44,0.444444,0.777779,93.888885,0.258079,-2.377965,2
84,0.833335,1.166669,92.888885,0.251552,-2.343789,2
92,0.611112,1.111112,93.888885,0.271501,-2.270851,2
254,0.94444,1.388891,129.44444,0.118733,-2.187422,2
164,1.055556,1,88.111115,0.292503,-2.238324,2
253,0.666668,0.888888,72,0.378682,-2.232,2
120,1.055555,2.055553,113.22222,0.197569,-2.30531,2
181,0.722221,0.5,132.55556,0.096263,-2.264532,2
209,0.833333,2.166667,135.11111,0.099836,-2.401587,2
179,0.444448,0.611109,126.44444,0.141107,-2.328735,2
169,0.722221,1.666667,77.333336,0.338288,-2.238522,2
186,0.944443,1.444441,111,0.199513,-2.35398,2
222,1.166672,1,127.55556,0.124312,-2.231555,2
188,0.777779,1.666668,95.666664,0.241934,-2.410388,2
241,0.833332,1.333333,74.55556,0.360194,-2.208019,2
112,0.944447,1.166665,93.888885,0.250143,-2.42468,2
82,5.666667,5.944445,3.333333,0.822893,-2.240133,3
41,1.777778,1.611111,1.222222,0.891608,-2.354881,3
78,1.611111,3.055555,1.111111,0.9109,-2.255673,3
96,2,3.333333,8.444445,0.618328,-2.45904,3
91,1.388889,0.611111,11.222222,0.562158,-2.230821,3
59,0.777778,1,0.111111,0.986111,-2.149743,3
130,7.277778,9.444444,10.111111,0.575126,-2.378944,3
220,0.222222,0.444444,0,1,-2.16176,3
126,21.055555,34.61111,60.333332,0.289624,-2.434193,3
240,29.222221,10.222221,29.777779,0.464912,-2.284187,3
139,1.055556,1.166667,0.777778,0.907407,-2.351514,3
54,0.722222,1.777778,3.777778,0.73447,-2.442323,3
73,1.555555,0.611111,0.222222,0.968254,-2.094395,3
104,0.333333,0.333333,0,1,-2.15073,3
235,1.388889,0.777778,1,0.881217,-2.248134,3
82,0.888889,0.888889,0,1,-2.173961,3
7,1.277778,2.444444,2.555556,0.665344,-3.044175,3
35,7.777778,7.833334,8.444445,0.637421,-2.523325,3
117,0.277778,0.388889,0,1,-2.123254,3
71,0.666667,0.722222,12.444445,0.56104,-1.793403,3
103,0.333333,0.277778,0,1,-2.094395,3
49,1.333333,1.555556,1.111111,0.867665,-2.435718,3
59,2.166667,1.444444,10.555555,0.681266,-2.231261,3
113,0.944445,1.111111,1.111111,0.872222,-2.186234,3
81,7.388889,4.833334,3.333333,0.809331,-2.349017,3
4,2.222222,1.555556,0.888889,0.910065,-2.244482,3
118,0.333333,0.888889,0,1,-2.175647,3
70,1.222222,1.777778,1.222222,0.89084,-2.395422,3
81,4.555555,7.5,9.888889,0.532728,-2.06232,3
126,1.388889,0.888889,0.444444,0.953086,-2.257122,3
221,1.166667,0.833333,0.333333,0.94709,-2.226355,3
9,2.944444,16.666666,17.333334,0.514254,-2.431513,3
78,1.611111,3.055555,1.111111,0.9109,-2.255673,3
121,0.944445,0.722222,1.111111,0.839947,-2.433795,3
70,3.666667,4.111111,17.88889,0.402492,-1.540214,3
33,1.333334,2.555556,3.222222,0.609788,-2.869948,3
31,0.888889,2.166666,1.555556,0.851379,-2.396657,3
57,2.277777,1.777778,12.222222,0.635624,-2.268148,3
235,0.444444,0.5,0,1,-2.156366,3
67,6.722223,2.666667,9,0.660813,-2.307511,3
226,0.333333,0.5,0.111111,0.977778,-2.155984,3
90,1.277778,1.333334,11.777778,0.596104,-2.259967,3
48,1.777778,1.166667,1.777778,0.842452,-2.339798,3
137,10.722224,31.222223,35.77778,0.37578,-2.380238,3
115,0.333333,0.333333,0,1,-2.094395,3
90,1.666667,1.166667,10.222222,0.584744,-2.247266,3
234,1.722222,1.388889,0.555556,0.960317,-2.173204,3
227,3.611111,4.333333,6.888889,0.604281,-2.481874,3
26,0.777778,0.833333,0.111111,0.984127,-2.178769,3
254,6.666666,9.444445,20.555555,0.651133,-2.255561,3
92,1.444444,2.055556,9.555555,0.596422,-2.235355,3
235,0.611111,0.944445,0.444444,0.938492,-2.269545,3
150,0.555556,0.611111,0.111111,0.986111,-2.212162,3
123,0.277778,0.277778,0,0.777778,-2.094395,3
27,0.222222,0.111111,0,0.222222,-2.094395,3
33,0.611111,1.333333,0.555556,0.883333,-2.548898,3
133,22.055555,29.888887,37.444443,0.397892,-2.416817,3
64,5.166667,8.833333,18.333334,0.629245,-2.295381,3
127,24.33333,22.111109,34.88889,0.366946,-2.476481,3
60,0.111111,0.222222,0,0.888889,-2.094395,3
17,0.888889,1.111111,0.444444,0.912963,-2.377624,3
95,0.722222,1.111111,2.333334,0.816909,-2.322295,3
54,0.666667,0.5,0,1,-2.229939,3
10,0.444445,0.722222,0.111111,0.986111,-2.189708,3
71,2.111111,2.666666,4.777778,0.698902,-2.445012,3
67,6.722223,2.666667,9,0.660813,-2.307511,3
96,0.333333,0.555555,0,1,-2.11372,3
203,2.666667,3.444444,3.222222,0.760191,-2.332766,3
37,1.777778,1.833333,3.777778,0.723011,-2.520215,3
80,24.388891,44.722225,58.77778,0.306281,-2.422127,3
98,0.222222,0.333333,0,1,-2.094395,3
45,25.5,27.277779,41.77778,0.358975,-2.360491,3
48,2.277778,2.333333,2.222222,0.82735,-2.345005,3
132,0.222222,0.222222,0,1,-2.094395,3
47,1.166667,1.055556,9,0.701476,-2.326275,3
37,1.777778,2.944445,1.888889,0.799074,-2.497929,3
233,0.388889,0.555555,0.111111,0.984127,-2.191382,3
58,0.888889,2.833333,1.444444,0.864482,-2.283787,3
20,0.111111,0.277778,0,0.666667,-2.094395,3
93,1.111111,1,1.333333,0.827249,-2.474562,3
230,0.277778,0.277778,0,1,-2.094395,3
101,0.444444,0.833333,0.222222,0.95,-2.200588,3
237,0.944444,0.833333,0.444444,0.940476,-2.133095,3
45,0.777778,0.777778,0.111111,0.986111,-2.123905,3
99,0.555555,0.555555,0.111111,0.977778,-2.239029,3
39,5.333334,6.5,4.111111,0.772152,-2.265747,3
201,3.944444,3.722222,1.444444,0.893054,-2.180291,3
119,2.444444,5,3.555556,0.767235,-2.390992,3
6,4.111111,5.722223,7.666666,0.628156,-2.388561,3
3,2.222222,1,1.888889,0.829748,-2.383949,3
214,0.277778,0.111111,0,1,-2.132635,3
56,4.555556,6.777779,4.555555,0.730592,-2.291762,3
94,0.444444,0.5,0,1,-2.094395,3
206,4.888889,3.833333,6.555555,0.597765,-2.326257,3
19,0.888889,2.111111,0.666667,0.457672,-2.569768,3
25,1.277778,0.722222,2,0.790011,-2.406809,3
47,2.277778,1.333333,2.111111,0.732926,-2.587228,3
9,2.944444,16.666666,17.333334,0.514254,-2.431513,3
68,1.111111,1.111111,0.222222,0.981482,-2.146531,3
2,3.833333,2.333333,2.111111,0.824784,-2.330693,3
29,2.833333,2.388889,2.111111,0.762963,-2.369864,3
14,13.055554,21.888885,25.555555,0.395671,-2.401825,3
128,0.777778,0.833333,0.222222,0.970238,-2.163434,3
9,1.277778,1.666667,0.888889,0.872222,-2.340801,3
11,0.277778,0.388889,0,1,-2.132635,3
234,0.833333,0.5,0.111111,0.984127,-2.152507,3
23,0.611111,0.666667,0.111111,0.981482,-2.237562,3
48,3.111111,2.055556,1.333333,0.885825,-2.271544,3
17,1.277778,2.722222,1.444444,0.806658,-2.618651,3
196,7.277777,5.777778,4.666667,0.738034,-2.289874,3
54,1.444444,0.833333,0.555556,0.944811,-2.186723,3
49,1.333333,2.111111,0.888889,0.875529,-2.313013,3
221,0.611111,0.388889,0,1,-2.094395,3
96,1,0.833333,2.666667,0.778863,-2.275792,3
118,3.277778,2.277778,3.555556,0.774121,-2.329093,3
74,1.222222,1.333333,8,0.718221,-2.305989,3
217,0.888889,1.722222,1.777778,0.822507,-2.268176,3
23,4.111111,7,8.777778,0.564898,-2.280561,3
75,0.222222,0.333333,0,1,-2.094395,3
103,0.944445,0.833333,0.444444,0.923809,-2.237562,3
52,0.722222,0.833333,0.666667,0.899735,-2.261719,3
68,0.666667,1.111111,0.111111,0.987654,-2.185466,3
20,11.499999,7.944445,13.666667,0.476884,-2.589111,3
40,1.277778,1.611111,1,0.907099,-2.429449,3
109,0.055556,0.055556,0,0.111111,-2.094395,3
75,3.944444,4.666666,2.333334,0.872146,-2.272973,3
49,0.166667,0.333333,0,0.777778,-2.094395,3
51,0.666667,1.388889,0.555556,0.917989,-2.358386,3
69,3.111111,2.777778,16.88889,0.425293,-1.61572,3
18,1.055556,0.666667,0.555556,0.926146,-2.164323,3
108,0.388889,0.222222,0,1,-2.094395,3
2,0.833333,0.277778,0.777778,0.881481,-2.02703,3
97,0.388889,0.166667,0,1,-2.094395,3
69,2.833333,2.111111,16,0.386612,-1.702833,3
104,0.5,0.833333,0.111111,0.977778,-2.422506,3
6,4.111111,5.722223,7.666666,0.628156,-2.388561,3
95,0.222222,0.222222,0,1,-2.094395,3
21,16.277779,20.222223,24.666666,0.400746,-2.593825,3
39,1.833333,2.388889,3.222222,0.762049,-2.467493,3
68,1.055555,1.277778,10.888889,0.601444,-2.035808,3
19,0,0,0,0,0,3
41,15.388889,26.611113,47.444443,0.297802,-2.356754,3
59,2.166667,1.444444,10.555555,0.681266,-2.231261,3
18,9.444444,9.944444,16.222223,0.415836,-2.514204,3
230,0.388889,0.388889,0,1,-2.11372,3
225,0.666667,0.666667,1.111111,0.867813,-2.217735,3
55,0.833333,1.388889,0.555556,0.93567,-2.18361,3
33,1.055556,1.722222,0.666667,0.676888,-2.152432,3
52,0.722222,0.833333,0.666667,0.899735,-2.261719,3
96,0.555555,1.222222,0.444444,0.931217,-2.366216,3
17,0.722222,0.666667,0.333333,0.916667,-2.4238,3
74,0.222222,0.111111,0,1,-2.094395,3
21,0.444444,0.444444,0,0.555556,-2.444563,3
53,0.555555,0.333333,0,0.888889,-2.137446,3
215,0.333333,0.666667,0,1,-2.169865,3
9,0,0,0,0,0,3
50,2.222222,2,2.555556,0.760734,-2.413992,3
1,12.166667,9.222222,14,0.595282,-2.438409,3
139,2.944444,3.166667,2.444444,0.804724,-2.300368,3
18,1.055556,0.666667,0.555556,0.926146,-2.164323,3
10,0.333333,0.5,0,0.666667,-2.151914,3
96,0.055556,0.222222,0,1,-2.094395,3
129,27.277779,25.277779,38.444443,0.348885,-2.320272,3
74,0.222222,0.111111,0,1,-2.094395,3
240,16.277779,14.166667,24.333334,0.489062,-2.286295,3
68,3.333333,2.722222,18.444445,0.523538,-2.090649,3
94,0.777778,0.777778,0.555556,0.915344,-2.408939,3
245,8.222222,10.722222,32.11111,0.549032,-2.251254,3
131,0.611111,0.5,0,1,-2.130339,3
68,1.5,1.111111,0.333333,0.969136,-2.146531,3
33,0.444444,1,0.222222,0.407407,-2.094395,3
224,1.222222,1.055556,0.888889,0.88955,-2.348987,3
16,4.333334,6.222223,4.333334,0.742819,-2.320628,3
106,1.111111,0.666667,13,0.638541,-2.354617,3
23,0.5,0.388889,0,0.777778,-2.094395,3
6,0.055556,0.055556,0,0.111111,-2.094395,3
199,2.388889,2.444444,2.777778,0.773815,-2.226247,3
18,8.666665,10.944443,32.333336,0.350169,-2.43063,3
5,0.222222,0.333333,0,1,-2.17128,3
23,0.5,0.388889,0,0.777778,-2.094395,3
37,0.833333,1.055556,0.222222,0.962963,-2.298085,3
217,1.166667,0.555555,0.222222,0.962963,-2.216604,3
58,2.166667,1.055556,11.111111,0.638455,-2.241956,3
41,15.388889,26.611113,47.444443,0.297802,-2.356754,3
226,1.277778,1.388889,1.555556,0.84169,-2.216721,3
207,0.888889,0.777778,0.555556,0.915344,-2.269023,3
118,0.222222,0.222222,0,1,-2.094395,3
98,4.666666,3.944445,4.888889,0.697226,-2.280146,3
101,0.666667,1.5,1.111111,0.843518,-2.519165,3
33,0.722222,0.666667,0.111111,0.977778,-2.337096,3
35,0.222222,0.222222,0,0.333333,-2.094395,3
93,3.055555,3.555555,6.444445,0.349471,-2.064514,3
120,4,5.833334,5.777778,0.686685,-2.356793,3
138,1.666667,1,3.111111,0.779866,-2.360782,3
228,0.722222,1.111111,0.444444,0.939815,-2.225735,3
21,0.444444,0.444444,0,0.555556,-2.444563,3
18,1.555556,1.888889,1.222222,0.862771,-2.229493,3
75,2.944445,6.166666,17.11111,0.622071,-2.29665,3
194,1.5,1.388889,1,0.836773,-2.284608,3
226,0.333333,0.5,0.111111,0.977778,-2.155984,3
55,1.833333,1.833333,2.888889,0.775282,-2.417517,3
197,3.722222,3.666666,1.666667,0.886048,-2.205437,3
108,0,0,0,0,0,3
241,4.277778,3.833333,2.555556,0.837478,-2.193967,3
68,2.777778,1.555556,14.222222,0.54583,-2.06017,3
19,1.388889,1.111111,0.888889,0.904321,-2.16608,3
38,0.944445,1.222222,0.555556,0.912698,-2.420258,3
226,3.055556,1.777778,1.555556,0.847729,-2.305729,3
224,1.5,2.333333,2.333334,0.78993,-2.355641,3
54,0.222222,0.388889,0,0.333333,-2.181439,3
37,7.833333,22.111109,14.888889,0.607613,-2.42507,3
27,0.611111,1.277778,0.333333,0.95172,-2.274071,3
100,3.722222,4.111111,2.222222,0.864664,-2.216473,3
113,0.444444,0.388889,0,1,-2.204847,3
127,1.5,0.888889,0.888889,0.915376,-2.257412,3
32,1.277778,2.222222,0.777778,0.919597,-2.151958,3
3,0.222222,0.111111,0,1,-2.094395,3
85,1.222223,2.388889,7.555555,0.691123,-2.396682,3
101,0.666667,1.5,1.111111,0.843518,-2.519165,3
58,2.944445,2.444444,10.111111,0.613385,-2.3163,3
22,0,0,0,0,0,3
122,0.611111,0.5,0,1,-2.142674,3
14,0.333333,0.444444,0,1,-2.315721,3
44,1.055556,1,0.222222,0.961905,-2.16176,3
61,0.833333,1.055556,0.111111,0.984127,-2.133095,3
87,0.388889,0.333333,0,1,-2.117548,3
228,0.166667,0.444444,0,1,-2.123254,3
75,0.722222,0.833333,0,1,-2.153599,3
96,0.722222,0.944444,0.111111,0.977778,-2.219242,3
140,1,1.111111,0.222222,0.973765,-2.267462,3
42,0.444445,0.444444,0.111111,0.092593,-2.094395,3
36,0.277778,1.277778,0.333333,0.251852,-2.53095,3
33,0.277778,0.111111,0,1,-2.132635,3
49,1.666667,3,2.222222,0.794108,-2.326455,3
13,0.833333,0.666667,1.555556,0.740476,-2.573381,3
26,1.555555,2.111111,1.777778,0.843607,-2.451983,3
55,6.388889,3.388889,5.111111,0.705482,-2.275553,3
113,0.277778,0.333333,0,1,-2.123254,3
59,11.166667,13.222221,12.222222,0.652043,-2.418074,3
195,3.055555,2.777778,3.444444,0.711898,-2.318885,3
58,1.111111,0.555556,0.111111,0.984127,-2.18129,3
33,0.111111,0.111111,0,0.111111,-2.094395,3
214,1.277778,1.333333,2,0.791667,-2.288981,3
25,1.611111,1.388889,0.888889,0.911448,-2.354575,3
231,3.444445,1.833333,1.444444,0.895369,-2.118937,3
1,12.166667,9.222222,14,0.595282,-2.438409,3
242,22.388887,15.166667,33.11111,0.420176,-2.274461,3
14,1.333333,1.111111,0.666667,0.874074,-2.552724,3
69,2.833333,2.111111,16,0.386612,-1.702833,3
54,1.444444,0.833333,0.555556,0.944811,-2.186723,3
14,0,0,0,0,0,3
27,1.111111,1.611111,3.666667,0.772831,-2.343004,3
76,3.222223,5.5,9.888889,0.60922,-2.439538,3
85,1.611111,0.944445,8.888889,0.696178,-2.335871,3
110,1.888889,2.277778,3.222222,0.759012,-2.452176,3
59,0.777778,1,0.111111,0.986111,-2.149743,3
99,0.444444,0.555555,0.111111,0.981482,-2.094395,3
98,1.055556,0.944444,0.555556,0.908995,-2.536514,3
204,1.055556,1.055556,0.333333,0.96142,-2.24908,3
76,1.833333,2.222222,1,0.903571,-2.255541,3
226,19.111113,20.444445,19.222221,0.508994,-2.488979,3
31,2.333333,2.777778,1,0.909236,-2.268209,3
86,3.888889,2.111111,6.666666,0.695755,-2.268991,3
232,2.388889,1.222222,0.444444,0.965812,-2.107303,3
17,1.277778,1.166667,0.555556,0.875926,-2.463852,3
7,0.055556,0.055556,0,0.111111,-2.094395,3
81,1.944444,1.055556,0.555556,0.935706,-2.289097,3
18,6.166666,12.888889,9,0.664785,-2.274205,3
237,0.388889,0.333333,0,1,-2.094395,3
115,0.555556,1.944444,9.666667,0.679513,-2.333318,3
201,9.5,8.777779,8.777778,0.630945,-2.363577,3
31,27.944443,18.277777,38.555557,0.413033,-2.308656,3
124,0.388889,0.277778,0,1,-2.123254,3
140,0.666667,2.666667,1.555556,0.853199,-2.234241,3
72,0.5,0.944444,0,1,-2.139494,3
220,0.388889,0.388889,0,1,-2.094395,3
63,0,0,0,1,-2.094395,3
6,0.333333,0.5,0.222222,1,-2.057287,3
17,1.166667,1.444444,0.222222,0.953704,-2.16921,3
117,2.333333,2.277777,9.222222,0.680787,-2.321226,3
132,18.944445,33.444447,35.88889,0.398824,-2.346057,3
98,0.555555,0.388889,0,1,-2.123254,3
83,0.722222,0.944444,5.222222,0.739265,-2.313534,3
100,0.777778,0.722222,0.333333,0.954365,-2.321865,3
80,24.388891,44.722225,58.77778,0.306281,-2.422127,3
58,2.166667,1.944444,1.222222,0.874917,-2.333804,3
118,3.555555,3.999999,7,0.694627,-2.344093,3
88,1.833333,2.055555,4.111111,0.695088,-2.412671,3
45,0.777778,0.777778,0.111111,0.986111,-2.123905,3
36,0.277778,1.277778,0.333333,0.251852,-2.53095,3
35,10.222221,9.833333,7.333334,0.674956,-2.492965,3
86,5.444444,3.055556,6,0.627944,-2.417818,3
196,1.777778,1.5,2,0.80862,-2.329423,3
106,0.333333,0.388889,0.111111,0.962963,-2.094395,3
18,1.555556,1.888889,1.222222,0.862771,-2.229493,3
132,2.666667,1.5,2.222222,0.833935,-2.386611,3
78,1.555555,2.555556,1.444444,0.876332,-2.28054,3
224,3.166667,7.388889,39.22222,0.290982,-1.980977,4
24,0.833335,1.111111,61,0.30227,-2.124981,4
51,16.222223,0.444445,30.333334,0.290355,-2.005742,4
49,2.611111,1.333334,50.666668,0.322931,-2.125735,4
168,0.833333,0.388889,51.555557,0.249829,-1.907955,4
124,1.388889,2,8,0.479931,-2.029312,4
113,1.999999,0.833331,65,0.279176,-2.078154,4
241,1.055556,4.111111,36.444443,0.274051,-1.990412,4
199,2.722222,0.5,46,0.199351,-1.836777,4
183,5,3,21.333334,0.447745,-2.242741,4
190,1.222221,1.833333,39.444443,0.267251,-1.970422,4
183,2.111109,0.777776,60,0.264986,-1.989475,4
21,0.888888,1,15.666667,0.408913,-2.115734,4
105,2.500001,1.833333,53.444443,0.289653,-2.022861,4
180,1.722221,1.111111,52.555557,0.251194,-2.021502,4
78,1.166667,1.388888,42.666668,0.340237,-2.102441,4
169,1,0.888889,53.444443,0.25976,-1.985584,4
41,2.444445,1.777778,56,0.259607,-2.00292,4
148,0.999999,1.222222,42.555557,0.325138,-2.105478,4
185,14.444446,1.166667,50.11111,0.265558,-2.007117,4
19,11.222222,0.666667,53.77778,0.329364,-2.126207,4
133,0.777777,22.444443,41.22222,0.275986,-2.015554,4
8,1.611111,0.333333,6.666666,0.484805,-2.044946,4
142,0.777778,1.722222,51.88889,0.146611,-1.567463,4
169,1,0.888889,53.444443,0.25976,-1.985584,4
153,9.388889,2.944444,27.11111,0.300208,-2.017779,4
102,1.611112,1.333334,53,0.304774,-2.129479,4
176,1.944444,1.444445,50.333332,0.268621,-2.00619,4
174,2.222223,0.944444,54.11111,0.174579,-1.720468,4
155,2.166667,15.388888,35.88889,0.204536,-1.67677,4
248,0.944443,1.111111,30.777779,0.323915,-2.102607,4
217,2.055556,1.055555,21.444445,0.483771,-2.237972,4
83,1.277777,1.222221,43,0.341229,-2.108995,4
87,0.944444,5.111111,36.88889,0.347454,-2.081842,4
48,2.444445,1.833334,42.555557,0.310818,-2.044238,4
247,3.555556,1.38889,24.88889,0.331663,-2.094392,4
209,0.833333,11.444444,35.77778,0.282411,-1.985027,4
228,2.055556,4.333334,39.555557,0.271572,-2.120131,4
167,1.277777,0.944443,36.88889,0.264564,-2.00456,4
178,0.722221,1.555556,39.555557,0.284582,-2.11881,4
185,18.444445,1.277777,46.11111,0.249253,-2.032518,4
127,11.555554,0.833334,30.777779,0.293949,-2.077668,4
105,0.388889,1.055556,53.22222,0.299664,-2.058,4
13,1.222223,1.222223,59.333332,0.316905,-2.145323,4
217,2.333333,1.444445,15.777778,0.505441,-2.134924,4
219,1.277777,0.666667,36.333336,0.282964,-1.962646,4
104,3.111111,4.666666,43.77778,0.309106,-2.056377,4
112,7.38889,1.277777,57.666668,0.278345,-2.108813,4
92,1.111111,0.777777,53.444443,0.314365,-2.070832,4
56,1.111111,4.722223,46.22222,0.230455,-1.991445,4
141,3.722223,5,40.333336,0.268186,-2.030048,4
236,0.777779,1.277778,39.555557,0.330477,-2.09948,4
52,13.888889,0.277778,31.333334,0.33727,-2.030428,4
37,1.000001,2.555556,41.11111,0.258916,-1.886072,4
227,6.666668,1.333333,33.22222,0.325768,-2.129523,4
242,1.5,1.222223,34.555557,0.300796,-1.984566,4
102,2.277777,1.833333,35.555557,0.264152,-2.049172,4
185,9.277779,2.833333,45,0.278726,-1.95422,4
166,0.777777,5.277777,40.555557,0.178875,-1.748546,4
68,21.333334,1.333334,32.11111,0.316177,-1.981846,4
34,5.777778,0.499999,52.444443,0.313235,-2.161793,4
19,3.88889,1.166667,50.666668,0.317014,-2.102047,4
72,3.944445,2.277778,48.555557,0.344409,-2.060607,4
