@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Vedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
27,9,1.277776,136.2963,-17.88889,-9.888889,2
78,9,1.055557,135.55556,-20.666666,-13.666667,2
65,9,0.722221,125.666664,-31,-17,2
36,9,0.944443,114.03704,-39.77778,-15.444445,2
46,9,0.611109,124.55556,-35.333332,-14,2
87,9,1.222224,135.40741,-22.555555,-10.555555,2
62,9,0.666667,110.03704,-27.777779,-21.11111,2
48,9,1.222224,134.85185,-21.88889,-11.888889,2
31,9,1.444444,126.81481,-29.11111,-14.111111,2
18,9,1,137.88889,-19.333334,-10.666667,2
13,9,0.777779,104.111115,-47.666668,-25.333334,2
17,9,0.666665,126.14815,-33.444443,-13.777778,2
85,9,0.833333,93.55556,-43,-30.333334,2
68,9,1,105.77778,-32,-25.333334,2
67,9,1,108.85185,-28.222221,-21.88889,2
90,9,0.611112,113.111115,-22.333334,-23.333334,2
35,9,1.111111,127.55556,-30.333334,-14.666667,2
23,9,1.055555,124.44444,-37.666668,-14,2
39,9,0.722223,127.07407,-32.22222,-13.888889,2
21,9,0.444445,130.14815,-28.11111,-11.111111,2
90,9,0.666668,113.48148,-22.777779,-22.444445,2
64,9,0.666667,108.77778,-37.333332,-15,2
12,9,0.777777,127.44444,-35.666668,-11.333333,2
75,9,0.666667,116.703705,-32.444443,-16.444445,2
60,9,0.833333,123.666664,-29,-15,2
15,9,0.444445,140.77777,-19.333334,-8.666667,2
16,9,0.5,111.81481,-38.11111,-19.777779,2
27,9,1.055557,137.51852,-14.888889,-12.222222,2
76,9,0.833332,90.07407,-46.555557,-32.88889,2
21,9,0.666662,126.77778,-33,-12.333333,2
51,9,0.722224,108.74074,-40.555557,-14.222222,2
62,9,0.888889,99.666664,-42,-23.333334,2
29,9,1.222224,128.48148,-28.444445,-14.444445,2
57,9,1.055556,100.44444,-42.666668,-22.666666,2
16,9,0.444444,102.51852,-44.88889,-22.555555,2
25,9,1.333332,126.03704,-35.11111,-13.444445,2
25,9,0.77778,112.22222,-43.333332,-14,2
80,9,0.999999,96.333336,-41.666668,-27.333334,2
13,9,1.277776,118.666664,-36.333332,-15,2
47,9,0.72222,107.111115,-41.666668,-23.333334,2
35,9,1.222223,124.55556,-30.333334,-16.333334,2
71,9,0.722221,122.18519,-32.22222,-16.222221,2
72,9,0.777777,125.44444,-34,-13,2
49,9,0.833336,127.40741,-31.222221,-15.888889,2
96,9,0.388889,90.81481,-44.444443,-30.11111,2
25,9,0.999999,128,-30.666666,-12.333333,2
28,9,0.555553,110.48148,-37.77778,-24.11111,2
45,9,0.944444,101.22222,-42.333332,-26,2
101,9,0.444448,134.92592,-25.444445,-11.444445,2
20,9,1.055555,125,-33,-13.666667,2
27,9,0.722221,138.07408,-16.555555,-8.888889,2
62,9,0.833335,126.48148,-26.777779,-14.777778,2
21,9,0.666662,126.77778,-33,-12.333333,2
74,9,0.333335,101.85185,-38.22222,-25.88889,2
56,9,0.444443,126,-30.333334,-13.666667,2
89,9,0.555555,106.07407,-38.88889,-19.222221,2
36,9,1.111111,103.03704,-40.444443,-26.11111,2
49,9,1.055557,124.03704,-32.77778,-16.444445,2
42,9,0.777779,108.92593,-39.77778,-12.111111,2
27,9,0.833335,122.666664,-33.333332,-14.666667,2
81,9,0.722224,105.92593,-42.11111,-14.777778,2
41,9,0.388889,112.111115,-39.333332,-12.333333,2
74,9,0.333335,101.85185,-38.22222,-25.88889,2
41,9,0.888891,121.48148,-33.77778,-18.444445,2
57,9,1.22222,124.703705,-31.444445,-13.444445,2
14,9,0.888888,113.81481,-41.11111,-13.777778,2
19,9,0.944445,137.77777,-18.666666,-7.333334,2
50,9,0.444445,122.07407,-36.555557,-16.555555,2
59,9,0.500001,126.14815,-28.777779,-14.111111,2
15,9,0.888891,130.14815,-31.444445,-14.111111,2
56,9,0.444443,126,-30.333334,-13.666667,2
32,9,0.944445,112.03704,-38.444443,-23.11111,2
20,9,1.055555,125,-33,-13.666667,2
18,9,0.833333,113.77778,-34.333332,-14.666667,2
50,9,1.000001,107.44444,-38.333332,-16.666666,2
39,9,0.499997,127.51852,-32.88889,-13.222222,2
33,9,0.888889,124.55556,-34,-15,2
43,9,1.055555,107.14815,-39.11111,-24.11111,2
18,9,1.222221,125.62963,-34.88889,-14.222222,2
35,9,0.277779,136.48148,-15.777778,-13.444445,2
82,9,0.555556,106.51852,-40.88889,-17.222221,2
81,9,12.166667,21.333334,-22,-5.666666,3
118,9,0.222222,0.925926,-2.777778,-2.111111,3
114,9,0.833333,1.740741,-2.888889,-3.555556,3
90,9,1.277778,4.666666,-6.333334,3,3
120,9,2.166667,19.074074,-25.555555,-16.555555,3
89,9,0.777778,2.296296,-6.555555,-5.888889,3
124,9,1.111111,1.148148,-3.111111,-1.777778,3
102,9,7.277778,14.37037,-12.777778,-4.777778,3
130,9,0.277778,0.888889,-2.666667,-2.333333,3
120,9,0.777778,1.333333,-3.666667,-2.333333,3
122,9,7.388889,6.62963,-9.888889,-4.222222,3
115,9,3.333333,26.037037,-22.777779,-16.11111,3
119,9,2.277777,20.592592,-25.11111,-14.111111,3
130,9,0.555555,2.407408,-5.888889,-1.888889,3
76,9,1.777778,8.259259,-13.444445,-1.777778,3
69,9,19.111113,23.814816,-13.777778,-2.777778,3
137,9,0.277778,0.777778,-2.333333,-2,3
89,9,4,10.481482,-14.111111,-5.777778,3
143,9,1.5,4.185185,-9.888889,-5.888889,3
126,9,1.055556,2.777778,-6.666666,-0.666667,3
87,9,1.555556,2.925926,-5.111111,-3.111111,3
88,9,1.5,3.296296,-7.888889,-5.222222,3
122,9,2.777778,20.148148,-17.777779,-15.111111,3
138,9,0.722222,1.148148,-3.111111,-1.777778,3
124,9,0.277778,0.666667,-2,-2,3
115,9,2.444444,7.555555,-12,-4,3
115,9,0.666667,2.703704,-6.444445,-2.444444,3
120,9,0.388889,1,-3,-3,3
95,9,2.111111,9.518518,-14.222222,-3.555556,3
71,9,13.055554,31.851852,-18.88889,-6.222222,3
73,9,6.666666,34.703705,-42.444443,-25.444445,3
115,9,1.166667,1.888889,-5,-3.333333,3
91,9,1.444444,3.259259,-8.111111,-6.111111,3
95,9,1.277778,4.62963,-10.888889,-2.888889,3
113,9,2.944445,27.88889,-32.333332,-16.666666,3
87,9,11.166667,17.11111,-14.666667,-4.333334,3
129,9,0.5,0.518518,-1.555556,-1.555556,3
81,9,12.166667,21.333334,-22,-5.666666,3
116,9,1.277778,18.74074,-20.88889,-11.555555,3
122,9,3.666667,19.88889,-6,-9.666667,3
120,9,0.944445,3.518518,-7.222222,-1.888889,3
142,9,1.888889,3.851852,-6.555555,-3.555556,3
87,9,24.388891,67.44444,-26,-8.666667,3
141,9,0.722222,1.555556,-4.333334,-2,3
122,9,1.222222,16.148148,-24.444445,-12.111111,3
123,9,0.388889,1.148148,-3.444444,-3.444444,3
142,9,0.777778,0.555556,-1.333333,-1,3
95,9,2.166667,4.444445,-9.666667,-4,3
124,9,0.222222,0.888889,-2.666667,-2,3
96,9,2.333333,3.777778,-8.333333,-4.333334,3
126,9,2.388889,1.518519,-3.222222,-2.888889,3
77,9,1.777778,5,-11.333333,-4.333334,3
78,9,14.833332,79.666664,-26.666666,-8.666667,3
79,9,16.277779,32.77778,-25.333334,-13.666667,3
124,9,3.444445,3,-4.666666,-4,3
73,9,8.222222,46.666668,-43.666668,-26.666666,3
120,9,0.5,1.518519,-4.222222,-3.555556,3
97,9,0.888889,2.62963,-6.222222,-3.555556,3
102,9,0.555555,3.37037,-8.444445,-4.444445,3
99,9,1.611111,4.148148,-9.111111,-5.444445,3
111,9,3.722222,4.888889,-8,-4.666666,3
141,9,1.388889,3.259259,-8.444445,-4.777778,3
113,9,0.388889,0.962963,-2.888889,-2.555556,3
91,9,1.611111,3.888889,-9,-3.666667,3
90,9,2.944445,5,-7.333334,0.333333,3
128,9,2.944445,16.481482,-19.11111,-9.111111,3
95,9,1.333333,2.259259,-4.777778,-0.111111,3
132,9,0.444444,0.740741,-1.888889,-1.888889,3
102,9,1.111111,4.037037,-9.111111,-4.111111,3
126,9,1.944444,2.962963,-7.222222,-3.555556,3
125,9,0.666667,3.925926,-7.111111,-4.444445,3
117,9,0,0,0,0,3
124,9,0.222222,1.074074,-3.222222,-3.222222,3
91,9,2.222222,5.62963,-11.222222,-3.888889,3
139,9,2.833333,18.074074,-6.222222,-7.222222,3
80,9,21.055555,68.77778,-25.333334,-7,3
80,9,4.888889,10.037037,-10.444445,-4.777778,3
121,9,0.277778,1.148148,-3.444444,-3.111111,3
136,9,6.722223,15.518518,-19.555555,-9.888889,3
95,9,1.666667,5.185185,-8.888889,-3.888889,3
81,9,4.111111,12.481482,-14.444445,-4.777778,3
88,9,3.611111,7.777778,-12.666667,-4,3
88,9,0.611111,2.777778,-7,-4,3
112,9,0.333333,0.444444,-1.333333,-1,3
140,9,0.722222,8.333333,-13.666667,-3.333333,3
95,9,0.722222,6.481482,-12.444445,-5.777778,3
115,9,2,14.777778,-19,-5.333334,3
114,9,0.833333,1.851852,-5.222222,-3.222222,3
98,9,0.611111,2.037037,-4.444445,-0.111111,3
110,9,0.833333,1.814815,-5.111111,-4.111111,3
123,9,1.055556,1.481481,-3.777778,-2.777778,3
126,9,0.722222,11.185185,-17.88889,-8.555555,3
146,9,0,0,0,0,3
135,9,0.388889,0.962963,-2.888889,-2.555556,3
73,9,0.888889,4.851852,-9.222222,-5.222222,3
90,9,1.055556,2.814815,-6.777778,-5.444445,3
138,9,0.444445,0.296296,-0.555556,-0.555556,3
93,9,2.666667,6.777778,-10.666667,-4.666666,3
64,9,16.277779,31,-19,-2,3
88,9,0.888889,5.259259,-11.111111,-3.444444,3
122,9,1.666667,16.185184,-17.88889,-9.555555,3
100,9,2.388889,6.074074,-9.888889,-6.555555,3
125,9,0.333333,1.148148,-3.444444,-2.444444,3
90,9,5.666666,9,-12.666667,-7.333334,3
137,9,0.388889,0.666667,-2,-2,3
94,9,1.333334,5.888889,-8,2.333333,3
85,9,3.111111,4.296296,-8.888889,-4.888889,3
114,9,5.166667,29.814816,-34.444443,-17.777779,3
81,9,22.388887,41.925926,-26.444445,-14.444445,3
121,9,0.666667,3.407408,-6.888889,-0.888889,3
81,9,4.111111,12.481482,-14.444445,-4.777778,3
80,9,2.944444,23.62963,-18.88889,-5.222222,3
124,9,1.5,2.814815,-5.444445,-2.777778,3
145,9,0.277778,0.851852,-1.555556,-0.222222,3
98,9,1.222222,4.666666,-10.333333,-3.333333,3
136,9,0,0,0,0,3
129,9,0.5,0.518518,-1.555556,-1.555556,3
142,9,0.111111,0.037037,-0.111111,-0.111111,3
117,9,1.555555,1.333333,-3.333333,-3.333333,3
95,9,1.222222,3.518518,-7.888889,-3.222222,3
96,9,3.833333,5.222222,-9.333333,-4.333334,3
119,9,0.333333,1.444444,-4.333334,-4,3
81,9,1.388889,3.481482,-7.444445,-4.444445,3
110,9,2.333333,17.222221,-24,-11.333333,3
124,9,3.444445,3,-4.666666,-4,3
107,9,1.111111,1.777778,-4.666666,-3.666667,3
75,9,15.388889,55,-22.666666,-8.666667,3
96,9,1,6.296296,-10.888889,-5.888889,3
106,9,1.833333,3.666667,-8,-4.666666,3
136,9,0.333333,0.703704,-1.777778,-1.777778,3
134,9,2.666667,6.185185,-11.888889,-3.888889,3
91,9,3.388889,6.259259,-11.444445,-6.111111,3
145,9,4.555555,13.444445,-10.666667,-9.333333,3
133,9,0,0,0,0,3
144,9,0.555556,2.518518,-7.222222,-4.888889,3
109,9,3.555555,13.296296,-18.88889,-8.222222,3
107,9,4.666666,8.703704,-11.444445,-6.111111,3
144,9,0.444444,1.148148,-3.444444,-3.444444,3
135,9,0.555555,0.740741,-2.222222,-1.888889,3
126,9,7,10.185185,-15.888889,-5.222222,3
90,9,1.055556,2.814815,-6.777778,-5.444445,3
119,9,2.277778,4.37037,-6.777778,-0.444444,3
136,9,3.111111,19.444445,-7.666666,-11.333333,3
131,9,0.222222,0.518518,-1.555556,-1.555556,3
127,9,1.166667,17.592592,-25.777779,-11.777778,3
103,9,0.666667,2.148148,-6.111111,-4.444445,3
128,9,0.222222,0.740741,-2.222222,-2.222222,3
79,9,1.277778,4.851852,-8.555555,-4.555555,3
117,9,0.277778,1.074074,-3.222222,-2.888889,3
139,9,0.166667,0.444444,-1.333333,-1.333333,3
121,9,1.611111,17.222221,-25,-11,3
103,9,1.777778,3.851852,-5.888889,-1.222222,3
96,9,0.944445,3.814815,-8.111111,-6.111111,3
136,9,3.888889,12.185185,-16.555555,-9.555555,3
125,9,0.611111,1.37037,-4.111111,-3.444444,3
101,9,3.388889,10.185185,-13.222222,-2.888889,3
144,9,0.388889,0.962963,-2.888889,-2.888889,3
95,9,1.277778,3.148148,-7.111111,-5.777778,3
109,9,2.222222,5.666666,-9.333333,-2.666667,3
143,9,0.277778,0.407407,-1.222222,-1.222222,3
107,9,1.111111,22.555555,-28.666666,-11.666667,3
98,9,3.944444,5.518518,-9.555555,-5.222222,3
121,9,0.666667,3.407408,-6.888889,-0.888889,3
83,9,24.555555,23.296297,-10.555555,-5.222222,3
140,9,5.444444,9.925926,-11.777778,-3.777778,3
120,9,5.666667,6.962963,-10.888889,-6.555555,3
141,9,2.388889,12.666667,-14.333333,-3.333333,3
109,9,1.5,1.962963,-4.888889,-3.555556,3
89,9,0.777778,2.296296,-6.555555,-5.888889,3
132,9,0.444444,1.296296,-3.888889,-2.555556,3
139,9,2.833333,18.074074,-6.222222,-7.222222,3
118,9,0.277778,0.703704,-2.111111,-1.777778,3
137,9,0.055556,0.259259,-0.777778,-0.777778,3
133,9,0.055556,0.481482,-1.444444,-1.444444,3
100,9,0.722222,1.222222,-3.333333,-1.333333,3
137,9,0.111111,0.222222,-0.666667,-0.666667,3
124,9,1,2.518518,-6.888889,-3.888889,3
106,9,0.944444,2.407408,-5.888889,-5.222222,3
115,9,0.777778,2.740741,-7.222222,-3.222222,3
130,9,0.555555,1.37037,-3.777778,-2.111111,3
73,9,1.5,5.814815,-10.444445,-4.111111,3
116,9,1.333333,3,-6.333334,-2.666667,3
84,9,3.055556,4.555555,-9,-4.333334,3
138,9,3.222223,16.518518,-19.88889,-4.888889,3
125,9,0.666667,3.925926,-7.111111,-4.444445,3
108,9,25.5,49.814816,-24.11111,-9.777778,3
80,9,1.833333,7.074074,-12.555555,-3.555556,3
75,9,29.222221,38.037037,-24.777779,-13.111111,3
123,9,0.722222,1.074074,-2.888889,-1.888889,3
122,9,0.722222,1.592593,-4.777778,-3.777778,3
120,9,0.444444,1.444444,-4.333334,-3.333333,3
138,9,0.888889,1.407407,-4.222222,-2.888889,3
128,9,2.944444,5.296296,-8.555555,-4.222222,3
108,9,1.277778,1.851852,-3.888889,-0.555556,3
105,9,3.722222,4.148148,-7.444445,-5.111111,3
76,9,1.277778,2.444444,-4.666666,-2,3
110,9,0.333333,1.666667,-4.666666,-3.666667,3
118,9,0.055556,0.037037,-0.111111,-0.111111,3
107,9,4.555556,7.962963,-10.222222,-4.888889,3
97,9,0.388889,2.111111,-6,-4.333334,3
123,9,0.333333,1.37037,-4.111111,-3.111111,3
123,9,0.5,1.518519,-4.555555,-3.555556,3
111,9,0.5,1.296296,-3.888889,-2.888889,3
133,9,0.222222,0.740741,-2.222222,-2.222222,3
77,9,1.833333,7.703704,-13.444445,-2.777778,3
93,9,1.777778,5,-9,-4,3
86,9,9.5,13.407408,-13.888889,-5.555555,3
108,9,6.388889,8.666667,-10.666667,-5.666666,3
145,9,0.277778,0.851852,-1.555556,-0.222222,3
93,9,0.833333,3,-7.333334,-5.333334,3
105,9,10.722224,42.851852,-21.222221,-8.222222,3
124,9,1.166667,1.148148,-2.777778,-1.777778,3
125,9,0.944445,1.777778,-4,-2.333333,3
122,9,0.444444,0.555556,-1.666667,-0.333333,3
83,9,0.833333,3.703704,-6.444445,-0.444444,3
87,9,1.555556,2.925926,-5.111111,-3.111111,3
125,9,0.944445,1.777778,-4,-2.333333,3
82,9,1.555555,5.592593,-11.444445,-2.444444,3
137,9,4.277778,5,-7.333334,-4.666666,3
109,9,0.888889,4.296296,-8.555555,-3.888889,3
122,9,1.722222,2.259259,-5.111111,-3.777778,3
138,9,1.277778,5.185185,-9.555555,-2.888889,3
116,9,0.777778,1.962963,-5.222222,-3.888889,3
90,9,1.388889,3.407408,-7.555555,-5.888889,3
135,9,0.222222,0.222222,-0.666667,-0.666667,3
121,9,1.055556,3.703704,-8.777778,-3.444444,3
72,9,1.277778,4.518518,-8.888889,-5.888889,3
119,9,0.833333,1.222222,-3.333333,-2.666667,3
82,9,4.333334,8.481482,-12.444445,-5.777778,3
120,9,0.333333,1.592593,-4.777778,-2.111111,3
109,9,0.888889,4.296296,-8.555555,-3.888889,3
122,9,0.444444,0.555556,-1.666667,-0.333333,3
106,9,0.611111,2.185185,-5.555555,-2.555556,3
69,9,3.611111,11.074074,-12.555555,-2.222222,3
99,9,0.777778,2.037037,-5.777778,-4.777778,3
110,9,1.277778,3.962963,-7.555555,0.111111,3
91,9,1.444444,3.259259,-8.111111,-6.111111,3
120,9,1.388889,16.851852,-16.88889,-9.888889,3
100,9,7.277777,8.148149,-10.444445,-5.111111,3
145,9,0.888889,2.074074,-4.222222,-0.222222,3
124,9,1,2.518518,-6.888889,-3.888889,3
124,9,0.277778,0.666667,-2,-2,3
136,9,0.555555,1.111111,-3,-2.666667,3
107,9,10.222221,9.518518,-6.555555,-1.555556,3
111,9,0.611111,1.333333,-4,-4,3
92,9,4.111111,12.666667,-11.666667,-6.333334,3
138,9,0.333333,0.777778,-2.333333,-2.333333,3
136,9,1.833333,8,-11.666667,-4,3
94,9,0.444445,2.259259,-6.444445,-4.777778,3
75,9,15.388889,55,-22.666666,-8.666667,3
120,9,0.333333,1.148148,-2.777778,-2.777778,3
108,9,25.5,49.814816,-24.11111,-9.777778,3
124,9,1.222223,14.666667,-21.333334,-7,3
110,9,0.333333,1.666667,-4.666666,-3.666667,3
120,9,2.166667,19.074074,-25.555555,-16.555555,3
102,9,0.722222,2.888889,-6.666666,-3.666667,3
123,9,0.611111,1.185185,-3.555556,-2.888889,3
81,9,24.33333,42.555557,-23,-4.666666,3
96,9,2.222222,3.555556,-8,-4.666666,3
127,9,0.222222,0.62963,-1.888889,-1.888889,3
107,9,1.166667,2.222222,-5.666666,-3.666667,3
106,9,0.222222,0.555556,-1.666667,-1.666667,3
83,9,2.277778,6.259259,-12.111111,-4.777778,3
99,9,3.055555,6.740741,-9.888889,-4.555555,3
127,9,0.777778,2.740741,-6.555555,-1.888889,3
131,9,0.444444,0.740741,-1.555556,-1.555556,3
85,9,3.277778,8.185185,-13.888889,-6.222222,3
98,9,0.388889,1.407407,-4.222222,-3.888889,3
91,9,0.722222,2.62963,-6.555555,-4.222222,3
133,9,0.555555,0.962963,-2.888889,-2.555556,3
66,9,8.666665,39.88889,-22.666666,-6.333334,3
91,9,18.944445,42.814816,-20.777779,-8.777778,3
144,9,0.444444,1.148148,-3.444444,-3.444444,3
127,9,1.055555,16.37037,-16.444445,-13.777778,3
121,9,1.444444,14.962963,-16.222221,-9.222222,3
80,9,2.944444,23.62963,-18.88889,-5.222222,3
147,9,3.055555,7.703704,-3.777778,-2.777778,3
102,9,22.055555,44.037037,-19.777779,-6.111111,3
134,9,0.055556,0.037037,-0.111111,-0.111111,3
133,9,0,0,0,0,3
137,9,0.444444,1.148148,-2.777778,-1.777778,3
130,9,0.333333,0.777778,-2.333333,-2.333333,3
131,9,0,0,0,0,3
70,9,11.499999,18.592592,-14.777778,-1.111111,3
144,9,0.222222,1,-3,-3,3
116,9,0.944445,2.814815,-6.777778,-1.777778,3
111,9,0.555556,18.037037,-25.11111,-11.111111,3
138,9,0.222222,0.259259,-0.777778,-0.444444,3
112,9,1.333333,3.814815,-8.111111,-2.111111,3
87,9,24.388891,67.44444,-26,-8.666667,3
137,9,1.666667,7.62963,-13.555555,-5.222222,3
120,9,0.833333,1.925926,-5.111111,-2.444444,3
113,9,0.611111,1.407407,-3.888889,-2.222222,3
134,9,0.5,1.777778,-5,-1.333333,3
146,9,0.055556,0.037037,-0.111111,-0.111111,3
98,9,0.722222,1.518519,-3.555556,-0.555556,3
120,9,3.944444,3.740741,-6.888889,-4.888889,3
124,9,1.277777,38.592594,-8.111111,-14.777778,4
70,9,1.111111,61.11111,-23,-24.666666,4
118,9,14.444446,55.074074,-14.888889,-18.88889,4
127,9,2.166667,36.51852,-1.888889,-11.555555,4
132,9,6.666668,38.77778,-16.666666,-14.666667,4
109,9,1.166667,41.814816,-17.11111,-18.444445,4
69,9,1.555555,36.962963,-0.888889,-8.888889,4
120,9,2.222221,60.037037,-9.444445,-18.444445,4
99,9,0.777778,51.88889,0,-12.333333,4
20,9,1.333333,35.48148,-10.444445,-11.444445,4
148,9,2.055556,29.074074,-22.88889,-14.555555,4
140,9,4.222222,26.444445,-9,-8.666667,4
87,9,1.88889,64.03704,-24.777779,-24.11111,4
28,9,4.277777,62.407406,-26.88889,-23.222221,4
139,9,5.5,64.666664,-20.333334,-22,4
108,9,4.611111,58.074074,-16.222221,-18.222221,4
77,9,22.166666,32.77778,-7.666666,-7,4
111,9,0.388889,60.185184,-20.88889,-23.222221,4
133,9,2.388889,36.77778,-14.333333,-14.333333,4
103,9,0.944445,58.88889,-20,-21.333334,4
160,9,3.000001,22.851852,-13.888889,-12.222222,4
95,9,2.055556,55.62963,-24.555555,-23.555555,4
35,9,0.722223,69.44444,-23,-24.666666,4
85,9,5.5,48.88889,-19.333334,-18.666666,4
121,9,0.888889,53.666668,-20.333334,-19.333334,4
146,9,0.888889,10.592592,-7.777778,-7.444445,4
103,9,0.944443,35.62963,-14.555555,-14.222222,4
129,9,19.277777,37.88889,-14.333333,-14.333333,4
32,9,1.111111,59.48148,-15.777778,-18.444445,4
38,9,1.222223,58,-24,-25,4
126,9,1.166667,57.814816,-16.444445,-21.444445,4
104,9,1.388889,57.333332,-13.666667,-19,4
48,9,0.722222,42.074074,-9.888889,-13.555555,4
73,9,1.722221,46.296295,-1.888889,-12.555555,4
62,9,0.888891,66.77778,-28,-25.666666,4
68,9,0.833332,56.296295,-21.222221,-22.88889,4
87,9,6.833334,43.333332,-16.333334,-18.333334,4
156,9,2.055556,21,-12.666667,-12,4
122,9,0.833333,39.22222,-10.333333,-14.666667,4
25,9,0.722221,44.814816,-15.777778,-14.777778,4
128,9,7.055555,53.25926,-20.777779,-20.777779,4
70,9,2.222223,36.74074,-9.222222,-13.888889,4
126,9,0.388889,36.185184,-7.888889,-12.555555,4
128,9,21.333334,35.592594,-10.444445,-14.111111,4
93,9,1.611109,62.851852,-24.222221,-24.88889,4
129,9,2.055556,62.407406,-24.555555,-22.222221,4
133,9,4.388889,21.444445,-4.666666,-8.333333,4
125,9,2.277778,58.22222,-24,-22.666666,4
84,9,3,8.888889,-4.666666,-4,4
104,9,6.611111,55.74074,-20.555555,-20.88889,4
129,9,1.944445,24.703703,-16.777779,-13.777778,4
98,9,1.277778,33.962963,-8.888889,-12.222222,4
101,9,1.111112,45.037037,-18.11111,-18.11111,4
122,9,2.055556,34.185184,-14.888889,-15.555555,4
75,9,1.5,41.11111,-2.333333,-11.333333,4
147,9,3.111111,49.77778,-18,-20,4
122,9,1.5,36.185184,-10.555555,-12.888889,4
13,9,0.22222,70.37037,-29.11111,-24.11111,4
125,9,1,42.814816,-11.111111,-15.777778,4
44,9,0.555555,47.814816,-14.777778,-15.777778,4
34,9,1.111111,54.25926,-24.11111,-24.11111,4
162,9,1.388889,10.037037,-6.111111,-7.444445,4
79,9,0.444445,45.814816,-8.777778,-15.444445,4
121,9,2.166667,32.37037,-11.111111,-13.444445,4
129,9,2.277779,51,-12.333333,-16.666666,4
124,9,1.499999,54.333332,-14.666667,-18,4
134,9,2.555555,48.925926,-21.11111,-21.444445,4
119,9,1.111111,39.851852,-10.888889,-14.222222,4
127,9,2.444444,40.74074,-8.222222,-14.222222,4
117,9,0.777779,45.88889,-19,-18.666666,4
98,9,1.333334,52.851852,-15.888889,-19.555555,4
38,9,11.055554,64.62963,-19.222221,-22.222221,4
126,9,0.666667,20.555555,-13.333333,-11,4
17,9,3.722223,44.592594,-12.777778,-15.444445,4
127,9,2.444444,40.74074,-8.222222,-14.222222,4
81,9,0.444443,59.444443,-22.666666,-22.333334,4
34,9,1.999999,72.888885,-23.666666,-25,4
68,9,1.833334,56.77778,-14.333333,-20,4
68,9,2.888889,37.962963,-1.222222,-9.888889,4
154,9,3.222222,19.703703,-14.444445,-12.111111,4
145,9,5.055555,26.777779,-7.666666,-12,4
120,9,4.444445,47.851852,-9.222222,-16.222221,4
123,9,1.555555,52.814816,-14.444445,-19.444445,4
158,9,2.833333,21.037037,-12.777778,-11.111111,4
110,9,4.88889,34.11111,-15,-16,4
73,9,0.944444,58.814816,-14.444445,-19.444445,4
117,9,0.777779,45.88889,-19,-18.666666,4
135,9,2.388887,69.92593,-18.777779,-23.11111,4
111,9,16.222223,34.11111,-11.333333,-13,4
129,9,8.055556,32.037037,-13.444445,-13.777778,4
149,9,3.666667,21.37037,-14.111111,-11.777778,4
69,9,0.722222,40.666668,0.666667,-12.333333,4
125,9,5.055556,37.444443,-15.333333,-15,4
64,9,0.944445,62,-25,-23.333334,4
95,9,3.611111,46.851852,-11.888889,-16.555555,4
78,9,9.388889,30.296297,-9.555555,-11.888889,4
101,9,1.722221,64.37037,-22.444445,-22.777779,4
73,9,2.277776,43.51852,-14.222222,-14.222222,4
57,9,0.722223,70.37037,-31.11111,-28.11111,4
66,9,2.055556,42.592594,-4.777778,-10.777778,4
21,9,4.833334,65.888885,-19.666666,-20.333334,4
160,9,3.000001,22.851852,-13.888889,-12.222222,4
78,9,1.333333,36.11111,-14.333333,-15.333333,4
33,9,13.888889,35.814816,-13.444445,-15.777778,4
152,9,5,26.555555,-18.666666,-14.666667,4
107,9,2.055555,29.222221,-7,-13,4
116,9,2.944446,33.185184,-12.222222,-13.222222,4
21,9,0.333333,40.74074,-10.888889,-14.888889,4
150,9,1.777778,20.74074,-13.555555,-11.888889,4
112,9,0.611111,59.148148,-20.777779,-21.777779,4
157,9,5.833333,21.444445,-13.666667,-12,4
108,9,0.777777,45.592594,-13.111111,-16.444445,4
94,9,1.388891,68.111115,-21,-22.666666,4
124,9,1.555556,43.51852,-20.222221,-18.222221,4
105,9,0.277777,50.185184,-13.555555,-18.555555,4
107,9,1.555555,54,-13.666667,-17.666666,4
65,9,1.388887,56.703705,-12.111111,-11.111111,4
161,9,0.555555,7.148148,-4.777778,-6.444445,4
76,9,1.500001,51.77778,-12.333333,-17,4
73,9,0.833333,43.851852,-2.555556,-12.222222,4
73,9,1.722221,46.296295,-1.888889,-12.555555,4
67,9,1.722221,60.74074,-23.222221,-22.222221,4
78,9,1.000001,43.814816,-8.111111,-16.11111,4
158,9,1.888889,8.37037,-3.777778,-6.444445,4
125,9,1.444443,66.25926,-15.444445,-23.11111,4
124,9,2.111111,40.925926,-15.444445,-16.11111,4
78,9,1.000001,43.814816,-8.111111,-16.11111,4
89,9,5.222222,28.925926,-11.111111,-12.777778,4
110,9,18.444445,50.666668,-13.666667,-15.666667,4
130,9,1.111111,13.037037,-9.444445,-8.111111,4
102,9,1,58.22222,-14.333333,-20,4
139,9,2.444445,48.22222,-17,-19.666666,4
147,9,1.944444,6.259259,-1.444444,-5.111111,4
50,9,1.611112,60.851852,-23.555555,-21.222221,4
117,9,3.277779,39.037037,-16.444445,-15.777778,4
158,9,0.944445,7.962963,-4.888889,-6.888889,4
102,9,3.88889,58.37037,-23.11111,-22.11111,4
