@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
99,0,2.037037,-4.777778,-2.149743,3
128,0,16.481482,-9.111111,-2.3163,3
111,0,18.037037,-11.111111,-2.333318,3
120,0,1,-3,-2.094395,3
125,0,3.925926,-4.444445,-2.234241,3
122,0,16.185184,-9.555555,-2.247266,3
121,0,1.148148,-3.111111,-2.132635,3
126,0,11.185185,-8.555555,-2.313534,3
134,0,8.703704,-6.444445,-2.343004,3
95,0,4.444445,-4,-2.333804,3
110,0,3.962963,0.111111,-2.618651,3
88,0,3.296296,-5.222222,-2.216544,3
123,0,0.703704,-1.777778,-2.123254,3
118,0,0.925926,-2.111111,-2.17128,3
97,0,2.111111,-4.333334,-2.191382,3
137,0,0.777778,-2,-2.123254,3
136,0,0.703704,-1.777778,-2.094395,3
81,0,42.555557,-4.666666,-2.476481,3
71,0,31.851852,-6.222222,-2.401825,3
125,0,1.777778,-2.333333,-2.237562,3
145,0,2.074074,-0.222222,-2.569768,3
123,0,1.518519,-3.555556,-2.164094,3
73,0,4.851852,-5.222222,-2.268176,3
138,0,0.259259,-0.444444,-2.181439,3
130,0,0.888889,-2.333333,-2.123254,3
107,0,1.777778,-3.666667,-2.146531,3
112,0,3.814815,-2.111111,-2.435718,3
120,0,6.962963,-6.555555,-2.240133,3
137,0,7.62963,-5.222222,-2.360782,3
80,0,7.074074,-3.555556,-2.417517,3
120,0,16.851852,-9.888889,-2.230821,3
83,0,6.259259,-4.777778,-2.345005,3
132,0,1.962963,-2.888889,-2.152432,3
114,0,1.740741,-3.555556,-2.02703,3
136,0,15.518518,-9.888889,-2.307511,3
117,0,1.333333,-3.333333,-2.094395,3
125,0,18.555555,-14,-2.241956,3
99,0,6.740741,-4.555555,-2.318885,3
116,0,1.962963,-3.888889,-2.163434,3
108,0.111111,49.814816,-9.777778,-2.360491,3
73,0,5.814815,-4.111111,-2.355641,3
82,0,5.592593,-2.444444,-2.451983,3
106,0,2.185185,-2.555556,-2.274071,3
95,0.111111,4.62963,-2.888889,-2.429449,3
96,0,3.777778,-4.333334,-2.268209,3
80,0,23.62963,-5.222222,-2.431513,3
109,0,4.296296,-3.888889,-2.283787,3
141,0,3.259259,-4.777778,-2.257122,3
83,0,23.296297,-5.222222,-2.321343,3
137,0,0.259259,-0.777778,-2.094395,3
133,0,0.962963,-2.555556,-2.123254,3
133,0,0.740741,-2.222222,-2.094395,3
87,0.111111,17.11111,-4.333334,-2.418074,3
131,0,0,0,0,3
107,0,8.703704,-6.111111,-2.280146,3
120,0,3.518518,-1.888889,-2.433795,3
81,0,3.481482,-4.444445,-2.248134,3
92,0,7.444445,-3,-2.452176,3
131,0,0.518518,-1.555556,-2.094395,3
130,0,1.37037,-2.111111,-2.239029,3
85,0,4.074074,-2.222222,-2.369864,3
121,0,14.962963,-9.222222,-2.235355,3
126,0,2.777778,-0.666667,-2.536514,3
124,0,1.148148,-1.777778,-2.16921,3
106,0,0.555556,-1.666667,-2.094395,3
96,0,5.222222,-4.333334,-2.330693,3
138,0,1.407407,-2.888889,-2.173961,3
122,0.111111,6.62963,-4.222222,-2.349017,3
122,0,0.555556,-0.333333,-2.444563,3
98,0,5.518518,-5.222222,-2.272973,3
139,0,0.444444,-1.333333,-2.094395,3
78,0.111111,79.666664,-8.666667,-2.411645,3
76,0.111111,13.518518,-2.555556,-2.523325,3
83,0.111111,14.37037,-8.777778,-2.274205,3
127,0,17.592592,-11.777778,-2.326275,3
129,0,0.518518,-1.555556,-2.094395,3
93,0,5,-4,-2.329423,3
96,0,6.296296,-5.888889,-2.275792,3
64,0,31,-2,-2.593825,3
82,0,8.481482,-5.777778,-2.320628,3
122,0,20.148148,-15.111111,-2.06017,3
113,0,1.407407,-2.222222,-2.237562,3
124,0,0.888889,-2,-2.16176,3
139,0,0.666667,-1.333333,-2.15073,3
136,0,1.111111,-2.666667,-2.110974,3
126,0.111111,1.518519,-2.888889,-2.107303,3
124,0,0.666667,-2,-2.094395,3
139,0,18.074074,-7.222222,-1.702833,3
140,0,9.925926,-3.777778,-2.417818,3
122,0,19.88889,-9.666667,-1.540214,3
120,0,19.074074,-16.555555,-2.231261,3
120,0,19.074074,-16.555555,-2.231261,3
91,0,3.259259,-6.111111,-2.186723,3
110,0,17.222221,-11.333333,-2.321226,3
119,0,4.37037,-0.444444,-2.587228,3
89,0,2.296296,-5.888889,-2.123905,3
127,0,16.37037,-13.777778,-2.035808,3
88,0,5.259259,-3.444444,-2.396657,3
121,0,3.407408,-0.888889,-2.519165,3
122,0,0.555556,-0.333333,-2.444563,3
114,0,29.814816,-17.777779,-2.295381,3
131,0,0.740741,-1.555556,-2.094395,3
73,0,46.666668,-26.666666,-2.251254,3
138,0,1.148148,-1.777778,-2.219242,3
95,0,5.185185,-3.888889,-2.326455,3
81,0.111111,12.481482,-4.777778,-2.388561,3
87,0,2.925926,-3.111111,-2.229493,3
116,0,3,-2.666667,-2.313013,3
109,0,4.296296,-3.888889,-2.283787,3
81,0,21.333334,-5.666666,-2.438409,3
117,0,1.074074,-2.888889,-2.132635,3
102,0,3.37037,-4.444445,-2.275159,3
130,0,0.777778,-2.333333,-2.094395,3
124,0,2.518518,-3.888889,-2.267462,3
89,0,2.296296,-5.888889,-2.123905,3
130,0,2.407408,-1.888889,-2.366216,3
93,0,6.777778,-4.666666,-2.332766,3
98,0,4.666666,-3.333333,-2.395422,3
120,0,1.518519,-3.555556,-2.133095,3
91,0,6.259259,-6.111111,-2.282744,3
138,0,5.185185,-2.888889,-2.406809,3
144,0,1.148148,-3.444444,-2.094395,3
88,0,7.777778,-4,-2.394493,3
124,0.111111,7.592593,-5.444445,-2.265747,3
129,0,0.518518,-1.555556,-2.094395,3
91,0.111111,44.296295,-7.555555,-2.320272,3
92,0.111111,12.666667,-6.333334,-2.280561,3
100,0,6.074074,-6.555555,-2.226247,3
126,0.111111,2.962963,-3.555556,-2.289097,3
146,0,0.037037,-0.111111,-2.094395,3
105,0.111111,42.851852,-8.222222,-2.380238,3
90,0,3.407408,-5.888889,-2.16608,3
115,0.111111,7.555555,-4,-2.390992,3
121,0,17.222221,-11,-2.335871,3
102,0,4.037037,-4.111111,-2.316112,3
108,0.111111,49.814816,-9.777778,-2.360491,3
125,0,1.37037,-3.444444,-2.130339,3
110,0,1.814815,-4.111111,-2.152507,3
116,0,2.185185,-3.222222,-2.24908,3
136,0,19.444445,-11.333333,-1.61572,3
123,0,1.148148,-3.444444,-2.094395,3
147,0,7.703704,-2.777778,-2.064514,3
127,0,3.814815,-1.444444,-2.474562,3
95,0,3.148148,-5.777778,-2.151958,3
142,0,0.555556,-1,-2.159563,3
141,0,12.666667,-3.333333,-2.451571,3
94,0,5.888889,2.333333,-2.869948,3
107,0,2.222222,-3.666667,-2.226355,3
103,0,2.148148,-4.444445,-2.185466,3
129,0,0.518518,-1.555556,-2.094395,3
124,0,3,-4,-2.118937,3
77,0,7.703704,-2.777778,-2.467493,3
136,0,15.518518,-9.888889,-2.307511,3
121,0,3.407408,-0.888889,-2.519165,3
87,0.111111,67.44444,-8.666667,-2.422127,3
77,0,5,-4.333334,-2.354881,3
119,0,20.592592,-14.111111,-2.268148,3
112,0,0.148148,-0.444444,-2.094395,3
94,0,2.259259,-4.777778,-2.189708,3
73,0,34.703705,-25.444445,-2.255561,3
107,0,22.555555,-11.666667,-2.354617,3
98,0,1.407407,-3.888889,-2.11372,3
129,0,0.518518,-1.555556,-2.094395,3
115,0,14.777778,-5.333334,-2.45904,3
85,0,1.777778,-1,-2.377624,3
122,0,16.148148,-12.111111,-2.305989,3
120,0,1.592593,-2.111111,-2.315721,3
120,0,1.148148,-2.777778,-2.057287,3
87,0,2.925926,-3.111111,-2.229493,3
115,0,1.888889,-3.333333,-2.216604,3
128,0,5.296296,-4.222222,-2.300368,3
112,0,0.444444,-1,-2.151914,3
118,0,0.037037,-0.111111,-2.094395,3
117,0,0,0,0,3
126,0,10.185185,-5.222222,-2.449839,3
132,0,1.296296,-2.555556,-2.204847,3
99,0,2.037037,-4.777778,-2.149743,3
102,0.111111,44.037037,-6.111111,-2.416817,3
142,0,3.851852,-3.555556,-2.280603,3
108,0,8.666667,-5.666666,-2.275553,3
90,0,2.814815,-5.444445,-2.164323,3
103,0,2.148148,-4.444445,-2.185466,3
106,0,3.666667,-4.666666,-2.255541,3
80,0,23.62963,-5.222222,-2.431513,3
66,0,39.88889,-6.333334,-2.43063,3
79,0,5.407407,-4.555555,-2.339798,3
123,0,1.481481,-2.777778,-2.16176,3
123,0,1.185185,-2.888889,-2.142674,3
146,0,0,0,0,3
113,0,0.962963,-2.555556,-2.123254,3
134,0,6.185185,-3.888889,-2.386611,3
133,0,0,0,0,3
95,0,6.481482,-5.777778,-2.322295,3
105,0,4.148148,-5.111111,-2.205437,3
109,0.111111,13.296296,-8.222222,-2.344093,3
99,0,4.148148,-5.444445,-2.255673,3
100,0,1.222222,-1.333333,-2.337096,3
69,0.111111,23.814816,-2.777778,-2.488979,3
101,0.111111,10.185185,-2.888889,-2.44804,3
68,0,47.185184,-12.888889,-2.308656,3
91,0.111111,42.814816,-8.777778,-2.346057,3
108,0,1.851852,-0.555556,-2.463852,3
137,0,0.222222,-0.666667,-2.094395,3
76,0,8.259259,-1.777778,-2.520215,3
80,0,10.037037,-4.777778,-2.326257,3
116,0,18.74074,-11.555555,-2.259967,3
134,0,1.777778,-1.333333,-2.422506,3
81,0.111111,12.481482,-4.777778,-2.388561,3
116,0,2.814815,-1.777778,-2.420258,3
96,0,3.555556,-4.666666,-2.244482,3
90,0.111111,9,-7.333334,-2.266389,3
99,0,4.148148,-5.444445,-2.255673,3
138,0,0.296296,-0.555556,-2.094395,3
125,0,16.407408,-9.888889,-1.793403,3
96,0,3.814815,-6.111111,-2.186234,3
136,0,8,-4,-2.412671,3
102,0,2.888889,-3.666667,-2.261719,3
143,0,4.185185,-5.888889,-2.257412,3
135,0,0.740741,-1.888889,-2.137446,3
103,0,3.851852,-1.222222,-2.497929,3
128,0,0.740741,-2.222222,-2.094395,3
138,0,0.777778,-2.333333,-2.094395,3
88,0,2.777778,-4,-2.269545,3
81,0,41.925926,-14.444445,-2.274461,3
137,0.111111,5,-4.666666,-2.193967,3
85,0,8.185185,-6.222222,-2.329093,3
143,0,4.185185,-5.888889,-2.257412,3
114,0,1.851852,-3.222222,-2.222661,3
86,0.111111,13.407408,-5.555555,-2.363577,3
100,0,4.592593,-5.111111,-2.28054,3
80,0,68.77778,-7,-2.434193,3
111,0,4.888889,-4.666666,-2.216473,3
75,0.111111,55,-8.666667,-2.356754,3
69,0,11.074074,-2.222222,-2.481874,3
109,0,5.666666,-2.666667,-2.413992,3
126,0,1.407407,-2.555556,-2.229939,3
110,0,1.666667,-3.666667,-2.155984,3
85,0,4.296296,-4.888889,-2.271544,3
79,0,4.851852,-4.555555,-2.288981,3
122,0,1.592593,-3.777778,-2.153599,3
132,0,0.740741,-1.888889,-2.094395,3
144,0,2.518518,-4.888889,-2.212162,3
133,0,0,0,0,3
75,0.111111,55,-8.666667,-2.356754,3
145,0,0.851852,-0.222222,-2.53095,3
124,0,2.814815,-2.777778,-2.284608,3
144,0,0.962963,-2.888889,-2.094395,3
118,0,0.703704,-1.777778,-2.132635,3
91,0,3.666667,-5.333334,-2.217735,3
102,0,14.37037,-4.777778,-2.378944,3
119,0,1.222222,-2.666667,-2.133095,3
90,0,5,0.333333,-2.639389,3
90,0,4.666666,3,-3.044175,3
124,0,3,-4,-2.118937,3
120,0,1.444444,-3.333333,-2.156366,3
102,0,2.888889,-3.666667,-2.261719,3
93,0,3,-5.333334,-2.18361,3
70,0.111111,21.037037,-2.444444,-2.514204,3
91,0,3.888889,-3.666667,-2.354575,3
144,0,1.148148,-3.444444,-2.094395,3
125,0,1.148148,-2.444444,-2.175647,3
95,0,3.518518,-3.222222,-2.348987,3
95,0,2.259259,-0.111111,-2.552724,3
124,0,2.518518,-3.888889,-2.267462,3
90,0,2.814815,-5.444445,-2.164323,3
134,0,0.037037,-0.111111,-2.094395,3
141,0,1.555556,-2,-2.285991,3
123,0,1.37037,-3.111111,-2.169865,3
144,0,1,-3,-2.094395,3
124,0,1.074074,-3.222222,-2.094395,3
138,0.222222,16.518518,-4.888889,-2.439538,3
124,0,0.666667,-2,-2.094395,3
139,0,18.074074,-7.222222,-1.702833,3
110,0,1.666667,-3.666667,-2.155984,3
104,0,18.62963,-3.222222,-2.42507,3
132,0,0.37037,-1.111111,-2.094395,3
106,0,2.407408,-5.222222,-2.133095,3
98,0,2.037037,-0.111111,-2.548898,3
83,0,3.703704,-0.444444,-2.573381,3
123,0,1.074074,-1.888889,-2.16921,3
111,0,57.77778,-22.333334,-2.045165,4
94,0,68.111115,-22.666666,-2.068537,4
36,0,66.37037,-25.777779,-2.138581,4
125,0,43.37037,-11.777778,-1.840579,4
90,0,65.18519,-21.222221,-2.108813,4
140,0,23,-12.333333,-2.167262,4
159,0,26.11111,-7.666666,-1.802554,4
73,0,43.851852,-12.222222,-1.720441,4
69,0,59.555557,-22.666666,-2.022861,4
98,0,28.777779,-13.333333,-2.04294,4
146,0,22.74074,-12.555555,-2.124871,4
110,0,34.11111,-16,-2.068653,4
76,0,42.296295,-16.555555,-2.139002,4
147,0.111111,49.77778,-20,-2.056377,4
140,0,26.444445,-8.666667,-2.100487,4
80,0,40.51852,-13.222222,-1.942698,4
107,0,49.814816,-14.777778,-1.991445,4
50,0,65.111115,-22.333334,-2.107785,4
135,0,32.703705,-12.444445,-2.093203,4
128,0,53.25926,-20.777779,-2.091927,4
156,0,21,-12,-2.109365,4
83,0,49.444443,-16.333334,-1.973615,4
110,0,50.666668,-15.666667,-2.032518,4
127,0,40.74074,-14.222222,-1.908348,4
105,0,65.55556,-23,-1.989475,4
103,0,61.25926,-20.777779,-2.00292,4
97,0,47.962963,-13.222222,-1.840735,4
139,0,64.666664,-22,-2.065471,4
44,0,58.666668,-25,-2.102652,4
45,0,53.074074,-17.222221,-2.045905,4
120,0,51.074074,-15.888889,-1.896425,4
152,0,26.555555,-14.666667,-2.165731,4
111,0,34.11111,-13,-2.005742,4
154,0.111111,50.703705,-21.444445,-2.033077,4
72,0,59,-23.333334,-2.090221,4
119,0,39.851852,-14.222222,-2.006,4
48,0,42.074074,-13.555555,-2.003259,4
102,0,63.48148,-20.777779,-2.083043,4
146,0,21.37037,-11.111111,-2.164971,4
108,0,58.074074,-18.222221,-2.053869,4
102,0,51.666668,-18.333334,-1.99488,4
104,0,57.333332,-19,-1.985221,4
157,0,21.444445,-12,-2.1343,4
159,0,20.518518,-4.888889,-1.596679,4
96,0,61.925926,-22.777779,-2.089105,4
35,0,37.592594,-13.777778,-2.138762,4
81,0,42.925926,-15.444445,-1.970422,4
103,0,64.44444,-22.666666,-2.022581,4
104,0,65.296295,-21.555555,-2.007832,4
21,0,40.74074,-14.888889,-1.990806,4
25,0,44.814816,-14.777778,-2.11881,4
112,0,59.148148,-21.777779,-2.078463,4
78,0,30.296297,-11.888889,-2.017779,4
154,0,33,-17,-2.20265,4
124,0,53.77778,-17.666666,-2.017379,4
103,0,35.62963,-14.222222,-2.102607,4
148,0,29.074074,-14.555555,-2.237972,4
132,0,38.77778,-14.666667,-2.129523,4
129,0,24.703703,-13.777778,-2.161046,4
153,0,28,-12.333333,-2.242741,4
67,0,60.74074,-22.222221,-2.109804,4
103,0,58.185184,-19.555555,-1.997589,4
147,0,6.259259,-5.111111,-1.584341,4
132,0,35.22222,-14.333333,-2.146969,4
117,0,31.25926,-11.777778,-2.088914,4
119,0,45.62963,-16.222221,-2.064038,4
62,0,61.037037,-22.777779,-2.093744,4
32,0,59.48148,-18.444445,-2.042422,4
98,0,52.851852,-19.555555,-2.025773,4
17,0,70.51852,-23.88889,-2.098521,4
154,0,19.703703,-12.111111,-2.142529,4
84,0,8.888889,-4,-2.13694,4
124,0,38.592594,-14.777778,-1.907502,4
45,0,53.074074,-17.222221,-2.045905,4
105,0,50.185184,-18.555555,-1.991964,4
77,0,59.11111,-20.666666,-2.143048,4
15,0,68.96296,-24.88889,-2.145323,4
119,0,39.851852,-14.222222,-2.006,4
70,0,39.962963,-14.555555,-1.990412,4
38,0,64.62963,-22.222221,-2.038824,4
120,0,60.037037,-18.444445,-1.892977,4
123,0,52.814816,-19.444445,-1.994105,4
102,0,42.77778,-17.666666,-2.088579,4
104,0,63.62963,-22.555555,-1.986567,4
57,0,70.37037,-28.11111,-2.128801,4
76,0,34.851852,-12.555555,-1.981499,4
135,0,47.37037,-20.777779,-2.06346,4
42,0,28.25926,-12.444445,-2.061006,4
147,0.111111,27.296297,-14.888889,-2.174468,4
143,0,50.37037,-21.11111,-2.108995,4
151,0,30.481482,-14.777778,-2.219625,4
148,0,29.074074,-14.555555,-2.237972,4
43,0,64.703705,-24.11111,-2.160551,4
146,0,43.148148,-19.444445,-2.081842,4
65,0,60.62963,-20.88889,-2.091037,4
125,0,69.333336,-23,-2.019545,4
73,0,46.296295,-12.555555,-1.681589,4
17,0,71.18519,-24.88889,-2.075161,4
133,0,21.444445,-8.333333,-1.90381,4
133,0,48.666668,-20.333334,-2.111789,4
48,0,40.851852,-18.555555,-2.048732,4
87,0,64.03704,-24.11111,-2.105073,4
133,0,36.77778,-14.333333,-2.091572,4
137,0,36.925926,-10.111111,-1.940975,4
78,0,43.814816,-16.11111,-1.886072,4
116,0,29.444445,-13.333333,-2.090781,4
32,0.111111,56.37037,-25.777779,-2.060607,4
28,0,62.407406,-23.222221,-2.144507,4
105,0,45.74074,-18.222221,-1.996082,4
77,0,32.77778,-7,-2.12336,4
98,0,33.962963,-12.222222,-1.96031,4
121,0,41.037037,-14.444445,-1.995536,4
108,0,40,-12.666667,-2.080474,4
50,0,60.851852,-21.222221,-2.129479,4
105,0,45.74074,-18.222221,-1.996082,4
150,0,20.74074,-11.888889,-2.134876,4
123,0,21.62963,-17.222221,-2.149759,4
116,0,46.814816,-15.777778,-2.038624,4
117,0,45.88889,-18.666666,-2.09948,4
127,0,40.74074,-14.222222,-1.908348,4
138,0,69.48148,-22.444445,-1.999045,4
125,0,42.814816,-15.777778,-1.973025,4
78,0,69.74074,-25.88889,-2.145541,4
95,0,55.62963,-23.555555,-2.107858,4
102,0,58.22222,-20,-1.985584,4
65,0,56.703705,-11.111111,-1.970812,4
38,0,58,-25,-2.078504,4
106,0,37.703705,-13.444445,-2.010178,4
57,0,65.703705,-22.444445,-2.030703,4
89,0,31.703703,-14.777778,-2.046542,4
100,0,55.37037,-19.444445,-2.00619,4
126,0,20.11111,-10.666667,-2.104102,4
83,0,49.851852,-17.555555,-1.958524,4
123,0,44.814816,-15.777778,-1.978328,4
71,0,38.37037,-9.777778,-1.675919,4
103,0,58.88889,-21.333334,-2.071134,4
122,0,39.22222,-14.666667,-1.985027,4
77,0,40.22222,-15,-1.932066,4
134,0,48.925926,-21.444445,-2.086914,4
79,0,41.407406,-14.555555,-1.984583,4
120,0,47.851852,-16.222221,-1.910735,4
125,0,58.22222,-22.666666,-2.112723,4
33,0,35.814816,-15.777778,-2.030428,4
64,0,56.592594,-22.444445,-2.067168,4
134,0,44.703705,-17.777779,-2.175349,4
82,0,38.88889,-15.666667,-2.028043,4
64,0,62,-23.333334,-2.118087,4
42,0,44.555557,-13.666667,-2.120131,4
109,0,41.814816,-18.444445,-2.068644,4
145,0,26.777779,-12,-1.934686,4
157,0,23.148148,-11.777778,-2.169368,4
70,0,61.11111,-24.666666,-2.070832,4
127,0,45.25926,-18.777779,-2.061036,4
125,0,37.444443,-15,-2.100687,4
65,0,57.74074,-22.88889,-2.077647,4
135,0,69.92593,-23.11111,-2.024945,4
66,0,42.592594,-10.777778,-1.83808,4
159,0,6.62963,-5.888889,-1.999443,4
109,0,49.407406,-19.88889,-2.105478,4
125,0,60.925926,-21.444445,-2.145045,4
53,0,40.444443,-14,-2.00456,4
17,0.222222,44.592594,-15.444445,-2.030048,4
129,0,37.88889,-14.333333,-2.097799,4
66,0,42.11111,-9.666667,-1.68385,4
123,0,19.296297,-10.222222,-2.115734,4
64,0,40,-16,-2.030269,4
161,0,7.148148,-6.444445,-1.996307,4
125,0,18.222221,-9.666667,-2.104083,4
126,0,20.555555,-11,-2.158805,4
147,0,27.222221,-14.333333,-2.204575,4
13,0,70.37037,-24.11111,-2.154989,4
96,0,55.148148,-14.444445,-1.720468,4
24,0,49.185184,-15.555555,-2.186797,4
65,0,56.703705,-11.111111,-1.970812,4
102,0,58.22222,-20,-1.985584,4
102,0,56.77778,-20,-2.034054,4
111,0,29.592592,-13.444445,-2.064723,4
125,0,66.25926,-23.11111,-1.9632,4
107,0,54,-17.666666,-2.003607,4
75,0,41.11111,-11.333333,-1.722278,4
78,0,43.814816,-16.11111,-1.886072,4
81,0,38.25926,-15.777778,-1.984566,4
42,0,58.88889,-22.333334,-2.125735,4
46,0,62.333332,-23,-2.152304,4
17,0.222222,44.592594,-15.444445,-2.030048,4
77,0,59.555557,-19.333334,-2.030875,4
111,0,60.185184,-23.222221,-2.058,4
83,0,26.518518,-10.555555,-2.063242,4
75,0,39.703705,-13.777778,-2.036435,4
49,0,38.037037,-11.111111,-1.949745,4
73,0,43.51852,-14.222222,-2.096415,4
107,0,29.222221,-13,-1.877159,4
73,0,40.185184,-15.222222,-2.054964,4
76,0,29.814816,-7.444445,-1.903624,4
70,0.111111,36.74074,-13.888889,-1.960582,4
44,0,47.814816,-15.777778,-2.070466,4
70,0,55.037037,-19.11111,-1.907955,4
101,0,45.037037,-18.11111,-2.094303,4
89,0,31.703703,-14.777778,-2.046542,4
158,0,8.444445,-7,-1.943449,4
62,0,62.814816,-24.444445,-2.126207,4
126,0,36.185184,-12.555555,-1.942179,4
19,0,45.185184,-19.222221,-2.133676,4
79,0,45.814816,-15.444445,-1.918888,4
100,0,55.37037,-19.444445,-2.00619,4
101,0,45.037037,-18.11111,-2.094303,4
81,0,59.444443,-22.333334,-2.09885,4
68,0,38.592594,-10.444445,-1.624846,4
124,0,40.925926,-16.11111,-2.076967,4
95,0,46.851852,-16.555555,-1.970802,4
108,0,45.592594,-16.444445,-2.015554,4
154,0,28.148148,-14.444445,-2.191073,4
85,0,48.88889,-18.666666,-2.097363,4
32,0,59.48148,-18.444445,-2.042422,4
136,0,4.851852,-5.222222,-2.123905,4
101,0,31.185184,-12.888889,-2.05839,4
57,0,65.703705,-22.444445,-2.030703,4
34,0,47.592594,-17.777779,-2.122875,4
117,0,39.037037,-15.777778,-2.106235,4
129,0,62.407406,-22.222221,-2.126989,4
68,0,37.962963,-9.888889,-1.659641,4
18,0,68.296295,-25.555555,-2.123641,4
69,0,40.666668,-12.333333,-1.518761,4
118,0,55.074074,-18.88889,-2.007117,4
65,0,60.148148,-22.11111,-2.041901,4
42,0,37.444443,-17,-2.029552,4
76,0,51.77778,-17,-1.989922,4
128,0,35.592594,-14.111111,-1.981846,4
117,0,45.88889,-18.666666,-2.09948,4
20,0,35.48148,-11.444445,-2.045203,4
138,0,54.62963,-19.88889,-2.029656,4
158,0,8.444445,-7,-1.943449,4
28,0,62.407406,-23.222221,-2.144507,4
15,0,70.07407,-24.88889,-2.124981,4
66,0,51.592594,-17.444445,-1.961254,4
102,0,51.703705,-21.444445,-2.009854,4
126,0,23.296297,-9.888889,-1.96874,4
124,0.111111,54.333332,-18,-2.030079,4
146,0,10.592592,-7.444445,-2.108911,4
117,0,39.037037,-15.777778,-2.106235,4
120,0,47.851852,-16.222221,-1.910735,4
93,0,62.851852,-24.88889,-2.083715,4
126,0,20.555555,-11,-2.158805,4
159,0,26.11111,-7.666666,-1.802554,4
129,0,51,-16.666666,-1.997241,4
158,0,21.037037,-11.111111,-2.142701,4
145,0,61.11111,-21,-2.166151,4
120,0,49.407406,-16.222221,-2.035243,4
100,0,57.148148,-20.777779,-2.024061,4
127,0,36.51852,-11.555555,-1.67677,4
73,0,46.296295,-12.555555,-1.681589,4
124,0,43.51852,-18.222221,-2.127801,4
139,0,48.22222,-19.666666,-2.044238,4
35,0,69.44444,-24.666666,-2.0742,4
162,0,8.37037,-5.777778,-2.044946,4
120,0,39.333332,-13.666667,-2.046753,4
85,0,49.148148,-18.777779,-1.95422,4
121,0,41.037037,-14.444445,-1.995536,4
80,0,39.703705,-15.444445,-1.962646,4
99,0,51.88889,-12.333333,-1.567463,4
158,0,7.962963,-6.888889,-1.982834,4
101,0,64.37037,-22.777779,-2.08957,4
111,0,62.25926,-21.777779,-2.014126,4
115,0,46.74074,-15.888889,-2.021125,4
137,0,40.851852,-10.555555,-1.75799,4
68,0,56.77778,-20,-1.984308,4
121,0,54.962963,-19.555555,-2.126943,4
89,0,58.925926,-22.777779,-2.108757,4
68,0,56.77778,-20,-1.984308,4
104,0,55.74074,-20.88889,-2.08549,4
34,0,72.888885,-25,-2.078154,4
123,0,57.48148,-18.444445,-2.021502,4
102,0,58.37037,-22.11111,-2.102047,4
149,0,16.814816,-10.777778,-2.069251,4
116,0,33.185184,-13.222222,-2.068113,4
121,0,53.666668,-19.333334,-2.110233,4
131,0,35.703705,-15.111111,-2.089186,4
118,0,34.333332,-11.333333,-2.077668,4
22,0,49.666668,-19,-2.123537,4
105,0,58.62963,-19.222221,-2.032243,4
25,0,70.44444,-26.333334,-2.13042,4
158,0,39.333332,-13,-2.049172,4
139,0,16.37037,-10.111111,-2.118223,4
66,0,41.62963,-10.888889,-1.748546,4
146,0,10.592592,-7.444445,-2.108911,4
116,0,61,-20.666666,-2.161793,4
73,0,42.25926,-10.111111,-1.893495,4
125,0,43.22222,-17.333334,-2.096474,4
80,0,58.333332,-20,-2.116351,4
97,0,47.814816,-13.444445,-1.836777,4
129,0,32.037037,-13.777778,-2.078797,4
69,0,36.962963,-8.888889,-1.640134,4
126,0,57.814816,-21.444445,-2.006029,4
68,0,56.296295,-22.88889,-2.069541,4
96,0,67.03704,-21.444445,-2.036336,4
121,0,32.37037,-13.444445,-2.024268,4
90,0,48.22222,-18.666666,-2.131861,4
114,0,30.481482,-12.777778,-2.207158,5
92,0,9.962963,-8.222222,-2.096705,5
145,0,0,0,0,5
144,0,0,0,0,5
86,0,17.148148,-10.777778,-2.123611,5
95,0,7.62963,-6.888889,-1.749258,5
104,0,19.777779,-8.666667,-2.150638,5
110,0,31.62963,-9.888889,-2.187242,5
133,0,1.555556,-4.333334,-1.822563,5
83,0,9.888889,-9.666667,-2.150257,5
92,0,17.25926,-12.444445,-2.11184,5
90,0,6.592593,-8.111111,-1.987466,5
147,0,0,0,0,5
141,0,0.037037,-0.111111,-2.094395,5
134,0,2.111111,-4.333334,-2.013143,5
84,0,17.185184,-10.555555,-2.152852,5
154,0,6.37037,-4.777778,-0.004927,5
111,0,16.11111,-11.333333,-2.100671,5
137,0,1.666667,-3.333333,-2.071242,5
41,0,0.703704,-1.111111,-1.84512,5
155,0,7.296296,-5.222222,-2.115567,5
112,0,16.185184,-10.888889,-2.133313,5
152,0,1.37037,-1.777778,-2.007351,5
30,0.111111,7.037037,-7.111111,-2.047276,5
94,0,20.222221,-13,-2.084893,5
61,0,7.074074,-8.222222,-2.048717,5
113,0,20.851852,-10.888889,-2.125693,5
140,0,3.037037,-5.444445,-1.985769,5
149,0,0,0,0,5
129,0,2.296296,-1.222222,-1.101394,5
115,0,1.222222,-2.666667,-2.065536,5
135,0,1.259259,-3.777778,-1.822214,5
93,0,17.925926,-13.444445,-2.110457,5
63,0,6.074074,-7.222222,-2.04457,5
113,0,28.333334,-7.666666,-2.236251,5
152,0,1.518519,-2.555556,-1.933239,5
114,0,16.11111,-11,-2.149073,5
116,0,1.962963,-4.888889,-2.018925,5
