@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
9,94,0.551852,1.000001,106.888885,127.55556,43.11111,127.55556,2
194,72,0.399998,1.166667,79.22222,117.111115,71,117.111115,2
180,97,0.329631,1,126.55556,145.44444,33.22222,145.44444,2
38,71,0.490655,0.888888,111.44444,138.33334,48.444443,138.33334,2
232,31,0.344266,0.777777,101.888885,132.55556,52.77778,132.55556,2
93,46,1.629631,1.777779,116,141,44.88889,141,2
125,46,0.611616,2.166668,112.77778,141,49.333332,141,2
25,41,0.577774,1.499999,103.888885,131.22223,53.444443,131.22223,2
29,52,0.018518,1.333333,115.55556,140.22223,43.333332,140.22223,2
230,41,0.68853,1.888889,110.22222,138.88889,52.22222,138.88889,2
93,29,1.229636,1.388891,119,142.77777,42.88889,142.77777,2
103,64,0.699205,1.333331,96.333336,126.22222,52.333332,126.22222,2
181,27,0.462964,0.5,132.55556,146.55556,25.444445,146.55556,2
1,45,0.455421,1.111113,110.55556,140,51.444443,140,2
251,24,0.966665,1.611109,110.77778,137.77779,48.444443,137.77779,2
66,41,0.327731,0.388892,95.111115,128.88889,57.555557,128.88889,2
44,33,0.936897,1.055553,114.666664,141.77779,47.666668,141.77779,2
58,19,0.418515,1.499998,121,142.66667,38.22222,142.66667,2
216,15,0.340743,1.222225,90.888885,131.11111,73.77778,131.11111,2
26,90,0.374076,1.27778,105.666664,128.33334,45.666668,128.33334,2
44,79,0.344265,0.777779,93.888885,126.55556,56.444443,126.55556,2
64,49,0.240742,0.722225,97.111115,128.88889,60,128.88889,2
92,68,0.151852,0.777779,115.666664,141,45.666668,141,2
174,50,0.760115,0.944445,94.666664,125.77778,55,125.77778,2
17,18,1.29386,1.277777,114,142,49.11111,142,2
143,20,0.75031,1.27778,116.77778,142.66667,46,142.66667,2
186,28,0.389683,1.444441,111,138.66667,48.444443,138.66667,2
164,49,0.433335,1.499999,116.333336,141.77779,46.77778,141.77779,2
197,58,0.62361,1.444444,110.44444,138.77779,49.555557,138.77779,2
152,18,0.455422,0.555557,97.22222,130.44444,55,130.44444,2
49,40,0.421635,0.833333,114,141.55556,49.333332,141.55556,2
172,60,0.388886,1.055556,114,138.33334,44,138.33334,2
244,79,0.118518,1.055553,73.55556,115.333336,77.666664,115.333336,2
112,35,1.229632,1.444444,117.44444,142.55556,45,142.55556,2
91,54,0.408248,0.833335,97.888885,127.111115,51.333332,127.111115,2
117,44,0.240742,1.333333,93,126.77778,62.333332,126.77778,2
165,99,0.474074,0.777779,79,118,73.77778,118,2
191,47,0.385188,1.111109,129,146.33334,31.777779,146.33334,2
188,42,0.54433,1.666668,95.666664,126.22222,51.88889,126.22222,2
243,48,0.207406,1.277781,127.55556,146.11111,33.77778,146.11111,2
166,55,0.818524,1.166668,113.888885,139.33334,45.666668,139.33334,2
116,54,0.443054,1.722223,96.77778,126.111115,51.77778,126.111115,2
82,51,0.443051,0.611111,111.77778,138.88889,47.11111,138.88889,2
224,34,0.966091,1.000001,111.44444,140,50.333332,140,2
97,63,0.443052,0.333332,96.22222,126.111115,51.555557,126.111115,2
147,51,1.099995,1.499998,117,140.22223,41.666668,140.22223,2
35,67,1.135293,3.833332,92.111115,125.55556,58.444443,125.55556,2
37,61,0.490653,0.555556,95.111115,128.33334,57.77778,128.33334,2
138,49,0.92896,1.77778,113.111115,140.44444,49.22222,140.44444,2
78,30,0.666666,0.944444,99.333336,131.11111,54.444443,131.11111,2
8,21,0.443054,2.055556,113.44444,142.44444,50.555557,142.44444,2
248,53,0.285188,0.833333,128.22223,145.77777,33,145.77777,2
94,13,0.507406,1.666664,134.88889,149.88889,24.88889,149.88889,2
120,74,0.088889,0.500001,89.111115,123.22222,64.111115,123.22222,2
74,88,0.329632,0.500001,101.55556,127.55556,50.88889,127.55556,2
250,37,0.240739,1.055553,80.111115,121.111115,75.55556,121.111115,2
213,14,0.574134,1.666669,104.22222,134.11111,51.333332,134.11111,2
44,20,0.062963,1.444443,102.666664,132.33334,55.444443,132.33334,2
115,75,0.774077,1.055559,115.888885,141.22223,45.444443,141.22223,2
156,32,0.162964,2.611109,129.77779,146.33334,30.11111,146.33334,2
83,53,0.455419,0.722223,112.333336,138.22223,44.333332,138.22223,2
78,72,1.00741,1.055559,115.333336,140.55556,45,140.55556,2
221,50,0.544332,1.444444,109.888885,139.77779,53.11111,139.77779,2
138,21,0.760117,1,116.22222,143.11111,47.444443,143.11111,2
21,90,0.044444,0.777779,105.888885,128.55556,45.22222,128.55556,2
168,13,0.444445,1.333333,119.666664,145.44444,45.11111,145.44444,2
240,26,1.0074,0.888888,131,146.55556,29,146.55556,2
164,45,0.596299,1,88.111115,124.55556,67.888885,124.55556,2
222,54,0.166667,1,127.55556,145.55556,33.666668,145.55556,2
112,18,0.691216,0.5,102.333336,130.11111,49,130.11111,2
199,66,1.57407,1.444443,111,139.77779,51.666668,139.77779,2
145,34,0.340741,1.888891,131.44444,146.66667,28.88889,146.66667,2
201,40,0.596295,1.499999,113.333336,139.66667,47.666668,139.66667,2
183,29,0.60741,0.777779,88.77778,126.333336,69.22222,126.333336,2
160,30,0.272165,0.611109,97.666664,129,53.333332,129,2
146,62,0.207406,1.000001,85.666664,121.44444,65.333336,121.44444,2
104,41,0.327731,0.833333,99,129.33334,51.666668,129.33334,2
95,47,0.32963,1.499999,93.22222,128.77779,65,128.77779,2
65,70,0.177776,1.111108,104,127.77778,45.77778,127.77778,2
18,13,0.207407,1.111115,134.33334,149.11111,26.555555,149.11111,2
84,65,0.374072,2,115.333336,141.66667,48,141.66667,2
155,80,0.177779,1.444445,82.44444,119.333336,69,119.333336,2
57,89,0.272169,1.277779,93.111115,125.44444,58.11111,125.44444,2
206,30,0.501847,0.833332,112.77778,139.66667,49,139.66667,2
9,72,0.562961,1.499999,114.111115,141.11111,47,141.11111,2
243,41,0.355559,0.277779,128.44444,145.88889,32,145.88889,2
185,35,1.041723,1.166665,96.44444,125.44444,49,125.44444,2
252,27,0.596293,0.999997,130.33334,145.55556,27.777779,145.55556,2
53,78,1.025599,2.666665,93.22222,125.666664,56.444443,125.666664,2
212,48,0.251852,0.555555,112.22222,138.11111,47.22222,138.11111,2
50,50,0.655462,0.77778,113.111115,140.88889,50.333332,140.88889,2
238,55,0.490652,1,101,132.22223,55.666668,132.22223,2
172,31,0.418517,0.666664,130.77779,145.44444,27.11111,145.44444,2
66,41,0.327731,0.388892,95.111115,128.88889,57.555557,128.88889,2
8,39,1.129629,1.833333,102.55556,132,55.88889,132,2
181,87,0.474069,0.777779,127.888885,146.44444,33.11111,146.44444,2
3,21,0.607407,1.222221,120.77778,143.22223,39.22222,143.22223,2
220,39,0.730297,1.333333,99.44444,131.11111,54.333332,131.11111,2
102,73,0.062964,1.611111,115.44444,140.55556,45.11111,140.55556,2
51,56,0.162963,0.722221,116.22222,141.66667,45.666668,141.66667,2
118,38,0.58373,0.888888,113.333336,141.66667,50.444443,141.66667,2
207,58,0.459469,1.000001,110.111115,138.77779,50.333332,138.77779,2
84,86,0.691214,1.166669,92.888885,124.111115,55,124.111115,2
207,58,0.344266,0.888888,97.666664,128.11111,53.22222,128.11111,2
134,29,0.403687,0.444443,98.55556,130.55556,55.444443,130.55556,2
37,25,0.730297,0.999996,114.333336,142.22223,48.555557,142.22223,2
205,47,0.607409,1.555557,114.111115,139.77779,47.77778,139.77779,2
31,42,0.685184,0.944444,117,141.77779,44.22222,141.77779,2
79,47,0.355557,1.000001,116,141.66667,45.88889,141.66667,2
120,17,0.551851,1.888889,118.77778,143.55556,42,143.55556,2
7,18,0.729626,0.944445,133.33334,147.55556,26.777779,147.55556,2
228,20,0.490655,0.833333,114,140.55556,46.666668,140.55556,2
124,29,0.711108,1.055553,119.22222,142.88889,43.333332,142.88889,2
67,40,0.516397,0.666667,95.333336,129,56.88889,129,2
108,59,0.166667,1.055556,116.55556,140.44444,42.88889,140.44444,2
78,62,0.399999,1.611109,100.77778,126.333336,48.88889,126.333336,2
48,81,0.240743,0.888891,105.666664,128.88889,47.88889,128.88889,2
177,85,0.166668,0.888888,79.22222,118,73.333336,118,2
112,30,0.272164,1.222223,100.77778,130.11111,50.555557,130.11111,2
122,11,0.311116,2.888891,136.88889,150.88889,22.333334,150.88889,2
145,33,0.272163,0.888888,113.22222,140.88889,49,140.88889,2
93,29,1.229636,1.388891,119,142.77777,42.88889,142.77777,2
89,43,0.32963,0.888889,94.111115,128.22223,63.22222,128.22223,2
123,68,0.574135,0.722224,94.22222,126.333336,56.88889,126.333336,2
84,40,0.166667,1.222221,117.44444,142.22223,44.444443,142.22223,2
70,44,2.094083,2.333333,112,136.88889,42.88889,136.88889,2
189,39,0.574136,0.777776,113.888885,140.33334,48.444443,140.33334,2
101,42,0.607408,1.166669,130.44444,147.44444,31.11111,147.44444,2
115,39,0.062963,1.222218,116.333336,142.44444,46.11111,142.44444,2
152,18,0.455422,0.555557,97.22222,130.44444,55,130.44444,2
209,11,0.255559,2.166667,135.11111,150.11111,25.666666,150.11111,2
239,32,0.207408,1.500001,110.22222,138.11111,50,138.11111,2
51,15,0.285185,1.222221,123,145.33334,39.333332,145.33334,2
140,34,0.122222,0.888887,91.22222,127.333336,65.55556,127.333336,2
16,51,0.443054,0.833335,110.666664,140.77779,53.444443,140.77779,2
201,92,0.211111,0.77778,74.888885,115.44444,75.333336,115.44444,2
63,13,1.011116,0.944445,137.11111,148.88889,21.222221,148.88889,2
245,18,1.022222,1.166669,131.44444,147.88889,30,147.88889,2
188,42,0.54433,1.666668,95.666664,126.22222,51.88889,126.22222,2
78,60,0.207408,0.777777,99.55556,128.22223,55.333332,128.22223,2
167,45,0.729629,0.611109,87.111115,124,68.333336,124,2
72,31,1.496296,1.333333,129.88889,145.55556,28.88889,145.55556,2
112,30,0.272164,1.222223,100.77778,130.11111,50.555557,130.11111,2
80,40,0.574132,0.722223,96.22222,129,54.88889,129,2
73,19,0.389681,0.944443,116.55556,143.11111,46.77778,143.11111,2
104,68,0.57778,0.888889,95.111115,124.888885,57.333332,124.888885,2
206,57,0.196297,0.888889,111.333336,139,50,139,2
162,14,0.53403,0.611113,99,130.66667,53.77778,130.66667,2
76,19,0.443052,0.888888,101,132.33334,54.22222,132.33334,2
63,33,0.329628,0.722221,97.77778,132,62,132,2
67,32,1.062842,1.777779,115.111115,142.22223,48,142.22223,2
60,52,0.596301,0.777777,101,129.22223,52.77778,129.22223,2
107,21,0.516398,1.166667,115.77778,141.88889,45.333332,141.88889,2
102,30,0.879816,0.611111,115.111115,141,46.77778,141,2
98,41,0.774073,1.111115,130.66667,147.22223,30.222221,147.22223,2
27,62,0.562964,1.666669,115.77778,139.44444,42.333332,139.44444,2
77,36,0.172137,1.055556,98.22222,130.33334,55.22222,130.33334,2
73,31,0.45542,0.888889,115.55556,143.11111,48.77778,143.11111,2
142,33,0.623609,0.500001,96.77778,128.66667,54.22222,128.66667,2
44,79,0.344265,0.777779,93.888885,126.55556,56.444443,126.55556,2
91,19,0.760118,1.444447,115.44444,142.44444,47.333332,142.44444,2
88,91,0.827758,0.722221,92.55556,123.44444,55.666668,123.44444,2
226,83,0.518519,1.055552,74.55556,116.888885,78.77778,116.888885,2
179,101,0.385187,0.611109,126.44444,147.22223,36.88889,147.22223,2
121,82,0.344266,0.611111,92.888885,125.888885,58.11111,125.888885,2
226,83,0.518519,1.055552,74.55556,116.888885,78.77778,116.888885,2
127,57,0.712326,1.611112,113,140.33334,48.22222,140.33334,2
67,32,1.062842,1.777779,115.111115,142.22223,48,142.22223,2
240,58,0.774072,1.000001,76.888885,118.55556,77.55556,118.55556,2
121,62,0.207408,1.111112,116.333336,138.77779,40.11111,138.77779,2
21,90,0.044444,0.777779,105.888885,128.55556,45.22222,128.55556,2
107,21,0.516398,1.166667,115.77778,141.88889,45.333332,141.88889,2
247,50,0.272166,0.777779,109.22222,138.88889,53.11111,138.88889,2
210,47,0.211113,0.666667,82.55556,121.44444,73,121.44444,2
14,28,0.074075,1.222221,97.888885,131.11111,61.88889,131.11111,2
125,46,0.611616,2.166668,112.77778,141,49.333332,141,2
231,49,0.385186,0.666669,108.111115,139.33334,55.88889,139.33334,2
206,26,1.496289,1.888885,131.44444,146.77777,29.222221,146.77777,2
222,38,0.403687,2.111111,100.44444,131.44444,53.88889,131.44444,2
173,113,0.3,1.333333,124.666664,145.66667,37.666668,145.66667,2
86,67,0.622222,1.055556,99.44444,125.55556,50.11111,125.55556,2
105,65,0.611618,1.500001,111.666664,140,51,140,2
209,66,0.462965,1.111113,79.111115,117.333336,71.666664,117.333336,2
52,66,0.255557,1.833335,106.888885,128.77779,43.666668,128.77779,2
224,63,0.296294,0.666668,108.44444,137.55556,52,137.55556,2
124,29,0.711108,1.055553,119.22222,142.88889,43.333332,142.88889,2
81,67,0.459472,0.888889,112.333336,138.44444,46.666668,138.44444,2
6,54,0.107408,0.944444,109.111115,132.44444,47,132.44444,2
238,25,0.250923,0.944447,103.666664,133.77779,52.555557,133.77779,2
233,64,0.800003,0.777777,77.22222,118.666664,77.55556,118.666664,2
92,56,0.029629,0.833333,115.888885,140.66667,44,140.66667,2
199,25,0.84444,1.277776,89.111115,126.888885,69.77778,126.888885,2
181,115,0.02963,1.444445,123.22222,145.33334,37.666668,145.33334,2
7,48,0.107407,1.333331,107.44444,132.44444,50,132.44444,2
150,94,0.607404,1.277776,80.888885,119.22222,71.77778,119.22222,2
231,13,0.574135,1,106.55556,135.77779,51.333332,135.77779,2
3,78,356.16672,43.333332,70.77778,91.44444,35.333332,91.44444,3
45,108,12.795401,27.277779,41.77778,61.11111,33.88889,61.11111,3
54,126,0.311111,0.5,0,3.666667,6.777778,3.666667,3
18,142,0.651852,0.277778,0.111111,1.333333,2.333333,1.333333,3
228,91,0.196296,1.111111,0.444444,6.222222,10.777778,6.222222,3
96,115,0.966091,3.333333,8.444445,22.88889,24.333334,22.88889,3
220,124,0.02963,0.444444,0,2.444444,4.666666,2.444444,3
103,125,0.827759,0.833333,0.444444,3.888889,6.333334,3.888889,3
226,69,991.7184,20.444445,19.222221,29.333334,16.555555,29.333334,3
85,124,0.934919,2.388889,7.555555,24.11111,28.333334,24.11111,3
99,130,0.45542,0.555555,0.111111,3.333333,5.888889,3.333333,3
214,79,0.862963,1.333333,2,9.222222,13.111111,9.222222,3
139,128,7.885187,3.166667,2.444444,9.555555,12.777778,9.555555,3
57,119,2.026673,1.777778,12.222222,33.666668,39.22222,33.666668,3
18,123,0.862963,0.611111,0.111111,2.666667,4.777778,2.666667,3
27,112,0.344265,0.111111,0,0.444444,0.888889,0.444444,3
96,133,0.018519,0.222222,0,1.444444,2.888889,1.444444,3
217,115,0.344445,0.555555,0.222222,4.666667,8.333333,4.666667,3
230,98,0.151852,0.388889,0,4.111111,8.111111,4.111111,3
20,70,8.767999,7.944445,13.666667,23.88889,15.888889,23.88889,3
237,137,0.107407,0.333333,0,2,4,2,3
119,115,1.572919,5,3.555556,12.888889,16,12.888889,3
59,87,84.87777,13.222221,12.222222,23.444445,19,23.444445,3
53,135,0.207407,0.333333,0,2.111111,4.111111,2.111111,3
68,103,0.577778,1.111111,0.111111,5.666666,10.555555,5.666666,3
81,122,64.95186,4.833334,3.333333,11.333333,14.111111,11.333333,3
132,91,188.50739,33.444447,35.88889,52.666668,29.555555,52.666668,3
123,143,0.389682,0.277778,0,1.222222,2.444444,1.222222,3
9,80,13.751853,16.666666,17.333334,31.666666,24.11111,31.666666,3
54,140,0.443053,1.777778,3.777778,14,17,14,3
109,146,0.136083,0.055556,0,0.111111,0.222222,0.111111,3
228,123,0.077778,0.444444,0,2,3.888889,2,3
31,96,3.6,2.777778,1,8,12.666667,8,3
13,83,0.547722,0.666667,1.555556,6,6.888889,6,3
28,114,0.433333,1.166667,0.111111,4.666667,8.444445,4.666667,3
45,108,12.795401,27.277779,41.77778,61.11111,33.88889,61.11111,3
2,96,13.277781,2.333333,2.111111,9.777778,13.666667,9.777778,3
70,122,4.033196,4.111111,17.88889,25.11111,15.666667,26.444445,3
31,68,203.35188,18.277777,38.555557,60.11111,38.77778,60.11111,3
113,130,0.250924,0.333333,0,2.555556,5,2.555556,3
47,119,2.274659,1.333333,2.111111,6.777778,7.222222,6.777778,3
122,123,0.374074,0.5,0,3.333333,6.444445,3.333333,3
113,128,0.074074,0.388889,0,2.222222,4.444445,2.222222,3
75,98,45.84074,4.666666,2.333334,10.444445,14.777778,10.444445,3
224,95,0.474074,1.055556,0.888889,7.222222,11.111111,7.222222,3
121,120,0.250924,0.722222,1.111111,6.555555,9.111111,6.555555,3
30,91,6.462962,3.277778,2.444444,12.111111,17.555555,12.111111,3
196,100,83.351845,5.777778,4.666667,13.333333,15.555555,13.333333,3
68,103,0.577778,1.111111,0.111111,5.666666,10.555555,5.666666,3
127,143,0.122222,0.888889,0.888889,9.444445,15.777778,9.444445,3
21,64,12.948471,20.222223,24.666666,38,21,38,3
132,124,0.074074,0.222222,0,3.222222,6.444445,3.222222,3
98,144,0.02963,0.333333,0,3,6,3,3
231,124,14.962965,1.833333,1.444444,5.888889,8.666667,5.888889,3
41,77,0.651851,1.611111,1.222222,10.222222,15.666667,10.222222,3
35,107,14.967619,9.833333,7.333334,12.222222,8.111111,12.222222,3
254,73,7.865538,9.444445,20.555555,57.333332,67.888885,57.333332,3
49,116,0.311111,2.111111,0.888889,6,9,6,3
68,109,3.233333,1.111111,0.333333,4.777778,8.444445,4.777778,3
114,102,1.22963,1.166667,1,8.444445,13.222222,8.444445,3
14,136,0,0,0,0,0,0,3
126,141,1.351853,0.888889,0.444444,7.666666,13.222222,7.666666,3
112,102,0.207407,1.555556,0.555556,7.666666,12.888889,7.666666,3
9,80,13.751853,16.666666,17.333334,31.666666,24.11111,31.666666,3
113,132,0.344265,0.388889,0,3.444444,6.444445,3.444444,3
50,109,1.229631,2,2.555556,9.666667,12,9.666667,3
221,111,0.240741,0.388889,0,4,8,4,3
215,123,0.133333,0.666667,0,3.777778,7.222222,3.777778,3
35,135,0.118519,0.222222,0,0.666667,1.333333,0.666667,3
150,144,0.074074,0.611111,0.111111,6.555555,12.111111,6.555555,3
58,124,1.140741,0.555556,0.111111,2.777778,4.888889,2.777778,3
58,128,1.75647,2.444444,10.111111,25.88889,28.222221,25.88889,3
106,136,0.177778,0.388889,0.111111,1.888889,3.555556,1.888889,3
48,85,13.451853,2.055556,1.333333,8.888889,13.777778,8.888889,3
124,101,27.97407,6.444445,5.777778,15.555555,16.11111,15.555555,3
235,120,0.340741,0.5,0,4,7.666666,4,3
25,91,4.374074,1.388889,0.888889,8.111112,12.666667,8.111112,3
18,90,0.374074,0.666667,0.555556,6.888889,12.222222,6.888889,3
7,90,0.854184,2.444444,2.555556,5.777778,3.333333,6.222222,3
86,136,4.193469,2.111111,6.666666,20.88889,26.11111,20.88889,3
203,93,6.444444,3.444444,3.222222,11.888889,15.333333,11.888889,3
33,142,1.377061,0.888889,1.666667,7.222222,10.111111,7.222222,3
230,124,0.107407,0.277778,0,2,4,2,3
18,66,9.089677,10.944443,32.333336,49.555557,29,49.555557,3
74,129,0.02963,0.111111,0,1.555556,3.111111,1.555556,3
33,132,0.998147,1.722222,0.666667,4.222222,6.777778,4.222222,3
90,116,0.854184,1.333334,11.777778,29.555555,32.444443,29.555555,3
101,121,0.843274,1.5,1.111111,6,7.777778,6,3
2,88,7.218519,2.5,3.555556,13.333333,16.666666,13.333333,3
126,80,530.5518,34.61111,60.333332,79.55556,32.333332,79.55556,3
5,118,0.074074,0.333333,0,2.555556,4.888889,2.555556,3
67,136,3.708349,2.666667,9,25.333334,29.444445,25.333334,3
78,100,8.296297,2.555556,1.444444,9.444445,14.555555,9.444445,3
3,106,0.172133,0.111111,0,1.666667,3.333333,1.666667,3
110,92,4.02963,2.277778,3.222222,12.666667,15.666667,12.666667,3
10,94,0.118519,0.722222,0.111111,6,11.222222,6,3
96,96,1.511111,0.833333,2.666667,11.888889,16.777779,11.888889,3
61,119,0.833333,1.055556,0.111111,3.222222,6,3.222222,3
69,139,1.773259,2.111111,16,22.555555,13.444445,23.88889,3
96,130,0.45542,1.222222,0.444444,5,7.777778,5,3
231,124,14.962965,1.833333,1.444444,5.888889,8.666667,5.888889,3
48,83,4.018517,2.333333,2.222222,11.888889,16.88889,11.888889,3
52,102,0.507407,0.833333,0.666667,6.333334,10.333333,6.333334,3
18,83,9.988892,12.888889,9,22.666666,24.88889,22.666666,3
58,109,0.251852,2.833333,1.444444,8.444445,12.444445,8.444445,3
17,110,1.262963,2.722222,1.444444,6.444445,7.444445,6.444445,3
207,97,0.651852,0.777778,0.555556,5.888889,9.777778,5.888889,3
69,136,2.810035,2.777778,16.88889,25.777779,19,26.666666,3
26,120,1.274074,0.833333,0.111111,3.333333,6,3.333333,3
63,122,0,0,0,1,2,1,3
115,111,0.403687,1.944444,9.666667,30.11111,36.22222,30.11111,3
233,97,0.196296,0.555555,0.111111,5.555555,10.333333,5.555555,3
6,118,0.136083,0.055556,0,0.111111,0.222222,0.111111,3
37,76,0.918519,1.833333,3.777778,13.333333,15.222222,13.333333,3
23,129,0.077778,0.388889,0,1.555556,3.111111,1.555556,3
17,85,0.720082,1.111111,0.444444,3.444444,5,3.444444,3
20,117,0,0,0,0,0,0,3
88,136,1.149879,2.055555,4.111111,13.222222,15.666667,13.222222,3
7,134,0.018519,0.055556,0,0.111111,0.222222,0.111111,3
101,137,0.501848,0.833333,0.222222,2.666667,4.555555,2.666667,3
234,110,0.211111,0.5,0.111111,4.888889,9.222222,4.888889,3
19,133,0,0,0,0,0,0,3
51,115,0.488889,1.388889,0.555556,5.666666,8.888889,5.666666,3
118,125,0.298142,0.888889,0,3.111111,5.888889,3.111111,3
14,120,0.133333,0.444444,0,3.888889,6.888889,3.888889,3
118,109,2.655532,3.999999,7,22.333334,27.11111,22.333334,3
117,110,2.905932,2.277777,9.222222,29,35.333332,29,3
95,141,0.240741,0.722222,0.111111,3.666667,6.333334,3.666667,3
205,83,688.0741,8.333333,19.777779,28.555555,15.777778,28.555555,3
199,100,1.440741,2.444444,2.777778,11.555555,16.444445,11.555555,3
3,91,5.051852,1,1.888889,10.666667,15.111111,10.666667,3
37,104,9.713106,22.111109,14.888889,23.444445,14.444445,23.444445,3
18,90,0.374074,0.666667,0.555556,6.888889,12.222222,6.888889,3
127,143,0.122222,0.888889,0.888889,9.444445,15.777778,9.444445,3
2,114,0.122222,0.277778,0.777778,3.888889,6.444445,3.888889,3
241,90,23.377783,6.777779,4.777778,15.666667,20,15.666667,3
85,121,1.062841,0.944445,8.888889,29.222221,36,29.222221,3
81,145,4.534641,7.5,9.888889,20.11111,20,20.11111,3
100,115,0.162963,0.722222,0.333333,6.222222,10.444445,6.222222,3
140,124,0.444445,1.111111,0.222222,6.111111,10.777778,6.111111,3
140,124,0.444445,1.111111,0.222222,6.111111,10.777778,6.111111,3
49,139,0.077778,0.333333,0,1.333333,2.666667,1.333333,3
64,114,6.320163,8.833333,18.333334,47.22222,52.22222,47.22222,3
54,91,1.540741,0.833333,0.555556,8,14.222222,8,3
23,129,0.077778,0.388889,0,1.555556,3.111111,1.555556,3
68,122,2.029414,1.555556,14.222222,31.11111,32.88889,31.11111,3
194,124,0.433334,1.388889,1,5.555555,8.222222,5.555555,3
224,73,1.277778,2.333333,2.333334,10.666667,14.555555,10.666667,3
38,116,0.240741,1.222222,0.555556,5.666666,8.555555,5.666666,3
54,91,1.540741,0.833333,0.555556,8,14.222222,8,3
226,72,0.818518,1.388889,1.555556,9.444445,14.777778,9.444445,3
33,94,0.210818,2.555556,3.222222,7.777778,5.666666,7.777778,3
70,98,1.718519,1.777778,1.222222,9.222222,13.666667,9.222222,3
46,88,1.366667,1.555556,0.666667,7.666666,13.111111,7.666666,3
14,95,0.699206,1.111111,0.666667,3.888889,4.888889,3.888889,3
40,95,1.574074,1.611111,1,9.222222,13.777778,9.222222,3
232,126,11.885187,1.222222,0.444444,3.555556,6.111111,3.555556,3
99,132,0.385185,0.555555,0.111111,2,3.777778,2,3
55,93,0.3,1.388889,0.555556,7.222222,12.666667,7.222222,3
33,142,0.02963,0.111111,0,0.111111,0.222222,0.111111,3
94,144,0.118518,0.5,0,3.444444,6.888889,3.444444,3
196,93,2.562963,1.5,2,9.333334,13,9.333334,3
234,122,7.84074,1.388889,0.555556,5.222222,8.888889,5.222222,3
100,111,20.951847,4.111111,2.222222,9.111111,12.666667,9.111111,3
82,138,0.518518,0.888889,0,3.777778,7.111111,3.777778,3
20,137,0.02963,0.277778,0,0.666667,1.333333,0.666667,3
33,131,0.807373,1,0.222222,1.777778,3.111111,1.777778,3
16,82,41.288895,6.222223,4.333334,14.555555,18.222221,14.555555,3
17,124,0.611111,1.444444,0.222222,2.666667,4.555555,2.666667,3
117,137,0.389682,0.388889,0,2.222222,4.333334,2.222222,3
18,87,1.962613,1.888889,1.222222,5.666666,8.222222,5.666666,3
59,120,1.986063,1.444444,10.555555,33.11111,42.11111,33.11111,3
26,137,0.018519,0.111111,0,0.777778,1.555556,0.777778,3
118,85,4.418521,2.277778,3.555556,14.888889,20.11111,14.888889,3
80,87,572.9964,44.722225,58.77778,79,34.666668,79,3
129,91,752.24066,25.277779,38.444443,52.666668,25.11111,52.666668,3
97,123,0.018519,0.166667,0,3.444444,6.888889,3.444444,3
48,79,1.851852,1.166667,1.777778,10.555555,15.444445,10.555555,3
45,126,3.870114,2.555556,4.888889,17.222223,21.11111,17.222223,3
42,138,1.185186,0.444444,0.111111,0.666667,1.111111,0.666667,3
33,117,0.018519,0.111111,0,3.111111,6.111111,3.111111,3
6,81,8.740745,5.722223,7.666666,18.88889,19.222221,18.88889,3
98,126,0.712325,0.944444,0.555556,5.222222,7.333334,5.222222,3
91,120,0.928958,0.611111,11.222222,25.777779,26.777779,25.777779,3
139,121,0.418519,1.166667,0.777778,7.777778,12.222222,7.777778,3
127,81,442.17786,22.111109,34.88889,51.77778,27.666666,51.77778,3
195,99,4.462964,2.777778,3.444444,11.555555,14.444445,11.555555,3
98,107,3.733333,3.944445,4.888889,14.555555,17.555555,14.555555,3
95,127,0.074074,0.222222,0,1.888889,3.777778,1.888889,3
58,125,1.110556,1.055556,11.111111,30.666666,36.333332,30.666666,3
78,99,8.018518,3.055555,1.111111,9,14.555555,9,3
37,120,0.344444,1.055556,0.222222,4.444445,7.555555,4.444445,3
49,112,1.377778,1.555556,1.111111,7.222222,10.222222,7.222222,3
239,123,0.077778,0.5,0,4.222222,8.111111,4.222222,3
35,76,192.20744,7.833334,8.444445,19.444445,17.777779,19.444445,3
18,70,5.897896,9.944444,16.222223,26.666666,16.88889,26.666666,3
235,88,0.240741,0.944445,0.444444,6.444445,11,6.444445,3
201,86,222.70003,8.777779,8.777778,19.88889,19.444445,19.88889,3
94,127,0.501849,0.777778,0.555556,5.555555,8.444445,5.555555,3
1,81,267.45554,9.222222,14,30.555555,27.666666,30.555555,3
123,136,1.096296,0.666667,0.111111,3,5.666666,3,3
225,91,0.355556,0.666667,1.111111,8,13,8,3
92,121,1.82168,2.055556,9.555555,23.444445,25.444445,23.444445,3
4,96,2.962964,1.555556,0.888889,7.777778,12.666667,7.777778,3
10,112,0.421637,0.5,0,1.222222,2.333333,1.222222,3
59,120,1.986063,1.444444,10.555555,33.11111,42.11111,33.11111,3
137,105,16.507421,31.222223,35.77778,52.666668,29.444445,52.666668,3
108,144,0.151852,0.222222,0,2.888889,5.777778,2.888889,3
68,127,0.975629,1.277778,10.888889,26.444445,30.222221,26.444445,3
74,129,0.02963,0.111111,0,1.555556,3.111111,1.555556,3
