@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
57,83,-49.444443,79.22222,-2.254208,2
35,132,-15.777778,29.222221,-2.146845,2
30,108.44444,-40.88889,54.444443,-2.395064,2
15,109.111115,-40.88889,54.77778,-2.389025,2
46,119.888885,-35.333332,49.333332,-2.357688,2
30,108.888885,-37.444443,50.555557,-2.385308,2
12,123.666664,-35.666668,47,-2.402917,2
23,118.22222,-36,50.333332,-2.356262,2
52,104.666664,-31.88889,52.77778,-2.229685,2
16,95,-44.88889,67.44444,-2.302468,2
82,100.77778,-40.88889,58.11111,-2.344872,2
30,108.888885,-37.444443,50.555557,-2.385308,2
57,90.22222,-43.77778,68.888885,-2.264402,2
58,105.333336,-38.11111,53.22222,-2.357271,2
57,119.44444,-34,46.333332,-2.376054,2
20,121.666664,-32.666668,47.333332,-2.328034,2
96,103.22222,-24.444445,49.555557,-2.085954,2
67,100.55556,-41.88889,58.444443,-2.357338,2
62,121.111115,-27.222221,40.11111,-2.315962,2
40,122.55556,-29.88889,44.444443,-2.308766,2
30,117.55556,-31.666666,49,-2.27951,2
65,120,-31,48,-2.273744,2
15,125.44444,-31.444445,45.555557,-2.32497,2
24,116.333336,-32.555557,48.444443,-2.307914,2
35,122.666664,-30.333334,45,-2.311049,2
28,117.888885,-34.555557,48.444443,-2.35398,2
75,111.22222,-32.444443,48.88889,-2.295488,2
39,108.44444,-40.666668,54.333332,-2.393564,2
36,108.888885,-39.77778,55.22222,-2.362237,2
12,114.55556,-35.444443,48.88889,-2.368866,2
30,107,-40.666668,53.333332,-2.405295,2
40,105.77778,-44.11111,56.88889,-2.419456,2
54,103.666664,-36.22222,51.77778,-2.33633,2
44,118.888885,-31.777779,42.88889,-2.384657,2
85,83.44444,-43,73.333336,-2.208414,2
51,117.44444,-36.88889,53.444443,-2.330465,2
45,92.55556,-42.333332,68.333336,-2.247816,2
21,122.666664,-33,45.333332,-2.370372,2
141,1.666667,-8.444445,13.222222,-2.257122,3
90,1,-6.777778,12.222222,-2.164323,3
80,5.888889,-12.555555,16.11111,-2.417517,3
118,0.222222,-2.777778,4.888889,-2.17128,3
122,0.444444,-1.666667,2,-2.444563,3
116,2.111111,-6.333334,9,-2.313013,3
88,1.444444,-7,11,-2.269545,3
87,1.888889,-5.111111,8.222222,-2.229493,3
123,0.555556,-3.777778,6.555555,-2.16176,3
122,1,-5.111111,8.888889,-2.173204,3
100,0.777778,-3.333333,4.666666,-2.337096,3
111,3.333333,-8,12.666667,-2.216473,3
93,1.222222,-7.333334,12.666667,-2.18361,3
119,0.111111,-4.333334,8.333333,-2.11372,3
96,1.777778,-8.111111,14.222222,-2.186234,3
80,21.88889,-18.88889,24.11111,-2.431513,3
109,10.555555,-18.88889,27.11111,-2.344093,3
79,3.888889,-10.888889,15.444445,-2.339798,3
129,0,-1.555556,3.111111,-2.094395,3
91,39.88889,-20.777779,29.555555,-2.346057,3
70,18.222221,-14.777778,15.888889,-2.589111,3
99,0.444444,-5.777778,10.555555,-2.149743,3
110,4,-7.555555,7.444445,-2.618651,3
83,11.444445,-16.11111,24.88889,-2.274205,3
96,2.333334,-8.333333,12.666667,-2.268209,3
112,0.111111,-1.333333,2.333333,-2.151914,3
98,0.111111,-4.222222,8.111111,-2.11372,3
146,0,-0.111111,0.222222,-2.094395,3
126,1.777778,-7.222222,10.777778,-2.289097,3
127,3.333333,-7.444445,8.888889,-2.474562,3
122,12.111111,-24.444445,36.555557,-2.305989,3
73,37.77778,-43.666668,70.333336,-2.251254,3
89,0.333333,-6.555555,12.444445,-2.123905,3
133,0,0,0,0,3
69,22.88889,-13.777778,16.555555,-2.488979,3
117,0.111111,-3.222222,6.111111,-2.132635,3
98,1.333333,-3.555556,4.111111,-2.4238,3
139,0,-1.333333,2.666667,-2.094395,3
120,13.555555,-25.555555,42.11111,-2.231261,3
136,6.666666,-11.666667,15.666667,-2.412671,3
95,3.888889,-8.888889,12.777778,-2.326455,3
98,3.555556,-10.333333,13.666667,-2.395422,3
138,14.888889,-19.88889,24.777779,-2.439538,3
115,13,-19,24.333334,-2.45904,3
114,0.555556,-2.888889,6.444445,-2.02703,3
103,3.444444,-5.888889,7.111111,-2.497929,3
107,0.555556,-4.666666,8.333333,-2.146531,3
64,30.333334,-19,21,-2.593825,3
120,0,-3,6,-2.094395,3
70,20.222221,-14.444445,16.88889,-2.514204,3
87,64.55556,-26,34.666668,-2.422127,3
135,0.111111,-2.222222,4.111111,-2.137446,3
131,0.222222,-1.555556,3.111111,-2.094395,3
76,7.666666,-13.444445,15.222222,-2.520215,3
109,3,-8.555555,12.444445,-2.283787,3
124,0.555556,-2.777778,4.555555,-2.16921,3
133,0,-2.222222,4.444445,-2.094395,3
137,0.555556,-2.777778,4.555555,-2.200588,3
144,0.888889,-7.222222,12.111111,-2.212162,3
121,13.555555,-25,36,-2.335871,3
100,6.444445,-10.444445,15.555555,-2.289874,3
96,3.777778,-9.333333,13.666667,-2.330693,3
147,6.777778,-3.777778,6.555555,-2.064514,3
90,1.444444,-7.555555,13.444445,-2.16608,3
114,23.88889,-34.444443,52.22222,-2.295381,3
89,0.333333,-6.555555,12.444445,-2.123905,3
105,2.444444,-7.444445,12.555555,-2.205437,3
95,3.111111,-9.666667,13.666667,-2.333804,3
122,0.444444,-1.666667,2,-2.444563,3
134,0,-0.111111,0.222222,-2.094395,3
76,1.777778,-4.666666,6.666666,-2.340801,3
86,11.555555,-13.888889,19.444445,-2.363577,3
145,0.777778,-1.555556,1.777778,-2.53095,3
91,1.222222,-8.111111,14.222222,-2.186723,3
121,3.111111,-6.888889,7.777778,-2.519165,3
107,6.333334,-10.222222,15.111111,-2.291762,3
106,1.333333,-5.555555,8.111111,-2.274071,3
137,0,-2,4,-2.094395,3
102,42,-19.777779,25.88889,-2.416817,3
130,0.666667,-3.777778,5.888889,-2.239029,3
143,2.222222,-9.888889,15.777778,-2.257412,3
139,0.222222,-2,3.333333,-2.15073,3
126,2.555556,-6.666666,7.333334,-2.536514,3
102,1.666667,-6.666666,10.333333,-2.261719,3
120,2.888889,-7.222222,9.111111,-2.433795,3
75,52.11111,-22.666666,31.333334,-2.356754,3
111,0,-4,8,-2.094395,3
122,5.222222,-9.888889,14.111111,-2.349017,3
125,13.111111,-11.888889,21.777779,-1.793403,3
81,41,-23,27.666666,-2.476481,3
110,0.444444,-4.666666,8.333333,-2.155984,3
115,6.222222,-12,16,-2.390992,3
135,0.111111,-2.888889,5.444445,-2.117548,3
95,2.444444,-7.888889,11.111111,-2.348987,3
107,6.666666,-11.444445,17.555555,-2.280146,3
69,10.333334,-12.555555,14.777778,-2.481874,3
119,15.888889,-25.11111,39.22222,-2.268148,3
137,0.111111,-2.333333,4.333334,-2.123254,3
130,1.777778,-5.888889,7.777778,-2.366216,3
120,13.555555,-16.88889,26.777779,-2.230821,3
80,21.88889,-18.88889,24.11111,-2.431513,3
138,0.444444,-4.222222,7.111111,-2.173961,3
125,2.444444,-7.111111,11.555555,-2.234241,3
98,3.777778,-9.555555,14.777778,-2.272973,3
121,2.555556,-8.777778,12.222222,-2.351514,3
83,4.666667,-12.111111,16.88889,-2.345005,3
103,0.666667,-6.111111,10.555555,-2.185466,3
120,13.555555,-25.555555,42.11111,-2.231261,3
75,52.11111,-22.666666,31.333334,-2.356754,3
81,37.11111,-26.444445,40.88889,-2.274461,3
124,12.333333,-21.333334,28.333334,-2.396682,3
113,22.333334,-32.333332,49,-2.29665,3
128,13.444445,-19.11111,28.222221,-2.3163,3
77,3.555556,-11.333333,15.666667,-2.354881,3
110,0.444444,-5.111111,9.222222,-2.152507,3
80,8.444445,-10.444445,15.222222,-2.326257,3
120,1.111111,-5.111111,7.555555,-2.298085,3
132,0,-1.111111,2.222222,-2.094395,3
92,6.444445,-12.666667,15.666667,-2.452176,3
145,10.333334,-10.666667,20,-2.06232,3
102,12.777778,-12.777778,17.555555,-2.378944,3
132,1,-3.888889,6.777778,-2.152432,3
145,0.777778,-1.555556,1.777778,-2.53095,3
122,15.111111,-17.777779,32.88889,-2.06017,3
123,0.111111,-2.111111,3.888889,-2.123254,3
136,12.222222,-19.555555,29.444445,-2.307511,3
72,2.555556,-8.888889,14.777778,-2.216721,3
94,6.666666,-8,5.666666,-2.869948,3
123,0.222222,-3.555556,6.444445,-2.142674,3
95,3.666667,-10.888889,13.777778,-2.429449,3
91,41.77778,-17.555555,25.11111,-2.320272,3
115,0.777778,-5,8.333333,-2.216604,3
91,1.222222,-8.111111,14.222222,-2.186723,3
89,8.555555,-14.111111,19.88889,-2.356793,3
133,0.111111,-2.888889,5.444445,-2.123254,3
81,10.888889,-14.444445,19.222221,-2.388561,3
95,8.333334,-14.222222,17.777779,-2.445012,3
90,5.666666,-6.333334,3.333333,-3.044175,3
97,0.666667,-6,10.333333,-2.191382,3
123,0,-3.444444,6.888889,-2.094395,3
124,0.222222,-2.666667,4.666666,-2.16176,3
81,19.444445,-22,27.666666,-2.438409,3
85,6.111111,-13.888889,20.11111,-2.329093,3
134,6.555555,-15.111111,21.555555,-2.343004,3
81,2,-7.444445,11.888889,-2.248134,3
133,0,-1.444444,2.888889,-2.094395,3
118,0,-0.111111,0.222222,-2.094395,3
140,8.666667,-11.777778,15.555555,-2.417818,3
124,0.555556,-3.111111,4.888889,-2.18129,3
120,0.888889,-4.777778,6.888889,-2.315721,3
118,0.111111,-2.111111,3.888889,-2.132635,3
127,0,-1.888889,3.777778,-2.094395,3
127,2.111111,-6.555555,8.444445,-2.408939,3
106,0.666667,-5.888889,11.111111,-2.133095,3
105,40.11111,-21.222221,29.444445,-2.380238,3
76,12.666667,-15.222222,17.777779,-2.523325,3
139,15.666667,-6.222222,13.444445,-1.702833,3
91,1.888889,-7.666666,13,-2.217735,3
143,0,-1.222222,2.444444,-2.094395,3
73,26.222221,-42.444443,67.888885,-2.255561,3
112,3.111111,-8.111111,10.222222,-2.435718,3
136,12.222222,-19.555555,29.444445,-2.307511,3
97,1.444444,-6.222222,9.777778,-2.269023,3
140,7.222222,-13.666667,17,-2.442323,3
96,2,-8,12.666667,-2.244482,3
116,1.111111,-5.555555,8.777778,-2.24908,3
68,42.88889,-25.88889,38.77778,-2.308656,3
121,3.111111,-6.888889,7.777778,-2.519165,3
122,13,-17.88889,27.444445,-2.247266,3
138,0.555556,-3.111111,4.888889,-2.219242,3
131,0,0,0,0,3
93,5.222222,-10.666667,15.333333,-2.332766,3
107,1,-5.666666,9.333333,-2.226355,3
92,10.555555,-11.666667,18,-2.280561,3
100,3.888889,-9.888889,16.444445,-2.226247,3
115,1.888889,-6.444445,8.888889,-2.358386,3
127,11.777778,-16.444445,30.222221,-2.035808,3
84,3.111111,-9,13.333333,-2.305729,3
108,6.777778,-10.666667,16.333334,-2.275553,3
122,0.333333,-4.777778,8.555555,-2.153599,3
119,4.222222,-6.777778,7.222222,-2.587228,3
136,15.666667,-7.666666,19,-1.61572,3
108,1.666667,-3.888889,4.444445,-2.463852,3
126,8.333334,-17.88889,26.444445,-2.313534,3
99,0.444444,-5.777778,10.555555,-2.149743,3
108,46.555557,-24.11111,33.88889,-2.360491,3
111,14.333333,-25.11111,36.22222,-2.333318,3
124,0,-2,4,-2.094395,3
102,1.666667,-6.666666,10.333333,-2.261719,3
95,1.222222,-7.111111,12.888889,-2.151958,3
146,0,0,0,0,3
122,16.666668,-6,15.666667,-1.540214,3
129,0,-1.555556,3.111111,-2.094395,3
66,37.77778,-22.666666,29,-2.43063,3
127,13.666667,-25.777779,37.555557,-2.326275,3
112,0,-0.444444,0.888889,-2.094395,3
126,0.555556,-4.222222,6.777778,-2.229939,3
73,3.111111,-9.222222,14.444445,-2.268176,3
137,5.888889,-13.555555,18.777779,-2.360782,3
79,3.333333,-8.555555,13.111111,-2.288981,3
120,2.111111,-6.888889,11.777778,-2.180291,3
120,4.777778,-10.888889,17.444445,-2.240133,3
99,5.222222,-9.888889,14.444445,-2.318885,3
124,1.222222,-6.888889,10.777778,-2.267462,3
137,0,-0.666667,1.333333,-2.094395,3
128,3.888889,-8.555555,12.777778,-2.300368,3
144,0,-3,6,-2.094395,3
125,1,-4,6.333334,-2.237562,3
116,2.222222,-6.777778,8.555555,-2.420258,3
107,18.666668,-28.666666,40.333332,-2.354617,3
138,0,-2.333333,4.666666,-2.094395,3
121,11.888889,-16.222221,25.444445,-2.235355,3
99,2.333334,-9.111111,14.555555,-2.255673,3
77,6.777778,-13.444445,16.222221,-2.467493,3
124,0,-3.222222,6.444445,-2.094395,3
115,20.666668,-22.777779,38.88889,-2.090649,3
98,2,-4.444445,4.555555,-2.548898,3
113,0.666667,-3.888889,6.111111,-2.237562,3
117,0.222222,-3.333333,6.666666,-2.094395,3
73,4.444445,-10.444445,14.555555,-2.355641,3
126,0.555556,-3.222222,6.111111,-2.107303,3
95,2.222222,-4.777778,4.888889,-2.552724,3
100,2.888889,-9.444445,14.555555,-2.28054,3
120,0.222222,-2.777778,5.555555,-2.057287,3
75,33.666668,-24.777779,37.88889,-2.284187,3
142,0,-0.111111,0.222222,-2.094395,3
120,0.333333,-4.333334,7.666666,-2.156366,3
130,0.111111,-2.666667,5,-2.123254,3
94,0.666667,-6.444445,11.222222,-2.189708,3
119,0.333333,-3.333333,6,-2.133095,3
90,1,-6.777778,12.222222,-2.164323,3
71,29.777779,-18.88889,25.11111,-2.401825,3
144,0,-3.444444,6.888889,-2.094395,3
110,13.444445,-24,35.333332,-2.321226,3
133,0,0,0,0,3
109,0.777778,-4.888889,8.444445,-2.146531,3
88,4.111111,-11.111111,14.555555,-2.396657,3
145,2,-4.222222,4.444445,-2.569768,3
116,14.888889,-20.88889,32.444443,-2.259967,3
138,0.111111,-0.555556,1.111111,-2.094395,3
137,3.444444,-7.333334,12,-2.193967,3
81,10.888889,-14.444445,19.222221,-2.388561,3
85,2.666667,-8.888889,13.777778,-2.271544,3
136,0,0,0,0,3
129,0,-1.555556,3.111111,-2.094395,3
91,2.666667,-9,12.666667,-2.354575,3
132,0.111111,-1.888889,3.777778,-2.094395,3
104,17.555555,-11.222222,14.444445,-2.42507,3
116,0.666667,-5.222222,9.111111,-2.163434,3
81,19.444445,-22,27.666666,-2.438409,3
136,9,-16.555555,26.11111,-2.268991,3
87,1.888889,-5.111111,8.222222,-2.229493,3
138,0.111111,-0.777778,1.222222,-2.181439,3
124,5.777778,-10.444445,15.888889,-2.265747,3
113,0.111111,-2.888889,5.444445,-2.123254,3
125,0.222222,-4.111111,7.555555,-2.130339,3
80,66.44444,-25.333334,32.333332,-2.434193,3
85,3.333333,-5.888889,8.111111,-2.369864,3
115,1.666667,-7.222222,10.444445,-2.321865,3
125,13.888889,-22.333334,36.333332,-2.241956,3
83,3.555556,-6.444445,6.888889,-2.573381,3
91,4.333334,-11.222222,15.111111,-2.383949,3
122,0,-1,2,-2.094395,3
124,1.666667,-4.666666,8.666667,-2.118937,3
139,15.666667,-6.222222,13.444445,-1.702833,3
99,2.333334,-9.111111,14.555555,-2.255673,3
109,4.777778,-9.333333,12,-2.413992,3
106,0,-1.666667,3.333333,-2.094395,3
87,64.55556,-26,34.666668,-2.422127,3
124,1.888889,-5.444445,8.222222,-2.284608,3
121,0.111111,-3.444444,6.555555,-2.132635,3
79,28.222221,-25.333334,39,-2.286295,3
129,0,-1.555556,3.111111,-2.094395,3
82,6.555555,-12.444445,18.222221,-2.320628,3
91,1.222222,-6.555555,10.777778,-2.225735,3
132,0.444444,-3.888889,6.444445,-2.204847,3
87,15.666667,-14.666667,19,-2.418074,3
95,4.555555,-12.444445,18.222221,-2.322295,3
106,2.111111,-8,12.666667,-2.255541,3
134,4.888889,-11.888889,15.777778,-2.386611,3
82,4.777778,-11.444445,13.888889,-2.451983,3
123,0.333333,-4.111111,7.222222,-2.169865,3
125,0.333333,-3.444444,5.888889,-2.175647,3
138,4.222222,-9.555555,12.444445,-2.406809,3
93,3.666667,-9,13,-2.329423,3
120,0.555556,-3.666667,6,-2.178769,3
136,0.111111,-1.777778,3.555556,-2.094395,3
107,9,-6.555555,8.111111,-2.492965,3
85,1.444444,-4,5,-2.377624,3
134,1.333333,-5,6.333334,-2.422506,3
131,0,-1.555556,3.111111,-2.094395,3
135,0,-0.666667,1.333333,-2.094395,3
96,4.333334,-10.888889,16.777779,-2.275792,3
110,0.444444,-4.666666,8.333333,-2.155984,3
144,0,-2.888889,5.777778,-2.094395,3
130,0,-2.333333,4.666666,-2.094395,3
111,0.333333,-3.888889,6.777778,-2.139494,3
42,40,-15,28.666666,-2.120131,4
101,39,-18.11111,36.22222,-2.094303,4
123,51.333332,-14.777778,33.22222,-2.021502,4
65,53.666668,-20.88889,41.77778,-2.091037,4
18,59.77778,-27.88889,53.444443,-2.123641,4
157,17.444445,-13.666667,25.666666,-2.1343,4
17,62.555557,-24.222221,48.11111,-2.098521,4
73,52.333332,-14.444445,33.88889,-1.996907,4
158,6.111111,-4.333334,11.333333,-1.943449,4
35,61.22222,-23,47.666668,-2.0742,4
150,16.777779,-13.555555,25.444445,-2.134876,4
57,58.22222,-18.777779,41.22222,-2.030703,4
76,30.666666,-8.888889,21.444445,-1.981499,4
148,24.222221,-22.88889,37.444443,-2.237972,4
128,42.88889,-21.777779,42.88889,-2.102441,4
65,50.11111,-21.88889,44.77778,-2.077647,4
104,56.11111,-16.222221,38.77778,-1.986567,4
124,37.444443,-20.222221,38.444443,-2.127801,4
129,45.444443,-12.333333,29,-1.997241,4
135,28.555555,-12.444445,24.88889,-2.093203,4
131,30.666666,-15.111111,30.222221,-2.089186,4
64,34.666668,-14.333333,30.333334,-2.030269,4
162,6.444445,-5.111111,10.888889,-2.044946,4
83,23,-9.555555,20.11111,-2.063242,4
66,38.88889,-1.666667,11.333333,-1.68385,4
89,26.777779,-13.111111,27.88889,-2.046542,4
117,33.77778,-16.444445,32.22222,-2.106235,4
90,58.11111,-22.555555,43.77778,-2.108813,4
106,33.22222,-10.777778,24.222221,-2.010178,4
77,30.444445,-7.666666,14.666667,-2.12336,4
161,5,-4.777778,11.222222,-1.996307,4
43,56.666668,-29.444445,53.555557,-2.160551,4
103,54.333332,-15.777778,36.555557,-2.00292,4
126,50.666668,-16.444445,37.88889,-2.006029,4
118,48.77778,-14.888889,33.77778,-2.007117,4
146,8.111112,-7.777778,15.222222,-2.108911,4
138,48,-16.555555,36.444443,-2.029656,4
73,42.11111,-1.888889,14.444445,-1.681589,4
70,35.11111,-10.555555,25.11111,-1.990412,4
121,27.88889,-11.111111,24.555555,-2.024268,4
76,27.333334,-3.444444,10.888889,-1.903624,4
103,56.88889,-18.333334,41,-2.022581,4
101,56.77778,-22.444445,45.22222,-2.08957,4
146,17.666668,-13.777778,24.88889,-2.164971,4
102,50.11111,-17,37,-2.034054,4
117,39.666668,-19,37.666668,-2.09948,4
159,23.555555,-2.666667,10.333333,-1.802554,4
135,62.22222,-18.777779,41.88889,-2.024945,4
119,35.11111,-10.888889,25.11111,-2.006,4
32,47.77778,-23.444445,49.22222,-2.060607,4
146,8.111112,-7.777778,15.222222,-2.108911,4
20,31.666666,-10.444445,21.88889,-2.045203,4
116,28.777779,-12.222222,25.444445,-2.068113,4
71,35.11111,-1.444444,11.222222,-1.675919,4
85,42.666668,-19.333334,38,-2.097363,4
123,15.888889,-20.555555,37.77778,-2.149759,4
22,43.333332,-20.666666,39.666668,-2.123537,4
17,39.444443,-12.777778,28.222221,-2.030048,4
62,54.666668,-27.11111,51.555557,-2.126207,4
154,23.333334,-19.777779,34.22222,-2.191073,4
78,38.444443,-8.111111,24.222221,-1.886072,4
34,41.666668,-19.444445,37.22222,-2.122875,4
123,52.333332,-22.333334,43.333332,-2.111941,4
24,44,-20.555555,36.11111,-2.186797,4
139,41.666668,-17,36.666668,-2.044238,4
122,52.444443,-27.555555,52.444443,-2.128423,4
101,26.88889,-11.888889,24.777779,-2.05839,4
49,34.333336,-7.111111,18.222221,-1.949745,4
143,43.333332,-22.11111,43.22222,-2.108995,4
145,22.777779,-7.666666,19.666666,-1.934686,4
64,49.11111,-20.777779,43.22222,-2.067168,4
102,51.555557,-14.333333,34.333332,-1.985584,4
122,34.333336,-10.333333,25,-1.985027,4
68,50.11111,-14.333333,34.333332,-1.984308,4
108,35.77778,-12,24.666666,-2.080474,4
99,47.77778,0,12.333333,-1.567463,4
152,21.666666,-18.666666,33.333332,-2.165731,4
80,34.555557,-10.111111,25.555555,-1.962646,4
75,37.333336,-2.333333,13.666667,-1.722278,4
149,17.444445,-14.111111,25.88889,-2.141787,4
121,36.22222,-10.777778,25.222221,-1.995536,4
21,35.77778,-10.888889,25.777779,-1.990806,4
77,35.22222,-9,24,-1.932066,4
98,29.88889,-8.888889,21.11111,-1.96031,4
68,34.666668,-1.222222,11.111111,-1.659641,4
93,54.555557,-24.222221,49.11111,-2.083715,4
124,48.333332,-14.666667,32.666668,-2.030079,4
130,10.333334,-9.444445,17.555555,-2.137371,4
122,29,-14.888889,30.444445,-2.074838,4
70,48.666668,-10.444445,29.555555,-1.907955,4
127,39,-17.444445,36.22222,-2.061036,4
50,53.77778,-23.555555,44.77778,-2.129479,4
97,43.333332,-5.444445,18.88889,-1.836777,4
110,28.777779,-15,31,-2.068653,4
148,24.222221,-22.88889,37.444443,-2.237972,4
117,33.77778,-16.444445,32.22222,-2.106235,4
102,56.555557,-20.11111,40.88889,-2.083043,4
159,18.88889,-0.555556,5.444445,-1.596679,4
145,54.11111,-26,47,-2.166151,4
94,60.555557,-21,43.666668,-2.068537,4
17,39.444443,-12.777778,28.222221,-2.030048,4
67,56.666668,-22.88889,47.11111,-2.076662,4
154,43.555557,-18.444445,39.88889,-2.033077,4
140,23.555555,-9,17.666666,-2.100487,4
120,42.444443,-9.222222,25.444445,-1.910735,4
80,36.11111,-8.222222,21.444445,-1.942698,4
126,20,-6.888889,16.777779,-1.96874,4
100,48.88889,-15.111111,34.555557,-2.00619,4
127,32.666668,-1.888889,13.444445,-1.67677,4
76,46.11111,-12.333333,29.333334,-1.989922,4
124,37.555557,-11.777778,28.555555,-1.980977,4
79,36.555557,-10.222222,24.777779,-1.984583,4
116,41.555557,-13.444445,29.222221,-2.038624,4
89,51.333332,-23.777779,46.555557,-2.108757,4
108,40.11111,-13.111111,29.555555,-2.015554,4
122,31.88889,-10.555555,23.444445,-2.035377,4
160,18.777779,-13.888889,26.11111,-2.138726,4
36,57.77778,-29.444445,55.22222,-2.138581,4
103,51.77778,-20,41.333332,-2.071134,4
125,61.666668,-18.333334,41.333332,-2.019545,4
34,64.55556,-23.666666,48.666668,-2.078154,4
117,27.333334,-11.444445,23.222221,-2.088914,4
73,39.77778,-2.555556,14.777778,-1.720441,4
137,33.555557,-6.111111,16.222221,-1.940975,4
46,54.666668,-27.333334,50.333332,-2.152304,4
96,54.333332,-22.444445,45.22222,-2.089105,4
66,39,-4.777778,15.555555,-1.83808,4
57,61,-31.11111,59.22222,-2.128801,4
120,53.88889,-9.444445,27.88889,-1.892977,4
120,34.77778,-11.666667,25.333334,-2.046753,4
129,33.11111,-14.333333,28.666666,-2.097799,4
83,44,-11.555555,29.11111,-1.958524,4
42,51.444443,-24.666666,47,-2.125735,4
109,35.666668,-17.11111,35.555557,-2.068644,4
158,5.666666,-4.888889,11.777778,-1.982834,4
119,35.11111,-10.888889,25.11111,-2.006,4
87,56,-24.777779,48.88889,-2.105073,4
151,25.555555,-22.11111,36.88889,-2.219625,4
121,36.22222,-10.777778,25.222221,-1.995536,4
139,57.333332,-20.333334,42.333332,-2.065471,4
84,7.555555,-4.666666,8.666667,-2.13694,4
28,54.666668,-26.88889,50.11111,-2.144507,4
82,40,-10,24.666666,-1.971781,4
139,13,-11.777778,21.88889,-2.118223,4
115,41.444443,-12.888889,28.777779,-2.021125,4
109,42.77778,-20.555555,40.444443,-2.105478,4
154,15.666667,-14.444445,26.555555,-2.142529,4
158,17.333334,-12.777778,23.88889,-2.142701,4
147,43.11111,-18,38,-2.056377,4
105,57.88889,-16.666666,39.666668,-1.989475,4
45,47.333332,-14.888889,32.11111,-2.045905,4
50,57.666668,-23.333334,45.666668,-2.107785,4
125,32.444447,-15.333333,30.333334,-2.100687,4
123,39.555557,-11.111111,26.88889,-1.978328,4
38,57.22222,-19.222221,41.444443,-2.038824,4
34,46.22222,-24.11111,48.22222,-2.09452,4
104,58.11111,-16.555555,38.11111,-2.007832,4
118,30.555555,-10.666667,22,-2.077668,4
127,36,-8.222222,22.444445,-1.908348,4
160,18.777779,-13.888889,26.11111,-2.138726,4
32,53.333332,-15.777778,34.22222,-2.042422,4
67,53.333332,-23.222221,45.444443,-2.109804,4
102,51,-23.11111,45.22222,-2.102047,4
115,24.88889,-11.888889,23.777779,-2.094392,4
95,47.77778,-24.555555,48.11111,-2.107858,4
42,31.777779,-14,31,-2.029552,4
158,35,-11.333333,24.333334,-2.049172,4
68,50.11111,-14.333333,34.333332,-1.984308,4
111,50.333332,-19.333334,41.666668,-2.045165,4
87,37.22222,-16.333334,34.666668,-2.050388,4
70,52.88889,-23,47.666668,-2.070832,4
78,25.11111,-15.222222,30.444445,-2.066695,4
73,35.11111,-13.555555,28.777779,-2.054964,4
103,30.88889,-14.555555,28.777779,-2.102607,4
48,34.666668,-16.222221,34.77778,-2.048732,4
125,15,-10,19.666666,-2.104083,4
81,33,-11.111111,26.88889,-1.984566,4
70,32.11111,-9.222222,23.11111,-1.960582,4
13,62.333332,-29.11111,53.22222,-2.154989,4
107,48.11111,-13.666667,31.333334,-2.003607,4
129,27.444445,-13.444445,27.222221,-2.078797,4
90,58.11111,-22.555555,43.77778,-2.108813,4
130,16.444445,-16.777779,31.555555,-2.134924,4
53,35.77778,-10.666667,24.666666,-2.00456,4
129,20.11111,-16.777779,30.555555,-2.161046,4
128,30.88889,-10.444445,24.555555,-1.981846,4
146,36.666668,-18.777779,38.22222,-2.081842,4
126,16.88889,-13.333333,24.333334,-2.158805,4
89,24.666666,-11.111111,23.88889,-2.048461,4
133,32,-14.333333,28.666666,-2.091572,4
100,48.88889,-15.111111,34.555557,-2.00619,4
121,48.444443,-21.555555,41.11111,-2.126943,4
45,47.333332,-14.888889,32.11111,-2.045905,4
80,51.666668,-21.333334,41.333332,-2.116351,4
79,40.666668,-8.777778,24.222221,-1.918888,4
119,40.22222,-14.888889,31.11111,-2.064038,4
20,57.444443,-26.222221,49.444443,-2.133031,4
44,42.555557,-14.777778,30.555555,-2.070466,4
158,6.222222,-3.777778,10.222222,-1.904651,4
77,52.22222,-24,44.666668,-2.143048,4
65,53,-12.111111,23.222221,-1.970812,4
44,50.333332,-25.666666,50.666668,-2.102652,4
146,18.555555,-13.888889,26.444445,-2.124871,4
117,39.666668,-19,37.666668,-2.09948,4
78,31,-14.333333,29.666666,-2.053834,4
42,24.11111,-11.444445,23.88889,-2.061006,4
103,51.666668,-14.555555,34.11111,-1.997589,4
147,22.333334,-19.222221,34.11111,-2.174468,4
65,53,-12.111111,23.222221,-1.970812,4
105,39.666668,-13.555555,31.777779,-1.996082,4
154,27.333334,-23.666666,40.666668,-2.20265,4
69,52,-18.333334,41,-2.022861,4
81,37.77778,-10.444445,25.88889,-1.970422,4
116,54.11111,-25.666666,46.333332,-2.161793,4
33,30.555555,-13.444445,29.222221,-2.030428,4
138,62,-16.777779,39.22222,-1.999045,4
125,50.666668,-24,46.666668,-2.112723,4
104,51,-13.666667,32.666668,-1.985221,4
140,24.555555,-8.333333,17.666666,-2.05389,4
90,42,-21,39.666668,-2.131861,4
35,33,-15.777778,29.555555,-2.138762,4
120,45.77778,-8.555555,24.444445,-1.896425,4
126,32,-7.888889,20.444445,-1.942179,4
