@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
133,21.444445,18.666668,4
146,10.592592,8.111112,4
102,51.703705,44.555557,4
156,21,17,4
22,49.666668,43.333332,4
122,39.22222,34.333336,4
154,28.148148,23.333334,4
126,23.296297,20,4
101,64.37037,56.77778,4
118,34.333332,30.555555,4
94,68.111115,60.555557,4
28,62.407406,54.666668,4
136,4.851852,3.111111,4
121,41.037037,36.22222,4
120,47.851852,42.444443,4
67,64.74074,56.666668,4
135,47.37037,40.444443,4
121,41.037037,36.22222,4
38,58,49.666668,4
109,49.407406,42.77778,4
66,42.592594,39,4
110,34.11111,28.777779,4
83,49.851852,44,4
102,63.48148,56.555557,4
158,21.037037,17.333334,4
135,69.92593,62.22222,4
78,30.296297,26.333334,4
101,31.185184,26.88889,4
119,39.851852,35.11111,4
127,40.74074,36,4
123,21.62963,15.888889,4
146,22.74074,18.555555,4
118,55.074074,48.77778,4
87,43.333332,37.22222,4
78,69.74074,61.11111,4
64,56.592594,49.11111,4
17,44.592594,39.444443,4
108,45.592594,40.11111,4
162,10.037037,7.555555,4
158,39.333332,35,4
122,34.185184,29,4
19,45.185184,38.77778,4
48,42.074074,37.555557,4
38,64.62963,57.22222,4
83,49.444443,44,4
117,31.25926,27.333334,4
76,51.77778,46.11111,4
96,61.925926,54.333332,4
100,55.37037,48.88889,4
98,52.851852,46.333332,4
46,62.333332,54.666668,4
95,55.62963,47.77778,4
133,36.77778,32,4
98,28.777779,24.333334,4
140,26.444445,23.555555,4
106,37.703705,33.22222,4
89,28.925926,24.666666,4
104,55.74074,48.77778,4
158,8.37037,6.222222,4
80,40.51852,36.11111,4
93,62.851852,54.555557,4
80,40.51852,36.11111,4
101,45.037037,39,4
147,27.296297,22.333334,4
105,50.185184,44,4
125,43.22222,37.444443,4
25,70.44444,61.666668,4
129,24.703703,20.11111,4
33,35.814816,30.555555,4
131,35.703705,30.666666,4
126,20.555555,16.88889,4
148,29.074074,24.222221,4
20,35.48148,31.666666,4
162,8.37037,6.444445,4
62,66.77778,58.22222,4
64,40,34.666668,4
146,43.148148,36.666668,4
34,54.25926,46.22222,4
62,62.814816,54.666668,4
103,58.88889,51.77778,4
116,33.185184,28.777779,4
145,61.11111,54.11111,4
125,69.333336,61.666668,4
123,44.814816,39.555557,4
73,58.814816,52.333332,4
69,40.666668,36.555557,4
116,61,54.11111,4
100,55.37037,48.88889,4
73,43.51852,38.77778,4
80,39.703705,34.555557,4
102,56.77778,50.11111,4
107,49.814816,44.88889,4
62,61.037037,53.444443,4
53,40.444443,35.77778,4
160,22.851852,18.777779,4
89,31.703703,26.777779,4
103,58.185184,51.666668,4
159,26.11111,23.555555,4
83,66.25926,58.88889,4
70,36.74074,32.11111,4
95,46.851852,41.333336,4
42,37.444443,31.777779,4
161,7.148148,5,4
103,64.44444,56.88889,4
73,42.25926,38.88889,4
73,43.851852,39.77778,4
49,38.037037,34.333336,4
73,40.185184,35.11111,4
129,62.407406,55,4
105,45.74074,39.666668,4
108,58.074074,52,4
122,36.185184,31.88889,4
101,45.037037,39,4
90,48.22222,42,4
132,35.22222,30.444445,4
17,44.592594,39.444443,4
122,60.74074,52.444443,4
126,20.555555,16.88889,4
111,57.77778,50.333332,4
105,58.62963,52.22222,4
133,48.666668,41.88889,4
124,40.925926,35.555557,4
76,42.296295,36.77778,4
82,44.88889,40,4
129,32.037037,27.444445,4
76,29.814816,27.333334,4
68,56.296295,48.666668,4
57,65.703705,58.22222,4
20,65.18519,57.444443,4
45,53.074074,47.333332,4
65,60.62963,53.666668,4
102,58.22222,51.555557,4
32,59.48148,53.333332,4
77,32.77778,30.444445,4
82,38.88889,33.666668,4
135,32.703705,28.555555,4
32,56.37037,47.77778,4
25,44.814816,39.88889,4
83,26.518518,23,4
124,53.77778,47.88889,4
124,43.148148,37.555557,4
66,51.592594,45.77778,4
125,60.925926,53.77778,4
68,56.77778,50.11111,4
117,39.037037,33.77778,4
120,60.037037,53.88889,4
116,29.444445,25,4
120,49.407406,44,4
104,65.296295,58.11111,4
76,34.851852,30.666666,4
159,6.62963,4.666667,4
147,27.222221,22.444445,4
137,40.851852,37.333336,4
44,47.814816,42.555557,4
70,55.037037,48.666668,4
81,38.25926,33,4
160,22.851852,18.777779,4
98,33.962963,29.88889,4
120,51.074074,45.77778,4
80,58.333332,51.666668,4
89,31.703703,26.777779,4
138,54.62963,48,4
36,7.925926,5.111111,5
89,8.444445,6,5
150,0,0,5
114,30.481482,26.222221,5
36,0,0,5
88,7.333334,4.666667,5
133,0.37037,0,5
129,2.296296,1.888889,5
84,23.25926,19.777779,5
153,8.333333,6.222222,5
135,31.185184,26.444445,5
149,0,0,5
90,5.148148,2.666667,5
13,9.296296,5.888889,5
91,14.444445,11.333333,5
131,0,0,5
113,21.592592,18.777779,5
141,0.074074,0,5
112,23.703703,19.333334,5
134,2.111111,0.666667,5
65,8.925926,6.333334,5
131,0,0,5
143,0.666667,0,5
95,7.62963,5.333334,5
88,12.259259,8.111112,5
131,1.555556,0.111111,5
89,18.037037,14.555555,5
144,0.703704,0.111111,5
61,8.777778,6.111111,5
114,27.185184,24.11111,5
135,1.407407,0.111111,5
133,0.592593,0,5
107,16.74074,12.666667,5
116,16.851852,13.777778,5
138,1.37037,0,5
110,29.296297,24.444445,5
138,1.222222,0,5
94,20.222221,15.888889,5
61,7.074074,4.333334,5
137,0.925926,0,5
90,10.037037,7.555555,5
140,5.555555,3.555556,5
112,16.185184,12.555555,5
63,8.962963,6.555555,5
97,19.592592,15.666667,5
152,1.37037,0.777778,5
152,1.518519,0.666667,5
141,0.037037,0,5
119,29.481482,24.88889,5
104,19.62963,16.555555,5
111,19.333334,16.222223,5
138,12.185185,9.111111,5
113,29.333334,26.11111,5
135,0.148148,0,5
89,1.814815,0.555556,5
134,2.111111,0.666667,5
142,1.814815,0.888889,5
153,0.37037,0,5
89,16.814816,13.111111,5
154,6.481482,4.333334,5
109,29.407408,26.333334,5
92,12.074074,8.111112,5
88,22.333334,19.444445,5
154,0.740741,0.222222,5
148,0,0,5
137,25.333334,20.777779,5
144,0,0,5
154,0.62963,0.222222,5
109,21.851852,18.333334,5
90,16.666666,12.333333,5
86,6.703704,4.555555,5
147,0,0,5
94,9.111111,6.222222,5
137,3.111111,1.444444,5
152,0,0,5
41,0.703704,0.333333,5
94,21.444445,17,5
141,0.037037,0,5
91,24.074074,19.555555,5
131,0.814815,0.222222,5
38,14.444445,11.222222,5
154,0.259259,0,5
135,26.444445,22.11111,5
86,20.444445,16.88889,5
87,11.148149,7.222222,5
110,9.444445,6.333334,5
147,0,0,5
94,1.185185,0.111111,5
136,6.185185,4.222222,5
95,20.185184,16.222223,5
105,26.74074,23.666666,5
145,0,0,5
110,31.62963,28.333334,5
80,14.481482,11.777778,5
91,6,3.666667,5
131,0.222222,0,5
104,19.777779,16.88889,5
135,2.185185,0.888889,5
154,1.851852,1,5
116,23.407408,19.444445,5
147,0.296296,0.222222,5
108,23.703703,20.666668,5
58,8.333333,5.333334,5
154,0.074074,0,5
154,6.37037,4.777778,5
136,2.444444,0.888889,5
114,25.814816,21.777779,5
134,6.962963,5,5
92,17.25926,13.111111,5
35,13.481482,10.888889,5
89,14.222222,10.333334,5
135,2.407408,0.777778,5
86,12,8,5
40,0,0,5
110,4.222222,2.444444,5
34,13.740741,10.555555,5
68,6.888889,4.666667,5
61,7.074074,4.333334,5
139,5.222222,2.888889,5
105,15.185185,13.111111,5
144,0,0,5
108,14.518518,11.666667,5
91,12.148149,8.222222,5
58,8.851851,6,5
131,0,0,5
89,5.037037,2.666667,5
130,0,0,5
94,20.037037,15.666667,5
136,2.555556,0.888889,5
58,8.333333,5.333334,5
154,0.074074,0,5
39,9.518518,6.888889,5
134,26.703703,22.333334,5
90,20.148148,15.777778,5
142,1.222222,0,5
115,1.222222,0.333333,5
140,1.037037,0.444444,5
134,1.666667,0.333333,5
153,0,0,5
130,1.185185,0,5
155,7.296296,5.555555,5
137,1.666667,0.555556,5
30,7.037037,4.666667,5
111,28.74074,25.777779,5
89,0,0,5
92,15.407408,11.888889,5
79,14.185185,11.444445,5
129,0,0,5
93,14.407408,10.444445,5
136,2.074074,0.666667,5
94,15.37037,11.666667,5
133,0.740741,0.111111,5
141,0,0,5
93,14.407408,10.444445,5
113,20.851852,17.222223,5
85,18.925926,15.333333,5
145,0,0,5
106,17.481482,14.333333,5
89,17,13.444445,5
111,16.11111,12.333333,5
155,11.296296,8.555555,5
112,31.62963,27,5
141,4.962963,3,5
134,2.111111,0.666667,5
150,0,0,5
134,2.962963,1.333333,5
62,7.62963,4.777778,5
144,0.444444,0.111111,5
62,6.407407,3.666667,5
12,11.444445,8.222222,5
41,0.703704,0.333333,5
110,31.62963,28.333334,5
62,6.444445,3.777778,5
94,20.222221,15.888889,5
154,4.296296,2.666667,5
134,2.962963,1.333333,5
140,3.222222,2,5
115,29.481482,25.222221,5
93,2.444444,0.888889,5
114,16.185184,12.111111,5
84,17.185184,13.666667,5
68,2.296296,1.888889,5
131,1.407407,0.666667,5
133,1.555556,0.111111,5
133,9.851851,6.666666,5
152,1.518519,0.666667,5
94,1.185185,0.111111,5
144,0,0,5
85,18.925926,15.333333,5
30,8.481482,6.222222,5
145,0,0,5
93,19.88889,15.666667,5
152,1.37037,0.777778,5
61,6.888889,4.111111,5
98,21.518518,17.222223,5
96,19.592592,15.111111,5
104,18.518518,16.222223,5
93,0,0,5
95,2.148148,1.777778,5
141,0.777778,0,5
93,17.925926,13.444445,5
144,0,0,5
90,6.592593,3.888889,5
145,0.555556,0.111111,5
83,17.074074,13.444445,5
86,17.148148,13.555555,5
90,7.185185,4.333334,5
119,8.62963,6.333334,5
90,16.851852,13.222222,5
154,0.703704,0,5
149,0.037037,0,5
90,23.518518,18.777779,5
134,1.851852,0.666667,5
140,0.259259,0,5
36,7.518518,4.777778,5
115,14.740741,11.333333,5
99,15.481482,11.444445,5
137,3.703704,1.888889,5
89,18,14.222222,5
82,15.222222,12.111111,5
154,1.740741,0.666667,5
84,17.11111,13.555555,5
113,31.777779,27.11111,5
137,0.740741,0.111111,5
135,1.925926,0.333333,5
149,0,0,5
67,0.740741,0.333333,5
141,0.703704,0,5
62,6.407407,3.666667,5
152,0,0,5
151,0.111111,0,5
64,5.703704,3.111111,5
94,15.62963,11.444445,5
154,8.703704,6.333334,5
116,21.962963,18.444445,5
137,1.37037,0,5
153,0,0,5
155,8.740741,6.666666,5
12,6.259259,3.555556,5
57,15.37037,13.888889,5
145,3.407408,2.111111,5
93,14.814815,10.555555,5
130,1.740741,1,5
140,2.888889,2.666667,5
130,1.62963,0.777778,5
152,0,0,5
143,0,0,5
64,8,5.333334,5
89,3.111111,2.666667,5
141,0.185185,0,5
135,0.481482,0,5
148,0.037037,0,5
40,1.259259,1,5
145,0.555556,0.111111,5
138,3.185185,1.444444,5
138,2.666667,1,5
139,4.185185,2.111111,5
135,6.222222,4.222222,5
89,22.666666,18,5
134,2.666667,0.888889,5
115,1.222222,0.333333,5
89,17,13.444445,5
152,0.777778,0.333333,5
117,17.11111,13.777778,5
140,3.037037,1.222222,5
152,1.407407,0.777778,5
155,14.333333,11.333333,5
133,0.296296,0,5
133,5.37037,3.444444,5
133,2.703704,1.888889,5
144,0,0,5
139,1.296296,0,5
154,0,0,5
142,0,0,5
33,8.740741,6.666666,5
105,22.703703,19.444445,5
145,0,0,5
93,20.925926,16.555555,5
152,3.592592,2.333334,5
107,27.777779,24.777779,5
152,0,0,5
148,0,0,5
80,15.851851,12.444445,5
135,1.259259,0,5
144,0,0,5
140,0.407407,0.222222,5
61,7,4.222222,5
95,7.62963,5.333334,5
113,28.333334,25.777779,5
114,16.11111,12.444445,5
137,0.740741,0.111111,5
113,20.851852,17.222223,5
141,9.851851,7,5
148,1.777778,1,5
62,6.444445,3.777778,5
155,8.259259,6.222222,5
86,12.333333,8.111112,5
182,55.074074,47.555557,6
208,55.62963,48.333332,6
174,57.851852,49.88889,6
185,54.22222,46.88889,6
176,60.296295,51.88889,6
205,50.25926,44.11111,6
181,59.074074,50.666668,6
161,42.037037,37.88889,6
199,54.962963,47.77778,6
195,48.333332,42.555557,6
186,48.444443,41.666668,6
189,31.925926,28.222221,6
194,49.74074,43.11111,6
182,43.62963,37.666668,6
187,60.444443,52.88889,6
171,45.925926,39.555557,6
176,50.296295,43.333332,6
186,35.296295,30.777779,6
192,46.37037,40.333336,6
191,48.22222,42.11111,6
159,36.62963,32.333336,6
203,54.51852,47.77778,6
193,62.703705,54.555557,6
182,34.51852,29.777779,6
189,23.592592,20.333334,6
197,54.851852,47.666668,6
192,57.074074,48.77778,6
179,49.185184,42.88889,6
178,47.962963,42.333336,6
191,59.74074,51.555557,6
186,51.77778,45.11111,6
210,51.296295,44.11111,6
175,57.851852,50,6
163,40,37.444443,6
196,46.074074,40.666668,6
185,49.037037,42.444443,6
204,55.88889,48.666668,6
172,42.037037,37.77778,6
180,50.407406,43.666668,6
162,40.962963,37.88889,6
191,59.592594,51.22222,6
201,59.333332,51.444443,6
206,57.62963,50.333332,6
194,60.77778,52.77778,6
190,60.444443,52.333332,6
176,50.77778,44,6
179,50.555557,43.77778,6
196,52.48148,45.555557,6
195,48.851852,42.666668,6
185,30.88889,27.88889,6
202,60.48148,52.88889,6
194,49.74074,43.11111,6
190,49.48148,43,6
182,58.962963,50.666668,6
161,40.444443,36.333336,6
197,63.22222,55.666668,6
201,61.62963,53.555557,6
172,42.333332,37.77778,6
191,60.25926,52.11111,6
189,26.444445,22.88889,6
189,32.11111,27.666666,6
193,41.703705,36.555557,6
163,40.444443,37.77778,6
190,29.62963,25.88889,6
182,34.51852,29.777779,6
184,31.518518,28,6
183,54.74074,47.22222,6
185,47.814816,41.333336,6
196,47.25926,41.444443,6
195,57.11111,49.88889,6
188,49.703705,42.666668,6
207,56.814816,49.88889,6
201,43.962963,38.77778,6
163,40.703705,38,6
181,46.88889,40.77778,6
165,35.814816,33.77778,6
183,43.185184,37.333336,6
176,53.666668,46.22222,6
161,42.37037,38.555557,6
182,45,39,6
185,57.074074,50,6
183,56.333332,48.555557,6
190,50.444443,44.11111,6
190,58.11111,51.555557,6
191,25.296297,22.444445,6
195,47.925926,42,6
195,47.74074,41.88889,6
161,44.074074,39.666668,6
188,30.62963,26.555555,6
187,49.48148,42.88889,6
200,61.037037,52.555557,6
201,40.296295,36.11111,6
183,54.037037,46.666668,6
185,50.22222,43.88889,6
199,57,49.444443,6
177,49.444443,42.333336,6
163,41.666668,38.22222,6
200,56.37037,49,6
188,33.333332,29,6
162,42.185184,38.77778,6
183,54.037037,46.666668,6
193,57.814816,49.77778,6
195,45.074074,40,6
160,40.88889,36.77778,6
190,48.88889,42.444443,6
171,45.77778,40,6
193,45.22222,39.444443,6
189,51.11111,44.22222,6
161,41.814816,38.22222,6
180,48.555557,42.555557,6
201,56.444443,49.22222,6
201,53.703705,46.77778,6
190,53.592594,46.555557,6
163,39.444443,36.555557,6
160,42.814816,36.666668,6
188,50.185184,43.444443,6
161,42.037037,37.88889,6
189,58.407406,51.444443,6
197,50.333332,44.11111,6
189,31.37037,27.666666,6
192,60.814816,52.555557,6
186,30.777779,26.88889,6
198,58.074074,50.88889,6
189,29.62963,25.555555,6
189,34.11111,29.444445,6
187,48.37037,41.666668,6
184,31.703703,28.333334,6
196,63.51852,55.444443,6
174,56.185184,48.22222,6
183,52.62963,45.333332,6
194,50.11111,43.666668,6
202,58,51,6
196,61.592594,54.11111,6
182,29.777779,26.666666,6
176,49.74074,43,6
200,53.555557,46.88889,6
194,60.814816,53.22222,6
196,49.88889,43.88889,6
181,55.333332,48.22222,6
200,55.962963,48.666668,6
182,34.925926,30.444445,6
202,57.333332,50.22222,6
210,51.296295,44.11111,6
182,54.185184,46.77778,6
193,61.407406,54,6
194,41.296295,36.333336,6
187,48.51852,41.555557,6
162,41.333332,37.88889,6
178,33.666668,29.444445,6
188,60.333332,52.555557,6
192,53.444443,48,6
195,47.703705,41.77778,6
204,57.25926,49.666668,6
195,61.74074,53.555557,6
181,60.62963,52.555557,6
196,47.185184,41.22222,6
176,56.925926,48.88889,6
182,43.51852,37.77778,6
192,59.555557,51.333332,6
162,41.48148,38.22222,6
183,32.25926,28.222221,6
185,59.148148,51.77778,6
186,50.074074,44.333332,6
197,49.74074,43.444443,6
184,31.185184,28,6
184,31.703703,28.333334,6
176,52.925926,45.444443,6
190,52.555557,45.77778,6
203,54,46.666668,6
176,53.666668,46.22222,6
191,49.185184,43.11111,6
197,55.444443,47.666668,6
162,44.074074,40.11111,6
194,58.814816,52.11111,6
180,31.444445,27.88889,6
161,40.444443,36.333336,6
186,34.962963,30.333334,6
189,49.666668,43,6
193,51.74074,45.666668,6
177,32.444443,28.555555,6
172,44.77778,39.333336,6
190,52.407406,45.333332,6
204,57.88889,50.22222,6
189,29.074074,25.666666,6
193,41.703705,36.555557,6
187,59.37037,51.333332,6
180,30.37037,27.333334,6
179,35.48148,31,6
200,58.592594,50.88889,6
197,63.22222,55.666668,6
193,49.11111,42.77778,6
180,60.074074,51.555557,6
182,58.407406,50.11111,6
201,40.296295,36.11111,6
188,61.666668,54,6
186,54.962963,47.88889,6
194,45.074074,39.555557,6
203,58.48148,51.333332,6
205,56.074074,48.666668,6
190,49.48148,43,6
199,55.666668,48.11111,6
162,40.296295,37,6
193,60.703705,52.77778,6
182,54.925926,47.22222,6
182,34.925926,30.444445,6
190,51.074074,45.11111,6
188,30.777779,26.666666,6
161,41.48148,37.333336,6
186,48.814816,41.88889,6
189,58.62963,50.77778,6
177,51.074074,43.77778,6
188,29.962963,26.555555,6
192,58.11111,50.555557,6
191,61.666668,53.555557,6
200,54.703705,47.22222,6
194,41.037037,36.333336,6
197,49.592594,43,6
187,58,50,6
183,55.74074,47.88889,6
185,32.555557,28.777779,6
185,49.333332,43.11111,6
178,59.62963,51.22222,6
196,53.333332,47,6
163,39.296295,36.555557,6
173,56.77778,48.88889,6
198,58.333332,50.77778,6
175,57.77778,50,6
209,48.77778,42.555557,6
182,46.37037,40.11111,6
159,36.62963,32.333336,6
196,51.148148,44.77778,6
190,53.592594,46.555557,6
186,53.444443,46.22222,6
184,56.25926,48.555557,6
190,31.666666,26.88889,6
160,45.148148,39.22222,6
200,45.296295,39.444443,6
186,48.22222,41.77778,6
194,58.962963,52.444443,6
185,47.962963,42.444443,6
196,50.074074,43.666668,6
186,49.444443,42.555557,6
180,48.555557,42.555557,6
188,55.77778,48.555557,6
197,50.333332,44.11111,6
180,62.074074,53.77778,6
189,32.77778,28.666666,6
185,44.962963,39.22222,6
185,56.25926,49,6
200,56.666668,49.11111,6
191,62.037037,53.555557,6
177,48.407406,41.666668,6
182,55.851852,48.333332,6
176,60.296295,51.88889,6
198,48.703705,42.333336,6
188,61.25926,53,6
175,33,29,6
182,34.925926,30.444445,6
188,49.962963,43.333332,6
200,46.11111,40.444443,6
180,50.407406,43.666668,6
191,63.074074,54.666668,6
185,49.037037,42.444443,6
177,32.88889,29,6
188,30.592592,26.555555,6
202,61.62963,53.88889,6
176,50.666668,43.333332,6
193,60.11111,52.11111,6
189,59.925926,51.444443,6
186,49.62963,42.555557,6
189,61.407406,53.77778,6
189,30,26.555555,6
187,48.51852,41.555557,6
163,40,37.444443,6
198,51.666668,45.22222,6
190,47.48148,41.333336,6
188,29.962963,26.555555,6
195,47.703705,41.77778,6
161,41.962963,38.11111,6
191,59.74074,51.555557,6
187,56.148148,48.88889,6
184,48.25926,42.22222,6
196,47.77778,41.88889,6
210,49.74074,42.77778,6
193,60.11111,52.11111,6
188,50.407406,43.77778,6
186,48.444443,41.666668,6
186,49.51852,42.333336,6
189,62.074074,53.88889,6
193,61.407406,54,6
181,41.25926,36.444443,6
190,46.88889,40.88889,6
201,53.703705,46.77778,6
162,40.444443,37.444443,6
195,47.666668,41.77778,6
207,52.11111,45.444443,6
184,50.592594,43.555557,6
215,12.407408,16.444445,7
150,18.925926,23.333334,7
172,19,24.222221,7
164,19.814816,25.555555,7
186,12.074074,16.11111,7
237,22.222221,29.444445,7
239,15.148149,18.666668,7
249,8.555555,10.111111,7
168,25.11111,31.444445,7
247,8.111111,12.444445,7
215,6.925926,11.222222,7
178,19.555555,23.555555,7
249,18,23.666666,7
240,21.148148,28.555555,7
210,15.111111,19.88889,7
237,5.777778,8.888889,7
249,13.37037,14.777778,7
175,23.74074,28.777779,7
222,9.333333,11.777778,7
236,16.592592,22.222221,7
245,9.740741,14.666667,7
175,23.777779,28.666666,7
224,14.62963,19.222221,7
175,15.37037,20.11111,7
224,15.185185,20.555555,7
183,18.185184,23.222221,7
226,7.851852,11.222222,7
172,30.11111,35.666668,7
201,21.296297,26.88889,7
177,16.25926,20.777779,7
229,13.703704,18.777779,7
236,16.074074,18.444445,7
169,17.11111,19.88889,7
226,16.703703,21.777779,7
181,19.296297,24,7
166,16.962963,22.222221,7
187,11.62963,15.888889,7
210,11.851851,17.333334,7
184,19.444445,24.88889,7
200,7.703704,11.444445,7
248,19.555555,26.444445,7
177,19.592592,24.555555,7
195,11.703704,17.11111,7
240,20.444445,27.333334,7
182,19.88889,24.666666,7
244,12.814815,17.222223,7
199,15,19.88889,7
238,17.777779,21.777779,7
215,23.814816,30.666666,7
183,15.37037,21,7
244,12.259259,17.11111,7
221,14.074074,19.11111,7
223,16.518518,22.88889,7
166,16.962963,22.222221,7
235,10.888889,15.777778,7
233,11.703704,15.777778,7
233,12.592592,17,7
245,14.222222,18.444445,7
208,16.185184,20.777779,7
179,11.814815,16.222223,7
223,6.666666,10.444445,7
191,7.333334,11.222222,7
203,11.259259,16.88889,7
246,15.444445,20,7
247,21.925926,19.555555,7
211,10.814815,15.888889,7
223,6.666666,10.444445,7
246,22.814816,29.88889,7
237,7.481482,11.222222,7
191,7.333334,11.222222,7
193,16.185184,21,7
180,22.333334,27.222221,7
164,11.333333,14.444445,7
156,24.25926,29.555555,7
210,12.962963,17.444445,7
227,12.62963,17.444445,7
218,8.444445,12.555555,7
242,24.074074,30.555555,7
184,11.851851,15.888889,7
245,16.11111,21.444445,7
201,17.88889,24.777779,7
162,17.333334,22.333334,7
176,22.185184,27.777779,7
208,16.851852,21.555555,7
237,5.851852,8.777778,7
248,26.88889,32.333336,7
181,21.407408,28,7
220,6.444445,8.333334,7
204,19.407408,26,7
236,16.074074,18.444445,7
181,11.666667,16.222223,7
170,25.444445,30.88889,7
152,25.037037,29.666666,7
250,9.222222,13.777778,7
180,22.555555,28.222221,7
162,25.11111,29.555555,7
202,15.148149,19.777779,7
201,19.148148,25.11111,7
233,12.481482,18.777779,7
149,19,22.777779,7
176,18.481482,23.333334,7
162,19,23.88889,7
226,11.888889,17.555555,7
235,25.88889,32.555557,7
232,12.703704,18.11111,7
189,12,16.444445,7
157,18.333334,23.88889,7
193,14.444445,19.11111,7
224,20.25926,27.555555,7
243,13.333333,18,7
190,20.11111,26.88889,7
182,16.777779,23,7
188,15.740741,19.88889,7
214,6.814815,10.666667,7
148,15.962963,19,7
187,18.666666,25.11111,7
249,14.740741,18.11111,7
167,14.592592,17.11111,7
226,13.481482,18.333334,7
156,23.703703,28.333334,7
215,17.185184,22.88889,7
170,19.555555,24.666666,7
187,13.740741,19.222221,7
223,15.037037,18.444445,7
181,19.925926,25.11111,7
160,28.037037,33.333336,7
233,14.481482,19.555555,7
242,14.814815,17.444445,7
186,15.592592,21.11111,7
176,22.74074,29,7
191,15.185185,18.555555,7
209,11.62963,16.11111,7
222,10.481482,16.11111,7
216,15.074074,20.555555,7
180,21.25926,27.555555,7
227,13.962963,17.333334,7
246,15.37037,20.444445,7
241,14.333333,18.11111,7
160,23.25926,28.555555,7
183,19.851852,26,7
211,17.962963,23.11111,7
249,10.518518,15.888889,7
220,8.185185,11.555555,7
209,12.518518,16.88889,7
169,12.814815,18,7
178,23.814816,30.11111,7
164,13.666667,14.333333,7
177,19.592592,24.555555,7
201,7.777778,11.555555,7
237,8,11.777778,7
220,14.62963,19.222221,7
184,13.62963,18.11111,7
229,10.925926,14.666667,7
237,13.222222,18.777779,7
198,15.814815,20.777779,7
194,20.185184,26.11111,7
221,14.074074,19.11111,7
201,10.666667,16.333334,7
195,14.740741,20.11111,7
240,14.148149,18.555555,7
164,23.148148,28.555555,7
196,19.62963,24.666666,7
207,12.148149,16.555555,7
185,12.962963,17.555555,7
222,14.962963,20.11111,7
157,19.666666,23.88889,7
208,18.555555,25.333334,7
212,8.037037,11.333333,7
195,16.037037,20.333334,7
202,15.111111,18.555555,7
203,12.407408,18.222221,7
244,7.740741,9.555555,7
151,19,23.444445,7
240,14.148149,18.555555,7
199,14.518518,17.88889,7
208,14.777778,20,7
238,13.259259,17.444445,7
229,17.74074,21.222221,7
185,10.740741,14.333333,7
211,16.37037,20.666668,7
243,6.481482,9.444445,7
211,13.740741,17.777779,7
161,15.740741,20.444445,7
232,14.703704,19.333334,7
181,19.62963,23.88889,7
215,23.037037,29.444445,7
231,12.296296,17,7
219,13.37037,17.222223,7
224,13.444445,18.444445,7
186,18.518518,22,7
165,17.333334,22.666666,7
243,13.333333,18,7
249,22.851852,27.555555,7
173,17.148148,22.333334,7
177,24.518518,30.88889,7
219,5.592593,8.333334,7
211,15.444445,18.666668,7
219,13.222222,19.11111,7
209,22.518518,29,7
218,14.925926,19.11111,7
233,26.814816,33.444447,7
211,15.444445,18.666668,7
187,15.222222,19.666668,7
155,23.333334,29.333334,7
245,16.37037,21.222221,7
170,25.444445,30.88889,7
250,9.222222,13.777778,7
199,17.518518,21.555555,7
220,6.62963,9.555555,7
173,17.148148,22.333334,7
190,19.88889,26.555555,7
197,21.25926,27.555555,7
201,7.777778,11.555555,7
246,9.407408,8.555555,7
240,12.148149,17.333334,7
185,18.666666,24.222221,7
180,13.851851,18.777779,7
203,19.518518,25.444445,7
181,16.296297,21.444445,7
232,8.814815,12.666667,7
184,11.851851,15.888889,7
248,13.444445,17.666668,7
199,17.962963,23.222221,7
245,6.407407,7,7
158,22.185184,27.88889,7
221,12.111111,18,7
246,25.88889,34.11111,7
183,18.11111,23,7
248,15.296296,18.222221,7
166,13.37037,16.777779,7
189,17.296297,23.222221,7
156,18.25926,24,7
174,19.074074,24.333334,7
195,16.037037,20.333334,7
235,15.074074,18.222221,7
197,11.962963,17.444445,7
211,13.62963,17.222223,7
172,16.074074,20.88889,7
198,14.555555,19.777779,7
199,15,19.88889,7
225,16.185184,21.333334,7
163,19.814816,25.333334,7
185,19.25926,24.666666,7
211,20.518518,26.222221,7
189,12.925926,18.666668,7
183,15.37037,21,7
216,16.555555,22.555555,7
180,13.592592,17.777779,7
241,8.259259,11.888889,7
215,18.074074,24.555555,7
224,20.25926,27.555555,7
192,9.962963,13.777778,7
238,8.518518,12.444445,7
161,19.037037,25,7
198,12.185185,16.333334,7
182,17.592592,23.333334,7
239,10.37037,13.777778,7
223,14.740741,20,7
170,16.407408,19.555555,7
251,20.666666,22.777779,7
226,18,24.222221,7
173,19.222221,24.777779,7
162,24.518518,29.88889,7
174,23.185184,29,7
165,14.296296,16.777779,7
208,19.25926,24.555555,7
174,13.481482,17,7
229,14.62963,18.333334,7
232,13.555555,17,7
215,23.037037,29.444445,7
236,12.518518,17.222223,7
203,9.777778,15.444445,7
185,12.962963,17.555555,7
191,15.185185,18.555555,7
195,8.518518,12.333333,7
169,19.592592,25,7
206,16.074074,20.11111,7
215,17.185184,21.444445,7
217,14.555555,18.88889,7
181,19.62963,23.88889,7
167,14.074074,13.777778,7
236,11.074074,14.333333,7
246,17.518518,22.88889,7
216,14.555555,19.11111,7
244,10.37037,11.666667,7
157,24.296297,29.444445,7
218,13.703704,17.777779,7
