@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
81,9,7.666666,-4.777778,3
91,9,1.111111,-5.333334,3
91,9,38.444443,-7.555555,3
137,9,3.111111,-5.222222,3
87,9,1.222222,-3.111111,3
64,9,24.666666,-2,3
143,9,0.888889,-5.888889,3
125,9,0,-3.444444,3
85,9,1.333333,-4.888889,3
130,9,0,-2.333333,3
120,9,1.444444,-4.888889,3
134,9,3.666667,-6.444445,3
142,9,0,-0.111111,3
88,9,0.444444,-4,3
139,9,0,-1.333333,3
79,9,24.333334,-13.666667,3
117,9,0,0,3
124,9,0.222222,-3.888889,3
69,9,6.888889,-2.222222,3
87,9,58.77778,-8.666667,3
113,9,0.111111,-2.222222,3
139,9,16,-7.222222,3
73,9,20.555555,-25.444445,3
145,9,0.333333,-0.222222,3
143,9,0,-1.222222,3
112,9,0,-0.444444,3
124,9,0,-2,3
75,9,47.444443,-8.666667,3
94,9,3.222222,2.333333,3
96,9,1.111111,-6.111111,3
112,9,0,-1,3
81,9,33.11111,-14.444445,3
122,9,3.333333,-4.222222,3
120,9,0,-2.111111,3
107,9,0.333333,-3.666667,3
119,9,0,-4,3
91,9,35.88889,-8.777778,3
78,9,70.77778,-8.666667,3
111,9,53.22222,-23.222221,4
126,9,16.11111,-11,4
95,9,42.88889,-16.555555,4
105,9,45.666668,-18.555555,4
120,9,44.77778,-16.222221,4
159,9,25.222221,-7.666666,4
122,9,29.222221,-15.555555,4
122,9,32.666668,-12.888889,4
107,9,46.22222,-14.777778,4
34,9,46.22222,-24.11111,4
18,9,59,-25.555555,4
104,9,58.22222,-22.555555,4
70,9,33.666668,-13.888889,4
69,9,36.666668,-8.888889,4
73,9,43,-12.222222,4
147,9,20.88889,-14.888889,4
28,9,53.444443,-23.222221,4
62,9,57.444443,-25.666666,4
17,9,40.333336,-15.444445,4
127,9,38,-14.222222,4
152,9,20.333334,-14.666667,4
35,9,32.333336,-13.777778,4
140,9,17.88889,-12.333333,4
158,9,16.777779,-11.111111,4
72,9,51.333332,-23.333334,4
67,9,57.11111,-24.222221,4
126,9,21,-9.888889,4
44,9,50.11111,-25,4
159,9,20.333334,-4.888889,4
82,9,34.555557,-15.666667,4
132,9,33.22222,-14.666667,4
66,9,40.555557,-10.888889,4
157,9,18.222221,-11.777778,4
64,9,49.666668,-22.444445,4
128,9,32.11111,-14.111111,4
145,9,52.444443,-21,4
38,9,50,-25,4
78,9,31.333334,-15.333333,4
102,9,56.77778,-20.777779,4
154,9,21.555555,-14.444445,4
77,9,37.22222,-15,4
134,9,37.11111,-17.777779,4
68,9,49.22222,-22.88889,4
119,9,36.22222,-14.222222,4
157,9,16.88889,-12,4
120,9,44.88889,-16.222221,4
90,9,57.666668,-21.222221,4
127,9,35.88889,-11.555555,4
102,9,50.666668,-22.11111,4
125,9,61.11111,-23.11111,4
160,9,18.222221,-12.222222,4
132,9,29.555555,-14.333333,4
93,9,54.77778,-24.88889,4
138,9,49.11111,-19.88889,4
98,9,31,-12.222222,4
126,9,16.11111,-11,4
145,9,24.222221,-12,4
116,9,29.11111,-13.222222,4
105,9,60,-23,4
153,9,21.333334,-12.333333,4
42,9,24.444445,-12.444445,4
124,9,39.22222,-16.777779,4
128,9,42.666668,-21.11111,4
66,9,47.77778,-17.444445,4
126,9,33.555557,-12.555555,4
111,9,51.333332,-22.333334,4
117,9,39.555557,-18.666666,4
125,9,32.333336,-15,4
103,9,56,-20.777779,4
147,9,20.555555,-14.333333,4
87,9,37.88889,-18.333334,4
76,9,28.666666,-7.444445,4
121,9,37.444443,-14.444445,4
78,9,25.11111,-15.222222,4
73,9,45.666668,-12.555555,4
46,9,53.22222,-23,4
80,9,36.333336,-15.444445,4
77,9,54.22222,-19.333334,4
103,9,30.777779,-14.222222,4
68,9,38.333336,-10.444445,4
65,9,52.666668,-11.111111,4
88,9,57.88889,-25.11111,4
34,9,65,-25,4
124,9,49,-17.666666,4
19,9,38,-19.222221,4
97,9,46,-13.444445,4
140,9,23.444445,-8.666667,4
123,9,41.11111,-15.777778,4
43,9,54.88889,-24.11111,4
147,9,5.777778,-5.111111,4
109,9,36.11111,-18.444445,4
146,9,8,-7.444445,4
96,9,54.444443,-22.777779,4
137,9,39.88889,-10.555555,4
134,9,41.88889,-21.444445,4
139,9,12.444445,-10.111111,4
111,9,25.444445,-13.444445,4
70,9,53.444443,-24.666666,4
130,9,9.888889,-8.111111,4
138,9,63.88889,-22.444445,4
137,9,34.88889,-10.111111,4
42,9,32.77778,-17,4
149,9,13.444445,-10.777778,4
146,9,8,-7.444445,4
83,9,60.22222,-22.11111,4
133,9,32,-14.333333,4
42,9,39.555557,-13.666667,4
125,9,39.11111,-15.777778,4
109,9,42.555557,-19.88889,4
70,9,51.555557,-19.11111,4
99,9,51.88889,-12.333333,4
100,9,50.333332,-19.444445,4
111,9,30.333334,-13,4
158,9,7,-7,4
104,9,59.77778,-21.555555,4
83,9,45.666668,-16.333334,4
95,9,47.444443,-23.555555,4
20,9,56.444443,-23.222221,4
143,9,43,-21.11111,4
154,9,14.888889,-12.111111,4
118,9,50.11111,-18.88889,4
87,9,55.77778,-24.11111,4
133,9,19.88889,-8.333333,4
73,9,45.666668,-12.555555,4
119,9,36.22222,-14.222222,4
65,9,50.444443,-22.88889,4
68,9,52,-20,4
69,9,53.444443,-22.666666,4
89,9,51,-22.777779,4
73,9,40.555557,-10.111111,4
126,9,52.333332,-21.444445,4
98,9,24.88889,-13.333333,4
123,9,51.88889,-21,4
78,9,27.11111,-11.888889,4
79,9,42.88889,-15.444445,4
76,9,36,-16.555555,4
107,9,26.88889,-13,4
162,9,6.666666,-5.777778,4
124,9,35.88889,-14.777778,4
112,9,52.22222,-21.777779,4
53,9,36.88889,-14,4
87,9,55.77778,-24.11111,4
115,9,24.88889,-11.888889,4
125,9,41.666668,-11.777778,4
117,9,39.555557,-18.666666,4
21,9,37.11111,-14.888889,4
89,9,25.222221,-12.777778,4
127,9,39.444443,-18.777779,4
101,9,27.222221,-12.888889,4
102,9,47.11111,-18.333334,4
89,9,27.333334,-14.777778,4
154,9,25.11111,-17,4
44,9,42.88889,-15.777778,4
149,9,16.666668,-11.777778,4
119,9,40.666668,-16.222221,4
32,9,54.22222,-18.444445,4
105,9,41.22222,-18.222221,4
147,9,43.77778,-20,4
127,9,38,-14.222222,4
17,9,40.333336,-15.444445,4
130,9,15.777778,-14.777778,4
154,9,44.555557,-21.444445,4
105,9,41.22222,-18.222221,4
78,9,59.666668,-25.88889,4
140,9,24.88889,-9.333333,4
71,9,37.88889,-9.777778,4
89,9,27.333334,-14.777778,4
65,9,53.666668,-20.88889,4
38,9,58.22222,-22.222221,4
101,9,56.88889,-22.777779,4
162,9,8,-7.444445,4
80,9,36.333336,-15.444445,4
117,9,33.555557,-15.777778,4
25,9,39.555557,-14.777778,4
122,9,51.555557,-24.88889,4
131,9,30.666666,-15.111111,4
158,9,35.555557,-13,4
70,9,36.444443,-14.555555,4
128,9,46.333332,-20.777779,4
68,9,52,-20,4
81,9,51.88889,-22.333334,4
120,9,56.88889,-18.444445,4
57,9,59.444443,-22.444445,4
108,9,52.666668,-18.222221,4
84,9,7.333334,-4,4
121,9,47.77778,-19.555555,4
62,9,53.77778,-24.444445,4
17,9,63.333332,-24.88889,4
45,9,48.11111,-17.222221,4
65,9,52.666668,-11.111111,4
82,9,41.555557,-14.666667,4
64,9,35.22222,-16,4
103,9,52.22222,-21.333334,4
13,9,60.666668,-24.11111,4
102,9,37,-17.666666,4
121,9,46.88889,-19.333334,4
135,9,28.555555,-12.444445,4
78,9,41.11111,-16.11111,4
125,9,37.22222,-17.333334,4
66,9,41,-10.777778,4
106,9,34.11111,-13.444445,4
123,9,52.555557,-18.444445,4
107,9,49.444443,-17.666666,4
125,9,14.888889,-9.666667,4
133,9,41.555557,-20.333334,4
76,9,31.88889,-12.555555,4
123,9,48,-19.444445,4
50,9,57.333332,-22.333334,4
121,9,28.666666,-13.444445,4
120,9,44.77778,-16.222221,4
76,9,47.666668,-17,4
123,9,14.777778,-17.222221,4
116,9,25,-13.333333,4
110,9,46.11111,-15.666667,4
64,9,53.666668,-23.333334,4
102,9,53.444443,-20,4
102,9,51.11111,-20,4
101,9,39,-18.11111,4
50,9,53,-21.222221,4
79,9,38,-14.555555,4
21,9,59.333332,-20.333334,4
33,9,31.333334,-15.777778,4
45,9,48.11111,-17.222221,4
116,9,42.333336,-15.777778,4
120,9,35.444447,-13.666667,4
158,9,7.111111,-6.444445,4
115,9,42.444443,-15.888889,4
108,9,36,-12.666667,4
124,9,49.444443,-18,4
156,9,16.777779,-12,4
111,9,56.444443,-21.777779,4
15,9,59.333332,-24.88889,4
83,9,23.333334,-10.555555,4
123,9,15.666667,-10.222222,4
160,9,18.222221,-12.222222,4
87,9,28.222221,-12.777778,4
73,9,54,-19.444445,4
139,9,42.555557,-19.666666,4
101,9,39,-18.11111,4
69,9,40.88889,-12.333333,4
34,9,41.11111,-17.777779,4
104,9,48.88889,-20.88889,4
102,9,53.444443,-20,4
125,9,50.22222,-22.666666,4
36,9,56.555557,-25.777779,4
77,9,30.222221,-7,4
78,9,41.11111,-16.11111,4
65,9,53.77778,-22.11111,4
146,9,18.11111,-12.555555,4
135,9,63.666668,-23.11111,4
81,9,39.444443,-15.444445,4
90,9,57.666668,-21.222221,4
117,9,27.444445,-11.777778,4
94,9,61.11111,-22.666666,4
124,9,36.77778,-18.222221,4
159,9,25.222221,-7.666666,4
25,9,60.666668,-26.333334,4
100,9,51.555557,-20.777779,4
129,9,54.22222,-22.222221,4
73,9,38.77778,-14.222222,4
96,9,54.11111,-14.444445,4
15,9,61,-24.88889,4
100,9,50.333332,-19.444445,4
161,9,5.555555,-6.444445,4
98,9,47.555557,-19.555555,4
97,9,46,-13.222222,4
108,9,41.22222,-16.444445,4
42,9,50.666668,-22.333334,4
24,9,42.333336,-15.555555,4
48,9,38.77778,-13.555555,4
116,9,52.444443,-20.666666,4
57,9,60,-28.11111,4
81,9,34.555557,-15.777778,4
49,9,35.666668,-11.111111,4
124,9,35.77778,-16.11111,4
136,9,2.888889,-5.222222,4
28,9,53.444443,-23.222221,4
77,9,51.11111,-20.666666,4
122,9,35.77778,-14.666667,4
83,9,46,-17.555555,4
148,9,21.444445,-14.555555,4
75,9,35.77778,-13.777778,4
104,9,52.77778,-19,4
20,9,32,-11.444445,4
96,9,61,-21.444445,4
67,9,53,-22.222221,4
146,9,36.88889,-19.444445,4
125,9,52.555557,-21.444445,4
146,9,16.777779,-11.111111,4
35,9,61.77778,-24.666666,4
48,9,35.444447,-18.555555,4
102,9,46.22222,-21.444445,4
80,9,51.22222,-20,4
103,9,58.333332,-22.666666,4
80,9,37.77778,-13.222222,4
32,9,54.22222,-18.444445,4
17,9,62.444443,-23.88889,4
154,9,0.444444,-1.222222,5
116,9,13.555555,-9.222222,5
62,9,4.111111,-8.222222,5
134,9,0.666667,-4,5
99,9,11.222222,-12.111111,5
120,9,17.555555,-9.333333,5
106,9,14.111111,-9.444445,5
94,9,10.555555,-12.555555,5
38,9,10.111111,-9.666667,5
138,9,0.444444,-3.666667,5
98,9,16.88889,-12.888889,5
134,9,0,-3.111111,5
93,9,9.888889,-11.888889,5
111,9,24.555555,-8.888889,5
141,9,0,-0.555556,5
91,9,17.777779,-13.555555,5
138,9,8.222222,-9.222222,5
111,9,24.555555,-8.888889,5
118,9,15.555555,-9.888889,5
135,9,0,-2.333333,5
12,9,3.888889,-8.111111,5
62,9,4.111111,-8.222222,5
90,9,4.666667,-8.111111,5
155,9,6.666666,-6.222222,5
97,9,15.333333,-11.777778,5
83,9,6,-9.666667,5
58,9,5.555555,-9,5
135,9,1.333333,-4.888889,5
114,9,23,-9.222222,5
134,9,0,-1.555556,5
113,9,16.88889,-10.888889,5
113,9,24.444445,-14,5
141,9,0.333333,-2.111111,5
110,9,2.777778,-5.333334,5
130,9,1,-2.222222,5
116,9,19.333334,-11.888889,5
152,9,0,0,5
61,9,4.666667,-8.222222,5
111,9,12.222222,-11.333333,5
154,9,5.888889,-7.111111,5
140,9,1.777778,-5.444445,5
141,9,3.111111,-5.888889,5
150,9,0,0,5
88,9,7.555555,-12.444445,5
62,9,4.111111,-8,5
129,9,2.444444,-1.222222,5
143,9,0.222222,-2,5
134,9,1,-4.333334,5
87,9,6.666666,-11.777778,5
112,9,24.222221,-13.888889,5
113,9,18.11111,-8.444445,5
155,9,13,-9,5
147,9,0,0,5
108,9,20,-9.111111,5
148,9,0,0,5
137,9,0.333333,-1.888889,5
134,9,1,-3.555556,5
138,9,1.111111,-5,5
86,9,15.888889,-10.666667,5
140,9,3.666667,-6,5
30,9,6.111111,-6.777778,5
133,9,0,-1.777778,5
131,9,0.333333,-1.777778,5
152,9,0,0,5
155,9,5.333334,-5.222222,5
104,9,16.333334,-8.666667,5
153,9,0,0,5
145,9,0,0,5
152,9,1,-1.777778,5
90,9,7.555555,-7.444445,5
155,9,7.777778,-8.222222,5
88,9,18.222221,-8.666667,5
58,9,5.555555,-9,5
39,9,7.333334,-7.888889,5
138,9,1.777778,-5.666666,5
150,9,0,0,5
144,9,0.111111,-1,5
145,9,0,0,5
137,9,0.333333,-1.888889,5
154,9,0.222222,-2.111111,5
152,9,2.666667,-3.777778,5
148,9,1.111111,-2.333333,5
130,9,0.666667,-3.555556,5
93,9,9.888889,-11.888889,5
90,9,11.888889,-13,5
152,9,0,0,5
93,9,10.444445,-12.777778,5
111,9,15.555555,-9.333333,5
137,9,0.111111,-2.777778,5
142,9,0.888889,-2.777778,5
91,9,11,-9.333333,5
110,9,27.222221,-9.888889,5
90,9,2.777778,-7.444445,5
133,9,6.222222,-9.555555,5
152,9,1,-2.555556,5
95,9,6.777778,-6.888889,5
115,9,19.444445,-8.888889,5
63,9,4,-7.222222,5
149,9,0,-0.111111,5
107,9,23.444445,-9,5
154,9,4.333334,-6.444445,5
68,9,5.666666,-6.666666,5
116,9,0.666667,-4.888889,5
140,9,2.666667,-0.666667,5
112,9,19.444445,-13.111111,5
152,9,1,-1.888889,5
82,9,11.888889,-9.333333,5
113,9,24.88889,-9.666667,5
119,9,23.222221,-13.777778,5
141,9,0,-0.111111,5
153,9,0,-1.111111,5
141,9,6,-8.555555,5
92,9,7.555555,-11.888889,5
115,9,23.11111,-12.777778,5
105,9,22.555555,-9.222222,5
134,9,1,-4.333334,5
133,9,1.222222,-2.444444,5
93,9,16.666668,-13.111111,5
85,9,14.555555,-10.777778,5
133,9,0,-0.888889,5
105,9,19.11111,-9.777778,5
89,9,10.222222,-11.666667,5
91,9,4.555555,-7,5
114,9,24.444445,-12.777778,5
36,9,0,0,5
144,9,0,0,5
135,9,0,-1.444444,5
34,9,10.777778,-8.666667,5
31,9,8.333334,-7.111111,5
135,9,1,-4.777778,5
57,9,11.333333,-4.444445,5
115,9,0.444444,-2.666667,5
63,9,6.333334,-7.222222,5
61,9,4.555555,-8.333333,5
154,9,9.666667,-4.777778,5
83,9,12.888889,-10.888889,5
13,9,6.111111,-10.222222,5
94,9,10.666667,-11.111111,5
130,9,1.111111,-2.555556,5
134,9,1,-5.333334,5
134,9,1.111111,-4.888889,5
154,9,0,-0.222222,5
41,9,0.555556,-1.111111,5
140,9,0.777778,-1.777778,5
131,9,0.888889,-4.333334,5
92,9,7.111111,-8.222222,5
142,9,0,-0.333333,5
131,9,0,0,5
84,9,13,-10.666667,5
144,9,0,0,5
110,9,23,-14.555555,5
138,9,1,-4.111111,5
149,9,0,0,5
94,9,0.222222,-3.222222,5
61,9,4.444445,-8.333333,5
114,9,11.444445,-12.222222,5
131,9,0,0,5
89,9,0,0,5
153,9,3,-0.444444,5
153,9,5.333334,-6.333334,5
131,9,0,-0.666667,5
89,9,6.333334,-7.333334,5
89,9,2.888889,-1.333333,5
36,9,5,-8.444445,5
112,9,24.555555,-9.222222,5
147,9,0,0,5
134,9,1.111111,-4.888889,5
135,9,0.777778,-3.777778,5
105,9,12.666667,-6.222222,5
84,9,18.666668,-10.444445,5
119,9,5.888889,-6.888889,5
108,9,11.333333,-8.555555,5
144,9,0,0,5
86,9,7.777778,-12.666667,5
139,9,1.888889,-6.222222,5
155,9,5.888889,-6.111111,5
139,9,0,-3.888889,5
90,9,5.111111,-8.555555,5
36,9,4.777778,-8.222222,5
135,9,24,-14.222222,5
154,9,2.555556,-4.888889,5
80,9,11.333333,-8.111111,5
141,9,0,0,5
133,9,1,-4.333334,5
152,9,0.333333,-1.333333,5
133,9,3.666667,-5.777778,5
96,9,15.222222,-13.444445,5
89,9,13,-10.666667,5
95,9,6.777778,-6.888889,5
64,9,3.666667,-7.777778,5
135,9,1.666667,-5.666666,5
144,9,0,0,5
114,9,11.777778,-11,5
40,9,0,0,5
141,9,0,0,5
89,9,14.444445,-10.444445,5
108,9,13.555555,-9.444445,5
137,9,0.666667,-3.333333,5
153,9,0,0,5
143,9,0,0,5
134,9,20.333334,-13.111111,5
109,9,24.777779,-9.222222,5
142,9,0.111111,-3.666667,5
88,9,5.111111,-8,5
61,9,5.888889,-8,5
94,9,5.888889,-8.666667,5
85,9,14.555555,-10.777778,5
113,9,24.333334,-7.666666,5
115,9,0.444444,-2.666667,5
148,9,0,0,5
131,9,0,0,5
95,9,15.555555,-11.888889,5
154,9,1.555556,-2.555556,5
117,9,14.555555,-10,5
93,9,13.222222,-13.444445,5
136,9,1,-5,5
12,9,3.888889,-8.111111,5
142,9,0,0,5
154,9,1,-3.222222,5
33,9,6.444445,-6.222222,5
114,9,21,-12.111111,5
136,9,0.666667,-4.666666,5
154,9,0,0,5
133,9,0.333333,-1.888889,5
144,9,0,0,5
149,9,0,0,5
68,9,2.111111,-1.222222,5
154,9,0,-0.222222,5
89,9,2.888889,-7.111111,5
152,9,0,0,5
131,9,0,0,5
89,9,16.444445,-14,5
62,9,0,0,5
133,9,3.666667,-5.777778,5
137,9,1.555556,-5,5
30,9,4.777778,-7.111111,5
145,9,2.333334,-3.888889,5
89,9,14,-11.333333,5
136,9,0.666667,-4.222222,5
80,9,11.888889,-10.222222,5
155,9,5.333334,-5.222222,5
92,9,12.888889,-12.444445,5
145,9,0.333333,-1.333333,5
94,9,16,-13,5
94,9,15.777778,-13.111111,5
34,9,9.777778,-9.555555,5
62,9,5,-8.555555,5
40,9,1.222222,-0.777778,5
148,9,0,-0.111111,5
131,9,0.777778,-2.222222,5
104,9,16,-6.888889,5
139,9,0.888889,-4.111111,5
151,9,0,-0.333333,5
84,9,13,-10.555555,5
86,9,4.666667,-6.444445,5
104,9,16.222223,-9.222222,5
152,9,0,0,5
138,9,1.444444,-5.222222,5
139,9,3.222222,-7,5
104,9,16.333334,-8.666667,5
41,9,0.555556,-1.111111,5
92,9,11.666667,-10.555555,5
34,9,10.777778,-8.666667,5
135,9,0.777778,-3.888889,5
115,9,10.666667,-10.222222,5
65,9,6.111111,-7.777778,5
90,9,12.888889,-10.888889,5
94,9,16,-13,5
141,9,0,-2.333333,5
82,9,11.666667,-9.222222,5
145,9,0,0,5
152,9,1,-1.777778,5
110,9,6.111111,-9.333333,5
93,9,0,0,5
93,9,15.111111,-12.666667,5
137,9,0,-4.111111,5
83,9,13.333333,-11.333333,5
107,9,11.777778,-12.222222,5
152,9,1,-2.555556,5
90,9,15.666667,-13.111111,5
35,9,10.333334,-7.777778,5
61,9,4.666667,-8.222222,5
79,9,10.555555,-8.222222,5
116,9,25.666666,-9.444445,5
109,9,18.444445,-10.555555,5
135,9,0.777778,-3.888889,5
137,9,2.111111,-5.444445,5
94,9,16.88889,-13.333333,5
12,9,8.444445,-9.666667,5
86,9,7.555555,-12,5
89,9,12.888889,-11.111111,5
110,9,27.222221,-9.888889,5
145,9,0.333333,-1.333333,5
64,9,6.111111,-8,5
129,9,0,0,5
144,9,0.555556,-0.666667,5
140,9,0,-0.777778,5
190,9,44.22222,-19.333334,6
196,9,41.77778,-17.444445,6
196,9,45.333332,-19.11111,6
188,9,54.444443,-23,6
187,9,52.666668,-24.11111,6
183,9,47.444443,-21.88889,6
190,9,44.88889,-17.88889,6
181,9,37.77778,-14.444445,6
182,9,49.444443,-23.11111,6
183,9,29.444445,-12.111111,6
189,9,54.77778,-24.555555,6
185,9,48.555557,-22,6
188,9,49.666668,-21.666666,6
190,9,51,-19,6
186,9,44.666668,-20.666666,6
197,9,49.11111,-23.333334,6
161,9,36,-12.444445,6
196,9,42.666668,-17.666666,6
196,9,56,-24.222221,6
193,9,37.88889,-15.444445,6
189,9,51.77778,-23.555555,6
182,9,52.88889,-24.88889,6
205,9,44.88889,-18.444445,6
176,9,46,-22,6
200,9,47.88889,-22.444445,6
190,9,28,-14.333333,6
195,9,43.22222,-18.555555,6
161,9,36.88889,-11.444445,6
194,9,44.444443,-19.88889,6
189,9,23.444445,-10.666667,6
189,9,53.444443,-25.444445,6
188,9,53.555557,-23.333334,6
174,9,49.444443,-23.88889,6
190,9,26.11111,-11.222222,6
185,9,44,-19.777779,6
185,9,50.11111,-21.222221,6
193,9,51.11111,-24.11111,6
196,9,55,-22.444445,6
171,9,41,-17.333334,6
193,9,53.666668,-22.222221,6
201,9,39.22222,-15.555555,6
161,9,35.333336,-12.333333,6
176,9,50.444443,-24.11111,6
196,9,44.333332,-18,6
161,9,38,-13.222222,6
189,9,30.11111,-14,6
185,9,52.22222,-22.11111,6
188,9,55.11111,-24.777779,6
191,9,52.333332,-25.11111,6
195,9,42.444443,-17.777779,6
193,9,43.333332,-19,6
193,9,54.444443,-23.777779,6
194,9,43,-18.222221,6
187,9,52.555557,-23.333334,6
186,9,43.77778,-20.333334,6
182,9,40.333336,-17.88889,6
190,9,44.77778,-19.444445,6
180,9,28.666666,-10.666667,6
161,9,36,-12.444445,6
193,9,53.666668,-22.222221,6
195,9,42.444443,-17.777779,6
189,9,55,-22.88889,6
176,9,45.444443,-20.88889,6
187,9,49,-22.333334,6
182,9,41.666668,-18,6
185,9,29.222221,-11.333333,6
189,9,23.444445,-10.666667,6
194,9,37,-14.111111,6
192,9,42.333336,-19.555555,6
200,9,46.444443,-20,6
189,9,45.77778,-20.666666,6
182,9,31.444445,-13.444445,6
210,9,45.444443,-21.555555,6
181,9,49,-21.333334,6
184,9,41.77778,-17.333334,6
186,9,45.666668,-17.222221,6
210,9,44.22222,-20.88889,6
196,9,55,-22.444445,6
182,9,31.555555,-14.222222,6
193,9,40.88889,-17.333334,6
182,9,50.11111,-22.555555,6
197,9,48.88889,-21.555555,6
201,9,51.444443,-21.666666,6
192,9,52.555557,-24.666666,6
195,9,42.444443,-17.666666,6
196,9,40.444443,-16.222221,6
180,9,54.88889,-24.88889,6
207,9,50.444443,-20.777779,6
179,9,44.88889,-18.88889,6
176,9,47.11111,-22.333334,6
181,9,52.333332,-25.222221,6
165,9,30.777779,-6.111111,6
186,9,45,-21.222221,6
182,9,42.666668,-18.777779,6
177,9,44.22222,-20.222221,6
194,9,54.333332,-22.777779,6
178,9,52.444443,-25.222221,6
192,9,47.333332,-16.333334,6
162,9,34.88889,-9.222222,6
181,9,43,-18.333334,6
188,9,45.11111,-19.88889,6
184,9,43.88889,-18.11111,6
161,9,35.77778,-10.777778,6
192,9,41.11111,-18.11111,6
202,9,52,-21,6
182,9,40.22222,-17.222221,6
186,9,45.11111,-21.555555,6
160,9,37.11111,-19.11111,6
186,9,44.11111,-20.777779,6
163,9,35.444447,-10.333333,6
184,9,51.22222,-23.11111,6
205,9,49.77778,-22.222221,6
187,9,53.666668,-22.666666,6
191,9,23.555555,-8.555555,6
172,9,38,-12.777778,6
183,9,48.88889,-22.11111,6
173,9,39.555557,-15.777778,6
185,9,44,-19.777779,6
163,9,35.22222,-8.111111,6
193,9,46.555557,-18.222221,6
191,9,44,-18.333334,6
194,9,44.444443,-19.88889,6
162,9,36.444443,-10.222222,6
163,9,34,-8.666667,6
202,9,55,-23.222221,6
175,9,29,-12,6
188,9,27.333334,-12.222222,6
185,9,40.666668,-17.222221,6
185,9,43.88889,-19.444445,6
197,9,44.666668,-18.666666,6
201,9,52.555557,-23.666666,6
171,9,41,-19.11111,6
195,9,42.77778,-17.555555,6
188,9,29.666666,-13,6
163,9,35,-8,6
182,9,49.555557,-22.555555,6
198,9,51.444443,-21.555555,6
177,9,29,-11.666667,6
191,9,52.444443,-24.444445,6
189,9,27.11111,-10.333333,6
183,9,49.666668,-23.555555,6
189,9,28.444445,-11.111111,6
189,9,26.333334,-10.222222,6
186,9,48.22222,-21.666666,6
174,9,50.444443,-23.88889,6
209,9,43,-18.666666,6
186,9,31.222221,-13.555555,6
189,9,21.11111,-9.777778,6
190,9,47.333332,-21.11111,6
184,9,45.88889,-21.11111,6
182,9,27.222221,-9.333333,6
188,9,27.555555,-12.333333,6
159,9,30.444445,-11.666667,6
193,9,53.11111,-24,6
188,9,53.77778,-22.88889,6
186,9,43.77778,-20.333334,6
187,9,52.555557,-24,6
182,9,52.555557,-24.88889,6
191,9,54.444443,-25.444445,6
180,9,45.22222,-20.222221,6
185,9,45.333332,-18.666666,6
190,9,47.333332,-21.11111,6
182,9,37.22222,-14.555555,6
180,9,45.22222,-20.222221,6
180,9,27.444445,-9.111111,6
178,9,29.666666,-12.666667,6
189,9,51.333332,-20.88889,6
192,9,53.444443,-24.777779,6
192,9,50.333332,-24.88889,6
191,9,43.88889,-18.333334,6
180,9,53.22222,-25.555555,6
197,9,44.22222,-19.777779,6
201,9,35.77778,-12.555555,6
176,9,47.11111,-22.333334,6
172,9,38,-13.666667,6
190,9,44.77778,-19.444445,6
193,9,37.88889,-15.444445,6
183,9,48.88889,-22.11111,6
189,9,26.777779,-12.222222,6
191,9,52.88889,-24.555555,6
189,9,29,-11.111111,6
199,9,50.555557,-22.666666,6
191,9,54.77778,-24.333334,6
198,9,53.11111,-22.666666,6
207,9,46,-20,6
191,9,44.666668,-18.222221,6
202,9,53.666668,-22.777779,6
187,9,43.333332,-20.11111,6
184,9,27.777779,-10.555555,6
160,9,37.88889,-17.777779,6
182,9,31.444445,-13.444445,6
162,9,35,-10.333333,6
190,9,44.88889,-19,6
190,9,42.444443,-18.444445,6
188,9,45,-20.222221,6
182,9,31.555555,-14.222222,6
179,9,31.333334,-13.444445,6
161,9,36,-12.444445,6
192,9,40.555557,-20.222221,6
187,9,44.11111,-20.88889,6
194,9,53.444443,-24,6
195,9,42.555557,-17.777779,6
190,9,42,-18,6
199,9,47.88889,-21.555555,6
188,9,26.88889,-10.222222,6
201,9,52.88889,-23.11111,6
194,9,54.77778,-23.666666,6
159,9,31.333334,-12.888889,6
193,9,37.444443,-15.222222,6
173,9,48.555557,-23.222221,6
177,9,45,-21.333334,6
187,9,44.666668,-19.777779,6
204,9,50.88889,-22.777779,6
200,9,50.444443,-22.11111,6
194,9,37.11111,-14.888889,6
159,9,31.333334,-12.888889,6
187,9,49.88889,-21.777779,6
183,9,50.444443,-23.333334,6
160,9,36.444443,-18.444445,6
180,9,44.11111,-18,6
161,9,36.555557,-11.555555,6
200,9,54.11111,-25.444445,6
189,9,29,-12.333333,6
194,9,52.88889,-19.555555,6
191,9,55.11111,-26,6
185,9,45.444443,-19,6
195,9,51.333332,-21.666666,6
183,9,49.22222,-22.555555,6
185,9,27.777779,-9,6
175,9,50.666668,-23.333334,6
163,9,34.555557,-7.666666,6
172,9,40.333336,-16.333334,6
201,9,47.11111,-20.777779,6
186,9,27.555555,-11.666667,6
196,9,44.333332,-19.222221,6
161,9,35.333336,-12.333333,6
195,9,54.666668,-24.444445,6
173,9,49.88889,-23.666666,6
204,9,51.444443,-23,6
160,9,34.11111,-12.333333,6
190,9,29.333334,-13.555555,6
197,9,56.22222,-22.666666,6
192,9,51.77778,-22.666666,6
