@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-5 numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
58,0,0,0.388888,93.14815,77.333336,-47.444443,-29.444445,2
96,0,0,0.418521,111.59259,103.44444,-24.444445,-25.11111,2
62,0,0,0.385184,110.18519,100.666664,-28.555555,-22.222221,2
45,0,0,0.666666,108.96296,95.888885,-39.22222,-14.555555,2
101,0,0,0.385187,134.92592,126.44444,-25.444445,-11.444445,2
20,0,0,0.327729,111.703705,98.44444,-39.77778,-13.777778,2
73,0,0,0.062964,125.51852,115.44444,-30.222221,-14.888889,2
20,0,0,0.062963,113.85185,102.666664,-33.555557,-21.88889,2
47,0,0,0.32963,107.111115,93.22222,-41.666668,-23.333334,2
47,0,0,0.211113,97.111115,82.55556,-43.666668,-29.333334,2
63,0,0,0.516398,105.59259,92.666664,-38.77778,-14.111111,2
43,0,0,0.433333,126.48148,117.333336,-27.444445,-14.777778,2
54,0,0,0.408248,110,97.888885,-36.333332,-15,2
41,0,0,0.355559,135.22223,128.44444,-20.333334,-11.666667,2
28,0,0,0.074075,110.48148,97.888885,-37.77778,-24.11111,2
47,0,0,0.122223,134.77777,127.44444,-22,-11,2
59,0,0,0.166667,126.14815,116.55556,-28.777779,-14.111111,2
99,0,0,0.474074,93.40741,79,-43.22222,-30.555555,2
50,0,0,0.760115,107.44444,94.666664,-38.333332,-16.666666,2
99,0,0,0.474074,93.40741,79,-43.22222,-30.555555,2
36,0,0,0.172137,111.92593,98.22222,-41.11111,-14.111111,2
75,0,0,0.266666,88.55556,72,-49.666668,-32.333332,2
33,0,0,0.623609,110.59259,96.77778,-41.444443,-12.777778,2
53,0,0,0.455419,123.44444,112.333336,-33.333332,-11,2
32,0,0,0.418519,112.03704,99.22222,-38.444443,-23.11111,2
87,0,0,0.474069,135.40741,127.888885,-22.555555,-10.555555,2
27,0,0,0.596293,136.2963,130.33334,-17.88889,-9.888889,2
46,0,0,0.240742,107.51852,93.888885,-40.88889,-23.222221,2
66,0.111111,0,0.255557,114.22222,106.888885,-22,-21.666666,2
72,0,0,1.00741,125.55556,115.333336,-30.666666,-14.333333,2
113,0,0,0.3,133.11111,124.666664,-25.333334,-12.333333,2
35,0,0,0.133333,98.74074,83.333336,-46.22222,-25.222221,2
46,0,0,0.399996,135.51852,129.44444,-18.222221,-11.888889,2
35,0,0,0.781735,125.18519,113.77778,-34.22222,-14.222222,2
32,0,0,1.062842,126.22222,115.111115,-33.333332,-14.666667,2
44,0,0,0.240742,106,93,-39,-23.333334,2
41,0,0,0.327731,109.703705,95.111115,-43.77778,-13.777778,2
75,0,0,0.774077,126.07407,115.888885,-30.555555,-14.888889,2
50,0,0,0.655462,124.111115,113.111115,-33,-17.333334,2
78,0.111111,0,1.025599,106.85185,93.22222,-40.88889,-15.555555,2
45,0,0,0.729629,101.22222,87.111115,-42.333332,-26,2
76,0,0,0.211114,90.07407,74.55556,-46.555557,-32.88889,2
19,0,0,0.389681,127.51852,116.55556,-32.88889,-13.888889,2
29,0,0,1.229636,128.48148,119,-28.444445,-14.444445,2
97,0,0,0.329631,134.37038,126.55556,-23.444445,-9.777778,2
83,0,0,0.518519,90.62963,74.55556,-48.22222,-30.555555,2
57,0,0,0.196297,122.333336,111.333336,-33,-17,2
49,0,0,0.433335,126.18519,116.333336,-29.555555,-17.222221,2
77,0,0,0.574135,107.62963,93.888885,-41.22222,-11.555555,2
32,0,0,1.062842,126.22222,115.111115,-33.333332,-14.666667,2
65,0,0,0.374072,125.666664,115.333336,-31,-17,2
15,0.111111,0,1.051846,130.14815,119.666664,-31.444445,-14.111111,2
25,0,0,0.329628,102.48148,88,-43.444443,-26.11111,2
30,0,0,0.272164,113.25926,100.77778,-37.444443,-13.111111,2
96,0,0,0.196297,90.81481,76,-44.444443,-30.11111,2
45,0.111111,0,0.207408,121.51852,111.111115,-31.222221,-16.222221,2
56,0,0,0.162963,126.44444,116.22222,-30.666666,-15,2
15,0,0,0.557772,113.74074,100.111115,-40.88889,-13.888889,2
91,0,0,0.827758,104.888885,92.55556,-37,-18.666666,2
68,0,0,0.151852,125.77778,115.666664,-30.333334,-15.333333,2
13,0,0,0.574135,118.666664,106.55556,-36.333332,-15,2
66,0.111111,0,1.440741,95.111115,80.66667,-43.333332,-27.666666,2
25,0,0,1.46667,128,117.77778,-30.666666,-12.333333,2
71,0,0,1.085182,105.666664,96.666664,-27,-23.333334,2
57,0,0,0.785183,92.92593,76.44444,-49.444443,-29.777779,2
64,0,0,0.699205,108.77778,96.333336,-37.333332,-15,2
48,0,0,0.207406,134.85185,127.55556,-21.88889,-11.888889,2
56,0,0,0.029629,126,115.888885,-30.333334,-13.666667,2
23,0,0,0.611616,124.44444,111.888885,-37.666668,-14,2
31,0,0,0.385183,126.81481,117.111115,-29.11111,-14.111111,2
41,0,0,0.327731,112.111115,99,-39.333332,-12.333333,2
90,0,0,0.044444,113.48148,105.888885,-22.777779,-22.444445,2
67,0,0,0.622222,108.85185,99.44444,-28.222221,-21.88889,2
67,0.111111,0,1.135293,106.07407,92.111115,-41.88889,-16.555555,2
31,0,0,0.344266,114.96296,101.888885,-39.22222,-13.555555,2
58,0,0,0.774072,92.703705,76.888885,-47.444443,-30.11111,2
42,0.111111,0,0.685184,127.03704,117,-30.11111,-14.111111,2
51,0,0,0.712324,124.40741,113.22222,-33.555557,-16.555555,2
48,0,0,0.107407,115.77778,107.44444,-25,-25,2
16,0,0,0.355559,140.40741,134.66667,-17.222221,-11.222222,2
48,0,0,0.251852,122.37037,112.22222,-30.444445,-16.777779,2
47,0.111111,0,0.355557,126.37037,116,-31.11111,-14.777778,2
32,0,0,0.207408,121.44444,110.22222,-33.666668,-16.333334,2
15,0,0,0.211111,140.2963,133.88889,-19.222221,-8.555555,2
54,0,0,0.107408,116.77778,109.111115,-23,-24,2
13,0,0,0.47778,131.77777,122.111115,-29,-10,2
90,0,0,0.374076,113.111115,105.666664,-22.333334,-23.333334,2
20,0,0,0.490655,125,114,-33,-13.666667,2
81,0,0,0.329631,90.40741,75.66667,-44.22222,-33.88889,2
43,0,0,1.1,125.25926,115.666664,-28.777779,-16.11111,2
45,0,0,0.596299,101.92593,88.111115,-41.444443,-26.444445,2
25,0,0,0.250923,116.25926,103.666664,-37.77778,-14.777778,2
18,0,0,0.455422,112.111115,97.22222,-44.666668,-10.333333,2
31,0,0,0.418517,136.40741,130.77779,-16.88889,-10.222222,2
50,0,0,0.760115,107.44444,94.666664,-38.333332,-16.666666,2
13,0,0,0.207408,104.111115,88.22222,-47.666668,-25.333334,2
49,0,0,0.385186,120.703705,108.111115,-37.77778,-18.11111,2
19,0,0,0.151853,137.77777,131.55556,-18.666666,-7.333334,2
15,0,0,0.25185,140.77777,134.33334,-19.333334,-8.666667,2
38,0,0,0.58373,124.85185,113.333336,-34.555557,-15.888889,2
32,0,0,0.586892,116.77778,103.888885,-38.666668,-11,2
32,0,0,0.162964,136.2963,129.77779,-19.555555,-10.555555,2
15,0,0,0.340743,106.51852,90.888885,-46.88889,-26.88889,2
29,0,0,1.229636,128.48148,119,-28.444445,-14.444445,2
66,0,0,0.462965,93.44444,79.111115,-43,-28.666666,2
19,0,0,0.418515,129.92592,121,-26.777779,-11.444445,2
60,0,0,0.207408,109.77778,99.55556,-30.666666,-24.666666,2
74,0,0,0.088889,101.85185,89.111115,-38.22222,-25.88889,2
98,0,0,0.15185,92.333336,77.333336,-45,-28.666666,2
46,0,0,1.629631,126.03704,116,-30.11111,-14.777778,2
55,0,0,2.877772,103.07407,90,-39.22222,-23.88889,2
44,0.111111,0,0.574135,123.81481,113.44444,-31.11111,-11.777778,2
22,0,0,0.255559,137.96297,133,-14.888889,-12.222222,2
52,0,0,0.018518,125.77778,115.55556,-30.666666,-12.666667,2
68,0,0,0.574135,107.37037,94.22222,-39.444443,-17.444445,2
14,0,0,0.574134,117,104.22222,-38.333332,-13,2
81,0,0,0.646932,105.92593,91.888885,-42.11111,-14.777778,2
56,0,0,0.029629,126,115.888885,-30.333334,-13.666667,2
86,0,0,0.691214,105.77778,92.888885,-38.666668,-16.333334,2
33,0,0,0.623609,110.59259,96.77778,-41.444443,-12.777778,2
36,0,0,0.800462,114.03704,100.77778,-39.77778,-15.444445,2
58,0,0,0.534027,109.07407,96.333336,-38.22222,-13.888889,2
19,0,0,0.443052,114.25926,101,-39.77778,-14.444445,2
48,0,0,0.9963,107.888885,94.77778,-39.333332,-24.333334,2
57,0,0,0.722651,123.55556,112.22222,-34,-12.333333,2
58,0,0,0.459469,122,110.111115,-35.666668,-14.666667,2
20,0,0,0.75031,127.333336,116.77778,-31.666666,-14.333333,2
36,0,0,0.340743,103.03704,89.55556,-40.444443,-26.11111,2
53,0,0,0.444444,113.14815,104.333336,-26.444445,-24.777779,2
21,0,0,0.516398,126.77778,115.77778,-33,-12.333333,2
35,0,0,0.285183,136.48148,131.22223,-15.777778,-13.444445,2
39,0,0,0.062963,127.07407,116.333336,-32.22222,-13.888889,2
71,0,0,0.888891,125.96296,115.55556,-31.222221,-13.555555,2
79,0,0,0.344265,107.74074,93.888885,-41.555557,-14.888889,2
27,0.111111,0,0.623609,122.666664,111.55556,-33.333332,-14.666667,2
23,0,0,0.365148,123,111,-36,-14.333333,2
30,0,0,0.501847,123.333336,112.77778,-31.666666,-17.333334,2
54,0,0,0.443054,108.85185,96.77778,-36.22222,-15.555555,2
54,0,0,0.720081,109.96296,97.55556,-37.22222,-15.222222,2
62,0,0,0.207408,125.40741,116.333336,-27.222221,-12.888889,2
40,0,0,0.574132,110.703705,96.22222,-43.444443,-11.444445,2
18,0,0,0.088889,114.14815,102.44444,-35.11111,-19.444445,2
49,0,0,0.92896,124.03704,113.111115,-32.77778,-16.444445,2
109,0,0,0.809666,102.48148,89.44444,-39.11111,-20.11111,2
39,0,0,0.299997,127.51852,116.55556,-32.88889,-13.222222,2
43,0,0,0.32963,107.14815,94.111115,-39.11111,-24.11111,2
57,0,0,0.474073,124.703705,114.22222,-31.444445,-13.444445,2
62,0.111111,0,0.399999,110.03704,100.77778,-27.777779,-21.11111,2
85,0,0,0.166668,93.55556,79.22222,-43,-30.333334,2
57,0,0,0.740742,126.111115,115.77778,-31,-12,2
18,0,0,0.455422,112.111115,97.22222,-44.666668,-10.333333,2
21,0,0,0.607407,130.14815,120.77778,-28.11111,-11.111111,2
19,0,0,0.760118,126.666664,115.44444,-33.666668,-13.666667,2
21,0,0,0.760117,127.296295,116.22222,-33.22222,-14.222222,2
32,0,0,0.162964,136.2963,129.77779,-19.555555,-10.555555,2
101,0,0,0.385187,134.92592,126.44444,-25.444445,-11.444445,2
44,0,0,0.122222,99,85,-42,-25.333334,2
18,0,0,0.691216,113.77778,102.333336,-34.333332,-14.666667,2
31,0,0,1.496296,135.92592,129.88889,-18.11111,-10.777778,2
70,0,0,0.177776,112.51852,104,-25.555555,-20.222221,2
13,0,0,0.507406,141.59259,134.88889,-20.11111,-4.777778,2
11,0,0,0.311116,143.44444,136.88889,-19.666666,-2.666667,2
41,0,0,0.772202,123.03704,111.888885,-33.444443,-16.777779,2
72,0,0,0.562961,125.44444,114.111115,-34,-13,2
47,0,0,0.385188,135.74074,129,-20.222221,-11.555555,2
58,0,0,0.403686,123,112.55556,-31.333334,-12,2
40,0,0,0.516397,110.03704,95.333336,-44.11111,-12.777778,2
57,0,0,0.774071,100.44444,86.22222,-42.666668,-22.666666,2
33,0,0,0.936897,125.888885,114.666664,-33.666668,-14,2
45,0,0,0.455421,122.85185,110.55556,-36.88889,-14.555555,2
51,0,0,0.443054,122.96296,110.666664,-36.88889,-16.555555,2
89,0.111111,0,0.272169,106.07407,93.111115,-38.88889,-19.222221,2
62,0,0,0.166666,126.48148,117.55556,-26.777779,-14.777778,2
30,0,0,0.879816,125.40741,115.111115,-30.88889,-15.888889,2
42,0,0,0.54433,108.92593,95.666664,-39.77778,-12.111111,2
62,0,0,0.562964,125.333336,115.77778,-28.666666,-13.666667,2
53,0,0,0.285188,134.77777,128.22223,-19.666666,-13.333333,2
20,0,0,1.192568,126.55556,115.666664,-32.666668,-14.666667,2
37,0,0,0.240739,95.92593,80.111115,-47.444443,-28.11111,2
18,0,0,0.729626,138.62962,133.33334,-15.888889,-10.888889,2
58,0,0,0.62361,122.25926,110.44444,-35.444443,-14.111111,2
59,0,0,0.459466,121.703705,109.22222,-37.444443,-14.444445,2
24,0,0,0.907406,127.62963,117.666664,-29.88889,-12.222222,2
49,0,0,0.388888,127.40741,117,-31.222221,-15.888889,2
26,0,0,1.0074,136.88889,131,-17.666666,-11.333333,2
20,0,0,0.490655,125,114,-33,-13.666667,2
12,0,0,0.518519,127.44444,115.55556,-35.666668,-11.333333,2
16,0,0,0.162962,102.51852,87.55556,-44.88889,-22.555555,2
58,0,0,0.344266,110.37037,97.666664,-38.11111,-15.111111,2
65,0,0,0.785188,97.333336,82.77778,-43.666668,-27.666666,2
22,0,0,0.388882,137.62962,132.11111,-16.555555,-14.222222,2
26,0,0,0.272165,112.22222,98.333336,-41.666668,-14.333333,2
98,0.111111,0,0.712325,1.518519,0.333333,-3.555556,-0.555556,3
80,0,0,13.751853,23.62963,17.333334,-18.88889,-5.222222,3
81,0,0,267.45554,21.333334,14,-22,-5.666666,3
123,0,0,0.133333,1.37037,0,-4.111111,-3.111111,3
82,0,0,0.474074,5.592593,1.777778,-11.444445,-2.444444,3
102,0,0,0.507407,2.888889,0.666667,-6.666666,-3.666667,3
124,0,0,0.444445,2.518518,0.222222,-6.888889,-3.888889,3
93,0,0,2.562963,5,2,-9,-4,3
115,0,0,0.488889,2.703704,0.555556,-6.444445,-2.444444,3
68,0,0,203.35188,47.185184,38.555557,-25.88889,-12.888889,3
86,0,0.111111,222.70003,13.407408,8.777778,-13.888889,-5.555555,3
134,0,0,0.182574,1.777778,0.111111,-5,-1.333333,3
107,0,0,14.967619,9.518518,7.333334,-6.555555,-1.555556,3
103,0,0,0.577778,2.148148,0.111111,-6.111111,-4.444445,3
136,0,0,4.193469,12.185185,6.666666,-16.555555,-9.555555,3
117,0,0,0.018519,1.074074,0,-3.222222,-2.888889,3
110,0,0,0.088889,1.666667,0.111111,-4.666666,-3.666667,3
108,0,0,22.507414,8.666667,5.111111,-10.666667,-5.666666,3
83,0,0.111111,9.988892,14.37037,9,-16.11111,-8.777778,3
120,0,0,1.986063,19.074074,10.555555,-25.555555,-16.555555,3
78,0,0.111111,356.16672,79.666664,70.77778,-26.666666,-8.666667,3
71,0,0,10.382501,31.851852,25.555555,-18.88889,-6.222222,3
138,0,0,0.296296,0.259259,0,-0.777778,-0.444444,3
127,0,0,0.975629,16.37037,10.888889,-16.444445,-13.777778,3
93,0,0,6.444444,6.777778,3.222222,-10.666667,-4.666666,3
137,0,0,0.389682,0.777778,0,-2.333333,-2,3
122,0,0,0.403687,0.555556,0,-1.666667,-0.333333,3
90,0,0,0.854184,4.666666,2.555556,-6.333334,3,3
92,0.111111,0,4.02963,7.444445,3.222222,-12.666667,-3,3
141,0.111111,0,1.540803,12.666667,7.888889,-14.333333,-3.333333,3
113,0,0.111111,4.122656,27.88889,17.11111,-32.333332,-16.666666,3
109,0,0,0.251852,4.296296,1.444444,-8.555555,-3.888889,3
121,0,0,0.418519,3.703704,0.777778,-8.777778,-3.444444,3
140,0,0,4.768726,9.925926,6,-11.777778,-3.777778,3
94,0,0,0.210818,5.888889,3.222222,-8,2.333333,3
100,0,0,83.351845,8.148149,4.666667,-10.444445,-5.111111,3
88,0,0,7.218519,7.777778,3.555556,-12.666667,-4,3
117,0,0,0.962964,1.333333,0.222222,-3.333333,-3.333333,3
95,0,0,1.633332,4.444445,1.222222,-9.666667,-4,3
87,0,0.111111,84.87777,17.11111,12.222222,-14.666667,-4.333334,3
91,0,0.111111,752.24066,44.296295,38.444443,-17.555555,-7.555555,3
87,0,0,1.962613,2.925926,1.222222,-5.111111,-3.111111,3
124,0,0,0.433334,2.814815,1,-5.444445,-2.777778,3
115,0,0,0.966091,14.777778,8.444445,-19,-5.333334,3
96,0,0,2.962964,3.555556,0.888889,-8,-4.666666,3
90,0,0.111111,23.377783,9,4.777778,-12.666667,-7.333334,3
99,0,0,4.462964,6.740741,3.444444,-9.888889,-4.555555,3
140,0.111111,0,0.443053,8.333333,3.777778,-13.666667,-3.333333,3
131,0,0,0.02963,0.518518,0,-1.555556,-1.555556,3
122,0,0,4.033196,19.88889,17.88889,-6,-9.666667,3
107,0,0,3.733333,8.703704,4.888889,-11.444445,-6.111111,3
91,0,0,1.540741,3.259259,0.555556,-8.111111,-6.111111,3
144,0,0,0.02963,1,0,-3,-3,3
133,0,0,0,0,0,0,0,3
124,0,0.111111,4.774935,7.592593,4.111111,-10.444445,-5.444445,3
97,0,0,0.651852,2.62963,0.555556,-6.222222,-3.555556,3
73,0,0,6.273991,46.666668,32.11111,-43.666668,-26.666666,3
124,0,0,0.611111,1.148148,0.222222,-2.777778,-1.777778,3
72,0,0,0.818518,4.518518,1.555556,-8.888889,-5.888889,3
129,0,0,0.02963,0.518518,0,-1.555556,-1.555556,3
107,0,0,0.211111,2.222222,0.333333,-5.666666,-3.666667,3
130,0,0,0.250924,0.888889,0,-2.666667,-2.333333,3
83,0,0,0.547722,3.703704,1.555556,-6.444445,-0.444444,3
135,0,0,0.240741,0.962963,0,-2.888889,-2.555556,3
102,0,0,1.22963,4.037037,1,-9.111111,-4.111111,3
91,0,0,0.196296,2.62963,0.444444,-6.555555,-4.222222,3
80,0,0,530.5518,68.77778,60.333332,-25.333334,-7,3
109,0,0.111111,2.655532,13.296296,7,-18.88889,-8.222222,3
138,0,0,0.088889,0.777778,0,-2.333333,-2.333333,3
125,0,0,0.827759,1.777778,0.444444,-4,-2.333333,3
106,0,0,0.151852,2.407408,0.444444,-5.888889,-5.222222,3
123,0,0,0.018519,1.148148,0,-3.444444,-3.444444,3
91,0,0.111111,188.50739,42.814816,35.88889,-20.777779,-8.777778,3
116,0,0,0.696296,1.962963,0.222222,-5.222222,-3.888889,3
80,0,0,14.829629,10.037037,6.555555,-10.444445,-4.777778,3
133,0,0,0.02963,0.740741,0,-2.222222,-2.222222,3
134,0,0,0.981307,8.703704,3.666667,-15.111111,-6.444445,3
90,0,0,1.885185,3.407408,0.888889,-7.555555,-5.888889,3
121,0,0,0.062963,1.148148,0,-3.444444,-3.111111,3
120,0,0,0.477778,1.518519,0.111111,-4.222222,-3.555556,3
131,0,0,0,0,0,0,0,3
136,0,0,1.149879,8,4.111111,-11.666667,-4,3
73,0,0,7.865538,34.703705,20.555555,-42.444443,-25.444445,3
108,0,0.111111,12.795401,49.814816,41.77778,-24.11111,-9.777778,3
116,0,0,1.262963,2.185185,0.333333,-5.555555,-3.222222,3
117,0,0,0,0,0,0,0,3
80,0,0,13.751853,23.62963,17.333334,-18.88889,-5.222222,3
79,0,0,1.851852,5.407407,1.777778,-10.888889,-4.555555,3
84,0,0,3.974073,4.555555,1.555556,-9,-4.333334,3
135,0,0,0.207407,0.740741,0,-2.222222,-1.888889,3
138,0,0,0.64693,1.148148,0.111111,-3.111111,-1.777778,3
123,0,0,0.077778,1.518519,0,-4.555555,-3.555556,3
119,0,0,0.833333,1.222222,0.111111,-3.333333,-2.666667,3
146,0,0,0,0,0,0,0,3
90,0.111111,0,2.435083,5,2.555556,-7.333334,0.333333,3
124,0,0,0.107407,0.666667,0,-2,-2,3
120,0,0,0.088889,1.148148,0.222222,-2.777778,-2.777778,3
136,0,0,3.708349,15.518518,9,-19.555555,-9.888889,3
113,0,0,0.389682,0.962963,0,-2.888889,-2.555556,3
122,0.111111,0,1.398412,16.185184,10.222222,-17.88889,-9.555555,3
120,0,0,0.133333,1.592593,0,-4.777778,-2.111111,3
144,0,0,0.151852,0.962963,0,-2.888889,-2.888889,3
118,0,0,0.074074,0.925926,0,-2.777778,-2.111111,3
142,0,0,0.02963,0.037037,0,-0.111111,-0.111111,3
144,0,0,0.118518,1.148148,0,-3.444444,-3.444444,3
127,0,0,0.834443,3.814815,1.333333,-7.444445,-1.444444,3
138,0.111111,0,1.143419,5.185185,2,-9.555555,-2.888889,3
109,0,0,1.229631,5.666666,2.555556,-9.333333,-2.666667,3
126,0,0.111111,11.885187,1.518519,0.444444,-3.222222,-2.888889,3
122,0,0,7.84074,2.259259,0.555556,-5.111111,-3.777778,3
95,0,0,3.62963,9.518518,4.777778,-14.222222,-3.555556,3
124,0,0,0.444445,2.518518,0.222222,-6.888889,-3.888889,3
123,0,0,0.077778,0.703704,0,-2.111111,-1.777778,3
100,0,0,8.296297,4.592593,1.444444,-9.444445,-5.111111,3
111,0,0,20.951847,4.888889,2.222222,-8,-4.666666,3
124,0,0,0.107407,0.666667,0,-2,-2,3
110,0.111111,0,1.262963,3.962963,1.444444,-7.555555,0.111111,3
95,0,0.111111,1.574074,4.62963,1,-10.888889,-2.888889,3
143,0,0,0.122222,4.185185,0.888889,-9.888889,-5.888889,3
91,0,0,4.374074,3.888889,0.888889,-9,-3.666667,3
87,0,0.111111,572.9964,67.44444,58.77778,-26,-8.666667,3
130,0,0,0,0.777778,0,-2.333333,-2.333333,3
139,0,0,1.773259,18.074074,16,-6.222222,-7.222222,3
138,0,0,0.518518,1.407407,0,-4.222222,-2.888889,3
110,0,0,0.088889,1.666667,0.111111,-4.666666,-3.666667,3
115,0,0.111111,1.572919,7.555555,3.555556,-12,-4,3
124,0,0,0.074074,1.074074,0,-3.222222,-3.222222,3
125,0,0,0.298142,1.148148,0,-3.444444,-2.444444,3
137,0,0,0.107407,0.666667,0,-2,-2,3
130,0,0,0.45542,2.407408,0.444444,-5.888889,-1.888889,3
89,0.111111,0,9.555554,10.481482,5.777778,-14.111111,-5.777778,3
124,0,0,14.962965,3,1.444444,-4.666666,-4,3
91,0,0,1.540741,3.259259,0.555556,-8.111111,-6.111111,3
128,0,0,0.074074,0.740741,0,-2.222222,-2.222222,3
127,0,0,0.074074,0.62963,0,-1.888889,-1.888889,3
120,0,0,1.986063,19.074074,10.555555,-25.555555,-16.555555,3
146,0,0,0.136083,0.037037,0,-0.111111,-0.111111,3
70,0,0.111111,5.897896,21.037037,16.222223,-14.444445,-2.444444,3
81,0,0,189.44075,41.925926,33.11111,-26.444445,-14.444445,3
104,0,0,9.713106,18.62963,14.888889,-11.222222,-3.222222,3
87,0,0.111111,572.9964,67.44444,58.77778,-26,-8.666667,3
73,0,0,1.277778,5.814815,2.333334,-10.444445,-4.111111,3
70,0,0,8.767999,18.592592,13.666667,-14.777778,-1.111111,3
107,0,0.111111,13.407408,7.962963,4.555555,-10.222222,-4.888889,3
98,0,0,0.151852,1.407407,0,-4.222222,-3.888889,3
126,0,0.111111,1.12963,2.962963,0.555556,-7.222222,-3.555556,3
103,0,0,0.577778,2.148148,0.111111,-6.111111,-4.444445,3
102,0,0,0.207407,3.37037,0.555556,-8.444445,-4.444445,3
122,0,0,0,0.333333,0,-1,-1,3
106,0,0,0.172133,0.555556,0,-1.666667,-1.666667,3
136,0,0,0,0,0,0,0,3
137,0,0,0.501848,1.148148,0.222222,-2.777778,-1.777778,3
120,0.111111,0,14.774076,3.740741,1.444444,-6.888889,-4.888889,3
93,0.111111,0,0.3,3,0.555556,-7.333334,-5.333334,3
126,0,0,3.870114,10.185185,4.888889,-15.888889,-5.222222,3
77,0.111111,0,1.811111,7.703704,3.222222,-13.444445,-2.777778,3
64,0,0,12.948471,31,24.666666,-19,-2,3
114,0,0,0.433333,1.851852,0.111111,-5.222222,-3.222222,3
122,0,0,0.240741,1.592593,0,-4.777778,-3.777778,3
127,0,0,0.501849,2.740741,0.555556,-6.555555,-1.888889,3
114,0,0,6.320163,29.814816,18.333334,-34.444443,-17.777779,3
100,0,0,0.534027,1.222222,0.111111,-3.333333,-1.333333,3
137,0.111111,0,1.777778,7.62963,3.111111,-13.555555,-5.222222,3
95,0,0,0.474074,3.518518,0.888889,-7.888889,-3.222222,3
105,0,0.111111,16.507421,42.851852,35.77778,-21.222221,-8.222222,3
130,0,0,0.45542,1.37037,0.111111,-3.777778,-2.111111,3
141,0,0,0.240741,1.555556,0.111111,-4.333334,-2,3
97,0,0,0.196296,2.111111,0.111111,-6,-4.333334,3
89,0,0,0.340741,2.296296,0.111111,-6.555555,-5.888889,3
116,0,0,0.240741,2.814815,0.555556,-6.777778,-1.777778,3
113,0,0,0.285185,1.407407,0.111111,-3.888889,-2.222222,3
138,0,0,1.185186,0.296296,0.111111,-0.555556,-0.555556,3
122,0,0,1.241266,16.148148,8,-24.444445,-12.111111,3
75,0,0.111111,19.136257,55,47.444443,-22.666666,-8.666667,3
116,0,0,0.311111,3,0.888889,-6.333334,-2.666667,3
143,0,0,0.122222,4.185185,0.888889,-9.888889,-5.888889,3
83,0,0,4.018517,6.259259,2.222222,-12.111111,-4.777778,3
91,0,0,0.355556,3.666667,1.111111,-7.666666,-5.333334,3
120,0,0,0.928958,16.851852,11.222222,-16.88889,-9.888889,3
124,0.111111,0,1.140741,1.148148,0.111111,-3.111111,-1.777778,3
119,0,0,2.026673,20.592592,12.222222,-25.11111,-14.111111,3
108,0,0.111111,12.795401,49.814816,41.77778,-24.11111,-9.777778,3
120,0,0,0.250924,3.518518,1.111111,-7.222222,-1.888889,3
143,0,0,0.389682,0.407407,0,-1.222222,-1.222222,3
120,0,0,0.344444,1.925926,0.222222,-5.111111,-2.444444,3
88,0,0,0.240741,2.777778,0.444444,-7,-4,3
91,0,0.111111,5.051852,5.62963,1.888889,-11.222222,-3.888889,3
128,0,0,7.885187,5.296296,2.444444,-8.555555,-4.222222,3
75,0,0,749.76294,38.037037,29.777779,-24.777779,-13.111111,3
123,0,0,0.862963,1.074074,0.111111,-2.888889,-1.888889,3
85,0.111111,0,0.720082,1.777778,0.444444,-4,-1,3
132,0.111111,0,0.998147,1.962963,0.666667,-3.888889,-2.888889,3
129,0,0,0.02963,0.518518,0,-1.555556,-1.555556,3
112,0,0,0.344265,0.148148,0,-0.444444,-0.444444,3
76,0,0,1.420746,2.444444,0.888889,-4.666666,-2,3
98,0.111111,0,1.718519,4.666666,1.222222,-10.333333,-3.333333,3
120,0,0,46.933327,6.962963,3.333333,-10.888889,-6.555555,3
125,0,0,1.110556,18.555555,11.111111,-22.333334,-14,3
98,0,0,45.84074,5.518518,2.333334,-9.555555,-5.222222,3
124,0,0,14.962965,3,1.444444,-4.666666,-4,3
83,0,0,688.0741,23.296297,19.777779,-10.555555,-5.222222,3
99,0,0,8.018518,4.148148,1.111111,-9.111111,-5.444445,3
126,0,0,0.534027,11.185185,5.222222,-17.88889,-8.555555,3
118,0,0,0.136083,0.037037,0,-0.111111,-0.111111,3
69,0,0.111111,991.7184,23.814816,19.222221,-13.777778,-2.777778,3
81,0,0,267.45554,21.333334,14,-22,-5.666666,3
75,0,0.111111,19.136257,55,47.444443,-22.666666,-8.666667,3
96,0,0,0.507407,3.814815,1.111111,-8.111111,-6.111111,3
121,0,0,1.82168,14.962963,9.555555,-16.222221,-9.222222,3
133,0,0,0.018519,0.481482,0,-1.444444,-1.444444,3
76,0,0.111111,192.20744,13.518518,8.444445,-15.222222,-2.555556,3
128,0.111111,0,1.75647,16.481482,10.111111,-19.11111,-9.111111,3
94,0,0,0.118519,2.259259,0.111111,-6.444445,-4.777778,3
147,0,0,3.586498,7.703704,6.444445,-3.777778,-2.777778,3
107,0.111111,0,3.14074,1.777778,0.222222,-4.666666,-3.666667,3
109,0,0,0.251852,4.296296,1.444444,-8.555555,-3.888889,3
120,0,0,0.062963,1,0,-3,-3,3
90,0,0,0.374074,2.814815,0.555556,-6.777778,-5.444445,3
