@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
83,90.62963,-48.22222,78.77778,-30.555555,-2.239053,2
54,124.37037,-35.11111,50.88889,-15.777778,-2.328661,2
50,107.44444,-38.333332,55,-16.666666,-2.337296,2
71,122.18519,-32.22222,48.444443,-16.222221,-2.301203,2
35,98.74074,-46.22222,71.44444,-25.222221,-2.280843,2
30,112.96296,-40.88889,54.444443,-13.555555,-2.395064,2
20,111.703705,-39.77778,53.555557,-13.777778,-2.385213,2
44,123.81481,-31.11111,42.88889,-11.777778,-2.367282,2
26,137.03703,-16.777779,29.222221,-12.444445,-2.182567,2
13,132.25926,-28.444445,39.555557,-11.111111,-2.360428,2
58,122.25926,-35.444443,49.555557,-14.111111,-2.357271,2
25,112.22222,-43.333332,57.333332,-14,-2.396894,2
57,98.59259,-43.77778,68.888885,-25.11111,-2.264402,2
15,140.2963,-19.222221,27.777779,-8.555555,-2.330563,2
27,137.51852,-14.888889,27.11111,-12.222222,-2.146716,2
58,93.14815,-47.444443,76.888885,-29.444445,-2.246316,2
19,126.666664,-33.666668,47.333332,-13.666667,-2.352834,2
51,108.74074,-40.555557,54.77778,-14.222222,-2.383438,2
18,138.62962,-15.888889,26.777779,-10.888889,-2.214612,2
55,113.666664,-38,55.666668,-17.666666,-2.319697,2
88,110.59259,-27.11111,50.88889,-23.777779,-2.139239,2
16,102.51852,-44.88889,67.44444,-22.555555,-2.302468,2
82,106.51852,-40.88889,58.11111,-17.222221,-2.344872,2
32,126.22222,-33.333332,48,-14.666667,-2.333746,2
25,128,-30.666666,43,-12.333333,-2.354552,2
62,125.333336,-28.666666,42.333332,-13.666667,-2.314232,2
61,109.07407,-41.88889,57.77778,-15.888889,-2.367396,2
66,114.22222,-22,43.666668,-21.666666,-2.09899,2
57,100.44444,-42.666668,65.333336,-22.666666,-2.288131,2
80,111.07407,-24.555555,48.77778,-24.222221,-2.098697,2
17,130.2963,-28.555555,40.77778,-12.222222,-2.339493,2
40,110.703705,-43.444443,54.88889,-11.444445,-2.434692,2
57,92.92593,-49.444443,79.22222,-29.777779,-2.254208,2
39,113.37037,-32.444443,55.88889,-23.444445,-2.198158,2
31,136.40741,-16.88889,27.11111,-10.222222,-2.251504,2
15,129.25926,-32.77778,44.22222,-11.444445,-2.38244,2
57,122.333336,-33,50,-17,-2.297173,2
32,136.2963,-19.555555,30.11111,-10.555555,-2.280755,2
94,113.18519,-18.88889,43.11111,-24.222221,-2.015307,2
92,90.333336,-46.333332,75.333336,-29,-2.242802,2
72,125.55556,-30.666666,45,-14.333333,-2.32084,2
41,123.03704,-33.444443,50.22222,-16.777779,-2.299918,2
32,116.77778,-38.666668,49.666668,-11,-2.421193,2
93,112.296295,-25.222221,47.11111,-21.88889,-2.141419,2
30,113.25926,-37.444443,50.555557,-13.111111,-2.385308,2
47,123.85185,-29.222221,47.77778,-18.555555,-2.23989,2
45,101.22222,-42.333332,68.333336,-26,-2.247816,2
24,127.62963,-29.88889,42.11111,-12.222222,-2.349252,2
57,124.703705,-31.444445,44.88889,-13.444445,-2.34019,2
62,110.18519,-28.555555,50.77778,-22.222221,-2.178149,2
50,124.111115,-33,50.333332,-17.333334,-2.28828,2
16,112.96296,-40.22222,54.11111,-13.888889,-2.385001,2
24,127.62963,-29.88889,42.11111,-12.222222,-2.349252,2
19,114.25926,-39.77778,54.22222,-14.444445,-2.375985,2
32,136.2963,-19.555555,30.11111,-10.555555,-2.280755,2
18,112.111115,-44.666668,55,-10.333333,-2.45498,2
50,109.25926,-46.11111,63.22222,-17.11111,-2.37202,2
38,113.48148,-39.11111,53.88889,-14.777778,-2.370002,2
56,126,-30.333334,44,-13.666667,-2.326783,2
50,122.07407,-36.555557,53.11111,-16.555555,-2.325679,2
18,125.62963,-34.88889,49.11111,-14.222222,-2.352184,2
57,126.111115,-31,43,-12,-2.362514,2
40,110.03704,-44.11111,56.88889,-12.777778,-2.419456,2
66,95.111115,-43.333332,71,-27.666666,-2.235701,2
91,104.888885,-37,55.666668,-18.666666,-2.300486,2
58,109.07407,-38.22222,52.11111,-13.888889,-2.375207,2
31,135.92592,-18.11111,28.88889,-10.777778,-2.255012,2
104,100.51852,-39.88889,58.11111,-18.222221,-2.326201,2
47,126.37037,-31.11111,45.88889,-14.777778,-2.315792,2
55,124.111115,-30.666666,45.666668,-15,-2.308179,2
38,124.85185,-34.555557,50.444443,-15.888889,-2.322923,2
30,125.40741,-30.88889,46.77778,-15.888889,-2.295989,2
90,113.48148,-22.777779,45.22222,-22.444445,-2.097815,2
29,128.48148,-28.444445,42.88889,-14.444445,-2.29776,2
86,105.77778,-38.666668,55,-16.333334,-2.343789,2
49,126.18519,-29.555555,46.77778,-17.222221,-2.263738,2
23,123,-36,50.333332,-14.333333,-2.356262,2
33,110.59259,-41.444443,54.22222,-12.777778,-2.408019,2
75,88.55556,-49.666668,82,-32.333332,-2.232,2
36,111.92593,-41.11111,55.22222,-14.111111,-2.387384,2
56,126.44444,-30.666666,45.666668,-15,-2.307657,2
101,134.92592,-25.444445,36.88889,-11.444445,-2.328735,2
16,140.40741,-17.222221,28.444445,-11.222222,-2.232895,2
71,105.666664,-27,50.333332,-23.333334,-2.143159,2
29,128.48148,-28.444445,42.88889,-14.444445,-2.29776,2
99,93.40741,-43.22222,73.77778,-30.555555,-2.207756,2
96,90.81481,-44.444443,74.55556,-30.11111,-2.219979,2
18,113.77778,-34.333332,49,-14.666667,-2.340839,2
46,114.62963,-41.22222,54.77778,-13.555555,-2.395028,2
20,125,-33,46.666668,-13.666667,-2.348006,2
27,138.07408,-16.555555,25.444445,-8.888889,-2.264532,2
20,113.85185,-33.555557,55.444443,-21.88889,-2.231826,2
67,106.07407,-41.88889,58.444443,-16.555555,-2.357338,2
39,124.18519,-30.88889,48.444443,-17.555555,-2.268113,2
59,126.14815,-28.777779,42.88889,-14.111111,-2.308637,2
52,111.62963,-31.88889,52.77778,-20.88889,-2.229685,2
64,92.81481,-46.77778,77.55556,-30.777779,-2.228939,2
35,109.111115,-38,49,-11,-2.420203,2
58,92.703705,-47.444443,77.55556,-30.11111,-2.239301,2
57,135.77777,-19,32.666668,-13.666667,-2.187422,2
83,90.62963,-48.22222,78.77778,-30.555555,-2.239053,2
60,109.77778,-30.666666,55.333332,-24.666666,-2.16692,2
74,101.85185,-38.22222,64.111115,-25.88889,-2.220553,2
35,125.18519,-34.22222,48.444443,-14.222222,-2.346636,2
71,125.96296,-31.222221,44.77778,-13.555555,-2.339758,2
46,107.51852,-40.88889,64.111115,-23.222221,-2.270851,2
34,125.48148,-35.444443,49.555557,-14.111111,-2.357272,2
29,128.44444,-27.666666,43.333332,-15.666667,-2.271128,2
48,115.77778,-25,50,-25,-2.090557,2
113,133.11111,-25.333334,37.666668,-12.333333,-2.309551,2
22,137.62962,-16.555555,30.777779,-14.222222,-2.146204,2
62,126.48148,-26.777779,41.555557,-14.777778,-2.275425,2
43,107.14815,-39.11111,63.22222,-24.11111,-2.247952,2
58,123,-31.333334,43.333332,-12,-2.365385,2
21,129.85185,-27.555555,38.11111,-10.555555,-2.364884,2
48,122.37037,-30.444445,47.22222,-16.777779,-2.278604,2
36,135.2963,-20.222221,32.444443,-12.222222,-2.247156,2
13,131.77777,-29,39,-10,-2.386251,2
34,105.48148,-42.77778,65.55556,-22.777779,-2.286636,2
99,93.40741,-43.22222,73.77778,-30.555555,-2.207756,2
40,125.14815,-32.77778,49.555557,-16.777779,-2.2949,2
68,105.77778,-32,57.333332,-25.333334,-2.169999,2
47,135.74074,-20.222221,31.777779,-11.555555,-2.262555,2
20,125,-33,46.666668,-13.666667,-2.348006,2
51,123.18519,-34.22222,47.11111,-12.888889,-2.368498,2
59,121.703705,-37.444443,51.88889,-14.444445,-2.364216,2
30,123.333336,-31.666666,49,-17.333334,-2.27951,2
15,113.74074,-40.88889,54.77778,-13.888889,-2.389025,2
28,111.59259,-45.444443,57.22222,-11.777778,-2.438585,2
71,125.96296,-31.222221,44.77778,-13.555555,-2.339758,2
31,126.81481,-29.11111,43.22222,-14.111111,-2.310766,2
27,138.07408,-16.555555,25.444445,-8.888889,-2.264532,2
78,135.55556,-20.666666,34.333332,-13.666667,-2.225537,2
15,106.51852,-46.88889,73.77778,-26.88889,-2.266452,2
56,126,-30.333334,44,-13.666667,-2.326783,2
34,123.22222,-35.333332,50.333332,-15,-2.343381,2
97,134.37038,-23.444445,33.22222,-9.777778,-2.346234,2
54,134.33333,-20.333334,33.666668,-13.333333,-2.231555,2
41,109.703705,-43.77778,57.555557,-13.777778,-2.404745,2
32,126.22222,-33.333332,48,-14.666667,-2.333746,2
19,129.92592,-26.777779,38.22222,-11.444445,-2.340765,2
11,141.55556,-19.333334,25.666666,-6.333334,-2.401587,2
73,125.51852,-30.222221,45.11111,-14.888889,-2.307396,2
67,122.888885,-31.666666,46.666668,-15,-2.317188,2
121,3.407408,-6.888889,7.777778,-0.888889,-2.519165,3
93,6.777778,-10.666667,15.333333,-4.666666,-2.332766,3
143,0.407407,-1.222222,2.444444,-1.222222,-2.094395,3
132,1.962963,-3.888889,6.777778,-2.888889,-2.152432,3
109,4.296296,-8.555555,12.444445,-3.888889,-2.283787,3
120,3.518518,-7.222222,9.111111,-1.888889,-2.433795,3
125,16.407408,-11.888889,21.777779,-9.888889,-1.793403,3
76,13.518518,-15.222222,17.777779,-2.555556,-2.523325,3
129,0.518518,-1.555556,3.111111,-1.555556,-2.094395,3
99,6.740741,-9.888889,14.444445,-4.555555,-2.318885,3
88,2.777778,-7,11,-4,-2.269545,3
96,5.222222,-9.333333,13.666667,-4.333334,-2.330693,3
125,1.148148,-3.444444,5.888889,-2.444444,-2.175647,3
144,1.148148,-3.444444,6.888889,-3.444444,-2.094395,3
124,7.592593,-10.444445,15.888889,-5.444445,-2.265747,3
131,0.518518,-1.555556,3.111111,-1.555556,-2.094395,3
80,23.62963,-18.88889,24.11111,-5.222222,-2.431513,3
107,22.555555,-28.666666,40.333332,-11.666667,-2.354617,3
81,12.481482,-14.444445,19.222221,-4.777778,-2.388561,3
133,0,0,0,0,0,3
144,0.962963,-2.888889,5.777778,-2.888889,-2.094395,3
70,18.592592,-14.777778,15.888889,-1.111111,-2.589111,3
134,1.777778,-5,6.333334,-1.333333,-2.422506,3
136,15.518518,-19.555555,29.444445,-9.888889,-2.307511,3
108,1.851852,-3.888889,4.444445,-0.555556,-2.463852,3
144,2.518518,-7.222222,12.111111,-4.888889,-2.212162,3
90,2.814815,-6.777778,12.222222,-5.444445,-2.164323,3
83,23.296297,-10.555555,15.777778,-5.222222,-2.321343,3
127,16.37037,-16.444445,30.222221,-13.777778,-2.035808,3
100,6.074074,-9.888889,16.444445,-6.555555,-2.226247,3
123,1.481481,-3.777778,6.555555,-2.777778,-2.16176,3
98,1.518519,-3.555556,4.111111,-0.555556,-2.4238,3
120,1.925926,-5.111111,7.555555,-2.444444,-2.298085,3
71,31.851852,-18.88889,25.11111,-6.222222,-2.401825,3
79,5.407407,-10.888889,15.444445,-4.555555,-2.339798,3
123,1.518519,-4.555555,8.111111,-3.555556,-2.164094,3
137,5,-7.333334,12,-4.666666,-2.193967,3
87,2.925926,-5.111111,8.222222,-3.111111,-2.229493,3
122,16.185184,-17.88889,27.444445,-9.555555,-2.247266,3
100,1.222222,-3.333333,4.666666,-1.333333,-2.337096,3
125,3.925926,-7.111111,11.555555,-4.444445,-2.234241,3
121,3.703704,-8.777778,12.222222,-3.444444,-2.351514,3
145,13.444445,-10.666667,20,-9.333333,-2.06232,3
136,15.518518,-19.555555,29.444445,-9.888889,-2.307511,3
107,1.777778,-4.666666,8.333333,-3.666667,-2.146531,3
96,3.555556,-8,12.666667,-4.666666,-2.244482,3
80,23.62963,-18.88889,24.11111,-5.222222,-2.431513,3
127,0.62963,-1.888889,3.777778,-1.888889,-2.094395,3
130,2.407408,-5.888889,7.777778,-1.888889,-2.366216,3
101,10.185185,-13.222222,16.11111,-2.888889,-2.44804,3
83,3.703704,-6.444445,6.888889,-0.444444,-2.573381,3
106,2.407408,-5.888889,11.111111,-5.222222,-2.133095,3
131,0,0,0,0,0,3
103,3.851852,-5.888889,7.111111,-1.222222,-2.497929,3
147,7.703704,-3.777778,6.555555,-2.777778,-2.064514,3
84,4.555555,-9,13.333333,-4.333334,-2.305729,3
89,2.296296,-6.555555,12.444445,-5.888889,-2.123905,3
93,5,-9,13,-4,-2.329423,3
115,2.740741,-7.222222,10.444445,-3.222222,-2.321865,3
79,32.77778,-25.333334,39,-13.666667,-2.286295,3
106,3.666667,-8,12.666667,-4.666666,-2.255541,3
68,47.185184,-25.88889,38.77778,-12.888889,-2.308656,3
123,1.37037,-4.111111,7.222222,-3.111111,-2.169865,3
88,3.296296,-7.888889,13.111111,-5.222222,-2.216544,3
120,19.074074,-25.555555,42.11111,-16.555555,-2.231261,3
120,1.592593,-4.777778,6.888889,-2.111111,-2.315721,3
91,5.62963,-11.222222,15.111111,-3.888889,-2.383949,3
139,0.444444,-1.333333,2.666667,-1.333333,-2.094395,3
116,3,-6.333334,9,-2.666667,-2.313013,3
90,9,-12.666667,20,-7.333334,-2.266389,3
126,1.407407,-4.222222,6.777778,-2.555556,-2.229939,3
99,4.148148,-9.111111,14.555555,-5.444445,-2.255673,3
76,2.444444,-4.666666,6.666666,-2,-2.340801,3
143,4.185185,-9.888889,15.777778,-5.888889,-2.257412,3
87,67.44444,-26,34.666668,-8.666667,-2.422127,3
124,2.518518,-6.888889,10.777778,-3.888889,-2.267462,3
120,1,-3,6,-3,-2.094395,3
133,0.740741,-2.222222,4.444445,-2.222222,-2.094395,3
130,1.37037,-3.777778,5.888889,-2.111111,-2.239029,3
138,0.296296,-0.555556,1.111111,-0.555556,-2.094395,3
124,1.074074,-3.222222,6.444445,-3.222222,-2.094395,3
120,16.851852,-16.88889,26.777779,-9.888889,-2.230821,3
142,0.037037,-0.111111,0.222222,-0.111111,-2.094395,3
107,7.962963,-10.222222,15.111111,-4.888889,-2.291762,3
143,4.185185,-9.888889,15.777778,-5.888889,-2.257412,3
108,49.814816,-24.11111,33.88889,-9.777778,-2.360491,3
88,7.777778,-12.666667,16.666666,-4,-2.394493,3
141,1.555556,-4.333334,6.333334,-2,-2.285991,3
98,5.518518,-9.555555,14.777778,-5.222222,-2.272973,3
111,4.888889,-8,12.666667,-4.666666,-2.216473,3
146,0,0,0,0,0,3
117,1.074074,-3.222222,6.111111,-2.888889,-2.132635,3
132,0.37037,-1.111111,2.222222,-1.111111,-2.094395,3
91,2.62963,-6.555555,10.777778,-4.222222,-2.225735,3
116,2.814815,-6.777778,8.555555,-1.777778,-2.420258,3
73,46.666668,-43.666668,70.333336,-26.666666,-2.251254,3
81,3.481482,-7.444445,11.888889,-4.444445,-2.248134,3
87,2.925926,-5.111111,8.222222,-3.111111,-2.229493,3
135,0.222222,-0.666667,1.333333,-0.666667,-2.094395,3
117,1.333333,-3.333333,6.666666,-3.333333,-2.094395,3
100,8.148149,-10.444445,15.555555,-5.111111,-2.289874,3
78,79.666664,-26.666666,35.333332,-8.666667,-2.411645,3
95,3.518518,-7.888889,11.111111,-3.222222,-2.348987,3
96,3.777778,-8.333333,12.666667,-4.333334,-2.268209,3
124,2.814815,-5.444445,8.222222,-2.777778,-2.284608,3
123,0.703704,-2.111111,3.888889,-1.777778,-2.123254,3
129,0.518518,-1.555556,3.111111,-1.555556,-2.094395,3
91,3.259259,-8.111111,14.222222,-6.111111,-2.186723,3
142,3.851852,-6.555555,10.111111,-3.555556,-2.280603,3
126,11.185185,-17.88889,26.444445,-8.555555,-2.313534,3
109,4.296296,-8.555555,12.444445,-3.888889,-2.283787,3
112,0.148148,-0.444444,0.888889,-0.444444,-2.094395,3
87,17.11111,-14.666667,19,-4.333334,-2.418074,3
128,5.296296,-8.555555,12.777778,-4.222222,-2.300368,3
142,0.555556,-1.333333,2.333333,-1,-2.159563,3
98,2.037037,-4.444445,4.555555,-0.111111,-2.548898,3
95,9.518518,-14.222222,17.777779,-3.555556,-2.445012,3
126,2.777778,-6.666666,7.333334,-0.666667,-2.536514,3
81,21.333334,-22,27.666666,-5.666666,-2.438409,3
69,23.814816,-13.777778,16.555555,-2.777778,-2.488979,3
118,0.703704,-2.111111,3.888889,-1.777778,-2.132635,3
139,18.074074,-6.222222,13.444445,-7.222222,-1.702833,3
82,8.481482,-12.444445,18.222221,-5.777778,-2.320628,3
70,21.037037,-14.444445,16.88889,-2.444444,-2.514204,3
136,1.111111,-3,5.666666,-2.666667,-2.110974,3
95,4.62963,-10.888889,13.777778,-2.888889,-2.429449,3
140,8.333333,-13.666667,17,-3.333333,-2.442323,3
138,1.148148,-3.111111,4.888889,-1.777778,-2.219242,3
90,3.407408,-7.555555,13.444445,-5.888889,-2.16608,3
133,0,0,0,0,0,3
119,1.444444,-4.333334,8.333333,-4,-2.11372,3
73,34.703705,-42.444443,67.888885,-25.444445,-2.255561,3
144,1,-3,6,-3,-2.094395,3
75,55,-22.666666,31.333334,-8.666667,-2.356754,3
124,0.666667,-2,4,-2,-2.094395,3
138,1.407407,-4.222222,7.111111,-2.888889,-2.173961,3
97,2.62963,-6.222222,9.777778,-3.555556,-2.269023,3
116,1.962963,-5.222222,9.111111,-3.888889,-2.163434,3
91,42.814816,-20.777779,29.555555,-8.777778,-2.346057,3
97,2.111111,-6,10.333333,-4.333334,-2.191382,3
123,1.148148,-3.444444,6.888889,-3.444444,-2.094395,3
105,42.851852,-21.222221,29.444445,-8.222222,-2.380238,3
145,0.851852,-1.555556,1.777778,-0.222222,-2.53095,3
102,44.037037,-19.777779,25.88889,-6.111111,-2.416817,3
93,3,-7.333334,12.666667,-5.333334,-2.18361,3
132,1.296296,-3.888889,6.444445,-2.555556,-2.204847,3
89,10.481482,-14.111111,19.88889,-5.777778,-2.356793,3
112,3.814815,-8.111111,10.222222,-2.111111,-2.435718,3
81,41.925926,-26.444445,40.88889,-14.444445,-2.274461,3
137,7.62963,-13.555555,18.777779,-5.222222,-2.360782,3
123,1.074074,-2.888889,4.777778,-1.888889,-2.16921,3
85,4.074074,-5.888889,8.111111,-2.222222,-2.369864,3
113,0.962963,-2.888889,5.444445,-2.555556,-2.123254,3
91,3.888889,-9,12.666667,-3.666667,-2.354575,3
137,1.148148,-2.777778,4.555555,-1.777778,-2.200588,3
102,2.888889,-6.666666,10.333333,-3.666667,-2.261719,3
107,2.222222,-5.666666,9.333333,-3.666667,-2.226355,3
109,13.296296,-18.88889,27.11111,-8.222222,-2.344093,3
134,0.037037,-0.111111,0.222222,-0.111111,-2.094395,3
102,2.888889,-6.666666,10.333333,-3.666667,-2.261719,3
127,3.814815,-7.444445,8.888889,-1.444444,-2.474562,3
125,1.777778,-4,6.333334,-2.333333,-2.237562,3
122,19.88889,-6,15.666667,-9.666667,-1.540214,3
130,0.888889,-2.666667,5,-2.333333,-2.123254,3
138,16.518518,-19.88889,24.777779,-4.888889,-2.439538,3
115,7.555555,-12,16,-4,-2.390992,3
127,2.740741,-6.555555,8.444445,-1.888889,-2.408939,3
91,6.259259,-11.444445,17.555555,-6.111111,-2.282744,3
116,2.185185,-5.555555,8.777778,-3.222222,-2.24908,3
72,4.518518,-8.888889,14.777778,-5.888889,-2.216721,3
102,14.37037,-12.777778,17.555555,-4.777778,-2.378944,3
122,0.555556,-1.666667,2,-0.333333,-2.444563,3
125,18.555555,-22.333334,36.333332,-14,-2.241956,3
90,5,-7.333334,7,0.333333,-2.639389,3
146,0.037037,-0.111111,0.222222,-0.111111,-2.094395,3
102,4.037037,-9.111111,13.222222,-4.111111,-2.316112,3
103,2.148148,-6.111111,10.555555,-4.444445,-2.185466,3
139,18.074074,-6.222222,13.444445,-7.222222,-1.702833,3
88,5.259259,-11.111111,14.555555,-3.444444,-2.396657,3
115,26.037037,-22.777779,38.88889,-16.11111,-2.090649,3
96,3.814815,-8.111111,14.222222,-6.111111,-2.186234,3
124,1.148148,-3.111111,4.888889,-1.777778,-2.18129,3
85,1.777778,-4,5,-1,-2.377624,3
81,21.333334,-22,27.666666,-5.666666,-2.438409,3
126,1.518519,-3.222222,6.111111,-2.888889,-2.107303,3
122,0.333333,-1,2,-1,-2.094395,3
116,18.74074,-20.88889,32.444443,-11.555555,-2.259967,3
73,5.814815,-10.444445,14.555555,-4.111111,-2.355641,3
129,0.518518,-1.555556,3.111111,-1.555556,-2.094395,3
137,0.666667,-2,4,-2,-2.094395,3
110,1.666667,-4.666666,8.333333,-3.666667,-2.155984,3
108,8.666667,-10.666667,16.333334,-5.666666,-2.275553,3
120,1.148148,-2.777778,5.555555,-2.777778,-2.057287,3
124,2.518518,-6.888889,10.777778,-3.888889,-2.267462,3
120,6.962963,-10.888889,17.444445,-6.555555,-2.240133,3
124,1.148148,-2.777778,4.555555,-1.777778,-2.16921,3
91,44.296295,-17.555555,25.11111,-7.555555,-2.320272,3
133,0.962963,-2.888889,5.444445,-2.555556,-2.123254,3
128,0.740741,-2.222222,4.444445,-2.222222,-2.094395,3
122,16.148148,-24.444445,36.555557,-12.111111,-2.305989,3
83,6.259259,-12.111111,16.88889,-4.777778,-2.345005,3
103,2.148148,-6.111111,10.555555,-4.444445,-2.185466,3
130,0.777778,-2.333333,4.666666,-2.333333,-2.094395,3
75,55,-22.666666,31.333334,-8.666667,-2.356754,3
107,8.703704,-11.444445,17.555555,-6.111111,-2.280146,3
89,2.296296,-6.555555,12.444445,-5.888889,-2.123905,3
135,0.962963,-2.888889,5.444445,-2.555556,-2.117548,3
122,1.592593,-4.777778,8.555555,-3.777778,-2.153599,3
135,0.740741,-2.222222,4.111111,-1.888889,-2.137446,3
81,12.481482,-14.444445,19.222221,-4.777778,-2.388561,3
99,2.037037,-5.777778,10.555555,-4.777778,-2.149743,3
95,3.148148,-7.111111,12.888889,-5.777778,-2.151958,3
137,0.777778,-2.333333,4.333334,-2,-2.123254,3
80,68.77778,-25.333334,32.333332,-7,-2.434193,3
106,0.555556,-1.666667,3.333333,-1.666667,-2.094395,3
136,12.185185,-16.555555,26.11111,-9.555555,-2.268991,3
76,8.259259,-13.444445,15.222222,-1.777778,-2.520215,3
110,1.666667,-4.666666,8.333333,-3.666667,-2.155984,3
141,3.259259,-8.444445,13.222222,-4.777778,-2.257122,3
107,9.518518,-6.555555,8.111111,-1.555556,-2.492965,3
94,2.259259,-6.444445,11.222222,-4.777778,-2.189708,3
138,5.185185,-9.555555,12.444445,-2.888889,-2.406809,3
121,3.407408,-6.888889,7.777778,-0.888889,-2.519165,3
111,1.333333,-4,8,-4,-2.094395,3
140,9.925926,-11.777778,15.555555,-3.777778,-2.417818,3
120,1.333333,-3.666667,6,-2.333333,-2.178769,3
117,0,0,0,0,0,3
75,38.037037,-24.777779,37.88889,-13.111111,-2.284187,3
80,7.074074,-12.555555,16.11111,-3.555556,-2.417517,3
80,10.037037,-10.444445,15.222222,-4.777778,-2.326257,3
139,0.666667,-2,3.333333,-1.333333,-2.15073,3
115,14.777778,-19,24.333334,-5.333334,-2.45904,3
87,67.44444,-26,34.666668,-8.666667,-2.422127,3
126,2.962963,-7.222222,10.777778,-3.555556,-2.289097,3
102,3.37037,-8.444445,12.888889,-4.444445,-2.275159,3
134,6.185185,-11.888889,15.777778,-3.888889,-2.386611,3
91,3.259259,-8.111111,14.222222,-6.111111,-2.186723,3
85,8.185185,-13.888889,20.11111,-6.222222,-2.329093,3
119,20.592592,-25.11111,39.22222,-14.111111,-2.268148,3
113,1.407407,-3.888889,6.111111,-2.222222,-2.237562,3
108,49.814816,-24.11111,33.88889,-9.777778,-2.360491,3
92,12.666667,-11.666667,18,-6.333334,-2.280561,3
120,1.518519,-4.222222,7.777778,-3.555556,-2.133095,3
138,0.259259,-0.777778,1.222222,-0.444444,-2.181439,3
133,0.481482,-1.444444,2.888889,-1.444444,-2.094395,3
90,4.666666,-6.333334,3.333333,3,-3.044175,3
122,20.148148,-17.777779,32.88889,-15.111111,-2.06017,3
114,29.814816,-34.444443,52.22222,-17.777779,-2.295381,3
121,1.148148,-3.444444,6.555555,-3.111111,-2.132635,3
129,0.518518,-1.555556,3.111111,-1.555556,-2.094395,3
137,0.259259,-0.777778,1.555556,-0.777778,-2.094395,3
109,5.666666,-9.333333,12,-2.666667,-2.413992,3
145,2.074074,-4.222222,4.444445,-0.222222,-2.569768,3
104,18.62963,-11.222222,14.444445,-3.222222,-2.42507,3
113,27.88889,-32.333332,49,-16.666666,-2.29665,3
124,0.666667,-2,4,-2,-2.094395,3
134,8.703704,-15.111111,21.555555,-6.444445,-2.343004,3
114,1.851852,-5.222222,8.444445,-3.222222,-2.222661,3
121,14.962963,-16.222221,25.444445,-9.222222,-2.235355,3
136,0,0,0,0,0,3
82,5.592593,-11.444445,13.888889,-2.444444,-2.451983,3
91,3.666667,-7.666666,13,-5.333334,-2.217735,3
83,14.37037,-16.11111,24.88889,-8.777778,-2.274205,3
100,4.592593,-9.444445,14.555555,-5.111111,-2.28054,3
125,3.925926,-7.111111,11.555555,-4.444445,-2.234241,3
94,5.888889,-8,5.666666,2.333333,-2.869948,3
95,4.444445,-9.666667,13.666667,-4,-2.333804,3
118,0.925926,-2.777778,4.888889,-2.111111,-2.17128,3
122,2.259259,-5.111111,8.888889,-3.777778,-2.173204,3
105,4.148148,-7.444445,12.555555,-5.111111,-2.205437,3
77,7.703704,-13.444445,16.222221,-2.777778,-2.467493,3
96,6.296296,-10.888889,16.777779,-5.888889,-2.275792,3
119,1.222222,-3.333333,6,-2.666667,-2.133095,3
115,2.703704,-6.444445,8.888889,-2.444444,-2.358386,3
110,1.814815,-5.111111,9.222222,-4.111111,-2.152507,3
124,3,-4.666666,8.666667,-4,-2.118937,3
136,8,-11.666667,15.666667,-4,-2.412671,3
106,2.185185,-5.555555,8.111111,-2.555556,-2.274071,3
120,3.740741,-6.888889,11.777778,-4.888889,-2.180291,3
118,0.037037,-0.111111,0.222222,-0.111111,-2.094395,3
99,2.037037,-5.777778,10.555555,-4.777778,-2.149743,3
98,1.407407,-4.222222,8.111111,-3.888889,-2.11372,3
120,19.074074,-25.555555,42.11111,-16.555555,-2.231261,3
119,4.37037,-6.777778,7.222222,-0.444444,-2.587228,3
126,10.185185,-15.888889,21.11111,-5.222222,-2.449839,3
110,3.962963,-7.555555,7.444445,0.111111,-2.618651,3
124,3,-4.666666,8.666667,-4,-2.118937,3
98,4.666666,-10.333333,13.666667,-3.333333,-2.395422,3
86,13.407408,-13.888889,19.444445,-5.555555,-2.363577,3
141,12.666667,-14.333333,17.666666,-3.333333,-2.451571,3
125,1.777778,-4,6.333334,-2.333333,-2.237562,3
122,6.62963,-9.888889,14.111111,-4.222222,-2.349017,3
138,0.777778,-2.333333,4.666666,-2.333333,-2.094395,3
92,7.444445,-12.666667,15.666667,-3,-2.452176,3
64,31,-19,21,-2,-2.593825,3
128,16.481482,-19.11111,28.222221,-9.111111,-2.3163,3
131,0.740741,-1.555556,3.111111,-1.555556,-2.094395,3
100,55.37037,-15.111111,34.555557,-19.444445,-2.00619,4
78,36.11111,-14.333333,29.666666,-15.333333,-2.053834,4
156,21,-12.666667,24.666666,-12,-2.109365,4
126,20.11111,-11,21.666666,-10.666667,-2.104102,4
126,20.555555,-13.333333,24.333334,-11,-2.158805,4
66,42.592594,-4.777778,15.555555,-10.777778,-1.83808,4
126,36.185184,-7.888889,20.444445,-12.555555,-1.942179,4
146,10.592592,-7.777778,15.222222,-7.444445,-2.108911,4
45,53.074074,-14.888889,32.11111,-17.222221,-2.045905,4
72,59,-23,46.333332,-23.333334,-2.090221,4
49,38.037037,-7.111111,18.222221,-11.111111,-1.949745,4
