@relation segment

@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
83,74.55556,80.44444,-30.555555,-2.239053,2
19,121,126.111115,-11.444445,-2.340765,2
25,88,93.77778,-26.11111,-2.253408,2
58,96.333336,104.44444,-13.888889,-2.375207,2
74,89.111115,93.22222,-25.88889,-2.220553,2
99,79,83.22222,-30.555555,-2.207756,2
26,98.333336,107.44444,-14.333333,-2.38614,2
52,101,104.666664,-20.88889,-2.229685,2
72,114.111115,121.111115,-13,-2.366197,2
18,102.333336,108.888885,-14.666667,-2.340839,2
73,115.44444,120.55556,-14.888889,-2.307396,2
19,97.666664,103,-21.88889,-2.264331,2
27,130.33334,133,-9.888889,-2.264129,2
12,115.55556,123.666664,-11.333333,-2.402917,2
23,111,118.22222,-14.333333,-2.356262,2
64,96.333336,103.77778,-15,-2.355443,2
67,99.44444,101.55556,-21.88889,-2.173099,2
19,101,109.44444,-14.444445,-2.375985,2
20,114,120.44444,-13.666667,-2.348006,2
13,119.666664,126.111115,-12.888889,-2.355244,2
28,97.888885,102.44444,-24.11111,-2.238865,2
94,106.888885,105.111115,-24.222221,-2.015307,2
47,82.55556,87.333336,-29.333334,-2.223218,2
18,133.33334,135,-10.888889,-2.214612,2
62,85.666664,91.888885,-23.333334,-2.277142,2
53,104.333336,104.888885,-24.777779,-2.117007,2
49,97.111115,100.666664,-24.666666,-2.211659,2
68,115.666664,120.666664,-15.333333,-2.300618,2
30,100.77778,108.888885,-13.111111,-2.385308,2
39,113.888885,118.333336,-17.555555,-2.268113,2
42,95.666664,104.888885,-12.111111,-2.410388,2
30,97.666664,107,-12.666667,-2.405295,2
19,131.55556,135.33334,-7.333334,-2.358602,2
62,100.666664,102.77778,-22.222221,-2.178149,2
75,115.888885,121.111115,-14.888889,-2.309804,2
25,114.333336,121.55556,-13.444445,-2.36518,2
43,94.111115,99.111115,-24.11111,-2.247952,2
82,92.888885,100.77778,-17.222221,-2.344872,2
26,131,133.11111,-11.333333,-2.230725,2
53,128.22223,130.33334,-13.333333,-2.217488,2
21,120.666664,126.333336,-10.555555,-2.364884,2
32,103.888885,113.111115,-11,-2.421193,2
81,91.888885,101,-14.777778,-2.382261,2
121,1.111111,3.111111,-0.888889,-2.519165,3
139,0,0,-1.333333,-2.094395,3
106,0.444444,0.666667,-5.222222,-2.133095,3
128,10.111111,13.444445,-9.111111,-2.3163,3
85,1.333333,2.666667,-4.888889,-2.271544,3
122,0,0.333333,-3.777778,-2.153599,3
90,4.777778,6.555555,-7.333334,-2.266389,3
122,14.222222,15.111111,-15.111111,-2.06017,3
113,0,0.111111,-2.555556,-2.123254,3
99,1.111111,2.333334,-5.444445,-2.255673,3
141,7.888889,11.555555,-3.333333,-2.451571,3
143,0.888889,2.222222,-5.888889,-2.257412,3
133,0,0,0,0,3
66,32.333336,37.77778,-6.333334,-2.43063,3
124,0.222222,1.222222,-3.888889,-2.267462,3
110,9.222222,13.444445,-11.333333,-2.321226,3
123,0.222222,0.555556,-2.777778,-2.16176,3
83,1.555556,3.555556,-0.444444,-2.573381,3
126,0,0.555556,-2.555556,-2.229939,3
111,0,0,-4,-2.094395,3
78,70.77778,76.77778,-8.666667,-2.411645,3
114,0.111111,0.777778,-3.222222,-2.222661,3
100,4.666667,6.444445,-5.111111,-2.289874,3
129,0,0,-1.555556,-2.094395,3
85,0.444444,1.444444,-1,-2.377624,3
126,0.444444,0.555556,-2.888889,-2.107303,3
87,58.77778,64.55556,-8.666667,-2.422127,3
96,2.111111,3.777778,-4.333334,-2.330693,3
83,2.222222,4.666667,-4.777778,-2.345005,3
125,11.111111,13.888889,-14,-2.241956,3
127,9,13.666667,-11.777778,-2.326275,3
112,0,0,-0.444444,-2.094395,3
81,14,19.444445,-5.666666,-2.438409,3
116,0.888889,2.111111,-2.666667,-2.313013,3
123,0,0.222222,-2.888889,-2.142674,3
121,8.888889,13.555555,-11,-2.335871,3
132,0.111111,0.111111,-1.888889,-2.094395,3
132,0,0.444444,-2.555556,-2.204847,3
102,10.111111,12.777778,-4.777778,-2.378944,3
81,34.88889,41,-4.666666,-2.476481,3
135,0,0,-0.666667,-2.094395,3
120,0,0.333333,-3.333333,-2.156366,3
135,0,0.111111,-2.555556,-2.117548,3
69,19.222221,22.88889,-2.777778,-2.488979,3
68,38.555557,42.88889,-12.888889,-2.308656,3
125,1.555556,2.444444,-4.444445,-2.234241,3
94,3.222222,6.666666,2.333333,-2.869948,3
134,3.666667,6.555555,-6.444445,-2.343004,3
133,0,0,0,0,3
88,0.666667,1.555556,-5.222222,-2.216544,3
96,1,2.333334,-4.333334,-2.268209,3
139,16,15.666667,-7.222222,-1.702833,3
138,9.888889,14.888889,-4.888889,-2.439538,3
130,0.444444,1.777778,-1.888889,-2.366216,3
145,9.888889,10.333334,-9.333333,-2.06232,3
99,0.111111,0.444444,-4.777778,-2.149743,3
145,0.333333,0.777778,-0.222222,-2.53095,3
141,0.111111,0.888889,-2,-2.285991,3
87,1.222222,1.888889,-3.111111,-2.229493,3
90,0.555556,1,-5.444445,-2.164323,3
107,0.222222,0.555556,-3.666667,-2.146531,3
142,0,0,-0.111111,-2.094395,3
129,0,0,-1.555556,-2.094395,3
124,4.111111,5.777778,-5.444445,-2.265747,3
83,9,11.444445,-8.777778,-2.274205,3
99,3.444444,5.222222,-4.555555,-2.318885,3
109,1.444444,3,-3.888889,-2.283787,3
125,0.444444,1,-2.333333,-2.237562,3
88,3.555556,6.444445,-4,-2.394493,3
123,0,0.333333,-3.555556,-2.164094,3
98,2.333334,3.777778,-5.222222,-2.272973,3
143,0.888889,2.222222,-5.888889,-2.257412,3
116,0.333333,1.111111,-3.222222,-2.24908,3
102,0.555556,1.888889,-4.444445,-2.275159,3
91,0.888889,2.666667,-3.666667,-2.354575,3
134,2.222222,4.888889,-3.888889,-2.386611,3
122,10.222222,13,-9.555555,-2.247266,3
91,0.444444,1.222222,-4.222222,-2.225735,3
138,0,0,-2.333333,-2.094395,3
76,3.777778,7.666666,-1.777778,-2.520215,3
137,0,0,-0.777778,-2.094395,3
77,3.222222,6.777778,-2.777778,-2.467493,3
117,0,0,0,0,3
138,2,4.222222,-2.888889,-2.406809,3
124,0.111111,0.555556,-1.777778,-2.18129,3
102,1,2.666667,-4.111111,-2.316112,3
120,3.333333,4.777778,-6.555555,-2.240133,3
124,0,0.222222,-2,-2.16176,3
146,0,0,-0.111111,-2.094395,3
115,0.222222,0.777778,-3.333333,-2.216604,3
104,14.888889,17.555555,-3.222222,-2.42507,3
93,3.222222,5.222222,-4.666666,-2.332766,3
110,0.111111,0.444444,-3.666667,-2.155984,3
144,0,0,-2.888889,-2.094395,3
127,1.333333,3.333333,-1.444444,-2.474562,3
123,0,0.111111,-1.777778,-2.123254,3
125,0.444444,1,-2.333333,-2.237562,3
103,1.888889,3.444444,-1.222222,-2.497929,3
109,1.444444,3,-3.888889,-2.283787,3
102,0.666667,1.666667,-3.666667,-2.261719,3
72,1.555556,2.555556,-5.888889,-2.216721,3
107,4.888889,6.666666,-6.111111,-2.280146,3
64,24.666666,30.333334,-2,-2.593825,3
97,0.555556,1.444444,-3.555556,-2.269023,3
95,2.333334,4.555555,-5.777778,-2.322295,3
90,2.555556,5.111111,0.333333,-2.639389,3
108,41.77778,46.555557,-9.777778,-2.360491,3
99,1.111111,2.333334,-5.444445,-2.255673,3
137,0,0.111111,-2,-2.123254,3
144,0.111111,0.888889,-4.888889,-2.212162,3
120,0,0.888889,-2.111111,-2.315721,3
91,1.888889,4.333334,-3.888889,-2.383949,3
82,1.777778,4.777778,-2.444444,-2.451983,3
89,5.777778,8.555555,-5.777778,-2.356793,3
81,14,19.444445,-5.666666,-2.438409,3
142,1.666667,2.666667,-3.555556,-2.280603,3
97,0.111111,0.666667,-4.333334,-2.191382,3
70,16.222223,20.222221,-2.444444,-2.514204,3
123,0,0.333333,-3.111111,-2.169865,3
95,2.222222,3.888889,-3.888889,-2.326455,3
95,1.222222,3.111111,-4,-2.333804,3
100,1.444444,2.888889,-5.111111,-2.28054,3
95,0.888889,2.444444,-3.222222,-2.348987,3
112,1.111111,3.111111,-2.111111,-2.435718,3
121,0,0.111111,-3.111111,-2.132635,3
136,16.88889,15.666667,-11.333333,-1.61572,3
98,1.222222,3.555556,-3.333333,-2.395422,3
122,0,0.444444,-0.333333,-2.444563,3
114,0.777778,0.555556,-3.555556,-2.02703,3
144,0,0,-3.444444,-2.094395,3
80,17.333334,21.88889,-5.222222,-2.431513,3
143,0,0,-1.222222,-2.094395,3
124,1.444444,1.666667,-4,-2.118937,3
131,0.222222,0.222222,-1.555556,-2.094395,3
115,0.333333,1.666667,-3.222222,-2.321865,3
145,0.333333,0.777778,-0.222222,-2.53095,3
136,9,12.222222,-9.888889,-2.307511,3
124,0,0,-3.222222,-2.094395,3
139,16,15.666667,-7.222222,-1.702833,3
111,0,0.333333,-2.888889,-2.139494,3
129,0,0,-1.555556,-2.094395,3
130,0.111111,0.666667,-2.111111,-2.239029,3
103,0.111111,0.666667,-4.444445,-2.185466,3
140,6,8.666667,-3.777778,-2.417818,3
131,0,0,0,0,3
87,58.77778,64.55556,-8.666667,-2.422127,3
111,9.666667,14.333333,-11.111111,-2.333318,3
128,2.444444,3.888889,-4.222222,-2.300368,3
85,2.111111,3.333333,-2.222222,-2.369864,3
136,9,12.222222,-9.888889,-2.307511,3
132,0.666667,1,-2.888889,-2.152432,3
88,0.444444,1.444444,-4,-2.269545,3
136,0,0,0,0,3
120,0.222222,0.222222,-2.777778,-2.057287,3
89,0.111111,0.333333,-5.888889,-2.123905,3
108,0.555556,1.666667,-0.555556,-2.463852,3
138,0,0.111111,-0.444444,-2.181439,3
110,0.111111,0.444444,-3.666667,-2.155984,3
119,0.111111,0.333333,-2.666667,-2.133095,3
95,0.777778,1.222222,-5.777778,-2.151958,3
110,0.111111,0.444444,-4.111111,-2.152507,3
126,0.555556,1.777778,-3.555556,-2.289097,3
77,1.222222,3.555556,-4.333334,-2.354881,3
115,3.555556,6.222222,-4,-2.390992,3
96,0.888889,2,-4.666666,-2.244482,3
126,0.555556,2.555556,-0.666667,-2.536514,3
130,0,0,-2.333333,-2.094395,3
127,0,0,-1.888889,-2.094395,3
125,12.444445,13.111111,-9.888889,-1.793403,3
94,0.111111,0.666667,-4.777778,-2.189708,3
83,19.777779,21.555555,-5.222222,-2.321343,3
122,0,0.444444,-0.333333,-2.444563,3
91,1.111111,1.888889,-5.333334,-2.217735,3
101,5.777778,9.222222,-2.888889,-2.44804,3
142,0.111111,0.222222,-1,-2.159563,3
112,0,0.111111,-1,-2.151914,3
91,35.88889,39.88889,-8.777778,-2.346057,3
124,0,0,-2,-2.094395,3
79,2,3.333333,-4.555555,-2.288981,3
139,0,0.222222,-1.333333,-2.15073,3
92,8.777778,10.555555,-6.333334,-2.280561,3
116,0.555556,2.222222,-1.777778,-2.420258,3
108,5.111111,6.777778,-5.666666,-2.275553,3
81,7.666666,10.888889,-4.777778,-2.388561,3
146,0,0,0,0,3
70,13.666667,18.222221,-1.111111,-2.589111,3
121,9.555555,11.888889,-9.222222,-2.235355,3
125,0,0.222222,-3.444444,-2.130339,3
120,0.111111,0.555556,-2.333333,-2.178769,3
137,0,0,-0.666667,-2.094395,3
134,0.111111,1.333333,-1.333333,-2.422506,3
115,18.444445,20.666668,-16.11111,-2.090649,3
120,10.555555,13.555555,-16.555555,-2.231261,3
106,0.333333,1.333333,-2.555556,-2.274071,3
107,0.333333,1,-3.666667,-2.226355,3
121,0.777778,2.555556,-3.444444,-2.351514,3
81,1,2,-4.444445,-2.248134,3
96,1.111111,1.777778,-6.111111,-2.186234,3
90,0.555556,1,-5.444445,-2.164323,3
69,6.888889,10.333334,-2.222222,-2.481874,3
133,0,0,-1.444444,-2.094395,3
84,1.555556,3.111111,-4.333334,-2.305729,3
106,0,0,-1.666667,-2.094395,3
75,47.444443,52.11111,-8.666667,-2.356754,3
85,3.555556,6.111111,-6.222222,-2.329093,3
137,2.555556,3.444444,-4.666666,-2.193967,3
76,0.888889,1.777778,-2,-2.340801,3
80,17.333334,21.88889,-5.222222,-2.431513,3
79,1.777778,3.888889,-4.555555,-2.339798,3
122,0,0,-1,-2.094395,3
107,7.333334,9,-1.555556,-2.492965,3
115,8.444445,13,-5.333334,-2.45904,3
125,1.555556,2.444444,-4.444445,-2.234241,3
73,20.555555,26.222221,-25.444445,-2.255561,3
120,0.111111,0.333333,-3.555556,-2.133095,3
136,6.666666,9,-9.555555,-2.268991,3
88,1.555556,4.111111,-3.444444,-2.396657,3
91,0.555556,1.222222,-6.111111,-2.186723,3
95,4.777778,8.333334,-3.555556,-2.445012,3
128,0,0,-2.222222,-2.094395,3
103,0.111111,0.666667,-4.444445,-2.185466,3
102,0.666667,1.666667,-3.666667,-2.261719,3
96,2.666667,4.333334,-5.888889,-2.275792,3
109,0.333333,0.777778,-3.555556,-2.146531,3
122,17.88889,16.666668,-9.666667,-1.540214,3
140,3.777778,7.222222,-3.333333,-2.442323,3
73,1.777778,3.111111,-5.222222,-2.268176,3
108,41.77778,46.555557,-9.777778,-2.360491,3
115,0.555556,1.888889,-2.444444,-2.358386,3
90,0.888889,1.444444,-5.888889,-2.16608,3
87,1.222222,1.888889,-3.111111,-2.229493,3
120,11.222222,13.555555,-9.888889,-2.230821,3
136,0.111111,0.222222,-2.666667,-2.110974,3
133,0,0.111111,-2.555556,-2.123254,3
106,1,2.111111,-4.666666,-2.255541,3
75,29.777779,33.666668,-13.111111,-2.284187,3
137,3.111111,5.888889,-5.222222,-2.360782,3
93,2,3.666667,-4,-2.329423,3
86,8.777778,11.555555,-5.555555,-2.363577,3
126,4.888889,8.444445,-5.222222,-2.449839,3
100,0.111111,0.777778,-1.333333,-2.337096,3
109,2.555556,4.777778,-2.666667,-2.413992,3
107,4.555555,6.333334,-4.888889,-2.291762,3
75,47.444443,52.11111,-8.666667,-2.356754,3
110,1.444444,4,0.111111,-2.618651,3
82,4.333334,6.555555,-5.777778,-2.320628,3
127,0.555556,2.111111,-1.888889,-2.408939,3
124,7.555555,12.333333,-7,-2.396682,3
138,0,0.444444,-2.888889,-2.173961,3
120,0.222222,1.111111,-2.444444,-2.298085,3
123,0,0,-3.444444,-2.094395,3
117,0.222222,0.222222,-3.333333,-2.094395,3
91,2.444444,4.222222,-6.111111,-2.282744,3
138,0.111111,0.111111,-0.555556,-2.094395,3
136,0.111111,0.111111,-1.777778,-2.094395,3
73,2.333334,4.444445,-4.111111,-2.355641,3
98,0.333333,1.333333,-0.555556,-2.4238,3
76,8.444445,12.666667,-2.555556,-2.523325,3
144,0,0,-3.444444,-2.094395,3
132,0,0,-1.111111,-2.094395,3
124,0,0,-2,-2.094395,3
137,0.222222,0.555556,-1.777778,-2.200588,3
89,0.111111,0.333333,-5.888889,-2.123905,3
95,0.666667,2.222222,-0.111111,-2.552724,3
105,1.666667,2.444444,-5.111111,-2.205437,3
92,3.222222,6.444445,-3,-2.452176,3
81,7.666666,10.888889,-4.777778,-2.388561,3
145,0.666667,2,-0.222222,-2.569768,3
136,4.111111,6.666666,-4,-2.412671,3
119,12.222222,15.888889,-14.111111,-2.268148,3
81,33.11111,37.11111,-14.444445,-2.274461,3
113,17.11111,22.333334,-16.666666,-2.29665,3
131,0,0,-1.555556,-2.094395,3
123,0.111111,0.444444,-1.888889,-2.16921,3
105,35.77778,40.11111,-8.222222,-2.380238,3
73,32.11111,37.77778,-26.666666,-2.251254,3
100,2.777778,3.888889,-6.555555,-2.226247,3
79,24.333334,28.222221,-13.666667,-2.286295,3
119,0,0.111111,-4,-2.11372,3
122,8,12.111111,-12.111111,-2.305989,3
111,2.222222,3.333333,-4.666666,-2.216473,3
91,38.444443,41.77778,-7.555555,-2.320272,3
137,0,0,-2,-2.094395,3
124,1,1.888889,-2.777778,-2.284608,3
90,2.555556,5.666666,3,-3.044175,3
135,0,0.111111,-1.888889,-2.137446,3
129,0,0,-1.555556,-2.094395,3
133,0,0,-2.222222,-2.094395,3
125,0,0.333333,-2.444444,-2.175647,3
109,7,10.555555,-8.222222,-2.344093,3
91,0.555556,1.222222,-6.111111,-2.186723,3
138,0.111111,0.555556,-1.777778,-2.219242,3
98,0.555556,2,-0.111111,-2.548898,3
124,0.222222,0.555556,-1.777778,-2.16921,3
116,0.222222,0.666667,-3.888889,-2.163434,3
119,2.111111,4.222222,-0.444444,-2.587228,3
99,0.111111,0.444444,-4.777778,-2.149743,3
62,53.77778,54.666668,-24.444445,-2.126207,4
69,40.88889,36.555557,-12.333333,-1.518761,4
81,39.444443,37.77778,-15.444445,-1.970422,4
101,39,39,-18.11111,-2.094303,4
146,18.11111,18.555555,-12.555555,-2.124871,4
133,41.555557,41.88889,-20.333334,-2.111789,4
68,38.333336,35.11111,-10.444445,-1.624846,4
124,35.77778,35.555557,-16.11111,-2.076967,4
73,54,52.333332,-19.444445,-1.996907,4
135,41,40.444443,-20.777779,-2.06346,4
80,37.77778,36.11111,-13.222222,-1.942698,4
133,32,32,-14.333333,-2.091572,4
126,21,20,-9.888889,-1.96874,4
32,54.22222,53.333332,-18.444445,-2.042422,4
108,52.666668,52,-18.222221,-2.053869,4
117,39.555557,39.666668,-18.666666,-2.09948,4
115,42.444443,41.444443,-15.888889,-2.021125,4
146,8,8.111112,-7.444445,-2.108911,4
13,60.666668,62.333332,-24.11111,-2.154989,4
121,47.77778,48.444443,-19.555555,-2.126943,4
147,5.777778,4.555555,-5.111111,-1.584341,4
87,55.77778,56,-24.11111,-2.105073,4
36,56.555557,57.77778,-25.777779,-2.138581,4
69,36.666668,34,-8.888889,-1.640134,4
96,54.444443,54.333332,-22.777779,-2.089105,4
80,36.333336,34.555557,-15.444445,-1.962646,4
159,25.222221,23.555555,-7.666666,-1.802554,4
101,39,39,-18.11111,-2.094303,4
126,16.444445,16.555555,-10.666667,-2.104102,4
140,23.444445,23.555555,-8.666667,-2.100487,4
125,50.22222,50.666668,-22.666666,-2.112723,4
81,51.88889,52,-22.333334,-2.09885,4
149,16.666668,17.444445,-11.777778,-2.141787,4
84,7.333334,7.555555,-4,-2.13694,4
122,51.555557,52.444443,-24.88889,-2.128423,4
76,28.666666,27.333334,-7.444445,-1.903624,4
70,33.666668,32.11111,-13.888889,-1.960582,4
130,9.888889,10.333334,-8.111111,-2.137371,4
66,41.555557,38.88889,-9.666667,-1.68385,4
125,61.11111,58.555557,-23.11111,-1.9632,4
149,13.444445,13.222222,-10.777778,-2.069251,4
125,63.22222,61.666668,-23,-2.019545,4
124,39.22222,37.555557,-16.777779,-1.980977,4
151,23.11111,25.555555,-14.777778,-2.219625,4
57,60,61,-28.11111,-2.128801,4
103,58.333332,56.88889,-22.666666,-2.022581,4
77,51.11111,52.22222,-20.666666,-2.143048,4
21,37.11111,35.77778,-14.888889,-1.990806,4
48,35.444447,34.666668,-18.555555,-2.048732,4
145,24.222221,22.777779,-12,-1.934686,4
50,57.333332,57.666668,-22.333334,-2.107785,4
68,49.22222,48.666668,-22.88889,-2.069541,4
68,52,50.11111,-20,-1.984308,4
147,43.77778,43.11111,-20,-2.056377,4
34,46.22222,46.22222,-24.11111,-2.09452,4
148,21.444445,24.222221,-14.555555,-2.237972,4
119,40.666668,40.22222,-16.222221,-2.064038,4
125,32.333336,32.444447,-15,-2.100687,4
87,37.88889,37.22222,-18.333334,-2.050388,4
44,50.11111,50.333332,-25,-2.102652,4
116,52.444443,54.11111,-20.666666,-2.161793,4
133,19.88889,18.666668,-8.333333,-1.90381,4
105,60,57.88889,-23,-1.989475,4
105,41.22222,39.666668,-18.222221,-1.996082,4
158,7.111111,6.222222,-6.444445,-1.904651,4
71,37.88889,35.11111,-9.777778,-1.675919,4
119,36.22222,35.11111,-14.222222,-2.006,4
65,52.666668,53,-11.111111,-1.970812,4
49,35.666668,34.333336,-11.111111,-1.949745,4
116,29.11111,28.777779,-13.222222,-2.068113,4
25,39.555557,39.88889,-14.777778,-2.11881,4
89,27.333334,26.777779,-14.777778,-2.046542,4
159,5.111111,4.666667,-5.888889,-1.999443,4
162,8,7.555555,-7.444445,-2.029312,4
118,30.777779,30.555555,-11.333333,-2.077668,4
123,41.11111,39.555557,-15.777778,-1.978328,4
88,57.88889,58.88889,-25.11111,-2.132027,4
80,36.333336,34.555557,-15.444445,-1.962646,4
120,56.88889,53.88889,-18.444445,-1.892977,4
159,20.333334,18.88889,-4.888889,-1.596679,4
124,49,47.88889,-17.666666,-2.017379,4
110,29.11111,28.777779,-16,-2.068653,4
100,50.333332,48.88889,-19.444445,-2.00619,4
146,36.88889,36.666668,-19.444445,-2.081842,4
17,40.333336,39.444443,-15.444445,-2.030048,4
136,2.888889,3.111111,-5.222222,-2.123905,4
148,21.444445,24.222221,-14.555555,-2.237972,4
28,53.444443,54.666668,-23.222221,-2.144507,4
123,51.88889,52.333332,-21,-2.111941,4
119,36.22222,35.11111,-14.222222,-2.006,4
83,46,44,-17.555555,-1.958524,4
129,46.88889,45.444443,-16.666666,-1.997241,4
43,54.88889,56.666668,-24.11111,-2.160551,4
125,41.666668,39.444443,-11.777778,-1.840579,4
64,49.666668,49.11111,-22.444445,-2.067168,4
146,16.777779,17.666668,-11.111111,-2.164971,4
116,42.333336,41.555557,-15.777778,-2.038624,4
128,32.11111,30.88889,-14.111111,-1.981846,4
137,39.88889,37.333336,-10.555555,-1.75799,4
42,50.666668,51.444443,-22.333334,-2.125735,4
83,45.666668,44,-16.333334,-1.973615,4
42,24.444445,24.11111,-12.444445,-2.061006,4
108,36,35.77778,-12.666667,-2.080474,4
127,38,36,-14.222222,-1.908348,4
111,56.444443,55,-21.777779,-2.014126,4
67,53,53.333332,-22.222221,-2.109804,4
115,24.88889,24.88889,-11.888889,-2.094392,4
77,37.22222,35.22222,-15,-1.932066,4
24,42.333336,44,-15.555555,-2.186797,4
158,7,6.111111,-7,-1.943449,4
122,32.666668,31.88889,-12.888889,-2.035377,4
42,32.77778,31.777779,-17,-2.029552,4
154,25.11111,27.333334,-17,-2.20265,4
131,30.666666,30.666666,-15.111111,-2.089186,4
123,52.555557,51.333332,-18.444445,-2.021502,4
97,46,43.333332,-13.444445,-1.836777,4
124,35.88889,33.666668,-14.777778,-1.907502,4
82,34.555557,33.666668,-15.666667,-2.028043,4
108,41.22222,40.11111,-16.444445,-2.015554,4
156,16.777779,17,-12,-2.109365,4
69,53.444443,52,-22.666666,-2.022861,4
45,48.11111,47.333332,-17.222221,-2.045905,4
111,25.444445,25.11111,-13.444445,-2.064723,4
19,38,38.77778,-19.222221,-2.133676,4
161,5.555555,5,-6.444445,-1.996307,4
65,53.666668,53.666668,-20.88889,-2.091037,4
22,42.77778,43.333332,-19,-2.123537,4
33,31.333334,30.555555,-15.777778,-2.030428,4
78,27.11111,26.333334,-11.888889,-2.017779,4
97,46,43.555557,-13.222222,-1.840735,4
98,24.88889,24.333334,-13.333333,-2.04294,4
112,52.22222,51.88889,-21.777779,-2.078463,4
90,57.666668,58.11111,-21.222221,-2.108813,4
138,63.88889,62,-22.444445,-1.999045,4
96,54.11111,50.333332,-14.444445,-1.720468,4
127,35.88889,32.666668,-11.555555,-1.67677,4
128,42.666668,42.88889,-21.11111,-2.102441,4
147,20.555555,22.444445,-14.333333,-2.204575,4
121,37.444443,36.22222,-14.444445,-1.995536,4
80,51.22222,51.666668,-20,-2.116351,4
160,18.222221,18.777779,-12.222222,-2.138726,4
120,44.77778,42.444443,-16.222221,-1.910735,4
157,18.222221,19.222221,-11.777778,-2.169368,4
62,53.444443,53.444443,-22.777779,-2.093744,4
117,27.444445,27.333334,-11.777778,-2.088914,4
67,57.11111,56.666668,-24.222221,-2.076662,4
102,37,36.88889,-17.666666,-2.088579,4
15,61,61.77778,-24.88889,-2.124981,4
143,43,43.333332,-21.11111,-2.108995,4
139,57.88889,57.333332,-22,-2.065471,4
102,47.11111,45.555557,-18.333334,-1.99488,4
73,45.666668,42.11111,-12.555555,-1.681589,4
93,54.77778,54.555557,-24.88889,-2.083715,4
32,48.555557,47.77778,-25.777779,-2.060607,4
126,16.11111,16.88889,-11,-2.158805,4
79,42.88889,40.666668,-15.444445,-1.918888,4
102,53.444443,51.555557,-20,-1.985584,4
66,40.555557,38,-10.888889,-1.748546,4
105,45.666668,44,-18.555555,-1.991964,4
125,14.888889,15,-9.666667,-2.104083,4
109,42.555557,42.77778,-19.88889,-2.105478,4
124,36.77778,37.444443,-18.222221,-2.127801,4
64,35.22222,34.666668,-16,-2.030269,4
127,39.444443,39,-18.777779,-2.061036,4
127,38,36,-14.222222,-1.908348,4
72,51.333332,51.22222,-23.333334,-2.090221,4
34,41.11111,41.666668,-17.777779,-2.122875,4
137,34.88889,33.555557,-10.111111,-1.940975,4
158,35.555557,35,-13,-2.049172,4
125,39.11111,37.555557,-15.777778,-1.973025,4
158,6.333334,5.666666,-6.888889,-1.982834,4
134,41.88889,41.77778,-21.444445,-2.086914,4
66,47.77778,45.77778,-17.444445,-1.961254,4
135,28.555555,28.555555,-12.444445,-2.093203,4
100,51.555557,50.22222,-20.777779,-2.024061,4
96,61,59.88889,-21.444445,-2.036336,4
122,35.77778,34.333336,-14.666667,-1.985027,4
102,51.11111,50.11111,-20,-2.034054,4
117,33.555557,33.77778,-15.777778,-2.106235,4
42,39.555557,40,-13.666667,-2.120131,4
73,45.666668,42.11111,-12.555555,-1.681589,4
153,21.333334,23.88889,-12.333333,-2.242741,4
138,49.11111,48,-19.88889,-2.029656,4
17,63.333332,62.88889,-24.88889,-2.075161,4
126,52.333332,50.666668,-21.444445,-2.006029,4
129,54.22222,55,-22.222221,-2.126989,4
57,59.444443,58.22222,-22.444445,-2.030703,4
104,52.77778,51,-19,-1.985221,4
65,53.77778,52.77778,-22.11111,-2.041901,4
103,30.777779,30.88889,-14.222222,-2.102607,4
28,53.444443,54.666668,-23.222221,-2.144507,4
121,28.666666,27.88889,-13.444445,-2.024268,4
80,37.77778,36.11111,-13.222222,-1.942698,4
62,57.444443,58.22222,-25.666666,-2.124459,4
94,61.11111,60.555557,-22.666666,-2.068537,4
125,52.555557,53.77778,-21.444445,-2.145045,4
76,31.88889,30.666666,-12.555555,-1.981499,4
87,28.222221,27.444445,-12.777778,-2.013382,4
154,21.555555,23.333334,-14.444445,-2.191073,4
101,27.222221,26.88889,-12.888889,-2.05839,4
154,44.555557,43.555557,-21.444445,-2.033077,4
73,35.666668,35.11111,-15.222222,-2.054964,4
120,44.77778,42.444443,-16.222221,-1.910735,4
104,59.77778,58.11111,-21.555555,-2.007832,4
107,46.22222,44.88889,-14.777778,-1.991445,4
126,16.11111,16.88889,-11,-2.158805,4
18,59,59.77778,-25.555555,-2.123641,4
90,57.666668,58.11111,-21.222221,-2.108813,4
117,33.555557,33.77778,-15.777778,-2.106235,4
140,24.88889,24.555555,-9.333333,-2.05389,4
20,32,31.666666,-11.444445,-2.045203,4
68,37.555557,34.666668,-9.888889,-1.659641,4
104,48.88889,48.77778,-20.88889,-2.08549,4
123,48,46.333332,-19.444445,-1.994105,4
73,40.555557,38.88889,-10.111111,-1.893495,4
135,63.666668,62.22222,-23.11111,-2.024945,4
107,26.88889,24.88889,-13,-1.877159,4
95,47.444443,47.77778,-23.555555,-2.107858,4
162,6.666666,6.444445,-5.777778,-2.044946,4
105,53.333332,52.22222,-19.222221,-2.032243,4
129,27.555555,27.444445,-13.777778,-2.078797,4
48,38.77778,37.555557,-13.555555,-2.003259,4
46,53.22222,54.666668,-23,-2.152304,4
81,34.555557,33,-15.777778,-1.984566,4
103,56,54.333332,-20.777779,-2.00292,4
129,19.11111,20.11111,-13.777778,-2.161046,4
