@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
45,1,88.111115,93.111115,0.292503,-2.238324,2
44,1,85,90.55556,0.300019,-2.254541,2
88,0.500001,101.55556,102.666664,0.204675,-2.139239,2
71,0.888888,111.44444,116.77778,0.194316,-2.301203,2
42,1.666668,95.666664,104.888885,0.241934,-2.410388,2
71,2.222221,96.666664,97.888885,0.212264,-2.143159,2
68,0.722224,94.22222,101.55556,0.25416,-2.333212,2
75,11.111111,105.888885,111.22222,0.20299,-2.295488,2
93,1.055555,103.888885,105,0.188313,-2.141419,2
32,1.33333,103.888885,113.111115,0.220748,-2.421193,2
70,1.111108,104,105.77778,0.186099,-2.17166,2
75,0.888888,72,77.77778,0.378682,-2.232,2
14,0.611113,99,108.55556,0.242294,-2.408968,2
62,0.888887,100.666664,102.77778,0.208013,-2.178149,2
39,1.222218,116.333336,122.44444,0.183242,-2.336025,2
61,0.555556,95.111115,103.77778,0.258869,-2.367396,2
25,0.833333,88,93.77778,0.299583,-2.253408,2
39,1.111111,116.55556,123.111115,0.184263,-2.352961,2
36,1,128.55556,131.22223,0.12003,-2.247156,2
54,0.666667,97.55556,104.888885,0.234504,-2.351182,2
56,0.833333,115.888885,121.44444,0.176061,-2.326783,2
27,0.999997,130.33334,133,0.10447,-2.264129,2
52,0.777777,101,104.666664,0.218379,-2.229685,2
43,0.833335,117.333336,121.55556,0.165192,-2.280207,2
30,0.611111,115.111115,120.111115,0.183565,-2.295989,2
16,0.944448,134.66667,136.66667,0.101526,-2.232895,2
51,0.833335,110.666664,117.44444,0.213813,-2.330465,2
40,0.555556,114.22222,119.55556,0.193665,-2.2949,2
66,1.111113,79.111115,83.888885,0.325711,-2.224845,2
76,1.333333,74.55556,79.111115,0.360194,-2.208019,2
74,0.500001,89.111115,93.22222,0.276784,-2.220553,2
44,1.166665,113.44444,119.888885,0.178428,-2.367282,2
52,1.333333,115.55556,121.55556,0.175849,-2.348494,2
34,1.388888,113.666664,120.77778,0.199516,-2.357272,2
13,1.166667,122.77778,128.55556,0.155825,-2.360428,2
31,0.666664,130.77779,133,0.10071,-2.251504,2
41,0.388892,95.111115,105.111115,0.262046,-2.404745,2
45,0.777779,95.888885,104.111115,0.244289,-2.371807,2
15,0.666668,100.111115,109.111115,0.241576,-2.389025,2
90,1.27778,105.666664,105.333336,0.181789,-2.078418,2
47,0.666667,82.55556,87.333336,0.320097,-2.223218,2
32,1.500001,110.22222,116,0.201898,-2.309391,2
17,0.666667,120.77778,126.22222,0.160604,-2.339493,2
12,1.777779,115.55556,123.666664,0.19252,-2.402917,2
53,0.722223,112.333336,119.77778,0.187217,-2.39327,2
32,1.777779,115.111115,121.333336,0.190625,-2.333746,2
40,0.722223,96.22222,106.888885,0.254051,-2.434692,2
97,1,126.55556,131.11111,0.12985,-2.346234,2
35,1.444444,117.44444,122.666664,0.176083,-2.311049,2
32,2.611109,129.77779,132.77779,0.113055,-2.280755,2
59,1.333333,110.55556,116.77778,0.203326,-2.323173,2
21,1,116.22222,122.55556,0.187853,-2.339377,2
57,0.888889,111.333336,116.666664,0.198924,-2.297173,2
33,1.055553,114.666664,121.22222,0.191215,-2.348002,2
85,0.888887,88.77778,91.77778,0.275467,-2.186342,2
51,2.055553,113.22222,118.888885,0.197569,-2.30531,2
36,1.833335,89.55556,94.333336,0.284654,-2.232346,2
11,2.888891,136.88889,142.55556,0.092773,-2.521648,2
16,1.666667,87.55556,95,0.299601,-2.302468,2
47,1.555557,114.111115,117.666664,0.18354,-2.23989,2
54,1,127.55556,129.88889,0.124312,-2.231555,2
67,3.833332,92.111115,100.55556,0.26644,-2.357338,2
68,0.888889,95.111115,97.333336,0.239143,-2.169999,2
23,1.166665,111,118.22222,0.205901,-2.356262,2
35,0.944447,83.333336,90.333336,0.320015,-2.280843,2
13,1,106.55556,113.666664,0.215088,-2.351897,2
74,0.500001,89.111115,93.22222,0.276784,-2.220553,2
46,1.05556,129.44444,131.55556,0.110653,-2.232616,2
12,1.611112,107.22222,114.55556,0.207675,-2.368866,2
52,0.777777,101,104.666664,0.218379,-2.229685,2
46,1.333332,100.888885,110.111115,0.240722,-2.395028,2
55,1.166668,113.888885,119.111115,0.182623,-2.308179,2
66,0.888888,80.66667,85.888885,0.320664,-2.235701,2
67,1.055556,99.44444,101.55556,0.207702,-2.173099,2
19,0.888888,101,109.44444,0.236733,-2.375985,2
42,1.388891,128.11111,131.33334,0.125137,-2.282217,2
53,0.833333,128.22223,130.33334,0.121119,-2.217488,2
65,1.500001,111.666664,117.333336,0.202365,-2.303991,2
85,0.888888,79.22222,83.44444,0.328603,-2.208414,2
36,1.055556,100.77778,108.888885,0.239085,-2.362237,2
48,1.333331,107.44444,107.44444,0.197114,-2.090557,2
99,0.777779,79,83.22222,0.330418,-2.207756,2
20,1.444443,102.666664,106.55556,0.224139,-2.231826,2
113,1.333333,124.666664,129,0.144134,-2.309551,2
63,0.666668,108.44444,114.666664,0.211484,-2.315885,2
23,1.166665,111.888885,119.77778,0.210162,-2.37055,2
29,0.777779,88.77778,94.666664,0.297205,-2.257217,2
34,1.888891,131.44444,133,0.104539,-2.2,2
33,0.500001,96.77778,106.333336,0.247776,-2.408019,2
59,1.055556,116.55556,121.44444,0.170091,-2.308637,2
57,0.666665,115.77778,122.111115,0.175605,-2.362514,2
40,0.666667,95.333336,105.77778,0.260966,-2.419456,2
50,0.77778,113.111115,118.333336,0.197162,-2.28828,2
46,1.777779,116,121.111115,0.177195,-2.304436,2
25,0.388889,97.77778,107.55556,0.25541,-2.396894,2
41,0.277779,128.44444,131.33334,0.119532,-2.270225,2
57,1.388891,112.22222,119.44444,0.192488,-2.376054,2
89,1.277779,93.111115,99.666664,0.257746,-2.306204,2
62,1.111112,116.333336,121.111115,0.161658,-2.315962,2
42,1.166669,130.44444,133.33334,0.115302,-2.26361,2
71,1.499999,115.55556,121.44444,0.179672,-2.339758,2
71,1.499999,115.55556,121.44444,0.179672,-2.339758,2
87,0.777779,127.888885,131.88889,0.126571,-2.312874,2
25,0.944447,103.666664,111.333336,0.224975,-2.360195,2
75,1.055559,115.888885,121.111115,0.179353,-2.309804,2
65,0.722221,82.77778,88.111115,0.316474,-2.239144,2
31,0.888889,115.55556,121.888885,0.192456,-2.334831,2
51,1.499998,117,121.77778,0.165549,-2.306687,2
17,1.888889,118.77778,126.333336,0.172628,-2.412968,2
44,2.333333,112,118.888885,0.181821,-2.384657,2
13,0.555557,122.111115,128.44444,0.156568,-2.386251,2
41,1.888889,110.22222,115.333336,0.206392,-2.280803,2
107,1.055555,125.77778,130,0.13383,-2.317384,2
35,0.888888,113.77778,120.44444,0.194853,-2.346636,2
80,1.444445,82.44444,87.22222,0.309059,-2.228712,2
16,1.499999,99.55556,108.333336,0.239899,-2.385001,2
48,0.999999,94.77778,99.77778,0.265899,-2.247036,2
42,0.944444,117,122.333336,0.174634,-2.31442,2
46,2.166668,112.77778,119.888885,0.200124,-2.357688,2
50,1.111112,93.888885,103.55556,0.2797,-2.37202,2
40,1.499999,113.333336,118.333336,0.188503,-2.292201,2
90,0.777779,105.888885,106,0.179697,-2.097815,2
96,0.611112,103.44444,103.22222,0.197734,-2.085954,2
111,1.944444,9.666667,14.333333,0.679513,-2.333318,3
96,1.111111,1.111111,1.777778,0.872222,-2.186234,3
99,3.055555,1.111111,2.333334,0.9109,-2.255673,3
143,0.888889,0.888889,2.222222,0.915376,-2.257412,3
138,0.444444,0.111111,0.111111,0.092593,-2.094395,3
109,2,2.555556,4.777778,0.760734,-2.413992,3
69,20.444445,19.222221,22.88889,0.508994,-2.488979,3
118,0.388889,0,0.111111,1,-2.132635,3
96,1.555556,0.888889,2,0.910065,-2.244482,3
94,0.722222,0.111111,0.666667,0.986111,-2.189708,3
107,0.666667,13,18.666668,0.638541,-2.354617,3
75,26.611113,47.444443,52.11111,0.297802,-2.356754,3
120,0.833333,0.111111,0.555556,0.984127,-2.178769,3
130,0.333333,0,0.111111,1,-2.123254,3
122,0.444444,0,0.444444,0.555556,-2.444563,3
123,0.5,0,0.222222,1,-2.142674,3
118,0.333333,0,0.222222,1,-2.17128,3
143,0.277778,0,0,0.777778,-2.094395,3
80,1.833333,2.888889,5.888889,0.775282,-2.417517,3
81,0.777778,1,2,0.881217,-2.248134,3
116,0.833333,0.222222,0.666667,0.970238,-2.163434,3
99,2.777778,3.444444,5.222222,0.711898,-2.318885,3
105,31.222223,35.77778,40.11111,0.37578,-2.380238,3
96,0.833333,2.666667,4.333334,0.778863,-2.275792,3
139,0.333333,0,0.222222,1,-2.15073,3
104,22.111109,14.888889,17.555555,0.607613,-2.42507,3
108,1.166667,0.555556,1.666667,0.875926,-2.463852,3
120,0.5,0,0.333333,1,-2.156366,3
126,0.944444,5.222222,8.333334,0.739265,-2.313534,3
85,2.388889,2.111111,3.333333,0.762963,-2.369864,3
142,0.111111,0,0,0.111111,-2.094395,3
136,2.111111,6.666666,9,0.695755,-2.268991,3
134,1.5,2.222222,4.888889,0.833935,-2.386611,3
85,2.277778,3.555556,6.111111,0.774121,-2.329093,3
106,0.111111,0,0,1,-2.094395,3
146,0,0,0,0,0,3
124,2.388889,7.555555,12.333333,0.691123,-2.396682,3
100,2.555556,1.444444,2.888889,0.876332,-2.28054,3
108,27.277779,41.77778,46.555557,0.358975,-2.360491,3
87,44.722225,58.77778,64.55556,0.306281,-2.422127,3
131,0.333333,0,0,1,-2.094395,3
130,1.222222,0.444444,1.777778,0.931217,-2.366216,3
91,25.277779,38.444443,41.77778,0.348885,-2.320272,3
135,0.333333,0,0.111111,1,-2.117548,3
138,0.722222,2,4.222222,0.790011,-2.406809,3
89,0.777778,0.111111,0.333333,0.986111,-2.123905,3
95,1.055556,0.888889,2.444444,0.88955,-2.348987,3
95,3,2.222222,3.888889,0.794108,-2.326455,3
132,1.722222,0.666667,1,0.676888,-2.152432,3
64,20.222223,24.666666,30.333334,0.400746,-2.593825,3
120,0.722222,1.111111,2.888889,0.839947,-2.433795,3
124,0.555556,0.111111,0.555556,0.984127,-2.18129,3
134,0.055556,0,0,0.111111,-2.094395,3
138,0.388889,0,0.111111,0.333333,-2.181439,3
95,1.111111,2.333334,4.555555,0.816909,-2.322295,3
106,2.222222,1,2.111111,0.903571,-2.255541,3
72,1.388889,1.555556,2.555556,0.84169,-2.216721,3
88,0.944445,0.444444,1.444444,0.938492,-2.269545,3
119,1.333333,2.111111,4.222222,0.732926,-2.587228,3
106,0.833333,0.444444,0.666667,0.940476,-2.133095,3
103,1.111111,0.111111,0.666667,0.987654,-2.185466,3
95,1.611111,1,3.666667,0.907099,-2.429449,3
112,0.5,0,0.111111,0.666667,-2.151914,3
68,18.277777,38.555557,42.88889,0.413033,-2.308656,3
98,4.666666,2.333334,3.777778,0.872146,-2.272973,3
66,10.944443,32.333336,37.77778,0.350169,-2.43063,3
125,0.888889,0,0.333333,1,-2.175647,3
82,2.111111,1.777778,4.777778,0.843607,-2.451983,3
110,0.5,0.111111,0.444444,0.977778,-2.155984,3
115,0.555555,0.222222,0.777778,0.962963,-2.216604,3
94,2.555556,3.222222,6.666666,0.609788,-2.869948,3
73,2.333333,2.333334,4.444445,0.78993,-2.355641,3
76,7.833334,8.444445,12.666667,0.637421,-2.523325,3
134,1.611111,3.666667,6.555555,0.772831,-2.343004,3
133,0,0,0,0,0,3
129,0.388889,0,0,0.777778,-2.094395,3
90,0.666667,0.555556,1,0.926146,-2.164323,3
119,0.555555,0,0.111111,1,-2.11372,3
122,4.111111,17.88889,16.666668,0.402492,-1.540214,3
121,1.5,1.111111,3.111111,0.843518,-2.519165,3
138,0.944444,0.111111,0.555556,0.977778,-2.219242,3
137,0.388889,0,0.111111,1,-2.123254,3
138,5.5,9.888889,14.888889,0.60922,-2.439538,3
120,5.944445,3.333333,4.777778,0.822893,-2.240133,3
127,0.777778,0.555556,2.111111,0.915344,-2.408939,3
79,1.333333,2,3.333333,0.791667,-2.288981,3
144,0.333333,0,0,1,-2.094395,3
124,0.277778,0,0,1,-2.094395,3
135,0.222222,0,0,0.333333,-2.094395,3
91,33.444447,35.88889,39.88889,0.398824,-2.346057,3
128,2.444444,10.111111,13.444445,0.613385,-2.3163,3
85,1.111111,0.444444,1.444444,0.912963,-2.377624,3
146,0.055556,0,0,0.111111,-2.094395,3
111,0.944444,0,0.333333,1,-2.139494,3
99,1,0.111111,0.444444,0.986111,-2.149743,3
115,5,3.555556,6.222222,0.767235,-2.390992,3
115,2.722222,18.444445,20.666668,0.523538,-2.090649,3
92,7,8.777778,10.555555,0.564898,-2.280561,3
120,3.722222,1.444444,2.111111,0.893054,-2.180291,3
123,0.666667,0,0.333333,1,-2.169865,3
107,1.111111,0.222222,0.555556,0.981482,-2.146531,3
124,1.111111,0.222222,1.222222,0.973765,-2.267462,3
102,0.833333,0.666667,1.666667,0.899735,-2.261719,3
127,1.277778,10.888889,11.777778,0.601444,-2.035808,3
133,0.222222,0,0,1,-2.094395,3
133,0,0,0,0,0,3
115,0.722222,0.333333,1.666667,0.954365,-2.321865,3
122,0,0,0,1,-2.094395,3
125,0.5,0,0.222222,1,-2.130339,3
139,0.333333,0,0,0.777778,-2.094395,3
139,2.111111,16,15.666667,0.386612,-1.702833,3
75,26.611113,47.444443,52.11111,0.297802,-2.356754,3
133,0.222222,0,0,1,-2.094395,3
91,0.833333,0.555556,1.222222,0.944811,-2.186723,3
136,0.388889,0.111111,0.111111,0.962963,-2.094395,3
86,8.777779,8.777778,11.555555,0.630945,-2.363577,3
98,0.666667,0.333333,1.333333,0.916667,-2.4238,3
87,1.888889,1.222222,1.888889,0.862771,-2.229493,3
76,1.666667,0.888889,1.777778,0.872222,-2.340801,3
80,3.833333,6.555555,8.444445,0.597765,-2.326257,3
95,2.666666,4.777778,8.333334,0.698902,-2.445012,3
125,1.055556,11.111111,13.888889,0.638455,-2.241956,3
98,1.777778,1.222222,3.555556,0.89084,-2.395422,3
121,0.111111,0,0.111111,1,-2.132635,3
132,0.222222,0,0,0.888889,-2.094395,3
124,0.222222,0,0,1,-2.094395,3
95,1.111111,0.666667,2.222222,0.874074,-2.552724,3
137,0.833333,0.222222,0.555556,0.95,-2.200588,3
121,1.5,1.111111,3.111111,0.843518,-2.519165,3
113,0.277778,0,0.111111,1,-2.123254,3
82,6.222223,4.333334,6.555555,0.742819,-2.320628,3
111,4.111111,2.222222,3.333333,0.864664,-2.216473,3
105,3.666666,1.666667,2.444444,0.886048,-2.205437,3
70,7.944445,13.666667,18.222221,0.476884,-2.589111,3
113,0.666667,0.111111,0.666667,0.981482,-2.237562,3
97,0.777778,0.555556,1.444444,0.915344,-2.269023,3
127,0.222222,0,0,1,-2.094395,3
93,3.444444,3.222222,5.222222,0.760191,-2.332766,3
100,0.666667,0.111111,0.777778,0.977778,-2.337096,3
79,14.166667,24.333334,28.222221,0.489062,-2.286295,3
108,3.388889,5.111111,6.777778,0.705482,-2.275553,3
132,0.555555,0.111111,0.111111,0.981482,-2.094395,3
134,0.833333,0.111111,1.333333,0.977778,-2.422506,3
73,10.722222,32.11111,37.77778,0.549032,-2.251254,3
90,1.111111,0.888889,1.444444,0.904321,-2.16608,3
117,0.611111,0.222222,0.222222,0.968254,-2.094395,3
137,0.277778,0,0,0.666667,-2.094395,3
123,1,0.222222,0.555556,0.961905,-2.16176,3
136,2.666667,9,12.222222,0.660813,-2.307511,3
91,1.388889,0.888889,2.666667,0.911448,-2.354575,3
144,0.222222,0,0,1,-2.094395,3
69,4.333333,6.888889,10.333334,0.604281,-2.481874,3
112,0.111111,0,0,0.222222,-2.094395,3
117,0.111111,0,0.111111,1,-2.132635,3
90,0.666667,0.555556,1,0.926146,-2.164323,3
93,1.5,2,3.666667,0.80862,-2.329423,3
99,3.055555,1.111111,2.333334,0.9109,-2.255673,3
112,1.555556,1.111111,3.111111,0.867665,-2.435718,3
120,0.611111,11.222222,13.555555,0.562158,-2.230821,3
129,0.111111,0,0,1,-2.094395,3
120,0.388889,0,0,1,-2.094395,3
80,16.666666,17.333334,21.88889,0.514254,-2.431513,3
129,0.388889,0,0,0.777778,-2.094395,3
95,2.222222,0.777778,1.222222,0.919597,-2.151958,3
110,0.5,0.111111,0.444444,0.984127,-2.152507,3
83,0.666667,1.555556,3.555556,0.740476,-2.573381,3
89,0.777778,0.111111,0.333333,0.986111,-2.123905,3
83,2.333333,2.222222,4.666667,0.82735,-2.345005,3
126,0.944444,0.555556,2.555556,0.908995,-2.536514,3
81,5.722223,7.666666,10.888889,0.628156,-2.388561,3
138,0.333333,0,0,1,-2.094395,3
125,0.722222,12.444445,13.111111,0.56104,-1.793403,3
120,1.444444,10.555555,13.555555,0.681266,-2.231261,3
124,1.833333,1.444444,1.666667,0.895369,-2.118937,3
73,1.722222,1.777778,3.111111,0.822507,-2.268176,3
135,0.333333,0,0.111111,0.888889,-2.137446,3
130,0.277778,0,0,1,-2.094395,3
124,6.5,4.111111,5.777778,0.772152,-2.265747,3
133,0.388889,0,0.111111,1,-2.123254,3
139,2.111111,16,15.666667,0.386612,-1.702833,3
107,9.833333,7.333334,9,0.674956,-2.492965,3
96,2.777778,1,2.333334,0.909236,-2.268209,3
84,1.777778,1.555556,3.111111,0.847729,-2.305729,3
110,2.722222,1.444444,4,0.806658,-2.618651,3
95,1.944444,1.222222,3.111111,0.874917,-2.333804,3
87,44.722225,58.77778,64.55556,0.306281,-2.422127,3
91,0.666667,1.111111,1.888889,0.867813,-2.217735,3
91,1,1.888889,4.333334,0.829748,-2.383949,3
141,0.888889,0.444444,1.666667,0.953086,-2.257122,3
77,1.611111,1.222222,3.555556,0.891608,-2.354881,3
116,1.055556,0.333333,1.111111,0.96142,-2.24908,3
136,2.055555,4.111111,6.666666,0.695088,-2.412671,3
102,29.888887,37.444443,42,0.397892,-2.416817,3
128,3.166667,2.444444,3.888889,0.804724,-2.300368,3
130,0.555555,0.111111,0.666667,0.977778,-2.239029,3
124,1.444444,0.222222,0.555556,0.953704,-2.16921,3
120,1.444444,10.555555,13.555555,0.681266,-2.231261,3
136,0,0,0,0,0,3
122,0.833333,0,0.333333,1,-2.153599,3
75,10.222221,29.777779,33.666668,0.464912,-2.284187,3
76,1.833333,3.777778,7.666666,0.723011,-2.520215,3
118,0.055556,0,0,0.111111,-2.094395,3
125,2.666667,1.555556,2.444444,0.853199,-2.234241,3
100,5.777778,4.666667,6.444445,0.738034,-2.289874,3
81,22.111109,34.88889,41,0.366946,-2.476481,3
131,0,0,0,0,0,3
126,1.222222,0.444444,0.555556,0.965812,-2.107303,3
107,6.777779,4.555555,6.333334,0.730592,-2.291762,3
103,2.944445,1.888889,3.444444,0.799074,-2.497929,3
127,1.055556,9,13.666667,0.701476,-2.326275,3
140,1.777778,3.777778,7.222222,0.73447,-2.442323,3
137,3.833333,2.555556,3.444444,0.837478,-2.193967,3
70,9.944444,16.222223,20.222221,0.415836,-2.514204,3
93,1.388889,0.555556,1.222222,0.93567,-2.18361,3
114,0.277778,0.777778,0.555556,0.881481,-2.02703,3
107,0.833333,0.333333,1,0.94709,-2.226355,3
145,1.277778,0.333333,0.777778,0.251852,-2.53095,3
107,3.944445,4.888889,6.666666,0.697226,-2.280146,3
137,1,3.111111,5.888889,0.779866,-2.360782,3
99,1,0.111111,0.444444,0.986111,-2.149743,3
109,2.833333,1.444444,3,0.864482,-2.283787,3
91,1.111111,0.444444,1.222222,0.939815,-2.225735,3
113,6.166666,17.11111,22.333334,0.622071,-2.29665,3
114,8.833333,18.333334,23.88889,0.629245,-2.295381,3
123,0.444444,0,0.111111,1,-2.123254,3
98,1.333333,0.555556,2,0.883333,-2.548898,3
97,0.555555,0.111111,0.666667,0.984127,-2.191382,3
123,0.166667,0,0,1,-2.094395,3
136,2.777778,16.88889,15.666667,0.425293,-1.61572,3
144,0.5,0,0,1,-2.094395,3
83,12.888889,9,11.444445,0.664785,-2.274205,3
122,0.444444,0,0.444444,0.555556,-2.444563,3
81,9.222222,14,19.444445,0.595282,-2.438409,3
102,0.833333,0.666667,1.666667,0.899735,-2.261719,3
77,2.388889,3.222222,6.777778,0.762049,-2.467493,3
120,0.444444,0,0.888889,1,-2.315721,3
122,1.388889,0.555556,1,0.960317,-2.173204,3
116,1.222222,0.555556,2.222222,0.912698,-2.420258,3
119,1.055556,0.111111,0.333333,0.984127,-2.133095,3
121,0.944445,8.888889,13.555555,0.696178,-2.335871,3
115,3.333333,8.444445,13,0.618328,-2.45904,3
109,1.111111,0.333333,0.777778,0.969136,-2.146531,3
119,1.777778,12.222222,15.888889,0.635624,-2.268148,3
122,1.555556,14.222222,15.111111,0.54583,-2.06017,3
73,9.444445,20.555555,26.222221,0.651133,-2.255561,3
144,0.611111,0.111111,0.888889,0.986111,-2.212162,3
115,1.388889,0.555556,1.888889,0.917989,-2.358386,3
122,4.833334,3.333333,5.222222,0.809331,-2.349017,3
80,16.666666,17.333334,21.88889,0.514254,-2.431513,3
126,0.5,0,0.555556,1,-2.229939,3
124,1.388889,1,1.888889,0.836773,-2.284608,3
96,2.333333,2.111111,3.777778,0.824784,-2.330693,3
71,21.888885,25.555555,29.777779,0.395671,-2.401825,3
109,3.999999,7,10.555555,0.694627,-2.344093,3
120,0.5,0.222222,0.222222,1,-2.057287,3
121,2.055556,9.555555,11.888889,0.596422,-2.235355,3
110,0.5,0.111111,0.444444,0.977778,-2.155984,3
81,9.222222,14,19.444445,0.595282,-2.438409,3
140,3.055556,6,8.666667,0.627944,-2.417818,3
136,2.666667,9,12.222222,0.660813,-2.307511,3
137,0.333333,0,0,1,-2.094395,3
87,13.222221,12.222222,15.666667,0.652043,-2.418074,3
87,1.888889,1.222222,1.888889,0.862771,-2.229493,3
111,0.388889,0,0,1,-2.094395,3
127,1,1.333333,3.333333,0.827249,-2.474562,3
145,7.5,9.888889,10.333334,0.532728,-2.06232,3
138,0.888889,0,0.444444,1,-2.173961,3
106,1.277778,0.333333,1.333333,0.95172,-2.274071,3
116,2.111111,0.888889,2.111111,0.875529,-2.313013,3
132,0.388889,0,0.444444,1,-2.204847,3
125,0.833333,0.444444,1,0.923809,-2.237562,3
126,1.055556,0.555556,1.777778,0.935706,-2.289097,3
81,5.722223,7.666666,10.888889,0.628156,-2.388561,3
89,5.833334,5.777778,8.555555,0.686685,-2.356793,3
121,1.166667,0.777778,2.555556,0.907407,-2.351514,3
100,2.444444,2.777778,3.888889,0.773815,-2.226247,3
122,1.333333,8,12.111111,0.718221,-2.305989,3
110,2.277777,9.222222,13.444445,0.680787,-2.321226,3
129,0.111111,0,0,1,-2.094395,3
102,9.444444,10.111111,12.777778,0.575126,-2.378944,3
81,15.166667,33.11111,37.11111,0.420176,-2.274461,3
88,2.166666,1.555556,4.111111,0.851379,-2.396657,3
145,2.111111,0.666667,2,0.457672,-2.569768,3
98,0.388889,0,0.111111,1,-2.11372,3
79,1.166667,1.777778,3.888889,0.842452,-2.339798,3
120,1.055556,0.222222,1.111111,0.962963,-2.298085,3
90,2.444444,2.555556,5.666666,0.665344,-3.044175,3
80,34.61111,60.333332,66.44444,0.289624,-2.434193,3
91,0.833333,0.555556,1.222222,0.944811,-2.186723,3
147,3.555555,6.444445,6.777778,0.349471,-2.064514,3
145,1.277778,0.333333,0.777778,0.251852,-2.53095,3
131,1,0.222222,0.222222,0.407407,-2.094395,3
122,1.166667,10.222222,13,0.584744,-2.247266,3
85,2.055556,1.333333,2.666667,0.885825,-2.271544,3
124,0.444444,0,0.222222,1,-2.16176,3
116,1.333334,11.777778,14.888889,0.596104,-2.259967,3
92,2.277778,3.222222,6.444445,0.759012,-2.452176,3
148,1.055555,21.444445,24.222221,0.483771,-2.237972,4
134,1.000001,37.11111,38.77778,0.361284,-2.175349,4
139,1.388889,57.88889,57.333332,0.27569,-2.065471,4
48,4.666666,38.77778,37.555557,0.245241,-2.003259,4
45,2.055555,48.11111,47.333332,0.259367,-2.045905,4
111,0.555555,56.444443,55,0.269218,-2.014126,4
48,0.277777,35.444447,34.666668,0.339117,-2.048732,4
106,7,34.11111,33.22222,0.270907,-2.010178,4
138,2.388889,49.11111,48,0.280911,-2.029656,4
65,26.444445,52.666668,53,0.19713,-1.970812,4
87,13.388889,28.222221,27.444445,0.312482,-2.013382,4
102,0.888889,53.444443,51.555557,0.25976,-1.985584,4
125,9.944444,39.11111,37.555557,0.270638,-1.973025,4
73,0.777777,54,52.333332,0.253364,-1.996907,4
77,7.722223,30.222221,30.444445,0.225243,-2.12336,4
123,1.944444,51.88889,52.333332,0.299164,-2.111941,4
78,2.944444,27.11111,26.333334,0.300208,-2.017779,4
116,1.111111,25,25,0.355756,-2.090781,4
126,3.388889,21,20,0.305785,-1.96874,4
126,14.055554,33.555557,32,0.258409,-1.942179,4
65,1.555555,50.444443,50.11111,0.314783,-2.077647,4
89,0.722223,25.222221,24.666666,0.331128,-2.048461,4
15,1.222223,59.333332,60.666668,0.316905,-2.145323,4
120,8.333333,35.444447,34.77778,0.272752,-2.046753,4
131,9.222222,30.666666,30.666666,0.338619,-2.089186,4
137,2.61111,34.88889,33.555557,0.214456,-1.940975,4
75,2.388889,40.333336,37.333336,0.181732,-1.722278,4
88,1.111112,57.88889,58.88889,0.320122,-2.132027,4
107,4.722223,46.22222,44.88889,0.230455,-1.991445,4
35,2.055556,32.333336,33,0.319714,-2.138762,4
128,1.333334,32.11111,30.88889,0.316177,-1.981846,4
32,2.277778,48.555557,47.77778,0.344409,-2.060607,4
65,1.222221,53.77778,52.77778,0.287045,-2.041901,4
110,1.277777,46.11111,45.444443,0.249253,-2.032518,4
125,2.166667,63.22222,61.666668,0.257599,-2.019545,4
65,2.277779,53.666668,53.666668,0.287325,-2.091037,4
34,0.555556,46.22222,46.22222,0.34747,-2.09452,4
32,0.833334,54.22222,53.333332,0.249001,-2.042422,4
79,0.888889,42.88889,40.666668,0.245206,-1.918888,4
70,0.777777,53.444443,52.88889,0.314365,-2.070832,4
66,9.222221,41,39,0.184999,-1.83808,4
124,2.444445,49.444443,48.333332,0.258543,-2.030079,4
73,1.5,38.77778,38.77778,0.274334,-2.096415,4
129,19.833334,46.88889,45.444443,0.248092,-1.997241,4
154,0.666666,25.11111,27.333334,0.458785,-2.20265,4
17,5,40.333336,39.444443,0.268186,-2.030048,4
111,2.277777,25.444445,25.11111,0.349325,-2.064723,4
76,0.555555,36,36.77778,0.334876,-2.139002,4
160,2.777778,18.222221,18.777779,0.426014,-2.138726,4
95,0.888891,47.444443,47.77778,0.337756,-2.107858,4
159,2.222222,25.222221,23.555555,0.202846,-1.802554,4
128,1.388888,42.666668,42.88889,0.340237,-2.102441,4
85,6.5,42.444443,42.666668,0.315228,-2.097363,4
146,5.111111,36.88889,36.666668,0.347454,-2.081842,4
118,0.833334,30.777779,30.555555,0.293949,-2.077668,4
87,1.166667,55.77778,56,0.3097,-2.105073,4
123,2.999999,41.11111,39.555557,0.263275,-1.978328,4
145,0.999999,52.444443,54.11111,0.31714,-2.166151,4
109,1.222222,42.555557,42.77778,0.325138,-2.105478,4
98,5.944444,31,29.88889,0.265698,-1.96031,4
70,8.777778,33.666668,32.11111,0.273358,-1.960582,4
162,2,8,7.555555,0.479931,-2.029312,4
42,4.333334,39.555557,40,0.271572,-2.120131,4
15,1.111111,61,61.77778,0.30227,-2.124981,4
69,1.833333,53.444443,52,0.289653,-2.022861,4
158,1.166667,7.111111,6.222222,0.472975,-1.904651,4
149,0.666666,13.444445,13.222222,0.453341,-2.069251,4
123,1.111111,52.555557,51.333332,0.251194,-2.021502,4
120,1.277779,56.88889,53.88889,0.222808,-1.892977,4
