@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
81,9,30.555555,-22,27.666666,3
125,9,7.777778,-7.111111,11.555555,3
91,9,12.111111,-11.444445,17.555555,3
124,9,6.111111,-6.888889,10.777778,3
142,9,1.333333,-1.333333,2.333333,3
142,9,7.222222,-6.555555,10.111111,3
119,9,3.222222,-3.333333,6,3
137,9,2.666667,-2.777778,4.555555,3
119,9,6.777778,-6.777778,7.222222,3
126,9,17.222223,-15.888889,21.11111,3
131,9,0,0,0,3
88,9,6.444445,-7,11,3
144,9,3.444444,-3.444444,6.888889,3
145,9,1.444444,-1.555556,1.777778,3
88,9,13.333333,-12.666667,16.666666,3
128,9,9.555555,-8.555555,12.777778,3
124,9,2,-2,4,3
109,9,4.777778,-4.888889,8.444445,3
120,9,3.888889,-4.777778,6.888889,3
90,9,7.333334,-7.333334,7,3
88,9,10.111111,-11.111111,14.555555,3
82,9,14.555555,-12.444445,18.222221,3
102,9,20.222221,-12.777778,17.555555,3
140,9,14,-13.666667,17,3
120,9,3,-3,6,3
121,9,29.222221,-25,36,3
124,9,24.11111,-21.333334,28.333334,3
124,9,2.666667,-2.777778,4.555555,3
137,9,9,-7.333334,12,3
144,9,2.888889,-2.888889,5.777778,3
145,9,3.555556,-4.222222,4.444445,3
69,9,16,-12.555555,14.777778,3
126,9,6.555555,-7.222222,10.777778,3
134,9,11.444445,-11.888889,15.777778,3
120,9,4.444445,-5.111111,7.555555,3
75,9,65.44444,-22.666666,31.333334,3
120,9,33.11111,-25.555555,42.11111,3
109,9,8.444445,-8.555555,12.444445,3
132,9,2,-1.888889,3.777778,3
108,9,3.333333,-3.888889,4.444445,3
85,9,14.888889,-13.888889,20.11111,3
130,9,5,-5.888889,7.777778,3
122,9,31.11111,-17.777779,32.88889,3
95,9,7.444445,-7.111111,12.888889,3
108,9,61.11111,-24.11111,33.88889,3
103,9,5.666666,-6.111111,10.555555,3
122,9,5.222222,-5.111111,8.888889,3
111,9,30.11111,-25.11111,36.22222,3
122,9,11.333333,-9.888889,14.111111,3
73,9,9.666667,-9.222222,14.444445,3
111,9,9.111111,-8,12.666667,3
90,9,15.666667,-12.666667,20,3
121,9,6,-6.888889,7.777778,3
64,9,38,-19,21,3
109,9,22.333334,-18.88889,27.11111,3
138,9,24.777779,-19.88889,24.777779,3
87,9,5.666666,-5.111111,8.222222,3
124,9,3.222222,-3.222222,6.444445,3
99,9,11.555555,-9.888889,14.444445,3
127,9,30.11111,-25.777779,37.555557,3
137,9,0.777778,-0.777778,1.555556,3
109,9,8.444445,-8.555555,12.444445,3
103,9,6.222222,-5.888889,7.111111,3
86,9,19.88889,-13.888889,19.444445,3
138,9,9.333334,-9.555555,12.444445,3
98,9,2.888889,-3.555556,4.111111,3
123,9,3.333333,-3.555556,6.444445,3
97,9,5.888889,-6.222222,9.777778,3
94,9,6,-6.444445,11.222222,3
111,9,3.555556,-3.888889,6.777778,3
102,9,7.666666,-8.444445,12.888889,3
98,9,4.111111,-4.222222,8.111111,3
119,9,33.666668,-25.11111,39.22222,3
81,9,55.555557,-26.444445,40.88889,3
117,9,3.555556,-3.333333,6.666666,3
137,9,0.666667,-0.666667,1.333333,3
135,9,2.777778,-2.888889,5.444445,3
110,9,4.444445,-4.666666,8.333333,3
124,9,5.888889,-4.666666,8.666667,3
135,9,0.666667,-0.666667,1.333333,3
83,9,28.555555,-10.555555,15.777778,3
120,9,25.777779,-16.88889,26.777779,3
136,9,1.888889,-1.777778,3.555556,3
129,9,1.555556,-1.555556,3.111111,3
145,9,1.444444,-1.555556,1.777778,3
80,9,79.55556,-25.333334,32.333332,3
124,9,2,-2,4,3
127,9,1.888889,-1.888889,3.777778,3
133,9,0,0,0,3
71,9,40.22222,-18.88889,25.11111,3
115,9,5.666666,-6.444445,8.888889,3
96,9,7.777778,-8,12.666667,3
115,9,6.222222,-7.222222,10.444445,3
123,9,4.222222,-4.555555,8.111111,3
144,9,3,-3,6,3
131,9,1.777778,-1.555556,3.111111,3
123,9,2.666667,-2.888889,4.777778,3
139,9,22.555555,-6.222222,13.444445,3
121,9,7.777778,-8.777778,12.222222,3
77,9,10.222222,-11.333333,15.666667,3
130,9,2.555556,-2.666667,5,3
96,9,8.555555,-8.111111,14.222222,3
112,9,1.222222,-1.333333,2.333333,3
110,9,29,-24,35.333332,3
124,9,6.111111,-6.888889,10.777778,3
142,9,0.111111,-0.111111,0.222222,3
73,9,57.333332,-42.444443,67.888885,3
143,9,1.222222,-1.222222,2.444444,3
80,9,15.111111,-10.444445,15.222222,3
116,9,5.666666,-6.777778,8.555555,3
80,9,31.666666,-18.88889,24.11111,3
76,9,13.333333,-13.444445,15.222222,3
120,9,33.11111,-25.555555,42.11111,3
146,9,0,0,0,3
125,9,3.888889,-4,6.333334,3
83,9,6,-6.444445,6.888889,3
107,9,14.555555,-11.444445,17.555555,3
105,9,8.333334,-7.444445,12.555555,3
93,9,7.222222,-7.333334,12.666667,3
141,9,3.666667,-4.333334,6.333334,3
128,9,2.222222,-2.222222,4.444445,3
139,9,22.555555,-6.222222,13.444445,3
140,9,15.111111,-11.777778,15.555555,3
90,9,7.888889,-7.555555,13.444445,3
138,9,2.777778,-3.111111,4.888889,3
100,9,2.777778,-3.333333,4.666666,3
125,9,3.888889,-4.111111,7.555555,3
101,9,15.555555,-13.222222,16.11111,3
115,9,4.666667,-5,8.333333,3
98,9,10.444445,-9.555555,14.777778,3
145,9,20.11111,-10.666667,20,3
98,9,9.222222,-10.333333,13.666667,3
117,9,3.111111,-3.222222,6.111111,3
81,9,30.555555,-22,27.666666,3
120,9,7.666666,-6.888889,11.777778,3
99,9,5.555555,-5.777778,10.555555,3
118,9,2,-2.111111,3.888889,3
107,9,36,-28.666666,40.333332,3
87,9,23.444445,-14.666667,19,3
92,9,18.666668,-11.666667,18,3
121,9,3.333333,-3.444444,6.555555,3
88,9,7.666666,-7.888889,13.111111,3
125,9,3.888889,-4,6.333334,3
91,9,10.666667,-11.222222,15.111111,3
82,9,10.222222,-11.444445,13.888889,3
122,9,1.222222,-1.666667,2,3
106,9,7.888889,-8,12.666667,3
126,9,20,-17.88889,26.444445,3
91,9,8.111112,-9,12.666667,3
143,9,9.444445,-9.888889,15.777778,3
95,9,9.222222,-10.888889,13.777778,3
102,9,8.444445,-9.111111,13.222222,3
99,9,9,-9.111111,14.555555,3
129,9,1.555556,-1.555556,3.111111,3
138,9,3.777778,-4.222222,7.111111,3
124,9,5.555555,-5.444445,8.222222,3
138,9,0.666667,-0.555556,1.111111,3
120,9,3,-2.777778,5.555555,3
137,9,2,-2,4,3
110,9,6.444445,-7.555555,7.444445,3
118,9,0.111111,-0.111111,0.222222,3
122,9,28.333334,-24.444445,36.555557,3
108,9,61.11111,-24.11111,33.88889,3
79,9,9.222222,-8.555555,13.111111,3
110,9,4.444445,-4.666666,8.333333,3
124,9,2.444444,-2.666667,4.666666,3
100,9,11.555555,-9.888889,16.444445,3
144,9,3.444444,-3.444444,6.888889,3
141,9,7.666666,-8.444445,13.222222,3
127,9,26.444445,-16.444445,30.222221,3
90,9,6.888889,-6.777778,12.222222,3
136,9,0,0,0,3
114,9,3.888889,-2.888889,6.444445,3
120,9,3.333333,-3.666667,6,3
77,9,13.111111,-13.444445,16.222221,3
136,9,13.222222,-11.666667,15.666667,3
75,9,50.666668,-24.777779,37.88889,3
130,9,2.333334,-2.333333,4.666666,3
119,9,4.222222,-4.333334,8.333333,3
96,9,8,-8.333333,12.666667,3
133,9,2.777778,-2.888889,5.444445,3
80,9,31.666666,-18.88889,24.11111,3
66,9,49.555557,-22.666666,29,3
93,9,11.888889,-10.666667,15.333333,3
89,9,6.444445,-6.555555,12.444445,3
81,9,51.77778,-23,27.666666,3
114,9,4.666667,-5.222222,8.444445,3
120,9,12.777778,-10.888889,17.444445,3
133,9,2.222222,-2.222222,4.444445,3
134,9,0.111111,-0.111111,0.222222,3
116,9,29.555555,-20.88889,32.444443,3
97,9,5.555555,-6,10.333333,3
147,9,9.888889,-3.777778,6.555555,3
72,9,9.444445,-8.888889,14.777778,3
125,9,7.777778,-7.111111,11.555555,3
122,9,25.11111,-6,15.666667,3
136,9,20.88889,-16.555555,26.11111,3
73,9,10.666667,-10.444445,14.555555,3
131,9,1.555556,-1.555556,3.111111,3
126,9,5.222222,-6.666666,7.333334,3
81,9,18.88889,-14.444445,19.222221,3
73,9,70.111115,-43.666668,70.333336,3
124,9,2.777778,-3.111111,4.888889,3
144,9,6.555555,-7.222222,12.111111,3
146,9,0.111111,-0.111111,0.222222,3
122,9,4.444445,-4.777778,8.555555,3
106,9,4.888889,-5.555555,8.111111,3
79,9,45.77778,-25.333334,39,3
118,9,2.555556,-2.777778,4.888889,3
94,9,7.777778,-8,5.666666,3
107,9,13,-10.222222,15.111111,3
105,9,52.666668,-21.222221,29.444445,3
136,9,3,-3,5.666666,3
122,9,1.222222,-1.666667,2,3
91,9,8,-8.111111,14.222222,3
76,9,4.666667,-4.666666,6.666666,3
133,9,0,0,0,3
130,9,3.333333,-3.777778,5.888889,3
112,9,7.222222,-8.111111,10.222222,3
95,9,15.444445,-14.222222,17.777779,3
138,9,0.666667,-0.777778,1.222222,3
89,9,6.444445,-6.555555,12.444445,3
107,9,12.222222,-6.555555,8.111111,3
141,9,18.555555,-14.333333,17.666666,3
81,9,18.88889,-14.444445,19.222221,3
117,9,0,0,0,3
136,9,25.333334,-19.555555,29.444445,3
109,9,62.88889,-20.555555,40.444443,4
34,9,89.111115,-23.666666,48.666668,4
64,9,50.11111,-14.333333,30.333334,4
28,9,79.111115,-26.88889,50.11111,4
73,9,49.77778,-13.555555,28.777779,4
103,9,73.44444,-15.777778,36.555557,4
108,9,48.22222,-12,24.666666,4
105,9,78.77778,-16.666666,39.666668,4
66,9,46.333332,-3.222222,14.111111,4
77,9,48.22222,-9,24,4
33,9,45.555557,-13.444445,29.222221,4
79,9,53.88889,-8.777778,24.222221,4
148,9,41.555557,-22.88889,37.444443,4
17,9,87.333336,-23.555555,48.444443,4
102,9,69.66667,-14.333333,34.333332,4
66,9,47.77778,-4.777778,15.555555,4
90,9,61.444443,-21,39.666668,4
66,9,45.88889,-1.666667,11.333333,4
140,9,32.333336,-9,17.666666,4
131,9,45.77778,-15.111111,30.222221,4
133,9,46.333332,-14.333333,28.666666,4
75,9,48.22222,-11.777778,25.555555,4
45,9,63.77778,-14.888889,32.11111,4
125,9,24.777779,-10,19.666666,4
126,9,28.666666,-13.333333,24.333334,4
104,9,76.55556,-16.222221,38.77778,4
62,9,84.66667,-28,53.666668,4
76,9,33.444447,-3.444444,10.888889,4
147,9,62.444443,-18,38,4
90,9,79.77778,-22.555555,43.77778,4
102,9,69.66667,-14.333333,34.333332,4
151,9,42.77778,-22.11111,36.88889,4
90,9,79.77778,-22.555555,43.77778,4
117,9,58.444443,-19,37.666668,4
68,9,41.666668,-1.222222,11.111111,4
89,9,41,-13.111111,27.88889,4
123,9,26.333334,-10.888889,21.11111,4
120,9,47.77778,-11.666667,25.333334,4
154,9,28.555555,-14.444445,26.555555,4
158,9,47.444443,-11.333333,24.333334,4
107,9,35.88889,-7,20,4
69,9,44.555557,0.666667,11.666667,4
130,9,18.88889,-9.444445,17.555555,4
95,9,71.66667,-24.555555,48.11111,4
85,9,61.555557,-19.333334,38,4
160,9,31.555555,-13.888889,26.11111,4
116,9,41.666668,-12.222222,25.444445,4
104,9,68.22222,-13.666667,32.666668,4
70,9,77,-23,47.666668,4
73,9,70.111115,-14.444445,33.88889,4
130,9,31.88889,-16.777779,31.555555,4
20,9,42.77778,-10.444445,21.88889,4
109,9,53.666668,-17.11111,35.555557,4
136,9,8.555555,-5.888889,11.111111,4
134,9,58.22222,-22.777779,40.555557,4
38,9,74.333336,-24,49,4
107,9,64.44444,-13.666667,31.333334,4
128,9,64.22222,-21.777779,42.88889,4
80,9,72.111115,-21.333334,41.333332,4
73,9,48.77778,-2.555556,14.777778,4
106,9,45.77778,-10.777778,24.222221,4
117,9,58.444443,-19,37.666668,4
105,9,60.88889,-13.555555,32.11111,4
129,9,78,-24.555555,46.77778,4
157,9,32,-14.777778,26.555555,4
77,9,37.666668,-7.666666,14.666667,4
78,9,37.444443,-9.555555,21.444445,4
28,9,79.111115,-26.88889,50.11111,4
120,9,59.333332,-13.555555,29.777779,4
123,9,53.77778,-11.111111,26.88889,4
34,9,70.333336,-24.11111,48.22222,4
73,9,51.11111,-1.888889,14.444445,4
48,9,49.88889,-9.888889,23.444445,4
84,9,11.777778,-4.666666,8.666667,4
101,9,79.44444,-22.444445,45.22222,4
124,9,52.666668,-11.777778,28.555555,4
135,9,41,-12.444445,24.88889,4
116,9,76.44444,-25.666666,46.333332,4
78,9,51.88889,-8.111111,24.222221,4
126,9,27.333334,-11,21.666666,4
20,9,81.66667,-26.222221,49.444443,4
161,9,10.888889,-4.777778,11.222222,4
57,9,79.44444,-18.777779,41.22222,4
102,9,73.44444,-23.11111,45.22222,4
127,9,48.22222,-8.222222,22.444445,4
112,9,73.333336,-20.777779,42.555557,4
80,9,47.666668,-8.222222,21.444445,4
129,9,41.11111,-13.444445,27.222221,4
148,9,41.555557,-22.88889,37.444443,4
70,9,48.333332,-10.555555,25.11111,4
67,9,75.888885,-23.222221,45.444443,4
159,9,29.555555,-2.666667,10.333333,4
149,9,23.777779,-10.111111,20.88889,4
101,9,57.11111,-18.11111,36.22222,4
119,9,48.22222,-10.888889,25.11111,4
65,9,74.55556,-20.88889,41.77778,4
125,9,49,-5.111111,16.88889,4
65,9,73.888885,-19.11111,41.22222,4
78,9,51.88889,-8.111111,24.222221,4
101,9,57.11111,-18.11111,36.22222,4
103,9,45.22222,-14.555555,28.777779,4
70,9,44.444443,-9.222222,23.11111,4
57,9,79.44444,-18.777779,41.22222,4
68,9,71,-21.222221,44.11111,4
122,9,44.333332,-14.888889,30.444445,4
89,9,74.44444,-23.777779,46.555557,4
140,9,33.555557,-8.333333,17.666666,4
122,9,44,-10.555555,23.444445,4
82,9,48.444443,-13,28.666666,4
95,9,56.333332,-11.888889,28.444445,4
108,9,55.444443,-13.111111,29.555555,4
123,9,64.111115,-14.444445,33.88889,4
147,9,38.666668,-19.222221,34.11111,4
133,9,25.777779,-4.666666,13,4
129,9,47.444443,-14.333333,28.666666,4
78,9,40.333336,-15.222222,30.444445,4
132,9,49.22222,-16.666666,31.333334,4
157,9,30,-13.666667,25.666666,4
118,9,41.666668,-10.666667,22,4
150,9,29.222221,-13.555555,25.444445,4
123,9,73.77778,-22.333334,43.333332,4
125,9,55,-18,35.333332,4
78,9,46,-14.333333,29.666666,4
162,9,14.555555,-6.111111,13.555555,4
17,9,54,-12.777778,28.222221,4
158,9,29,-12.777778,23.88889,4
137,9,45.333332,-2.888889,13.444445,4
50,9,80.333336,-23.333334,45.666668,4
110,9,60.444443,-13.666667,29.333334,4
125,9,79.111115,-15.444445,38.555557,4
126,9,28.666666,-13.333333,24.333334,4
57,9,90.111115,-31.11111,59.22222,4
94,9,82.66667,-21,43.666668,4
146,9,15.666667,-7.777778,15.222222,4
81,9,74.44444,-22.666666,45,4
138,9,82.55556,-16.777779,39.22222,4
68,9,68.22222,-14.333333,34.333332,4
107,9,58.333332,-10.777778,25.555555,4
103,9,72.66667,-20,41.333332,4
73,9,51.11111,-1.888889,14.444445,4
125,9,47.555557,-15.333333,30.333334,4
73,9,53,-14.222222,28.444445,4
97,9,54.333332,-5.888889,19.11111,4
80,9,48.22222,-10.111111,25.555555,4
88,9,85,-28.11111,53.22222,4
15,9,86.888885,-28.88889,53.77778,4
98,9,37.11111,-11.666667,25,4
62,9,80,-27.11111,51.555557,4
135,9,60.666668,-19.11111,39.88889,4
125,9,76.44444,-25.11111,46.555557,4
96,9,80.22222,-18.11111,39.555557,4
32,9,72.77778,-23.444445,49.22222,4
139,9,60.444443,-17,36.666668,4
24,9,61.22222,-20.555555,36.11111,4
69,9,73.22222,-18.333334,41,4
125,9,73.77778,-24,46.666668,4
68,9,42.333336,-0.777778,11.222222,4
71,9,42.11111,-1.444444,11.222222,4
152,9,37.666668,-18.666666,33.333332,4
89,9,36.88889,-11.111111,23.88889,4
115,9,56.333332,-12.888889,28.777779,4
85,9,59.555557,-12.444445,31.222221,4
154,9,46.555557,-23.666666,40.666668,4
17,9,54,-12.777778,28.222221,4
93,9,79.22222,-24.222221,49.11111,4
65,9,64.44444,-12.111111,23.222221,4
64,9,71,-20.777779,43.22222,4
132,9,45.666668,-17,31.333334,4
32,9,70.88889,-15.777778,34.22222,4
104,9,69.55556,-20.555555,41.444443,4
121,9,49.444443,-10.777778,25.222221,4
99,9,56,0,12.333333,4
123,9,68.55556,-14.777778,33.22222,4
147,9,8.444445,-1.444444,6.555555,4
146,9,55.88889,-18.777779,38.22222,4
35,9,47.444443,-15.777778,29.555555,4
128,9,67.111115,-20.777779,41.555557,4
119,9,48.22222,-10.888889,25.11111,4
80,9,47.666668,-8.222222,21.444445,4
72,9,74.44444,-23,46.333332,4
64,9,78.111115,-25,48.333332,4
125,9,51.77778,-11.111111,26.88889,4
50,9,75.77778,-23.555555,44.77778,4
117,9,49.77778,-16.444445,32.22222,4
87,9,54.88889,-16.333334,34.666668,4
126,9,43,-7.888889,20.444445,4
18,9,86.111115,-27.88889,53.444443,4
120,9,56.333332,-9.222222,25.444445,4
76,9,54.11111,-18.88889,35.444443,4
124,9,65.22222,-14.666667,32.666668,4
105,9,56.333332,-13.555555,31.777779,4
145,9,76.77778,-26,47,4
104,9,78,-16.555555,38.11111,4
32,9,70.88889,-15.777778,34.22222,4
124,9,56.333332,-20.222221,38.444443,4
67,9,80.44444,-22.88889,47.11111,4
120,9,56.333332,-9.222222,25.444445,4
82,9,53.11111,-10,24.666666,4
79,9,49.666668,-10.222222,24.777779,4
102,9,54.444443,-17.333334,35,4
76,9,42,-8.888889,21.444445,4
21,9,49.333332,-10.888889,25.777779,4
158,9,12.222222,-4.333334,11.333333,4
22,9,62.88889,-20.666666,39.666668,4
121,9,40.555557,-11.111111,24.555555,4
116,9,38.333336,-13.333333,26.666666,4
134,9,63.11111,-21.11111,42.555557,4
111,9,71.66667,-19.333334,41.666668,4
118,9,66.333336,-14.888889,33.77778,4
159,9,10.111111,-4.555555,10.444445,4
87,9,80.333336,-24.777779,48.88889,4
139,9,78.77778,-20.333334,42.333332,4
124,9,51.444443,-15.444445,31.555555,4
158,9,11.777778,-3.777778,10.222222,4
53,9,48.666668,-10.666667,24.666666,4
83,9,59.555557,-11.555555,29.11111,4
46,9,79.111115,-27.333334,50.333332,4
139,9,23.666666,-11.777778,21.88889,4
42,9,74.55556,-24.666666,47,4
116,9,56.555557,-13.444445,29.222221,4
115,9,36.77778,-11.888889,23.777779,4
83,9,79.66667,-18.11111,40.22222,4
83,9,58.666668,-11.333333,27.666666,4
102,9,62.333332,-13.666667,32,4
127,9,41,-1.888889,13.444445,4
122,9,47.555557,-10.333333,25,4
49,9,44.11111,-7.111111,18.222221,4
108,9,69.55556,-16.222221,34.444443,4
119,9,56,-14.888889,31.11111,4
103,9,69.55556,-14.555555,34.11111,4
126,9,28.88889,-6.888889,16.777779,4
77,9,74,-24,44.666668,4
78,9,88.44444,-30.222221,56.11111,4
126,9,70.44444,-16.444445,37.88889,4
62,9,76.22222,-22.777779,45.555557,4
149,9,30,-14.111111,25.88889,4
13,9,88.111115,-29.11111,53.22222,4
68,9,68.22222,-14.333333,34.333332,4
103,9,78.111115,-18.333334,41,4
77,9,71.333336,-16,35.333332,4
160,9,31.555555,-13.888889,26.11111,4
87,9,80.333336,-24.777779,48.88889,4
125,9,83.111115,-18.333334,41.333332,4
111,9,42.22222,-11.333333,24.333334,4
145,9,33.333336,-7.666666,19.666666,4
97,9,54.11111,-5.444445,18.88889,4
117,9,49.77778,-16.444445,32.22222,4
100,9,69.66667,-16.777779,37.555557,4
105,9,56.333332,-13.555555,31.777779,4
146,9,29.666666,-13.777778,24.88889,4
120,9,59.22222,-8.555555,24.444445,4
102,9,77.111115,-20.11111,40.88889,4
34,9,60,-19.444445,37.22222,4
76,9,61.555557,-12.333333,29.333334,4
21,9,79.22222,-19.666666,40,4
75,9,45.666668,-2.333333,13.666667,4
98,9,41,-8.888889,21.11111,4
80,9,48.22222,-10.111111,25.555555,4
38,9,78.44444,-19.222221,41.444443,4
129,9,60.666668,-12.333333,29,4
154,9,64,-18.444445,39.88889,4
133,9,62.555557,-21.333334,41.666668,4
140,9,32.22222,-15.333333,27.666666,4
135,9,83.888885,-18.777779,41.88889,4
98,9,64.66667,-15.888889,35.444443,4
111,9,74.888885,-20.88889,44.11111,4
102,9,69.111115,-17,37,4
81,9,51.555557,-10.444445,25.88889,4
159,9,29.555555,-2.666667,10.333333,4
44,9,58,-14.777778,30.555555,4
25,9,89,-29.333334,55.666668,4
127,9,57.333332,-17.444445,36.22222,4
121,9,66.88889,-20.333334,39.666668,4
110,9,44.444443,-15,31,4
87,9,39.444443,-10.444445,23.222221,4
69,9,40.22222,-0.888889,9.777778,4
122,9,78.22222,-27.555555,52.444443,4
15,9,87.44444,-27.222221,52.11111,4
102,9,64.333336,-16.444445,37.88889,4
83,9,33.22222,-9.555555,20.11111,4
156,9,29.222221,-12.666667,24.666666,4
123,9,34.22222,-20.555555,37.77778,4
120,9,69.333336,-9.444445,27.88889,4
124,9,46.22222,-8.111111,22.88889,4
105,9,70.333336,-15.888889,35.11111,4
147,9,38.666668,-20,34.333332,4
158,9,12.222222,-4.333334,11.333333,4
25,9,55,-15.777778,30.555555,4
128,9,43.77778,-10.444445,24.555555,4
121,9,49.444443,-10.777778,25.222221,4
121,9,68.66667,-21.555555,41.11111,4
42,9,54.11111,-15,28.666666,4
158,9,11.888889,-4.888889,11.777778,4
129,9,34.88889,-16.777779,30.555555,4
127,9,48.22222,-8.222222,22.444445,4
35,9,85.333336,-23,47.666668,4
65,9,72.66667,-21.88889,44.77778,4
118,9,26.555555,-11.555555,21.444445,5
152,9,2.333334,-1.111111,2.888889,5
154,9,3.555556,-2.222222,5.444445,5
149,9,0.111111,-0.111111,0.222222,5
144,9,0,0,0,5
134,9,3.111111,-3.111111,6.222222,5
133,9,3.555556,-1.666667,6,5
36,9,0,0,0,5
114,9,25,-14.222222,26.444445,5
133,9,1.111111,-1.111111,2.222222,5
95,9,2.555556,-0.111111,1.222222,5
113,9,37,-13.333333,23,5
112,9,36.22222,-12.888889,22.11111,5
85,9,26.88889,-13.111111,23.88889,5
139,9,3.222222,-1.444444,5.555555,5
95,9,28.777779,-13.888889,25.777779,5
86,9,10.888889,-6.111111,12.555555,5
91,9,34.88889,-18.88889,32.444443,5
95,9,10.777778,-2.555556,9.444445,5
154,9,3,-0.888889,3.444444,5
112,9,23.88889,-12.222222,23.11111,5
134,9,11.222222,-6.888889,12.777778,5
155,9,12.666667,-7.111111,13.222222,5
115,9,40.11111,-19.11111,31.88889,5
92,9,15.555555,-8.555555,16.777779,5
152,9,2.444444,-1.222222,3.111111,5
133,9,0.888889,-0.888889,1.777778,5
141,9,16.555555,-11.555555,20.11111,5
138,9,6.666666,-5.222222,10.444445,5
135,9,4.444445,-2.777778,7.555555,5
131,9,0,0,0,5
90,9,11.222222,-5.777778,13.888889,5
136,9,5.777778,-4.666666,9.666667,5
133,9,16.666668,-10.888889,20.444445,5
88,9,29.333334,-12.333333,21,5
154,9,4.666667,9.888889,-5.111111,5
94,9,28.666666,-12.777778,25.88889,5
144,9,1,-0.333333,1,5
154,9,0.777778,-0.777778,1.555556,5
141,9,0,0,0,5
134,9,4,-3,7,5
89,9,4.111111,-3.111111,6.888889,5
64,9,10.333334,-6.111111,13.888889,5
141,9,0.111111,-0.111111,0.222222,5
133,9,9,-5.111111,10.888889,5
30,9,11.666667,-6.777778,13.888889,5
62,9,11.444445,-7,15,5
12,9,11.333333,-7.111111,15.222222,5
153,9,1.111111,-1.111111,2.222222,5
62,9,0,0,0,5
108,9,23.444445,-10.111111,19.555555,5
153,9,3.888889,-1.111111,1.555556,5
145,9,1.222222,-0.666667,2,5
97,9,27.777779,-12.777778,24.555555,5
36,9,13,-8.222222,16.444445,5
145,9,0,0,0,5
141,9,0.555556,-0.555556,1.111111,5
138,9,5.888889,-4.666666,9.666667,5
12,9,11.333333,-7.111111,15.222222,5
84,9,24.777779,-12.333333,23,5
89,9,33.555557,-18.666666,32.666668,5
96,9,28.444445,-13.111111,26.555555,5
88,9,21.11111,-14.111111,26.555555,5
144,9,1.111111,-1,2,5
63,9,10.555555,-6.222222,13.444445,5
150,9,0,0,0,5
137,9,3.777778,-3,6.333334,5
112,9,43.666668,-22.222221,36.11111,5
79,9,20.555555,-10.888889,19.11111,5
144,9,0,0,0,5
140,9,0.777778,-0.777778,1.555556,5
33,9,13.111111,-6.888889,13.111111,5
152,9,2.888889,-1.555556,4.111111,5
152,9,2.333334,-1.111111,2.888889,5
105,9,34,-12.555555,21.777779,5
140,9,0.777778,-0.555556,1.111111,5
141,9,0.222222,-0.222222,0.444444,5
154,9,13.888889,-8.444445,15.555555,5
140,9,3.333333,-0.666667,1.333333,5
111,9,26.222221,-11.333333,20.666666,5
137,9,36.555557,-20,33.666668,5
130,9,2.888889,-1.555556,5.111111,5
152,9,5.777778,-2.777778,6.555555,5
138,9,3.222222,-2.333333,6,5
110,9,40.444443,-18.88889,33.444443,5
116,9,4.888889,-3.888889,8.777778,5
107,9,25.777779,-14.888889,27.11111,5
89,9,24.555555,-12,22.666666,5
114,9,34.444447,-12.555555,21.777779,5
13,9,15.888889,-9.555555,19.777779,5
153,9,0,0,0,5
94,9,28.777779,-12.666667,25.666666,5
113,9,28.444445,-11.888889,22.777779,5
155,9,17.555555,-10.555555,18.777779,5
93,9,22.88889,-13.555555,25.444445,5
41,9,1.222222,-0.444444,1.555556,5
141,9,0.111111,-0.111111,0.222222,5
141,9,2.333334,-2.333333,4.666666,5
131,9,0,0,0,5
138,9,7.222222,-5.333334,11,5
31,9,16.555555,-8.777778,15.888889,5
115,9,29.444445,-10.555555,19.444445,5
114,9,24.11111,-13,24,5
137,9,7.111111,-4.777778,10.222222,5
93,9,0,0,0,5
83,9,26.88889,-14.666667,26,5
141,9,8.777778,-5.555555,11.444445,5
108,9,30.444445,-11.111111,20.222221,5
145,9,0,0,0,5
148,9,0,0,0,5
130,9,3.222222,-2.222222,4.444445,5
149,9,0,0,0,5
61,9,12.222222,-7.222222,15.444445,5
154,9,0.222222,-0.222222,0.444444,5
93,9,5.444445,-4.333334,9,5
135,9,3.333333,-1.888889,5.777778,5
142,9,3.555556,-3.333333,7,5
140,9,6.111111,-3.777778,9.222222,5
105,9,29.555555,-10.777778,20.555555,5
67,9,1.111111,0.111111,1.111111,5
89,9,24.555555,-12,22.666666,5
93,9,28.88889,-14.333333,27,5
83,9,17,-11.666667,21.333334,5
154,9,0,0,0,5
88,9,12.222222,-6.666666,14.666667,5
62,9,13.111111,-7.888889,16.444445,5
98,9,30.444445,-13.888889,26.777779,5
104,9,26.11111,-10.333333,19,5
89,9,0,0,0,5
111,9,35.88889,-12.555555,21.444445,5
90,9,29,-13.444445,26.555555,5
62,9,11.444445,-7,15,5
152,9,2.888889,-1.555556,4.111111,5
84,9,31.333334,-13.777778,24.222221,5
110,9,39.333336,-13.222222,23.11111,5
134,9,4.666667,-3.333333,7.666666,5
90,9,12.111111,-6.222222,14.777778,5
140,9,9.444445,-5.666666,11.666667,5
61,9,14.333333,-8.666667,16.666666,5
116,9,37.11111,-12.444445,21.88889,5
134,9,6.111111,-5,10.333333,5
38,9,22,-13,22.666666,5
116,9,29.555555,-12.222222,22.777779,5
