@relation segment

@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
9,-7,37.666668,4
9,-16.777779,52.666668,4
9,-14.111111,43.77778,4
9,-17,61.555557,4
9,-12.444445,36.22222,4
9,-22.777779,77,4
9,-11.111111,29,4
9,-22.666666,82.66667,4
9,-19.444445,55.88889,4
9,-13,42.22222,4
9,-14.222222,48.22222,4
9,-21.222221,79.77778,4
9,-6.444445,11.777778,4
9,-16,50.11111,4
9,-15.222222,40.333336,4
9,-24.88889,87.44444,4
9,-19.555555,68.66667,4
9,-19.444445,64.111115,4
9,-13.222222,41.666668,4
9,-21.444445,63.11111,4
9,-26.333334,89,4
9,-15.777778,45.555557,4
9,-22.222221,78,4
9,-25,89.111115,4
9,-8.111111,18.88889,4
9,-18.555555,52.444443,4
9,-10.111111,42.333336,4
9,-18.222221,56.333332,4
9,-20.88889,69.55556,4
9,-18.333334,62.333332,4
9,-16.11111,51.88889,4
9,-21,73.77778,4
9,-7.666666,29.555555,4
9,-12.555555,31.555555,4
9,-21.777779,75.333336,4
9,-22.333334,80.333336,4
9,-24.11111,88.111115,4
9,-24.11111,80.333336,4
9,-10.111111,47.333332,4
9,-18.444445,70.88889,4
9,-19.444445,70.111115,4
9,-24.88889,78.22222,4
9,-15.444445,54,4
9,-14.222222,53,4
9,-15.777778,56.555557,4
9,-18.666666,58.444443,4
9,-21.444445,76.44444,4
9,-22.222221,75.888885,4
9,-15.444445,48.22222,4
9,-14.666667,49.22222,4
9,-12.777778,36.88889,4
9,-9.333333,33.555557,4
9,-14.777778,31.88889,4
9,-21,76.77778,4
9,-12.222222,31.555555,4
9,-15.777778,49.77778,4
9,-12.111111,28.555555,4
9,-17.555555,59.555557,4
9,-8.666667,32.333336,4
9,-15.444445,54,4
9,-12.222222,31.555555,4
9,-22.11111,73.888885,4
9,-18,65.22222,4
9,-24.666666,85.333336,4
9,-23.222221,79.111115,4
9,-12.555555,43,4
9,-19,68.22222,4
9,-9.888889,28.88889,4
9,-12.444445,41,4
9,-21.555555,78,4
9,-22.666666,73.22222,4
9,-19.555555,64.66667,4
9,-20.88889,74.55556,4
9,-13.222222,47.666668,4
9,-14,48.666668,4
9,-15.666667,48.444443,4
9,-11.888889,37.444443,4
9,-21.11111,64.77778,4
9,-18.11111,57.11111,4
9,-17.222221,63.77778,4
9,-14.666667,37.666668,4
9,-7.444445,14.555555,4
9,-22.11111,73.44444,4
9,-23,79.111115,4
9,-10.111111,23.666666,4
9,-14.777778,41,4
9,-16.222221,56,4
9,-18.222221,56.333332,4
9,-13.666667,54.11111,4
9,-20.777779,73.44444,4
9,-20.666666,76.44444,4
9,-16.11111,51.88889,4
9,-23.222221,79.111115,4
9,-24.444445,80,4
9,-22.88889,72.66667,4
9,-11,28.666666,4
9,-19.333334,66.88889,4
9,-15.444445,53.88889,4
9,-15.333333,46,4
9,-17.666666,64.44444,4
9,-19.666666,60.444443,4
9,-14.222222,48.22222,4
9,-7.444445,15.666667,4
9,-22.333334,71.66667,4
9,-15.666667,60.444443,4
9,-16.11111,51.444443,4
9,-19.88889,62.88889,4
9,-14.555555,49.666668,4
9,-20.777779,67.111115,4
9,-12.333333,32.22222,4
9,-21.777779,73.333336,4
9,-23,78.77778,4
9,-23.11111,79.111115,4
9,-22.444445,79.44444,4
9,-22.333334,74.55556,4
9,-10.777778,47.77778,4
9,-11.777778,39,4
9,-13.444445,45.77778,4
9,-11,28.666666,4
9,-14.555555,41.555557,4
9,-6.444445,10.888889,4
9,-18.666666,58.444443,4
9,-25,75.55556,4
9,-4,11.777778,4
9,-14.222222,48.22222,4
9,-5.777778,12,4
9,-10.222222,26.333334,4
9,-25.666666,84.66667,4
9,-22.777779,74.44444,4
9,-14.444445,39.555557,4
9,-20.777779,77.111115,4
9,-13.333333,38.333336,4
9,-15,47.555557,4
9,-14.666667,53.11111,4
9,-23.333334,78.111115,4
9,-7.444445,33.444447,4
9,-25.555555,86.111115,4
9,-20,62.444443,4
9,-10.888889,46.333332,4
9,-22.777779,79.44444,4
9,-13.555555,49.88889,4
9,-13.222222,54.333332,4
9,-15.888889,56.333332,4
9,-13,35.88889,4
9,-16.333334,58.666668,4
9,-12.333333,56,4
9,-12,33.333336,4
9,-28.11111,90.111115,4
9,-14.888889,38.666668,4
9,-14.888889,49.333332,4
9,-20.666666,74,4
9,-14.777778,58.333332,4
9,-11.111111,64.44444,4
9,-16.222221,56.333332,4
9,-19.11111,64.88889,4
9,-22.555555,76.55556,4
9,-11.111111,64.44444,4
9,-14.777778,41,4
9,-24.88889,87.333336,4
9,-11.111111,44.11111,4
9,-14.333333,46.333332,4
9,-21.222221,79.77778,4
9,-14.222222,45.22222,4
9,-12.555555,51.11111,4
9,-17.777779,60,4
9,-14.666667,47.555557,4
9,-23.222221,74.888885,4
9,-15.444445,51.555557,4
9,-11.888889,36.77778,4
9,-14.444445,61,4
9,-21.444445,64,4
9,-16.444445,55.444443,4
9,-12,29.222221,4
9,-23.333334,74.44444,4
9,-9.666667,24.777779,4
9,-21.444445,80.22222,4
9,-5.222222,8.555555,4
9,-18.88889,66.333336,4
9,-22.333334,74.44444,4
9,-18.444445,68.55556,4
9,-21.444445,70.44444,4
9,-15.111111,45.77778,4
9,-22.666666,73.77778,4
9,-14.777778,55,4
9,-19.88889,66.77778,4
9,-24.666666,77,4
9,-14.555555,48.333332,4
9,-18.777779,57.333332,4
9,-25,74.333336,4
9,-10.555555,33.22222,4
9,-13,47.444443,4
9,-19.444445,66.88889,4
9,-7,12.222222,4
9,-17.444445,61.22222,4
9,-13.777778,48.22222,4
9,-20,69.111115,4
9,-19.222221,58.77778,4
9,-21.11111,64.22222,4
9,-16.222221,59.333332,4
9,-19.333334,71.333336,4
9,-22.88889,71,4
9,-15.444445,48.22222,4
9,-8.333333,25.777779,4
9,-9.777778,42.11111,4
9,-24.88889,79.22222,4
9,-11.777778,49,4
9,-23.555555,71.66667,4
9,-22.666666,78.111115,4
9,-14.333333,45.666668,4
9,-17.222221,34.22222,4
9,-15.555555,61.22222,4
9,-19.444445,66.88889,4
9,-15.777778,47.22222,4
9,-18.444445,70.88889,4
9,-13.444445,40.555557,4
9,-20,72.111115,4
9,-15.777778,51.77778,4
9,-10.555555,45.333332,4
9,-11.777778,32,4
9,-8.888889,40.22222,4
9,-4.888889,7.666666,5
9,0,0,5
9,-6.888889,23.333334,5
9,-9.888889,39.333336,5
9,-4.222222,4.888889,5
9,-4.888889,6.444445,5
9,-9.888889,26.555555,5
9,-2.555556,2.888889,5
9,-12.666667,28.88889,5
9,-11.777778,27.777779,5
9,-12.444445,25.777779,5
9,-7.444445,10,5
9,-0.666667,1,5
9,-4.111111,4.111111,5
9,0,0,5
9,0,0,5
9,-11.333333,25.777779,5
9,-6.333334,13.444445,5
9,-9.222222,34,5
9,0,0,5
9,-8.111111,20.333334,5
9,-0.333333,0.333333,5
9,0,0,5
9,-3.777778,3,5
9,-9.111111,30.444445,5
9,0,0,5
9,-7.777778,10.333334,5
9,-1.888889,1.777778,5
9,-7.888889,14.333333,5
9,-4.111111,3.111111,5
9,-9.222222,34.444447,5
9,-5.333334,6.111111,5
9,-1.333333,1.222222,5
9,-10.777778,26.88889,5
9,-9.555555,20.88889,5
9,-9.222222,26.11111,5
9,-10.888889,24.444445,5
9,-6.222222,19.777779,5
9,-12.111111,34.666668,5
9,-5.222222,11,5
9,-8.666667,15.222222,5
9,0,0,5
9,-1.222222,2.888889,5
9,-3.777778,5.777778,5
9,-8,12.222222,5
9,-1.111111,1.222222,5
9,-9.555555,16.666668,5
9,-0.111111,0.111111,5
9,-5,6.333334,5
9,-9.222222,23.222221,5
9,-7.111111,9.555555,5
9,-14.222222,43.11111,5
9,-1.111111,1.222222,5
9,-14,33.555557,5
9,-10.222222,22.222221,5
9,-9,14.111111,5
9,0,0,5
9,-11,24.11111,5
9,-3.888889,3.333333,5
9,-11.333333,23.777779,5
9,-9.666667,22,5
9,-13.111111,32.333336,5
9,-1.333333,1.666667,5
9,-12.444445,21.11111,5
9,0,0,5
9,0,0,5
9,-13.111111,29,5
9,0,0,5
9,-2.444444,5,5
9,-8.222222,11.444445,5
9,0,0,5
9,-8,14.333333,5
9,-8.666667,26.11111,5
9,-12.555555,24.88889,5
9,0,0,5
9,-14.555555,40.444443,5
9,0,0,5
9,-2.111111,1.777778,5
9,-8.555555,12.111111,5
9,-3.333333,3.777778,5
9,-8.555555,20.555555,5
9,-11.777778,19.555555,5
9,-10.666667,24.555555,5
9,0,0,5
9,-2.111111,1.888889,5
9,-10.666667,28.555555,5
9,-13.111111,37.444443,5
9,-8.222222,12.222222,5
9,-1.888889,1.777778,5
9,0,0,5
9,-2.555556,2.888889,5
9,-13.777778,40.333336,5
9,0,0,5
9,-9.666667,17.666668,5
9,-6.888889,13.666667,5
9,-4,4,5
9,-7,9.777778,5
9,-9.333333,21.666666,5
9,-10,23,5
9,-9,14.111111,5
9,-6.888889,10.777778,5
9,-9.666667,37,5
9,-7.111111,13.888889,5
9,-5,5.888889,5
9,-12.777778,40.77778,5
9,-8.111111,11.333333,5
9,-11.888889,28.777779,5
9,-4.888889,5.111111,5
9,0,0,5
9,0,0,5
9,-11.888889,20.555555,5
9,0,0,5
9,-12.777778,40.11111,5
9,-8.888889,29.444445,5
9,-9.444445,23.444445,5
9,-2.555556,3,5
9,-12.666667,21.11111,5
9,0,0,5
9,0,0,5
9,-3.222222,3.222222,5
9,-12.222222,25,5
9,-8.666667,29.333334,5
9,-6.666666,10.333334,5
9,0,0,5
9,-0.666667,0.666667,5
9,-4.777778,9.666667,5
9,-13.333333,30.444445,5
9,-9.333333,21,5
9,-14,43.77778,5
9,-3.555556,2.888889,5
9,-4.333334,3.666667,5
9,-10.666667,24.777779,5
9,-4.111111,3.222222,5
9,-7.222222,14,5
9,-2,1.777778,5
9,-6.888889,10.777778,5
9,-1.777778,1.777778,5
9,0,0,5
9,-10.888889,24.88889,5
9,-1.888889,2.444444,5
9,-10.222222,15.888889,5
9,0,0,5
9,-9,35.11111,5
9,0,0,5
9,-6.444445,10.777778,5
9,-5.444445,7.111111,5
9,-8.333333,12.333333,5
9,-0.222222,0.222222,5
9,-11.888889,31.444445,5
9,-5.666666,6,5
9,-10.888889,28.444445,5
9,-8.222222,13,5
9,-7.111111,11.666667,5
9,0,0,5
9,-5.666666,7.222222,5
9,-9.333333,26.222221,5
9,-8.666667,21,5
9,-1,1.111111,5
9,0,0,5
9,-7.666666,34.88889,5
9,-2.333333,2.333334,5
9,-0.666667,3.333333,5
9,-4.666666,5.777778,5
9,-4.333334,4.666667,5
9,-8.222222,17.555555,5
9,-1.333333,3.777778,5
9,-6.222222,8.555555,5
9,-2.666667,2.888889,5
9,-6,9.444445,5
9,-10.555555,22.666666,5
9,-13.111111,28.666666,5
9,-5,5.777778,5
9,-5.777778,9,5
9,0,0,5
9,-6.777778,13.111111,5
9,-13,28.777779,5
9,0,0,5
9,-2.222222,3.222222,5
9,-3.888889,5.777778,5
9,-5.888889,8.777778,5
9,-11.888889,22.88889,5
9,-5.777778,9,5
9,-10.444445,25.11111,5
9,-11.333333,26.88889,5
9,-5.222222,11,5
9,-4.777778,4.444445,5
9,-8.555555,16.555555,5
9,-8.222222,20.555555,5
9,-8.444445,27.88889,5
9,-6.222222,13.111111,5
9,-8.444445,13.666667,5
9,-1.777778,2.333334,5
9,-8.666667,26.11111,5
9,-1.444444,1.444444,5
9,-9.333333,15.888889,5
9,-8.111111,11.333333,5
9,-7.333334,13,5
9,-11.888889,22.88889,5
9,-8.888889,35.88889,5
9,-4.888889,6.444445,5
9,-8.111111,11.222222,5
9,0,0,5
9,-12.777778,23.444445,5
9,-10.222222,23.222221,5
9,-11.666667,22.11111,5
9,-3.888889,4.888889,5
9,-10.555555,28.777779,5
9,-3.666667,3.555556,5
9,-2.666667,2.888889,5
9,-0.444444,3.888889,5
9,-0.222222,0.222222,5
9,-2.222222,2.777778,5
9,-8.222222,11.444445,5
9,-9.777778,29.555555,5
9,-8.888889,35.88889,5
9,-10.555555,24.88889,5
9,-0.777778,1.555556,5
9,-8,12.555555,5
9,-0.111111,0.111111,5
9,-3.888889,3.888889,5
9,-11.111111,24.444445,5
9,0,0,5
9,-9.222222,19.222221,5
9,0,0,5
9,-0.333333,0.333333,5
9,-5.444445,6.111111,5
9,-8,11.444445,5
9,-12.888889,30.444445,5
9,0,0,5
9,-13.888889,43.666668,5
9,-3.666667,3.222222,5
9,-3.222222,3.555556,5
9,-6.444445,10.888889,5
9,-13.555555,34.88889,5
9,-1.222222,2.666667,5
9,-1.777778,1.888889,5
9,-13,28.777779,5
9,0,0,5
9,-13.444445,27.11111,5
9,-7.444445,15,5
9,-5.333334,7.444445,5
9,-2.333333,2.333334,5
9,-1.111111,1.111111,5
9,-8.222222,15.555555,5
9,-2.555556,3,5
9,-9.444445,24,5
9,-9,21.444445,5
9,-6.222222,12.888889,5
9,-6.111111,12.666667,5
9,-9.222222,37.11111,5
9,-1.777778,2.333334,5
9,0,0,5
9,-4.444445,20.88889,5
9,-1.555556,1.555556,5
9,-0.888889,0.888889,5
9,-3.111111,3.111111,5
9,-8.333333,12,5
9,-3.555556,3.888889,5
9,-1.777778,1.888889,5
9,-12,20.444445,5
9,-1.888889,1.777778,5
9,-13.111111,29.555555,5
9,-0.555556,0.555556,5
9,-10.444445,31.333334,5
9,-2.777778,2.666667,5
9,-9.222222,22.444445,5
9,-5.222222,6.666666,5
9,-7.777778,14.333333,5
9,-9.888889,39.333336,5
9,-8.666667,21,5
9,-12.111111,23.777779,5
9,-4.333334,3.555556,5
9,-1.333333,1.222222,5
9,-7.111111,16.555555,5
9,-4.333334,4.666667,5
9,0,0,5
9,-9.666667,17,5
9,-12.222222,25.777779,5
9,-9.444445,37.11111,5
9,-2.333333,3.222222,5
9,-7.222222,10.555555,5
9,-9.333333,28.666666,5
9,0,0,5
9,-4.888889,4.888889,5
9,-0.777778,0.777778,5
9,-9.222222,36.22222,5
9,-13.444445,28.444445,5
9,-7,9.555555,5
9,-13,25.777779,5
9,-7.777778,19.222221,5
9,-0.111111,0.111111,5
9,-10.777778,26.88889,5
9,-8.222222,12.222222,5
9,-11.111111,23.777779,5
9,-8.555555,13.111111,5
9,-2.777778,3.666667,5
9,-1.222222,1.222222,5
9,-18.333334,58.666668,6
9,-21.444445,71.66667,6
9,-10.777778,51.444443,6
9,-19.666666,71.111115,6
9,-18.666666,59.555557,6
9,-10.666667,37.77778,6
9,-17.333334,59.666668,6
9,-24.222221,76.44444,6
9,-22,67.22222,6
9,-17.333334,55.333332,6
9,-17.444445,58.555557,6
9,-22.666666,74.77778,6
9,-18,59,6
9,-18.444445,55.333332,6
9,-20.777779,60.444443,6
9,-16.222221,57.11111,6
9,-23.333334,74.888885,6
9,-18.666666,60.77778,6
9,-24.666666,74.77778,6
9,-20,60.88889,6
9,-20.88889,62.22222,6
9,-20.222221,61,6
9,-18.88889,61.444443,6
9,-12,53.666668,6
9,-19.777779,60.666668,6
9,-17.777779,58.333332,6
9,-10.333333,51.333332,6
9,-18.444445,61.77778,6
9,-24.444445,76.66667,6
9,-23.222221,69.55556,6
9,-12.222222,36.555557,6
9,-10.222222,36.444443,6
9,-9,50.333332,6
9,-19.444445,60.666668,6
9,-9.111111,36.333336,6
9,-23.11111,72.22222,6
9,-22.444445,67,6
9,-19.88889,61.444443,6
9,-11.666667,45.444443,6
9,-19.444445,58.22222,6
9,-18.555555,60.666668,6
9,-19.11111,61,6
9,-14.222222,42.22222,6
9,-12.333333,49.666668,6
9,-20.777779,67.22222,6
9,-24,71.44444,6
9,-14.333333,40.11111,6
9,-18.11111,58.666668,6
9,-19.88889,62,6
9,-22.555555,67.77778,6
9,-9,37.555557,6
9,-21.11111,61.77778,6
9,-21.555555,61.11111,6
9,-17.88889,63.22222,6
9,-14.888889,50.444443,6
9,-9.333333,35.88889,6
9,-13.666667,51.22222,6
9,-12.333333,38.11111,6
9,-23.666666,71.55556,6
9,-20,67.333336,6
9,-14,42.77778,6
9,-12.111111,39.11111,6
9,-12.111111,37.77778,6
9,-12.666667,41.88889,6
9,-12,41,6
9,-19.555555,71.55556,6
9,-12.333333,51.77778,6
9,-13.444445,42.88889,6
9,-17.555555,55.77778,6
9,-19.444445,60.666668,6
9,-21.777779,69.66667,6
9,-20.222221,62.333332,6
9,-12.555555,49,6
9,-23.555555,69.66667,6
9,-21.11111,66.88889,6
9,-13.222222,54.555557,6
9,-17.777779,58.88889,6
9,-14.555555,47.333332,6
9,-22.222221,76.55556,6
9,-8.222222,47.555557,6
9,-19,62.333332,6
9,-23.11111,68.111115,6
9,-19.11111,63.333332,6
9,-10.333333,36.333336,6
9,-22.666666,77.77778,6
9,-24.555555,77.55556,6
9,-22.777779,74.888885,6
9,-24.222221,75.66667,6
9,-21.88889,70.333336,6
9,-13.444445,44.11111,6
9,-18.666666,62.22222,6
9,-13.444445,42.88889,6
9,-21.666666,65.88889,6
9,-17.444445,58.555557,6
9,-20.88889,72.44444,6
9,-25.222221,75.66667,6
9,-18.444445,58.666668,6
9,-22.333334,68,6
9,-23.777779,74.888885,6
9,-20.11111,60.11111,6
9,-18,59,6
9,-20.666666,61.11111,6
9,-12.444445,52.22222,6
9,-14.111111,49.77778,6
9,-15.222222,50,6
9,-19.222221,62.22222,6
9,-24.444445,76.22222,6
9,-18.222221,60.333332,6
9,-22.333334,67.66667,6
9,-20.333334,59.88889,6
9,-18.11111,57.666668,6
9,-24.11111,72.55556,6
9,-18,54.333332,6
9,-20.333334,62.333332,6
9,-25.444445,76.44444,6
9,-12.333333,49.666668,6
9,-22.777779,74.888885,6
9,-24.11111,71.44444,6
9,-21.333334,68.77778,6
9,-22.444445,75.66667,6
9,-21.555555,64.333336,6
9,-17.88889,52.88889,6
9,-23.11111,69,6
9,-20.88889,59.88889,6
9,-19.444445,60.666668,6
9,-25.222221,75.66667,6
9,-24.333334,75.55556,6
9,-23.88889,70.88889,6
9,-18.222221,59.77778,6
9,-25.444445,78.111115,6
9,-20.88889,59.88889,6
9,-22.444445,75.66667,6
9,-17.222221,60.22222,6
9,-24.11111,74.111115,6
9,-8.555555,30.11111,6
9,-25.444445,74.888885,6
9,-16.333334,65,6
9,-19.777779,60.88889,6
9,-17.555555,58.555557,6
9,-23.333334,69.55556,6
9,-12.444445,51.22222,6
9,-18.88889,59.77778,6
9,-24.88889,73.333336,6
9,-19.333334,60,6
9,-19,70,6
9,-21.555555,69.22222,6
9,-17.555555,52,6
9,-10.555555,38.77778,6
9,-25.222221,75.22222,6
9,-22.777779,71.22222,6
9,-24,76.111115,6
9,-11.222222,36.88889,6
9,-21.222221,64.55556,6
9,-11.666667,37.88889,6
9,-19.11111,57.22222,6
9,-11.444445,51.77778,6
9,-20,64.88889,6
9,-22,62.666668,6
9,-18.222221,63,6
9,-23.11111,72.66667,6
9,-15.444445,50.666668,6
9,-21.88889,65.111115,6
9,-20.666666,63.333332,6
9,-21.11111,62.333332,6
9,-21.11111,66.88889,6
9,-25.555555,75.44444,6
9,-17.222221,55,6
9,-24.11111,74.111115,6
9,-19,61.333332,6
9,-22.222221,76.55556,6
9,-8.666667,48.11111,6
9,-23.333334,70,6
9,-22.222221,69.77778,6
9,-23,72,6
9,-18,57.77778,6
9,-9.888889,49.22222,6
9,-16.333334,54.666668,6
9,-22.555555,69.111115,6
9,-24.88889,72.111115,6
9,-10.222222,51.333332,6
9,-24.333334,76.66667,6
9,-21.666666,69.111115,6
9,-18.777779,56.333332,6
9,-12.222222,38,6
9,-20.333334,59.88889,6
9,-22.88889,76,6
9,-22.666666,69.77778,6
9,-20.222221,62.333332,6
9,-12.333333,40.666668,6
9,-22.333334,67.66667,6
9,-19.11111,57.11111,6
9,-13.555555,43.88889,6
9,-21,71,6
9,-19.88889,61.666668,6
9,-23.555555,73.333336,6
9,-19,61.22222,6
9,-22.666666,72,6
9,-7.666666,48.11111,6
9,-6.111111,42.88889,6
9,-14.222222,42.22222,6
9,-10.222222,35.22222,6
9,-25.11111,75.22222,6
9,-22.11111,66.55556,6
9,-17.777779,58.88889,6
9,-22.88889,75.44444,6
9,-18.333334,60.555557,6
9,-17.666666,58.77778,6
9,-20.777779,67.22222,6
9,-24.88889,77.55556,6
9,-19.777779,61.555557,6
9,-23.666666,74,6
9,-16.555555,55.444443,6
9,-13,41.333336,6
9,-15.777778,52.88889,6
9,-23.666666,76.22222,6
9,-25,72.44444,6
9,-15.444445,50.666668,6
9,-20.777779,65,6
9,-10.111111,38.333336,6
9,-17.11111,52.555557,6
9,-22.11111,69.66667,6
9,-16,57.333332,6
9,-12.444445,51.22222,6
9,-9.222222,50.666668,6
9,-17.333334,56.333332,6
9,-17.777779,59.22222,6
9,-19.88889,61.666668,6
9,-11.111111,38.555557,6
9,-22.555555,68.111115,6
9,-19.555555,59.22222,6
9,-10.333333,51.333332,6
9,-24.555555,76.55556,6
9,-12.444445,52.22222,6
9,-21.222221,67.88889,6
9,-24.555555,74.77778,6
9,-20.222221,58.11111,6
9,-11.111111,38,6
9,-11.555555,51.333332,6
9,-22.666666,71,6
9,-24.222221,79.111115,6
9,-23.333334,72.55556,6
9,-22.11111,73.44444,6
9,-20.222221,62.11111,6
9,-9.777778,29.333334,6
9,-22.666666,70.22222,6
9,-16.88889,58.88889,6
9,-18.333334,56.88889,6
9,-18,61.444443,6
9,-25.222221,74.22222,6
9,-12.555555,49,6
9,-22.444445,69,6
9,-8.111111,48.88889,6
9,-10.666667,33,6
9,-12.888889,46.22222,6
9,-17.666666,58.77778,6
9,-21.222221,71.111115,6
9,-24.777779,75.66667,6
9,-17.333334,54.444443,6
9,-21.555555,71.888885,6
9,-24,75.111115,6
9,-21.88889,70.22222,6
9,-13.555555,41.11111,6
9,-11.333333,39.666668,6
9,-21.333334,61,6
9,-20.333334,62.11111,6
9,-21.666666,70.111115,6
9,-13.444445,42.88889,6
9,-20.222221,59.333332,6
9,-20.88889,62.11111,6
9,-14.444445,49.555557,6
9,-20.777779,70.111115,6
9,-22.666666,74,6
9,-23.222221,76,6
9,-15.555555,53.88889,6
9,-12.888889,46.22222,6
9,-22.11111,66.55556,6
9,-7.666666,48.11111,6
9,-9.777778,50.555557,6
9,-8,48.555557,6
9,-21.555555,68,6
9,-12.777778,50.333332,6
9,-23.333334,72.66667,6
9,-23,76.55556,6
9,-18.666666,62.22222,6
9,-11.666667,40.666668,6
9,-19.777779,60.666668,6
9,-24.777779,76.44444,6
9,-10.222222,36.444443,6
9,-23.88889,73.22222,6
9,-24.555555,74.77778,6
9,-24.88889,72.55556,6
9,-21.88889,63.11111,6
9,-26,79.55556,6
9,-21.666666,68.66667,6
9,-21.222221,61.333332,6
9,-10.666667,33,6
9,-17.222221,52.555557,6
9,13.666667,13.777778,7
9,12.111111,21.555555,7
9,2,16.88889,7
9,10.555555,17,7
9,16.777779,26.88889,7
9,14.666667,28.666666,7
9,13.444445,17.444445,7
9,14,18,7
9,16.666666,24.777779,7
9,15.888889,33.333336,7
9,12.444445,16.333334,7
9,15.111111,23.222221,7
9,12.111111,11.111111,7
9,13.666667,19.11111,7
9,16.11111,29.88889,7
9,20,32.555557,7
9,20.333334,26.88889,7
9,14.666667,19.88889,7
9,12.666667,18.444445,7
9,12.111111,15.888889,7
9,10.111111,17.88889,7
9,10.888889,11.888889,7
9,12.666667,17.666668,7
9,17.777779,25.444445,7
9,15.777778,20,7
9,16.666666,23.88889,7
9,18.88889,30.11111,7
9,-7.111111,25.11111,7
9,19.777779,26,7
9,14.444445,21,7
9,11.555555,10.666667,7
9,14.666667,27.222221,7
9,11.222222,11.222222,7
9,15.333333,20.444445,7
9,16.444445,17.333334,7
9,19.333334,25.11111,7
9,15.333333,24.666666,7
9,16.88889,24.666666,7
9,4.666666,10.111111,7
9,20.666666,27.333334,7
9,7.444445,15.333333,7
9,15.111111,24.666666,7
9,12.555555,18.333334,7
9,19.11111,22.88889,7
9,12.222222,17.777779,7
9,17.88889,25,7
9,14.888889,24.555555,7
9,18.88889,27.555555,7
9,13.666667,19.11111,7
9,15,18.444445,7
9,11.111111,18.333334,7
9,18,22.555555,7
9,10.555555,18.666668,7
9,13.222222,16.555555,7
9,13.333333,19.666668,7
9,14.111111,24,7
9,14.666667,27.222221,7
9,10.444445,21.222221,7
9,11.222222,14.666667,7
9,9.666667,18.666668,7
9,9.333333,14.444445,7
9,17.11111,22.88889,7
9,11.444445,12.333333,7
9,15.222222,19.555555,7
9,17.777779,26.11111,7
9,13.222222,17,7
9,15.888889,29.555555,7
9,18.88889,18.777779,7
9,14.666667,23.88889,7
9,10.111111,9.666667,7
9,16.444445,19.11111,7
9,16.11111,22.88889,7
9,18.666666,23,7
9,15.555555,22.333334,7
9,15.222222,15.888889,7
9,16.777779,17.88889,7
9,12.111111,17.777779,7
9,14.666667,19.88889,7
9,21.222221,29.88889,7
9,17.666666,19.11111,7
9,14.555555,23.333334,7
9,12.777778,23.88889,7
9,11.555555,19.555555,7
9,16.333334,24.88889,7
9,13.222222,17.222223,7
9,12.111111,15.888889,7
9,21.666666,29.444445,7
9,14.777778,14.666667,7
9,8.777778,18.222221,7
9,10.111111,11.555555,7
9,15.444445,21.333334,7
9,14.555555,17.11111,7
9,15.555555,25.11111,7
9,15.777778,23.222221,7
9,13.888889,28.333334,7
9,19.444445,29,7
9,-0.888889,17.666668,7
9,17.11111,26.222221,7
9,15.333333,19.333334,7
9,15.777778,22.222221,7
9,10.111111,18.555555,7
9,13.333333,29.555555,7
9,12.111111,16.444445,7
9,16.666666,24.222221,7
9,19.444445,30.555555,7
9,11.333333,18.11111,7
9,17,16.333334,7
9,16.666666,35.666668,7
9,20.555555,30.666666,7
9,20,26.555555,7
9,13.888889,28.333334,7
9,10.222222,18.444445,7
9,9.444445,19.555555,7
9,15.555555,17.333334,7
9,16.444445,19.222221,7
9,12.777778,23.88889,7
9,14.555555,18.333334,7
9,10.666667,17.555555,7
9,16.333334,32.333336,7
9,14.666667,23,7
9,15.444445,29.444445,7
9,17.11111,27.88889,7
9,22.222221,28.555555,7
9,1.777778,7.222222,7
9,12,21.777779,7
9,14.111111,17.222223,7
9,13.555555,20.777779,7
9,11.555555,12.666667,7
9,14.111111,18.666668,7
9,14.222222,21.333334,7
9,13.777778,19.222221,7
9,12.333333,12.555555,7
9,24.666666,34.11111,7
9,15.555555,22.666666,7
9,14.888889,24.555555,7
9,15.222222,17,7
9,8.222222,8.333334,7
9,9.444445,18.222221,7
9,16.555555,25.333334,7
9,3.888889,11.888889,7
9,16.11111,20.555555,7
9,13.666667,20,7
9,10.111111,18.11111,7
9,9.777778,14.333333,7
9,13.888889,29.666666,7
9,11.333333,10.444445,7
9,11,20.444445,7
9,16.88889,21,7
9,12.777778,15.888889,7
9,16.11111,20.11111,7
9,15.222222,18.777779,7
9,19.88889,33.444447,7
9,12,23.555555,7
9,11.555555,17.222223,7
9,4.222222,15,7
9,7.888889,17.444445,7
9,12.888889,20.333334,7
9,17.222221,24,7
9,5.666666,8.333334,7
9,16.444445,20.555555,7
9,12.777778,21.444445,7
9,14.333333,19.88889,7
9,10.111111,17.444445,7
9,13.777778,17.555555,7
9,11.333333,11.777778,7
9,11.444445,13.777778,7
9,18.777779,29,7
9,13.444445,16.11111,7
9,19.444445,24.555555,7
9,17.666666,18,7
9,15.444445,20.11111,7
9,12.555555,17.444445,7
9,12.111111,15.777778,7
9,15.111111,19.11111,7
9,15.111111,21.11111,7
9,14.333333,19.666668,7
9,6.333334,22.777779,7
9,17.222221,25.555555,7
9,9.888889,11.333333,7
9,13.333333,16.444445,7
9,12.888889,20.333334,7
9,19.222221,29.444445,7
9,15.222222,20.444445,7
