@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-2 numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
116,9,0,-5.555555,5.111111,3
119,9,0,-3.333333,3.222222,3
87,9,0.111111,-14.666667,23.444445,3
102,9,0,-6.666666,6.333334,3
126,9,0.111111,-3.222222,3.555556,3
141,9,0,-14.333333,18.555555,3
105,9,0.111111,-21.222221,52.666668,3
144,9,0,-7.222222,6.555555,3
125,9,0,-22.333334,30.666666,3
146,9,0,0,0,3
109,9,0,-9.333333,9.666667,3
123,9,0,-4.111111,3.777778,3
106,9,0,-1.666667,1.666667,3
120,9,0,-7.222222,6.555555,3
97,9,0,-6,5.555555,3
96,9,0,-8.333333,8,3
132,9,0,-1.888889,2,3
122,9,0,-17.777779,31.11111,3
123,9,0,-2.111111,2,3
103,9,0,-6.111111,5.666666,3
78,9,0.111111,-26.666666,91.44444,3
119,9,0,-6.777778,6.777778,3
79,9,0,-8.555555,9.222222,3
125,9,0,-4,3.888889,3
121,9,0,-6.888889,6,3
138,9,0,-2.333333,2.333334,3
138,9,0,-0.555556,0.666667,3
145,9,0,-1.555556,1.444444,3
138,9,0,-9.555555,9.333334,3
108,9,0.111111,-24.11111,61.11111,3
83,9,0,-10.555555,28.555555,3
110,9,0,-5.111111,4.888889,3
95,9,0,-7.888889,7.222222,3
122,9,0,-4.777778,4.444445,3
139,9,0,-1.333333,1.333333,3
81,9,0,-23,51.77778,3
121,9,0,-25,29.222221,3
110,9,0,-7.555555,6.444445,3
124,9,0,-2.666667,2.444444,3
116,9,0,-6.333334,6,3
124,9,0,-6.888889,6.111111,3
73,9,0,-43.666668,70.111115,3
87,9,0,-5.111111,5.666666,3
95,9,0,-7.111111,7.444445,3
142,9,0,-1.333333,1.333333,3
124,9,0,-2,2,3
113,9,0,-2.888889,2.777778,3
80,9,0,-25.333334,79.55556,3
128,9,0,-8.555555,9.555555,3
122,9,0,-1.666667,1.222222,3
100,9,0,-9.444445,9.444445,3
107,9,0,-11.444445,14.555555,3
118,9,0,-0.111111,0.111111,3
73,9,0,-10.444445,10.666667,3
120,9,0,-2.777778,3,3
77,9,0,-13.444445,13.111111,3
136,9,0,-16.555555,20.88889,3
127,9,0,-7.444445,6.777778,3
128,9,0,-2.222222,2.222222,3
111,9,0,-3.888889,3.555556,3
110,9,0,-4.666666,4.444445,3
125,9,0,-4.111111,3.888889,3
134,9,0,-0.111111,0.111111,3
116,9,0,-5.222222,5,3
80,9,0,-12.555555,12.444445,3
110,9,0,-4.666666,4.444445,3
105,9,0,-7.444445,8.333334,3
116,9,0,-20.88889,29.555555,3
138,9,0,-0.777778,0.666667,3
120,9,0,-25.555555,33.11111,3
87,9,0.111111,-26,79,3
138,9,0,-3.111111,2.777778,3
123,9,0,-4.555555,4.222222,3
134,9,0,-5,3.888889,3
123,9,0,-3.444444,3.444444,3
90,9,0,-6.777778,6.888889,3
122,9,0,-1.666667,1.222222,3
130,9,0,-2.333333,2.333334,3
69,9,0,-12.555555,16,3
87,9,0,-5.111111,5.666666,3
91,9,0,-8.111111,8,3
137,9,0,-0.777778,0.777778,3
85,9,0,-13.888889,14.888889,3
91,9,0,-11.444445,12.111111,3
76,9,0.111111,-15.222222,19.444445,3
88,9,0,-7,6.444445,3
109,9,0,-8.555555,8.444445,3
109,9,0,-8.555555,8.444445,3
82,9,0,-11.444445,10.222222,3
80,9,0,-10.444445,15.111111,3
136,9,0,-7.666666,26.666666,3
125,9,0,-11.888889,25.333334,3
137,9,0,-0.666667,0.666667,3
121,9,0,-8.777778,7.777778,3
122,9,0,-24.444445,28.333334,3
102,9,0,-6.666666,6.333334,3
98,9,0,-10.333333,9.222222,3
120,9,0,-16.88889,25.777779,3
144,9,0,-3.444444,3.444444,3
102,9,0.111111,-19.777779,52.666668,3
119,9,0,-4.333334,4.222222,3
121,9,0,-3.444444,3.333333,3
130,9,0,-2.666667,2.555556,3
106,9,0,-5.555555,4.888889,3
136,9,0,-1.777778,1.888889,3
106,9,0,-8,7.888889,3
118,9,0,-2.111111,2,3
136,9,0,-11.666667,13.222222,3
129,9,0,-1.555556,1.555556,3
111,9,0,-25.11111,30.11111,3
120,9,0,-6.888889,7.666666,3
114,9,0,-5.222222,4.666667,3
96,9,0,-8,7.777778,3
135,9,0,-2.222222,2.111111,3
81,9,0.111111,-14.444445,18.88889,3
95,9,0,-12.444445,12.555555,3
89,9,0,-6.555555,6.444445,3
99,9,0,-5.777778,5.555555,3
64,9,0,-19,38,3
100,9,0,-3.333333,2.777778,3
124,9,0,-3.222222,3.222222,3
72,9,0,-8.888889,9.444445,3
144,9,0,-3.444444,3.444444,3
95,9,0,-8.888889,9.444445,3
114,9,0,-34.444443,47.22222,3
122,9,0,-5.111111,5.222222,3
123,9,0,-3.777778,3.666667,3
117,9,0,-3.333333,3.555556,3
71,9,0,-18.88889,40.22222,3
100,9,0,-9.888889,11.555555,3
73,9,0,-42.444443,57.333332,3
147,9,0,-3.777778,9.888889,3
107,9,0,-5.666666,5.333334,3
107,9,0,-13.666667,64.44444,4
96,9,0,-3.111111,61,4
100,9,0,-15.111111,66.88889,4
15,9,0,-28.88889,86.888885,4
28,9,0,-26.88889,79.111115,4
83,9,0,-11.555555,59.555557,4
77,9,0,-7.666666,37.666668,4
94,9,0,-21,82.66667,4
117,9,0,-19,58.444443,4
157,9,0,-13.666667,30,4
32,9,0.111111,-23.444445,72.77778,4
66,9,0,-4.777778,47.77778,4
110,9,0,-13.666667,60.444443,4
108,9,0,-16.222221,69.55556,4
154,9,0,-14.444445,28.555555,4
48,9,0,-9.888889,49.88889,4
122,9,0,-10.333333,47.555557,4
161,9,0,-4.777778,10.888889,4
121,9,0,-10.777778,49.444443,4
120,9,0,-9.222222,56.333332,4
140,9,0,-9,32.333336,4
129,9,0,-24.555555,78,4
159,9,0,-2.666667,29.555555,4
104,9,0,-16.555555,78,4
96,9,0,-22.444445,77,4
123,9,0,-14.444445,64.111115,4
158,9,0,-4.888889,11.888889,4
73,9,0,-2.555556,48.77778,4
68,9,0,-0.777778,42.333336,4
62,9,0,-22.777779,76.22222,4
120,9,0,-8.555555,59.22222,4
118,9,0,-14.888889,66.333336,4
154,9,0,-19.777779,39.555557,4
154,9,0,-23.666666,46.555557,4
84,9,0,-4.666666,11.777778,4
138,9,0,-16.777779,82.55556,4
102,9,0,-23.11111,73.44444,4
50,9,0,-23.555555,75.77778,4
146,9,0,-7.777778,15.666667,4
25,9,0,-29.333334,89,4
146,9,0,-13.888889,31.555555,4
42,9,0,-24.666666,74.55556,4
42,9,0,-14,47.77778,4
89,9,0,-13.111111,41,4
35,9,0,-23,85.333336,4
36,9,0,-29.444445,84.77778,4
121,9,0,-10.777778,49.444443,4
121,9,0,-11.111111,40.555557,4
103,9,0,-18.333334,78.111115,4
136,9,0,-5.888889,8.555555,4
129,9,0,-14.333333,47.444443,4
110,9,0,-15,44.444443,4
120,9,0,-9.222222,56.333332,4
143,9,0,-22.11111,64.77778,4
127,9,0,-8.222222,48.22222,4
73,9,0,-13.555555,49.77778,4
83,9,0,-11.333333,58.666668,4
81,9,0,-10.444445,51.555557,4
150,9,0,-13.555555,29.222221,4
125,9,0,-5.111111,49,4
117,9,0,-11.444445,39,4
132,9,0,-17,45.666668,4
151,9,0,-22.11111,42.77778,4
129,9,0,-16.777779,34.88889,4
111,9,0,-17.444445,75.333336,4
111,9,0,-20.88889,74.888885,4
158,9,0,-12.777778,29,4
78,9,0,-9.555555,37.444443,4
68,9,0,-1.222222,41.666668,4
35,9,0,-15.777778,47.444443,4
73,9,0,-1.888889,51.11111,4
81,9,0,-11.111111,47.22222,4
21,9,0,-10.888889,49.333332,4
115,9,0,-12.888889,56.333332,4
57,9,0,-18.777779,79.44444,4
57,9,0,-18.777779,79.44444,4
90,9,0,-21,61.444443,4
95,9,0,-24.555555,71.66667,4
135,9,0,-18.777779,83.888885,4
120,9,0,-9.444445,69.333336,4
78,9,0,-30.222221,88.44444,4
17,9,0.222222,-12.777778,54,4
135,9,0,-19.11111,60.666668,4
82,9,0,-13,48.444443,4
102,9,0,-16.444445,64.333336,4
89,9,0,-13.111111,41,4
81,9,0,-22.666666,74.44444,4
154,9,0.111111,-18.444445,64,4
127,9,0,-17.444445,57.333332,4
77,9,0,-16,71.333336,4
97,9,0,-5.444445,54.11111,4
131,9,0,-15.111111,45.77778,4
124,9,0,-14.333333,64.44444,4
34,9,0,-19.444445,60,4
80,9,0,-8.222222,47.666668,4
117,9,0,-16.444445,49.77778,4
137,9,0,-2.888889,45.333332,4
108,9,0,-12,48.22222,4
103,9,0,-15.777778,73.44444,4
103,9,0,-20,72.66667,4
68,9,0,-14.333333,68.22222,4
32,9,0,-15.777778,70.88889,4
103,9,0,-14.555555,69.55556,4
80,9,0,-21.333334,72.111115,4
124,9,0,-8.111111,46.22222,4
34,9,0,-23.666666,89.111115,4
123,9,0,-10.888889,26.333334,4
15,9,0,-27.222221,87.44444,4
119,9,0,-10.888889,48.22222,4
125,9,0,-24,73.77778,4
62,9,0,-27.11111,80,4
70,9,0,-10.555555,48.333332,4
69,9,0,0.666667,44.555557,4
146,9,0,-13.777778,29.666666,4
111,9,0,-11.333333,42.22222,4
32,9,0,-15.777778,70.88889,4
159,9,0,-2.666667,29.555555,4
70,9,0,-10.444445,64.88889,4
140,9,0,-15.333333,32.22222,4
126,9,0,-13.333333,28.666666,4
125,9,0,-18,55,4
129,9,0,-12.333333,60.666668,4
116,9,0,-12.222222,41.666668,4
73,9,0,-5.111111,47.333332,4
46,9,0,-27.333334,79.111115,4
79,9,0,-8.777778,53.88889,4
19,9,0,-21.555555,58.77778,4
67,9,0,-23.222221,75.888885,4
158,9,0,-4.333334,12.222222,4
64,9,0,-25,78.111115,4
80,9,0,-10.111111,48.22222,4
134,9,0,-21.11111,63.11111,4
120,9,0,-13.555555,59.333332,4
42,9,0,-15,54.11111,4
120,9,0,-11.666667,47.77778,4
57,9,0,-31.11111,90.111115,4
101,9,0,-22.444445,79.44444,4
78,9,0,-8.111111,51.88889,4
145,9,0,-7.666666,33.333336,4
116,9,0,-13.444445,56.555557,4
77,9,0,-24,74,4
104,9,0,-13.666667,68.22222,4
38,9,0,-24,74.333336,4
105,9,0,-13.555555,56.333332,4
104,9,0,-20.555555,69.55556,4
89,9,0,-23.777779,74.44444,4
139,9,0,-17,60.444443,4
109,9,0,-20.555555,62.88889,4
119,9,0,-14.888889,56,4
97,9,0,-5.888889,54.333332,4
42,9,0,-11.444445,36.22222,4
64,9,0,-14.333333,50.11111,4
135,9,0,-12.444445,41,4
138,9,0,-16.555555,66.77778,4
50,9,0,-23.333334,80.333336,4
126,9,0,-16.444445,70.44444,4
125,9,0,-10,24.777779,4
102,9,0,-17.333334,54.444443,4
99,9,0,0,56,4
76,9,0,-12.333333,61.555557,4
104,9,0,-16.222221,76.55556,4
98,9,0,-11.666667,37.11111,4
17,9,0.222222,-12.777778,54,4
44,9,0,-25.666666,75.55556,4
128,9,0,-10.444445,43.77778,4
18,9,0,-27.88889,86.111115,4
105,9,0,-13.555555,60.88889,4
111,9,0,-12.444445,38.22222,4
124,9,0,-20.222221,56.333332,4
147,9,0,-1.444444,8.666667,4
132,9,0,-16.666666,49.22222,4
129,9,0,-13.444445,41.11111,4
146,9,0,-7.777778,15.666667,4
66,9,0,-1.666667,45.88889,4
124,9,0.111111,-14.666667,65.22222,4
45,9,0,-14.888889,63.77778,4
98,9,0,-8.888889,41,4
112,9,0,-20.777779,73.333336,4
85,9,0,-12.444445,59.555557,4
100,9,0,-16.777779,69.66667,4
125,9,0,-15.333333,47.555557,4
24,9,0,-20.555555,61.22222,4
153,9,0,-20,38.77778,4
124,9,0,-15.444445,51.444443,4
126,9,0,-6.888889,28.88889,4
111,9,0,-19.333334,71.66667,4
102,9,0,-14.333333,69.66667,4
157,9,0,-14.777778,32,4
71,9,0,-1.444444,42.11111,4
98,9,0,-15.888889,64.66667,4
53,9,0,-10.666667,48.666668,4
64,9,0,-20.777779,71,4
146,9,0,-18.777779,55.88889,4
148,9,0,-22.88889,41.555557,4
76,9,0,-8.888889,42,4
95,9,0,-11.888889,56.333332,4
137,9,0,-6.111111,42.333336,4
78,9,0,-8.111111,51.88889,4
79,9,0,-10.222222,49.666668,4
119,9,0,-10.888889,48.22222,4
28,9,0,-26.88889,79.111115,4
73,9,0,-1.888889,51.11111,4
121,9,0,-20.333334,66.88889,4
76,9,0,-18.88889,54.11111,4
13,9,0,-29.11111,88.111115,4
22,9,0,-20.666666,62.88889,4
49,9,0,-7.111111,44.11111,4
117,9,0,-19,58.444443,4
149,9,0,-10.111111,23.777779,4
48,9,0,-16.222221,52.444443,4
38,9,0,-19.222221,78.44444,4
43,9,0,-29.444445,82.55556,4
123,9,0,-11.111111,53.77778,4
123,9,0,-14.777778,68.55556,4
139,9,0,-11.777778,23.666666,4
147,9,0,-20,38.666668,4
96,9,0,-18.11111,80.22222,4
17,9,0,-23.555555,87.333336,4
100,9,0,-15.111111,66.88889,4
159,9,0,-0.555556,22.333334,4
70,9,0,-23,77,4
73,9,0,-14.222222,53,4
102,9,0,-13.666667,62.333332,4
66,9,0,-3.222222,46.333332,4
117,9,0,-16.444445,49.77778,4
65,9,0,-19.11111,73.888885,4
68,9,0,-21.222221,71,4
69,9,0,-0.888889,40.22222,4
83,9,0,-9.555555,33.22222,4
75,9,0,-11.777778,48.22222,4
106,9,0,-10.777778,45.77778,4
108,9,0,-13.111111,55.444443,4
20,9,0,-10.444445,42.77778,4
134,9,0,-22.777779,58.22222,4
158,9,0,-4.333334,12.222222,4
65,9,0,-20.88889,74.55556,4
156,9,0,-12.666667,29.222221,4
127,9,0,-1.888889,41,4
17,9,0,-24.222221,86.55556,4
162,9,0,-5.111111,12,4
68,9,0,-14.333333,68.22222,4
107,9,0,-7,35.88889,4
126,9,0,-7.888889,43,4
90,9,0,-22.555555,79.77778,4
118,9,0,-10.666667,41.666668,4
85,9,0,-19.333334,61.555557,4
65,9,0,-12.111111,64.44444,4
102,9,0,-20.11111,77.111115,4
101,9,0,-18.11111,57.11111,4
133,9,0,-4.666666,25.777779,4
127,9,0,-8.222222,48.22222,4
102,9,0,-14.333333,69.66667,4
125,9,0,-11.111111,51.77778,4
116,9,0,-25.666666,76.44444,4
25,9,0,-15.777778,55,4
102,9,0,-17,69.111115,4
147,9,0.111111,-18,62.444443,4
69,9,0,-18.333334,73.22222,4
147,9,0.111111,-19.222221,38.666668,4
33,9,0,-13.444445,45.555557,4
133,9,0,-14.333333,46.333332,4
125,9,0,-25.11111,76.44444,4
44,9,0,-14.777778,58,4
72,9,0,-23,74.44444,4
133,9,0,-21.333334,62.555557,4
158,9,0,-11.333333,47.444443,4
128,9,0,-20.777779,67.111115,4
93,9,0,-24.222221,79.22222,4
87,9,0,-24.777779,80.333336,4
77,9,0,-9,48.22222,4
105,9,0,-15.888889,70.333336,4
75,9,0,-2.333333,45.666668,4
103,9,0,-14.555555,45.22222,4
70,9,0.111111,-9.222222,44.444443,4
139,9,0,-20.333334,78.77778,4
66,9,0,-11.444445,61.22222,4
152,9,0,-18.666666,37.666668,4
123,9,0,-20.555555,34.22222,4
65,9,0,-12.111111,64.44444,4
45,9,0,-14.888889,63.77778,4
105,9,0,-16.666666,78.77778,4
126,9,0,-13.333333,28.666666,4
125,9,0,-18.333334,83.111115,4
101,9,0,-18.11111,57.11111,4
121,9,0,-21.555555,68.66667,4
109,9,0,-17.11111,53.666668,4
101,9,0,-11.888889,39.444443,4
65,9,0,-21.88889,72.66667,4
145,9,0,-26,76.77778,4
159,9,0,-4.555555,10.111111,4
116,9,0,-13.333333,38.333336,4
105,9,0,-13.555555,56.333332,4
76,9,0,-3.444444,33.444447,4
125,9,0,-15.444445,79.111115,4
148,9,0,-22.88889,41.555557,4
126,9,0,-11,27.333334,4
107,9,0,-10.777778,58.333332,4
114,9,0,-13,24.11111,5
140,9,0,-0.777778,0.777778,5
152,9,0,-1.333333,1.666667,5
152,9,0,0,0,5
83,9,0,-11.666667,17,5
133,9,0,-4.444445,5,5
94,9,0,-14.111111,23.777779,5
150,9,0,0,0,5
137,9,0,-1.222222,1.777778,5
62,9,0,-7,11.444445,5
89,9,0,-10.777778,25.11111,5
147,9,0,0,0,5
149,9,0,-0.111111,0.111111,5
136,9,0,-4.666666,5.777778,5
134,9,0,-3.111111,3.111111,5
131,9,0,-1.888889,2.777778,5
155,9,0,-4,21.444445,5
155,9,0.111111,-10.555555,17.555555,5
133,9,0,-5.111111,9,5
89,9,0,-11.777778,24.444445,5
116,9,0,-12.222222,29.555555,5
131,9,0,-1.444444,1.888889,5
94,9,0,-13.666667,30.444445,5
144,9,0,0,0,5
136,9,0,-7.555555,10.666667,5
119,9,0.111111,-8.222222,13.666667,5
152,9,0,-1.555556,2.888889,5
139,9,0,-1.444444,3.222222,5
36,9,0,-8.777778,13.666667,5
97,9,0,-12.777778,27.777779,5
65,9,0,-8.444445,14.333333,5
93,9,0,-13.555555,22.88889,5
57,9,0.111111,-12.111111,20.88889,5
113,9,0,-13.333333,37,5
130,9,0,-2.222222,3.222222,5
144,9,0,-0.333333,1,5
85,9,0,-13.111111,26.88889,5
116,9,0,-12.444445,37.11111,5
84,9,0,-12.333333,24.777779,5
93,9,0,-13.555555,22.88889,5
62,9,0,-7.888889,13.111111,5
134,9,0,-1.555556,1.555556,5
61,9,0,-7.222222,12.222222,5
84,9,0,-13.777778,31.333334,5
155,9,0,-6.222222,12.888889,5
90,9,0,-18.555555,34.444447,5
114,9,0,-14.222222,25,5
110,9,0,-4.333334,7.444445,5
144,9,0,0,0,5
39,9,0,-6.555555,14.333333,5
137,9,0,-4.777778,7.111111,5
12,9,0,-9,17.666668,5
63,9,0,-6.222222,10.555555,5
113,9,0,-10.444445,27.88889,5
134,9,0,-19.11111,37.444443,5
152,9,0,-1.111111,2.333334,5
142,9,0,0,0,5
112,9,0,-12.888889,36.22222,5
138,9,0,-11.888889,19.222221,5
35,9,0,-9.444445,19.222221,5
89,9,0,-6.444445,9.555555,5
58,9,0,-8.333333,14.111111,5
113,9,0,-22,43.77778,5
133,9,0,-1.222222,1.777778,5
135,9,0,-18.666666,37,5
134,9,0,-3.333333,4.666667,5
33,9,0,-6.888889,13.111111,5
144,9,0,-1,1.111111,5
40,9,0,-0.111111,1.555556,5
98,9,0,-13.888889,30.444445,5
144,9,0,0,0,5
140,9,0,-1.666667,5,5
145,9,0,-0.666667,1.222222,5
140,9,0,-0.555556,0.777778,5
154,9,0,-0.888889,1.555556,5
34,9,0,-11,21,5
89,9,0,-18.666666,33.555557,5
114,9,0,-14.444445,34.666668,5
110,9,0.111111,-18.88889,40.444443,5
155,9,0,-7.111111,12.666667,5
93,9,0,-13.111111,23.444445,5
142,9,0,-0.333333,0.333333,5
130,9,0,-1.555556,3,5
92,9,0,-13.111111,25.777779,5
144,9,0,0,0,5
137,9,0,-20,36.555557,5
62,9,0,0,0,5
154,9,0,-2.222222,3.555556,5
114,9,0,-12.555555,34.444447,5
90,9,0,-14.333333,25.777779,5
154,9,0,-0.777778,0.777778,5
91,9,0,-13.777778,20.666668,5
95,9,0,-13.888889,28.777779,5
149,9,0,0,0,5
30,9,0.111111,-6.777778,11.666667,5
135,9,0,-4.222222,4.888889,5
82,9,0,-10,21.666666,5
135,9,0,-2.333333,2.333334,5
134,9,0,-5.555555,6.444445,5
91,9,0,-4.333334,9.777778,5
115,9,0,-10.555555,29.444445,5
154,9,0,-0.222222,0.222222,5
137,9,0,-3,3.777778,5
113,9,0,-12,34.88889,5
135,9,0,-21.555555,43.11111,5
95,9,0,-0.111111,2.555556,5
36,9,0,0,0,5
106,9,0,-10.111111,24,5
94,9,0,-12.666667,28.777779,5
154,9,0,-0.555556,1.222222,5
61,9,0,-7.222222,12.222222,5
41,9,0,-0.444444,1.222222,5
152,9,0,-2.777778,5.777778,5
148,9,0,0,0,5
154,9,0,0,0,5
104,9,0,-10.333333,26.11111,5
38,9,0,-13,22,5
94,9,0,-12.777778,28.666666,5
134,9,0,-2.555556,3.888889,5
115,9,0,-12.222222,22.222221,5
131,9,0,0,0,5
154,9,0.111111,-5.222222,7.666666,5
138,9,0,-5.333334,7.222222,5
139,9,0,-3.888889,3.888889,5
111,9,0,-12.555555,35.88889,5
133,9,0,-1.777778,1.777778,5
145,9,0,0,0,5
63,9,0,-7.888889,14,5
86,9,0,-11.777778,24.666666,5
90,9,0,-7.444445,15,5
41,9,0,-0.444444,1.222222,5
140,9,0,-3.777778,6.111111,5
139,9,0,-6,9.555555,5
89,9,0,-6.333334,13,5
91,9,0,-10.333333,21,5
140,9,0,-0.777778,1.888889,5
30,9,0,-7.111111,13.111111,5
137,9,0,-2.444444,2.666667,5
141,9,0,-0.222222,0.222222,5
96,9,0,-13.111111,28.444445,5
88,9,0,-14.111111,21.11111,5
130,9,0,0,0,5
111,9,0,-12.555555,35.88889,5
139,9,0,-6.888889,8.555555,5
62,9,0,-6.888889,11.444445,5
131,9,0,-2,3.666667,5
138,9,0,-2.333333,3.222222,5
86,9,0,-13.666667,21.11111,5
90,9,0,-5.777778,11.222222,5
144,9,0,-1.111111,1.666667,5
90,9,0,-6.222222,12.111111,5
86,9,0,-6.111111,10.888889,5
110,9,0,-13.222222,39.333336,5
86,9,0,-13.333333,20.444445,5
141,9,0,0,0,5
141,9,0,-0.555556,0.555556,5
36,9,0,-8.222222,13,5
89,9,0,-12,25.777779,5
152,9,0,-1.111111,2.333334,5
110,9,0,-10,15.888889,5
147,9,0,-0.222222,0.444444,5
113,9,0,-11.888889,28.444445,5
155,9,0,-5.888889,11,5
148,9,0,-0.111111,0.111111,5
141,9,0,-0.111111,0.111111,5
68,9,0,-0.555556,2.888889,5
94,9,0,-12.666667,28.777779,5
89,9,0,-3.111111,4.111111,5
143,9,0,-1.333333,1.777778,5
135,9,0,-1.444444,1.444444,5
79,9,0.111111,-10.888889,20.555555,5
109,9,0,-10.222222,28.777779,5
154,9,0.111111,-8.444445,13.888889,5
80,9,0,-11.888889,23.222221,5
120,9,0,-12,28.666666,5
131,9,0,-0.666667,0.666667,5
151,9,0,-0.333333,0.333333,5
141,9,0,-0.111111,0.111111,5
134,9,0,-3,4,5
12,9,0,-7.111111,11.333333,5
154,9,0,9.888889,9.666667,5
58,9,0,-8.333333,14.111111,5
149,9,0,0,0,5
34,9,0,-11.888889,20.88889,5
138,9,0,-5.222222,6.666666,5
109,9,0,-13.888889,37.11111,5
89,9,0,0,0,5
88,9,0,-12.333333,29.333334,5
144,9,0,0,0,5
95,9,0,-2.555556,10.777778,5
153,9,0,0,0,5
89,9,0,-12,24.555555,5
94,9,0,-2.888889,3.222222,5
115,9,0,-2.333333,2.888889,5
105,9,0,-10.777778,29.555555,5
134,9,0,-5.555555,6.444445,5
34,9,0,-11,21,5
89,9,0,-12,22.11111,5
148,9,0,0,0,5
137,9,0,-1.222222,1.777778,5
134,9,0,-3.333333,4.666667,5
141,9,0,-11.555555,16.555555,5
82,9,0,-11.555555,22.444445,5
92,9,0,-13.555555,20.555555,5
93,9,0,-14.111111,27.11111,5
129,9,0,0.444444,2.666667,5
118,9,0,-11.555555,26.555555,5
140,9,0,-0.666667,3.333333,5
131,9,0,0,0,5
140,9,0,-5.666666,9.444445,5
105,9,0,-12.555555,34,5
67,9,0,0.111111,1.111111,5
141,9,0,-1.111111,1.777778,5
114,9,0,-18.11111,40.77778,5
99,9,0,-12.777778,23.777779,5
129,9,0,0,0,5
110,9,0,-13.222222,39.333336,5
90,9,0,-13.444445,29,5
138,9,0,-1.111111,3.111111,5
141,9,0,-2.333333,2.333334,5
134,9,0,-5,6.111111,5
90,9,0,-11.888889,24.444445,5
152,9,0,0,0,5
62,9,0,-6.888889,11.444445,5
88,9,0,-6.666666,12.222222,5
112,9,0,-12.222222,23.88889,5
135,9,0,-3.666667,6,5
108,9,0,-9.555555,20.555555,5
145,9,0,-0.666667,1.222222,5
68,9,0,-3.666667,10.333334,5
145,9,0,-3.222222,5.777778,5
85,9,0,-13.111111,26.88889,5
90,9,0,-7.111111,10,5
133,9,0,-0.888889,0.888889,5
93,9,0,-4.333334,5.444445,5
104,9,0,-10.333333,26.11111,5
62,9,0,-7,11.444445,5
133,9,0,-1.111111,1.111111,5
89,9,0,-0.666667,3.777778,5
117,9,0,-7.666666,23,5
135,9,0,-0.444444,0.444444,5
134,9,0,-3.333333,4.666667,5
135,9,0,-2.777778,4.444445,5
152,9,0,-1.555556,2.888889,5
141,9,0,0,0,5
94,9,0,-2.888889,3.222222,5
154,9,0.111111,-6.444445,10.777778,5
58,9,0,-8.555555,14.555555,5
153,9,0,0,0,5
107,9,0,-13,35.11111,5
131,9,0,0,0,5
116,9,0,-9.888889,23.222221,5
116,9,0,-12.222222,31.444445,5
111,9,0,-11.666667,23.777779,5
145,9,0,0,0,5
155,9,0,-5.888889,11,5
83,9,0,-14.666667,26.88889,5
137,9,0,-4.111111,4.111111,5
153,9,0.111111,-9,13.444445,5
89,9,0,-12,24.555555,5
135,9,0,-1.444444,3,5
108,9,0,-11.111111,30.444445,5
108,9,0,-10.111111,23.444445,5
12,9,0,-7.111111,11.333333,5
145,9,0,0,0,5
131,9,0,0,0,5
92,9,0,-8.555555,15.555555,5
86,9,0,-13.666667,28.555555,5
133,9,0,-1.666667,3.555556,5
154,9,0,-1.444444,1.888889,5
112,9,0,-12.777778,32.333336,5
95,9,0,-2.555556,10.777778,5
152,9,0,0,0,5
105,9,0,-7.555555,19.777779,5
61,9,0,-7.666666,12.333333,5
64,9,0,-6.111111,10.333334,5
84,9,0,-12.555555,24.88889,5
142,9,0,-2.777778,3.666667,5
135,9,0,-3.222222,5.111111,5
133,9,0,-5.111111,9,5
153,9,0,-1.111111,3.888889,5
136,9,0,-5.333334,5.777778,5
116,9,0,-3.888889,4.888889,5
113,9,0,-11.888889,28.444445,5
153,9,0,-1.111111,1.111111,5
31,9,0,-8.777778,16.555555,5
143,9,0,0,0,5
64,9,0,-5.666666,12.555555,5
135,9,0,-6.666666,10.444445,5
61,9,0,-8.666667,14.333333,5
13,9,0,-9.555555,15.888889,5
137,9,0,-4.666666,6.333334,5
134,9,0,-6.888889,11.222222,5
130,9,0,-1.555556,2.888889,5
154,9,0,-0.888889,3,5
152,9,0,0,0,5
111,9,0,-11.333333,26.222221,5
210,9,0,-16.555555,62.22222,6
182,9,0,-16.555555,68.111115,6
187,9,0.111111,-15.111111,60.11111,6
182,9,0,-9.888889,52.555557,6
208,9,0,-22.222221,70.333336,6
187,9,0,-13.222222,59.88889,6
181,9,0,-20.88889,75.66667,6
188,9,0,-20.333334,74.888885,6
195,9,0,-15.777778,58.88889,6
190,9,0,-14,60,6
200,9,0,-20.444445,69,6
187,9,0,-17.333334,68,6
195,9,0,-16.222221,55.555557,6
186,9,0.111111,-13.222222,60.22222,6
192,9,0,-18.333334,65,6
207,9,0,-19.11111,70.111115,6
186,9,0,-12.222222,43.88889,6
196,9,0,-22.555555,79.111115,6
162,9,0,-16.88889,49.22222,6
193,9,0,-11.222222,50,6
189,9,0,-11.333333,40.333336,6
196,9,0,-17.222221,62.22222,6
191,9,0.111111,-13,58.666668,6
193,9,0,-15.555555,63,6
181,9,0,-20.222221,74.22222,6
186,9,0,-11.555555,43.444443,6
197,9,0,-16.11111,61.555557,6
204,9,0,-19.11111,71.22222,6
162,9,0,-19.88889,54.666668,6
198,9,0,-19.333334,72.333336,6
196,9,0,-18,65.66667,6
188,9,0,-9.444445,37.77778,6
161,9,0,-16.222221,51.333332,6
182,9,0,-17.222221,69.111115,6
185,9,0,-11.777778,58.22222,6
182,9,0,-10,54.333332,6
