@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
20,1.444443,113.85185,-33.555557,-2.231826,2
25,0.388889,112.22222,-43.333332,-2.396894,2
113,1.333333,133.11111,-25.333334,-2.309551,2
55,1.166668,124.111115,-30.666666,-2.308179,2
58,1.000001,92.703705,-47.444443,-2.239301,2
47,1.000001,126.37037,-31.11111,-2.315792,2
59,1.333333,122.03704,-34.444443,-2.323173,2
18,0.5,113.77778,-34.333332,-2.340839,2
28,1.222221,110.48148,-37.77778,-2.238865,2
54,0.833335,110,-36.333332,-2.345744,2
61,0.555556,109.07407,-41.88889,-2.367396,2
18,0.555553,114.14815,-35.11111,-2.278452,2
20,0.611112,111.703705,-39.77778,-2.385213,2
65,1.500001,123,-34,-2.303991,2
21,1.222221,130.14815,-28.11111,-2.357178,2
62,1.111112,125.40741,-27.222221,-2.315962,2
41,1.499999,113.40741,-28.555555,-2.139822,2
32,1.500001,121.44444,-33.666668,-2.309391,2
44,2.333333,122.59259,-31.777779,-2.384657,2
40,0.666667,110.03704,-44.11111,-2.419456,2
46,1.777779,126.03704,-30.11111,-2.304436,2
36,1.833335,103.03704,-40.444443,-2.232346,2
16,0.888891,111.81481,-38.11111,-2.293933,2
15,1.444443,140.2963,-19.222221,-2.330563,2
32,1.33333,116.77778,-38.666668,-2.421193,2
30,0.944444,112.96296,-40.88889,-2.395064,2
13,1.111115,140.25926,-17.777779,-2.292384,2
32,1.777779,126.22222,-33.333332,-2.333746,2
77,1.166665,107.62963,-41.22222,-2.42468,2
13,1.111112,104.111115,-47.666668,-2.28708,2
98,1.666667,92.333336,-45,-2.238522,2
35,1.111113,124.55556,-30.333334,-2.282923,2
50,0.944445,107.44444,-38.333332,-2.337296,2
18,0.555557,112.111115,-44.666668,-2.45498,2
35,1.222221,97.92593,-44.77778,-2.248235,2
78,0.777779,135.55556,-20.666666,-2.225537,2
53,0.833333,134.77777,-19.666666,-2.217488,2
47,1.499999,107.111115,-41.666668,-2.271072,2
45,0.777779,108.96296,-39.22222,-2.371807,2
76,1.333333,90.07407,-46.555557,-2.208019,2
16,1.499999,112.96296,-40.22222,-2.385001,2
91,0.722221,104.888885,-37,-2.300486,2
80,1.444445,96.333336,-41.666668,-2.228712,2
50,0.77778,124.111115,-33,-2.28828,2
54,0.944444,116.77778,-23,-2.079152,2
137,0.277778,0.222222,-0.666667,-2.094395,3
123,0.611111,1.074074,-2.888889,-2.16921,3
135,0.333333,0.962963,-2.888889,-2.117548,3
87,44.722225,67.44444,-26,-2.422127,3
73,2.333333,5.814815,-10.444445,-2.355641,3
136,0,0,0,0,3
136,2.666667,15.518518,-19.555555,-2.307511,3
126,1.055556,2.962963,-7.222222,-2.289097,3
126,0.944444,2.777778,-6.666666,-2.536514,3
81,0.777778,3.481482,-7.444445,-2.248134,3
73,9.444445,34.703705,-42.444443,-2.255561,3
141,0.888889,3.259259,-8.444445,-2.257122,3
108,27.277779,49.814816,-24.11111,-2.360491,3
117,0.611111,1.333333,-3.333333,-2.094395,3
75,10.222221,38.037037,-24.777779,-2.284187,3
95,1.055556,3.518518,-7.888889,-2.348987,3
134,1.611111,8.703704,-15.111111,-2.343004,3
100,2.555556,4.592593,-9.444445,-2.28054,3
120,3.722222,3.740741,-6.888889,-2.180291,3
91,0.833333,3.259259,-8.111111,-2.186723,3
127,0.777778,2.740741,-6.555555,-2.408939,3
83,12.888889,14.37037,-16.11111,-2.274205,3
122,1.555556,20.148148,-17.777779,-2.06017,3
136,2.777778,19.444445,-7.666666,-1.61572,3
78,43.333332,79.666664,-26.666666,-2.411645,3
124,0.555556,1.148148,-3.111111,-2.18129,3
117,0.111111,1.074074,-3.222222,-2.132635,3
100,2.444444,6.074074,-9.888889,-2.226247,3
144,0.5,1.148148,-3.444444,-2.094395,3
121,1.5,3.407408,-6.888889,-2.519165,3
119,1.055556,1.222222,-3.333333,-2.133095,3
99,1,2.037037,-5.777778,-2.149743,3
142,0.888889,3.851852,-6.555555,-2.280603,3
69,20.444445,23.814816,-13.777778,-2.488979,3
122,0,0.333333,-1,-2.094395,3
133,0.222222,0.481482,-1.444444,-2.094395,3
68,18.277777,47.185184,-25.88889,-2.308656,3
91,25.277779,44.296295,-17.555555,-2.320272,3
84,1.777778,4.555555,-9,-2.305729,3
130,0.555555,1.37037,-3.777778,-2.239029,3
93,1.5,5,-9,-2.329423,3
114,0.277778,1.740741,-2.888889,-2.02703,3
131,1,0.740741,-1.555556,-2.094395,3
122,1.166667,16.185184,-17.88889,-2.247266,3
110,0.5,1.814815,-5.111111,-2.152507,3
93,3.444444,6.777778,-10.666667,-2.332766,3
131,0,0,0,0,3
141,2.166667,12.666667,-14.333333,-2.451571,3
83,0.666667,3.703704,-6.444445,-2.573381,3
128,3.166667,5.296296,-8.555555,-2.300368,3
128,0.388889,0.740741,-2.222222,-2.094395,3
91,3.277778,6.259259,-11.444445,-2.282744,3
102,0.833333,2.888889,-6.666666,-2.261719,3
124,1.111111,2.518518,-6.888889,-2.267462,3
99,3.055555,4.148148,-9.111111,-2.255673,3
91,1,5.62963,-11.222222,-2.383949,3
118,0.333333,0.925926,-2.777778,-2.17128,3
136,2.111111,12.185185,-16.555555,-2.268991,3
145,1.277778,0.851852,-1.555556,-2.53095,3
102,29.888887,44.037037,-19.777779,-2.416817,3
123,0.5,1.518519,-4.555555,-2.164094,3
91,0.666667,3.666667,-7.666666,-2.217735,3
126,0.5,1.407407,-4.222222,-2.229939,3
116,0.833333,1.962963,-5.222222,-2.163434,3
91,1.111111,2.62963,-6.555555,-2.225735,3
107,6.777779,7.962963,-10.222222,-2.291762,3
81,15.166667,41.925926,-26.444445,-2.274461,3
66,10.944443,39.88889,-22.666666,-2.43063,3
96,2.333333,5.222222,-9.333333,-2.330693,3
115,3.333333,14.777778,-19,-2.45904,3
83,8.333333,23.296297,-10.555555,-2.321343,3
124,6.5,7.592593,-10.444445,-2.265747,3
121,0.111111,1.148148,-3.444444,-2.132635,3
126,2.555556,10.185185,-15.888889,-2.449839,3
97,0.555555,2.111111,-6,-2.191382,3
103,1.111111,2.148148,-6.111111,-2.185466,3
122,0.444444,0.555556,-1.666667,-2.444563,3
108,3.388889,8.666667,-10.666667,-2.275553,3
120,1.055556,1.925926,-5.111111,-2.298085,3
136,0.666667,1.111111,-3,-2.110974,3
98,4.666666,5.518518,-9.555555,-2.272973,3
72,1.388889,4.518518,-8.888889,-2.216721,3
122,0.444444,0.555556,-1.666667,-2.444563,3
127,1.277778,16.37037,-16.444445,-2.035808,3
144,0.333333,1,-3,-2.094395,3
64,20.222223,31,-19,-2.593825,3
120,1.444444,19.074074,-25.555555,-2.231261,3
127,1.055556,17.592592,-25.777779,-2.326275,3
85,2.055556,4.296296,-8.888889,-2.271544,3
90,0.666667,2.814815,-6.777778,-2.164323,3
136,2.055555,8,-11.666667,-2.412671,3
110,2.722222,3.962963,-7.555555,-2.618651,3
124,0.222222,1.074074,-3.222222,-2.094395,3
79,14.166667,32.77778,-25.333334,-2.286295,3
114,8.833333,29.814816,-34.444443,-2.295381,3
77,2.388889,7.703704,-13.444445,-2.467493,3
88,0.944445,2.777778,-7,-2.269545,3
96,0.833333,6.296296,-10.888889,-2.275792,3
127,1,3.814815,-7.444445,-2.474562,3
81,9.222222,21.333334,-22,-2.438409,3
108,27.277779,49.814816,-24.11111,-2.360491,3
109,2.833333,4.296296,-8.555555,-2.283787,3
124,2.388889,14.666667,-21.333334,-2.396682,3
139,0.333333,0.666667,-2,-2.15073,3
114,1.166667,1.851852,-5.222222,-2.222661,3
125,0.5,1.37037,-4.111111,-2.130339,3
125,0.888889,1.148148,-3.444444,-2.175647,3
124,0.277778,0.666667,-2,-2.094395,3
79,1.166667,5.407407,-10.888889,-2.339798,3
106,0.111111,0.555556,-1.666667,-2.094395,3
73,1.722222,4.851852,-9.222222,-2.268176,3
86,8.777779,13.407408,-13.888889,-2.363577,3
94,0.722222,2.259259,-6.444445,-2.189708,3
98,0.388889,1.407407,-4.222222,-2.11372,3
109,3.999999,13.296296,-18.88889,-2.344093,3
137,0.333333,0.666667,-2,-2.094395,3
98,0.666667,1.518519,-3.555556,-2.4238,3
75,26.611113,55,-22.666666,-2.356754,3
143,0.888889,4.185185,-9.888889,-2.257412,3
103,2.944445,3.851852,-5.888889,-2.497929,3
90,6.777779,9,-12.666667,-2.266389,3
76,1.666667,2.444444,-4.666666,-2.340801,3
69,4.333333,11.074074,-12.555555,-2.481874,3
111,0.944444,1.296296,-3.888889,-2.139494,3
87,44.722225,67.44444,-26,-2.422127,3
137,0.388889,0.777778,-2.333333,-2.123254,3
136,2.666667,15.518518,-19.555555,-2.307511,3
73,10.722222,46.666668,-43.666668,-2.251254,3
120,0.5,1.444444,-4.333334,-2.156366,3
87,1.888889,2.925926,-5.111111,-2.229493,3
85,1.111111,1.777778,-4,-2.377624,3
126,1.222222,1.518519,-3.222222,-2.107303,3
128,2.444444,16.481482,-19.11111,-2.3163,3
125,2.666667,3.925926,-7.111111,-2.234241,3
124,1.833333,3,-4.666666,-2.118937,3
88,1.555556,3.296296,-7.888889,-2.216544,3
105,31.222223,42.851852,-21.222221,-2.380238,3
115,0.722222,2.740741,-7.222222,-2.321865,3
117,0,0,0,0,3
113,0.666667,1.407407,-3.888889,-2.237562,3
77,1.611111,5,-11.333333,-2.354881,3
111,4.111111,4.888889,-8,-2.216473,3
79,1.333333,4.851852,-8.555555,-2.288981,3
89,5.833334,10.481482,-14.111111,-2.356793,3
120,0.611111,16.851852,-16.88889,-2.230821,3
145,1.277778,0.851852,-1.555556,-2.53095,3
142,0.111111,0.037037,-0.111111,-2.094395,3
123,0.166667,1.148148,-3.444444,-2.094395,3
110,2.277777,17.222221,-24,-2.321226,3
130,0.333333,0.888889,-2.666667,-2.123254,3
88,2.166666,5.259259,-11.111111,-2.396657,3
146,0.055556,0.037037,-0.111111,-2.094395,3
138,0.444444,0.296296,-0.555556,-2.094395,3
144,0.5,1.148148,-3.444444,-2.094395,3
112,1.555556,3.814815,-8.111111,-2.435718,3
139,2.111111,18.074074,-6.222222,-1.702833,3
94,2.555556,5.888889,-8,-2.869948,3
91,33.444447,42.814816,-20.777779,-2.346057,3
80,34.61111,68.77778,-25.333334,-2.434193,3
100,0.666667,1.222222,-3.333333,-2.337096,3
120,0.722222,3.518518,-7.222222,-2.433795,3
120,0.5,1.148148,-2.777778,-2.057287,3
107,9.833333,9.518518,-6.555555,-2.492965,3
110,0.5,1.666667,-4.666666,-2.155984,3
121,1.166667,3.703704,-8.777778,-2.351514,3
112,0.111111,0.148148,-0.444444,-2.094395,3
125,2.666667,3.925926,-7.111111,-2.234241,3
109,2.833333,4.296296,-8.555555,-2.283787,3
132,1.722222,1.962963,-3.888889,-2.152432,3
107,3.944445,8.703704,-11.444445,-2.280146,3
125,0.833333,1.777778,-4,-2.237562,3
143,0.277778,0.407407,-1.222222,-2.094395,3
140,1.777778,8.333333,-13.666667,-2.442323,3
121,0.944445,17.222221,-25,-2.335871,3
96,2.777778,3.777778,-8.333333,-2.268209,3
126,0.944444,11.185185,-17.88889,-2.313534,3
81,5.722223,12.481482,-14.444445,-2.388561,3
91,0.833333,3.259259,-8.111111,-2.186723,3
147,3.555555,7.703704,-3.777778,-2.064514,3
102,1.166667,4.037037,-9.111111,-2.316112,3
130,1.222222,2.407408,-5.888889,-2.366216,3
95,1.944444,4.444445,-9.666667,-2.333804,3
115,1.388889,2.703704,-6.444445,-2.358386,3
116,1.333334,18.74074,-20.88889,-2.259967,3
144,0.222222,0.962963,-2.888889,-2.094395,3
120,0.833333,1.333333,-3.666667,-2.178769,3
139,0.333333,0.444444,-1.333333,-2.094395,3
80,1.833333,7.074074,-12.555555,-2.417517,3
93,1.388889,3,-7.333334,-2.18361,3
111,0.388889,1.333333,-4,-2.094395,3
122,4.111111,19.88889,-6,-1.540214,3
71,21.888885,31.851852,-18.88889,-2.401825,3
135,0.222222,0.222222,-0.666667,-2.094395,3
88,2.5,7.777778,-12.666667,-2.394493,3
90,3.333333,5,-7.333334,-2.639389,3
135,0.333333,0.740741,-2.222222,-2.137446,3
96,1.555556,3.555556,-8,-2.244482,3
124,0.277778,0.666667,-2,-2.094395,3
80,16.666666,23.62963,-18.88889,-2.431513,3
132,0.222222,0.37037,-1.111111,-2.094395,3
75,26.611113,55,-22.666666,-2.356754,3
121,2.055556,14.962963,-16.222221,-2.235355,3
137,0.111111,0.259259,-0.777778,-2.094395,3
120,0.444444,1.592593,-4.777778,-2.315721,3
100,5.777778,8.148149,-10.444445,-2.289874,3
116,1.055556,2.185185,-5.555555,-2.24908,3
102,9.444444,14.37037,-12.777778,-2.378944,3
137,0.833333,1.148148,-2.777778,-2.200588,3
145,2.111111,2.074074,-4.222222,-2.569768,3
130,0.277778,0.777778,-2.333333,-2.094395,3
95,1.111111,2.259259,-4.777778,-2.552724,3
115,5,7.555555,-12,-2.390992,3
118,0.055556,0.037037,-0.111111,-2.094395,3
129,0.111111,0.518518,-1.555556,-2.094395,3
125,1.055556,18.555555,-22.333334,-2.241956,3
134,0.055556,0.037037,-0.111111,-2.094395,3
119,1.777778,20.592592,-25.11111,-2.268148,3
143,0.888889,4.185185,-9.888889,-2.257412,3
76,7.833334,13.518518,-15.222222,-2.523325,3
85,2.388889,4.074074,-5.888889,-2.369864,3
125,0.722222,16.407408,-11.888889,-1.793403,3
111,1.944444,18.037037,-25.11111,-2.333318,3
81,9.222222,21.333334,-22,-2.438409,3
120,1.444444,19.074074,-25.555555,-2.231261,3
132,0.555555,0.740741,-1.888889,-2.094395,3
124,1.111111,2.518518,-6.888889,-2.267462,3
120,0.388889,1,-3,-2.094395,3
123,0.5,1.185185,-3.555556,-2.142674,3
85,2.277778,8.185185,-13.888889,-2.329093,3
109,2,5.666666,-9.333333,-2.413992,3
116,2.111111,3,-6.333334,-2.313013,3
87,13.222221,17.11111,-14.666667,-2.418074,3
81,22.111109,42.555557,-23,-2.476481,3
82,6.222223,8.481482,-12.444445,-2.320628,3
92,2.277778,7.444445,-12.666667,-2.452176,3
134,1.5,6.185185,-11.888889,-2.386611,3
129,0.388889,0.518518,-1.555556,-2.094395,3
98,1.777778,4.666666,-10.333333,-2.395422,3
140,3.055556,9.925926,-11.777778,-2.417818,3
137,1,7.62963,-13.555555,-2.360782,3
124,1.388889,2.814815,-5.444445,-2.284608,3
115,0.555555,1.888889,-5,-2.216604,3
99,2.777778,6.740741,-9.888889,-2.318885,3
129,0.111111,0.518518,-1.555556,-2.094395,3
70,7.944445,18.592592,-14.777778,-2.589111,3
145,7.5,13.444445,-10.666667,-2.06232,3
137,3.833333,5,-7.333334,-2.193967,3
107,0.666667,22.555555,-28.666666,-2.354617,3
141,0.722222,1.555556,-4.333334,-2.285991,3
139,2.111111,18.074074,-6.222222,-1.702833,3
103,1.111111,2.148148,-6.111111,-2.185466,3
83,2.333333,6.259259,-12.111111,-2.345005,3
115,2.722222,26.037037,-22.777779,-2.090649,3
123,1,1.481481,-3.777778,-2.16176,3
90,0.666667,2.814815,-6.777778,-2.164323,3
124,1.444444,1.148148,-2.777778,-2.16921,3
122,4.833334,6.62963,-9.888889,-2.349017,3
144,0.611111,2.518518,-7.222222,-2.212162,3
127,0.222222,0.62963,-1.888889,-2.094395,3
120,0.722222,1.518519,-4.222222,-2.133095,3
80,3.833333,10.037037,-10.444445,-2.326257,3
129,0.388889,0.518518,-1.555556,-2.094395,3
136,0.388889,0.703704,-1.777778,-2.094395,3
134,0.833333,1.777778,-5,-2.422506,3
138,0.888889,1.407407,-4.222222,-2.173961,3
132,0.388889,1.296296,-3.888889,-2.204847,3
70,9.944444,21.037037,-14.444445,-2.514204,3
124,1.833333,3,-4.666666,-2.118937,3
97,0.777778,2.62963,-6.222222,-2.269023,3
95,1.111111,6.481482,-12.444445,-2.322295,3
102,1.555556,3.37037,-8.444445,-2.275159,3
80,16.666666,23.62963,-18.88889,-2.431513,3
119,0.555555,1.444444,-4.333334,-2.11372,3
99,3.055555,4.148148,-9.111111,-2.255673,3
125,0.833333,1.777778,-4,-2.237562,3
76,1.833333,8.259259,-13.444445,-2.520215,3
122,1.388889,2.259259,-5.111111,-2.173204,3
102,0.833333,2.888889,-6.666666,-2.261719,3
81,5.722223,12.481482,-14.444445,-2.388561,3
133,0,0,0,0,3
91,1.388889,3.888889,-9,-2.354575,3
90,2.444444,4.666666,-6.333334,-3.044175,3
123,0.666667,1.37037,-4.111111,-2.169865,3
104,22.111109,18.62963,-11.222222,-2.42507,3
112,0.5,0.444444,-1.333333,-2.151914,3
124,0.444444,0.888889,-2.666667,-2.16176,3
118,0.388889,0.703704,-2.111111,-2.132635,3
116,1.222222,2.814815,-6.777778,-2.420258,3
95,3,5.185185,-8.888889,-2.326455,3
138,0.388889,0.259259,-0.777778,-2.181439,3
119,1.333333,4.37037,-6.777778,-2.587228,3
142,0.277778,0.555556,-1.333333,-2.159563,3
95,1.611111,4.62963,-10.888889,-2.429449,3
109,1.111111,1.962963,-4.888889,-2.146531,3
123,0.444444,0.703704,-2.111111,-2.123254,3
101,6.444445,10.185185,-13.222222,-2.44804,3
95,2.666666,9.518518,-14.222222,-2.445012,3
85,6.5,48.88889,-19.333334,-2.097363,4
83,0.944444,26.518518,-9.555555,-2.063242,4
97,0.611111,47.962963,-5.888889,-1.840735,4
105,1.166667,58.62963,-15.888889,-2.032243,4
147,4.666666,49.77778,-18,-2.056377,4
64,0.666667,40,-14.333333,-2.030269,4
62,0.722224,66.77778,-28,-2.124459,4
84,0.888889,8.888889,-4.666666,-2.13694,4
158,1.388889,8.444445,-4.333334,-1.943449,4
132,1.111111,35.22222,-17,-2.146969,4
46,2.222221,62.333332,-27.333334,-2.152304,4
69,0.944444,40.666668,0.666667,-1.518761,4
100,0.444445,57.148148,-16.777779,-2.024061,4
125,2.111111,66.25926,-15.444445,-1.9632,4
73,0.777777,46.296295,-1.888889,-1.681589,4
32,0.833334,59.48148,-15.777778,-2.042422,4
127,1.666667,45.25926,-17.444445,-2.061036,4
96,0.833333,61.925926,-22.444445,-2.089105,4
126,3.388889,23.296297,-6.888889,-1.96874,4
123,1.944444,59.333332,-22.333334,-2.111941,4
145,0.999999,61.11111,-26,-2.166151,4
65,2.277779,60.62963,-20.88889,-2.091037,4
137,2.61111,36.925926,-6.111111,-1.940975,4
67,1.055554,64.74074,-22.88889,-2.076662,4
126,1.833334,20.555555,-13.333333,-2.158805,4
42,0.611111,28.25926,-11.444445,-2.061006,4
129,0.722222,32.037037,-13.444445,-2.078797,4
124,1.277779,38.592594,-8.111111,-1.907502,4
111,2.277777,29.592592,-12.444445,-2.064723,4
102,0.666667,63.48148,-20.11111,-2.083043,4
35,2.055556,37.592594,-15.777778,-2.138762,4
95,0.888891,55.62963,-24.555555,-2.107858,4
125,9.944444,42.814816,-11.111111,-1.973025,4
122,6.111111,34.185184,-14.888889,-2.074838,4
139,1.833334,48.22222,-17,-2.044238,4
138,2.388889,54.62963,-16.555555,-2.029656,4
131,9.222222,35.703705,-15.111111,-2.089186,4
36,1.111109,66.37037,-29.444445,-2.138581,4
127,8.555555,40.74074,-8.222222,-1.908348,4
24,1.222223,49.185184,-20.555555,-2.186797,4
89,0.722222,31.703703,-13.111111,-2.046542,4
50,1.333334,60.851852,-23.555555,-2.129479,4
108,1.666666,58.074074,-16.222221,-2.053869,4
134,1.444444,48.925926,-21.11111,-2.086914,4
156,2.5,21,-12.666667,-2.109365,4
107,13.166667,54,-13.666667,-2.003607,4
85,2.833333,49.148148,-12.444445,-1.95422,4
94,0.888888,68.111115,-21,-2.068537,4
64,1.055556,62,-25,-2.118087,4
120,1.555555,47.851852,-9.222222,-1.910735,4
125,2.055555,60.925926,-25.11111,-2.145045,4
72,1.444444,59,-23,-2.090221,4
158,1.388889,8.444445,-4.333334,-1.943449,4
123,2.999999,44.814816,-11.111111,-1.978328,4
124,2.444445,54.333332,-14.666667,-2.030079,4
105,2.166666,45.74074,-13.555555,-1.996082,4
102,0.888889,58.22222,-14.333333,-1.985584,4
106,7,37.703705,-10.777778,-2.010178,4
45,2.055555,53.074074,-14.888889,-2.045905,4
100,1.444445,55.37037,-15.111111,-2.00619,4
112,1.055556,59.148148,-20.777779,-2.078463,4
162,2,10.037037,-6.111111,-2.029312,4
90,2.833333,48.22222,-21,-2.131861,4
124,2.055555,40.925926,-15.444445,-2.076967,4
148,1.055555,29.074074,-22.88889,-2.237972,4
43,1.555557,64.703705,-29.444445,-2.160551,4
125,8.555554,43.37037,-5.111111,-1.840579,4
137,3.444445,40.851852,-2.888889,-1.75799,4
78,4.055555,30.185184,-15.222222,-2.066695,4
157,2.222222,23.148148,-14.777778,-2.169368,4
157,1.388889,21.444445,-13.666667,-2.1343,4
76,15,29.814816,-3.444444,-1.903624,4
120,1.277779,60.037037,-9.444445,-1.892977,4
139,1.388889,64.666664,-20.333334,-2.065471,4
126,0.944445,57.814816,-16.444445,-2.006029,4
161,0.777778,7.148148,-4.777778,-1.996307,4
42,1.333334,58.88889,-24.666666,-2.125735,4
80,0.666667,39.703705,-10.111111,-1.962646,4
68,1.555556,56.77778,-14.333333,-1.984308,4
42,0.999999,37.444443,-14,-2.029552,4
17,0.888891,71.18519,-23.555555,-2.075161,4
78,2.555556,43.814816,-8.111111,-1.886072,4
78,2.944444,30.296297,-9.555555,-2.017779,4
153,3,28,-20,-2.242741,4
15,1.222223,68.96296,-28.88889,-2.145323,4
159,2.222222,26.11111,-2.666667,-1.802554,4
117,1.277778,45.88889,-19,-2.09948,4
78,4.333334,36.11111,-14.333333,-2.053834,4
150,2.166667,20.74074,-13.555555,-2.134876,4
80,0.666667,39.703705,-10.111111,-1.962646,4
160,2.777778,22.851852,-13.888889,-2.138726,4
83,1.555556,66.25926,-18.11111,-2.027771,4
57,0.722223,70.37037,-31.11111,-2.128801,4
66,5.277777,41.62963,-3.222222,-1.748546,4
80,1.333333,40.51852,-8.222222,-1.942698,4
22,1.388889,49.666668,-20.666666,-2.123537,4
162,0.333333,8.37037,-5.111111,-2.044946,4
103,1.111111,35.62963,-14.555555,-2.102607,4
67,1.499999,60.74074,-23.222221,-2.109804,4
34,0.833331,72.888885,-23.666666,-2.078154,4
111,1.055556,60.185184,-20.88889,-2.058,4
103,1.777778,61.25926,-15.777778,-2.00292,4
126,0.555556,20.11111,-11,-2.104102,4
135,1.11111,32.703705,-12.444445,-2.093203,4
70,8.777778,36.74074,-9.222222,-1.960582,4
130,9.777778,13.037037,-9.444445,-2.137371,4
158,0.833333,7.962963,-4.888889,-1.982834,4
62,0.944443,61.037037,-22.777779,-2.093744,4
73,0.61111,43.851852,-2.555556,-1.720441,4
20,4.944444,35.48148,-10.444445,-2.045203,4
107,4.722223,49.814816,-10.777778,-1.991445,4
146,2.111111,21.37037,-13.777778,-2.164971,4
109,1.222222,49.407406,-20.555555,-2.105478,4
70,0.388889,55.037037,-10.444445,-1.907955,4
108,22.444443,45.592594,-13.111111,-2.015554,4
116,1.111111,29.444445,-13.333333,-2.090781,4
68,1.111111,38.592594,-0.777778,-1.624846,4
108,6.833332,40,-12,-2.080474,4
73,2.277779,40.185184,-13.555555,-2.054964,4
123,1.111111,57.48148,-14.777778,-2.021502,4
70,4.111111,39.962963,-10.555555,-1.990412,4
146,1.111111,10.592592,-7.777778,-2.108911,4
97,0.5,47.814816,-5.444445,-1.836777,4
133,1.277777,21.444445,-4.666666,-1.90381,4
118,1.166667,55.074074,-14.888889,-2.007117,4
87,1.166667,64.03704,-24.777779,-2.105073,4
121,0.944444,41.037037,-10.777778,-1.995536,4
75,2.388889,41.11111,-2.333333,-1.722278,4
120,0.944444,51.074074,-8.555555,-1.896425,4
121,6.611111,54.962963,-21.555555,-2.126943,4
18,1.722223,68.296295,-27.88889,-2.123641,4
100,1.444445,55.37037,-15.111111,-2.00619,4
44,2.111113,58.666668,-25.666666,-2.102652,4
124,1.888889,43.51852,-20.222221,-2.127801,4
25,1.555556,44.814816,-15.777778,-2.11881,4
79,1.333334,41.407406,-10.222222,-1.984583,4
129,1.111111,37.88889,-14.333333,-2.097799,4
117,1.444443,39.037037,-16.444445,-2.106235,4
117,1.444443,39.037037,-16.444445,-2.106235,4
78,2.611111,69.74074,-30.222221,-2.145541,4
120,8.333333,39.333332,-11.666667,-2.046753,4
38,1.111112,64.62963,-19.222221,-2.038824,4
83,1.666666,49.851852,-11.555555,-1.958524,4
73,1,42.25926,-5.111111,-1.893495,4
78,2.555556,43.814816,-8.111111,-1.886072,4
65,26.444445,56.703705,-12.111111,-1.970812,4
73,1.5,43.51852,-14.222222,-2.096415,4
122,1.777777,60.74074,-27.555555,-2.128423,4
17,5,44.592594,-12.777778,-2.030048,4
160,2.777778,22.851852,-13.888889,-2.138726,4
68,1.833333,37.962963,-1.222222,-1.659641,4
69,0.722223,36.962963,-0.888889,-1.640134,4
147,2.055556,27.222221,-20,-2.204575,4
154,3.833333,50.703705,-18.444445,-2.033077,4
154,2.333333,19.703703,-14.444445,-2.142529,4
129,2,24.703703,-16.777779,-2.161046,4
90,1.277777,65.18519,-22.555555,-2.108813,4
15,1.111111,70.07407,-27.222221,-2.124981,4
88,1.111112,67.25926,-28.11111,-2.132027,4
28,0.833333,62.407406,-26.88889,-2.144507,4
145,1,26.777779,-7.666666,-1.934686,4
32,0.833334,59.48148,-15.777778,-2.042422,4
19,1.444445,45.185184,-21.555555,-2.133676,4
110,1.277777,50.666668,-13.666667,-2.032518,4
139,1.666667,16.37037,-11.777778,-2.118223,4
80,1.333333,40.51852,-8.222222,-1.942698,4
140,1.388889,23,-15.333333,-2.167262,4
71,0.777777,38.37037,-1.444444,-1.675919,4
126,14.055554,36.185184,-7.888889,-1.942179,4
90,1.277777,65.18519,-22.555555,-2.108813,4
122,11.444444,39.22222,-10.333333,-1.985027,4
87,1.166667,64.03704,-24.777779,-2.105073,4
96,1.722222,67.03704,-18.11111,-2.036336,4
111,0.555555,62.25926,-17.444445,-2.014126,4
21,5.222221,40.74074,-10.888889,-1.990806,4
140,0.666667,27.666666,-8.333333,-2.05389,4
17,1.444445,70.51852,-24.222221,-2.098521,4
82,1.333333,44.88889,-10,-1.971781,4
125,2.444445,58.22222,-24,-2.112723,4
149,0.666666,16.814816,-10.111111,-2.069251,4
73,0.777777,46.296295,-1.888889,-1.681589,4
38,1.000001,58,-24,-2.078504,4
124,7.388889,43.148148,-11.777778,-1.980977,4
57,0.999999,65.703705,-18.777779,-2.030703,4
80,0.833334,58.333332,-21.333334,-2.116351,4
98,1.277777,52.851852,-15.888889,-2.025773,4
115,1.38889,28.851852,-11.888889,-2.094392,4
115,0.722221,46.74074,-12.888889,-2.021125,4
77,1.666667,40.22222,-9,-1.932066,4
117,1.277778,45.88889,-19,-2.09948,4
44,1.611109,47.814816,-14.777778,-2.070466,4
147,1.333333,6.259259,-1.444444,-1.584341,4
77,0.666667,59.11111,-24,-2.143048,4
76,0.388889,51.77778,-12.333333,-1.989922,4
143,1.222221,50.37037,-22.11111,-2.108995,4
48,0.277777,40.851852,-16.222221,-2.048732,4
34,0.555556,54.25926,-24.11111,-2.09452,4
125,1.333333,43.22222,-18,-2.096474,4
79,0.888889,45.814816,-8.777778,-1.918888,4
102,7.944444,42.77778,-17.333334,-2.088579,4
158,1.833333,39.333332,-11.333333,-2.049172,4
159,1.277778,6.62963,-4.555555,-1.999443,4
101,0.5,31.185184,-11.888889,-2.05839,4
120,4.277778,49.407406,-13.555555,-2.035243,4
130,1.444445,21.37037,-16.777779,-2.134924,4
102,0.888889,58.22222,-14.333333,-1.985584,4
105,2.166666,45.74074,-13.555555,-1.996082,4
