@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
87,9,1.888889,-5.111111,5.666666,3
107,9,1.111111,-4.666666,4.555555,3
120,9,0.388889,-3,3,3
144,9,0.333333,-3,3,3
91,9,0.833333,-8.111111,8,3
117,9,0,0,0,3
139,9,0.333333,-1.333333,1.333333,3
135,9,0.222222,-0.666667,0.666667,3
115,9,3.333333,-19,22.88889,3
126,9,1.055556,-7.222222,6.555555,3
91,9,1.388889,-9,8.111112,3
90,9,0.666667,-6.777778,6.888889,3
85,9,2.277778,-13.888889,14.888889,3
137,9,0.833333,-2.777778,2.666667,3
109,9,2.833333,-8.555555,8.444445,3
99,9,2.777778,-9.888889,11.555555,3
109,9,2.833333,-8.555555,8.444445,3
121,9,0.111111,-3.444444,3.333333,3
79,9,1.166667,-10.888889,10.555555,3
122,9,1.166667,-17.88889,25.333334,3
98,9,1.777778,-10.333333,9.222222,3
110,9,0.5,-4.666666,4.444445,3
124,9,1.388889,-5.444445,5.555555,3
105,9,3.666666,-7.444445,8.333334,3
124,9,0.277778,-2,2,3
144,9,0.222222,-2.888889,2.888889,3
120,9,3.722222,-6.888889,7.666666,3
69,9,20.444445,-13.777778,29.333334,3
99,9,1,-5.777778,5.555555,3
116,9,1.333334,-20.88889,29.555555,3
141,9,0.888889,-8.444445,7.666666,3
131,9,0,0,0,3
122,9,0,-1,1,3
115,9,2.722222,-22.777779,39,3
129,9,0.388889,-1.555556,1.555556,3
146,9,0.055556,-0.111111,0.111111,3
98,9,1.333333,-4.444445,3.555556,3
80,9,1.833333,-12.555555,12.444445,3
114,9,8.833333,-34.444443,47.22222,3
76,9,1.833333,-13.444445,13.333333,3
124,9,0.222222,-3.222222,3.222222,3
134,9,1.5,-11.888889,11.444445,3
101,9,6.444445,-13.222222,15.555555,3
73,9,2.333333,-10.444445,10.666667,3
98,9,0.666667,-3.555556,2.888889,3
93,9,3.444444,-10.666667,11.888889,3
143,9,0.277778,-1.222222,1.222222,3
139,9,2.111111,-6.222222,23.88889,3
122,9,0.444444,-1.666667,1.222222,3
76,9,7.833334,-15.222222,19.444445,3
120,9,0.611111,-16.88889,25.777779,3
75,9,10.222221,-24.777779,50.666668,3
108,9,27.277779,-24.11111,61.11111,3
143,9,0.888889,-9.888889,9.444445,3
75,9,26.611113,-22.666666,65.44444,3
132,9,0.222222,-1.111111,1.111111,3
93,9,1.5,-9,9.333334,3
103,9,1.111111,-6.111111,5.666666,3
89,9,5.833334,-14.111111,17.11111,3
99,9,3.055555,-9.111111,9,3
118,9,0.333333,-2.777778,2.555556,3
114,9,1.166667,-5.222222,4.666667,3
92,9,7,-11.666667,18.666668,3
136,9,0.666667,-3,3,3
133,9,0,0,0,3
89,9,0.777778,-6.555555,6.444445,3
133,9,0.388889,-2.888889,2.777778,3
132,9,1.722222,-3.888889,4.222222,3
125,9,0.833333,-4,3.888889,3
85,9,1.111111,-4,3.444444,3
136,9,0,0,0,3
95,9,2.222222,-7.111111,7.444445,3
120,9,5.944445,-10.888889,12.777778,3
87,9,44.722225,-26,79,3
127,9,1,-7.444445,6.777778,3
83,9,8.333333,-10.555555,28.555555,3
94,9,2.555556,-8,7.777778,3
147,9,3.555555,-3.777778,9.888889,3
120,9,1.055556,-5.111111,4.444445,3
113,9,0.277778,-2.888889,2.777778,3
80,9,16.666666,-18.88889,31.666666,3
130,9,0.333333,-2.666667,2.555556,3
146,9,0,0,0,3
81,9,0.777778,-7.444445,7.444445,3
123,9,0.666667,-4.111111,3.777778,3
90,9,2.444444,-6.333334,6.222222,3
126,9,0.944444,-17.88889,20,3
91,9,0.666667,-7.666666,8,3
143,9,0.888889,-9.888889,9.444445,3
129,9,0.111111,-1.555556,1.555556,3
126,9,2.555556,-15.888889,17.222223,3
117,9,0.611111,-3.333333,3.555556,3
107,9,6.777779,-10.222222,13,3
128,9,3.166667,-8.555555,9.555555,3
102,9,0.833333,-6.666666,6.333334,3
106,9,1.277778,-5.555555,4.888889,3
87,9,1.888889,-5.111111,5.666666,3
81,9,5.722223,-14.444445,18.88889,3
136,9,2.111111,-16.555555,20.88889,3
83,9,2.333333,-12.111111,11.888889,3
137,9,0.333333,-2,2,3
145,9,1.277778,-1.555556,1.444444,3
122,9,4.833334,-9.888889,11.333333,3
112,9,1.555556,-8.111111,7.222222,3
139,9,0.333333,-2,1.777778,3
123,9,0.166667,-3.444444,3.444444,3
96,9,2.333333,-9.333333,9.777778,3
113,9,6.166666,-32.333332,44.22222,3
126,9,0.944444,-6.666666,5.222222,3
120,9,0.444444,-4.777778,3.888889,3
96,9,0.833333,-10.888889,11.888889,3
106,9,0.833333,-5.888889,6.111111,3
109,9,2,-9.333333,9.666667,3
108,9,27.277779,-24.11111,61.11111,3
108,9,3.388889,-10.666667,14.111111,3
125,9,0.888889,-3.444444,3.111111,3
81,9,5.722223,-14.444445,18.88889,3
112,9,0.111111,-0.444444,0.444444,3
71,9,21.888885,-18.88889,40.22222,3
91,9,33.444447,-20.777779,52.666668,3
88,9,2.5,-12.666667,13.333333,3
124,9,1.833333,-4.666666,5.888889,3
70,9,9.944444,-14.444445,26.666666,3
102,9,0.833333,-6.666666,6.333334,3
91,9,1.111111,-6.555555,6.222222,3
87,9,13.222221,-14.666667,23.444445,3
108,9,1.166667,-3.888889,3.333333,3
77,9,2.388889,-13.444445,13.111111,3
138,9,0.388889,-0.777778,0.666667,3
136,9,2.666667,-19.555555,25.333334,3
90,9,1.111111,-7.555555,7.888889,3
78,9,43.333332,-26.666666,91.44444,3
116,9,1.222222,-6.777778,5.666666,3
123,9,0.444444,-2.111111,2,3
104,9,22.111109,-11.222222,23.444445,3
135,9,0.333333,-2.222222,2.111111,3
127,9,0.222222,-1.888889,1.888889,3
141,9,2.166667,-14.333333,18.555555,3
144,9,0.611111,-7.222222,6.555555,3
137,9,1,-13.555555,13.888889,3
138,9,0.444444,-0.555556,0.666667,3
125,9,0.833333,-4,3.888889,3
81,9,9.222222,-22,30.555555,3
102,9,9.444444,-12.777778,20.222221,3
68,9,18.277777,-25.88889,60.11111,3
75,9,26.611113,-22.666666,65.44444,3
91,9,3.277778,-11.444445,12.111111,3
117,9,0.111111,-3.222222,3.111111,3
98,9,4.666666,-9.555555,10.444445,3
119,9,1.333333,-6.777778,6.777778,3
91,9,0.833333,-8.111111,8,3
125,9,2.666667,-7.111111,7.777778,3
102,9,29.888887,-19.777779,52.666668,3
123,9,0.611111,-2.888889,2.666667,3
116,9,1.055556,-5.555555,5.111111,3
110,9,0.5,-5.111111,4.888889,3
99,9,1,-5.777778,5.555555,3
138,9,0.722222,-9.555555,9.333334,3
121,9,1.5,-6.888889,6,3
111,9,4.111111,-8,9.111111,3
126,9,1.222222,-3.222222,3.555556,3
134,9,0.055556,-0.111111,0.111111,3
119,9,0.555555,-4.333334,4.222222,3
73,9,10.722222,-43.666668,70.111115,3
118,9,0.388889,-2.111111,2,3
145,9,2.111111,-4.222222,3.555556,3
115,9,0.722222,-7.222222,6.222222,3
124,9,0.555556,-3.111111,2.777778,3
91,9,25.277779,-17.555555,52.666668,3
98,9,0.388889,-4.222222,4.111111,3
124,9,1.833333,-4.666666,5.888889,3
142,9,0.888889,-6.555555,7.222222,3
76,9,1.666667,-4.666666,4.666667,3
100,9,5.777778,-10.444445,13.333333,3
86,9,8.777779,-13.888889,19.88889,3
133,9,0,0,0,3
111,9,0.388889,-4,4,3
124,9,6.5,-10.444445,12.888889,3
137,9,0.388889,-2.333333,2.222222,3
121,9,2.055556,-16.222221,23.444445,3
140,9,1.777778,-13.666667,14,3
64,9,20.222223,-19,38,3
96,9,1.111111,-8.111111,8.555555,3
70,9,7.944445,-14.777778,23.88889,3
138,9,0.944444,-3.111111,2.777778,3
131,9,0.333333,-1.555556,1.555556,3
84,9,1.777778,-9,9,3
127,9,1.277778,-16.444445,26.444445,3
122,9,1.388889,-5.111111,5.222222,3
129,9,0.111111,-1.555556,1.555556,3
80,9,3.833333,-10.444445,15.111111,3
120,9,0.833333,-3.666667,3.333333,3
145,9,7.5,-10.666667,20.11111,3
134,9,1.611111,-15.111111,15.888889,3
122,9,1.333333,-24.444445,28.333334,3
136,9,2.666667,-19.555555,25.333334,3
132,9,0.388889,-3.888889,3.444444,3
130,9,0.277778,-2.333333,2.333334,3
121,9,1.5,-6.888889,6,3
103,9,1.111111,-6.111111,5.666666,3
91,9,1,-11.222222,10.666667,3
139,9,2.111111,-6.222222,23.88889,3
105,9,31.222223,-21.222221,52.666668,3
106,9,0.111111,-1.666667,1.666667,3
103,9,2.944445,-5.888889,6.222222,3
125,9,1.055556,-22.333334,30.666666,3
94,9,0.722222,-6.444445,6,3
124,9,1.111111,-6.888889,6.111111,3
122,9,0.833333,-4.777778,4.444445,3
110,9,0.5,-4.666666,4.444445,3
138,9,0.888889,-4.222222,3.777778,3
128,9,0.388889,-2.222222,2.222222,3
142,9,0.111111,-0.111111,0.111111,3
120,9,0.722222,-7.222222,6.555555,3
79,9,14.166667,-25.333334,45.77778,3
107,9,3.944445,-11.444445,14.555555,3
125,9,2.666667,-7.111111,7.777778,3
119,9,1.777778,-25.11111,33.666668,3
100,9,2.444444,-9.888889,11.555555,3
122,9,1.555556,-17.777779,31.11111,3
102,9,1.166667,-9.111111,8.444445,3
96,9,2.777778,-8.333333,8,3
116,9,2.111111,-6.333334,6,3
89,9,0.777778,-6.555555,6.444445,3
133,9,0.222222,-1.444444,1.444444,3
81,9,9.222222,-22,30.555555,3
110,9,2.722222,-7.555555,6.444445,3
116,9,0.833333,-5.222222,5,3
126,9,0.5,-4.222222,3.666667,3
88,9,1.555556,-7.888889,7.666666,3
113,9,0.666667,-3.888889,3.444444,3
96,9,1.555556,-8,7.777778,3
67,9,1.055554,-22.88889,80.44444,4
21,9,1.277778,-19.666666,79.22222,4
103,9,1.111111,-14.555555,45.22222,4
112,9,1.055556,-20.777779,73.333336,4
146,9,2.500001,-13.888889,31.555555,4
135,9,0.833332,-18.777779,83.888885,4
65,9,2.277779,-20.88889,74.55556,4
126,9,0.944445,-16.444445,70.44444,4
140,9,0.666667,-8.333333,33.555557,4
100,9,1.444445,-15.111111,66.88889,4
68,9,0.777777,-21.222221,71,4
117,9,1.444443,-16.444445,49.77778,4
137,9,2.61111,-6.111111,42.333336,4
70,9,0.777777,-23,77,4
95,9,7.055555,-11.888889,56.333332,4
149,9,0.666666,-10.111111,23.777779,4
80,9,1.333333,-8.222222,47.666668,4
103,9,0.833336,-18.333334,78.111115,4
81,9,0.722221,-22.666666,74.44444,4
96,9,0.833333,-22.444445,77,4
125,9,2.055555,-25.11111,76.44444,4
134,9,1.444444,-21.11111,63.11111,4
34,9,0.555556,-24.11111,70.333336,4
34,9,0.833331,-23.666666,89.111115,4
62,9,0.722224,-28,84.66667,4
67,9,1.499999,-23.222221,75.888885,4
120,9,1.277779,-9.444445,69.333336,4
160,9,2.777778,-13.888889,31.555555,4
98,9,1.055556,-11.666667,37.11111,4
115,9,0.722221,-12.888889,56.333332,4
136,9,2.833333,-5.888889,8.555555,4
106,9,7,-10.777778,45.77778,4
101,9,0.5,-11.888889,39.444443,4
159,9,2.222222,-2.666667,29.555555,4
103,9,0.666667,-20,72.66667,4
76,9,3.277778,-8.888889,42,4
101,9,1.111111,-18.11111,57.11111,4
13,9,1.555553,-29.11111,88.111115,4
89,9,0.722222,-13.111111,41,4
97,9,0.611111,-5.888889,54.333332,4
87,9,1.166667,-24.777779,80.333336,4
32,9,2.277778,-23.444445,72.77778,4
104,9,1.444444,-13.666667,68.22222,4
32,9,0.833334,-15.777778,70.88889,4
148,9,1.055555,-22.88889,41.555557,4
129,9,0.722222,-13.444445,41.11111,4
87,9,1.166667,-24.777779,80.333336,4
115,9,1.38889,-11.888889,36.77778,4
66,9,2.555556,-1.666667,45.88889,4
76,9,0.555555,-18.88889,54.11111,4
78,9,2.555556,-8.111111,51.88889,4
96,9,1.722222,-18.11111,80.22222,4
68,9,1.555556,-14.333333,68.22222,4
124,9,1.888889,-20.222221,56.333332,4
17,9,5,-12.777778,54,4
132,9,1.333333,-16.666666,49.22222,4
145,9,1,-7.666666,33.333336,4
65,9,26.444445,-12.111111,64.44444,4
104,9,1.000001,-20.555555,69.55556,4
25,9,0.611111,-29.333334,89,4
102,9,0.888889,-14.333333,69.66667,4
117,9,1.277778,-19,58.444443,4
42,9,4.333334,-15,54.11111,4
127,9,8.555555,-8.222222,48.22222,4
84,9,0.888889,-4.666666,11.777778,4
105,9,2.166666,-13.555555,56.333332,4
75,9,2.388889,-2.333333,45.666668,4
17,9,0.888891,-23.555555,87.333336,4
120,9,0.944444,-8.555555,59.22222,4
78,9,4.333334,-14.333333,46,4
161,9,0.777778,-4.777778,10.888889,4
125,9,8.555554,-5.111111,49,4
85,9,2.833333,-12.444445,59.555557,4
124,9,2.444445,-14.666667,65.22222,4
89,9,0.722223,-11.111111,36.88889,4
111,9,0.444445,-11.333333,42.22222,4
158,9,1.833333,-11.333333,47.444443,4
44,9,2.111113,-25.666666,75.55556,4
159,9,2.222222,-2.666667,29.555555,4
90,9,2.833333,-21,61.444443,4
122,9,6.111111,-14.888889,44.333332,4
101,9,2.055554,-22.444445,79.44444,4
46,9,2.222221,-27.333334,79.111115,4
108,9,6.833332,-12,48.22222,4
28,9,0.833333,-26.88889,79.111115,4
111,9,2.277777,-12.444445,38.22222,4
69,9,1.833333,-18.333334,73.22222,4
120,9,8.333333,-11.666667,47.77778,4
147,9,2.055556,-20,38.666668,4
158,9,1.444445,-12.777778,29,4
107,9,13.166667,-13.666667,64.44444,4
75,9,5.666666,-11.777778,48.22222,4
124,9,1.277779,-8.111111,46.22222,4
125,9,2.111111,-15.444445,79.111115,4
89,9,0.722222,-13.111111,41,4
159,9,1.277778,-4.555555,10.111111,4
100,9,0.444445,-16.777779,69.66667,4
117,9,1.444443,-16.444445,49.77778,4
154,9,2,-19.777779,39.555557,4
22,9,1.388889,-20.666666,62.88889,4
109,9,1.222222,-20.555555,62.88889,4
85,9,6.5,-19.333334,61.555557,4
148,9,1.055555,-22.88889,41.555557,4
123,9,2.999999,-11.111111,53.77778,4
69,9,0.722223,-0.888889,40.22222,4
105,9,0.611111,-13.555555,60.88889,4
121,9,6.611111,-21.555555,68.66667,4
117,9,1.111111,-11.444445,39,4
94,9,0.888888,-21,82.66667,4
123,9,1.833333,-20.555555,34.22222,4
123,9,1,-10.888889,26.333334,4
83,9,1.500001,-11.333333,58.666668,4
111,9,1.500001,-19.333334,71.66667,4
68,9,1.111111,-0.777778,42.333336,4
98,9,1.277777,-15.888889,64.66667,4
118,9,0.833334,-10.666667,41.666668,4
76,9,0.388889,-12.333333,61.555557,4
79,9,0.888889,-8.777778,53.88889,4
83,9,1.555556,-18.11111,79.66667,4
77,9,1.555555,-16,71.333336,4
101,9,1.111111,-18.11111,57.11111,4
121,9,0.944444,-10.777778,49.444443,4
48,9,0.277777,-16.222221,52.444443,4
154,9,2.333333,-14.444445,28.555555,4
150,9,2.166667,-13.555555,29.222221,4
160,9,2.777778,-13.888889,31.555555,4
38,9,1.000001,-24,74.333336,4
80,9,0.666667,-10.111111,48.22222,4
90,9,1.277777,-22.555555,79.77778,4
35,9,2.055556,-15.777778,47.444443,4
146,9,5.111111,-18.777779,55.88889,4
77,9,0.666667,-24,74,4
121,9,0.944444,-10.777778,49.444443,4
65,9,1.222221,-19.11111,73.888885,4
89,9,1.222221,-23.777779,74.44444,4
116,9,1.333333,-12.222222,41.666668,4
124,9,2.055555,-15.444445,51.444443,4
110,9,1.777778,-15,44.444443,4
125,9,9.944444,-11.111111,51.77778,4
125,9,1.333333,-18,55,4
130,9,9.777778,-9.444445,18.88889,4
24,9,1.222223,-20.555555,61.22222,4
33,9,0.277778,-13.444445,45.555557,4
102,9,1.222222,-13.666667,62.333332,4
32,9,0.833334,-15.777778,70.88889,4
158,9,1.388889,-4.333334,12.222222,4
57,9,0.999999,-18.777779,79.44444,4
80,9,0.666667,-10.111111,48.22222,4
110,9,1.277777,-13.666667,60.444443,4
133,9,1.277777,-4.666666,25.777779,4
151,9,1.555556,-22.11111,42.77778,4
128,9,1.666666,-20.777779,67.111115,4
70,9,4.111111,-10.555555,48.333332,4
66,9,5.277777,-3.222222,46.333332,4
77,9,7.722223,-7.666666,37.666668,4
139,9,1.666667,-11.777778,23.666666,4
158,9,1.166667,-3.777778,11.777778,4
82,9,1.333333,-10,53.11111,4
65,9,1.555555,-21.88889,72.66667,4
154,9,3.833333,-18.444445,64,4
146,9,2.111111,-13.777778,29.666666,4
82,9,0.777778,-13,48.444443,4
34,9,0.777779,-19.444445,60,4
140,9,1.388889,-15.333333,32.22222,4
134,9,1.000001,-22.777779,58.22222,4
147,9,4.666666,-18,62.444443,4
72,9,1.444444,-23,74.44444,4
65,9,26.444445,-12.111111,64.44444,4
130,9,1.444445,-16.777779,31.88889,4
64,9,1.055556,-25,78.111115,4
104,9,1.999999,-16.222221,76.55556,4
71,9,0.777777,-1.444444,42.11111,4
38,9,1.111112,-19.222221,78.44444,4
105,9,1.166667,-15.888889,70.333336,4
107,9,10.333333,-7,35.88889,4
57,9,0.999999,-18.777779,79.44444,4
42,9,0.999999,-14,47.77778,4
79,9,1.333334,-10.222222,49.666668,4
145,9,0.999999,-26,76.77778,4
90,9,1.277777,-22.555555,79.77778,4
159,9,1.611111,-0.555556,22.333334,4
147,9,2.5,-19.222221,38.666668,4
125,9,0.444444,-10,24.777779,4
135,9,1.777777,-19.11111,60.666668,4
157,9,1.388889,-13.666667,30,4
158,9,0.833333,-4.888889,11.888889,4
108,9,1.666666,-16.222221,69.55556,4
17,9,5,-12.777778,54,4
28,9,0.833333,-26.88889,79.111115,4
73,9,0.777777,-14.444445,70.111115,4
125,9,2.444445,-24,73.77778,4
102,9,1.166667,-23.11111,73.44444,4
57,9,0.722223,-31.11111,90.111115,4
122,9,1.777777,-27.555555,78.22222,4
139,9,1.388889,-20.333334,78.77778,4
80,9,1.333333,-8.222222,47.666668,4
66,9,0.944445,-11.444445,61.22222,4
127,9,8.555555,-8.222222,48.22222,4
157,9,2.222222,-14.777778,32,4
70,9,0.388889,-10.444445,64.88889,4
109,9,1.055555,-17.11111,53.666668,4
19,9,1.444445,-21.555555,58.77778,4
107,9,4.722223,-10.777778,58.333332,4
105,9,0.777776,-16.666666,78.77778,4
96,9,0.944444,-3.111111,61,4
152,9,2.388889,-18.666666,37.666668,4
116,9,0.555555,-13.444445,56.555557,4
138,9,2.388889,-16.555555,66.77778,4
158,9,1.388889,-4.333334,12.222222,4
20,9,1.944444,-26.222221,81.66667,4
122,9,11.444446,-10.555555,44,4
20,9,4.944444,-10.444445,42.77778,4
132,9,1.111111,-17,45.666668,4
129,9,19.833334,-12.333333,60.666668,4
42,9,0.611111,-11.444445,36.22222,4
45,9,2.055555,-14.888889,63.77778,4
102,9,7.944444,-17.333334,54.444443,4
25,9,1.555556,-15.777778,55,4
118,9,1.166667,-14.888889,66.333336,4
162,9,0.333333,-5.111111,12,4
126,9,14.055554,-7.888889,43,4
111,9,0.555555,-17.444445,75.333336,4
42,9,1.333334,-24.666666,74.55556,4
139,9,1.833334,-17,60.444443,4
73,9,0.777777,-1.888889,51.11111,4
125,9,2.166667,-18.333334,83.111115,4
102,9,0.888889,-14.333333,69.66667,4
21,9,5.222221,-10.888889,49.333332,4
93,9,2.055555,-24.222221,79.22222,4
116,9,1.111111,-13.333333,38.333336,4
111,9,1.055556,-20.88889,74.888885,4
73,9,1.5,-14.222222,53,4
43,9,1.555557,-29.444445,82.55556,4
128,9,1.333334,-10.444445,43.77778,4
156,9,2.5,-12.666667,29.222221,4
87,9,1.555557,-16.333334,54.88889,4
17,9,1.444445,-24.222221,86.55556,4
126,9,0.555556,-11,27.333334,4
129,9,0.777776,-24.555555,78,4
126,9,1.833334,-13.333333,28.666666,4
62,9,0.944443,-22.777779,76.22222,4
83,9,0.944444,-9.555555,33.22222,4
127,9,15.388888,-1.888889,41,4
121,9,2.722222,-11.111111,40.555557,4
129,9,1.111111,-14.333333,47.444443,4
81,9,1.222223,-11.111111,47.22222,4
68,9,1.555556,-14.333333,68.22222,4
49,9,1.222221,-7.111111,44.11111,4
143,9,1.222221,-22.11111,64.77778,4
140,9,1.5,-9,32.333336,4
128,9,1.388888,-21.777779,64.22222,4
76,9,15,-3.444444,33.444447,4
153,9,3,-20,38.77778,4
98,9,5.944444,-8.888889,41,4
119,9,1.055555,-14.888889,56,4
146,9,1.111111,-7.777778,15.666667,4
36,9,1.111109,-29.444445,84.77778,4
102,9,0.666667,-20.11111,77.111115,4
127,9,1.666667,-17.444445,57.333332,4
147,9,1.333333,-1.444444,8.666667,4
68,9,1.833333,-1.222222,41.666668,4
108,9,22.444443,-13.111111,55.444443,4
149,9,2.111111,-14.111111,30,4
124,9,7.388889,-11.777778,52.666668,4
129,9,2,-16.777779,34.88889,4
95,9,0.888891,-24.555555,71.66667,4
133,9,0.888889,-14.333333,46.333332,4
48,9,4.666666,-9.888889,49.88889,4
123,9,1.944444,-22.333334,73.77778,4
45,9,2.055555,-14.888889,63.77778,4
121,9,4.888888,-20.333334,66.88889,4
103,9,1.944445,-14.555555,69.55556,4
66,9,9.222221,-4.777778,47.77778,4
133,9,1.166666,-21.333334,62.555557,4
15,9,1.222223,-28.88889,86.888885,4
87,9,13.388889,-10.444445,39.444443,4
50,9,1.055557,-23.333334,80.333336,4
138,9,1.055553,-16.777779,82.55556,4
99,9,1.722222,0,56,4
126,9,1.833334,-13.333333,28.666666,4
100,9,1.444445,-15.111111,66.88889,4
78,9,4.055555,-15.222222,40.333336,4
119,9,0.944446,-10.888889,48.22222,4
97,9,0.5,-5.444445,54.11111,4
120,9,1.555555,-9.222222,56.333332,4
73,9,2.277779,-13.555555,49.77778,4
120,9,1.555555,-9.222222,56.333332,4
146,9,1.111111,-7.777778,15.666667,4
154,9,0.666666,-23.666666,46.555557,4
88,9,1.111112,-28.11111,85,4
81,9,1.833333,-10.444445,51.555557,4
77,9,1.666667,-9,48.22222,4
73,9,1,-5.111111,47.333332,4
18,9,1.722223,-27.88889,86.111115,4
62,9,0.666667,-27.11111,80,4
162,9,2,-6.111111,14.555555,4
124,9,11.166668,-14.333333,64.44444,4
115,9,0.388889,-10.555555,29.444445,5
154,9,1.611111,9.888889,9.666667,5
92,9,1,-11.222222,22.666666,5
84,9,0.388889,-12.333333,24.777779,5
86,9,3.055555,-6.111111,10.888889,5
135,9,0.333333,-6.666666,10.444445,5
105,9,4,-12.555555,34,5
93,9,0.388889,-13.111111,23.444445,5
141,9,0.777778,-11.555555,16.555555,5
155,9,9.944445,-10.555555,17.555555,5
141,9,0.166667,-2.333333,2.333334,5
154,9,0,0,0,5
152,9,0.833333,-2.777778,5.777778,5
36,9,0.388889,-8.777778,13.666667,5
148,9,0.055556,-0.111111,0.111111,5
111,9,0.555555,-12.555555,35.88889,5
116,9,2.055555,-12.444445,37.11111,5
93,9,1.055556,-14.333333,28.88889,5
137,9,0.666667,-4.666666,6.333334,5
114,9,0.388889,-12.555555,34.444447,5
90,9,0.722222,-7.111111,10,5
94,9,0.444445,-12.666667,28.777779,5
154,9,0.444444,-1.444444,1.888889,5
131,9,0,0,0,5
80,9,2.944444,-9.444445,20.333334,5
89,9,0.944444,-6.444445,9.555555,5
36,9,0.5,-8.222222,13,5
131,9,0.111111,-0.666667,0.666667,5
12,9,2.333333,-7.111111,11.333333,5
133,9,0.055556,-0.888889,0.888889,5
104,9,5.611111,-7.555555,23.333334,5
134,9,0.944444,-3.333333,4.666667,5
153,9,1.111111,-9,13.444445,5
150,9,0,0,0,5
68,9,1.055556,-3.666667,10.333334,5
154,9,0.222222,-0.555556,1.222222,5
137,9,0.611111,-1.222222,1.777778,5
92,9,0.777778,-8.555555,15.555555,5
86,9,0.388889,-11.777778,24.666666,5
152,9,2.111111,-1.222222,2.444444,5
141,9,0.055556,-0.111111,0.111111,5
116,9,0.444444,-3.888889,4.888889,5
135,9,0.166667,-2.777778,4.444445,5
114,9,0.611111,-14.222222,25,5
92,9,0.444444,-13.555555,20.555555,5
62,9,0.444444,-7,11.444445,5
154,9,0.944444,-8.444445,13.888889,5
95,9,0.388889,-13.888889,28.777779,5
58,9,0.277778,-8.555555,14.555555,5
94,9,0.444445,-12.666667,28.777779,5
138,9,0.055556,-1.111111,3.111111,5
110,9,2.111111,-18.88889,40.444443,5
134,9,0.722222,-3.333333,4.666667,5
109,9,0.388889,-10.222222,28.777779,5
138,9,0.722222,-5.333334,7.222222,5
91,9,0.5,-10.333333,21,5
90,9,0.833333,-18.555555,34.444447,5
155,9,10.777778,-5.888889,11,5
148,9,0,0,0,5
83,9,5.833334,-11.666667,17,5
150,9,0,0,0,5
89,9,2.333333,-10.777778,25.11111,5
90,9,0.666667,-7.444445,15,5
155,9,5.388889,-6.222222,12.888889,5
91,9,0.611111,-13.777778,20.666668,5
112,9,0.555556,-12.222222,23.88889,5
138,9,0.333333,-4.666666,5.888889,5
145,9,0,0,0,5
135,9,0.111111,-1.444444,3,5
115,9,0.166667,-2.333333,2.888889,5
137,9,1.388889,-3,3.777778,5
152,9,0,0,0,5
142,9,0,0,0,5
131,9,1.777778,-1.888889,2.777778,5
135,9,0.055556,-1.444444,1.444444,5
154,9,0.777778,-2.222222,3.555556,5
31,9,5.055555,-8.777778,16.555555,5
85,9,0.222222,-13.111111,26.88889,5
107,9,0.833333,-13,35.11111,5
111,9,1,-11.666667,23.777779,5
94,9,1.222222,-15.222222,24.88889,5
140,9,0.666667,-0.666667,3.333333,5
107,9,2.055556,-14.888889,25.777779,5
62,9,0,0,0,5
154,9,0.055556,-0.222222,0.222222,5
149,9,0,0,0,5
135,9,0.611111,-21.555555,43.11111,5
152,9,0,0,0,5
108,9,2.111111,-9.555555,20.555555,5
152,9,2.055556,-1.111111,2.333334,5
93,9,0.888889,-12.777778,29.555555,5
134,9,0.333333,-3.111111,3.111111,5
106,9,0.388889,-10.111111,24,5
97,9,0.777777,-12.777778,27.777779,5
139,9,0.277778,-6,9.555555,5
113,9,0.722222,-11.888889,28.444445,5
62,9,0.666667,-6.888889,11.444445,5
136,9,1.166667,-5.333334,5.777778,5
94,9,0.611111,-9.666667,15.222222,5
112,9,0.5,-12.777778,32.333336,5
152,9,0,0,0,5
84,9,0.499999,-13.777778,31.333334,5
86,9,0.277778,-13.666667,28.555555,5
140,9,0.444444,-0.777778,1.888889,5
30,9,1.666667,-7.111111,13.111111,5
155,9,18,-4,21.444445,5
139,9,0.722222,-6.888889,8.555555,5
134,9,0.611111,-5.555555,6.444445,5
154,9,0.166667,-0.888889,1.555556,5
104,9,2.833333,-10.333333,26.11111,5
130,9,1.277778,-1.555556,3,5
139,9,0.222222,-1.444444,3.222222,5
115,9,3.666666,-19.11111,40.11111,5
67,9,0.222222,0.111111,1.111111,5
114,9,0.333334,-14.444445,34.666668,5
34,9,0.444445,-11,21,5
149,9,0.111111,-0.111111,0.111111,5
130,9,2.611111,-2.222222,3.222222,5
134,9,0.944444,-3.333333,4.666667,5
145,9,0,0,0,5
145,9,0,0,0,5
153,9,0,0,0,5
134,9,0.611111,-5.555555,6.444445,5
39,9,0.611111,-6.555555,14.333333,5
134,9,0.833333,-3,4,5
88,9,0.444445,-14.111111,21.11111,5
135,9,0.166667,-0.444444,0.444444,5
141,9,0.222222,-1.111111,1.777778,5
94,9,0.555556,-14.111111,23.777779,5
115,9,0.166667,-2.333333,2.888889,5
149,9,0,0,0,5
141,9,0.444444,-5.555555,8.777778,5
40,9,0.055556,-0.111111,1.555556,5
144,9,0.277778,-0.333333,1,5
86,9,0.333333,-13.333333,20.444445,5
